 Reporting Area,MMWR Year,MMWR Week,"Giardiasis, Current week","Giardiasis, Current week, flag","Giardiasis, Previous 52 weeks Med","Giardiasis, Previous 52 weeks Med, flag","Giardiasis, Previous 52 weeks Max","Giardiasis, Previous 52 weeks Max, flag","Giardiasis, Cum 2014","Giardiasis, Cum 2014, flag","Giardiasis, Cum 2013","Giardiasis, Cum 2013, flag","Gonorrhea,Current week","Gonorrhea,Current week, flag","Gonorrhea,Previous 52 weeks Med","Gonorrhea,Previous 52 weeks Med, flag","Gonorrhea, Previous 52 weeks Max","Gonorrhea, Previous 52 weeks Max, flag","Gonorrhea, Cum 2014","Gonorrhea, Cum 2014, flag","Gonorrhea, Cum 2013","Gonorrhea, Cum 2013, flag","Haemophilus influenzae, invasive†, All ages, all serotypes,Current week","Haemophilus influenzae, invasive†, All ages, all serotypes,Current week, flag","Haemophilus influenzae, invasive†, All ages, all serotypes, Previous 52 weeks Med","Haemophilus influenzae, invasive†, All ages, all serotypes, Previous 52 weeks Med, flag","Haemophilus influenzae, invasive†, All ages, all serotypes, Previous 52 weeks Max","Haemophilus influenzae, invasive†, All ages, all serotypes, Previous 52 weeks Max, flag","Haemophilus influenzae, invasive†, All ages, all serotypes, Cum 2014","Haemophilus influenzae, invasive†, All ages, all serotypes, Cum 2014, flag","Haemophilus influenzae, invasive†, All ages, all serotypes, Cum 2013","Haemophilus influenzae, invasive†, All ages, all serotypes, Cum 2013, flag",Location 1,Location 2
NEW YORK,2014,3,18,,18,,51,,19,,21,,81,,122,,248,,158,,179,,2,,3,,15,,8,,5,,"NEW YORK
(42.82700023900048, -75.54396639699968)",
ARIZONA,2014,3,,-,2,,7,,,-,4,,,-,106,,179,,271,,299,,,-,2,,7,,2,,14,,"ARIZONA
(34.865973091000455, -111.76380949799972)",
MICHIGAN,2014,3,,-,10,,27,,5,,20,,132,,195,,276,,334,,642,,,-,2,,5,,2,,5,,"MICHIGAN
(44.66131575600048, -84.71438724399968)",
MISSOURI,2014,3,2,,5,,15,,9,,17,,51,,152,,184,,268,,406,,2,,2,,6,,14,,11,,"MISSOURI
(38.63579372300046, -92.56629737199967)",
MISSISSIPPI,2014,3,,N,0,,0,,,N,,N,70,,98,,185,,224,,354,,,-,0,,2,,2,,2,,"MISSISSIPPI
(32.74551123200047, -89.53802764499966)",
C.N.M.I.,2014,17,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
(39.52368635500045, -99.11415045099966)",
NEW YORK CITY,2014,3,5,,14,,24,,23,,32,,110,,253,,311,,520,,824,,,-,2,,7,,,-,12,,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
MASSACHUSETTS,2014,3,8,,11,,26,,21,,40,,88,,59,,100,,199,,149,,2,,2,,6,,9,,12,,"MASSACHUSETTS
(42.27687306500047, -72.08268985899963)",
MARYLAND,2014,3,3,,5,,9,,15,,14,,,-,109,,174,,102,,201,,3,,2,,5,,7,,10,,"MARYLAND
(39.2905806980005, -76.60925970899967)",
ALABAMA,2014,3,1,,3,,8,,4,,6,,,-,152,,257,,120,,458,,1,,1,,4,,4,,13,,"ALABAMA
(32.84057327200048, -86.63185803899967)",
ALASKA,2014,3,,-,1,,7,,2,,1,,,-,20,,39,,41,,55,,,-,0,,3,,,-,,-,"ALASKA
(64.84507923900048, -147.72205669099972)",
NEVADA,2014,3,,-,1,,6,,1,,6,,33,,52,,85,,133,,122,,,-,0,,1,,,-,2,,"NEVADA
(39.49324126500045, -117.07183978499972)",
VIRGINIA,2014,3,2,,1,,10,,5,,,-,65,,124,,237,,184,,394,,,-,0,,4,,,-,,-,"VIRGINIA
(37.54268075100049, -78.45788924199968)",
PUERTO RICO,2014,3,,-,0,,4,,,-,,-,,-,6,,21,,7,,13,,,-,0,,0,,,-,,-,"PUERTO RICO
(26.649497232000442, -98.34556876399967)",
NEW MEXICO,2014,3,,-,2,,6,,,-,5,,8,,37,,78,,44,,87,,,-,1,,3,,,-,3,,"NEW MEXICO
(34.52088247800049, -106.24057768899968)",
VIRGIN ISL.,2014,3,,-,0,,0,,,-,,-,,-,1,,5,,,-,3,,,-,0,,0,,,-,,-,"VIRGIN ISL.
(39.52368635500045, -99.11415045099966)",
OKLAHOMA,2014,3,,-,0,,0,,,-,,-,,-,82,,177,,60,,833,,,-,2,,9,,3,,3,,"OKLAHOMA
(35.472034350000456, -97.52106845499969)",
WISCONSIN,2014,3,3,,7,,15,,11,,22,,53,,81,,122,,181,,288,,,-,1,,4,,,-,9,,"WISCONSIN
(44.3931903350005, -89.81636715299965)",
PENNSYLVANIA,2014,3,9,,13,,27,,35,,34,,278,,271,,326,,788,,691,,4,,4,,11,,14,,16,,"PENNSYLVANIA
(40.79373106100047, -77.86069775999965)",
MONTANA,2014,3,,-,2,,6,,2,,1,,,-,4,,10,,8,,10,,,-,0,,1,,1,,,-,"MONTANA
(47.066526051000494, -109.42441687999968)",
TEXAS,2014,3,,N,0,,0,,,N,,N,,-,655,,824,,881,,2101,,,-,0,,1,,,-,,-,"TEXAS
(31.827243635000457, -99.4267664729997)",
CONNECTICUT,2014,3,,-,5,,11,,,-,7,,1,,52,,104,,2,,124,,,-,1,,4,,,-,2,,"CONNECTICUT
(41.56266394200048, -72.64983753699966)",
FLORIDA,2014,3,22,,20,,56,,56,,66,,222,,392,,493,,950,,1195,,11,,5,,13,,27,,15,,"FLORIDA
(28.932042899000464, -81.92895558499964)",
SOUTH CAROLINA,2014,3,1,,2,,7,,4,,7,,136,,145,,280,,592,,403,,,-,2,,7,,,-,18,,"SOUTH CAROLINA
(33.99882060100049, -81.04536765699964)",
LOUISIANA,2014,3,,-,4,,11,,4,,7,,32,,135,,326,,76,,101,,,-,0,,6,,1,,5,,"LOUISIANA
(31.312662564000448, -92.44567554599968)",
DELAWARE,2014,3,,-,0,,2,,,-,1,,26,,25,,65,,59,,74,,,-,0,,2,,,-,1,,"DELAWARE
(39.00883351400046, -75.57773943699965)",
UTAH,2014,3,,-,4,,9,,5,,8,,10,,19,,31,,58,,36,,,-,1,,2,,3,,1,,"UTAH
(39.36070374600047, -111.5871285339997)",
GEORGIA,2014,3,2,,10,,44,,21,,12,,274,,249,,328,,638,,809,,,-,2,,8,,6,,19,,"GEORGIA
(32.83968004200045, -83.62757601199968)",
TENNESSEE,2014,3,,N,0,,0,,,N,,N,40,,143,,210,,126,,434,,,-,2,,6,,3,,7,,"TENNESSEE
(35.680943063000484, -85.77448642199965)",
KANSAS,2014,3,,-,2,,6,,2,,5,,,-,39,,66,,20,,86,,,-,0,,3,,,-,3,,"KANSAS
(38.34774033400049, -98.20077655499966)",
ILLINOIS,2014,3,,-,6,,23,,,-,19,,,-,256,,375,,6,,980,,,-,3,,6,,1,,12,,"ILLINOIS
(40.48501278700047, -88.99770813999965)",
ARKANSAS,2014,3,2,,2,,7,,4,,1,,,-,73,,108,,142,,295,,1,,0,,3,,2,,,-,"ARKANSAS
(34.748651751000466, -92.27448794899965)",
IDAHO,2014,3,,-,2,,9,,3,,2,,,-,3,,14,,5,,9,,,-,0,,2,,1,,2,,"IDAHO
(43.682630058000484, -114.3637261449997)",
RHODE ISLAND,2014,3,,-,0,,7,,,-,1,,8,,5,,40,,9,,16,,,-,0,,8,,,-,,-,"RHODE ISLAND
(41.70828281900049, -71.52246918099962)",
IOWA,2014,3,,-,4,,15,,6,,7,,,-,28,,41,,41,,100,,,-,0,,0,,,-,,-,"IOWA
(42.469404401000475, -93.81648936699969)",
OHIO,2014,3,9,,9,,25,,21,,23,,115,,313,,379,,508,,1007,,2,,3,,8,,14,,11,,"OHIO
(40.06021029700048, -82.40425685299965)",
HAWAII,2014,3,,-,0,,3,,,-,1,,,-,13,,26,,10,,61,,,-,0,,2,,,-,1,,"HAWAII
(21.30485166200043, -157.85774691599974)",
WYOMING,2014,3,,-,0,,6,,,-,6,,,-,1,,3,,,-,,-,,-,0,,1,,,-,,-,"WYOMING
(43.23554147100049, -108.10982744299969)",
SOUTH DAKOTA,2014,3,,-,2,,9,,,-,6,,,-,15,,27,,10,,34,,,-,0,,1,,,-,,-,"SOUTH DAKOTA
(44.35313342000046, -100.37352811899967)",
WASHINGTON,2014,3,,-,10,,20,,,-,2,,72,,80,,113,,187,,239,,,-,0,,2,,,-,,-,"WASHINGTON
(47.522287905000496, -120.47002746299972)",
INDIANA,2014,3,,-,3,,11,,,-,10,,38,,145,,208,,163,,388,,,-,3,,6,,2,,10,,"INDIANA
(39.76691364600049, -86.14995579899966)",
KENTUCKY,2014,3,,N,0,,0,,,N,,N,98,,85,,143,,236,,197,,,-,1,,4,,,-,3,,"KENTUCKY
(37.645973909000475, -84.77496612599964)",
UNITED STATES,2014,4,92,,235,,404,,506,,847,,2083,,6251,,6925,,16081,,24956,,23,,63,,99,,199,,368,,,
NEW ENGLAND,2014,4,2,,23,,58,,36,,71,,1,,127,,192,,255,,412,,,-,4,,9,,11,,28,,,
MID. ATLANTIC,2014,4,20,,49,,89,,118,,146,,437,,769,,914,,2371,,2848,,2,,11,,22,,32,,62,,,
E.N. CENTRAL,2014,4,6,,37,,62,,50,,137,,287,,978,,1180,,1853,,4446,,4,,11,,17,,26,,63,,,
W.N. CENTRAL,2014,4,4,,16,,41,,31,,68,,81,,331,,417,,678,,1285,,,-,5,,9,,16,,25,,,
S. ATLANTIC,2014,4,33,,44,,91,,148,,138,,656,,1381,,1753,,4285,,5486,,7,,17,,33,,61,,91,,,
E.S. CENTRAL,2014,4,3,,3,,8,,14,,8,,104,,470,,600,,976,,1895,,1,,4,,12,,15,,35,,,
W.S. CENTRAL,2014,4,,-,6,,15,,8,,14,,12,,949,,1170,,2059,,4149,,5,,3,,11,,12,,8,,,
MOUNTAIN,2014,4,,-,17,,37,,26,,77,,92,,270,,395,,962,,935,,,-,5,,14,,15,,42,,,
PACIFIC,2014,4,24,,48,,117,,75,,188,,413,,890,,1100,,2642,,3500,,4,,3,,9,,11,,14,,,
INDIANA,2014,4,,-,3,,11,,1,,14,,29,,145,,209,,316,,510,,,-,3,,6,,2,,13,,"INDIANA
(39.76691364600049, -86.14995579899966)",
AMER. SAMOA,2014,4,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
(39.52368635500045, -99.11415045099966)",
TENNESSEE,2014,4,,N,0,,0,,,N,,N,60,,143,,210,,186,,597,,1,,2,,6,,5,,13,,"TENNESSEE
(35.680943063000484, -85.77448642199965)",
NEW YORK,2014,4,12,,18,,51,,31,,34,,96,,122,,262,,254,,298,,,-,3,,15,,8,,7,,"NEW YORK
(42.82700023900048, -75.54396639699968)",
WASHINGTON,2014,4,4,,10,,42,,4,,3,,55,,79,,113,,242,,331,,,-,0,,2,,,-,,-,"WASHINGTON
(47.522287905000496, -120.47002746299972)",
NEW JERSEY,2014,4,,-,5,,12,,4,,14,,20,,132,,167,,314,,547,,,-,1,,6,,6,,15,,"NEW JERSEY
(40.1305700530005, -74.27368565099965)",
ARIZONA,2014,4,,-,2,,7,,,-,5,,,-,107,,184,,431,,323,,,-,2,,7,,5,,17,,"ARIZONA
(34.865973091000455, -111.76380949799972)",
WEST VIRGINIA,2014,4,,-,1,,4,,,-,3,,11,,20,,34,,65,,68,,,-,0,,3,,,-,2,,"WEST VIRGINIA
(38.665511497000466, -80.71263935099967)",
PENNSYLVANIA,2014,4,6,,13,,27,,45,,49,,218,,273,,326,,1030,,924,,2,,4,,11,,17,,24,,"PENNSYLVANIA
(40.79373106100047, -77.86069775999965)",
CALIFORNIA,2014,4,13,,28,,94,,48,,150,,330,,741,,946,,2159,,2866,,,-,1,,5,,2,,2,,"CALIFORNIA
(37.638640488000476, -120.99999889499969)",
OKLAHOMA,2014,4,,-,0,,0,,,-,,-,12,,82,,177,,146,,897,,4,,2,,9,,7,,3,,"OKLAHOMA
(35.472034350000456, -97.52106845499969)",
NORTH DAKOTA,2014,4,,-,0,,3,,,-,3,,,-,8,,15,,12,,32,,,-,0,,2,,,-,2,,"NORTH DAKOTA
(47.47531738700047, -100.11842599699969)",
FLORIDA,2014,4,22,,20,,56,,78,,85,,209,,393,,493,,1336,,1571,,2,,5,,13,,29,,20,,"FLORIDA
(28.932042899000464, -81.92895558499964)",
NEBRASKA,2014,4,3,,3,,9,,8,,14,,10,,26,,48,,69,,109,,,-,0,,3,,1,,2,,"NEBRASKA
(41.64104043900045, -99.36571864599966)",
TEXAS,2014,4,,N,0,,0,,,N,,N,,-,655,,823,,1695,,2717,,,-,0,,1,,,-,,-,"TEXAS
(31.827243635000457, -99.4267664729997)",
MISSISSIPPI,2014,4,,N,0,,0,,,N,,N,,-,94,,185,,224,,428,,,-,0,,2,,2,,2,,"MISSISSIPPI
(32.74551123200047, -89.53802764499966)",
NEVADA,2014,4,,-,1,,6,,4,,6,,16,,51,,85,,152,,167,,,-,0,,1,,1,,2,,"NEVADA
(39.49324126500045, -117.07183978499972)",
UTAH,2014,4,,-,4,,9,,5,,13,,11,,19,,31,,87,,59,,,-,1,,2,,3,,2,,"UTAH
(39.36070374600047, -111.5871285339997)",
WISCONSIN,2014,4,,-,7,,15,,17,,32,,65,,81,,122,,289,,369,,,-,0,,4,,,-,10,,"WISCONSIN
(44.3931903350005, -89.81636715299965)",
DIST. OF COL.,2014,4,,-,0,,3,,,-,8,,,-,47,,85,,,-,132,,,-,0,,2,,,-,2,,"DIST. OF COL.
(39.52368635500045, -99.11415045099966)",
WYOMING,2014,4,,-,0,,6,,,-,10,,,-,1,,3,,,-,2,,,-,0,,1,,,-,,-,"WYOMING
(43.23554147100049, -108.10982744299969)",
NEW HAMPSHIRE,2014,4,,-,1,,7,,1,,2,,,-,2,,8,,13,,16,,,-,0,,3,,1,,2,,"NEW HAMPSHIRE
(43.6559537330005, -71.50035726399966)",
ARKANSAS,2014,4,,-,2,,7,,4,,3,,,-,72,,108,,142,,357,,1,,0,,3,,4,,,-,"ARKANSAS
(34.748651751000466, -92.27448794899965)",
NEW MEXICO,2014,4,,-,2,,6,,,-,8,,9,,37,,78,,63,,128,,,-,1,,3,,1,,6,,"NEW MEXICO
(34.52088247800049, -106.24057768899968)",
OHIO,2014,4,6,,9,,25,,27,,38,,83,,311,,379,,746,,1374,,3,,3,,8,,17,,14,,"OHIO
(40.06021029700048, -82.40425685299965)",
SOUTH CAROLINA,2014,4,,-,2,,7,,5,,8,,,-,144,,280,,592,,566,,,-,2,,7,,,-,20,,"SOUTH CAROLINA
(33.99882060100049, -81.04536765699964)",
IOWA,2014,4,,-,4,,15,,10,,10,,5,,28,,41,,70,,138,,,-,0,,0,,,-,,-,"IOWA
(42.469404401000475, -93.81648936699969)",
PUERTO RICO,2014,4,,-,0,,4,,,-,,-,17,,6,,21,,24,,13,,,-,0,,0,,,-,,-,"PUERTO RICO
(26.649497232000442, -98.34556876399967)",
MISSOURI,2014,4,1,,5,,15,,10,,24,,54,,151,,184,,402,,540,,,-,2,,6,,15,,11,,"MISSOURI
(38.63579372300046, -92.56629737199967)",
DELAWARE,2014,4,,-,0,,2,,,-,1,,16,,25,,65,,75,,111,,,-,0,,2,,,-,3,,"DELAWARE
(39.00883351400046, -75.57773943699965)",
VIRGINIA,2014,4,,-,1,,10,,7,,,-,34,,123,,237,,218,,515,,,-,0,,4,,,-,,-,"VIRGINIA
(37.54268075100049, -78.45788924199968)",
MINNESOTA,2014,4,,-,0,,0,,,-,,-,,-,69,,87,,,-,300,,,-,1,,5,,,-,6,,"MINNESOTA
(46.35564867700049, -94.79419697699967)",
LOUISIANA,2014,4,,-,4,,11,,4,,11,,,-,135,,326,,76,,178,,,-,0,,6,,1,,5,,"LOUISIANA
(31.312662564000448, -92.44567554599968)",
NEW YORK CITY,2014,4,2,,14,,24,,38,,49,,103,,253,,308,,773,,1079,,,-,2,,7,,1,,16,,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
GEORGIA,2014,4,6,,10,,44,,37,,13,,112,,267,,434,,753,,998,,1,,2,,8,,10,,24,,"GEORGIA
(32.83968004200045, -83.62757601199968)",
CONNECTICUT,2014,4,,-,5,,11,,,-,12,,1,,52,,104,,31,,145,,,-,1,,4,,,-,5,,"CONNECTICUT
(41.56266394200048, -72.64983753699966)",
ALASKA,2014,4,,-,1,,7,,3,,2,,,-,20,,39,,63,,71,,,-,0,,3,,,-,1,,"ALASKA
(64.84507923900048, -147.72205669099972)",
ILLINOIS,2014,4,,-,6,,23,,,-,23,,,-,256,,337,,6,,1285,,,-,3,,6,,2,,17,,"ILLINOIS
(40.48501278700047, -88.99770813999965)",
HAWAII,2014,4,,-,1,,3,,1,,1,,,-,13,,26,,26,,76,,,-,0,,2,,,-,1,,"HAWAII
(21.30485166200043, -157.85774691599974)",
OREGON,2014,4,7,,6,,17,,19,,32,,28,,33,,57,,152,,156,,4,,1,,5,,9,,10,,"OREGON
(44.567446178000466, -120.15502977999972)",
MONTANA,2014,4,,-,2,,6,,2,,2,,4,,4,,10,,17,,12,,,-,0,,1,,1,,1,,"MONTANA
(47.066526051000494, -109.42441687999968)",
RHODE ISLAND,2014,4,,-,0,,7,,,-,1,,,-,6,,40,,9,,21,,,-,0,,8,,,-,,-,"RHODE ISLAND
(41.70828281900049, -71.52246918099962)",
VERMONT,2014,4,,-,2,,14,,5,,4,,,-,1,,8,,3,,7,,,-,0,,1,,1,,1,,"VERMONT
(43.62538292400046, -72.51763944499965)",
MASSACHUSETTS,2014,4,,-,11,,26,,21,,41,,,-,60,,100,,199,,195,,,-,2,,6,,9,,16,,"MASSACHUSETTS
(42.27687306500047, -72.08268985899963)",
IDAHO,2014,4,,-,2,,9,,3,,6,,,-,3,,14,,5,,9,,,-,0,,2,,1,,2,,"IDAHO
(43.682630058000484, -114.3637261449997)",
MARYLAND,2014,4,5,,4,,9,,21,,20,,,-,109,,174,,102,,280,,2,,2,,5,,10,,11,,"MARYLAND
(39.2905806980005, -76.60925970899967)",
MICHIGAN,2014,4,,-,10,,27,,5,,30,,110,,193,,276,,496,,908,,1,,2,,5,,5,,9,,"MICHIGAN
(44.66131575600048, -84.71438724399968)",
C.N.M.I.,2014,4,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
(39.52368635500045, -99.11415045099966)",
KANSAS,2014,4,,-,2,,6,,2,,7,,11,,39,,66,,109,,122,,,-,0,,3,,,-,4,,"KANSAS
(38.34774033400049, -98.20077655499966)",
GUAM,2014,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.355173397000442, 144.70297250000056)",
NORTH CAROLINA,2014,4,,N,0,,0,,,N,,N,274,,264,,412,,1144,,1245,,2,,3,,12,,12,,9,,"NORTH CAROLINA
(35.46622388600048, -79.15924924699965)",
ALABAMA,2014,4,3,,3,,8,,14,,8,,,-,152,,257,,285,,602,,,-,1,,4,,8,,16,,"ALABAMA
(32.84057327200048, -86.63185803899967)",
MAINE,2014,4,2,,4,,12,,9,,11,,,-,4,,10,,,-,28,,,-,0,,2,,,-,4,,"MAINE
(45.254228663000504, -68.98502952999962)",
COLORADO,2014,4,,-,3,,18,,12,,27,,52,,53,,90,,207,,235,,,-,1,,4,,3,,12,,"COLORADO
(38.84384047000049, -106.13360888799969)",
VIRGIN ISL.,2014,4,,-,0,,0,,,-,,-,,-,1,,5,,,-,4,,,-,0,,0,,,-,,-,"VIRGIN ISL.
(39.52368635500045, -99.11415045099966)",
KENTUCKY,2014,4,,N,0,,0,,,N,,N,44,,85,,143,,281,,268,,,-,1,,4,,,-,4,,"KENTUCKY
(37.645973909000475, -84.77496612599964)",
SOUTH DAKOTA,2014,4,,-,2,,9,,1,,10,,1,,14,,27,,16,,44,,,-,0,,1,,,-,,-,"SOUTH DAKOTA
(44.35313342000046, -100.37352811899967)",
UNITED STATES,2014,5,129,,241,,409,,752,,1109,,2738,,6508,,7253,,21476,,33471,,29,,63,,99,,268,,466,,,
NEW ENGLAND,2014,5,5,,23,,58,,67,,93,,73,,129,,192,,423,,583,,1,,4,,9,,20,,31,,,
MID. ATLANTIC,2014,5,42,,48,,89,,175,,192,,528,,771,,914,,3183,,3727,,6,,11,,22,,42,,84,,,
E.N. CENTRAL,2014,5,12,,36,,63,,72,,174,,323,,1221,,1506,,2877,,7213,,3,,11,,17,,34,,75,,,
W.N. CENTRAL,2014,5,4,,16,,41,,40,,84,,68,,331,,417,,902,,1639,,2,,5,,9,,18,,30,,,
S. ATLANTIC,2014,5,38,,44,,91,,197,,173,,913,,1382,,1754,,5717,,7228,,10,,16,,33,,77,,124,,,
E.S. CENTRAL,2014,5,,-,3,,8,,14,,13,,245,,470,,600,,1392,,2486,,1,,4,,12,,19,,42,,,
C.N.M.I.,2014,37,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
W.S. CENTRAL,2014,5,1,,6,,15,,18,,21,,14,,950,,1170,,2143,,5058,,,-,3,,11,,17,,10,,,
MOUNTAIN,2014,5,3,,17,,37,,50,,89,,104,,272,,396,,1263,,1143,,4,,5,,14,,28,,47,,,
PACIFIC,2014,5,24,,53,,125,,119,,270,,470,,891,,1105,,3576,,4394,,2,,3,,9,,13,,23,,,
NEVADA,2014,5,,-,1,,6,,4,,6,,,-,51,,85,,152,,223,,,-,0,,1,,1,,3,,"NEVADA
(39.49324126500045, -117.07183978499972)",
ILLINOIS,2014,5,,-,6,,23,,1,,27,,12,,504,,663,,311,,3205,,,-,3,,6,,4,,22,,"ILLINOIS
(40.48501278700047, -88.99770813999965)",
WASHINGTON,2014,5,2,,10,,45,,6,,7,,75,,79,,113,,317,,429,,,-,0,,2,,,-,,-,"WASHINGTON
(47.522287905000496, -120.47002746299972)",
NORTH DAKOTA,2014,5,,-,0,,3,,,-,3,,,-,8,,15,,15,,42,,,-,0,,2,,,-,2,,"NORTH DAKOTA
(47.47531738700047, -100.11842599699969)",
DIST. OF COL.,2014,5,,-,0,,3,,,-,11,,,-,48,,85,,,-,164,,1,,0,,2,,1,,3,,"DIST. OF COL.
(39.52368635500045, -99.11415045099966)",
WYOMING,2014,5,,-,0,,6,,,-,10,,,-,1,,3,,,-,2,,,-,0,,1,,,-,,-,"WYOMING
(43.23554147100049, -108.10982744299969)",
GUAM,2014,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.355173397000442, 144.70297250000056)",
NEW HAMPSHIRE,2014,5,,-,1,,7,,1,,2,,1,,2,,8,,15,,17,,,-,0,,3,,3,,2,,"NEW HAMPSHIRE
(43.6559537330005, -71.50035726399966)",
HAWAII,2014,5,,-,1,,3,,2,,1,,1,,13,,26,,40,,91,,1,,0,,2,,1,,1,,"HAWAII
(21.30485166200043, -157.85774691599974)",
NORTH CAROLINA,2014,5,,N,0,,0,,,N,,N,197,,266,,412,,1343,,1617,,,-,3,,12,,13,,21,,"NORTH CAROLINA
(35.46622388600048, -79.15924924699965)",
VERMONT,2014,5,,-,2,,14,,5,,4,,,-,1,,8,,3,,7,,,-,0,,2,,2,,1,,"VERMONT
(43.62538292400046, -72.51763944499965)",
OKLAHOMA,2014,5,,-,0,,0,,,-,,-,11,,82,,177,,227,,968,,,-,2,,9,,8,,4,,"OKLAHOMA
(35.472034350000456, -97.52106845499969)",
SOUTH CAROLINA,2014,5,2,,2,,7,,7,,10,,114,,144,,280,,852,,720,,,-,2,,7,,,-,23,,"SOUTH CAROLINA
(33.99882060100049, -81.04536765699964)",
MAINE,2014,5,2,,4,,12,,11,,11,,,-,4,,10,,,-,33,,1,,0,,2,,1,,5,,"MAINE
(45.254228663000504, -68.98502952999962)",
COLORADO,2014,5,,-,3,,18,,25,,31,,66,,54,,90,,298,,284,,,-,1,,4,,6,,13,,"COLORADO
(38.84384047000049, -106.13360888799969)",
NEW YORK CITY,2014,5,9,,14,,24,,58,,63,,111,,253,,308,,1009,,1380,,,-,2,,7,,1,,17,,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
DELAWARE,2014,5,,-,0,,2,,,-,1,,19,,25,,65,,94,,140,,,-,0,,1,,1,,3,,"DELAWARE
(39.00883351400046, -75.57773943699965)",
MISSOURI,2014,5,3,,5,,15,,17,,33,,45,,152,,184,,549,,695,,2,,2,,6,,17,,12,,"MISSOURI
(38.63579372300046, -92.56629737199967)",
MICHIGAN,2014,5,,-,10,,27,,11,,35,,109,,191,,276,,677,,1165,,,-,2,,5,,5,,12,,"MICHIGAN
(44.66131575600048, -84.71438724399968)",
MISSISSIPPI,2014,5,,N,0,,0,,,N,,N,74,,98,,185,,469,,555,,,-,0,,2,,3,,3,,"MISSISSIPPI
(32.74551123200047, -89.53802764499966)",
MINNESOTA,2014,5,,-,0,,0,,,-,,-,,-,69,,87,,,-,375,,,-,1,,5,,,-,9,,"MINNESOTA
(46.35564867700049, -94.79419697699967)",
PENNSYLVANIA,2014,5,8,,13,,27,,56,,59,,252,,273,,326,,1301,,1201,,2,,4,,11,,21,,35,,"PENNSYLVANIA
(40.79373106100047, -77.86069775999965)",
RHODE ISLAND,2014,5,,-,0,,7,,,-,1,,,-,6,,40,,9,,29,,,-,0,,8,,,-,,-,"RHODE ISLAND
(41.70828281900049, -71.52246918099962)",
UTAH,2014,5,1,,4,,9,,12,,17,,21,,20,,31,,116,,69,,,-,1,,2,,4,,2,,"UTAH
(39.36070374600047, -111.5871285339997)",
WISCONSIN,2014,5,3,,7,,15,,21,,43,,51,,82,,122,,370,,467,,,-,0,,4,,,-,11,,"WISCONSIN
(44.3931903350005, -89.81636715299965)",
VIRGINIA,2014,5,,-,1,,10,,8,,,-,153,,122,,237,,371,,645,,,-,0,,4,,1,,,-,"VIRGINIA
(37.54268075100049, -78.45788924199968)",
IDAHO,2014,5,1,,2,,9,,4,,9,,2,,3,,14,,7,,11,,2,,0,,2,,3,,2,,"IDAHO
(43.682630058000484, -114.3637261449997)",
MONTANA,2014,5,1,,2,,6,,4,,2,,5,,4,,10,,23,,15,,,-,0,,1,,1,,1,,"MONTANA
(47.066526051000494, -109.42441687999968)",
SOUTH DAKOTA,2014,5,,-,2,,9,,1,,10,,,-,14,,27,,20,,61,,,-,0,,1,,,-,,-,"SOUTH DAKOTA
(44.35313342000046, -100.37352811899967)",
IOWA,2014,5,,-,4,,15,,11,,12,,1,,28,,41,,86,,165,,,-,0,,0,,,-,,-,"IOWA
(42.469404401000475, -93.81648936699969)",
FLORIDA,2014,5,15,,20,,56,,93,,104,,237,,395,,493,,1815,,2036,,9,,5,,13,,38,,28,,"FLORIDA
(28.932042899000464, -81.92895558499964)",
NEW YORK,2014,5,25,,18,,51,,57,,44,,111,,122,,290,,364,,447,,4,,3,,15,,12,,12,,"NEW YORK
(42.82700023900048, -75.54396639699968)",
PUERTO RICO,2014,5,,-,0,,4,,,-,2,,,-,6,,21,,24,,21,,,-,0,,0,,,-,,-,"PUERTO RICO
(26.649497232000442, -98.34556876399967)",
CALIFORNIA,2014,5,19,,32,,102,,86,,223,,381,,745,,951,,2962,,3591,,,-,1,,5,,2,,7,,"CALIFORNIA
(37.638640488000476, -120.99999889499969)",
NEW JERSEY,2014,5,,-,5,,12,,4,,26,,54,,133,,167,,509,,699,,,-,1,,6,,8,,20,,"NEW JERSEY
(40.1305700530005, -74.27368565099965)",
OHIO,2014,5,9,,9,,25,,36,,50,,108,,315,,384,,1062,,1739,,3,,3,,8,,20,,16,,"OHIO
(40.06021029700048, -82.40425685299965)",
KANSAS,2014,5,,-,2,,6,,2,,8,,8,,39,,66,,148,,155,,,-,0,,3,,,-,4,,"KANSAS
(38.34774033400049, -98.20077655499966)",
