Reporting Area,MMWR Year,MMWR Week,"Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Current week","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Current week, flag","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Previous 52 weeks Med","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Previous 52 weeks Med, flag","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Previous 52 weeks Max","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Previous 52 weeks Max, flag","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Cum 2014","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Cum 2014, flag","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Cum 2013","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Cum 2013, flag","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Current week","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Current week, flag","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Previous 52 weeks Med","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Previous 52 weeks Med, flag","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Previous 52 weeks Max","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Previous 52 weeks Max, flag","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Cum 2014","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Cum 2014, flag","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Cum 2013","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Cum 2013, flag","Ehrlichiosis/Anaplasmosis†, Undetermined, Current week","Ehrlichiosis/Anaplasmosis†, Undetermined, Current week, flag","Ehrlichiosis/Anaplasmosis†, Undetermined, Previous 52 weeks Med","Ehrlichiosis/Anaplasmosis†, Undetermined, Previous 52 weeks Med, flag","Ehrlichiosis/Anaplasmosis†, Undetermined, Previous 52 weeks Max","Ehrlichiosis/Anaplasmosis†, Undetermined, Previous 52 weeks Max, flag","Ehrlichiosis/Anaplasmosis†, Undetermined, Cum 2014","Ehrlichiosis/Anaplasmosis†, Undetermined, Cum 2014, flag","Ehrlichiosis/Anaplasmosis†, Undetermined, Cum 2013","Ehrlichiosis/Anaplasmosis†, Undetermined, Cum 2013, flag",Location 1,Location 2
SOUTH CAROLINA,2014,31,,-,0,,2,,4,,6,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(33.99882214300044, -81.04536765699964)",
OKLAHOMA,2014,31,,-,0,,62,,32,,4,,,-,0,,8,,3,,1,,,-,0,,0,,,-,,-,"OKLAHOMA
(35.472031425000466, -97.52106845499969)",
ARKANSAS,2014,31,8,,1,,15,,94,,99,,,-,0,,2,,11,,4,,,-,0,,0,,,-,,-,"ARKANSAS
(34.74865329300047, -92.27448794899965)",
INDIANA,2014,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,4,,,-,26,,"INDIANA
(39.76691072200049, -86.14995579899966)",
HAWAII,2014,31,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"HAWAII
(21.304853205000427, -157.85774691599974)",
UNITED STATES,2014,32,21,,19,,100,,805,,919,,21,,33,,107,,828,,1575,,1,,2,,12,,52,,119,,,
NEW ENGLAND,2014,32,,-,0,,9,,17,,27,,3,,5,,26,,224,,269,,,-,0,,1,,1,,,-,,
MID. ATLANTIC,2014,32,3,,2,,17,,76,,70,,17,,10,,40,,281,,312,,,-,0,,3,,6,,15,,,
E.N. CENTRAL,2014,32,1,,1,,9,,37,,67,,,-,7,,39,,263,,483,,,-,0,,6,,19,,57,,,
W.N. CENTRAL,2014,32,5,,3,,29,,244,,337,,,-,1,,29,,18,,469,,1,,0,,6,,16,,30,,,
IOWA,2014,32,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.469401477000474, -93.81648936699969)",
S. ATLANTIC,2014,32,8,,4,,24,,182,,176,,1,,0,,4,,25,,30,,,-,0,,1,,1,,3,,,
DIST. OF COL.,2014,32,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"DIST. OF COL.
",
E.S. CENTRAL,2014,32,1,,2,,13,,107,,114,,,-,0,,1,,2,,6,,,-,0,,2,,7,,5,,,
W.S. CENTRAL,2014,32,3,,3,,63,,142,,127,,,-,0,,8,,15,,6,,,-,0,,0,,,-,,-,,
MOUNTAIN,2014,32,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,,
PACIFIC,2014,32,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,,-,0,,1,,2,,8,,,
AMER. SAMOA,2014,32,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2014,32,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2014,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
NEW HAMPSHIRE,2014,32,,-,0,,1,,1,,5,,,-,0,,5,,31,,59,,,-,0,,1,,,-,,-,"NEW HAMPSHIRE
(43.65595081000049, -71.50035726399966)",
TENNESSEE,2014,32,,-,1,,8,,53,,59,,,-,0,,1,,,-,4,,,-,0,,2,,7,,4,,"TENNESSEE
(35.68094014000047, -85.77448642199965)",
GEORGIA,2014,32,1,,0,,5,,20,,17,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GEORGIA
(32.83968158500045, -83.62757601199968)",
MONTANA,2014,32,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MONTANA
(47.06652759400049, -109.42441687999968)",
WYOMING,2014,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.235543013000495, -108.10982744299969)",
OHIO,2014,32,1,,0,,1,,3,,7,,,-,0,,1,,1,,3,,,-,0,,1,,1,,1,,"OHIO
(40.06021184000048, -82.40425685299965)",
PUERTO RICO,2014,32,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"PUERTO RICO
(18.24828934900046, -66.49988980099965)",
NEBRASKA,2014,32,,-,0,,2,,5,,5,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"NEBRASKA
(41.641041981000456, -99.36571864599966)",
KENTUCKY,2014,32,1,,1,,7,,45,,43,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.645970985000474, -84.77496612599964)",
ARIZONA,2014,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,"ARIZONA
(34.865970167000455, -111.76380949799972)",
MISSISSIPPI,2014,32,,-,0,,0,,,-,3,,,-,0,,0,,,-,1,,,-,0,,0,,,-,1,,"MISSISSIPPI
(32.745512774000474, -89.53802764499966)",
ALABAMA,2014,32,,-,0,,2,,9,,9,,,-,0,,1,,2,,1,,,-,0,,1,,,-,,-,"ALABAMA
(32.84057034900047, -86.63185803899967)",
FLORIDA,2014,32,,-,0,,3,,22,,13,,,-,0,,2,,4,,2,,,-,0,,0,,,-,,-,"FLORIDA
(28.93204444200046, -81.92895558499964)",
NORTH DAKOTA,2014,32,,-,0,,1,,1,,,-,,-,0,,2,,4,,4,,,-,0,,1,,,-,2,,"NORTH DAKOTA
(47.47531892900048, -100.11842599699969)",
SOUTH CAROLINA,2014,32,,-,0,,2,,4,,6,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(33.99882214300044, -81.04536765699964)",
NEW MEXICO,2014,32,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NEW MEXICO
(34.520884020000494, -106.24057768899968)",
PENNSYLVANIA,2014,32,,-,0,,1,,,-,5,,,-,0,,5,,,-,5,,,-,0,,2,,,-,6,,"PENNSYLVANIA
(40.79373260300048, -77.86069775999965)",
WASHINGTON,2014,32,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.5222894470005, -120.47002746299972)",
KANSAS,2014,32,,-,0,,4,,29,,66,,,-,0,,1,,4,,5,,,-,0,,1,,3,,,-,"KANSAS
(38.3477418760005, -98.20077655499966)",
MASSACHUSETTS,2014,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.27687014100047, -72.08268985899963)",
NORTH CAROLINA,2014,32,,-,0,,13,,33,,40,,,-,0,,3,,4,,5,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.46622096200048, -79.15924924699965)",
NEVADA,2014,32,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.493242807000456, -117.07183978499972)",
ALASKA,2014,32,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ALASKA
(64.84507631500048, -147.72205669099972)",
NEW YORK CITY,2014,32,,-,0,,4,,9,,11,,2,,0,,5,,23,,15,,,-,0,,0,,,-,,-,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
GUAM,2014,32,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"GUAM
(13.480998894000436, 144.73149801400064)",
IDAHO,2014,32,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.68263160000049, -114.3637261449997)",
ILLINOIS,2014,32,,-,0,,5,,29,,33,,,-,0,,2,,12,,8,,,-,0,,0,,,-,,-,"ILLINOIS
(40.48501433000047, -88.99770813999965)",
CONNECTICUT,2014,32,,-,0,,0,,,-,,-,,-,0,,5,,14,,111,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.56266101800048, -72.64983753699966)",
DELAWARE,2014,32,1,,0,,5,,16,,11,,,-,0,,1,,1,,,-,,-,0,,0,,,-,1,,"DELAWARE
(39.00883059000046, -75.57773943699965)",
UTAH,2014,32,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.36070082200047, -111.5871285339997)",
ARKANSAS,2014,32,3,,1,,15,,101,,113,,,-,0,,2,,11,,4,,,-,0,,0,,,-,,-,"ARKANSAS
(34.74865329300047, -92.27448794899965)",
NEW YORK,2014,32,3,,1,,17,,40,,18,,15,,7,,36,,235,,225,,,-,0,,3,,4,,7,,"NEW YORK
(42.82700178100049, -75.54396639699968)",
RHODE ISLAND,2014,32,,-,0,,9,,9,,18,,,-,0,,16,,46,,34,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.708284362000484, -71.52246918099962)",
COLORADO,2014,32,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"COLORADO
(38.84384201300048, -106.13360888799969)",
VERMONT,2014,32,,-,0,,2,,1,,3,,1,,1,,4,,32,,18,,,-,0,,1,,,-,,-,"VERMONT
(43.62538000100045, -72.51763944499965)",
CALIFORNIA,2014,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,2,,8,,"CALIFORNIA
(37.63864203100047, -120.99999889499969)",
MAINE,2014,32,,-,0,,1,,6,,1,,2,,2,,13,,101,,47,,,-,0,,1,,1,,,-,"MAINE
(45.2542257390005, -68.98502952999962)",
MICHIGAN,2014,32,,-,0,,1,,1,,1,,,-,0,,1,,1,,3,,,-,0,,0,,,-,1,,"MICHIGAN
(44.66132176400049, -84.71438724399968)",
OREGON,2014,32,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.56745218600048, -120.15502977999972)",
INDIANA,2014,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,4,,,-,27,,"INDIANA
(39.76691072200049, -86.14995579899966)",
MISSOURI,2014,32,5,,2,,26,,209,,260,,,-,0,,2,,9,,3,,1,,0,,3,,13,,9,,"MISSOURI
(38.63579079900046, -92.56629737199967)",
WEST VIRGINIA,2014,32,1,,0,,1,,2,,1,,,-,0,,0,,,-,3,,,-,0,,0,,,-,2,,"WEST VIRGINIA
(38.66551303900047, -80.71263935099967)",
SOUTH DAKOTA,2014,32,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35313049600046, -100.37352811899967)",
MARYLAND,2014,32,3,,0,,5,,26,,16,,,-,0,,2,,7,,4,,,-,0,,1,,,-,,-,"MARYLAND
(39.29058224000045, -76.60925970899967)",
OKLAHOMA,2014,32,,-,0,,62,,32,,10,,,-,0,,8,,3,,1,,,-,0,,0,,,-,,-,"OKLAHOMA
(35.472031425000466, -97.52106845499969)",
WISCONSIN,2014,32,,-,0,,6,,4,,26,,,-,7,,39,,249,,469,,,-,0,,5,,18,,28,,"WISCONSIN
(44.393191877000504, -89.81636715299965)",
MINNESOTA,2014,32,,-,0,,2,,,-,5,,,-,0,,29,,,-,456,,,-,0,,6,,,-,19,,"MINNESOTA
(46.35564575300049, -94.79419697699967)",
TEXAS,2014,32,,-,0,,2,,8,,4,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"TEXAS
(31.827240712000446, -99.4267664729997)",
VIRGINIA,2014,32,2,,1,,8,,59,,72,,1,,0,,2,,9,,16,,,-,0,,1,,1,,,-,"VIRGINIA
(37.542682294000485, -78.45788924199968)",
HAWAII,2014,32,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"HAWAII
(21.304853205000427, -157.85774691599974)",
NEW JERSEY,2014,32,,-,1,,5,,27,,36,,,-,0,,4,,23,,67,,,-,0,,2,,2,,2,,"NEW JERSEY
(40.13057159500045, -74.27368565099965)",
LOUISIANA,2014,32,,-,0,,1,,1,,,-,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"LOUISIANA
(31.312664106000454, -92.44567554599968)",
UNITED STATES,2014,33,22,,19,,100,,863,,1001,,16,,31,,88,,876,,1653,,,-,2,,12,,56,,129,,,
NEW ENGLAND,2014,33,,-,0,,9,,19,,30,,1,,5,,26,,234,,276,,,-,0,,1,,1,,,-,,
MID. ATLANTIC,2014,33,2,,2,,17,,83,,72,,13,,10,,40,,296,,335,,,-,0,,3,,6,,17,,,
E.N. CENTRAL,2014,33,,-,1,,5,,39,,69,,,-,8,,41,,283,,507,,,-,0,,6,,22,,63,,,
W.N. CENTRAL,2014,33,9,,3,,29,,259,,356,,,-,1,,25,,18,,492,,,-,0,,6,,17,,31,,,
S. ATLANTIC,2014,33,5,,4,,24,,194,,185,,1,,0,,4,,26,,30,,,-,0,,1,,1,,3,,,
DIST. OF COL.,2014,33,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"DIST. OF COL.
",
E.S. CENTRAL,2014,33,5,,2,,13,,115,,123,,1,,0,,1,,4,,6,,,-,0,,2,,7,,5,,,
W.S. CENTRAL,2014,33,1,,3,,63,,154,,165,,,-,0,,8,,15,,7,,,-,0,,0,,,-,,-,,
MOUNTAIN,2014,33,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,,-,0,,1,,,-,2,,,
PACIFIC,2014,33,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,,-,0,,1,,2,,8,,,
AMER. SAMOA,2014,33,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2014,33,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2014,33,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
NEVADA,2014,33,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.493242807000456, -117.07183978499972)",
CONNECTICUT,2014,33,,-,0,,0,,,-,,-,,-,0,,5,,14,,112,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.56266101800048, -72.64983753699966)",
WASHINGTON,2014,33,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.5222894470005, -120.47002746299972)",
GEORGIA,2014,33,,-,0,,5,,20,,17,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GEORGIA
(32.83968158500045, -83.62757601199968)",
MASSACHUSETTS,2014,33,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.27687014100047, -72.08268985899963)",
SOUTH CAROLINA,2014,33,2,,0,,2,,8,,6,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(33.99882214300044, -81.04536765699964)",
MINNESOTA,2014,33,,-,0,,2,,,-,7,,,-,0,,22,,,-,478,,,-,0,,6,,,-,20,,"MINNESOTA
(46.35564575300049, -94.79419697699967)",
ARIZONA,2014,33,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,2,,"ARIZONA
(34.865970167000455, -111.76380949799972)",
WISCONSIN,2014,33,,-,0,,2,,4,,27,,,-,8,,39,,269,,493,,,-,0,,5,,19,,33,,"WISCONSIN
(44.393191877000504, -89.81636715299965)",
NEW YORK,2014,33,1,,1,,17,,41,,18,,11,,7,,36,,245,,244,,,-,0,,3,,4,,7,,"NEW YORK
(42.82700178100049, -75.54396639699968)",
ILLINOIS,2014,33,,-,0,,5,,32,,34,,,-,0,,2,,12,,8,,,-,0,,0,,,-,,-,"ILLINOIS
(40.48501433000047, -88.99770813999965)",
NEW JERSEY,2014,33,,-,1,,5,,32,,37,,,-,1,,3,,26,,68,,,-,0,,2,,2,,2,,"NEW JERSEY
(40.13057159500045, -74.27368565099965)",
TEXAS,2014,33,,-,0,,2,,8,,5,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"TEXAS
(31.827240712000446, -99.4267664729997)",
NEW MEXICO,2014,33,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NEW MEXICO
(34.520884020000494, -106.24057768899968)",
OHIO,2014,33,,-,0,,1,,2,,7,,,-,0,,1,,1,,3,,,-,0,,1,,1,,1,,"OHIO
(40.06021184000048, -82.40425685299965)",
TENNESSEE,2014,33,3,,1,,8,,57,,65,,,-,0,,1,,,-,4,,,-,0,,2,,7,,4,,"TENNESSEE
(35.68094014000047, -85.77448642199965)",
NORTH DAKOTA,2014,33,,-,0,,1,,1,,,-,,-,0,,2,,4,,5,,,-,0,,1,,,-,2,,"NORTH DAKOTA
(47.47531892900048, -100.11842599699969)",
OKLAHOMA,2014,33,,-,0,,62,,32,,44,,,-,0,,8,,3,,2,,,-,0,,0,,,-,,-,"OKLAHOMA
(35.472031425000466, -97.52106845499969)",
KENTUCKY,2014,33,2,,1,,6,,48,,46,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.645970985000474, -84.77496612599964)",
COLORADO,2014,33,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"COLORADO
(38.84384201300048, -106.13360888799969)",
VERMONT,2014,33,,-,0,,2,,1,,5,,1,,1,,4,,34,,21,,,-,0,,1,,,-,,-,"VERMONT
(43.62538000100045, -72.51763944499965)",
ALASKA,2014,33,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ALASKA
(64.84507631500048, -147.72205669099972)",
HAWAII,2014,33,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"HAWAII
(21.304853205000427, -157.85774691599974)",
RHODE ISLAND,2014,33,,-,0,,9,,10,,18,,,-,0,,11,,47,,34,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.708284362000484, -71.52246918099962)",
FLORIDA,2014,33,,-,0,,3,,22,,14,,1,,0,,2,,5,,2,,,-,0,,0,,,-,,-,"FLORIDA
(28.93204444200046, -81.92895558499964)",
IDAHO,2014,33,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.68263160000049, -114.3637261449997)",
ARKANSAS,2014,33,1,,1,,16,,113,,116,,,-,0,,2,,11,,4,,,-,0,,0,,,-,,-,"ARKANSAS
(34.74865329300047, -92.27448794899965)",
MICHIGAN,2014,33,,-,0,,1,,1,,1,,,-,0,,1,,1,,3,,,-,0,,0,,,-,1,,"MICHIGAN
(44.66132176400049, -84.71438724399968)",
NEBRASKA,2014,33,,-,0,,2,,5,,5,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"NEBRASKA
(41.641041981000456, -99.36571864599966)",
PENNSYLVANIA,2014,33,,-,0,,1,,,-,5,,,-,0,,5,,,-,5,,,-,0,,2,,,-,8,,"PENNSYLVANIA
(40.79373260300048, -77.86069775999965)",
WYOMING,2014,33,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.235543013000495, -108.10982744299969)",
INDIANA,2014,33,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,4,,2,,28,,"INDIANA
(39.76691072200049, -86.14995579899966)",
IOWA,2014,33,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.469401477000474, -93.81648936699969)",
MISSISSIPPI,2014,33,,-,0,,1,,1,,3,,,-,0,,0,,,-,1,,,-,0,,0,,,-,1,,"MISSISSIPPI
(32.745512774000474, -89.53802764499966)",
MONTANA,2014,33,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MONTANA
(47.06652759400049, -109.42441687999968)",
MISSOURI,2014,33,9,,2,,26,,223,,275,,,-,0,,2,,9,,3,,,-,0,,3,,14,,9,,"MISSOURI
(38.63579079900046, -92.56629737199967)",
UTAH,2014,33,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.36070082200047, -111.5871285339997)",
ALABAMA,2014,33,,-,0,,2,,9,,9,,1,,0,,1,,4,,1,,,-,0,,1,,,-,,-,"ALABAMA
(32.84057034900047, -86.63185803899967)",
MARYLAND,2014,33,,-,0,,5,,27,,17,,,-,0,,2,,7,,4,,,-,0,,1,,,-,,-,"MARYLAND
(39.29058224000045, -76.60925970899967)",
NEW YORK CITY,2014,33,1,,0,,4,,10,,12,,2,,0,,5,,25,,18,,,-,0,,0,,,-,,-,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
LOUISIANA,2014,33,,-,0,,1,,1,,,-,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"LOUISIANA
(31.312664106000454, -92.44567554599968)",
MAINE,2014,33,,-,0,,1,,7,,2,,,-,2,,13,,108,,50,,,-,0,,1,,1,,,-,"MAINE
(45.2542257390005, -68.98502952999962)",
NORTH CAROLINA,2014,33,,-,0,,13,,33,,41,,,-,0,,3,,4,,5,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.46622096200048, -79.15924924699965)",
CALIFORNIA,2014,33,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,2,,8,,"CALIFORNIA
(37.63864203100047, -120.99999889499969)",
VIRGINIA,2014,33,2,,1,,9,,65,,78,,,-,0,,2,,9,,16,,,-,0,,1,,1,,,-,"VIRGINIA
(37.542682294000485, -78.45788924199968)",
PUERTO RICO,2014,33,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"PUERTO RICO
(18.24828934900046, -66.49988980099965)",
WEST VIRGINIA,2014,33,,-,0,,1,,2,,1,,,-,0,,0,,,-,3,,,-,0,,0,,,-,2,,"WEST VIRGINIA
(38.66551303900047, -80.71263935099967)",
OREGON,2014,33,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.56745218600048, -120.15502977999972)",
DELAWARE,2014,33,1,,0,,5,,17,,11,,,-,0,,1,,1,,,-,,-,0,,0,,,-,1,,"DELAWARE
(39.00883059000046, -75.57773943699965)",
SOUTH DAKOTA,2014,33,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35313049600046, -100.37352811899967)",
GUAM,2014,33,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"GUAM
(13.480998894000436, 144.73149801400064)",
NEW HAMPSHIRE,2014,33,,-,0,,1,,1,,5,,,-,0,,5,,31,,59,,,-,0,,1,,,-,,-,"NEW HAMPSHIRE
(43.65595081000049, -71.50035726399966)",
KANSAS,2014,33,,-,0,,4,,30,,68,,,-,0,,1,,4,,5,,,-,0,,1,,3,,,-,"KANSAS
(38.3477418760005, -98.20077655499966)",
UNITED STATES,2014,34,42,,19,,100,,935,,1045,,29,,30,,91,,939,,1737,,,-,2,,12,,63,,141,,,
NEW ENGLAND,2014,34,,-,0,,9,,20,,32,,7,,5,,28,,261,,291,,,-,0,,1,,1,,,-,,
MID. ATLANTIC,2014,34,16,,2,,17,,99,,80,,18,,10,,40,,313,,352,,,-,0,,3,,6,,17,,,
E.N. CENTRAL,2014,34,,-,1,,5,,40,,72,,,-,7,,41,,299,,531,,,-,0,,5,,28,,68,,,
W.N. CENTRAL,2014,34,2,,3,,30,,278,,370,,1,,1,,25,,19,,517,,,-,0,,6,,17,,37,,,
S. ATLANTIC,2014,34,2,,3,,24,,199,,191,,3,,1,,3,,27,,32,,,-,0,,1,,1,,3,,,
DIST. OF COL.,2014,34,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"DIST. OF COL.
",
E.S. CENTRAL,2014,34,9,,2,,13,,127,,129,,,-,0,,1,,5,,7,,,-,0,,2,,8,,5,,,
W.S. CENTRAL,2014,34,13,,2,,63,,172,,170,,,-,0,,8,,15,,7,,,-,0,,0,,,-,,-,,
MOUNTAIN,2014,34,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,,-,0,,0,,,-,2,,,
PACIFIC,2014,34,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,,-,0,,1,,2,,9,,,
AMER. SAMOA,2014,34,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2014,34,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2014,34,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
WEST VIRGINIA,2014,34,,-,0,,1,,2,,1,,,-,0,,0,,,-,3,,,-,0,,0,,,-,2,,"WEST VIRGINIA
(38.66551303900047, -80.71263935099967)",
ALASKA,2014,34,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ALASKA
(64.84507631500048, -147.72205669099972)",
WYOMING,2014,34,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.235543013000495, -108.10982744299969)",
ALABAMA,2014,34,,-,0,,2,,9,,9,,,-,0,,1,,4,,1,,,-,0,,1,,,-,,-,"ALABAMA
(32.84057034900047, -86.63185803899967)",
