Reporting Area,MMWR Year,MMWR Week,"Tetanus, Current week","Tetanus, Current week, flag","Tetanus, Previous 52 weeks Med","Tetanus, Previous 52 weeks Med, flag","Tetanus, Previous 52 weeks Max","Tetanus, Previous 52 weeks Max, flag","Tetanus, Cum 2016","Tetanus, Cum 2016, flag","Tetanus, Cum 2015","Tetanus, Cum 2015, flag","Varicella (chickenpox), Current week","Varicella (chickenpox), Current week, flag","Varicella (chickenpox), Previous 52 weeks Med","Varicella (chickenpox), Previous 52 weeks Med, flag","Varicella (chickenpox), Previous 52 weeks Max","Varicella (chickenpox), Previous 52 weeks Max, flag","Varicella (chickenpox), Cum 2016","Varicella (chickenpox), Cum 2016, flag","Varicella (chickenpox), Cum 2015","Varicella (chickenpox), Cum 2015, flag","Vibriosis§, Current week","Vibriosis§, Current week, flag","Vibriosis§, Previous 52 weeks Med","Vibriosis§, Previous 52 weeks Med, flag","Vibriosis§, Previous 52 weeks Max","Vibriosis§, Previous 52 weeks Max, flag","Vibriosis§, Cum 2016","Vibriosis§, Cum 2016, flag","Vibriosis§, Cum 2015","Vibriosis§, Cum 2015, flag",Location 1,Location 2
ILLINOIS,2016,3,,-,0,,1,,,-,,-,3,,9,,17,,19,,28,,,-,0,,3,,,-,1,,"ILLINOIS
(40.477092, -88.993221)",
LOUISIANA,2016,3,,-,0,,1,,,-,,-,,-,1,,21,,,-,5,,,-,0,,6,,,-,4,,"LOUISIANA
(31.2931, -92.463284)",
NEBRASKA,2016,3,,-,0,,0,,,-,,-,1,,0,,3,,2,,1,,,-,0,,1,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
WEST VIRGINIA,2016,3,,-,0,,0,,,-,,-,,-,3,,9,,3,,4,,,-,0,,1,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
HAWAII,2016,3,,-,0,,0,,,-,,-,,-,1,,5,,1,,3,,,-,0,,5,,1,,2,,"HAWAII
(21.30992, -157.858158)",
NEW HAMPSHIRE,2016,3,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
CONNECTICUT,2016,3,,-,0,,0,,,-,,-,,-,3,,9,,6,,15,,,-,0,,7,,,-,1,,"CONNECTICUT
(41.544654, -72.651713)",
MONTANA,2016,3,,-,0,,0,,,-,,-,,-,0,,16,,,-,2,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
WISCONSIN,2016,3,,-,0,,1,,,-,,-,2,,6,,14,,15,,26,,,-,0,,2,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
CALIFORNIA,2016,3,,-,0,,1,,,-,,-,,-,1,,3,,2,,1,,,-,4,,13,,1,,3,,"CALIFORNIA
(37.640735, -121.002435)",
MISSISSIPPI,2016,3,,-,0,,0,,,-,,-,,-,0,,3,,,-,2,,,-,0,,2,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
RHODE ISLAND,2016,3,,-,0,,0,,,-,,-,1,,0,,8,,1,,2,,,-,0,,2,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
SOUTH CAROLINA,2016,3,,-,0,,1,,,-,,-,,-,3,,13,,2,,4,,1,,0,,2,,1,,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
TENNESSEE,2016,3,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,1,,1,,,-,"TENNESSEE
(35.681402, -85.774444)",
ALASKA,2016,3,,-,0,,0,,,-,,-,,-,1,,5,,,-,4,,,-,0,,2,,,-,,-,"ALASKA
(64.836661, -147.738891)",
IOWA,2016,3,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
PENNSYLVANIA,2016,3,,-,0,,1,,,-,,-,3,,14,,28,,24,,34,,,-,0,,2,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
NORTH DAKOTA,2016,3,,-,0,,0,,,-,,-,,-,0,,4,,5,,4,,,-,0,,1,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
OHIO,2016,3,,-,0,,1,,,-,,-,10,,8,,21,,31,,26,,,-,0,,2,,,-,,-,"OHIO
(40.056807, -82.405897)",
NEVADA,2016,3,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,1,,,-,,-,"NEVADA
(39.491833, -117.070159)",
MISSOURI,2016,3,,-,0,,0,,,-,,-,2,,2,,12,,12,,8,,,-,0,,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
WYOMING,2016,3,,-,0,,0,,,-,,-,,-,0,,3,,1,,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
WASHINGTON,2016,3,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,17,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
GEORGIA,2016,3,,-,0,,0,,,-,,-,1,,0,,7,,1,,,-,,-,0,,3,,1,,,-,"GEORGIA
(32.836038, -83.631709)",
MARYLAND,2016,3,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,6,,,-,1,,"MARYLAND
(39.290443, -76.612333)",
COLORADO,2016,3,,-,0,,1,,,-,,-,,-,0,,13,,,-,20,,,-,0,,1,,,-,1,,"COLORADO
(38.841772, -106.132562)",
KANSAS,2016,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,"KANSAS
(38.345528, -98.201847)",
MICHIGAN,2016,3,,-,0,,0,,,-,,-,4,,9,,31,,49,,22,,,-,0,,3,,1,,,-,"MICHIGAN
(44.66399, -84.711206)",
NEW YORK,2016,3,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NEW YORK
(42.826892, -75.544286)",
FLORIDA,2016,3,,-,0,,1,,,-,1,,9,,13,,36,,39,,40,,3,,4,,9,,10,,8,,"FLORIDA
(28.915325, -81.922409)",
PUERTO RICO,2016,3,,-,0,,1,,,-,,-,,-,2,,5,,,-,6,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
NEW MEXICO,2016,3,,-,0,,1,,,-,,-,,-,1,,4,,1,,2,,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
NORTH CAROLINA,2016,3,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,,-,0,,7,,,-,1,,"NORTH CAROLINA
(35.47995, -79.180571)",
VIRGINIA,2016,3,,-,0,,0,,,-,,-,,-,6,,13,,,-,26,,,-,0,,3,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
UNITED STATES,2016,4,,-,0,,3,,,-,2,,119,,176,,228,,473,,669,,2,,15,,69,,27,,33,,,
NEW ENGLAND,2016,4,,-,0,,1,,,-,,-,2,,15,,27,,26,,85,,,-,1,,13,,1,,3,,,
MID. ATLANTIC,2016,4,,-,0,,1,,,-,,-,17,,22,,38,,44,,79,,,-,0,,7,,,-,1,,,
NEW YORK CITY,2016,4,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,3,,,-,1,,"NEW YORK CITY
",
E.N. CENTRAL,2016,4,,-,0,,1,,,-,,-,27,,36,,77,,173,,171,,,-,1,,6,,1,,2,,,
W.N. CENTRAL,2016,4,,-,0,,1,,,-,,-,4,,10,,23,,34,,51,,,-,0,,2,,,-,,-,,
S. ATLANTIC,2016,4,,-,0,,2,,,-,2,,36,,28,,50,,81,,101,,2,,7,,14,,15,,10,,,
DIST. OF COL.,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,4,,-,0,,1,,,-,,-,1,,3,,11,,8,,15,,,-,0,,4,,4,,,-,,
W.S. CENTRAL,2016,4,,-,0,,2,,,-,,-,28,,31,,76,,65,,88,,,-,2,,8,,3,,4,,,
MOUNTAIN,2016,4,,-,0,,1,,,-,,-,4,,13,,33,,39,,68,,,-,1,,6,,1,,1,,,
PACIFIC,2016,4,,-,0,,1,,,-,,-,,-,3,,9,,3,,11,,,-,5,,30,,2,,12,,,
AMER. SAMOA,2016,4,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2016,4,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
NORTH DAKOTA,2016,4,,-,0,,0,,,-,,-,,-,0,,4,,5,,5,,,-,0,,1,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
CALIFORNIA,2016,4,,-,0,,1,,,-,,-,,-,1,,3,,2,,1,,,-,4,,13,,1,,8,,"CALIFORNIA
(37.640735, -121.002435)",
INDIANA,2016,4,,-,0,,0,,,-,,-,,-,3,,10,,8,,24,,,-,0,,1,,,-,,-,"INDIANA
(39.76845, -86.156212)",
WEST VIRGINIA,2016,4,,-,0,,0,,,-,,-,,-,3,,9,,3,,5,,,-,0,,1,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
HAWAII,2016,4,,-,0,,0,,,-,,-,,-,1,,5,,1,,6,,,-,0,,5,,1,,2,,"HAWAII
(21.30992, -157.858158)",
NEVADA,2016,4,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,1,,,-,,-,"NEVADA
(39.491833, -117.070159)",
IOWA,2016,4,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
MAINE,2016,4,,-,0,,0,,,-,,-,,-,4,,8,,9,,22,,,-,0,,3,,,-,,-,"MAINE
(45.252223, -68.986647)",
TEXAS,2016,4,,-,0,,1,,,-,,-,24,,26,,72,,59,,72,,,-,1,,8,,,-,,-,"TEXAS
(31.827233, -99.423022)",
WYOMING,2016,4,,-,0,,0,,,-,,-,,-,0,,3,,1,,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
PUERTO RICO,2016,4,,-,0,,1,,,-,,-,,-,2,,5,,,-,9,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
MISSOURI,2016,4,,-,0,,0,,,-,,-,3,,2,,12,,16,,16,,,-,0,,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
WASHINGTON,2016,4,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,17,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
ARIZONA,2016,4,,-,0,,1,,,-,,-,4,,5,,18,,28,,18,,,-,0,,6,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
NEBRASKA,2016,4,,-,0,,0,,,-,,-,1,,0,,3,,3,,1,,,-,0,,1,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
WISCONSIN,2016,4,,-,0,,1,,,-,,-,7,,6,,14,,25,,34,,,-,0,,2,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
OKLAHOMA,2016,4,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,1,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
NEW YORK,2016,4,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NEW YORK
(42.826892, -75.544286)",
DELAWARE,2016,4,,-,0,,0,,,-,,-,,-,0,,3,,,-,6,,,-,0,,2,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
COLORADO,2016,4,,-,0,,1,,,-,,-,,-,0,,10,,,-,22,,,-,0,,1,,,-,1,,"COLORADO
(38.841772, -106.132562)",
MICHIGAN,2016,4,,-,0,,0,,,-,,-,6,,9,,36,,71,,34,,,-,0,,3,,1,,1,,"MICHIGAN
(44.66399, -84.711206)",
MISSISSIPPI,2016,4,,-,0,,0,,,-,,-,,-,0,,3,,1,,4,,,-,0,,2,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
NEW MEXICO,2016,4,,-,0,,1,,,-,,-,,-,1,,4,,1,,4,,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
SOUTH DAKOTA,2016,4,,-,0,,1,,,-,,-,,-,0,,3,,1,,4,,,N,0,,0,,,N,,N,"SOUTH DAKOTA
(44.35371, -100.373709)",
PENNSYLVANIA,2016,4,,-,0,,1,,,-,,-,17,,15,,28,,44,,50,,,-,0,,2,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
MONTANA,2016,4,,-,0,,0,,,-,,-,,-,0,,16,,,-,3,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
ARKANSAS,2016,4,,-,0,,0,,,-,,-,4,,3,,23,,6,,9,,,-,0,,1,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
IDAHO,2016,4,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
LOUISIANA,2016,4,,-,0,,1,,,-,,-,,-,1,,21,,,-,7,,,-,1,,6,,3,,4,,"LOUISIANA
(31.2931, -92.463284)",
ALABAMA,2016,4,,-,0,,1,,,-,,-,1,,3,,11,,7,,11,,,-,0,,4,,2,,,-,"ALABAMA
(32.839182, -86.631125)",
NORTH CAROLINA,2016,4,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,,-,0,,7,,,-,1,,"NORTH CAROLINA
(35.47995, -79.180571)",
GUAM,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
GEORGIA,2016,4,,-,0,,0,,,-,,-,,-,0,,7,,1,,1,,,-,0,,3,,1,,,-,"GEORGIA
(32.836038, -83.631709)",
MARYLAND,2016,4,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,6,,,-,1,,"MARYLAND
(39.290443, -76.612333)",
SOUTH CAROLINA,2016,4,,-,0,,1,,,-,1,,,-,3,,13,,2,,5,,,-,0,,2,,2,,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
FLORIDA,2016,4,,-,0,,1,,,-,1,,36,,13,,36,,74,,48,,2,,4,,9,,12,,8,,"FLORIDA
(28.915325, -81.922409)",
VIRGINIA,2016,4,,-,0,,0,,,-,,-,,-,6,,13,,1,,36,,,-,0,,3,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
NEW HAMPSHIRE,2016,4,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,2,,1,,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
RHODE ISLAND,2016,4,,-,0,,0,,,-,,-,1,,1,,8,,3,,10,,,-,0,,2,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
UTAH,2016,4,,-,0,,0,,,-,,-,,-,3,,14,,9,,21,,,-,0,,3,,1,,,-,"UTAH
(39.359772, -111.584173)",
OREGON,2016,4,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,,-,0,,3,,,-,2,,"OREGON
(44.567912, -120.156945)",
MASSACHUSETTS,2016,4,,-,0,,0,,,-,,-,,-,6,,13,,1,,29,,,-,1,,9,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
KANSAS,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,"KANSAS
(38.345528, -98.201847)",
NEW JERSEY,2016,4,,-,0,,0,,,-,,-,,-,6,,18,,,-,29,,,-,0,,4,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
MINNESOTA,2016,4,,-,0,,0,,,-,,-,,-,6,,14,,9,,25,,,-,0,,0,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
OHIO,2016,4,,-,0,,1,,,-,,-,12,,8,,21,,43,,41,,,-,0,,2,,,-,,-,"OHIO
(40.056807, -82.405897)",
ILLINOIS,2016,4,,-,0,,1,,,-,,-,2,,9,,17,,26,,38,,,-,0,,3,,,-,1,,"ILLINOIS
(40.477092, -88.993221)",
ALASKA,2016,4,,-,0,,0,,,-,,-,,-,1,,5,,,-,4,,,-,0,,2,,,-,,-,"ALASKA
(64.836661, -147.738891)",
KENTUCKY,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,1,,,-,"KENTUCKY
(37.64591, -84.774043)",
CONNECTICUT,2016,4,,-,0,,0,,,-,,-,1,,3,,9,,9,,19,,,-,0,,7,,,-,3,,"CONNECTICUT
(41.544654, -72.651713)",
VERMONT,2016,4,,-,0,,0,,,-,,-,,-,0,,3,,4,,5,,,-,0,,1,,,-,,-,"VERMONT
(43.622479, -72.51927)",
TENNESSEE,2016,4,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,1,,1,,,-,"TENNESSEE
(35.681402, -85.774444)",
UNITED STATES,2016,5,1,,0,,3,,1,,2,,84,,176,,226,,621,,864,,2,,15,,69,,32,,42,,,
NEW ENGLAND,2016,5,,-,0,,1,,,-,,-,6,,15,,24,,39,,95,,,-,1,,13,,1,,3,,,
MID. ATLANTIC,2016,5,,-,0,,1,,,-,,-,8,,22,,38,,52,,101,,,-,0,,7,,,-,2,,,
NEW YORK CITY,2016,5,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,3,,,-,1,,"NEW YORK CITY
",
E.N. CENTRAL,2016,5,,-,0,,1,,,-,,-,23,,35,,80,,214,,212,,,-,0,,6,,1,,2,,,
W.N. CENTRAL,2016,5,,-,0,,1,,,-,,-,1,,10,,23,,41,,63,,,-,0,,2,,,-,,-,,
S. ATLANTIC,2016,5,,-,0,,2,,,-,2,,22,,30,,50,,115,,127,,1,,7,,14,,16,,14,,,
DIST. OF COL.,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,5,,-,0,,1,,,-,,-,2,,3,,11,,15,,22,,1,,0,,4,,6,,,-,,
W.S. CENTRAL,2016,5,,-,0,,2,,,-,,-,16,,33,,76,,91,,131,,,-,2,,8,,3,,5,,,
MOUNTAIN,2016,5,1,,0,,1,,1,,,-,5,,13,,33,,50,,101,,,-,1,,6,,1,,1,,,
PACIFIC,2016,5,,-,0,,1,,,-,,-,1,,3,,9,,4,,12,,,-,5,,30,,4,,15,,,
AMER. SAMOA,2016,5,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2016,5,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
PUERTO RICO,2016,5,,-,0,,1,,,-,,-,,-,1,,5,,2,,13,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
KANSAS,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,"KANSAS
(38.345528, -98.201847)",
ALASKA,2016,5,,-,0,,0,,,-,,-,1,,1,,5,,1,,4,,,-,0,,2,,,-,,-,"ALASKA
(64.836661, -147.738891)",
COLORADO,2016,5,,-,0,,1,,,-,,-,,-,0,,10,,,-,28,,,-,0,,1,,,-,1,,"COLORADO
(38.841772, -106.132562)",
CALIFORNIA,2016,5,,-,0,,1,,,-,,-,,-,1,,3,,2,,2,,,-,3,,13,,2,,11,,"CALIFORNIA
(37.640735, -121.002435)",
WEST VIRGINIA,2016,5,,-,0,,0,,,-,,-,,-,3,,9,,3,,5,,,-,0,,1,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
GUAM,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NORTH CAROLINA,2016,5,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,,-,0,,7,,,-,1,,"NORTH CAROLINA
(35.47995, -79.180571)",
VERMONT,2016,5,,-,0,,0,,,-,,-,2,,0,,3,,7,,5,,,-,0,,1,,,-,,-,"VERMONT
(43.622479, -72.51927)",
MINNESOTA,2016,5,,-,0,,0,,,-,,-,,-,6,,14,,12,,34,,,-,0,,0,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
MICHIGAN,2016,5,,-,0,,0,,,-,,-,6,,9,,36,,81,,41,,,-,0,,3,,1,,1,,"MICHIGAN
(44.66399, -84.711206)",
OHIO,2016,5,,-,0,,1,,,-,,-,7,,8,,21,,50,,45,,,-,0,,2,,,-,,-,"OHIO
(40.056807, -82.405897)",
GEORGIA,2016,5,,-,0,,0,,,-,,-,,-,0,,7,,1,,1,,,-,0,,3,,2,,1,,"GEORGIA
(32.836038, -83.631709)",
OREGON,2016,5,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,,-,0,,3,,1,,2,,"OREGON
(44.567912, -120.156945)",
MISSISSIPPI,2016,5,,-,0,,0,,,-,,-,,-,0,,3,,1,,7,,,-,0,,2,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
NEVADA,2016,5,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,1,,,-,,-,"NEVADA
(39.491833, -117.070159)",
UTAH,2016,5,,-,0,,0,,,-,,-,,-,3,,14,,10,,35,,,-,0,,3,,1,,,-,"UTAH
(39.359772, -111.584173)",
VIRGINIA,2016,5,,-,0,,0,,,-,,-,,-,6,,13,,8,,43,,,-,0,,3,,,-,1,,"VIRGINIA
(37.542699, -78.45822)",
ARKANSAS,2016,5,,-,0,,0,,,-,,-,1,,3,,23,,10,,15,,,-,0,,1,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
SOUTH DAKOTA,2016,5,,-,0,,1,,,-,,-,,-,0,,3,,1,,5,,,N,0,,0,,,N,,N,"SOUTH DAKOTA
(44.35371, -100.373709)",
OKLAHOMA,2016,5,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,1,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
PENNSYLVANIA,2016,5,,-,0,,1,,,-,,-,8,,15,,28,,52,,67,,,-,0,,2,,,-,1,,"PENNSYLVANIA
(40.789676, -77.858055)",
INDIANA,2016,5,,-,0,,0,,,-,,-,,-,3,,8,,11,,29,,,-,0,,1,,,-,,-,"INDIANA
(39.76845, -86.156212)",
TEXAS,2016,5,,-,0,,1,,,-,,-,15,,26,,72,,76,,106,,,-,1,,8,,,-,,-,"TEXAS
(31.827233, -99.423022)",
SOUTH CAROLINA,2016,5,,-,0,,0,,,-,1,,1,,3,,13,,8,,11,,,-,0,,2,,2,,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
MONTANA,2016,5,,-,0,,0,,,-,,-,,-,0,,16,,,-,6,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
MAINE,2016,5,,-,0,,0,,,-,,-,3,,4,,8,,13,,25,,,-,0,,3,,,-,,-,"MAINE
(45.252223, -68.986647)",
KENTUCKY,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,0,,2,,2,,,-,"KENTUCKY
(37.64591, -84.774043)",
LOUISIANA,2016,5,,-,0,,1,,,-,,-,,-,2,,21,,5,,10,,,-,1,,6,,3,,5,,"LOUISIANA
(31.2931, -92.463284)",
MARYLAND,2016,5,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,6,,,-,1,,"MARYLAND
(39.290443, -76.612333)",
ILLINOIS,2016,5,,-,0,,1,,,-,,-,5,,8,,16,,41,,53,,,-,0,,3,,,-,1,,"ILLINOIS
(40.477092, -88.993221)",
WASHINGTON,2016,5,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,17,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
FLORIDA,2016,5,,-,0,,1,,,-,1,,21,,13,,36,,94,,61,,1,,4,,9,,12,,10,,"FLORIDA
(28.915325, -81.922409)",
NEBRASKA,2016,5,,-,0,,0,,,-,,-,,-,0,,3,,3,,1,,,-,0,,1,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
TENNESSEE,2016,5,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,1,,2,,,-,"TENNESSEE
(35.681402, -85.774444)",
HAWAII,2016,5,,-,0,,0,,,-,,-,,-,1,,5,,1,,6,,,-,0,,5,,1,,2,,"HAWAII
(21.30992, -157.858158)",
WISCONSIN,2016,5,,-,0,,1,,,-,,-,5,,6,,14,,31,,44,,,-,0,,2,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
NORTH DAKOTA,2016,5,,-,0,,0,,,-,,-,,-,0,,4,,8,,5,,,-,0,,1,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
WYOMING,2016,5,,-,0,,0,,,-,,-,,-,0,,3,,1,,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
ALABAMA,2016,5,,-,0,,1,,,-,,-,2,,3,,11,,14,,15,,,-,0,,4,,2,,,-,"ALABAMA
(32.839182, -86.631125)",
ARIZONA,2016,5,1,,0,,1,,1,,,-,5,,5,,18,,38,,26,,,-,0,,6,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
NEW HAMPSHIRE,2016,5,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,2,,1,,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
NEW MEXICO,2016,5,,-,0,,1,,,-,,-,,-,1,,4,,1,,6,,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
MISSOURI,2016,5,,-,0,,0,,,-,,-,1,,2,,12,,17,,18,,,-,0,,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
DELAWARE,2016,5,,-,0,,0,,,-,,-,,-,0,,3,,1,,6,,,-,0,,2,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
RHODE ISLAND,2016,5,,-,0,,0,,,-,,-,,-,1,,5,,3,,10,,,-,0,,2,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
CONNECTICUT,2016,5,,-,0,,0,,,-,,-,1,,3,,10,,15,,21,,,-,0,,7,,,-,3,,"CONNECTICUT
(41.544654, -72.651713)",
IDAHO,2016,5,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
NEW JERSEY,2016,5,,-,0,,0,,,-,,-,,-,5,,18,,,-,34,,,-,0,,4,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
NEW YORK,2016,5,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NEW YORK
(42.826892, -75.544286)",
IOWA,2016,5,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
MASSACHUSETTS,2016,5,,-,0,,0,,,-,,-,,-,6,,13,,1,,34,,,-,1,,9,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
UNITED STATES,2016,6,,-,0,,3,,1,,2,,98,,175,,228,,757,,1055,,3,,15,,69,,36,,48,,,
NEW ENGLAND,2016,6,,-,0,,1,,,-,,-,9,,15,,24,,51,,111,,,-,1,,13,,1,,4,,,
FLORIDA,2016,6,,-,0,,1,,,-,1,,39,,14,,37,,133,,86,,3,,4,,9,,14,,10,,"FLORIDA
(28.915325, -81.922409)",
MID. ATLANTIC,2016,6,,-,0,,1,,,-,,-,8,,22,,38,,60,,124,,,-,0,,7,,,-,2,,,
