Reporting Area,MMWR Year,MMWR Week,"Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Current week","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Current week, flag","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Previous 52 weeks Med","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Previous 52 weeks Med, flag","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Previous 52 weeks Max","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Previous 52 weeks Max, flag","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Cum 2016","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Cum 2016, flag","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Cum 2015","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Cum 2015, flag","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Current week","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Current week, flag","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Previous 52 weeks Med","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Previous 52 weeks Med, flag","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Previous 52 weeks Max","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Previous 52 weeks Max, flag","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Cum 2016","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Cum 2016, flag","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Cum 2015","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Cum 2015, flag","Ehrlichiosis/Anaplasmosis§, Undetermined, Current week","Ehrlichiosis/Anaplasmosis§, Undetermined, Current week, flag","Ehrlichiosis/Anaplasmosis§, Undetermined, Previous 52 weeks Med","Ehrlichiosis/Anaplasmosis§, Undetermined, Previous 52 weeks Med, flag","Ehrlichiosis/Anaplasmosis§, Undetermined, Previous 52 weeks Max","Ehrlichiosis/Anaplasmosis§, Undetermined, Previous 52 weeks Max, flag","Ehrlichiosis/Anaplasmosis§, Undetermined, Cum 2016","Ehrlichiosis/Anaplasmosis§, Undetermined, Cum 2016, flag","Ehrlichiosis/Anaplasmosis§, Undetermined, Cum 2015","Ehrlichiosis/Anaplasmosis§, Undetermined, Cum 2015, flag",Location 1,Location 2
NEW MEXICO,2016,30,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NEW MEXICO
(34.520396, -106.244402)",
MARYLAND,2016,30,1,,0,,8,,38,,25,,,-,0,,3,,7,,1,,,-,0,,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
RHODE ISLAND,2016,30,,-,0,,6,,6,,23,,,-,0,,11,,7,,58,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
OHIO,2016,30,,-,0,,2,,5,,12,,1,,0,,1,,2,,1,,,-,0,,0,,,-,1,,"OHIO
(40.056807, -82.405897)",
GEORGIA,2016,30,,-,0,,2,,3,,27,,,-,0,,1,,1,,,-,,-,0,,1,,1,,1,,"GEORGIA
(32.836038, -83.631709)",
IOWA,2016,30,,-,0,,1,,2,,,-,,-,0,,1,,3,,,-,,-,0,,1,,1,,,-,"IOWA
(42.46942, -93.815856)",
FLORIDA,2016,30,2,,0,,6,,16,,11,,,-,0,,2,,5,,2,,,-,0,,1,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
NEW JERSEY,2016,30,,-,0,,6,,26,,48,,,-,1,,11,,47,,104,,,-,0,,1,,2,,4,,"NEW JERSEY
(40.104655, -74.386686)",
CALIFORNIA,2016,30,,-,0,,0,,,-,,-,,-,0,,0,,,-,3,,,-,0,,1,,1,,1,,"CALIFORNIA
(37.640735, -121.002435)",
PUERTO RICO,2016,30,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
UTAH,2016,30,,-,0,,0,,,-,,-,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
OREGON,2016,30,,-,0,,1,,1,,,-,,-,0,,0,,,-,3,,,-,0,,0,,,-,1,,"OREGON
(44.567912, -120.156945)",
TENNESSEE,2016,30,1,,1,,7,,45,,43,,1,,0,,1,,5,,8,,,-,0,,1,,1,,10,,"TENNESSEE
(35.681402, -85.774444)",
MISSISSIPPI,2016,30,,-,0,,1,,2,,7,,,-,0,,0,,,-,,-,,-,0,,1,,,-,2,,"MISSISSIPPI
(32.738663, -89.537312)",
IDAHO,2016,30,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
WYOMING,2016,30,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
COLORADO,2016,30,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
HAWAII,2016,30,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
KANSAS,2016,30,,-,0,,4,,27,,34,,,-,0,,1,,1,,5,,,-,0,,1,,1,,1,,"KANSAS
(38.345528, -98.201847)",
DELAWARE,2016,30,,-,0,,3,,9,,10,,,-,0,,1,,4,,1,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
VERMONT,2016,30,,-,0,,1,,1,,3,,,-,2,,9,,62,,79,,,-,0,,1,,1,,2,,"VERMONT
(43.622479, -72.51927)",
ALASKA,2016,30,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
ARIZONA,2016,30,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,1,,2,,"ARIZONA
(34.869712, -111.760902)",
ILLINOIS,2016,30,,-,0,,3,,15,,24,,,-,0,,2,,2,,9,,,-,0,,0,,,-,1,,"ILLINOIS
(40.477092, -88.993221)",
ALABAMA,2016,30,,-,0,,2,,5,,6,,,-,0,,1,,3,,7,,,-,0,,1,,3,,2,,"ALABAMA
(32.839182, -86.631125)",
UNITED STATES,2016,31,13,,13,,107,,624,,839,,52,,46,,115,,1239,,2462,,,-,1,,6,,42,,130,,,
NEW ENGLAND,2016,31,1,,1,,6,,18,,46,,14,,17,,50,,524,,976,,,-,0,,1,,3,,3,,,
MID. ATLANTIC,2016,31,4,,2,,37,,95,,85,,36,,13,,55,,451,,526,,,-,0,,3,,10,,13,,,
NEW YORK CITY,2016,31,1,,0,,3,,8,,4,,2,,1,,4,,23,,39,,,-,0,,1,,2,,,-,"NEW YORK CITY
",
E.N. CENTRAL,2016,31,,-,1,,4,,34,,57,,2,,5,,29,,201,,424,,,-,0,,5,,10,,60,,,
W.N. CENTRAL,2016,31,5,,2,,21,,147,,216,,,-,1,,22,,18,,475,,,-,0,,2,,8,,28,,,
S. ATLANTIC,2016,31,1,,2,,23,,133,,199,,,-,1,,6,,30,,21,,,-,0,,2,,4,,7,,,
DIST. OF COL.,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,31,2,,1,,9,,74,,102,,,-,0,,2,,8,,15,,,-,0,,1,,4,,14,,,
W.S. CENTRAL,2016,31,,-,2,,64,,121,,134,,,-,0,,5,,7,,16,,,-,0,,1,,,-,,-,,
MOUNTAIN,2016,31,,-,0,,1,,1,,,-,,-,0,,0,,,-,3,,,-,0,,1,,1,,3,,,
PACIFIC,2016,31,,-,0,,1,,1,,,-,,-,0,,1,,,-,6,,,-,0,,2,,2,,2,,,
AMER. SAMOA,2016,31,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2016,31,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
PENNSYLVANIA,2016,31,,-,0,,1,,,-,3,,,-,0,,2,,1,,15,,,-,0,,2,,1,,6,,"PENNSYLVANIA
(40.789676, -77.858055)",
TENNESSEE,2016,31,2,,1,,7,,49,,47,,,-,0,,1,,5,,8,,,-,0,,1,,1,,10,,"TENNESSEE
(35.681402, -85.774444)",
FLORIDA,2016,31,,-,0,,6,,16,,11,,,-,0,,2,,5,,4,,,-,0,,1,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
SOUTH CAROLINA,2016,31,,-,0,,1,,,-,2,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
NEW HAMPSHIRE,2016,31,,-,0,,1,,3,,9,,,-,1,,6,,13,,62,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
NEW MEXICO,2016,31,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NEW MEXICO
(34.520396, -106.244402)",
GEORGIA,2016,31,,-,0,,2,,3,,28,,,-,0,,1,,1,,,-,,-,0,,1,,1,,1,,"GEORGIA
(32.836038, -83.631709)",
VERMONT,2016,31,,-,0,,1,,2,,3,,5,,2,,11,,79,,85,,,-,0,,1,,1,,2,,"VERMONT
(43.622479, -72.51927)",
NEW YORK,2016,31,3,,1,,36,,53,,30,,34,,12,,53,,376,,367,,,-,0,,3,,4,,3,,"NEW YORK
(42.826892, -75.544286)",
UTAH,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
MISSOURI,2016,31,4,,1,,16,,112,,175,,,-,0,,2,,6,,11,,,-,0,,1,,3,,8,,"MISSOURI
(38.636168, -92.566292)",
CALIFORNIA,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,3,,,-,0,,2,,2,,1,,"CALIFORNIA
(37.640735, -121.002435)",
MISSISSIPPI,2016,31,,-,0,,1,,2,,8,,,-,0,,0,,,-,,-,,-,0,,1,,,-,2,,"MISSISSIPPI
(32.738663, -89.537312)",
KENTUCKY,2016,31,,-,0,,4,,18,,41,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
ARIZONA,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,1,,3,,"ARIZONA
(34.869712, -111.760902)",
CONNECTICUT,2016,31,,-,0,,0,,,-,,-,,-,0,,4,,9,,102,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
OKLAHOMA,2016,31,,-,0,,60,,1,,2,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
ILLINOIS,2016,31,,-,0,,3,,22,,26,,,-,0,,2,,3,,9,,,-,0,,0,,,-,1,,"ILLINOIS
(40.477092, -88.993221)",
WYOMING,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
NORTH CAROLINA,2016,31,,-,0,,22,,27,,41,,,-,0,,5,,5,,8,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
COLORADO,2016,31,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
PUERTO RICO,2016,31,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
MONTANA,2016,31,,-,0,,1,,1,,,-,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
MARYLAND,2016,31,,-,0,,8,,37,,27,,,-,0,,3,,7,,1,,,-,0,,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
OHIO,2016,31,,-,0,,1,,5,,13,,,-,0,,2,,3,,1,,,-,0,,0,,,-,1,,"OHIO
(40.056807, -82.405897)",
MICHIGAN,2016,31,,-,0,,1,,1,,2,,,-,0,,1,,2,,5,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
IOWA,2016,31,,-,0,,1,,2,,,-,,-,0,,1,,3,,,-,,-,0,,1,,2,,,-,"IOWA
(42.46942, -93.815856)",
DELAWARE,2016,31,1,,0,,3,,10,,10,,,-,0,,1,,4,,1,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
RHODE ISLAND,2016,31,,-,0,,6,,6,,24,,,-,0,,11,,7,,60,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
ARKANSAS,2016,31,,-,2,,16,,113,,127,,,-,0,,5,,7,,14,,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
IDAHO,2016,31,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
LOUISIANA,2016,31,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
NEBRASKA,2016,31,1,,0,,1,,3,,3,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
ALABAMA,2016,31,,-,0,,2,,5,,6,,,-,0,,1,,3,,7,,,-,0,,1,,3,,2,,"ALABAMA
(32.839182, -86.631125)",
KANSAS,2016,31,,-,0,,4,,30,,34,,,-,0,,1,,1,,5,,,-,0,,1,,1,,1,,"KANSAS
(38.345528, -98.201847)",
GUAM,2016,31,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"GUAM
(13.3532, 144.653198)",
TEXAS,2016,31,,-,0,,2,,6,,4,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
WISCONSIN,2016,31,,-,0,,3,,6,,16,,2,,5,,29,,193,,409,,,-,0,,5,,6,,41,,"WISCONSIN
(44.395526, -89.834513)",
NORTH DAKOTA,2016,31,,-,0,,0,,,-,1,,,-,0,,2,,7,,2,,,-,0,,1,,2,,1,,"NORTH DAKOTA
(47.475879, -100.121011)",
WEST VIRGINIA,2016,31,,-,0,,1,,2,,4,,,-,0,,0,,,-,,-,,-,0,,0,,,-,1,,"WEST VIRGINIA
(38.668501, -80.709421)",
MASSACHUSETTS,2016,31,,-,0,,2,,5,,6,,,-,8,,37,,217,,565,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
INDIANA,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,4,,17,,"INDIANA
(39.76845, -86.156212)",
MAINE,2016,31,1,,0,,1,,2,,4,,9,,2,,31,,199,,102,,,-,0,,1,,2,,1,,"MAINE
(45.252223, -68.986647)",
MINNESOTA,2016,31,,-,0,,1,,,-,3,,,-,0,,22,,,-,456,,,-,0,,2,,,-,18,,"MINNESOTA
(46.357661, -94.793397)",
NEVADA,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
ALASKA,2016,31,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
WASHINGTON,2016,31,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
VIRGINIA,2016,31,,-,1,,9,,38,,76,,,-,0,,3,,8,,6,,,-,0,,2,,3,,5,,"VIRGINIA
(37.542699, -78.45822)",
SOUTH DAKOTA,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
OREGON,2016,31,,-,0,,1,,1,,,-,,-,0,,0,,,-,3,,,-,0,,0,,,-,1,,"OREGON
(44.567912, -120.156945)",
NEW JERSEY,2016,31,,-,0,,6,,34,,48,,,-,1,,11,,51,,105,,,-,0,,1,,3,,4,,"NEW JERSEY
(40.104655, -74.386686)",
HAWAII,2016,31,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
UNITED STATES,2016,32,13,,13,,107,,687,,882,,65,,46,,130,,1380,,2539,,4,,1,,6,,49,,135,,,
NEW ENGLAND,2016,32,,-,1,,8,,26,,46,,24,,17,,55,,596,,995,,,-,0,,1,,3,,3,,,
MID. ATLANTIC,2016,32,2,,3,,37,,100,,94,,38,,14,,56,,497,,564,,2,,0,,3,,12,,16,,,
NEW YORK CITY,2016,32,1,,0,,3,,9,,5,,5,,1,,4,,28,,43,,1,,0,,1,,3,,,-,"NEW YORK CITY
",
E.N. CENTRAL,2016,32,,-,1,,5,,36,,61,,,-,5,,30,,217,,431,,,-,0,,5,,13,,61,,,
W.N. CENTRAL,2016,32,2,,2,,21,,163,,228,,1,,1,,22,,22,,487,,,-,0,,2,,8,,28,,,
S. ATLANTIC,2016,32,4,,2,,23,,142,,205,,1,,1,,6,,32,,22,,1,,0,,2,,5,,8,,,
DIST. OF COL.,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,32,4,,1,,9,,84,,105,,,-,0,,2,,8,,15,,1,,0,,1,,5,,14,,,
W.S. CENTRAL,2016,32,1,,2,,64,,134,,143,,1,,0,,5,,8,,16,,,-,0,,1,,,-,,-,,
MOUNTAIN,2016,32,,-,0,,1,,1,,,-,,-,0,,0,,,-,3,,,-,0,,1,,1,,3,,,
PACIFIC,2016,32,,-,0,,1,,1,,,-,,-,0,,1,,,-,6,,,-,0,,2,,2,,2,,,
AMER. SAMOA,2016,32,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2016,32,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
ALABAMA,2016,32,,-,0,,2,,5,,6,,,-,0,,1,,3,,7,,,-,0,,1,,3,,2,,"ALABAMA
(32.839182, -86.631125)",
SOUTH CAROLINA,2016,32,,-,0,,1,,,-,3,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
CALIFORNIA,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,3,,,-,0,,2,,2,,1,,"CALIFORNIA
(37.640735, -121.002435)",
WYOMING,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
FLORIDA,2016,32,,-,0,,6,,17,,12,,,-,0,,2,,5,,4,,,-,0,,1,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
VIRGINIA,2016,32,1,,1,,9,,40,,80,,1,,0,,3,,10,,7,,,-,0,,2,,3,,6,,"VIRGINIA
(37.542699, -78.45822)",
GEORGIA,2016,32,,-,0,,2,,3,,28,,,-,0,,1,,1,,,-,,-,0,,1,,1,,1,,"GEORGIA
(32.836038, -83.631709)",
MONTANA,2016,32,,-,0,,1,,1,,,-,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
KANSAS,2016,32,,-,0,,4,,33,,38,,,-,0,,1,,1,,5,,,-,0,,1,,1,,1,,"KANSAS
(38.345528, -98.201847)",
NORTH DAKOTA,2016,32,,-,0,,0,,,-,1,,,-,0,,2,,9,,2,,,-,0,,1,,2,,1,,"NORTH DAKOTA
(47.475879, -100.121011)",
VERMONT,2016,32,,-,0,,1,,2,,3,,4,,2,,21,,101,,85,,,-,0,,1,,1,,2,,"VERMONT
(43.622479, -72.51927)",
KENTUCKY,2016,32,,-,0,,4,,19,,43,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
ALASKA,2016,32,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
WEST VIRGINIA,2016,32,,-,0,,1,,3,,4,,,-,0,,0,,,-,,-,,-,0,,0,,,-,1,,"WEST VIRGINIA
(38.668501, -80.709421)",
ILLINOIS,2016,32,,-,0,,3,,23,,26,,,-,0,,2,,3,,9,,,-,0,,0,,,-,1,,"ILLINOIS
(40.477092, -88.993221)",
NEBRASKA,2016,32,,-,0,,1,,3,,3,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
MARYLAND,2016,32,2,,0,,8,,41,,27,,,-,0,,2,,7,,1,,,-,0,,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
CONNECTICUT,2016,32,,-,0,,0,,,-,,-,,-,0,,4,,9,,103,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
TENNESSEE,2016,32,4,,1,,8,,58,,48,,,-,0,,1,,5,,8,,1,,0,,1,,2,,10,,"TENNESSEE
(35.681402, -85.774444)",
IOWA,2016,32,,-,0,,1,,2,,,-,,-,0,,1,,3,,,-,,-,0,,1,,2,,,-,"IOWA
(42.46942, -93.815856)",
MASSACHUSETTS,2016,32,,-,0,,2,,5,,6,,,-,8,,37,,217,,573,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
INDIANA,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,7,,17,,"INDIANA
(39.76845, -86.156212)",
PENNSYLVANIA,2016,32,,-,0,,1,,,-,3,,,-,0,,2,,1,,17,,,-,0,,2,,1,,7,,"PENNSYLVANIA
(40.789676, -77.858055)",
NEW YORK,2016,32,1,,1,,36,,56,,36,,33,,12,,53,,413,,398,,1,,0,,3,,5,,5,,"NEW YORK
(42.826892, -75.544286)",
NEW JERSEY,2016,32,,-,0,,6,,35,,50,,,-,1,,11,,55,,106,,,-,0,,1,,3,,4,,"NEW JERSEY
(40.104655, -74.386686)",
RHODE ISLAND,2016,32,,-,0,,6,,14,,24,,,-,1,,13,,32,,61,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
NEW MEXICO,2016,32,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NEW MEXICO
(34.520396, -106.244402)",
IDAHO,2016,32,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
HAWAII,2016,32,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
MISSOURI,2016,32,2,,1,,16,,125,,183,,1,,0,,2,,8,,12,,,-,0,,1,,3,,8,,"MISSOURI
(38.636168, -92.566292)",
MAINE,2016,32,,-,0,,1,,2,,4,,20,,2,,31,,224,,110,,,-,0,,1,,2,,1,,"MAINE
(45.252223, -68.986647)",
TEXAS,2016,32,,-,0,,2,,7,,4,,1,,0,,1,,1,,2,,,-,0,,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
MISSISSIPPI,2016,32,,-,0,,1,,2,,8,,,-,0,,0,,,-,,-,,-,0,,1,,,-,2,,"MISSISSIPPI
(32.738663, -89.537312)",
MICHIGAN,2016,32,,-,0,,1,,1,,3,,,-,0,,1,,2,,5,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
WASHINGTON,2016,32,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
DELAWARE,2016,32,1,,0,,3,,11,,10,,,-,0,,1,,4,,1,,1,,0,,0,,1,,,-,"DELAWARE
(39.008676, -75.574561)",
NEW HAMPSHIRE,2016,32,,-,0,,1,,3,,9,,,-,1,,6,,13,,63,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
NORTH CAROLINA,2016,32,,-,0,,22,,27,,41,,,-,0,,5,,5,,8,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
ARKANSAS,2016,32,1,,2,,16,,125,,136,,,-,0,,5,,7,,14,,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
OKLAHOMA,2016,32,,-,0,,60,,1,,2,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
NEVADA,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
LOUISIANA,2016,32,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
OHIO,2016,32,,-,0,,1,,6,,13,,,-,0,,2,,3,,1,,,-,0,,0,,,-,1,,"OHIO
(40.056807, -82.405897)",
UTAH,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
WISCONSIN,2016,32,,-,0,,3,,6,,19,,,-,5,,30,,209,,416,,,-,0,,5,,6,,42,,"WISCONSIN
(44.395526, -89.834513)",
OREGON,2016,32,,-,0,,1,,1,,,-,,-,0,,0,,,-,3,,,-,0,,0,,,-,1,,"OREGON
(44.567912, -120.156945)",
SOUTH DAKOTA,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
PUERTO RICO,2016,32,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
COLORADO,2016,32,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
ARIZONA,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,1,,3,,"ARIZONA
(34.869712, -111.760902)",
MINNESOTA,2016,32,,-,0,,1,,,-,3,,,-,0,,22,,,-,467,,,-,0,,2,,,-,18,,"MINNESOTA
(46.357661, -94.793397)",
GUAM,2016,32,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"GUAM
(13.3532, 144.653198)",
UNITED STATES,2016,33,14,,14,,107,,733,,920,,48,,47,,132,,1468,,2616,,2,,1,,6,,54,,140,,,
NEW ENGLAND,2016,33,,-,1,,8,,32,,48,,12,,17,,56,,628,,1026,,1,,0,,1,,4,,3,,,
MID. ATLANTIC,2016,33,2,,3,,37,,110,,97,,34,,14,,55,,532,,592,,,-,0,,3,,13,,16,,,
NEW YORK CITY,2016,33,,-,0,,3,,9,,5,,3,,1,,5,,31,,44,,,-,0,,1,,3,,,-,"NEW YORK CITY
",
E.N. CENTRAL,2016,33,,-,1,,5,,38,,63,,,-,5,,32,,235,,440,,,-,0,,5,,14,,63,,,
W.N. CENTRAL,2016,33,4,,2,,21,,172,,238,,,-,1,,22,,22,,495,,,-,0,,2,,8,,29,,,
