Reporting Area,MMWR Year,MMWR Week,"Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Current week","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Current week, flag","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Previous 52 weeks Med","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Previous 52 weeks Med, flag","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Previous 52 weeks Max","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Previous 52 weeks Max, flag","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Cum 2015","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Cum 2015, flag","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Cum 2014","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Cum 2014, flag","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Current week","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Current week, flag","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Previous 52 weeks Med","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Previous 52 weeks Med, flag","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Previous 52 weeks Max","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Previous 52 weeks Max, flag","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Cum 2015","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Cum 2015, flag","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Cum 2014","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Cum 2014, flag","Ehrlichiosis/Anaplasmosis§, Undetermined, Current week","Ehrlichiosis/Anaplasmosis§, Undetermined, Current week, flag","Ehrlichiosis/Anaplasmosis§, Undetermined, Previous 52 weeks Med","Ehrlichiosis/Anaplasmosis§, Undetermined, Previous 52 weeks Med, flag","Ehrlichiosis/Anaplasmosis§, Undetermined, Previous 52 weeks Max","Ehrlichiosis/Anaplasmosis§, Undetermined, Previous 52 weeks Max, flag","Ehrlichiosis/Anaplasmosis§, Undetermined, Cum 2015","Ehrlichiosis/Anaplasmosis§, Undetermined, Cum 2015, flag","Ehrlichiosis/Anaplasmosis§, Undetermined, Cum 2014","Ehrlichiosis/Anaplasmosis§, Undetermined, Cum 2014, flag",Location 1,Location 2
MAINE,2015,39,,-,0,,1,,5,,8,,1,,2,,14,,118,,135,,,-,0,,1,,1,,4,,"MAINE
(45.252223, -68.986647)",
INDIANA,2015,39,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,4,,8,,46,,"INDIANA
(39.76845, -86.156212)",
LOUISIANA,2015,39,,-,0,,1,,1,,3,,,-,0,,1,,,-,1,,1,,0,,0,,1,,,-,"LOUISIANA
(31.31111, -92.445)",
NORTH DAKOTA,2015,39,,-,0,,1,,1,,1,,,-,0,,1,,1,,5,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
ALASKA,2015,39,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
VERMONT,2015,39,,-,0,,2,,3,,1,,,-,1,,12,,96,,42,,,-,0,,1,,2,,,-,"VERMONT
(43.622479, -72.51927)",
PUERTO RICO,2015,39,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
MISSISSIPPI,2015,39,,-,0,,1,,6,,3,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
ARIZONA,2015,39,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,3,,,-,"ARIZONA
(34.869712, -111.760902)",
UNITED STATES,2015,40,6,,13,,70,,927,,1280,,18,,36,,189,,2017,,2241,,,-,2,,7,,93,,175,,,
NEW ENGLAND,2015,40,,-,1,,6,,37,,48,,2,,13,,96,,944,,908,,,-,0,,1,,3,,7,,,
MID. ATLANTIC,2015,40,2,,2,,10,,112,,146,,16,,12,,60,,629,,384,,,-,0,,2,,9,,21,,,
NEW YORK CITY,2015,40,,-,0,,2,,18,,9,,2,,0,,6,,48,,29,,,-,0,,0,,,-,,-,"NEW YORK CITY
",
E.N. CENTRAL,2015,40,,-,0,,6,,62,,60,,,-,3,,35,,352,,459,,,-,1,,5,,46,,92,,,
W.N. CENTRAL,2015,40,,-,1,,20,,196,,365,,,-,0,,14,,17,,430,,,-,0,,3,,10,,38,,,
S. ATLANTIC,2015,40,1,,3,,25,,232,,250,,,-,0,,7,,37,,29,,,-,0,,3,,10,,5,,,
DIST. OF COL.,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,40,,-,1,,14,,118,,155,,,-,0,,3,,15,,10,,,-,0,,5,,10,,11,,,
W.S. CENTRAL,2015,40,3,,3,,22,,170,,256,,,-,0,,2,,18,,19,,,-,0,,1,,1,,,-,,
MOUNTAIN,2015,40,,-,0,,0,,,-,,-,,-,0,,1,,2,,,-,,-,0,,1,,3,,,-,,
PACIFIC,2015,40,,-,0,,0,,,-,,-,,-,0,,1,,3,,2,,,-,0,,1,,1,,1,,,
AMER. SAMOA,2015,40,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2015,40,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
WEST VIRGINIA,2015,40,,-,0,,1,,2,,3,,,-,0,,1,,,-,,-,,-,0,,1,,1,,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
MASSACHUSETTS,2015,40,,-,0,,2,,3,,17,,,-,6,,58,,533,,494,,,-,0,,0,,,-,1,,"MASSACHUSETTS
(42.268546, -72.085064)",
NEW YORK,2015,40,2,,1,,10,,50,,82,,14,,10,,50,,490,,277,,,-,0,,2,,6,,9,,"NEW YORK
(42.826892, -75.544286)",
GUAM,2015,40,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"GUAM
(13.3532, 144.653198)",
OKLAHOMA,2015,40,,-,0,,20,,2,,41,,,-,0,,1,,,-,3,,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
NEW JERSEY,2015,40,,-,0,,5,,43,,50,,,-,1,,11,,91,,58,,,-,0,,2,,3,,7,,"NEW JERSEY
(40.121601, -74.321404)",
GEORGIA,2015,40,,-,0,,4,,11,,14,,,-,0,,0,,,-,1,,,-,0,,1,,1,,,-,"GEORGIA
(32.836038, -83.631709)",
CONNECTICUT,2015,40,,-,0,,0,,,-,,-,1,,0,,16,,98,,69,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
VIRGIN ISL.,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
(18.060868, -64.840836)",
WISCONSIN,2015,40,,-,0,,3,,17,,7,,,-,3,,34,,338,,441,,,-,0,,4,,35,,45,,"WISCONSIN
(44.395526, -89.834513)",
DELAWARE,2015,40,,-,0,,3,,11,,20,,,-,0,,1,,3,,2,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
MINNESOTA,2015,40,,-,0,,0,,,-,5,,,-,0,,13,,,-,403,,,-,0,,1,,,-,16,,"MINNESOTA
(44.943719, -93.094281)",
SOUTH CAROLINA,2015,40,,-,0,,1,,3,,8,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
RHODE ISLAND,2015,40,,-,0,,4,,19,,17,,,-,1,,10,,58,,67,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
SOUTH DAKOTA,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
WYOMING,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
KANSAS,2015,40,,-,0,,5,,40,,43,,,-,0,,1,,5,,4,,,-,0,,1,,1,,3,,"KANSAS
(38.345528, -98.201847)",
MISSISSIPPI,2015,40,,-,0,,1,,6,,4,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
PENNSYLVANIA,2015,40,,-,0,,1,,1,,5,,,-,0,,1,,,-,20,,,-,0,,0,,,-,5,,"PENNSYLVANIA
(40.789676, -77.858055)",
ARKANSAS,2015,40,3,,3,,16,,161,,200,,,-,0,,2,,15,,13,,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
MISSOURI,2015,40,,-,1,,17,,152,,310,,,-,0,,3,,10,,17,,,-,0,,3,,9,,19,,"MISSOURI
(38.636168, -92.566292)",
MAINE,2015,40,,-,0,,1,,5,,8,,1,,2,,14,,119,,139,,,-,0,,1,,1,,4,,"MAINE
(45.252223, -68.986647)",
TENNESSEE,2015,40,,-,0,,7,,51,,81,,,-,0,,3,,8,,3,,,-,0,,5,,8,,10,,"TENNESSEE
(35.681402, -85.774444)",
VERMONT,2015,40,,-,0,,2,,3,,1,,,-,1,,12,,96,,43,,,-,0,,1,,2,,,-,"VERMONT
(43.622479, -72.51927)",
MICHIGAN,2015,40,,-,0,,2,,5,,3,,,-,0,,1,,6,,2,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
IDAHO,2015,40,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
INDIANA,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,4,,8,,46,,"INDIANA
(39.76845, -86.156212)",
ILLINOIS,2015,40,,-,0,,5,,25,,46,,,-,0,,1,,7,,15,,,-,0,,1,,2,,,-,"ILLINOIS
(40.477092, -88.993221)",
NEW HAMPSHIRE,2015,40,,-,0,,2,,7,,5,,,-,0,,8,,40,,96,,,-,0,,0,,,-,2,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
FLORIDA,2015,40,,-,0,,3,,17,,25,,,-,0,,2,,6,,7,,,-,0,,0,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
WASHINGTON,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
PUERTO RICO,2015,40,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
NEVADA,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
TEXAS,2015,40,,-,0,,1,,6,,12,,,-,0,,1,,3,,2,,,-,0,,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
NORTH CAROLINA,2015,40,1,,0,,23,,64,,38,,,-,0,,6,,14,,4,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
LOUISIANA,2015,40,,-,0,,1,,1,,3,,,-,0,,1,,,-,1,,,-,0,,1,,1,,,-,"LOUISIANA
(31.31111, -92.445)",
HAWAII,2015,40,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
NORTH DAKOTA,2015,40,,-,0,,1,,1,,1,,,-,0,,1,,1,,5,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
ALABAMA,2015,40,,-,0,,3,,8,,10,,,-,0,,2,,7,,6,,,-,0,,1,,2,,1,,"ALABAMA
(32.839182, -86.631125)",
ALASKA,2015,40,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
IOWA,2015,40,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
KENTUCKY,2015,40,,-,0,,6,,53,,60,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
OREGON,2015,40,,-,0,,0,,,-,,-,,-,0,,1,,3,,,-,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
UTAH,2015,40,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
MARYLAND,2015,40,,-,0,,7,,39,,36,,,-,0,,1,,4,,2,,,-,0,,1,,1,,,-,"MARYLAND
(39.290443, -76.612333)",
NEBRASKA,2015,40,,-,0,,1,,3,,6,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
VIRGINIA,2015,40,,-,1,,8,,85,,106,,,-,0,,3,,9,,13,,,-,0,,2,,7,,5,,"VIRGINIA
(37.542699, -78.45822)",
MONTANA,2015,40,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
CALIFORNIA,2015,40,,-,0,,0,,,-,,-,,-,0,,1,,,-,2,,,-,0,,1,,1,,1,,"CALIFORNIA
(37.640735, -121.002435)",
ARIZONA,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,3,,,-,"ARIZONA
(34.869712, -111.760902)",
OHIO,2015,40,,-,0,,2,,15,,4,,,-,0,,1,,1,,1,,,-,0,,1,,1,,1,,"OHIO
(40.056807, -82.405897)",
NEW MEXICO,2015,40,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NEW MEXICO
(34.520396, -106.244402)",
COLORADO,2015,40,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
UNITED STATES,2015,41,3,,13,,70,,967,,1295,,22,,35,,190,,2100,,2278,,,-,2,,8,,99,,176,,,
NEW ENGLAND,2015,41,,-,1,,6,,43,,48,,2,,13,,96,,979,,917,,,-,0,,1,,3,,7,,,
MID. ATLANTIC,2015,41,1,,2,,10,,116,,147,,18,,13,,60,,651,,395,,,-,0,,2,,9,,21,,,
NEW YORK CITY,2015,41,1,,0,,2,,19,,9,,1,,0,,6,,49,,30,,,-,0,,0,,,-,,-,"NEW YORK CITY
",
E.N. CENTRAL,2015,41,1,,0,,6,,63,,60,,,-,3,,38,,374,,464,,,-,1,,5,,49,,93,,,
W.N. CENTRAL,2015,41,,-,2,,20,,214,,370,,,-,0,,14,,18,,440,,,-,0,,3,,11,,38,,,
S. ATLANTIC,2015,41,,-,3,,25,,232,,251,,1,,0,,7,,39,,29,,,-,0,,3,,10,,5,,,
DIST. OF COL.,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,41,,-,1,,14,,122,,156,,,-,0,,3,,15,,10,,,-,0,,5,,12,,11,,,
W.S. CENTRAL,2015,41,1,,3,,22,,177,,263,,1,,0,,2,,19,,21,,,-,0,,1,,1,,,-,,
MOUNTAIN,2015,41,,-,0,,0,,,-,,-,,-,0,,1,,2,,,-,,-,0,,1,,3,,,-,,
PACIFIC,2015,41,,-,0,,0,,,-,,-,,-,0,,1,,3,,2,,,-,0,,1,,1,,1,,,
AMER. SAMOA,2015,41,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2015,41,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
WYOMING,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
MICHIGAN,2015,41,,-,0,,2,,5,,3,,,-,0,,1,,6,,2,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
CALIFORNIA,2015,41,,-,0,,0,,,-,,-,,-,0,,1,,,-,2,,,-,0,,1,,1,,1,,"CALIFORNIA
(37.640735, -121.002435)",
IDAHO,2015,41,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
SOUTH CAROLINA,2015,41,,-,0,,1,,3,,8,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
VIRGINIA,2015,41,,-,1,,8,,86,,106,,,-,0,,3,,10,,13,,,-,0,,2,,7,,5,,"VIRGINIA
(37.542699, -78.45822)",
MISSISSIPPI,2015,41,,-,0,,1,,6,,4,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
OREGON,2015,41,,-,0,,0,,,-,,-,,-,0,,1,,3,,,-,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
UTAH,2015,41,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
LOUISIANA,2015,41,,-,0,,1,,1,,3,,,-,0,,1,,,-,1,,,-,0,,1,,1,,,-,"LOUISIANA
(31.2931, -92.463284)",
MARYLAND,2015,41,,-,0,,7,,38,,36,,1,,0,,1,,5,,2,,,-,0,,1,,1,,,-,"MARYLAND
(39.290443, -76.612333)",
FLORIDA,2015,41,,-,0,,3,,17,,25,,,-,0,,2,,6,,7,,,-,0,,0,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
ARKANSAS,2015,41,1,,3,,16,,168,,207,,1,,0,,2,,16,,14,,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
GEORGIA,2015,41,,-,0,,4,,11,,14,,,-,0,,0,,,-,1,,,-,0,,1,,1,,,-,"GEORGIA
(32.836038, -83.631709)",
WASHINGTON,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
NEVADA,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
ILLINOIS,2015,41,,-,0,,5,,25,,46,,,-,0,,1,,7,,16,,,-,0,,1,,2,,,-,"ILLINOIS
(40.477092, -88.993221)",
NORTH DAKOTA,2015,41,,-,0,,1,,1,,1,,,-,0,,1,,1,,6,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
ALABAMA,2015,41,,-,0,,3,,8,,10,,,-,0,,2,,7,,6,,,-,0,,1,,2,,1,,"ALABAMA
(32.839182, -86.631125)",
GUAM,2015,41,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"GUAM
(13.3532, 144.653198)",
INDIANA,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,4,,8,,47,,"INDIANA
(39.76845, -86.156212)",
NEW JERSEY,2015,41,,-,0,,5,,46,,50,,,-,1,,11,,93,,58,,,-,0,,2,,3,,7,,"NEW JERSEY
(40.104655, -74.386686)",
PUERTO RICO,2015,41,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
KENTUCKY,2015,41,,-,0,,6,,53,,60,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
KANSAS,2015,41,,-,0,,5,,40,,43,,,-,0,,1,,5,,4,,,-,0,,1,,1,,3,,"KANSAS
(38.345528, -98.201847)",
ARIZONA,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,3,,,-,"ARIZONA
(34.869712, -111.760902)",
NEW YORK,2015,41,,-,1,,10,,50,,83,,17,,10,,50,,509,,286,,,-,0,,2,,6,,9,,"NEW YORK
(42.826892, -75.544286)",
HAWAII,2015,41,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
TEXAS,2015,41,,-,0,,1,,6,,12,,,-,0,,1,,3,,3,,,-,0,,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
OKLAHOMA,2015,41,,-,0,,20,,2,,41,,,-,0,,1,,,-,3,,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
MONTANA,2015,41,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
WISCONSIN,2015,41,,-,0,,3,,17,,7,,,-,3,,38,,360,,445,,,-,0,,4,,38,,45,,"WISCONSIN
(44.395526, -89.834513)",
NORTH CAROLINA,2015,41,,-,0,,23,,64,,39,,,-,0,,6,,14,,4,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
VERMONT,2015,41,,-,0,,2,,3,,1,,2,,1,,12,,99,,43,,,-,0,,1,,2,,,-,"VERMONT
(43.622479, -72.51927)",
PENNSYLVANIA,2015,41,,-,0,,1,,1,,5,,,-,0,,1,,,-,21,,,-,0,,0,,,-,5,,"PENNSYLVANIA
(40.789676, -77.858055)",
WEST VIRGINIA,2015,41,,-,0,,1,,2,,3,,,-,0,,1,,,-,,-,,-,0,,1,,1,,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
MAINE,2015,41,,-,0,,1,,5,,8,,,-,2,,14,,119,,139,,,-,0,,1,,1,,4,,"MAINE
(45.252223, -68.986647)",
SOUTH DAKOTA,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
CONNECTICUT,2015,41,,-,0,,0,,,-,,-,,-,1,,16,,99,,69,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
IOWA,2015,41,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
RHODE ISLAND,2015,41,,-,0,,4,,24,,17,,,-,1,,10,,67,,70,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
NEBRASKA,2015,41,,-,0,,1,,3,,6,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
NEW HAMPSHIRE,2015,41,,-,0,,2,,8,,5,,,-,0,,8,,40,,98,,,-,0,,0,,,-,2,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
TENNESSEE,2015,41,,-,1,,7,,55,,82,,,-,0,,3,,8,,3,,,-,0,,5,,10,,10,,"TENNESSEE
(35.681402, -85.774444)",
NEW MEXICO,2015,41,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NEW MEXICO
(34.520396, -106.244402)",
MINNESOTA,2015,41,,-,0,,0,,,-,5,,,-,0,,13,,,-,411,,,-,0,,1,,,-,16,,"MINNESOTA
(44.943719, -93.094281)",
DELAWARE,2015,41,,-,0,,3,,11,,20,,,-,0,,1,,3,,2,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
MASSACHUSETTS,2015,41,,-,0,,2,,3,,17,,,-,6,,58,,555,,498,,,-,0,,0,,,-,1,,"MASSACHUSETTS
(42.268546, -72.085064)",
ALASKA,2015,41,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
MISSOURI,2015,41,,-,2,,17,,170,,315,,,-,0,,3,,11,,18,,,-,0,,3,,10,,19,,"MISSOURI
(38.636168, -92.566292)",
OHIO,2015,41,1,,0,,2,,16,,4,,,-,0,,1,,1,,1,,,-,0,,1,,1,,1,,"OHIO
(40.056807, -82.405897)",
COLORADO,2015,41,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
UNITED STATES,2015,42,4,,13,,70,,974,,1307,,13,,36,,192,,2141,,2311,,,-,2,,8,,100,,177,,,
NEW ENGLAND,2015,42,,-,1,,6,,43,,51,,6,,12,,96,,995,,930,,,-,0,,1,,3,,7,,,
MID. ATLANTIC,2015,42,1,,2,,10,,118,,147,,6,,13,,60,,657,,399,,,-,0,,2,,9,,22,,,
NEW YORK CITY,2015,42,1,,0,,2,,20,,9,,2,,0,,6,,51,,31,,,-,0,,0,,,-,,-,"NEW YORK CITY
",
E.N. CENTRAL,2015,42,,-,1,,6,,63,,60,,,-,3,,39,,392,,471,,,-,1,,5,,50,,93,,,
W.N. CENTRAL,2015,42,,-,2,,20,,215,,374,,,-,0,,14,,18,,448,,,-,0,,3,,11,,38,,,
S. ATLANTIC,2015,42,2,,3,,25,,235,,251,,1,,1,,7,,40,,29,,,-,0,,3,,10,,5,,,
DIST. OF COL.,2015,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,42,,-,1,,14,,122,,156,,,-,0,,3,,15,,11,,,-,0,,5,,12,,11,,,
W.S. CENTRAL,2015,42,1,,3,,22,,178,,268,,,-,0,,2,,19,,21,,,-,0,,1,,1,,,-,,
MOUNTAIN,2015,42,,-,0,,0,,,-,,-,,-,0,,1,,2,,,-,,-,0,,1,,3,,,-,,
PACIFIC,2015,42,,-,0,,0,,,-,,-,,-,0,,1,,3,,2,,,-,0,,1,,1,,1,,,
AMER. SAMOA,2015,42,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2015,42,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
NEW HAMPSHIRE,2015,42,,-,0,,2,,8,,5,,,-,0,,8,,40,,99,,,-,0,,0,,,-,2,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
KANSAS,2015,42,,-,0,,5,,41,,43,,,-,0,,1,,5,,4,,,-,0,,1,,1,,3,,"KANSAS
(38.345528, -98.201847)",
GEORGIA,2015,42,,-,0,,4,,11,,14,,,-,0,,0,,,-,1,,,-,0,,1,,1,,,-,"GEORGIA
(32.836038, -83.631709)",
MISSISSIPPI,2015,42,,-,0,,1,,6,,4,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
MAINE,2015,42,,-,0,,1,,5,,8,,4,,2,,14,,123,,141,,,-,0,,1,,1,,4,,"MAINE
(45.252223, -68.986647)",
NORTH DAKOTA,2015,42,,-,0,,1,,1,,1,,,-,0,,1,,1,,6,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
NEVADA,2015,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
WYOMING,2015,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
