Reporting Area,MMWRYear,MMWRWeek,"Cryptosporidiosis, Current week","Cryptosporidiosis, Current week, flag","Cryptosporidiosis, Previous 52 weeks Med","Cryptosporidiosis, Previous 52 weeks Med, flag","Cryptosporidiosis, Previous 52 weeks Max","Cryptosporidiosis, Previous 52 weeks Max, flag","Cryptosporidiosis, Cum 2014","Cryptosporidiosis, Cum 2014, flag","Cryptosporidiosis, Cum 2013","Cryptosporidiosis, Cum 2013, flag","Dengue Fever†, Current week","Dengue Fever†, Current week, flag","Dengue Fever†, Previous 52 weeks Med","Dengue Fever†, Previous 52 weeks Med, flag","Dengue Fever†, Previous 52 weeks Max","Dengue Fever†, Previous 52 weeks Max, flag","Dengue Fever†, Cum 2014","Dengue Fever†, Cum 2014, flag","Dengue Fever†, Cum 2013","Dengue Fever†, Cum 2013, flag","Dengue Hemorrhagic Fever§, Current week","Dengue Hemorrhagic Fever§, Current week, flag","Dengue Hemorrhagic Fever§, Previous 52 weeks Med","Dengue Hemorrhagic Fever§, Previous 52 weeks Med, flag","Dengue Hemorrhagic Fever§, Previous 52 weeks Max","Dengue Hemorrhagic Fever§, Previous 52 weeks Max, flag","Dengue Hemorrhagic Fever§, Cum 2014","Dengue Hemorrhagic Fever§, Cum 2014, flag","Dengue Hemorrhagic Fever§, Cum 2013","Dengue Hemorrhagic Fever§, Cum 2013, flag",Location 1,Location 2
WYOMING,2014,41,,-,0,,8,,21,,158,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"WYOMING
(43.235543013000495, -108.10982744299969)",
NEW YORK,2014,41,5,,4,,14,,196,,192,,,-,0,,9,,18,,42,,,-,0,,0,,,-,1,,"NEW YORK
(42.82700178100049, -75.54396639699968)",
NEBRASKA,2014,41,1,,2,,8,,83,,124,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.641041981000456, -99.36571864599966)",
SOUTH DAKOTA,2014,41,,-,2,,9,,113,,137,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35313049600046, -100.37352811899967)",
PUERTO RICO,2014,41,,N,0,,0,,,N,,N,,-,11,,228,,414,,8570,,,-,0,,4,,2,,139,,"PUERTO RICO
(18.24828934900046, -66.49988980099965)",
KANSAS,2014,41,,-,1,,4,,54,,81,,,-,0,,1,,1,,6,,,-,0,,0,,,-,,-,"KANSAS
(38.3477418760005, -98.20077655499966)",
INDIANA,2014,41,,-,2,,9,,105,,117,,,-,0,,1,,2,,6,,,-,0,,0,,,-,,-,"INDIANA
(39.76691072200049, -86.14995579899966)",
TENNESSEE,2014,41,2,,2,,6,,75,,67,,,-,0,,1,,2,,10,,,-,0,,0,,,-,,-,"TENNESSEE
(35.68094014000047, -85.77448642199965)",
ALABAMA,2014,41,2,,2,,8,,98,,120,,,-,0,,1,,3,,5,,,-,0,,0,,,-,,-,"ALABAMA
(32.84057034900047, -86.63185803899967)",
CALIFORNIA,2014,41,2,,6,,15,,256,,227,,,-,1,,7,,45,,83,,,-,0,,0,,,-,,-,"CALIFORNIA
(37.63864203100047, -120.99999889499969)",
NEVADA,2014,41,,-,0,,2,,11,,19,,,-,0,,1,,3,,2,,,-,0,,0,,,-,,-,"NEVADA
(39.493242807000456, -117.07183978499972)",
IOWA,2014,41,,-,5,,25,,212,,1441,,,-,0,,1,,1,,,-,,-,0,,0,,,-,2,,"IOWA
(42.469401477000474, -93.81648936699969)",
LOUISIANA,2014,41,,-,3,,17,,203,,319,,,-,0,,1,,2,,6,,,-,0,,0,,,-,,-,"LOUISIANA
(31.312664106000454, -92.44567554599968)",
MISSISSIPPI,2014,41,3,,1,,3,,42,,43,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.745512774000474, -89.53802764499966)",
FLORIDA,2014,41,85,,10,,123,,1482,,318,,,-,1,,5,,34,,123,,,-,0,,0,,,-,,-,"FLORIDA
(28.93204444200046, -81.92895558499964)",
DELAWARE,2014,41,,-,0,,1,,3,,15,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"DELAWARE
(39.00883059000046, -75.57773943699965)",
MICHIGAN,2014,41,2,,4,,13,,180,,218,,,-,0,,1,,,-,15,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66132176400049, -84.71438724399968)",
UNITED STATES,2014,42,126,,116,,320,,6394,,7763,,,-,8,,24,,285,,685,,,-,0,,0,,,-,6,,,
NEW ENGLAND,2014,42,1,,5,,14,,251,,248,,,-,0,,3,,20,,28,,,-,0,,0,,,-,,-,,
MID. ATLANTIC,2014,42,16,,12,,31,,567,,698,,,-,2,,11,,97,,179,,,-,0,,0,,,-,2,,,
E.N. CENTRAL,2014,42,8,,22,,66,,1122,,1298,,,-,0,,3,,17,,58,,,-,0,,0,,,-,,-,,
W.N. CENTRAL,2014,42,1,,16,,43,,698,,2336,,,-,0,,3,,4,,32,,,-,0,,0,,,-,3,,,
S. ATLANTIC,2014,42,83,,26,,149,,2132,,955,,,-,2,,8,,58,,181,,,-,0,,0,,,-,1,,,
DIST. OF COL.,2014,42,,-,0,,1,,2,,12,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2014,42,2,,6,,17,,286,,295,,,-,0,,1,,7,,16,,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2014,42,6,,13,,46,,555,,729,,,-,0,,9,,19,,80,,,-,0,,0,,,-,,-,,
MOUNTAIN,2014,42,5,,8,,20,,367,,660,,,-,0,,1,,5,,7,,,-,0,,0,,,-,,-,,
PACIFIC,2014,42,4,,10,,26,,416,,544,,,-,1,,7,,58,,104,,,-,0,,0,,,-,,-,,
AMER. SAMOA,2014,42,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
VIRGIN ISL.,2014,42,,-,0,,0,,,-,,-,,-,0,,5,,1,,158,,,-,0,,0,,,-,5,,"VIRGIN ISL.
",
HAWAII,2014,42,,-,0,,2,,2,,1,,,-,0,,2,,6,,9,,,-,0,,0,,,-,,-,"HAWAII
(21.304853205000427, -157.85774691599974)",
MONTANA,2014,42,,-,1,,5,,55,,118,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"MONTANA
(47.06652759400049, -109.42441687999968)",
PUERTO RICO,2014,42,,N,0,,0,,,N,,N,,-,10,,168,,422,,8738,,,-,0,,4,,2,,141,,"PUERTO RICO
(18.24828934900046, -66.49988980099965)",
NEW MEXICO,2014,42,1,,1,,7,,68,,39,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520884020000494, -106.24057768899968)",
MINNESOTA,2014,42,,-,0,,9,,,-,283,,,-,0,,2,,,-,19,,,-,0,,0,,,-,1,,"MINNESOTA
(46.35564575300049, -94.79419697699967)",
ARIZONA,2014,42,,-,1,,5,,36,,34,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"ARIZONA
(34.865970167000455, -111.76380949799972)",
OKLAHOMA,2014,42,,-,1,,7,,61,,59,,,-,0,,0,,,-,4,,,-,0,,0,,,-,,-,"OKLAHOMA
(35.472031425000466, -97.52106845499969)",
SOUTH DAKOTA,2014,42,,-,2,,9,,113,,140,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35313049600046, -100.37352811899967)",
COLORADO,2014,42,,-,1,,5,,51,,85,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"COLORADO
(38.84384201300048, -106.13360888799969)",
NEVADA,2014,42,,-,0,,2,,11,,20,,,-,0,,1,,3,,2,,,-,0,,0,,,-,,-,"NEVADA
(39.493242807000456, -117.07183978499972)",
MASSACHUSETTS,2014,42,,-,2,,9,,115,,113,,,-,0,,1,,10,,,-,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.27687014100047, -72.08268985899963)",
NEBRASKA,2014,42,,-,2,,8,,86,,127,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.641041981000456, -99.36571864599966)",
WASHINGTON,2014,42,,-,0,,10,,52,,66,,,-,0,,2,,5,,7,,,-,0,,0,,,-,,-,"WASHINGTON
(47.5222894470005, -120.47002746299972)",
NEW YORK CITY,2014,42,3,,2,,7,,68,,60,,,-,1,,5,,30,,111,,,-,0,,0,,,-,1,,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
NEW HAMPSHIRE,2014,42,,-,0,,3,,25,,39,,,-,0,,1,,,-,3,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.65595081000049, -71.50035726399966)",
WEST VIRGINIA,2014,42,,-,0,,2,,7,,19,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.66551303900047, -80.71263935099967)",
OREGON,2014,42,2,,2,,8,,88,,238,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.56745218600048, -120.15502977999972)",
ALASKA,2014,42,,-,0,,1,,3,,4,,,-,0,,1,,2,,1,,,-,0,,0,,,-,,-,"ALASKA
(64.84507631500048, -147.72205669099972)",
IDAHO,2014,42,3,,1,,14,,88,,129,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"IDAHO
(43.68263160000049, -114.3637261449997)",
VERMONT,2014,42,,-,0,,7,,21,,24,,,-,0,,2,,3,,2,,,-,0,,0,,,-,,-,"VERMONT
(43.62538000100045, -72.51763944499965)",
NORTH DAKOTA,2014,42,1,,1,,15,,103,,72,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.47531892900048, -100.11842599699969)",
INDIANA,2014,42,,-,2,,9,,108,,120,,,-,0,,1,,2,,6,,,-,0,,0,,,-,,-,"INDIANA
(39.76691072200049, -86.14995579899966)",
MICHIGAN,2014,42,1,,4,,13,,189,,225,,,-,0,,1,,,-,15,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66132176400049, -84.71438724399968)",
FLORIDA,2014,42,81,,10,,123,,1563,,331,,,-,1,,5,,34,,125,,,-,0,,0,,,-,,-,"FLORIDA
(28.93204444200046, -81.92895558499964)",
MISSOURI,2014,42,,-,3,,13,,125,,173,,,-,0,,1,,2,,4,,,-,0,,0,,,-,,-,"MISSOURI
(38.63579079900046, -92.56629737199967)",
ALABAMA,2014,42,,-,2,,8,,103,,122,,,-,0,,1,,3,,5,,,-,0,,0,,,-,,-,"ALABAMA
(32.84057034900047, -86.63185803899967)",
GUAM,2014,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.480998894000436, 144.73149801400064)",
MAINE,2014,42,1,,0,,4,,44,,33,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"MAINE
(45.2542257390005, -68.98502952999962)",
LOUISIANA,2014,42,,-,3,,17,,205,,327,,,-,0,,1,,2,,6,,,-,0,,0,,,-,,-,"LOUISIANA
(31.312664106000454, -92.44567554599968)",
TENNESSEE,2014,42,,-,2,,6,,76,,68,,,-,0,,1,,2,,10,,,-,0,,0,,,-,,-,"TENNESSEE
(35.68094014000047, -85.77448642199965)",
NEW YORK,2014,42,5,,4,,14,,202,,195,,,-,0,,9,,18,,45,,,-,0,,0,,,-,1,,"NEW YORK
(42.82700178100049, -75.54396639699968)",
IOWA,2014,42,,-,5,,17,,217,,1458,,,-,0,,1,,1,,,-,,-,0,,0,,,-,2,,"IOWA
(42.469401477000474, -93.81648936699969)",
VIRGINIA,2014,42,,-,2,,8,,105,,107,,,-,0,,3,,6,,15,,,-,0,,0,,,-,1,,"VIRGINIA
(37.542682294000485, -78.45788924199968)",
RHODE ISLAND,2014,42,,-,0,,4,,15,,7,,,-,0,,1,,4,,8,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.708284362000484, -71.52246918099962)",
ILLINOIS,2014,42,,-,3,,8,,118,,226,,,-,0,,2,,3,,21,,,-,0,,0,,,-,,-,"ILLINOIS
(40.48501433000047, -88.99770813999965)",
WISCONSIN,2014,42,2,,7,,31,,434,,417,,,-,0,,2,,5,,8,,,-,0,,0,,,-,,-,"WISCONSIN
(44.393191877000504, -89.81636715299965)",
DELAWARE,2014,42,,-,0,,1,,4,,16,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"DELAWARE
(39.00883059000046, -75.57773943699965)",
KANSAS,2014,42,,-,1,,4,,54,,83,,,-,0,,1,,1,,6,,,-,0,,0,,,-,,-,"KANSAS
(38.3477418760005, -98.20077655499966)",
WYOMING,2014,42,,-,0,,5,,21,,159,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"WYOMING
(43.235543013000495, -108.10982744299969)",
UTAH,2014,42,1,,1,,4,,37,,76,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.36070082200047, -111.5871285339997)",
GEORGIA,2014,42,,-,4,,16,,206,,235,,,-,0,,1,,3,,9,,,-,0,,0,,,-,,-,"GEORGIA
(32.83968158500045, -83.62757601199968)",
SOUTH CAROLINA,2014,42,1,,2,,6,,59,,77,,,-,0,,1,,2,,7,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(33.99882214300044, -81.04536765699964)",
PENNSYLVANIA,2014,42,8,,6,,14,,284,,384,,,-,0,,2,,9,,23,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.79373260300048, -77.86069775999965)",
ARKANSAS,2014,42,1,,1,,6,,34,,47,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"ARKANSAS
(34.74865329300047, -92.27448794899965)",
NORTH CAROLINA,2014,42,,-,0,,28,,123,,108,,,-,0,,2,,5,,13,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.46622096200048, -79.15924924699965)",
TEXAS,2014,42,5,,7,,37,,255,,296,,,-,0,,9,,16,,68,,,-,0,,0,,,-,,-,"TEXAS
(31.827240712000446, -99.4267664729997)",
NEW JERSEY,2014,42,,-,0,,4,,13,,59,,,-,0,,6,,40,,,-,,-,0,,0,,,-,,-,"NEW JERSEY
(40.13057159500045, -74.27368565099965)",
CALIFORNIA,2014,42,2,,6,,15,,271,,235,,,-,1,,7,,45,,87,,,-,0,,0,,,-,,-,"CALIFORNIA
(37.63864203100047, -120.99999889499969)",
KENTUCKY,2014,42,2,,1,,6,,62,,61,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.645970985000474, -84.77496612599964)",
MARYLAND,2014,42,1,,1,,5,,63,,50,,,-,0,,2,,6,,9,,,-,0,,0,,,-,,-,"MARYLAND
(39.29058224000045, -76.60925970899967)",
OHIO,2014,42,5,,6,,15,,273,,310,,,-,0,,1,,7,,8,,,-,0,,0,,,-,,-,"OHIO
(40.06021184000048, -82.40425685299965)",
MISSISSIPPI,2014,42,,-,1,,3,,45,,44,,,-,0,,1,,2,,1,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.745512774000474, -89.53802764499966)",
CONNECTICUT,2014,42,,-,0,,3,,31,,32,,,-,0,,2,,2,,14,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.56266101800048, -72.64983753699966)",
UNITED STATES,2014,43,114,,115,,320,,6559,,7936,,,-,8,,24,,297,,700,,,-,0,,0,,,-,6,,,
NEW ENGLAND,2014,43,,-,5,,14,,253,,250,,,-,0,,3,,20,,28,,,-,0,,0,,,-,,-,,
MID. ATLANTIC,2014,43,16,,12,,31,,582,,719,,,-,2,,11,,101,,182,,,-,0,,0,,,-,2,,,
E.N. CENTRAL,2014,43,10,,22,,67,,1152,,1335,,,-,0,,3,,17,,58,,,-,0,,0,,,-,,-,,
W.N. CENTRAL,2014,43,6,,16,,38,,714,,2363,,,-,0,,1,,4,,33,,,-,0,,0,,,-,3,,,
S. ATLANTIC,2014,43,65,,26,,149,,2198,,975,,,-,2,,8,,63,,184,,,-,0,,0,,,-,1,,,
DIST. OF COL.,2014,43,,-,0,,1,,2,,12,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2014,43,1,,6,,17,,292,,302,,,-,0,,1,,7,,16,,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2014,43,6,,12,,46,,572,,757,,,-,0,,9,,20,,85,,,-,0,,0,,,-,,-,,
MOUNTAIN,2014,43,1,,8,,20,,369,,668,,,-,0,,1,,5,,7,,,-,0,,0,,,-,,-,,
PACIFIC,2014,43,9,,10,,25,,427,,567,,,-,1,,7,,60,,107,,,-,0,,0,,,-,,-,,
AMER. SAMOA,2014,43,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2014,43,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2014,43,,-,0,,0,,,-,,-,,-,0,,5,,1,,161,,,-,0,,0,,,-,5,,"VIRGIN ISL.
",
NORTH DAKOTA,2014,43,,-,1,,15,,108,,74,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.47531892900048, -100.11842599699969)",
TENNESSEE,2014,43,,-,2,,6,,76,,72,,,-,0,,1,,2,,10,,,-,0,,0,,,-,,-,"TENNESSEE
(35.68094014000047, -85.77448642199965)",
OHIO,2014,43,5,,6,,15,,278,,321,,,-,0,,1,,7,,8,,,-,0,,0,,,-,,-,"OHIO
(40.06021184000048, -82.40425685299965)",
SOUTH DAKOTA,2014,43,,-,2,,9,,113,,146,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35313049600046, -100.37352811899967)",
OREGON,2014,48,,-,2,,7,,101,,264,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.56745049300008, -120.15502935599994)",
KANSAS,2014,43,,-,1,,4,,55,,83,,,-,0,,1,,1,,6,,,-,0,,0,,,-,,-,"KANSAS
(38.3477418760005, -98.20077655499966)",
NORTH CAROLINA,2014,43,,-,0,,28,,123,,109,,,-,0,,2,,5,,13,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.46622096200048, -79.15924924699965)",
WYOMING,2014,43,,-,0,,5,,21,,160,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"WYOMING
(43.235543013000495, -108.10982744299969)",
SOUTH CAROLINA,2014,43,1,,1,,5,,60,,82,,,-,0,,1,,2,,7,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(33.99882214300044, -81.04536765699964)",
MISSISSIPPI,2014,43,,-,1,,3,,47,,44,,,-,0,,1,,2,,1,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.745512774000474, -89.53802764499966)",
FLORIDA,2014,43,61,,10,,123,,1624,,339,,,-,1,,5,,39,,128,,,-,0,,0,,,-,,-,"FLORIDA
(28.93204444200046, -81.92895558499964)",
UTAH,2014,43,,-,1,,4,,37,,77,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.36070082200047, -111.5871285339997)",
MICHIGAN,2014,43,1,,4,,13,,196,,229,,,-,0,,1,,,-,15,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66132176400049, -84.71438724399968)",
NEW YORK CITY,2014,43,2,,2,,7,,70,,61,,,-,1,,5,,30,,113,,,-,0,,0,,,-,1,,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
CONNECTICUT,2014,43,,-,0,,3,,31,,32,,,-,0,,2,,2,,14,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.56266101800048, -72.64983753699966)",
MISSOURI,2014,43,2,,3,,13,,128,,178,,,-,0,,1,,2,,4,,,-,0,,0,,,-,,-,"MISSOURI
(38.63579079900046, -92.56629737199967)",
OREGON,2014,43,4,,2,,8,,95,,242,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.56745218600048, -120.15502977999972)",
INDIANA,2014,43,,-,2,,9,,108,,125,,,-,0,,1,,2,,6,,,-,0,,0,,,-,,-,"INDIANA
(39.76691072200049, -86.14995579899966)",
RHODE ISLAND,2014,43,,-,0,,4,,15,,8,,,-,0,,1,,4,,8,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.708284362000484, -71.52246918099962)",
TEXAS,2014,43,4,,7,,37,,264,,308,,,-,0,,9,,16,,73,,,-,0,,0,,,-,,-,"TEXAS
(31.827240712000446, -99.4267664729997)",
COLORADO,2014,43,1,,1,,5,,52,,87,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"COLORADO
(38.84384201300048, -106.13360888799969)",
ARKANSAS,2014,43,1,,1,,6,,36,,47,,,-,0,,2,,2,,2,,,-,0,,0,,,-,,-,"ARKANSAS
(34.74865329300047, -92.27448794899965)",
NEW JERSEY,2014,43,,-,0,,4,,13,,60,,,-,0,,6,,44,,,-,,-,0,,0,,,-,,-,"NEW JERSEY
(40.13057159500045, -74.27368565099965)",
VIRGINIA,2014,43,,-,2,,8,,106,,111,,,-,0,,3,,6,,15,,,-,0,,0,,,-,1,,"VIRGINIA
(37.542682294000485, -78.45788924199968)",
PUERTO RICO,2014,43,,N,0,,0,,,N,,N,,-,9,,140,,425,,8878,,,-,0,,4,,2,,145,,"PUERTO RICO
(18.24828934900046, -66.49988980099965)",
PENNSYLVANIA,2014,43,7,,6,,14,,290,,393,,,-,0,,2,,9,,23,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.79373260300048, -77.86069775999965)",
MARYLAND,2014,43,1,,1,,5,,64,,51,,,-,0,,2,,6,,9,,,-,0,,0,,,-,,-,"MARYLAND
(39.29058224000045, -76.60925970899967)",
DELAWARE,2014,43,,-,0,,1,,4,,16,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"DELAWARE
(39.00883059000046, -75.57773943699965)",
GUAM,2014,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.480998894000436, 144.73149801400064)",
NEBRASKA,2014,43,4,,2,,8,,90,,131,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.641041981000456, -99.36571864599966)",
IOWA,2014,43,,-,5,,13,,220,,1466,,,-,0,,1,,1,,,-,,-,0,,0,,,-,2,,"IOWA
(42.469401477000474, -93.81648936699969)",
ILLINOIS,2014,43,,-,3,,8,,119,,232,,,-,0,,2,,3,,21,,,-,0,,0,,,-,,-,"ILLINOIS
(40.48501433000047, -88.99770813999965)",
OKLAHOMA,2014,43,1,,1,,7,,62,,63,,,-,0,,0,,,-,4,,,-,0,,0,,,-,,-,"OKLAHOMA
(35.472031425000466, -97.52106845499969)",
WEST VIRGINIA,2014,43,,-,0,,2,,7,,19,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.66551303900047, -80.71263935099967)",
NEW YORK,2014,43,7,,4,,14,,209,,205,,,-,0,,9,,18,,46,,,-,0,,0,,,-,1,,"NEW YORK
(42.82700178100049, -75.54396639699968)",
KENTUCKY,2014,43,1,,1,,6,,64,,62,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.645970985000474, -84.77496612599964)",
ALABAMA,2014,43,,-,2,,8,,105,,124,,,-,0,,1,,3,,5,,,-,0,,0,,,-,,-,"ALABAMA
(32.84057034900047, -86.63185803899967)",
CALIFORNIA,2014,43,,-,6,,15,,271,,250,,,-,1,,7,,45,,90,,,-,0,,0,,,-,,-,"CALIFORNIA
(37.63864203100047, -120.99999889499969)",
WASHINGTON,2014,43,5,,0,,9,,56,,70,,,-,0,,2,,7,,7,,,-,0,,0,,,-,,-,"WASHINGTON
(47.5222894470005, -120.47002746299972)",
LOUISIANA,2014,43,,-,3,,17,,210,,339,,,-,0,,1,,2,,6,,,-,0,,0,,,-,,-,"LOUISIANA
(31.312664106000454, -92.44567554599968)",
MINNESOTA,2014,43,,-,0,,7,,,-,285,,,-,0,,1,,,-,20,,,-,0,,0,,,-,1,,"MINNESOTA
(46.35564575300049, -94.79419697699967)",
IDAHO,2014,43,,-,1,,14,,88,,131,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"IDAHO
(43.68263160000049, -114.3637261449997)",
MONTANA,2014,43,,-,1,,5,,55,,120,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"MONTANA
(47.06652759400049, -109.42441687999968)",
ALASKA,2014,43,,-,0,,1,,3,,4,,,-,0,,1,,2,,1,,,-,0,,0,,,-,,-,"ALASKA
(64.84507631500048, -147.72205669099972)",
GEORGIA,2014,43,2,,4,,16,,208,,236,,,-,0,,1,,3,,9,,,-,0,,0,,,-,,-,"GEORGIA
(32.83968158500045, -83.62757601199968)",
NEW HAMPSHIRE,2014,43,,-,0,,3,,25,,39,,,-,0,,1,,,-,3,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.65595081000049, -71.50035726399966)",
ARIZONA,2014,43,,-,1,,5,,37,,34,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"ARIZONA
(34.865970167000455, -111.76380949799972)",
NEVADA,2014,43,,-,0,,2,,12,,20,,,-,0,,1,,3,,2,,,-,0,,0,,,-,,-,"NEVADA
(39.493242807000456, -117.07183978499972)",
MASSACHUSETTS,2014,43,,-,2,,9,,117,,114,,,-,0,,1,,10,,,-,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.27687014100047, -72.08268985899963)",
MAINE,2014,43,,-,0,,4,,44,,33,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"MAINE
(45.2542257390005, -68.98502952999962)",
NEW MEXICO,2014,43,,-,1,,7,,67,,39,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520884020000494, -106.24057768899968)",
VERMONT,2014,43,,-,0,,7,,21,,24,,,-,0,,2,,3,,2,,,-,0,,0,,,-,,-,"VERMONT
(43.62538000100045, -72.51763944499965)",
HAWAII,2014,43,,-,0,,2,,2,,1,,,-,0,,2,,6,,9,,,-,0,,0,,,-,,-,"HAWAII
(21.304853205000427, -157.85774691599974)",
WISCONSIN,2014,43,4,,7,,31,,451,,428,,,-,0,,2,,5,,8,,,-,0,,0,,,-,,-,"WISCONSIN
(44.393191877000504, -89.81636715299965)",
UNITED STATES,2014,44,138,,115,,321,,6781,,8095,,,-,7,,24,,304,,724,,,-,0,,0,,,-,6,,,
NEW ENGLAND,2014,44,,-,5,,14,,253,,253,,,-,0,,3,,20,,28,,,-,0,,0,,,-,,-,,
MID. ATLANTIC,2014,44,17,,12,,32,,599,,737,,,-,2,,11,,104,,184,,,-,0,,0,,,-,2,,,
E.N. CENTRAL,2014,44,20,,21,,68,,1198,,1369,,,-,0,,3,,17,,61,,,-,0,,0,,,-,,-,,
W.N. CENTRAL,2014,44,5,,16,,38,,751,,2393,,,-,0,,1,,4,,33,,,-,0,,0,,,-,3,,,
S. ATLANTIC,2014,44,51,,26,,149,,2252,,1002,,,-,2,,8,,66,,186,,,-,0,,0,,,-,1,,,
DIST. OF COL.,2014,44,,-,0,,1,,2,,12,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2014,44,1,,6,,17,,300,,307,,,-,0,,1,,7,,16,,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2014,44,27,,12,,46,,602,,778,,,-,0,,9,,20,,94,,,-,0,,0,,,-,,-,,
MOUNTAIN,2014,44,3,,8,,20,,377,,675,,,-,0,,1,,5,,8,,,-,0,,0,,,-,,-,,
PACIFIC,2014,44,14,,10,,25,,449,,581,,,-,1,,7,,61,,114,,,-,0,,0,,,-,,-,,
AMER. SAMOA,2014,44,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
