Reporting Area,MMWR Year,MMWR Week,"Shiga toxin-producing E. coli (STEC)§, Current week","Shiga toxin-producing E. coli (STEC)§, Current week, flag","Shiga toxin-producing E. coli (STEC)§, Previous 52 weeks Med","Shiga toxin-producing E. coli (STEC)§, Previous 52 weeks Med, flag","Shiga toxin-producing E. coli (STEC)§, Previous 52 weeks Max","Shiga toxin-producing E. coli (STEC)§, Previous 52 weeks Max, flag","Shiga toxin-producing E. coli (STEC)§, Cum 2016","Shiga toxin-producing E. coli (STEC)§, Cum 2016, flag","Shiga toxin-producing E. coli (STEC)§, Cum 2015","Shiga toxin-producing E. coli (STEC)§, Cum 2015, flag","Shigellosis, Current week","Shigellosis, Current week, flag","Shigellosis, Previous 52 weeks Med","Shigellosis, Previous 52 weeks Med, flag","Shigellosis, Previous 52 weeks Max","Shigellosis, Previous 52 weeks Max, flag","Shigellosis, Cum 2016","Shigellosis, Cum 2016, flag","Shigellosis, Cum 2015","Shigellosis, Cum 2015, flag",Location 1,Location 2
NORTH CAROLINA,2016,4,,-,1,,6,,,-,7,,,-,4,,28,,1,,24,,"NORTH CAROLINA
(35.47995, -79.180571)",
GUAM,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NEW YORK,2016,4,5,,4,,14,,8,,3,,3,,5,,18,,17,,54,,"NEW YORK
(42.826892, -75.544286)",
LOUISIANA,2016,4,,-,0,,12,,,-,5,,4,,4,,12,,7,,11,,"LOUISIANA
(31.2931, -92.463284)",
MAINE,2016,4,,-,0,,3,,,-,1,,,-,0,,1,,,-,,-,"MAINE
(45.252223, -68.986647)",
TENNESSEE,2016,4,2,,3,,11,,13,,3,,1,,4,,11,,13,,39,,"TENNESSEE
(35.681402, -85.774444)",
ARKANSAS,2016,4,1,,1,,5,,2,,3,,6,,2,,7,,13,,3,,"ARKANSAS
(34.748745, -92.275105)",
MICHIGAN,2016,4,,-,2,,8,,6,,1,,2,,9,,23,,20,,31,,"MICHIGAN
(44.66399, -84.711206)",
SOUTH CAROLINA,2016,4,,-,0,,7,,2,,1,,4,,3,,44,,30,,20,,"SOUTH CAROLINA
(34.009286, -81.037094)",
SOUTH DAKOTA,2016,4,,-,1,,5,,1,,2,,,-,3,,20,,,-,2,,"SOUTH DAKOTA
(44.35371, -100.373709)",
WASHINGTON,2016,4,,-,0,,55,,,-,,-,2,,2,,25,,6,,1,,"WASHINGTON
(47.517368, -120.467672)",
ALABAMA,2016,4,,-,1,,5,,1,,1,,3,,11,,31,,24,,63,,"ALABAMA
(32.839182, -86.631125)",
WYOMING,2016,4,,-,0,,1,,,-,2,,,-,0,,3,,,-,,-,"WYOMING
(43.23558, -108.110518)",
HAWAII,2016,4,,-,0,,5,,,-,5,,,-,1,,6,,2,,1,,"HAWAII
(21.30992, -157.858158)",
KANSAS,2016,4,,-,2,,5,,2,,4,,,-,2,,12,,3,,6,,"KANSAS
(38.345528, -98.201847)",
GEORGIA,2016,4,,-,2,,7,,3,,5,,4,,25,,46,,48,,95,,"GEORGIA
(32.836038, -83.631709)",
KENTUCKY,2016,4,,-,1,,6,,8,,2,,1,,6,,29,,18,,45,,"KENTUCKY
(37.64591, -84.774043)",
PUERTO RICO,2016,4,,-,0,,1,,,-,,-,,-,0,,7,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
NEW MEXICO,2016,4,,-,0,,3,,,-,4,,,-,1,,5,,2,,3,,"NEW MEXICO
(34.520396, -106.244402)",
DELAWARE,2016,4,,-,0,,1,,,-,,-,,-,0,,2,,1,,3,,"DELAWARE
(39.008676, -75.574561)",
MARYLAND,2016,4,3,,1,,7,,7,,2,,2,,4,,13,,9,,28,,"MARYLAND
(39.290443, -76.612333)",
CALIFORNIA,2016,4,1,,14,,31,,8,,47,,5,,40,,159,,73,,122,,"CALIFORNIA
(37.640735, -121.002435)",
FLORIDA,2016,4,2,,2,,8,,12,,7,,20,,32,,86,,69,,59,,"FLORIDA
(28.915325, -81.922409)",
IDAHO,2016,4,2,,3,,9,,7,,2,,2,,0,,5,,8,,1,,"IDAHO
(43.680635, -114.364237)",
NEBRASKA,2016,4,,-,2,,7,,8,,5,,3,,1,,8,,11,,9,,"NEBRASKA
(41.640503, -99.367122)",
INDIANA,2016,4,,-,2,,8,,,-,3,,,-,5,,12,,6,,42,,"INDIANA
(39.76845, -86.156212)",
MISSISSIPPI,2016,4,,-,0,,3,,,-,,-,1,,1,,7,,3,,6,,"MISSISSIPPI
(32.738663, -89.537312)",
COLORADO,2016,4,,-,1,,16,,,-,6,,,-,0,,4,,,-,3,,"COLORADO
(38.841772, -106.132562)",
MASSACHUSETTS,2016,4,,-,1,,6,,,-,3,,,-,3,,12,,1,,8,,"MASSACHUSETTS
(42.268546, -72.085064)",
RHODE ISLAND,2016,4,,-,0,,3,,,-,,-,,-,0,,6,,1,,2,,"RHODE ISLAND
(41.707447, -71.522488)",
OHIO,2016,4,1,,5,,19,,6,,10,,36,,11,,52,,143,,40,,"OHIO
(40.056807, -82.405897)",
VERMONT,2016,4,,-,0,,4,,1,,2,,,-,0,,1,,,-,,-,"VERMONT
(43.622479, -72.51927)",
WISCONSIN,2016,4,,-,1,,7,,,-,,-,15,,3,,19,,56,,23,,"WISCONSIN
(44.395526, -89.834513)",
NEW JERSEY,2016,4,,-,0,,3,,1,,8,,,-,6,,15,,1,,31,,"NEW JERSEY
(40.104655, -74.386686)",
ILLINOIS,2016,4,,-,3,,8,,2,,8,,,-,15,,30,,26,,50,,"ILLINOIS
(40.477092, -88.993221)",
CONNECTICUT,2016,4,,-,1,,8,,2,,4,,1,,1,,4,,2,,6,,"CONNECTICUT
(41.544654, -72.651713)",
OREGON,2016,4,1,,4,,11,,4,,12,,2,,2,,9,,18,,1,,"OREGON
(44.567912, -120.156945)",
MISSOURI,2016,4,,-,0,,3,,,-,15,,,-,0,,35,,,-,105,,"MISSOURI
(38.636168, -92.566292)",
TEXAS,2016,4,9,,10,,33,,18,,13,,56,,98,,319,,182,,114,,"TEXAS
(31.827233, -99.423022)",
ARIZONA,2016,4,1,,2,,11,,6,,3,,28,,9,,35,,120,,32,,"ARIZONA
(34.869712, -111.760902)",
VIRGINIA,2016,4,,-,1,,6,,1,,3,,5,,5,,18,,17,,8,,"VIRGINIA
(37.542699, -78.45822)",
IOWA,2016,4,,-,3,,10,,7,,1,,4,,10,,41,,40,,8,,"IOWA
(42.46942, -93.815856)",
MINNESOTA,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
NEW HAMPSHIRE,2016,4,,-,0,,4,,,-,1,,,-,0,,2,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
NEVADA,2016,4,,-,0,,6,,,-,2,,,-,0,,6,,,-,2,,"NEVADA
(39.491833, -117.070159)",
WEST VIRGINIA,2016,4,,-,0,,2,,2,,1,,,-,0,,4,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
UTAH,2016,4,,-,1,,8,,,-,3,,,-,0,,8,,1,,5,,"UTAH
(39.359772, -111.584173)",
OKLAHOMA,2016,4,,-,1,,32,,,-,,-,25,,13,,165,,50,,18,,"OKLAHOMA
(35.468494, -97.521264)",
NORTH DAKOTA,2016,4,,-,0,,6,,,-,2,,,-,0,,2,,,-,1,,"NORTH DAKOTA
(47.475879, -100.121011)",
UNITED STATES,2016,5,22,,116,,195,,203,,281,,244,,417,,634,,1467,,1727,,,
NEW ENGLAND,2016,5,,-,3,,17,,4,,15,,,-,4,,17,,6,,19,,,
MID. ATLANTIC,2016,5,4,,12,,23,,34,,20,,11,,27,,75,,92,,307,,,
NEW YORK CITY,2016,5,,-,2,,8,,8,,5,,7,,9,,48,,44,,162,,"NEW YORK CITY
",
E.N. CENTRAL,2016,5,4,,14,,31,,21,,25,,57,,44,,92,,327,,233,,,
W.N. CENTRAL,2016,5,1,,9,,22,,19,,35,,7,,23,,61,,80,,168,,,
S. ATLANTIC,2016,5,4,,11,,21,,30,,34,,27,,78,,153,,220,,331,,,
DIST. OF COL.,2016,5,,-,0,,1,,,-,,-,,-,0,,4,,,-,3,,"DIST. OF COL.
",
E.S. CENTRAL,2016,5,2,,6,,15,,29,,15,,4,,25,,50,,74,,203,,,
W.S. CENTRAL,2016,5,5,,15,,43,,27,,33,,90,,121,,342,,355,,195,,,
MOUNTAIN,2016,5,2,,11,,39,,21,,29,,38,,17,,37,,179,,60,,,
PACIFIC,2016,5,,-,24,,88,,18,,75,,10,,48,,169,,134,,211,,,
AMER. SAMOA,2016,5,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,5,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
IDAHO,2016,5,1,,3,,9,,8,,2,,2,,0,,5,,10,,1,,"IDAHO
(43.680635, -114.364237)",
NEVADA,2016,5,,-,0,,7,,1,,3,,,-,0,,6,,,-,2,,"NEVADA
(39.491833, -117.070159)",
INDIANA,2016,5,,-,1,,8,,1,,3,,,-,5,,12,,13,,54,,"INDIANA
(39.76845, -86.156212)",
NORTH DAKOTA,2016,5,,-,0,,6,,,-,2,,,-,0,,2,,1,,1,,"NORTH DAKOTA
(47.475879, -100.121011)",
WYOMING,2016,5,,-,0,,1,,,-,2,,,-,0,,3,,,-,,-,"WYOMING
(43.23558, -108.110518)",
KENTUCKY,2016,5,,-,1,,6,,8,,3,,3,,6,,29,,24,,74,,"KENTUCKY
(37.64591, -84.774043)",
GUAM,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
MISSISSIPPI,2016,5,,-,0,,3,,,-,1,,,-,1,,7,,4,,8,,"MISSISSIPPI
(32.738663, -89.537312)",
LOUISIANA,2016,5,,-,0,,12,,,-,7,,,-,4,,13,,7,,16,,"LOUISIANA
(31.2931, -92.463284)",
RHODE ISLAND,2016,5,,-,0,,3,,,-,,-,,-,0,,6,,3,,2,,"RHODE ISLAND
(41.707447, -71.522488)",
GEORGIA,2016,5,,-,2,,7,,3,,6,,5,,24,,46,,68,,123,,"GEORGIA
(32.836038, -83.631709)",
WEST VIRGINIA,2016,5,,-,0,,2,,2,,1,,,-,0,,4,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
WASHINGTON,2016,5,,-,0,,79,,,-,1,,5,,2,,25,,11,,1,,"WASHINGTON
(47.517368, -120.467672)",
WISCONSIN,2016,5,,-,1,,7,,,-,,-,15,,3,,21,,78,,28,,"WISCONSIN
(44.395526, -89.834513)",
MISSOURI,2016,5,,-,0,,2,,,-,16,,,-,0,,29,,,-,134,,"MISSOURI
(38.636168, -92.566292)",
OREGON,2016,5,,-,3,,11,,5,,12,,3,,2,,10,,27,,1,,"OREGON
(44.567912, -120.156945)",
MICHIGAN,2016,5,,-,2,,8,,6,,3,,1,,9,,23,,29,,34,,"MICHIGAN
(44.66399, -84.711206)",
IOWA,2016,5,,-,3,,10,,7,,3,,3,,10,,41,,44,,10,,"IOWA
(42.46942, -93.815856)",
ALASKA,2016,5,,-,0,,2,,2,,4,,,-,0,,1,,,-,1,,"ALASKA
(64.836661, -147.738891)",
FLORIDA,2016,5,2,,2,,8,,13,,12,,14,,32,,86,,83,,108,,"FLORIDA
(28.915325, -81.922409)",
ARKANSAS,2016,5,,-,1,,5,,2,,4,,5,,2,,7,,18,,5,,"ARKANSAS
(34.748745, -92.275105)",
PUERTO RICO,2016,5,,-,0,,1,,,-,,-,1,,0,,7,,1,,,-,"PUERTO RICO
(18.215692, -66.414655)",
NEW JERSEY,2016,5,,-,0,,3,,2,,9,,,-,6,,15,,2,,46,,"NEW JERSEY
(40.104655, -74.386686)",
TEXAS,2016,5,5,,10,,34,,25,,22,,66,,98,,324,,262,,152,,"TEXAS
(31.827233, -99.423022)",
ARIZONA,2016,5,,-,2,,11,,6,,3,,36,,10,,35,,163,,38,,"ARIZONA
(34.869712, -111.760902)",
MASSACHUSETTS,2016,5,,-,1,,6,,,-,4,,,-,3,,12,,1,,11,,"MASSACHUSETTS
(42.268546, -72.085064)",
KANSAS,2016,5,,-,2,,5,,2,,4,,1,,2,,12,,19,,7,,"KANSAS
(38.345528, -98.201847)",
PENNSYLVANIA,2016,5,1,,4,,11,,13,,1,,2,,7,,24,,27,,27,,"PENNSYLVANIA
(40.789676, -77.858055)",
NEW MEXICO,2016,5,,-,0,,3,,,-,4,,,-,1,,5,,2,,3,,"NEW MEXICO
(34.520396, -106.244402)",
VIRGINIA,2016,5,,-,1,,6,,1,,4,,2,,5,,18,,18,,10,,"VIRGINIA
(37.542699, -78.45822)",
SOUTH CAROLINA,2016,5,1,,0,,7,,3,,1,,3,,3,,44,,34,,21,,"SOUTH CAROLINA
(34.009286, -81.037094)",
MINNESOTA,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
CONNECTICUT,2016,5,,-,1,,8,,2,,6,,,-,1,,4,,2,,6,,"CONNECTICUT
(41.544654, -72.651713)",
TENNESSEE,2016,5,2,,3,,11,,19,,9,,1,,4,,10,,18,,48,,"TENNESSEE
(35.681402, -85.774444)",
NEW HAMPSHIRE,2016,5,,-,0,,4,,,-,2,,,-,0,,2,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
MONTANA,2016,5,1,,1,,6,,5,,3,,,-,0,,2,,1,,4,,"MONTANA
(47.062617, -109.430168)",
OHIO,2016,5,4,,5,,19,,10,,11,,41,,11,,52,,178,,50,,"OHIO
(40.056807, -82.405897)",
NEW YORK,2016,5,3,,4,,14,,11,,5,,2,,5,,18,,19,,72,,"NEW YORK
(42.826892, -75.544286)",
VERMONT,2016,5,,-,0,,4,,1,,2,,,-,0,,1,,,-,,-,"VERMONT
(43.622479, -72.51927)",
OKLAHOMA,2016,5,,-,1,,32,,,-,,-,19,,14,,165,,68,,22,,"OKLAHOMA
(35.468494, -97.521264)",
MARYLAND,2016,5,1,,1,,7,,8,,2,,3,,4,,13,,12,,33,,"MARYLAND
(39.290443, -76.612333)",
NEBRASKA,2016,5,1,,2,,7,,9,,7,,3,,1,,8,,16,,11,,"NEBRASKA
(41.640503, -99.367122)",
MAINE,2016,5,,-,0,,3,,1,,1,,,-,0,,1,,,-,,-,"MAINE
(45.252223, -68.986647)",
NORTH CAROLINA,2016,5,,-,1,,6,,,-,8,,,-,5,,28,,4,,29,,"NORTH CAROLINA
(35.47995, -79.180571)",
ALABAMA,2016,5,,-,1,,5,,2,,2,,,-,10,,31,,28,,73,,"ALABAMA
(32.839182, -86.631125)",
UTAH,2016,5,,-,1,,8,,1,,3,,,-,0,,8,,3,,7,,"UTAH
(39.359772, -111.584173)",
CALIFORNIA,2016,5,,-,14,,31,,11,,53,,1,,40,,159,,93,,206,,"CALIFORNIA
(37.640735, -121.002435)",
HAWAII,2016,5,,-,0,,5,,,-,5,,1,,1,,6,,3,,2,,"HAWAII
(21.30992, -157.858158)",
DELAWARE,2016,5,,-,0,,1,,,-,,-,,-,0,,2,,1,,4,,"DELAWARE
(39.008676, -75.574561)",
COLORADO,2016,5,,-,1,,16,,,-,9,,,-,0,,4,,,-,5,,"COLORADO
(38.841772, -106.132562)",
ILLINOIS,2016,5,,-,3,,8,,4,,8,,,-,15,,30,,29,,67,,"ILLINOIS
(40.477092, -88.993221)",
SOUTH DAKOTA,2016,5,,-,1,,5,,1,,3,,,-,3,,20,,,-,5,,"SOUTH DAKOTA
(44.35371, -100.373709)",
UNITED STATES,2016,6,11,,116,,197,,240,,326,,182,,406,,647,,1769,,2059,,,
NEW ENGLAND,2016,6,,-,3,,17,,6,,17,,,-,4,,17,,6,,26,,,
MID. ATLANTIC,2016,6,,-,12,,23,,37,,24,,10,,27,,75,,104,,382,,,
NEW YORK CITY,2016,6,,-,2,,8,,8,,8,,7,,9,,48,,51,,210,,"NEW YORK CITY
",
E.N. CENTRAL,2016,6,2,,14,,31,,25,,30,,27,,44,,102,,393,,267,,,
W.N. CENTRAL,2016,6,2,,9,,22,,24,,43,,3,,22,,61,,88,,198,,,
S. ATLANTIC,2016,6,5,,10,,21,,38,,36,,31,,77,,153,,260,,402,,,
DIST. OF COL.,2016,6,,-,0,,1,,,-,,-,,-,0,,4,,,-,4,,"DIST. OF COL.
",
E.S. CENTRAL,2016,6,1,,5,,15,,34,,16,,5,,25,,47,,88,,226,,,
W.S. CENTRAL,2016,6,1,,15,,44,,27,,37,,71,,121,,351,,447,,243,,,
MOUNTAIN,2016,6,,-,11,,39,,21,,34,,20,,17,,40,,203,,68,,,
PACIFIC,2016,6,,-,24,,105,,28,,89,,15,,46,,169,,180,,247,,,
AMER. SAMOA,2016,6,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,6,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
UTAH,2016,6,,-,1,,8,,1,,3,,,-,0,,8,,4,,7,,"UTAH
(39.359772, -111.584173)",
GUAM,2016,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
WYOMING,2016,6,,-,0,,1,,,-,2,,,-,0,,3,,2,,,-,"WYOMING
(43.23558, -108.110518)",
KENTUCKY,2016,6,,-,1,,6,,9,,3,,2,,5,,21,,28,,77,,"KENTUCKY
(37.64591, -84.774043)",
VERMONT,2016,6,,-,0,,4,,2,,2,,,-,0,,1,,,-,,-,"VERMONT
(43.622479, -72.51927)",
RHODE ISLAND,2016,6,,-,0,,3,,,-,,-,,-,0,,6,,3,,2,,"RHODE ISLAND
(41.707447, -71.522488)",
NEW YORK,2016,6,,-,4,,14,,11,,5,,,-,5,,18,,19,,90,,"NEW YORK
(42.826892, -75.544286)",
NORTH CAROLINA,2016,6,,-,1,,6,,,-,9,,,-,4,,28,,5,,37,,"NORTH CAROLINA
(35.47995, -79.180571)",
DELAWARE,2016,6,,-,0,,1,,,-,,-,,-,0,,2,,1,,6,,"DELAWARE
(39.008676, -75.574561)",
PUERTO RICO,2016,6,,-,0,,1,,,-,,-,,-,0,,7,,1,,,-,"PUERTO RICO
(18.215692, -66.414655)",
LOUISIANA,2016,6,,-,0,,12,,,-,7,,2,,4,,13,,17,,16,,"LOUISIANA
(31.2931, -92.463284)",
MISSISSIPPI,2016,6,,-,0,,3,,1,,1,,,-,1,,7,,4,,9,,"MISSISSIPPI
(32.738663, -89.537312)",
ILLINOIS,2016,6,,-,3,,8,,4,,8,,,-,15,,30,,38,,78,,"ILLINOIS
(40.477092, -88.993221)",
IOWA,2016,6,,-,3,,10,,9,,4,,,-,10,,41,,48,,12,,"IOWA
(42.46942, -93.815856)",
WASHINGTON,2016,6,,-,0,,94,,,-,1,,7,,2,,25,,17,,6,,"WASHINGTON
(47.517368, -120.467672)",
KANSAS,2016,6,,-,2,,5,,2,,7,,,-,2,,12,,19,,7,,"KANSAS
(38.345528, -98.201847)",
INDIANA,2016,6,,-,2,,8,,2,,3,,,-,5,,10,,21,,62,,"INDIANA
(39.76845, -86.156212)",
NEW JERSEY,2016,6,,-,0,,3,,3,,9,,,-,6,,13,,3,,52,,"NEW JERSEY
(40.104655, -74.386686)",
OHIO,2016,6,2,,5,,19,,12,,11,,20,,11,,53,,199,,55,,"OHIO
(40.056807, -82.405897)",
FLORIDA,2016,6,3,,2,,8,,18,,11,,16,,30,,86,,99,,142,,"FLORIDA
(28.915325, -81.922409)",
WISCONSIN,2016,6,,-,1,,7,,,-,2,,5,,3,,24,,101,,30,,"WISCONSIN
(44.395526, -89.834513)",
TEXAS,2016,6,,-,10,,35,,24,,23,,52,,98,,333,,327,,195,,"TEXAS
(31.827233, -99.423022)",
CALIFORNIA,2016,6,,-,14,,31,,20,,64,,3,,40,,159,,126,,233,,"CALIFORNIA
(37.640735, -121.002435)",
OKLAHOMA,2016,6,1,,1,,32,,1,,1,,17,,14,,165,,85,,27,,"OKLAHOMA
(35.468494, -97.521264)",
PENNSYLVANIA,2016,6,,-,4,,12,,15,,2,,3,,7,,24,,31,,30,,"PENNSYLVANIA
(40.789676, -77.858055)",
NEW HAMPSHIRE,2016,6,,-,0,,4,,,-,4,,,-,0,,2,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
ALABAMA,2016,6,,-,1,,5,,2,,2,,1,,10,,31,,36,,86,,"ALABAMA
(32.839182, -86.631125)",
ALASKA,2016,6,,-,0,,2,,2,,4,,,-,0,,1,,,-,1,,"ALASKA
(64.836661, -147.738891)",
SOUTH DAKOTA,2016,6,,-,1,,5,,1,,4,,,-,3,,20,,,-,8,,"SOUTH DAKOTA
(44.35371, -100.373709)",
MARYLAND,2016,6,2,,1,,7,,9,,2,,2,,3,,13,,14,,40,,"MARYLAND
(39.290443, -76.612333)",
MINNESOTA,2016,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
MISSOURI,2016,6,,-,0,,2,,,-,18,,,-,0,,21,,,-,155,,"MISSOURI
(38.636168, -92.566292)",
MASSACHUSETTS,2016,6,,-,1,,6,,,-,4,,,-,3,,12,,1,,17,,"MASSACHUSETTS
(42.268546, -72.085064)",
MICHIGAN,2016,6,,-,2,,8,,7,,6,,2,,9,,23,,34,,42,,"MICHIGAN
(44.66399, -84.711206)",
VIRGINIA,2016,6,,-,1,,6,,1,,4,,3,,5,,18,,22,,13,,"VIRGINIA
(37.542699, -78.45822)",
NORTH DAKOTA,2016,6,,-,0,,6,,,-,2,,,-,0,,2,,1,,1,,"NORTH DAKOTA
(47.475879, -100.121011)",
GEORGIA,2016,6,,-,2,,7,,4,,8,,7,,24,,46,,81,,136,,"GEORGIA
(32.836038, -83.631709)",
TENNESSEE,2016,6,1,,3,,11,,22,,10,,2,,3,,10,,20,,54,,"TENNESSEE
(35.681402, -85.774444)",
MONTANA,2016,6,,-,1,,6,,5,,5,,,-,0,,2,,1,,4,,"MONTANA
(47.062617, -109.430168)",
NEVADA,2016,6,,-,0,,7,,1,,3,,,-,0,,6,,,-,3,,"NEVADA
(39.491833, -117.070159)",
NEW MEXICO,2016,6,,-,0,,3,,,-,4,,,-,1,,5,,3,,4,,"NEW MEXICO
(34.520396, -106.244402)",
COLORADO,2016,6,,-,1,,16,,,-,11,,,-,0,,4,,,-,5,,"COLORADO
(38.841772, -106.132562)",
WEST VIRGINIA,2016,6,,-,0,,2,,2,,1,,,-,0,,4,,,-,2,,"WEST VIRGINIA
(38.668501, -80.709421)",
HAWAII,2016,6,,-,0,,5,,,-,5,,,-,1,,6,,3,,4,,"HAWAII
(21.30992, -157.858158)",
OREGON,2016,6,,-,3,,11,,6,,15,,5,,2,,10,,34,,3,,"OREGON
(44.567912, -120.156945)",
IDAHO,2016,6,,-,3,,9,,8,,2,,,-,0,,5,,10,,1,,"IDAHO
(43.680635, -114.364237)",
NEBRASKA,2016,6,2,,2,,7,,12,,8,,3,,1,,8,,20,,15,,"NEBRASKA
(41.640503, -99.367122)",
SOUTH CAROLINA,2016,6,,-,1,,7,,4,,1,,3,,3,,44,,38,,22,,"SOUTH CAROLINA
(34.009286, -81.037094)",
CONNECTICUT,2016,6,,-,1,,8,,2,,6,,,-,1,,4,,2,,7,,"CONNECTICUT
(41.544654, -72.651713)",
ARIZONA,2016,6,,-,2,,11,,6,,4,,20,,10,,37,,183,,44,,"ARIZONA
(34.869712, -111.760902)",
ARKANSAS,2016,6,,-,1,,5,,2,,6,,,-,2,,7,,18,,5,,"ARKANSAS
(34.748745, -92.275105)",
MAINE,2016,6,,-,0,,3,,2,,1,,,-,0,,1,,,-,,-,"MAINE
(45.252223, -68.986647)",
UNITED STATES,2016,7,16,,119,,200,,281,,387,,195,,406,,662,,2101,,2374,,,
NEW ENGLAND,2016,7,,-,3,,17,,12,,22,,,-,5,,17,,15,,31,,,
MID. ATLANTIC,2016,7,3,,12,,23,,44,,33,,16,,26,,62,,125,,444,,,
NEW YORK CITY,2016,7,1,,2,,8,,9,,8,,7,,9,,34,,58,,244,,"NEW YORK CITY
",
E.N. CENTRAL,2016,7,3,,16,,34,,28,,40,,32,,44,,103,,450,,306,,,
W.N. CENTRAL,2016,7,,-,9,,22,,27,,45,,1,,21,,61,,107,,216,,,
S. ATLANTIC,2016,7,6,,10,,21,,42,,45,,22,,77,,153,,287,,473,,,
DIST. OF COL.,2016,7,,-,0,,1,,,-,,-,,-,0,,4,,,-,4,,"DIST. OF COL.
",
E.S. CENTRAL,2016,7,2,,6,,15,,40,,18,,5,,25,,47,,104,,250,,,
W.S. CENTRAL,2016,7,,-,15,,45,,28,,42,,79,,121,,363,,555,,281,,,
MOUNTAIN,2016,7,2,,11,,39,,26,,36,,28,,17,,41,,239,,82,,,
PACIFIC,2016,7,,-,24,,106,,34,,106,,12,,46,,169,,219,,291,,,
AMER. SAMOA,2016,7,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,7,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,7,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
ARKANSAS,2016,7,,-,1,,6,,2,,6,,5,,2,,7,,23,,5,,"ARKANSAS
(34.748745, -92.275105)",
KENTUCKY,2016,7,,-,1,,6,,9,,4,,3,,5,,21,,34,,80,,"KENTUCKY
(37.64591, -84.774043)",
WEST VIRGINIA,2016,7,,-,0,,2,,2,,1,,,-,0,,4,,,-,2,,"WEST VIRGINIA
(38.668501, -80.709421)",
ALABAMA,2016,7,1,,1,,5,,4,,2,,1,,10,,31,,42,,101,,"ALABAMA
(32.839182, -86.631125)",
OREGON,2016,7,,-,3,,11,,8,,17,,1,,2,,10,,40,,3,,"OREGON
(44.567912, -120.156945)",
FLORIDA,2016,7,6,,2,,8,,25,,14,,9,,30,,86,,109,,177,,"FLORIDA
(28.915325, -81.922409)",
NEBRASKA,2016,7,,-,2,,7,,12,,9,,,-,1,,8,,20,,19,,"NEBRASKA
(41.640503, -99.367122)",
GUAM,2016,7,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
CONNECTICUT,2016,7,,-,1,,8,,2,,7,,,-,1,,4,,2,,8,,"CONNECTICUT
(41.544654, -72.651713)",
NEW MEXICO,2016,7,,-,0,,3,,1,,4,,,-,1,,5,,5,,6,,"NEW MEXICO
(34.520396, -106.244402)",
SOUTH CAROLINA,2016,7,,-,1,,7,,4,,2,,2,,3,,44,,40,,25,,"SOUTH CAROLINA
(34.009286, -81.037094)",
OKLAHOMA,2016,7,,-,1,,32,,2,,2,,11,,15,,165,,95,,29,,"OKLAHOMA
(35.468494, -97.521264)",
MAINE,2016,7,,-,0,,3,,2,,1,,,-,0,,1,,,-,,-,"MAINE
(45.252223, -68.986647)",
NORTH CAROLINA,2016,7,,-,1,,6,,,-,10,,,-,4,,28,,5,,40,,"NORTH CAROLINA
(35.47995, -79.180571)",
TEXAS,2016,7,,-,10,,35,,24,,27,,59,,98,,345,,414,,231,,"TEXAS
(31.827233, -99.423022)",
NEW JERSEY,2016,7,,-,0,,3,,5,,10,,,-,6,,13,,3,,60,,"NEW JERSEY
(40.104655, -74.386686)",
SOUTH DAKOTA,2016,7,,-,1,,5,,1,,4,,,-,3,,20,,3,,8,,"SOUTH DAKOTA
(44.35371, -100.373709)",
