Reporting Area,MMWR Year,MMWR Week,"Mumps, Current week","Mumps, Current week, flag","Mumps, Previous 52 weeks Med","Mumps, Previous 52 weeks Med, flag","Mumps, Previous 52 weeks Max","Mumps, Previous 52 weeks Max, flag","Mumps, Cum 2015","Mumps, Cum 2015, flag","Mumps, Cum 2014","Mumps, Cum 2014, flag","Pertussis, Current week","Pertussis, Current week, flag","Pertussis, Previous 52 weeks Med","Pertussis, Previous 52 weeks Med, flag","Pertussis, Previous 52 weeks Max","Pertussis, Previous 52 weeks Max, flag","Pertussis, Cum 2015","Pertussis, Cum 2015, flag","Pertussis, Cum 2014","Pertussis, Cum 2014, flag","Rabies, animal, Current week","Rabies, animal, Current week, flag","Rabies, animal, Previous 52 weeks Med","Rabies, animal, Previous 52 weeks Med, flag","Rabies, animal, Previous 52 weeks Max","Rabies, animal, Previous 52 weeks Max, flag","Rabies, animal, Cum 2015","Rabies, animal, Cum 2015, flag","Rabies, animal, Cum 2014","Rabies, animal, Cum 2014, flag",Location 1,Location 2
MISSOURI,2015,43,,-,0,,1,,1,,6,,,-,0,,26,,50,,400,,,-,0,,2,,,-,24,,"MISSOURI
(38.636168, -92.566292)",
MISSISSIPPI,2015,43,,-,0,,1,,1,,,-,,-,0,,2,,15,,62,,,-,0,,2,,3,,1,,"MISSISSIPPI
(32.738663, -89.537312)",
PUERTO RICO,2015,43,,-,0,,1,,4,,,-,,-,0,,2,,10,,15,,,-,0,,2,,11,,34,,"PUERTO RICO
(18.215692, -66.414655)",
WYOMING,2015,43,,-,0,,0,,,-,,-,,-,0,,2,,6,,61,,,-,0,,0,,,-,59,,"WYOMING
(43.23558, -108.110518)",
DELAWARE,2015,43,,-,0,,1,,2,,,-,,-,0,,2,,10,,203,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
VIRGINIA,2015,43,,-,0,,5,,31,,17,,1,,5,,39,,268,,396,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
NORTH DAKOTA,2015,43,,-,0,,1,,,-,,-,,-,0,,5,,31,,34,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
PENNSYLVANIA,2015,43,,-,0,,5,,7,,9,,2,,17,,38,,706,,581,,,-,6,,16,,250,,329,,"PENNSYLVANIA
(40.789676, -77.858055)",
UTAH,2015,43,,-,0,,1,,,-,1,,,-,9,,24,,346,,816,,,-,0,,3,,17,,22,,"UTAH
(39.359772, -111.584173)",
NORTH CAROLINA,2015,43,,-,0,,1,,4,,2,,4,,6,,76,,316,,566,,10,,7,,12,,295,,307,,"NORTH CAROLINA
(35.47995, -79.180571)",
KANSAS,2015,43,,-,0,,1,,,-,1,,,-,9,,23,,354,,344,,1,,2,,6,,91,,60,,"KANSAS
(38.345528, -98.201847)",
ALABAMA,2015,43,,-,0,,1,,1,,2,,,-,3,,9,,127,,243,,,-,2,,6,,75,,64,,"ALABAMA
(32.839182, -86.631125)",
NEW HAMPSHIRE,2015,43,,-,0,,1,,2,,2,,,-,1,,4,,25,,70,,2,,0,,2,,17,,18,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
CONNECTICUT,2015,43,,-,0,,2,,3,,,-,,-,1,,7,,57,,62,,,-,3,,12,,133,,156,,"CONNECTICUT
(41.544654, -72.651713)",
NEBRASKA,2015,43,,-,0,,1,,2,,,-,,-,5,,74,,496,,172,,,-,0,,5,,28,,18,,"NEBRASKA
(41.640503, -99.367122)",
IOWA,2015,43,,-,0,,5,,20,,4,,,-,3,,10,,105,,167,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
OREGON,2015,43,,-,0,,1,,2,,1,,,-,10,,27,,510,,342,,1,,0,,5,,19,,12,,"OREGON
(44.567912, -120.156945)",
NEW YORK,2015,43,,-,0,,3,,19,,8,,17,,12,,57,,463,,604,,6,,7,,14,,311,,313,,"NEW YORK
(42.826892, -75.544286)",
NEW JERSEY,2015,43,,-,0,,3,,19,,33,,,-,8,,15,,292,,289,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
GUAM,2015,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
RHODE ISLAND,2015,43,,-,0,,1,,2,,,-,,-,0,,5,,17,,90,,,-,0,,3,,10,,21,,"RHODE ISLAND
(41.707447, -71.522488)",
TENNESSEE,2015,43,,-,0,,2,,3,,4,,3,,4,,16,,160,,251,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
MARYLAND,2015,43,,-,0,,5,,16,,2,,1,,2,,10,,98,,155,,,-,4,,14,,189,,301,,"MARYLAND
(39.290443, -76.612333)",
COLORADO,2015,43,,-,0,,3,,5,,2,,,-,18,,31,,762,,1099,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
MICHIGAN,2015,43,,-,0,,3,,2,,14,,1,,10,,73,,375,,994,,1,,0,,4,,27,,41,,"MICHIGAN
(44.66399, -84.711206)",
MASSACHUSETTS,2015,43,,-,0,,2,,5,,5,,,-,5,,16,,174,,199,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
FLORIDA,2015,43,,-,0,,1,,11,,1,,9,,7,,14,,288,,651,,,-,0,,51,,65,,94,,"FLORIDA
(28.915325, -81.922409)",
TEXAS,2015,43,,-,0,,5,,18,,11,,27,,32,,159,,1210,,2036,,24,,19,,108,,772,,774,,"TEXAS
(31.827233, -99.423022)",
LOUISIANA,2015,43,,-,0,,1,,1,,1,,,-,1,,4,,44,,83,,,-,0,,0,,,-,5,,"LOUISIANA
(31.2931, -92.463284)",
GEORGIA,2015,43,,-,0,,1,,,-,1,,,-,5,,12,,180,,360,,,-,0,,7,,,-,229,,"GEORGIA
(32.836038, -83.631709)",
HAWAII,2015,43,,-,0,,1,,2,,1,,,-,0,,4,,37,,37,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
VERMONT,2015,43,,-,0,,1,,1,,,-,,-,0,,4,,15,,41,,,-,0,,2,,17,,50,,"VERMONT
(43.622479, -72.51927)",
NEVADA,2015,43,,-,0,,0,,,-,2,,,-,2,,8,,90,,124,,,-,0,,2,,6,,12,,"NEVADA
(39.491833, -117.070159)",
ALASKA,2015,43,,-,0,,0,,,-,1,,,-,2,,12,,99,,120,,,-,0,,1,,3,,3,,"ALASKA
(64.836661, -147.738891)",
NEW MEXICO,2015,43,,-,0,,1,,1,,,-,,-,3,,17,,134,,305,,,-,0,,1,,9,,12,,"NEW MEXICO
(34.520396, -106.244402)",
UNITED STATES,2015,44,7,,14,,50,,688,,1078,,104,,385,,853,,15552,,26720,,25,,74,,151,,3044,,3649,,,
NEW ENGLAND,2015,44,,-,0,,3,,13,,7,,6,,13,,55,,512,,829,,5,,5,,13,,217,,293,,,
MID. ATLANTIC,2015,44,,-,3,,11,,141,,162,,13,,41,,98,,1784,,1608,,7,,12,,25,,568,,675,,,
NEW YORK CITY,2015,44,,-,1,,10,,96,,111,,,-,5,,21,,298,,95,,,-,0,,1,,,-,11,,"NEW YORK CITY
",
E.N. CENTRAL,2015,44,4,,6,,31,,351,,764,,18,,49,,192,,2061,,4335,,,-,1,,18,,151,,107,,,
W.N. CENTRAL,2015,44,2,,0,,9,,43,,25,,,-,24,,105,,1329,,2004,,,-,3,,9,,146,,123,,,
S. ATLANTIC,2015,44,,-,1,,5,,65,,41,,14,,32,,96,,1374,,2534,,7,,13,,56,,589,,979,,,
DIST. OF COL.,2015,44,,-,0,,0,,,-,16,,,-,0,,2,,9,,20,,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,44,,-,0,,3,,9,,8,,3,,10,,28,,419,,827,,1,,2,,6,,94,,75,,,
W.S. CENTRAL,2015,44,1,,0,,6,,27,,15,,25,,34,,186,,1362,,2498,,5,,22,,108,,931,,1058,,,
MOUNTAIN,2015,44,,-,0,,6,,17,,31,,20,,57,,88,,2325,,3534,,,-,0,,3,,32,,116,,,
PACIFIC,2015,44,,-,1,,4,,22,,25,,5,,114,,275,,4386,,8551,,,-,4,,37,,316,,223,,,
AMER. SAMOA,2015,44,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,U,,-,,-,,U,,U,"AMER. SAMOA
",
C.N.M.I.,2015,44,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
WASHINGTON,2015,44,,-,0,,4,,4,,4,,3,,20,,123,,1241,,383,,,-,0,,15,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
MASSACHUSETTS,2015,44,,-,0,,2,,5,,5,,,-,4,,16,,174,,207,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
TEXAS,2015,44,1,,0,,5,,19,,11,,24,,32,,159,,1238,,2067,,5,,19,,108,,787,,820,,"TEXAS
(31.827233, -99.423022)",
INDIANA,2015,44,,-,0,,1,,4,,24,,,-,4,,15,,161,,410,,,-,0,,0,,,-,4,,"INDIANA
(39.76845, -86.156212)",
MONTANA,2015,44,,-,0,,1,,1,,,-,,-,6,,27,,227,,369,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
ALASKA,2015,44,,-,0,,0,,,-,1,,1,,2,,12,,100,,123,,,-,0,,1,,3,,3,,"ALASKA
(64.836661, -147.738891)",
NORTH DAKOTA,2015,44,,-,0,,1,,,-,,-,,-,0,,5,,32,,34,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
ALABAMA,2015,44,,-,0,,1,,1,,2,,,-,3,,9,,130,,248,,,-,2,,6,,80,,66,,"ALABAMA
(32.839182, -86.631125)",
WISCONSIN,2015,44,1,,0,,5,,20,,65,,,-,10,,71,,422,,1116,,,N,0,,0,,,N,,N,"WISCONSIN
(44.395526, -89.834513)",
WEST VIRGINIA,2015,44,,-,0,,1,,1,,,-,,-,1,,6,,51,,16,,1,,0,,4,,32,,36,,"WEST VIRGINIA
(38.668501, -80.709421)",
PUERTO RICO,2015,44,,-,0,,1,,4,,,-,,-,0,,2,,10,,15,,,-,0,,2,,11,,34,,"PUERTO RICO
(18.215692, -66.414655)",
PENNSYLVANIA,2015,44,,-,0,,5,,7,,9,,5,,17,,38,,720,,598,,,-,6,,16,,250,,341,,"PENNSYLVANIA
(40.789676, -77.858055)",
NEVADA,2015,44,,-,0,,0,,,-,2,,,-,2,,8,,90,,125,,,-,0,,2,,6,,12,,"NEVADA
(39.491833, -117.070159)",
NEW YORK,2015,44,,-,0,,3,,19,,9,,8,,12,,57,,469,,620,,7,,7,,14,,318,,323,,"NEW YORK
(42.826892, -75.544286)",
VERMONT,2015,44,,-,0,,1,,1,,,-,,-,0,,4,,15,,41,,,-,0,,2,,18,,51,,"VERMONT
(43.622479, -72.51927)",
HAWAII,2015,44,,-,0,,1,,2,,1,,,-,0,,4,,37,,37,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
TENNESSEE,2015,44,,-,0,,2,,3,,4,,2,,3,,16,,162,,255,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
WYOMING,2015,44,,-,0,,0,,,-,,-,,-,0,,4,,18,,62,,,-,0,,0,,,-,59,,"WYOMING
(43.23558, -108.110518)",
NORTH CAROLINA,2015,44,,-,0,,1,,4,,2,,11,,6,,76,,327,,566,,6,,7,,12,,301,,311,,"NORTH CAROLINA
(35.47995, -79.180571)",
GUAM,2015,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NEBRASKA,2015,44,,-,0,,1,,2,,,-,,-,5,,74,,496,,180,,,-,0,,5,,28,,19,,"NEBRASKA
(41.640503, -99.367122)",
DELAWARE,2015,44,,-,0,,1,,2,,,-,,-,0,,2,,10,,203,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
OHIO,2015,44,,-,0,,6,,18,,541,,18,,13,,53,,619,,1227,,,-,0,,5,,32,,23,,"OHIO
(40.056807, -82.405897)",
MICHIGAN,2015,44,,-,0,,3,,2,,14,,,-,10,,73,,382,,1021,,,-,0,,4,,27,,41,,"MICHIGAN
(44.66399, -84.711206)",
OKLAHOMA,2015,44,,-,0,,2,,1,,2,,,-,0,,20,,37,,105,,,-,1,,23,,79,,89,,"OKLAHOMA
(35.468494, -97.521264)",
MISSOURI,2015,44,,-,0,,1,,1,,6,,,-,0,,26,,50,,410,,,-,0,,2,,,-,24,,"MISSOURI
(38.636168, -92.566292)",
MISSISSIPPI,2015,44,,-,0,,1,,1,,,-,,-,0,,2,,15,,62,,,-,0,,2,,3,,1,,"MISSISSIPPI
(32.738663, -89.537312)",
VIRGINIA,2015,44,,-,0,,5,,31,,17,,,-,5,,39,,268,,405,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
SOUTH DAKOTA,2015,44,,-,0,,0,,,-,,-,,-,0,,1,,6,,104,,,-,0,,2,,27,,20,,"SOUTH DAKOTA
(44.35371, -100.373709)",
LOUISIANA,2015,44,,-,0,,1,,1,,1,,,-,1,,4,,44,,84,,,-,0,,0,,,-,5,,"LOUISIANA
(31.2931, -92.463284)",
NEW MEXICO,2015,44,,-,0,,1,,1,,,-,,-,3,,17,,144,,314,,,-,0,,1,,9,,12,,"NEW MEXICO
(34.520396, -106.244402)",
MINNESOTA,2015,44,,-,0,,2,,4,,14,,,-,7,,40,,282,,751,,,-,0,,0,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
GEORGIA,2015,44,,-,0,,1,,,-,1,,,-,4,,12,,180,,365,,,-,0,,7,,,-,232,,"GEORGIA
(32.836038, -83.631709)",
KANSAS,2015,44,,-,0,,1,,,-,1,,,-,9,,23,,358,,354,,,-,2,,6,,91,,60,,"KANSAS
(38.345528, -98.201847)",
SOUTH CAROLINA,2015,44,,-,0,,0,,,-,2,,,-,3,,17,,139,,139,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(34.009286, -81.037094)",
OREGON,2015,44,,-,0,,1,,2,,1,,,-,10,,27,,521,,352,,,-,0,,5,,19,,12,,"OREGON
(44.567912, -120.156945)",
COLORADO,2015,44,,-,0,,3,,5,,2,,17,,18,,31,,780,,1118,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
IDAHO,2015,44,,-,0,,3,,8,,17,,,-,4,,20,,183,,323,,,-,0,,1,,,-,11,,"IDAHO
(43.680635, -114.364237)",
RHODE ISLAND,2015,44,,-,0,,1,,2,,,-,,-,0,,5,,19,,90,,,-,0,,3,,13,,21,,"RHODE ISLAND
(41.707447, -71.522488)",
ILLINOIS,2015,44,3,,3,,27,,307,,120,,,-,12,,32,,477,,561,,,-,0,,18,,92,,39,,"ILLINOIS
(40.477092, -88.993221)",
CONNECTICUT,2015,44,,-,0,,2,,3,,,-,,-,1,,7,,57,,64,,5,,3,,12,,145,,162,,"CONNECTICUT
(41.544654, -72.651713)",
MARYLAND,2015,44,,-,0,,5,,16,,2,,,-,2,,10,,99,,158,,,-,4,,14,,189,,306,,"MARYLAND
(39.290443, -76.612333)",
NEW JERSEY,2015,44,,-,0,,3,,19,,33,,,-,8,,15,,297,,295,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
ARKANSAS,2015,44,,-,0,,1,,6,,1,,1,,1,,7,,43,,242,,,-,1,,7,,65,,144,,"ARKANSAS
(34.748745, -92.275105)",
IOWA,2015,44,2,,0,,8,,36,,4,,,-,3,,10,,105,,171,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
MAINE,2015,44,,-,0,,0,,,-,,-,6,,4,,35,,222,,356,,,-,0,,2,,24,,40,,"MAINE
(45.252223, -68.986647)",
ARIZONA,2015,44,,-,0,,2,,2,,9,,3,,12,,29,,519,,397,,,N,0,,0,,,N,,N,"ARIZONA
(34.869712, -111.760902)",
UTAH,2015,44,,-,0,,1,,,-,1,,,-,9,,24,,364,,826,,,-,0,,3,,17,,22,,"UTAH
(39.359772, -111.584173)",
NEW HAMPSHIRE,2015,44,,-,0,,1,,2,,2,,,-,1,,4,,25,,71,,,-,0,,2,,17,,19,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
KENTUCKY,2015,44,,-,0,,3,,4,,2,,1,,2,,9,,112,,262,,1,,0,,2,,11,,8,,"KENTUCKY
(37.64591, -84.774043)",
FLORIDA,2015,44,,-,0,,1,,11,,1,,3,,7,,14,,291,,662,,,-,0,,51,,67,,94,,"FLORIDA
(28.915325, -81.922409)",
CALIFORNIA,2015,44,,-,0,,4,,14,,18,,1,,67,,143,,2487,,7656,,,-,4,,37,,294,,208,,"CALIFORNIA
(37.640735, -121.002435)",
UNITED STATES,2015,45,5,,15,,51,,708,,1087,,120,,378,,853,,15798,,27327,,17,,74,,151,,3075,,3702,,,
NEW ENGLAND,2015,45,,-,0,,3,,14,,7,,,-,13,,55,,513,,860,,1,,5,,13,,220,,300,,,
MID. ATLANTIC,2015,45,3,,3,,11,,148,,162,,22,,40,,98,,1827,,1654,,7,,12,,25,,575,,690,,,
NEW YORK CITY,2015,45,,-,1,,10,,96,,111,,,-,5,,21,,314,,100,,,-,0,,0,,,-,12,,"NEW YORK CITY
",
E.N. CENTRAL,2015,45,2,,6,,31,,356,,764,,27,,48,,192,,2110,,4482,,,-,1,,18,,154,,108,,,
W.N. CENTRAL,2015,45,,-,0,,9,,48,,26,,,-,24,,105,,1340,,2098,,,-,3,,9,,147,,125,,,
S. ATLANTIC,2015,45,,-,1,,5,,65,,42,,7,,30,,96,,1392,,2571,,2,,12,,56,,594,,997,,,
DIST. OF COL.,2015,45,,-,0,,0,,,-,16,,1,,0,,2,,10,,20,,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,45,,-,0,,3,,9,,8,,3,,10,,28,,425,,844,,,-,2,,6,,95,,78,,,
W.S. CENTRAL,2015,45,,-,0,,6,,28,,15,,21,,34,,186,,1389,,2548,,7,,22,,108,,942,,1063,,,
MOUNTAIN,2015,45,,-,0,,6,,17,,34,,24,,57,,88,,2372,,3591,,,-,0,,3,,32,,116,,,
PACIFIC,2015,45,,-,0,,4,,23,,29,,16,,112,,275,,4430,,8679,,,-,4,,37,,316,,225,,,
AMER. SAMOA,2015,45,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,U,,-,,-,,U,,U,"AMER. SAMOA
",
C.N.M.I.,2015,45,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,45,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
MISSISSIPPI,2015,45,,-,0,,1,,1,,,-,,-,0,,2,,15,,62,,,-,0,,2,,4,,1,,"MISSISSIPPI
(32.738663, -89.537312)",
MONTANA,2015,45,,-,0,,1,,1,,,-,,-,5,,27,,229,,375,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
ALABAMA,2015,45,,-,0,,1,,1,,2,,1,,3,,9,,133,,250,,,-,2,,6,,80,,69,,"ALABAMA
(32.839182, -86.631125)",
KANSAS,2015,45,,-,0,,1,,,-,1,,,-,8,,23,,366,,364,,,-,1,,6,,91,,62,,"KANSAS
(38.345528, -98.201847)",
COLORADO,2015,45,,-,0,,3,,5,,2,,22,,18,,31,,806,,1133,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
MINNESOTA,2015,45,,-,0,,2,,4,,14,,,-,7,,24,,283,,791,,,-,0,,0,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
NEW JERSEY,2015,45,,-,0,,3,,19,,33,,,-,7,,15,,297,,304,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
VIRGINIA,2015,45,,-,0,,5,,31,,17,,,-,5,,39,,268,,414,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
NEW YORK,2015,45,3,,0,,3,,22,,9,,16,,12,,57,,484,,636,,7,,7,,14,,325,,330,,"NEW YORK
(42.826892, -75.544286)",
ARKANSAS,2015,45,,-,0,,1,,6,,1,,1,,1,,7,,44,,247,,,-,1,,7,,65,,144,,"ARKANSAS
(34.748745, -92.275105)",
ARIZONA,2015,45,,-,0,,2,,2,,9,,1,,12,,29,,522,,405,,,N,0,,0,,,N,,N,"ARIZONA
(34.869712, -111.760902)",
LOUISIANA,2015,45,,-,0,,1,,2,,1,,,-,1,,4,,44,,85,,,-,0,,0,,,-,5,,"LOUISIANA
(31.2931, -92.463284)",
MARYLAND,2015,45,,-,0,,5,,16,,2,,2,,2,,10,,103,,159,,,-,4,,14,,189,,314,,"MARYLAND
(39.290443, -76.612333)",
WEST VIRGINIA,2015,45,,-,0,,1,,1,,,-,,-,1,,6,,60,,16,,2,,0,,4,,34,,36,,"WEST VIRGINIA
(38.668501, -80.709421)",
FLORIDA,2015,45,,-,0,,1,,11,,1,,2,,7,,14,,293,,668,,,-,0,,51,,70,,94,,"FLORIDA
(28.915325, -81.922409)",
TEXAS,2015,45,,-,0,,5,,19,,11,,20,,31,,159,,1264,,2111,,7,,19,,108,,798,,825,,"TEXAS
(31.827233, -99.423022)",
OHIO,2015,45,1,,0,,6,,19,,541,,24,,13,,53,,643,,1250,,,-,0,,5,,32,,23,,"OHIO
(40.056807, -82.405897)",
NEW MEXICO,2015,45,,-,0,,1,,1,,1,,,-,3,,17,,155,,322,,,-,0,,1,,9,,12,,"NEW MEXICO
(34.520396, -106.244402)",
WASHINGTON,2015,45,,-,0,,4,,4,,4,,13,,20,,123,,1254,,388,,,-,0,,15,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
RHODE ISLAND,2015,45,,-,0,,1,,2,,,-,,-,0,,5,,19,,90,,,-,0,,3,,13,,21,,"RHODE ISLAND
(41.707447, -71.522488)",
UTAH,2015,45,,-,0,,1,,,-,1,,1,,9,,24,,369,,838,,,-,0,,3,,17,,22,,"UTAH
(39.359772, -111.584173)",
DELAWARE,2015,45,,-,0,,1,,2,,,-,,-,0,,2,,10,,203,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
CALIFORNIA,2015,45,,-,0,,4,,15,,22,,3,,66,,143,,2508,,7772,,,-,4,,37,,294,,210,,"CALIFORNIA
(37.640735, -121.002435)",
MASSACHUSETTS,2015,45,,-,0,,2,,5,,5,,,-,4,,16,,174,,223,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
NEBRASKA,2015,45,,-,0,,1,,2,,,-,,-,5,,74,,496,,195,,,-,0,,5,,28,,19,,"NEBRASKA
(41.640503, -99.367122)",
WYOMING,2015,45,,-,0,,0,,,-,,-,,-,0,,4,,18,,62,,,-,0,,0,,,-,59,,"WYOMING
(43.23558, -108.110518)",
HAWAII,2015,45,,-,0,,1,,2,,1,,,-,1,,4,,38,,37,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
SOUTH DAKOTA,2015,45,,-,0,,0,,,-,,-,,-,0,,1,,6,,105,,,-,0,,2,,28,,20,,"SOUTH DAKOTA
(44.35371, -100.373709)",
OKLAHOMA,2015,45,,-,0,,2,,1,,2,,,-,0,,20,,37,,105,,,-,1,,23,,79,,89,,"OKLAHOMA
(35.468494, -97.521264)",
PENNSYLVANIA,2015,45,,-,0,,5,,11,,9,,6,,17,,38,,732,,614,,,-,5,,16,,250,,348,,"PENNSYLVANIA
(40.789676, -77.858055)",
CONNECTICUT,2015,45,,-,0,,2,,4,,,-,,-,1,,7,,57,,65,,1,,3,,12,,146,,167,,"CONNECTICUT
(41.544654, -72.651713)",
NEW HAMPSHIRE,2015,45,,-,0,,1,,2,,2,,,-,1,,3,,26,,75,,,-,0,,2,,19,,19,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
VERMONT,2015,45,,-,0,,1,,1,,,-,,-,0,,4,,15,,41,,,-,0,,2,,18,,52,,"VERMONT
(43.622479, -72.51927)",
SOUTH CAROLINA,2015,45,,-,0,,0,,,-,2,,1,,3,,17,,140,,142,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(34.009286, -81.037094)",
PUERTO RICO,2015,45,,-,0,,1,,4,,,-,,-,0,,2,,10,,15,,,-,0,,2,,11,,35,,"PUERTO RICO
(18.215692, -66.414655)",
TENNESSEE,2015,45,,-,0,,2,,3,,4,,1,,3,,16,,163,,266,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
INDIANA,2015,45,,-,0,,1,,4,,24,,,-,4,,15,,164,,421,,,-,0,,0,,,-,4,,"INDIANA
(39.76845, -86.156212)",
MISSOURI,2015,45,,-,0,,1,,1,,6,,,-,0,,26,,50,,429,,,-,0,,2,,,-,24,,"MISSOURI
(38.636168, -92.566292)",
WISCONSIN,2015,45,,-,0,,6,,21,,65,,1,,10,,71,,424,,1173,,,N,0,,0,,,N,,N,"WISCONSIN
(44.395526, -89.834513)",
NORTH DAKOTA,2015,45,,-,0,,1,,,-,,-,,-,0,,5,,32,,37,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
MAINE,2015,45,,-,0,,0,,,-,,-,,-,4,,35,,222,,366,,,-,0,,2,,24,,41,,"MAINE
(45.252223, -68.986647)",
KENTUCKY,2015,45,,-,0,,3,,4,,2,,1,,2,,9,,114,,266,,,-,0,,2,,11,,8,,"KENTUCKY
(37.64591, -84.774043)",
OREGON,2015,45,,-,0,,1,,2,,1,,,-,10,,27,,530,,357,,,-,0,,5,,19,,12,,"OREGON
(44.567912, -120.156945)",
IOWA,2015,45,,-,0,,8,,41,,5,,,-,2,,10,,107,,177,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
GEORGIA,2015,45,,-,0,,0,,,-,2,,,-,4,,12,,180,,372,,,-,0,,7,,,-,237,,"GEORGIA
(32.836038, -83.631709)",
IDAHO,2015,45,,-,0,,3,,8,,19,,,-,4,,20,,183,,328,,,-,0,,1,,,-,11,,"IDAHO
(43.680635, -114.364237)",
NORTH CAROLINA,2015,45,,-,0,,1,,4,,2,,1,,6,,76,,328,,577,,,-,7,,12,,301,,316,,"NORTH CAROLINA
(35.47995, -79.180571)",
ILLINOIS,2015,45,1,,4,,27,,310,,120,,,-,12,,32,,485,,590,,,-,1,,18,,95,,40,,"ILLINOIS
(40.477092, -88.993221)",
ALASKA,2015,45,,-,0,,0,,,-,1,,,-,2,,12,,100,,125,,,-,0,,1,,3,,3,,"ALASKA
(64.836661, -147.738891)",
GUAM,2015,45,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
MICHIGAN,2015,45,,-,0,,3,,2,,14,,2,,10,,73,,394,,1048,,,-,0,,4,,27,,41,,"MICHIGAN
(44.66399, -84.711206)",
NEVADA,2015,45,,-,0,,0,,,-,2,,,-,2,,8,,90,,128,,,-,0,,2,,6,,12,,"NEVADA
(39.491833, -117.070159)",
UNITED STATES,2015,46,4,,16,,56,,758,,1098,,124,,375,,853,,16046,,27980,,26,,74,,151,,3115,,3757,,,
NEW ENGLAND,2015,46,,-,0,,3,,15,,8,,,-,12,,55,,533,,888,,3,,5,,13,,223,,306,,,
MID. ATLANTIC,2015,46,1,,3,,11,,153,,162,,26,,39,,98,,1866,,1695,,6,,12,,25,,581,,696,,,
