Reporting Area,MMWR Year,MMWR Week,"Lyme disease, Current week","Lyme disease, Current week, flag","Lyme disease, Previous 52 weeks Med","Lyme disease, Previous 52 weeks Med, flag","Lyme disease, Previous 52 weeks Max","Lyme disease, Previous 52 weeks Max, flag","Lyme disease, Cum 2014","Lyme disease, Cum 2014, flag","Lyme disease, Cum 2013","Lyme disease, Cum 2013, flag","Malaria, Current week","Malaria, Current week, flag","Malaria, Previous 52 weeks Med","Malaria, Previous 52 weeks Med, flag","Malaria, Previous 52 weeks Max","Malaria, Previous 52 weeks Max, flag","Malaria, Cum 2014","Malaria, Cum 2014, flag","Malaria, Cum 2013","Malaria, Cum 2013, flag","Meningococcal disease, invasive, All serogroups, Current week","Meningococcal disease, invasive†, All serogroups, Current week, flag","Meningococcal disease, invasive†, All serogroups, Previous 52 weeks Med","Meningococcal disease, invasive†, All serogroups, Previous 52 weeks Med, flag","Meningococcal disease, invasive†, All serogroups, Previous 52 weeks Max","Meningococcal disease, invasive†, All serogroups, Previous 52 weeks Max, flag","Meningococcal disease, invasive†, All serogroups, Cum 2014","Meningococcal disease, invasive†, All serogroups, Cum 2014, flag","Meningococcal disease, invasive†, All serogroups, Cum 2013","Meningococcal disease, invasive†, All serogroups, Cum 2013, flag",Location 1,Location 2
PACIFIC,2014,15,2,,3,,10,,12,,29,,,-,3,,10,,25,,20,,1,,2,,7,,45,,63,,,
ALASKA,2014,15,1,,0,,2,,1,,1,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,
CALIFORNIA,2014,15,,-,1,,8,,,-,18,,,-,2,,9,,16,,15,,1,,2,,6,,27,,52,,,
HAWAII,2014,15,,N,0,,0,,,N,,N,,-,0,,0,,,-,1,,,-,0,,1,,1,,1,,,
OREGON,2014,15,1,,1,,3,,11,,9,,,-,0,,1,,,-,,-,,-,0,,3,,11,,5,,,
WASHINGTON,2014,15,,-,0,,4,,,-,1,,,-,0,,3,,9,,4,,,-,0,,5,,6,,5,,,
AMER. SAMOA,2014,15,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,
C.N.M.I.,2014,15,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,
GUAM,2014,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
PUERTO RICO,2014,15,,N,0,,0,,,N,,N,,-,0,,1,,1,,,-,,-,0,,1,,1,,,-,,
VIRGIN ISL.,2014,15,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
UNITED STATES,2014,16,76,,430,,2466,,1532,,3231,,12,,27,,53,,260,,318,,,-,9,,22,,156,,238,,,
NEW ENGLAND,2014,16,,-,130,,932,,301,,942,,1,,2,,9,,14,,19,,,-,0,,3,,5,,8,,,
MID. ATLANTIC,2014,16,50,,185,,1001,,914,,1515,,1,,8,,21,,70,,68,,,-,1,,7,,11,,28,,,
E.N. CENTRAL,2014,16,1,,21,,236,,60,,99,,2,,3,,8,,20,,33,,,-,1,,4,,16,,25,,,
W.N. CENTRAL,2014,16,,-,14,,208,,6,,81,,,-,1,,7,,15,,21,,,-,0,,3,,9,,21,,,
S. ATLANTIC,2014,16,23,,54,,307,,223,,525,,5,,7,,17,,82,,101,,,-,1,,6,,37,,51,,,
E.S. CENTRAL,2014,16,1,,1,,9,,6,,11,,2,,1,,4,,11,,8,,,-,0,,2,,5,,4,,,
W.S. CENTRAL,2014,16,,-,1,,12,,,-,17,,,-,1,,18,,14,,23,,,-,1,,5,,14,,17,,,
MOUNTAIN,2014,16,,-,1,,9,,7,,10,,1,,1,,6,,6,,22,,,-,1,,3,,11,,17,,,
PACIFIC,2014,16,1,,3,,10,,15,,31,,,-,3,,10,,28,,23,,,-,2,,7,,48,,67,,,
NEW YORK CITY,2014,16,2,,3,,40,,33,,12,,1,,4,,13,,42,,28,,,-,0,,2,,4,,5,,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
WASHINGTON,2014,16,,-,0,,4,,,-,1,,,-,0,,3,,9,,4,,,-,0,,5,,6,,7,,"WASHINGTON
(47.522287905000496, -120.47002746299972)",
ARKANSAS,2014,16,,-,0,,0,,,-,,-,,-,0,,1,,2,,1,,,-,0,,1,,1,,2,,"ARKANSAS
(34.748651751000466, -92.27448794899965)",
MONTANA,2014,16,,-,0,,3,,2,,2,,,-,0,,0,,,-,,-,,-,0,,1,,2,,,-,"MONTANA
(47.066526051000494, -109.42441687999968)",
OKLAHOMA,2014,16,,-,0,,1,,,-,,-,,-,0,,3,,,-,2,,,-,0,,2,,2,,1,,"OKLAHOMA
(35.472034350000456, -97.52106845499969)",
WISCONSIN,2014,16,1,,16,,196,,42,,66,,,-,0,,1,,,-,4,,,-,0,,1,,1,,9,,"WISCONSIN
(44.3931903350005, -89.81636715299965)",
DELAWARE,2014,16,4,,7,,24,,54,,104,,,-,0,,2,,1,,,-,,-,0,,1,,1,,1,,"DELAWARE
(39.00883351400046, -75.57773943699965)",
KENTUCKY,2014,16,,-,0,,9,,2,,5,,1,,0,,1,,3,,3,,,-,0,,1,,1,,1,,"KENTUCKY
(37.645973909000475, -84.77496612599964)",
IDAHO,2014,16,,-,0,,2,,2,,5,,,-,0,,1,,,-,1,,,-,0,,1,,1,,2,,"IDAHO
(43.682630058000484, -114.3637261449997)",
CALIFORNIA,2014,16,,-,1,,8,,,-,19,,,-,2,,9,,19,,17,,,-,2,,6,,30,,54,,"CALIFORNIA
(37.638640488000476, -120.99999889499969)",
MISSISSIPPI,2014,16,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,2,,"MISSISSIPPI
(32.74551123200047, -89.53802764499966)",
MINNESOTA,2014,16,,-,13,,183,,2,,72,,,-,0,,5,,1,,12,,,-,0,,2,,2,,7,,"MINNESOTA
(46.35564867700049, -94.79419697699967)",
MAINE,2014,16,,-,15,,102,,60,,79,,1,,0,,2,,3,,,-,,-,0,,1,,,-,1,,"MAINE
(45.254228663000504, -68.98502952999962)",
MISSOURI,2014,16,,-,0,,3,,,-,2,,,-,0,,1,,4,,1,,,-,0,,2,,2,,5,,"MISSOURI
(38.63579372300046, -92.56629737199967)",
PUERTO RICO,2014,16,,N,0,,0,,,N,,N,,-,0,,1,,1,,,-,,-,0,,1,,1,,,-,"PUERTO RICO
(26.649497232000442, -98.34556876399967)",
TENNESSEE,2014,16,1,,0,,4,,4,,2,,,-,0,,3,,5,,4,,,-,0,,1,,3,,1,,"TENNESSEE
(35.680943063000484, -85.77448642199965)",
OREGON,2014,16,,-,1,,4,,13,,10,,,-,0,,1,,,-,,-,,-,0,,3,,11,,5,,"OREGON
(44.567446178000466, -120.15502977999972)",
CONNECTICUT,2014,16,,-,30,,252,,14,,331,,,-,0,,3,,,-,5,,,-,0,,1,,1,,2,,"CONNECTICUT
(41.56266394200048, -72.64983753699966)",
HAWAII,2014,16,,N,0,,0,,,N,,N,,-,0,,0,,,-,1,,,-,0,,1,,1,,1,,"HAWAII
(21.30485166200043, -157.85774691599974)",
NORTH CAROLINA,2014,16,,-,0,,32,,10,,13,,,-,0,,5,,3,,8,,,-,0,,3,,11,,7,,"NORTH CAROLINA
(35.46622388600048, -79.15924924699965)",
AMER. SAMOA,2014,16,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
(39.52368635500045, -99.11415045099966)",
NEW JERSEY,2014,16,,-,37,,224,,179,,623,,,-,1,,5,,5,,17,,,-,0,,2,,2,,6,,"NEW JERSEY
(40.1305700530005, -74.27368565099965)",
COLORADO,2014,16,,-,0,,0,,,-,,-,1,,0,,3,,1,,8,,,-,0,,1,,1,,4,,"COLORADO
(38.84384047000049, -106.13360888799969)",
MICHIGAN,2014,16,,-,2,,16,,7,,5,,1,,0,,2,,5,,7,,,-,0,,1,,2,,2,,"MICHIGAN
(44.66131575600048, -84.71438724399968)",
FLORIDA,2014,16,4,,2,,14,,17,,19,,2,,1,,3,,10,,19,,,-,1,,3,,14,,29,,"FLORIDA
(28.932042899000464, -81.92895558499964)",
TEXAS,2014,16,,-,1,,12,,,-,17,,,-,1,,18,,12,,18,,,-,0,,5,,8,,12,,"TEXAS
(31.827243635000457, -99.4267664729997)",
VIRGINIA,2014,16,13,,19,,266,,59,,92,,,-,1,,6,,14,,14,,,-,0,,1,,2,,4,,"VIRGINIA
(37.54268075100049, -78.45788924199968)",
LOUISIANA,2014,16,,-,0,,0,,,-,,-,,-,0,,1,,,-,2,,,-,0,,1,,3,,2,,"LOUISIANA
(31.312662564000448, -92.44567554599968)",
UTAH,2014,16,,-,0,,3,,1,,,-,,-,0,,2,,1,,1,,,-,0,,2,,1,,2,,"UTAH
(39.36070374600047, -111.5871285339997)",
SOUTH DAKOTA,2014,16,,-,0,,1,,,-,,-,,-,0,,3,,,-,1,,,-,0,,1,,2,,3,,"SOUTH DAKOTA
(44.35313342000046, -100.37352811899967)",
OHIO,2014,16,,-,1,,7,,8,,14,,1,,1,,3,,9,,6,,,-,0,,2,,5,,4,,"OHIO
(40.06021029700048, -82.40425685299965)",
WEST VIRGINIA,2014,16,,-,2,,23,,10,,21,,,-,0,,1,,,-,,-,,-,0,,0,,,-,2,,"WEST VIRGINIA
(38.665511497000466, -80.71263935099967)",
VIRGIN ISL.,2014,16,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
(39.52368635500045, -99.11415045099966)",
NEW MEXICO,2014,16,,-,0,,3,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,1,,,-,"NEW MEXICO
(34.52088247800049, -106.24057768899968)",
WYOMING,2014,16,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,"WYOMING
(43.23554147100049, -108.10982744299969)",
MARYLAND,2014,16,2,,18,,80,,72,,265,,,-,2,,10,,37,,39,,,-,0,,1,,3,,2,,"MARYLAND
(39.2905806980005, -76.60925970899967)",
IOWA,2014,16,,-,1,,27,,1,,5,,,-,0,,2,,4,,3,,,-,0,,1,,1,,,-,"IOWA
(42.469404401000475, -93.81648936699969)",
NEBRASKA,2014,16,,-,0,,3,,3,,,-,,-,0,,2,,1,,1,,,-,0,,1,,,-,3,,"NEBRASKA
(41.64104043900045, -99.36571864599966)",
RHODE ISLAND,2014,16,,-,9,,54,,36,,44,,,-,0,,8,,2,,,-,,-,0,,1,,1,,1,,"RHODE ISLAND
(41.70828281900049, -71.52246918099962)",
NEW HAMPSHIRE,2014,16,,-,4,,91,,1,,83,,,-,0,,2,,2,,2,,,-,0,,1,,,-,1,,"NEW HAMPSHIRE
(43.6559537330005, -71.50035726399966)",
KANSAS,2014,16,,-,0,,4,,,-,2,,,-,0,,2,,4,,2,,,-,0,,1,,1,,2,,"KANSAS
(38.34774033400049, -98.20077655499966)",
DIST. OF COL.,2014,16,,N,0,,0,,,N,,N,,-,0,,1,,,-,6,,,-,0,,1,,,-,1,,"DIST. OF COL.
(39.52368635500045, -99.11415045099966)",
NORTH DAKOTA,2014,16,,-,0,,6,,,-,,-,,-,0,,1,,1,,1,,,-,0,,1,,1,,1,,"NORTH DAKOTA
(47.47531738700047, -100.11842599699969)",
C.N.M.I.,2014,16,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
(39.52368635500045, -99.11415045099966)",
NEVADA,2014,16,,-,0,,1,,1,,,-,,-,0,,1,,,-,3,,,-,0,,1,,2,,1,,"NEVADA
(39.49324126500045, -117.07183978499972)",
MASSACHUSETTS,2014,16,,-,58,,484,,152,,368,,,-,1,,4,,7,,12,,,-,0,,3,,3,,3,,"MASSACHUSETTS
(42.27687306500047, -72.08268985899963)",
VERMONT,2014,16,,-,8,,103,,38,,37,,,-,0,,3,,,-,,-,,-,0,,1,,,-,,-,"VERMONT
(43.62538292400046, -72.51763944499965)",
ALASKA,2014,16,1,,0,,2,,2,,1,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"ALASKA
(64.84507923900048, -147.72205669099972)",
NEW YORK,2014,16,16,,41,,244,,192,,155,,,-,1,,5,,11,,13,,,-,0,,3,,1,,9,,"NEW YORK
(42.82700023900048, -75.54396639699968)",
SOUTH CAROLINA,2014,16,,-,0,,5,,1,,2,,,-,0,,2,,2,,1,,,-,0,,1,,1,,1,,"SOUTH CAROLINA
(33.99882060100049, -81.04536765699964)",
ALABAMA,2014,16,,-,0,,3,,,-,4,,1,,0,,1,,3,,1,,,-,0,,1,,1,,,-,"ALABAMA
(32.84057327200048, -86.63185803899967)",
ARIZONA,2014,16,,-,0,,3,,1,,3,,,-,0,,3,,4,,9,,,-,0,,2,,3,,7,,"ARIZONA
(34.865973091000455, -111.76380949799972)",
GUAM,2014,16,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.355173397000442, 144.70297250000056)",
ILLINOIS,2014,16,,-,1,,30,,3,,7,,,-,1,,5,,2,,10,,,-,0,,2,,7,,3,,"ILLINOIS
(40.48501278700047, -88.99770813999965)",
PENNSYLVANIA,2014,16,32,,80,,544,,510,,725,,,-,1,,5,,12,,10,,,-,0,,3,,4,,8,,"PENNSYLVANIA
(40.79373106100047, -77.86069775999965)",
GEORGIA,2014,16,,-,0,,2,,,-,9,,3,,1,,5,,15,,14,,,-,0,,2,,5,,4,,"GEORGIA
(32.83968004200045, -83.62757601199968)",
INDIANA,2014,16,,-,1,,14,,,-,7,,,-,0,,2,,4,,6,,,-,0,,1,,1,,7,,"INDIANA
(39.76691364600049, -86.14995579899966)",
UNITED STATES,2014,17,489,,430,,2464,,2100,,3502,,2,,27,,53,,269,,340,,4,,8,,22,,162,,249,,,
NEW ENGLAND,2014,17,,-,130,,930,,361,,1035,,,-,2,,9,,16,,23,,,-,0,,3,,6,,8,,,
MID. ATLANTIC,2014,17,469,,185,,1001,,1386,,1633,,1,,8,,21,,71,,75,,2,,1,,4,,13,,32,,,
E.N. CENTRAL,2014,17,1,,21,,236,,68,,106,,,-,3,,8,,23,,35,,,-,1,,4,,17,,27,,,
W.N. CENTRAL,2014,17,,-,14,,206,,8,,95,,,-,1,,7,,16,,23,,,-,0,,3,,9,,21,,,
S. ATLANTIC,2014,17,18,,54,,307,,248,,559,,1,,7,,17,,83,,107,,,-,1,,6,,37,,52,,,
E.S. CENTRAL,2014,17,,-,1,,9,,7,,14,,,-,1,,4,,11,,8,,,-,0,,2,,5,,4,,,
W.S. CENTRAL,2014,17,,-,1,,12,,,-,17,,,-,1,,18,,14,,24,,2,,1,,5,,16,,19,,,
MOUNTAIN,2014,17,1,,1,,9,,7,,10,,,-,1,,6,,7,,22,,,-,0,,3,,11,,18,,,
PACIFIC,2014,17,,-,3,,10,,15,,33,,,-,3,,10,,28,,23,,,-,2,,7,,48,,68,,,
RHODE ISLAND,2014,17,,-,9,,54,,39,,56,,,-,0,,8,,2,,,-,,-,0,,1,,1,,1,,"RHODE ISLAND
(41.70828281900049, -71.52246918099962)",
ALASKA,2014,17,,-,0,,2,,2,,1,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"ALASKA
(64.84507923900048, -147.72205669099972)",
NEBRASKA,2014,17,,-,0,,3,,3,,,-,,-,0,,2,,1,,1,,,-,0,,1,,,-,3,,"NEBRASKA
(41.64104043900045, -99.36571864599966)",
GUAM,2014,17,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.355173397000442, 144.70297250000056)",
SOUTH CAROLINA,2014,17,,-,1,,5,,2,,2,,,-,0,,2,,2,,2,,,-,0,,1,,1,,2,,"SOUTH CAROLINA
(33.99882060100049, -81.04536765699964)",
IDAHO,2014,17,1,,0,,2,,3,,5,,,-,0,,1,,,-,1,,,-,0,,1,,1,,2,,"IDAHO
(43.682630058000484, -114.3637261449997)",
MINNESOTA,2014,17,,-,13,,181,,3,,82,,,-,0,,5,,1,,13,,,-,0,,2,,2,,7,,"MINNESOTA
(46.35564867700049, -94.79419697699967)",
PENNSYLVANIA,2014,17,,-,80,,544,,510,,794,,,-,1,,5,,12,,11,,,-,0,,3,,4,,11,,"PENNSYLVANIA
(40.79373106100047, -77.86069775999965)",
TENNESSEE,2014,17,,-,0,,4,,5,,4,,,-,0,,3,,5,,4,,,-,0,,1,,3,,1,,"TENNESSEE
(35.680943063000484, -85.77448642199965)",
ARIZONA,2014,17,,-,0,,3,,1,,3,,,-,0,,3,,5,,9,,,-,0,,2,,3,,8,,"ARIZONA
(34.865973091000455, -111.76380949799972)",
INDIANA,2014,17,,-,1,,14,,,-,7,,,-,0,,2,,4,,6,,,-,0,,1,,1,,8,,"INDIANA
(39.76691364600049, -86.14995579899966)",
KENTUCKY,2014,17,,-,0,,9,,2,,6,,,-,0,,1,,3,,3,,,-,0,,1,,1,,1,,"KENTUCKY
(37.645973909000475, -84.77496612599964)",
PUERTO RICO,2014,17,,N,0,,0,,,N,,N,,-,0,,1,,1,,,-,,-,0,,1,,1,,,-,"PUERTO RICO
(26.649497232000442, -98.34556876399967)",
COLORADO,2014,17,,-,0,,0,,,-,,-,,-,0,,3,,1,,8,,,-,0,,1,,1,,4,,"COLORADO
(38.84384047000049, -106.13360888799969)",
MISSISSIPPI,2014,17,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,2,,"MISSISSIPPI
(32.74551123200047, -89.53802764499966)",
DELAWARE,2014,17,4,,7,,24,,61,,114,,,-,0,,2,,1,,,-,,-,0,,1,,1,,1,,"DELAWARE
(39.00883351400046, -75.57773943699965)",
CONNECTICUT,2014,17,,-,30,,252,,14,,360,,,-,0,,3,,,-,6,,,-,0,,1,,1,,2,,"CONNECTICUT
(41.56266394200048, -72.64983753699966)",
NORTH CAROLINA,2014,17,,-,0,,32,,10,,13,,,-,0,,5,,3,,8,,,-,0,,3,,11,,7,,"NORTH CAROLINA
(35.46622388600048, -79.15924924699965)",
WEST VIRGINIA,2014,17,,-,2,,23,,10,,24,,,-,0,,1,,,-,,-,,-,0,,0,,,-,2,,"WEST VIRGINIA
(38.665511497000466, -80.71263935099967)",
FLORIDA,2014,17,4,,2,,14,,21,,19,,,-,1,,3,,10,,21,,,-,1,,3,,14,,29,,"FLORIDA
(28.932042899000464, -81.92895558499964)",
CALIFORNIA,2014,17,,-,1,,8,,,-,20,,,-,2,,9,,19,,17,,,-,2,,6,,30,,55,,"CALIFORNIA
(37.638640488000476, -120.99999889499969)",
TEXAS,2014,17,,-,1,,12,,,-,17,,,-,1,,18,,12,,19,,2,,0,,5,,10,,12,,"TEXAS
(31.827243635000457, -99.4267664729997)",
NEVADA,2014,17,,-,0,,1,,1,,,-,,-,0,,1,,,-,3,,,-,0,,1,,2,,1,,"NEVADA
(39.49324126500045, -117.07183978499972)",
IOWA,2014,17,,-,1,,27,,1,,9,,,-,0,,2,,4,,3,,,-,0,,1,,1,,,-,"IOWA
(42.469404401000475, -93.81648936699969)",
VERMONT,2014,17,,-,8,,103,,38,,40,,,-,0,,3,,,-,,-,,-,0,,1,,,-,,-,"VERMONT
(43.62538292400046, -72.51763944499965)",
NEW HAMPSHIRE,2014,17,,-,3,,91,,1,,89,,,-,0,,2,,2,,3,,,-,0,,1,,,-,1,,"NEW HAMPSHIRE
(43.6559537330005, -71.50035726399966)",
SOUTH DAKOTA,2014,17,,-,0,,1,,,-,,-,,-,0,,3,,,-,1,,,-,0,,1,,2,,3,,"SOUTH DAKOTA
(44.35313342000046, -100.37352811899967)",
MAINE,2014,17,,-,15,,102,,66,,83,,,-,0,,2,,3,,,-,,-,0,,1,,,-,1,,"MAINE
(45.254228663000504, -68.98502952999962)",
MICHIGAN,2014,17,,-,2,,16,,9,,5,,,-,0,,2,,6,,7,,,-,0,,1,,2,,3,,"MICHIGAN
(44.66131575600048, -84.71438724399968)",
NEW MEXICO,2014,17,,-,0,,3,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,1,,,-,"NEW MEXICO
(34.52088247800049, -106.24057768899968)",
DIST. OF COL.,2014,17,,N,0,,0,,,N,,N,,-,0,,1,,,-,6,,,-,0,,1,,,-,1,,"DIST. OF COL.
(39.52368635500045, -99.11415045099966)",
AMER. SAMOA,2014,17,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
(39.52368635500045, -99.11415045099966)",
VIRGIN ISL.,2014,17,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
(39.52368635500045, -99.11415045099966)",
C.N.M.I.,2014,17,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
(39.52368635500045, -99.11415045099966)",
ILLINOIS,2014,17,,-,1,,30,,4,,8,,,-,1,,5,,4,,11,,,-,0,,2,,7,,3,,"ILLINOIS
(40.48501278700047, -88.99770813999965)",
MARYLAND,2014,17,4,,18,,80,,79,,279,,1,,2,,10,,38,,40,,,-,0,,1,,3,,2,,"MARYLAND
(39.2905806980005, -76.60925970899967)",
VIRGINIA,2014,17,6,,19,,266,,65,,99,,,-,1,,6,,14,,16,,,-,0,,1,,2,,4,,"VIRGINIA
(37.54268075100049, -78.45788924199968)",
ARKANSAS,2014,17,,-,0,,0,,,-,,-,,-,0,,1,,2,,1,,,-,0,,1,,1,,2,,"ARKANSAS
(34.748651751000466, -92.27448794899965)",
HAWAII,2014,17,,N,0,,0,,,N,,N,,-,0,,0,,,-,1,,,-,0,,1,,1,,1,,"HAWAII
(21.30485166200043, -157.85774691599974)",
MISSOURI,2014,17,,-,0,,3,,,-,2,,,-,0,,1,,4,,1,,,-,0,,2,,2,,5,,"MISSOURI
(38.63579372300046, -92.56629737199967)",
NEW YORK,2014,17,28,,41,,244,,223,,169,,1,,1,,5,,12,,14,,2,,0,,3,,3,,10,,"NEW YORK
(42.82700023900048, -75.54396639699968)",
UTAH,2014,17,,-,0,,3,,1,,,-,,-,0,,2,,1,,1,,,-,0,,2,,1,,2,,"UTAH
(39.36070374600047, -111.5871285339997)",
WISCONSIN,2014,17,,-,16,,196,,46,,72,,,-,0,,1,,,-,5,,,-,0,,1,,2,,9,,"WISCONSIN
(44.3931903350005, -89.81636715299965)",
GEORGIA,2014,17,,-,0,,1,,,-,9,,,-,1,,5,,15,,14,,,-,0,,2,,5,,4,,"GEORGIA
(32.83968004200045, -83.62757601199968)",
LOUISIANA,2014,17,,-,0,,0,,,-,,-,,-,0,,1,,,-,2,,,-,0,,1,,3,,2,,"LOUISIANA
(31.312662564000448, -92.44567554599968)",
OREGON,2014,17,,-,1,,4,,13,,11,,,-,0,,1,,,-,,-,,-,0,,3,,11,,5,,"OREGON
(44.567446178000466, -120.15502977999972)",
WASHINGTON,2014,17,,-,0,,4,,,-,1,,,-,0,,3,,9,,4,,,-,0,,5,,6,,7,,"WASHINGTON
(47.522287905000496, -120.47002746299972)",
WYOMING,2014,17,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,"WYOMING
(43.23554147100049, -108.10982744299969)",
KANSAS,2014,17,,-,0,,4,,1,,2,,,-,0,,2,,5,,3,,,-,0,,1,,1,,2,,"KANSAS
(38.34774033400049, -98.20077655499966)",
OHIO,2014,17,1,,1,,7,,9,,14,,,-,1,,3,,9,,6,,,-,0,,2,,5,,4,,"OHIO
(40.06021029700048, -82.40425685299965)",
OKLAHOMA,2014,17,,-,0,,1,,,-,,-,,-,0,,3,,,-,2,,,-,0,,2,,2,,3,,"OKLAHOMA
(35.472034350000456, -97.52106845499969)",
ALABAMA,2014,17,,-,0,,3,,,-,4,,,-,0,,1,,3,,1,,,-,0,,1,,1,,,-,"ALABAMA
(32.84057327200048, -86.63185803899967)",
NEW YORK CITY,2014,17,441,,3,,40,,474,,13,,,-,4,,13,,42,,30,,,-,0,,2,,4,,5,,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
MASSACHUSETTS,2014,17,,-,58,,484,,203,,407,,,-,1,,4,,9,,14,,,-,0,,3,,4,,3,,"MASSACHUSETTS
(42.27687306500047, -72.08268985899963)",
NORTH DAKOTA,2014,17,,-,0,,6,,,-,,-,,-,0,,1,,1,,1,,,-,0,,1,,1,,1,,"NORTH DAKOTA
(47.47531738700047, -100.11842599699969)",
NEW JERSEY,2014,17,,-,37,,224,,179,,657,,,-,1,,5,,5,,20,,,-,0,,2,,2,,6,,"NEW JERSEY
(40.1305700530005, -74.27368565099965)",
MONTANA,2014,17,,-,0,,3,,1,,2,,,-,0,,0,,,-,,-,,-,0,,1,,2,,,-,"MONTANA
(47.066526051000494, -109.42441687999968)",
UNITED STATES,2014,18,103,,458,,2494,,2453,,3888,,7,,27,,54,,289,,373,,8,,8,,21,,178,,261,,,
NEW ENGLAND,2014,18,6,,130,,930,,452,,1166,,,-,2,,9,,16,,28,,1,,0,,3,,8,,8,,,
MID. ATLANTIC,2014,18,77,,204,,1008,,1612,,1800,,3,,8,,21,,80,,88,,1,,1,,4,,14,,33,,,
E.N. CENTRAL,2014,18,,-,21,,236,,72,,124,,,-,3,,8,,24,,39,,,-,1,,4,,18,,28,,,
W.N. CENTRAL,2014,18,1,,16,,235,,9,,122,,,-,1,,7,,16,,23,,,-,0,,3,,10,,24,,,
S. ATLANTIC,2014,18,19,,54,,307,,274,,597,,3,,7,,17,,88,,112,,4,,1,,6,,42,,53,,,
E.S. CENTRAL,2014,18,,-,1,,9,,10,,15,,,-,1,,4,,11,,9,,,-,0,,2,,5,,5,,,
W.S. CENTRAL,2014,18,,-,1,,14,,,-,18,,,-,1,,20,,14,,24,,1,,1,,5,,18,,20,,,
MOUNTAIN,2014,18,,-,1,,9,,8,,10,,,-,1,,6,,9,,23,,,-,0,,3,,11,,21,,,
PACIFIC,2014,18,,-,3,,10,,16,,36,,1,,3,,10,,31,,27,,1,,2,,7,,52,,69,,,
DIST. OF COL.,2014,18,,N,0,,0,,,N,,N,,-,0,,1,,,-,6,,,-,0,,1,,,-,1,,"DIST. OF COL.
(39.52368635500045, -99.11415045099966)",
GEORGIA,2014,18,,-,0,,1,,,-,10,,,-,1,,5,,15,,14,,,-,0,,2,,6,,4,,"GEORGIA
(32.83968004200045, -83.62757601199968)",
NEW YORK,2014,18,30,,41,,244,,253,,193,,,-,1,,5,,12,,16,,1,,0,,3,,4,,10,,"NEW YORK
(42.82700023900048, -75.54396639699968)",
NEW JERSEY,2014,18,,-,48,,234,,280,,725,,,-,1,,6,,9,,23,,,-,0,,2,,2,,6,,"NEW JERSEY
(40.1305700530005, -74.27368565099965)",
ILLINOIS,2014,18,,-,1,,30,,4,,12,,,-,1,,5,,4,,12,,,-,0,,2,,7,,3,,"ILLINOIS
(40.48501278700047, -88.99770813999965)",
ALASKA,2014,18,,-,0,,2,,2,,1,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"ALASKA
(64.84507923900048, -147.72205669099972)",
PUERTO RICO,2014,18,,N,0,,0,,,N,,N,,-,0,,1,,1,,,-,,-,0,,1,,1,,,-,"PUERTO RICO
(26.649497232000442, -98.34556876399967)",
LOUISIANA,2014,18,,-,0,,0,,,-,,-,,-,0,,1,,,-,2,,,-,0,,1,,3,,2,,"LOUISIANA
(31.312662564000448, -92.44567554599968)",
OHIO,2014,18,,-,1,,7,,9,,14,,,-,1,,3,,9,,8,,,-,0,,2,,5,,4,,"OHIO
(40.06021029700048, -82.40425685299965)",
ALABAMA,2014,18,,-,0,,3,,1,,5,,,-,0,,1,,3,,1,,,-,0,,1,,1,,1,,"ALABAMA
(32.84057327200048, -86.63185803899967)",
