Reporting Area,MMWR Year,MMWR Week,"Invasive Pneumococcal disease, All ages, Current week","Invasive Pneumococcal disease§, All ages, Current week, flag","Invasive Pneumococcal disease§, All ages, Previous 52 weeks Med","Invasive Pneumococcal disease§, All ages, Previous 52 weeks Med, flag","Invasive Pneumococcal disease§, All ages, Previous 52 weeks Max","Invasive Pneumococcal disease§, All ages, Previous 52 weeks Max, flag","Invasive Pneumococcal disease§, All ages, Cum 2016","Invasive Pneumococcal disease§, All ages, Cum 2016, flag","Invasive Pneumococcal disease§, All ages, Cum 2015","Invasive Pneumococcal disease§, All ages, Cum 2015, flag","Invasive Pneumococcal disease§, Age LT 5, Current week","Invasive Pneumococcal disease§, Age LT 5, Current week, flag","Invasive Pneumococcal disease§, Age LT 5, Previous 52 weeks Med","Invasive Pneumococcal disease§, Age LT 5, Previous 52 weeks Med, flag","Invasive Pneumococcal disease§, Age LT 5, Previous 52 weeks Max","Invasive Pneumococcal disease§, Age LT 5, Previous 52 weeks Max, flag","Invasive Pneumococcal disease§, Age LT 5, Cum 2016","Invasive Pneumococcal disease§, Age LT 5, Cum 2016, flag","Invasive Pneumococcal disease§, Age LT 5, Cum 2015","Invasive Pneumococcal disease§, Age LT 5, Cum 2015, flag","Legionellosis, Current week","Legionellosis, Current week, flag","Legionellosis, Previous 52 weeks Med","Legionellosis, Previous 52 weeks Med, flag","Legionellosis, Previous 52 weeks Max","Legionellosis, Previous 52 weeks Max, flag","Legionellosis, Cum 2016","Legionellosis, Cum 2016, flag","Legionellosis, Cum 2015","Legionellosis, Cum 2015, flag",Location 1,Location 2
PUERTO RICO,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,5,,11,,"PUERTO RICO
(18.215692, -66.414655)",
OKLAHOMA,2016,32,,N,0,,0,,,N,,N,,-,0,,2,,8,,10,,,-,0,,10,,2,,25,,"OKLAHOMA
(35.468494, -97.521264)",
MAINE,2016,32,2,,2,,9,,86,,94,,,-,0,,2,,6,,3,,,-,0,,2,,9,,8,,"MAINE
(45.252223, -68.986647)",
NEVADA,2016,32,,-,2,,10,,56,,113,,,-,0,,1,,4,,8,,,-,0,,2,,2,,17,,"NEVADA
(39.491833, -117.070159)",
WASHINGTON,2016,32,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,56,,23,,,-,"WASHINGTON
(47.517368, -120.467672)",
WISCONSIN,2016,32,1,,7,,25,,272,,269,,,-,0,,2,,15,,18,,,-,1,,7,,11,,46,,"WISCONSIN
(44.395526, -89.834513)",
RHODE ISLAND,2016,32,,-,0,,7,,38,,44,,,-,0,,1,,2,,1,,,-,0,,6,,10,,8,,"RHODE ISLAND
(41.707447, -71.522488)",
ARKANSAS,2016,32,1,,5,,24,,165,,199,,,-,0,,3,,13,,16,,1,,0,,4,,20,,25,,"ARKANSAS
(34.748745, -92.275105)",
ALABAMA,2016,32,,-,6,,18,,213,,176,,,-,0,,5,,17,,19,,1,,1,,3,,25,,41,,"ALABAMA
(32.839182, -86.631125)",
MINNESOTA,2016,32,,-,0,,19,,,-,331,,,-,0,,2,,,-,24,,1,,1,,7,,39,,26,,"MINNESOTA
(46.357661, -94.793397)",
WEST VIRGINIA,2016,32,,-,4,,15,,163,,148,,,-,0,,2,,7,,9,,,-,0,,3,,6,,19,,"WEST VIRGINIA
(38.668501, -80.709421)",
PENNSYLVANIA,2016,32,3,,9,,24,,353,,311,,1,,0,,3,,,N,,N,5,,6,,23,,162,,213,,"PENNSYLVANIA
(40.789676, -77.858055)",
INDIANA,2016,32,,-,11,,30,,344,,383,,,-,0,,3,,6,,23,,1,,2,,11,,49,,111,,"INDIANA
(39.76845, -86.156212)",
NEBRASKA,2016,32,2,,3,,8,,124,,90,,,-,0,,2,,13,,5,,1,,0,,2,,6,,11,,"NEBRASKA
(41.640503, -99.367122)",
ARIZONA,2016,32,4,,10,,37,,517,,460,,,-,1,,4,,34,,31,,1,,1,,4,,43,,58,,"ARIZONA
(34.869712, -111.760902)",
SOUTH DAKOTA,2016,32,1,,2,,9,,89,,69,,,-,0,,0,,,-,,-,,-,0,,2,,,-,5,,"SOUTH DAKOTA
(44.35371, -100.373709)",
MISSISSIPPI,2016,32,4,,5,,12,,142,,138,,1,,0,,2,,12,,14,,,-,0,,3,,9,,28,,"MISSISSIPPI
(32.738663, -89.537312)",
LOUISIANA,2016,32,2,,6,,16,,226,,231,,,-,0,,3,,21,,15,,,-,0,,3,,7,,27,,"LOUISIANA
(31.2931, -92.463284)",
ILLINOIS,2016,32,,N,0,,0,,,N,,N,,-,0,,0,,,-,3,,,-,4,,48,,107,,131,,"ILLINOIS
(40.477092, -88.993221)",
UNITED STATES,2016,33,65,,295,,727,,9845,,10504,,7,,23,,36,,601,,687,,57,,82,,195,,2318,,3708,,,
NEW ENGLAND,2016,33,2,,20,,42,,703,,726,,,-,1,,4,,40,,33,,,-,4,,13,,88,,168,,,
MID. ATLANTIC,2016,33,19,,45,,129,,1369,,1659,,,-,2,,8,,52,,58,,26,,17,,56,,488,,913,,,
NEW YORK CITY,2016,33,5,,13,,23,,422,,450,,,-,0,,3,,16,,22,,8,,4,,27,,140,,301,,"NEW YORK CITY
",
E.N. CENTRAL,2016,33,8,,58,,127,,1889,,1823,,2,,3,,8,,96,,104,,6,,17,,76,,454,,878,,,
W.N. CENTRAL,2016,33,5,,14,,29,,391,,661,,,-,1,,4,,15,,43,,5,,4,,16,,174,,197,,,
S. ATLANTIC,2016,33,17,,52,,119,,1828,,1738,,4,,4,,11,,135,,140,,14,,18,,36,,505,,601,,,
DIST. OF COL.,2016,33,,N,0,,0,,,N,,N,,-,0,,1,,,-,4,,,N,0,,0,,,N,,N,"DIST. OF COL.
",
E.S. CENTRAL,2016,33,2,,32,,70,,1048,,1075,,,-,2,,6,,55,,71,,3,,4,,10,,144,,217,,,
W.S. CENTRAL,2016,33,8,,40,,244,,1480,,1421,,,-,4,,16,,130,,130,,1,,6,,32,,157,,243,,,
MOUNTAIN,2016,33,4,,28,,65,,1011,,1290,,1,,2,,6,,72,,90,,2,,3,,10,,80,,158,,,
PACIFIC,2016,33,,-,3,,12,,126,,111,,,-,0,,1,,6,,8,,,-,7,,70,,228,,333,,,
AMER. SAMOA,2016,33,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2016,33,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,33,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
NORTH CAROLINA,2016,33,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,3,,9,,96,,97,,"NORTH CAROLINA
(35.47995, -79.180571)",
UTAH,2016,33,,-,4,,9,,135,,124,,,-,0,,3,,15,,11,,,-,0,,2,,11,,24,,"UTAH
(39.359772, -111.584173)",
SOUTH DAKOTA,2016,33,,-,2,,9,,89,,69,,,-,0,,0,,,-,,-,,-,0,,2,,5,,5,,"SOUTH DAKOTA
(44.35371, -100.373709)",
PENNSYLVANIA,2016,33,3,,9,,24,,358,,317,,,N,0,,3,,,N,,N,4,,6,,23,,176,,219,,"PENNSYLVANIA
(40.789676, -77.858055)",
NEW HAMPSHIRE,2016,33,,-,2,,6,,61,,60,,,-,0,,2,,1,,5,,,-,0,,3,,10,,20,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
IDAHO,2016,33,,N,0,,0,,,N,,N,,-,0,,1,,7,,6,,,-,0,,1,,8,,8,,"IDAHO
(43.680635, -114.364237)",
WISCONSIN,2016,33,1,,7,,25,,273,,274,,,-,0,,2,,15,,19,,,-,1,,7,,11,,48,,"WISCONSIN
(44.395526, -89.834513)",
LOUISIANA,2016,33,,-,6,,16,,226,,231,,,-,0,,3,,21,,15,,,-,0,,3,,7,,29,,"LOUISIANA
(31.2931, -92.463284)",
MAINE,2016,33,2,,2,,9,,88,,94,,,-,0,,2,,6,,3,,,-,0,,2,,9,,8,,"MAINE
(45.252223, -68.986647)",
IOWA,2016,33,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,3,,16,,25,,"IOWA
(42.46942, -93.815856)",
OKLAHOMA,2016,33,,N,0,,0,,,N,,N,,-,0,,2,,8,,10,,,-,0,,10,,2,,25,,"OKLAHOMA
(35.468494, -97.521264)",
MASSACHUSETTS,2016,33,,-,10,,20,,328,,324,,,-,0,,3,,22,,17,,,-,2,,8,,38,,85,,"MASSACHUSETTS
(42.268546, -72.085064)",
NEW JERSEY,2016,33,,-,0,,20,,3,,364,,,-,0,,4,,,-,13,,,-,0,,13,,2,,131,,"NEW JERSEY
(40.104655, -74.386686)",
FLORIDA,2016,33,8,,10,,59,,455,,278,,3,,1,,5,,42,,39,,10,,5,,12,,167,,183,,"FLORIDA
(28.915325, -81.922409)",
OREGON,2016,33,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,1,,3,,19,,29,,"OREGON
(44.567912, -120.156945)",
ARKANSAS,2016,33,1,,5,,24,,166,,203,,,-,0,,3,,13,,16,,,-,0,,6,,25,,26,,"ARKANSAS
(34.748745, -92.275105)",
NEW MEXICO,2016,33,,-,5,,15,,207,,206,,,-,0,,2,,10,,13,,,-,0,,2,,5,,7,,"NEW MEXICO
(34.520396, -106.244402)",
INDIANA,2016,33,,-,11,,30,,354,,386,,,-,0,,3,,8,,23,,,-,2,,11,,52,,117,,"INDIANA
(39.76845, -86.156212)",
ALASKA,2016,33,,-,2,,10,,76,,69,,,-,0,,1,,6,,6,,,-,0,,1,,1,,,-,"ALASKA
(64.836661, -147.738891)",
RHODE ISLAND,2016,33,,-,0,,7,,38,,44,,,-,0,,1,,2,,1,,,-,0,,6,,10,,8,,"RHODE ISLAND
(41.707447, -71.522488)",
VIRGINIA,2016,33,,-,0,,2,,17,,15,,,-,0,,2,,17,,15,,2,,3,,7,,73,,80,,"VIRGINIA
(37.542699, -78.45822)",
KENTUCKY,2016,33,1,,4,,11,,163,,149,,,-,0,,2,,4,,3,,,-,1,,4,,33,,57,,"KENTUCKY
(37.64591, -84.774043)",
TENNESSEE,2016,33,1,,15,,35,,530,,605,,,-,1,,3,,22,,34,,3,,2,,7,,75,,89,,"TENNESSEE
(35.681402, -85.774444)",
PUERTO RICO,2016,33,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,5,,12,,"PUERTO RICO
(18.215692, -66.414655)",
CONNECTICUT,2016,33,,-,4,,9,,134,,165,,,-,0,,1,,7,,4,,,-,1,,3,,18,,33,,"CONNECTICUT
(41.544654, -72.651713)",
WEST VIRGINIA,2016,33,,-,4,,17,,171,,151,,,-,0,,2,,7,,9,,,-,0,,3,,6,,20,,"WEST VIRGINIA
(38.668501, -80.709421)",
GEORGIA,2016,33,3,,17,,37,,604,,652,,,-,1,,5,,41,,40,,1,,2,,7,,59,,68,,"GEORGIA
(32.836038, -83.631709)",
CALIFORNIA,2016,33,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,6,,18,,182,,298,,"CALIFORNIA
(37.640735, -121.002435)",
NEW YORK,2016,33,11,,17,,71,,586,,528,,,-,1,,4,,36,,23,,14,,6,,16,,170,,262,,"NEW YORK
(42.826892, -75.544286)",
NEBRASKA,2016,33,5,,3,,8,,129,,90,,,-,0,,2,,13,,5,,,-,0,,2,,6,,11,,"NEBRASKA
(41.640503, -99.367122)",
MONTANA,2016,33,1,,1,,6,,65,,43,,,N,0,,1,,,N,,N,,-,0,,2,,5,,4,,"MONTANA
(47.062617, -109.430168)",
WASHINGTON,2016,33,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,56,,23,,,-,"WASHINGTON
(47.517368, -120.467672)",
VERMONT,2016,33,,-,1,,10,,54,,39,,,-,0,,2,,2,,3,,,-,0,,3,,3,,14,,"VERMONT
(43.622479, -72.51927)",
NORTH DAKOTA,2016,33,,-,1,,5,,46,,55,,,-,0,,1,,2,,5,,,-,0,,1,,3,,2,,"NORTH DAKOTA
(47.475879, -100.121011)",
ALABAMA,2016,33,,-,6,,18,,213,,181,,,-,0,,5,,17,,19,,,-,1,,3,,26,,42,,"ALABAMA
(32.839182, -86.631125)",
COLORADO,2016,33,,-,0,,21,,,-,324,,,-,0,,2,,,-,19,,,-,0,,7,,,-,33,,"COLORADO
(38.841772, -106.132562)",
MARYLAND,2016,33,6,,8,,21,,309,,287,,1,,0,,3,,20,,16,,1,,2,,9,,79,,102,,"MARYLAND
(39.290443, -76.612333)",
MICHIGAN,2016,33,2,,15,,46,,565,,510,,1,,0,,4,,27,,29,,,-,2,,13,,57,,162,,"MICHIGAN
(44.66399, -84.711206)",
KANSAS,2016,33,,-,4,,9,,126,,113,,,N,0,,2,,,N,,N,,-,0,,4,,13,,18,,"KANSAS
(38.345528, -98.201847)",
DELAWARE,2016,33,,-,1,,5,,40,,49,,,-,0,,1,,,-,3,,,-,0,,3,,10,,14,,"DELAWARE
(39.008676, -75.574561)",
NEVADA,2016,33,,-,2,,10,,56,,115,,,-,0,,1,,4,,9,,,-,0,,2,,2,,17,,"NEVADA
(39.491833, -117.070159)",
TEXAS,2016,33,7,,28,,217,,1088,,987,,,-,3,,14,,88,,89,,1,,5,,21,,123,,163,,"TEXAS
(31.827233, -99.423022)",
SOUTH CAROLINA,2016,33,,-,6,,18,,232,,306,,,-,0,,2,,8,,14,,,-,1,,3,,15,,37,,"SOUTH CAROLINA
(34.009286, -81.037094)",
WYOMING,2016,33,,-,0,,3,,23,,16,,,-,0,,1,,1,,1,,,-,0,,1,,2,,4,,"WYOMING
(43.23558, -108.110518)",
ARIZONA,2016,33,3,,10,,37,,525,,462,,1,,1,,4,,35,,31,,2,,1,,4,,47,,61,,"ARIZONA
(34.869712, -111.760902)",
GUAM,2016,33,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
OHIO,2016,33,5,,20,,41,,697,,653,,1,,1,,5,,46,,30,,6,,7,,23,,222,,405,,"OHIO
(40.056807, -82.405897)",
MINNESOTA,2016,33,,-,0,,19,,,-,334,,,-,0,,2,,,-,24,,1,,1,,7,,42,,27,,"MINNESOTA
(46.357661, -94.793397)",
MISSISSIPPI,2016,33,,-,5,,12,,142,,140,,,-,0,,2,,12,,15,,,-,0,,3,,10,,29,,"MISSISSIPPI
(32.738663, -89.537312)",
ILLINOIS,2016,33,,N,0,,0,,,N,,N,,-,0,,0,,,-,3,,,-,4,,48,,112,,146,,"ILLINOIS
(40.477092, -88.993221)",
HAWAII,2016,33,,-,1,,6,,50,,42,,,-,0,,1,,,-,2,,,-,0,,1,,3,,6,,"HAWAII
(21.30992, -157.858158)",
MISSOURI,2016,33,,-,0,,1,,1,,,-,,-,0,,2,,,-,9,,4,,2,,11,,89,,109,,"MISSOURI
(38.636168, -92.566292)",
UNITED STATES,2016,34,66,,295,,727,,9972,,10630,,3,,23,,36,,634,,715,,59,,83,,195,,2438,,3903,,,
NEW ENGLAND,2016,34,,-,20,,42,,703,,732,,,-,1,,4,,40,,33,,2,,4,,13,,90,,181,,,
MID. ATLANTIC,2016,34,13,,45,,129,,1384,,1677,,,-,2,,8,,70,,74,,9,,17,,56,,504,,951,,,
NEW YORK CITY,2016,34,2,,13,,23,,425,,455,,,-,1,,3,,17,,22,,,-,4,,27,,140,,311,,"NEW YORK CITY
",
E.N. CENTRAL,2016,34,6,,58,,127,,1902,,1842,,,-,3,,8,,96,,106,,18,,16,,76,,484,,954,,,
W.N. CENTRAL,2016,34,2,,14,,29,,398,,672,,,-,1,,4,,23,,55,,3,,4,,16,,185,,200,,,
S. ATLANTIC,2016,34,11,,52,,119,,1858,,1766,,1,,4,,11,,136,,145,,9,,18,,32,,527,,627,,,
DIST. OF COL.,2016,34,,N,0,,0,,,N,,N,,-,0,,1,,,-,4,,,N,0,,0,,,N,,N,"DIST. OF COL.
",
E.S. CENTRAL,2016,34,6,,32,,71,,1064,,1086,,,-,2,,6,,56,,72,,4,,4,,10,,155,,224,,,
W.S. CENTRAL,2016,34,15,,40,,244,,1501,,1441,,1,,4,,16,,132,,132,,5,,6,,32,,168,,253,,,
MOUNTAIN,2016,34,10,,28,,65,,1031,,1301,,1,,2,,6,,75,,90,,7,,3,,10,,90,,160,,,
PACIFIC,2016,34,3,,3,,12,,131,,113,,,-,0,,1,,6,,8,,2,,7,,70,,235,,353,,,
AMER. SAMOA,2016,34,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2016,34,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,34,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
CONNECTICUT,2016,34,,-,4,,9,,134,,165,,,-,0,,1,,7,,4,,,-,1,,3,,18,,36,,"CONNECTICUT
(41.544654, -72.651713)",
NORTH DAKOTA,2016,34,,-,1,,5,,48,,57,,,-,0,,1,,2,,5,,,-,0,,1,,3,,2,,"NORTH DAKOTA
(47.475879, -100.121011)",
GUAM,2016,34,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NEW HAMPSHIRE,2016,34,,-,2,,6,,61,,61,,,-,0,,2,,1,,5,,,-,0,,3,,10,,21,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
SOUTH CAROLINA,2016,34,,-,6,,18,,235,,309,,,-,0,,2,,8,,14,,,-,0,,3,,15,,39,,"SOUTH CAROLINA
(34.009286, -81.037094)",
MISSISSIPPI,2016,34,,-,5,,13,,149,,143,,,-,0,,2,,12,,16,,,-,0,,3,,10,,30,,"MISSISSIPPI
(32.738663, -89.537312)",
KENTUCKY,2016,34,,-,4,,11,,163,,150,,,-,0,,2,,4,,3,,,-,1,,4,,39,,61,,"KENTUCKY
(37.64591, -84.774043)",
IDAHO,2016,34,,N,0,,0,,,N,,N,,-,0,,1,,7,,6,,1,,0,,1,,9,,8,,"IDAHO
(43.680635, -114.364237)",
PENNSYLVANIA,2016,34,2,,9,,24,,361,,320,,,-,0,,3,,18,,16,,4,,6,,23,,184,,229,,"PENNSYLVANIA
(40.789676, -77.858055)",
MONTANA,2016,34,,-,1,,6,,65,,43,,,-,0,,1,,2,,,-,1,,0,,2,,7,,4,,"MONTANA
(47.062617, -109.430168)",
OHIO,2016,34,4,,20,,41,,701,,660,,,-,1,,5,,46,,30,,18,,6,,23,,240,,414,,"OHIO
(40.056807, -82.405897)",
MAINE,2016,34,,-,2,,9,,88,,95,,,-,0,,2,,6,,3,,1,,0,,2,,10,,8,,"MAINE
(45.252223, -68.986647)",
ARKANSAS,2016,34,1,,5,,24,,168,,203,,1,,0,,3,,14,,16,,,-,0,,6,,27,,26,,"ARKANSAS
(34.748745, -92.275105)",
TENNESSEE,2016,34,6,,15,,35,,536,,610,,,-,1,,3,,22,,34,,4,,2,,7,,80,,89,,"TENNESSEE
(35.681402, -85.774444)",
NEW MEXICO,2016,34,,-,5,,15,,211,,209,,,-,0,,2,,10,,13,,,-,0,,2,,6,,8,,"NEW MEXICO
(34.520396, -106.244402)",
OKLAHOMA,2016,34,,N,0,,0,,,N,,N,,-,0,,2,,8,,10,,1,,0,,10,,3,,25,,"OKLAHOMA
(35.468494, -97.521264)",
MISSOURI,2016,34,,-,0,,1,,1,,,-,,-,0,,2,,,-,9,,1,,2,,11,,92,,109,,"MISSOURI
(38.636168, -92.566292)",
RHODE ISLAND,2016,34,,-,0,,7,,38,,44,,,-,0,,1,,2,,1,,,-,0,,6,,10,,9,,"RHODE ISLAND
(41.707447, -71.522488)",
VERMONT,2016,34,,-,1,,10,,54,,39,,,-,0,,2,,2,,3,,1,,0,,3,,4,,14,,"VERMONT
(43.622479, -72.51927)",
MINNESOTA,2016,34,,-,0,,19,,,-,339,,,-,0,,2,,,-,24,,2,,1,,7,,46,,27,,"MINNESOTA
(46.357661, -94.793397)",
DELAWARE,2016,34,,-,1,,5,,40,,50,,,-,0,,1,,,-,3,,,-,0,,3,,10,,17,,"DELAWARE
(39.008676, -75.574561)",
TEXAS,2016,34,14,,28,,217,,1107,,1002,,,-,3,,14,,89,,91,,4,,4,,21,,131,,173,,"TEXAS
(31.827233, -99.423022)",
MARYLAND,2016,34,1,,8,,21,,310,,290,,,-,0,,3,,20,,16,,1,,2,,9,,81,,105,,"MARYLAND
(39.290443, -76.612333)",
WEST VIRGINIA,2016,34,,-,4,,17,,177,,157,,,-,0,,2,,7,,9,,,-,0,,3,,7,,20,,"WEST VIRGINIA
(38.668501, -80.709421)",
NEBRASKA,2016,34,2,,3,,8,,130,,91,,,-,0,,2,,13,,5,,,-,0,,2,,7,,11,,"NEBRASKA
(41.640503, -99.367122)",
ALASKA,2016,34,2,,2,,10,,78,,69,,,-,0,,1,,6,,6,,,-,0,,1,,1,,,-,"ALASKA
(64.836661, -147.738891)",
HAWAII,2016,34,1,,1,,6,,53,,44,,,-,0,,1,,,-,2,,,-,0,,1,,3,,6,,"HAWAII
(21.30992, -157.858158)",
ALABAMA,2016,34,,-,6,,18,,216,,183,,,-,0,,5,,18,,19,,,-,1,,3,,26,,44,,"ALABAMA
(32.839182, -86.631125)",
COLORADO,2016,34,,-,0,,21,,,-,328,,,-,0,,2,,,-,19,,3,,0,,7,,3,,33,,"COLORADO
(38.841772, -106.132562)",
MASSACHUSETTS,2016,34,,-,10,,20,,328,,328,,,-,0,,3,,22,,17,,,-,2,,8,,38,,93,,"MASSACHUSETTS
(42.268546, -72.085064)",
WASHINGTON,2016,34,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,2,,0,,56,,25,,,-,"WASHINGTON
(47.517368, -120.467672)",
ILLINOIS,2016,34,,N,0,,0,,,N,,N,,-,0,,0,,,-,3,,,-,4,,48,,118,,194,,"ILLINOIS
(40.477092, -88.993221)",
MICHIGAN,2016,34,2,,16,,46,,573,,515,,,-,0,,4,,27,,30,,,-,2,,13,,57,,170,,"MICHIGAN
(44.66399, -84.711206)",
NEVADA,2016,34,,-,2,,10,,57,,115,,,-,0,,1,,4,,9,,,-,0,,2,,3,,17,,"NEVADA
(39.491833, -117.070159)",
NEW JERSEY,2016,34,,-,0,,20,,3,,369,,,-,0,,4,,,-,13,,,-,0,,11,,3,,136,,"NEW JERSEY
(40.104655, -74.386686)",
NORTH CAROLINA,2016,34,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,3,,9,,101,,100,,"NORTH CAROLINA
(35.47995, -79.180571)",
FLORIDA,2016,34,6,,10,,59,,461,,281,,,-,1,,5,,42,,40,,5,,5,,11,,172,,191,,"FLORIDA
(28.915325, -81.922409)",
PUERTO RICO,2016,34,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,5,,12,,"PUERTO RICO
(18.215692, -66.414655)",
WYOMING,2016,34,,-,0,,3,,23,,16,,,-,0,,1,,1,,1,,,-,0,,1,,2,,4,,"WYOMING
(43.23558, -108.110518)",
NEW YORK,2016,34,9,,17,,71,,595,,533,,,-,1,,4,,35,,23,,5,,6,,16,,177,,275,,"NEW YORK
(42.826892, -75.544286)",
LOUISIANA,2016,34,,-,6,,16,,226,,236,,,-,0,,3,,21,,15,,,-,0,,3,,7,,29,,"LOUISIANA
(31.2931, -92.463284)",
KANSAS,2016,34,,-,4,,9,,130,,115,,,-,0,,2,,8,,12,,,-,0,,4,,13,,20,,"KANSAS
(38.345528, -98.201847)",
WISCONSIN,2016,34,,-,7,,25,,274,,277,,,-,0,,2,,15,,20,,,-,1,,7,,11,,54,,"WISCONSIN
(44.395526, -89.834513)",
INDIANA,2016,34,,-,11,,30,,354,,390,,,-,0,,3,,8,,23,,,-,2,,11,,58,,122,,"INDIANA
(39.76845, -86.156212)",
ARIZONA,2016,34,10,,10,,37,,537,,466,,1,,1,,4,,36,,31,,2,,1,,4,,49,,62,,"ARIZONA
(34.869712, -111.760902)",
CALIFORNIA,2016,34,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,6,,18,,186,,316,,"CALIFORNIA
(37.640735, -121.002435)",
UTAH,2016,34,,-,4,,9,,138,,124,,,-,0,,3,,15,,11,,,-,0,,2,,11,,24,,"UTAH
(39.359772, -111.584173)",
VIRGINIA,2016,34,,-,0,,2,,17,,15,,,-,0,,2,,17,,15,,2,,3,,7,,76,,83,,"VIRGINIA
(37.542699, -78.45822)",
IOWA,2016,34,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,3,,19,,26,,"IOWA
(42.46942, -93.815856)",
GEORGIA,2016,34,4,,17,,37,,618,,664,,1,,1,,5,,42,,44,,1,,2,,7,,65,,72,,"GEORGIA
(32.836038, -83.631709)",
OREGON,2016,34,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,1,,3,,20,,31,,"OREGON
(44.567912, -120.156945)",
SOUTH DAKOTA,2016,34,,-,2,,9,,89,,70,,,N,0,,0,,,N,,N,,-,0,,2,,5,,5,,"SOUTH DAKOTA
(44.35371, -100.373709)",
UNITED STATES,2016,35,69,,295,,727,,10108,,10777,,5,,23,,36,,641,,729,,78,,83,,182,,2596,,4056,,,
NEW ENGLAND,2016,35,6,,20,,42,,726,,738,,,-,1,,4,,41,,33,,2,,4,,13,,110,,191,,,
MID. ATLANTIC,2016,35,9,,45,,129,,1396,,1689,,,-,2,,8,,70,,74,,17,,17,,56,,535,,993,,,
NEW YORK CITY,2016,35,5,,13,,23,,430,,461,,,-,1,,3,,17,,22,,11,,4,,27,,151,,320,,"NEW YORK CITY
",
E.N. CENTRAL,2016,35,9,,58,,127,,1925,,1876,,,-,3,,8,,96,,107,,33,,18,,64,,536,,992,,,
W.N. CENTRAL,2016,35,3,,14,,29,,406,,682,,,-,1,,4,,23,,57,,,-,4,,16,,192,,216,,,
S. ATLANTIC,2016,35,11,,52,,119,,1876,,1799,,3,,4,,11,,139,,149,,13,,18,,32,,547,,648,,,
DIST. OF COL.,2016,35,,N,0,,0,,,N,,N,,-,0,,1,,,-,4,,,N,0,,0,,,N,,N,"DIST. OF COL.
",
E.S. CENTRAL,2016,35,10,,32,,71,,1075,,1101,,,-,2,,6,,57,,75,,2,,4,,10,,166,,229,,,
W.S. CENTRAL,2016,35,8,,40,,244,,1521,,1462,,1,,4,,16,,133,,135,,7,,6,,32,,176,,256,,,
MOUNTAIN,2016,35,8,,28,,65,,1046,,1314,,1,,2,,6,,76,,91,,2,,3,,10,,90,,163,,,
PACIFIC,2016,35,5,,3,,12,,137,,116,,,-,0,,1,,6,,8,,2,,7,,70,,244,,368,,,
AMER. SAMOA,2016,35,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2016,35,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,35,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
WEST VIRGINIA,2016,35,,-,4,,17,,178,,159,,,-,0,,2,,7,,9,,,-,0,,3,,8,,21,,"WEST VIRGINIA
(38.668501, -80.709421)",
MAINE,2016,35,,-,2,,9,,88,,98,,,-,0,,2,,6,,3,,,-,0,,2,,10,,9,,"MAINE
(45.252223, -68.986647)",
GUAM,2016,35,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
