 Reporting Area,MMWR Year,MMWR Week,"Giardiasis, Current week","Giardiasis, Current week, flag","Giardiasis, Previous 52 weeks Med","Giardiasis, Previous 52 weeks Med, flag","Giardiasis, Previous 52 weeks Max","Giardiasis, Previous 52 weeks Max, flag","Giardiasis, Cum 2016","Giardiasis, Cum 2016, flag","Giardiasis, Cum 2015","Giardiasis, Cum 2015, flag","Gonorrhea,Current week","Gonorrhea,Current week, flag","Gonorrhea,Previous 52 weeks Med","Gonorrhea,Previous 52 weeks Med, flag","Gonorrhea, Previous 52 weeks Max","Gonorrhea, Previous 52 weeks Max, flag","Gonorrhea, Cum 2016","Gonorrhea, Cum 2016, flag","Gonorrhea, Cum 2015","Gonorrhea, Cum 2015, flag","Haemophilus influenzae, invasive§, All ages, all serotypes,Current week","Haemophilus influenzae, invasive§, All ages, all serotypes,Current week, flag","Haemophilus influenzae, invasive§, All ages, all serotypes, Previous 52 weeks Med","Haemophilus influenzae, invasive§, All ages, all serotypes, Previous 52 weeks Med, flag","Haemophilus influenzae, invasive§, All ages, all serotypes, Previous 52 weeks Max","Haemophilus influenzae, invasive§, All ages, all serotypes, Previous 52 weeks Max, flag","Haemophilus influenzae, invasive§, All ages, all serotypes, Cum 2016","Haemophilus influenzae, invasive§, All ages, all serotypes, Cum 2016, flag","Haemophilus influenzae, invasive§, All ages, all serotypes, Cum 2015","Haemophilus influenzae, invasive§, All ages, all serotypes, Cum 2015, flag",Location 1,Location 2
KANSAS,2016,3,,-,2,,7,,,-,4,,6,,50,,63,,92,,139,,,-,1,,3,,,-,1,,"KANSAS
(38.345528, -98.201847)",
ARIZONA,2016,3,3,,2,,8,,7,,4,,,-,150,,228,,,-,411,,2,,2,,9,,19,,14,,"ARIZONA
(34.869712, -111.760902)",
WEST VIRGINIA,2016,3,,-,1,,5,,,-,1,,,-,13,,28,,,-,67,,,-,1,,3,,,-,4,,"WEST VIRGINIA
(38.668501, -80.709421)",
TEXAS,2016,3,,N,0,,0,,,N,,N,777,,749,,1417,,2418,,2672,,2,,0,,2,,4,,2,,"TEXAS
(31.827233, -99.423022)",
INDIANA,2016,3,,-,2,,11,,,-,6,,115,,145,,304,,454,,451,,,-,2,,7,,1,,6,,"INDIANA
(39.76845, -86.156212)",
MASSACHUSETTS,2016,3,,-,13,,26,,8,,30,,,-,73,,109,,52,,223,,,-,2,,7,,2,,4,,"MASSACHUSETTS
(42.268546, -72.085064)",
PUERTO RICO,2016,3,,-,0,,3,,,-,,-,,-,9,,39,,,-,7,,,-,0,,0,,,-,1,,"PUERTO RICO
(18.215692, -66.414655)",
IOWA,2016,3,,-,1,,10,,4,,2,,3,,42,,66,,88,,97,,,-,0,,1,,,-,,-,"IOWA
(42.46942, -93.815856)",
MISSISSIPPI,2016,3,,N,0,,0,,,N,,N,,-,72,,238,,,-,91,,2,,1,,2,,4,,4,,"MISSISSIPPI
(32.738663, -89.537312)",
FLORIDA,2016,3,15,,20,,34,,47,,42,,200,,458,,681,,812,,1132,,4,,3,,58,,29,,18,,"FLORIDA
(28.915325, -81.922409)",
LOUISIANA,2016,3,,-,3,,11,,,-,8,,261,,157,,764,,775,,374,,,-,1,,5,,,-,3,,"LOUISIANA
(31.2931, -92.463284)",
WASHINGTON,2016,3,2,,7,,77,,6,,,-,143,,134,,240,,374,,379,,,-,0,,2,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
NEW JERSEY,2016,3,,-,0,,9,,,-,21,,40,,141,,169,,331,,435,,,-,2,,6,,1,,7,,"NEW JERSEY
(40.104655, -74.386686)",
OREGON,2016,3,1,,6,,15,,8,,20,,71,,62,,99,,191,,175,,,-,2,,5,,6,,9,,"OREGON
(44.567912, -120.156945)",
NEVADA,2016,3,,-,1,,4,,,-,3,,7,,50,,75,,88,,193,,,-,0,,3,,,-,3,,"NEVADA
(39.491833, -117.070159)",
COLORADO,2016,3,,-,6,,20,,,-,9,,76,,83,,172,,272,,198,,6,,1,,5,,7,,13,,"COLORADO
(38.841772, -106.132562)",
MONTANA,2016,3,1,,1,,6,,2,,4,,14,,17,,29,,68,,45,,,-,0,,2,,1,,,-,"MONTANA
(47.062617, -109.430168)",
IDAHO,2016,3,3,,3,,9,,8,,3,,,-,8,,30,,5,,23,,,-,0,,2,,1,,1,,"IDAHO
(43.680635, -114.364237)",
GEORGIA,2016,3,,-,0,,33,,,-,19,,101,,310,,395,,265,,849,,1,,3,,14,,8,,14,,"GEORGIA
(32.836038, -83.631709)",
HAWAII,2016,3,,-,0,,3,,,-,1,,,-,24,,38,,,-,83,,,-,0,,2,,,-,,-,"HAWAII
(21.30992, -157.858158)",
NEW HAMPSHIRE,2016,3,,-,2,,6,,1,,5,,,-,4,,13,,,-,11,,,-,0,,2,,,-,1,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
NEW MEXICO,2016,3,,-,1,,4,,2,,8,,7,,44,,81,,71,,154,,,-,1,,5,,2,,6,,"NEW MEXICO
(34.520396, -106.244402)",
VIRGINIA,2016,3,4,,5,,14,,7,,12,,31,,150,,336,,450,,380,,,-,2,,7,,1,,11,,"VIRGINIA
(37.542699, -78.45822)",
ILLINOIS,2016,3,,N,0,,0,,,N,,N,16,,277,,358,,233,,864,,,-,4,,8,,4,,9,,"ILLINOIS
(40.477092, -88.993221)",
VERMONT,2016,3,,N,0,,0,,,N,,N,1,,3,,8,,8,,3,,,-,0,,1,,,-,2,,"VERMONT
(43.622479, -72.51927)",
OKLAHOMA,2016,3,,N,0,,0,,,N,,N,19,,90,,114,,153,,305,,3,,2,,6,,5,,6,,"OKLAHOMA
(35.468494, -97.521264)",
OHIO,2016,3,8,,7,,15,,25,,29,,104,,309,,397,,706,,943,,5,,3,,8,,18,,21,,"OHIO
(40.056807, -82.405897)",
RHODE ISLAND,2016,3,,-,0,,7,,,-,,-,,-,9,,29,,3,,42,,,-,0,,2,,,-,1,,"RHODE ISLAND
(41.707447, -71.522488)",
DELAWARE,2016,3,,-,0,,3,,,-,2,,41,,35,,66,,87,,64,,,-,0,,2,,1,,2,,"DELAWARE
(39.008676, -75.574561)",
NORTH CAROLINA,2016,3,,N,0,,0,,,N,,N,,-,325,,1026,,,-,699,,,-,3,,10,,,-,11,,"NORTH CAROLINA
(35.47995, -79.180571)",
TENNESSEE,2016,3,,N,0,,0,,,N,,N,28,,143,,231,,168,,543,,3,,3,,10,,15,,14,,"TENNESSEE
(35.681402, -85.774444)",
DIST. OF COL.,2016,9,,-,0,,4,,,-,5,,41,,52,,137,,387,,234,,,-,0,,3,,5,,1,,"DIST. OF COL.
",
UNITED STATES,2016,4,113,,232,,334,,533,,797,,3725,,7183,,8411,,21682,,27419,,52,,73,,119,,299,,399,,,
NEW ENGLAND,2016,4,1,,20,,40,,26,,64,,8,,136,,196,,155,,492,,,-,5,,10,,8,,22,,,
MID. ATLANTIC,2016,4,41,,46,,74,,138,,166,,408,,886,,1037,,3053,,3281,,13,,11,,22,,44,,53,,,
NEW YORK CITY,2016,4,17,,16,,29,,54,,51,,,-,327,,399,,891,,1263,,3,,1,,5,,6,,13,,"NEW YORK CITY
",
E.N. CENTRAL,2016,4,11,,25,,58,,61,,92,,434,,1008,,1309,,3293,,4077,,8,,13,,24,,45,,65,,,
W.N. CENTRAL,2016,4,,-,9,,30,,13,,33,,7,,401,,490,,893,,1611,,,-,3,,12,,1,,27,,,
S. ATLANTIC,2016,4,31,,40,,64,,107,,168,,762,,1617,,2236,,3503,,5360,,14,,17,,67,,87,,105,,,
DIST. OF COL.,2016,4,,-,0,,4,,,-,3,,11,,45,,137,,70,,60,,3,,0,,3,,4,,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,4,2,,4,,10,,15,,15,,127,,425,,646,,585,,1588,,4,,6,,18,,35,,40,,,
W.S. CENTRAL,2016,4,5,,6,,15,,13,,15,,1115,,1064,,1786,,4723,,4395,,5,,4,,12,,28,,22,,,
MOUNTAIN,2016,4,3,,18,,51,,27,,60,,203,,391,,531,,864,,1529,,4,,8,,16,,38,,45,,,
PACIFIC,2016,4,19,,59,,144,,133,,184,,661,,1281,,1609,,4613,,5086,,4,,4,,11,,13,,20,,,
AMER. SAMOA,2016,4,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,4,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,4,,-,0,,0,,,-,,-,,-,1,,6,,,-,3,,,N,0,,0,,,N,,N,"VIRGIN ISL.
",
NEW MEXICO,2016,4,,-,1,,4,,2,,9,,18,,45,,81,,117,,217,,1,,1,,5,,4,,8,,"NEW MEXICO
(34.520396, -106.244402)",
GUAM,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NEW YORK,2016,4,20,,15,,33,,54,,41,,195,,169,,281,,565,,479,,4,,3,,19,,11,,13,,"NEW YORK
(42.826892, -75.544286)",
ILLINOIS,2016,4,,N,0,,0,,,N,,N,16,,283,,363,,390,,1155,,,-,4,,8,,4,,14,,"ILLINOIS
(40.477092, -88.993221)",
MAINE,2016,4,,-,2,,9,,2,,4,,,-,8,,20,,,-,22,,,-,0,,3,,,-,3,,"MAINE
(45.252223, -68.986647)",
KANSAS,2016,4,,-,2,,7,,,-,8,,,-,50,,63,,92,,192,,,-,1,,3,,,-,1,,"KANSAS
(38.345528, -98.201847)",
LOUISIANA,2016,4,1,,3,,11,,2,,11,,247,,157,,764,,1023,,480,,,-,1,,5,,7,,4,,"LOUISIANA
(31.2931, -92.463284)",
MONTANA,2016,4,,-,1,,6,,2,,4,,20,,17,,30,,89,,63,,,-,0,,2,,1,,,-,"MONTANA
(47.062617, -109.430168)",
DELAWARE,2016,4,,-,0,,3,,,-,2,,41,,35,,66,,127,,112,,1,,0,,2,,2,,3,,"DELAWARE
(39.008676, -75.574561)",
ALASKA,2016,4,,-,2,,6,,5,,5,,4,,17,,28,,52,,72,,3,,0,,3,,4,,1,,"ALASKA
(64.836661, -147.738891)",
NEW HAMPSHIRE,2016,4,1,,2,,6,,4,,6,,,-,4,,13,,,-,14,,,-,0,,2,,,-,3,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
IDAHO,2016,4,,-,3,,9,,8,,5,,,-,8,,30,,5,,33,,1,,0,,2,,2,,1,,"IDAHO
(43.680635, -114.364237)",
NEVADA,2016,4,,-,1,,4,,1,,5,,20,,50,,75,,138,,262,,,-,0,,3,,,-,3,,"NEVADA
(39.491833, -117.070159)",
MICHIGAN,2016,4,1,,8,,20,,14,,30,,117,,198,,278,,739,,776,,1,,2,,9,,10,,14,,"MICHIGAN
(44.66399, -84.711206)",
NORTH CAROLINA,2016,4,,N,0,,0,,,N,,N,,-,327,,1027,,7,,960,,,-,3,,10,,3,,17,,"NORTH CAROLINA
(35.47995, -79.180571)",
ARIZONA,2016,4,3,,2,,8,,10,,4,,,-,147,,243,,,-,546,,2,,2,,10,,22,,15,,"ARIZONA
(34.869712, -111.760902)",
GEORGIA,2016,4,,-,0,,33,,,-,52,,138,,310,,395,,636,,1158,,1,,3,,14,,10,,17,,"GEORGIA
(32.836038, -83.631709)",
WISCONSIN,2016,4,2,,7,,34,,10,,20,,83,,101,,162,,480,,314,,,-,2,,5,,5,,8,,"WISCONSIN
(44.395526, -89.834513)",
OHIO,2016,4,8,,7,,15,,33,,34,,124,,312,,397,,1034,,1244,,7,,3,,8,,25,,23,,"OHIO
(40.056807, -82.405897)",
PENNSYLVANIA,2016,4,4,,12,,22,,30,,48,,167,,249,,371,,1150,,958,,6,,4,,10,,22,,17,,"PENNSYLVANIA
(40.789676, -77.858055)",
VERMONT,2016,4,,N,0,,0,,,N,,N,3,,3,,8,,11,,8,,,-,0,,1,,,-,3,,"VERMONT
(43.622479, -72.51927)",
NORTH DAKOTA,2016,4,,-,0,,3,,1,,2,,,-,12,,20,,20,,55,,,-,0,,2,,1,,1,,"NORTH DAKOTA
(47.475879, -100.121011)",
SOUTH CAROLINA,2016,4,2,,2,,9,,6,,12,,227,,163,,271,,802,,597,,,-,2,,5,,8,,14,,"SOUTH CAROLINA
(34.009286, -81.037094)",
PUERTO RICO,2016,4,,-,0,,3,,,-,,-,,-,9,,39,,6,,22,,,-,0,,0,,,-,1,,"PUERTO RICO
(18.215692, -66.414655)",
WYOMING,2016,4,,-,0,,4,,,-,1,,,-,2,,9,,3,,7,,,-,0,,2,,,-,,-,"WYOMING
(43.23558, -108.110518)",
CALIFORNIA,2016,4,12,,39,,66,,101,,145,,533,,1047,,1238,,3872,,4112,,,-,1,,5,,2,,5,,"CALIFORNIA
(37.640735, -121.002435)",
OKLAHOMA,2016,4,,N,0,,0,,,N,,N,15,,90,,114,,218,,403,,1,,2,,6,,6,,9,,"OKLAHOMA
(35.468494, -97.521264)",
ARKANSAS,2016,4,4,,2,,8,,11,,4,,35,,92,,222,,178,,3,,,-,1,,4,,6,,6,,"ARKANSAS
(34.748745, -92.275105)",
TEXAS,2016,4,,N,0,,0,,,N,,N,818,,749,,1417,,3304,,3509,,4,,0,,3,,9,,3,,"TEXAS
(31.827233, -99.423022)",
MARYLAND,2016,4,,-,4,,13,,15,,21,,,-,118,,189,,,-,308,,4,,1,,6,,17,,12,,"MARYLAND
(39.290443, -76.612333)",
HAWAII,2016,4,1,,1,,3,,2,,1,,,-,24,,38,,,-,115,,,-,0,,2,,1,,,-,"HAWAII
(21.30992, -157.858158)",
FLORIDA,2016,4,24,,20,,34,,71,,61,,242,,462,,698,,1308,,1572,,4,,3,,58,,33,,21,,"FLORIDA
(28.915325, -81.922409)",
NEW JERSEY,2016,4,,-,0,,9,,,-,26,,46,,141,,169,,447,,581,,,-,2,,6,,5,,10,,"NEW JERSEY
(40.104655, -74.386686)",
NEBRASKA,2016,4,,-,2,,9,,8,,8,,,-,30,,63,,49,,148,,,-,0,,3,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
MINNESOTA,2016,4,,-,0,,1,,,-,,-,,-,76,,98,,,-,326,,,-,1,,8,,,-,18,,"MINNESOTA
(44.943719, -93.094281)",
WASHINGTON,2016,4,3,,7,,88,,9,,1,,124,,134,,240,,498,,550,,1,,0,,2,,1,,,-,"WASHINGTON
(47.517368, -120.467672)",
OREGON,2016,4,3,,6,,15,,16,,32,,,-,63,,99,,191,,237,,,-,2,,5,,5,,14,,"OREGON
(44.567912, -120.156945)",
SOUTH DAKOTA,2016,4,,-,2,,8,,,-,2,,,-,12,,32,,19,,80,,,-,0,,1,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
KENTUCKY,2016,4,,-,0,,2,,,-,,-,42,,75,,183,,122,,190,,,-,0,,4,,5,,7,,"KENTUCKY
(37.64591, -84.774043)",
MISSOURI,2016,4,,-,0,,10,,,-,9,,,-,174,,229,,579,,691,,,-,0,,3,,,-,7,,"MISSOURI
(38.636168, -92.566292)",
INDIANA,2016,4,,-,3,,11,,4,,8,,94,,145,,304,,650,,588,,,-,2,,7,,1,,6,,"INDIANA
(39.76845, -86.156212)",
ALABAMA,2016,4,2,,4,,10,,15,,15,,,-,126,,250,,210,,546,,1,,1,,6,,7,,10,,"ALABAMA
(32.839182, -86.631125)",
MISSISSIPPI,2016,4,,N,0,,0,,,N,,N,,-,75,,238,,,-,141,,,-,1,,2,,4,,5,,"MISSISSIPPI
(32.738663, -89.537312)",
IOWA,2016,4,,-,1,,10,,4,,4,,7,,42,,66,,134,,119,,,-,0,,1,,,-,,-,"IOWA
(42.46942, -93.815856)",
RHODE ISLAND,2016,4,,-,0,,7,,,-,,-,1,,9,,29,,4,,54,,,-,0,,2,,,-,1,,"RHODE ISLAND
(41.707447, -71.522488)",
MASSACHUSETTS,2016,4,,-,13,,26,,8,,40,,,-,73,,109,,52,,275,,,-,2,,7,,2,,8,,"MASSACHUSETTS
(42.268546, -72.085064)",
COLORADO,2016,4,,-,5,,20,,,-,18,,139,,86,,172,,425,,287,,,-,1,,6,,7,,14,,"COLORADO
(38.841772, -106.132562)",
WEST VIRGINIA,2016,4,1,,1,,5,,2,,3,,,-,12,,28,,,-,78,,,-,1,,3,,,-,6,,"WEST VIRGINIA
(38.668501, -80.709421)",
TENNESSEE,2016,4,,N,0,,0,,,N,,N,85,,141,,231,,253,,711,,3,,3,,10,,19,,18,,"TENNESSEE
(35.681402, -85.774444)",
UTAH,2016,4,,-,3,,15,,4,,14,,6,,26,,40,,87,,114,,,-,1,,4,,2,,4,,"UTAH
(39.359772, -111.584173)",
VIRGINIA,2016,4,4,,5,,16,,13,,14,,103,,150,,336,,553,,515,,1,,2,,10,,10,,15,,"VIRGINIA
(37.542699, -78.45822)",
CONNECTICUT,2016,4,,-,4,,10,,12,,14,,4,,39,,91,,88,,119,,,-,1,,3,,6,,4,,"CONNECTICUT
(41.544654, -72.651713)",
UNITED STATES,2016,5,126,,228,,345,,723,,1023,,3118,,7188,,8479,,28555,,34962,,52,,73,,123,,393,,487,,,
NEW ENGLAND,2016,5,5,,20,,40,,38,,82,,21,,136,,197,,220,,623,,,-,5,,10,,10,,28,,,
MID. ATLANTIC,2016,5,39,,46,,74,,179,,208,,647,,891,,1037,,4366,,4190,,16,,11,,22,,65,,64,,,
NEW YORK CITY,2016,5,21,,16,,29,,75,,68,,181,,330,,399,,1547,,1569,,7,,1,,5,,13,,14,,"NEW YORK CITY
",
E.N. CENTRAL,2016,5,14,,25,,58,,81,,114,,372,,1058,,1335,,4161,,5085,,3,,13,,25,,56,,76,,,
W.N. CENTRAL,2016,5,1,,9,,30,,24,,49,,40,,403,,494,,1426,,1973,,,-,3,,12,,8,,39,,,
S. ATLANTIC,2016,5,29,,42,,75,,144,,211,,909,,1638,,2249,,5265,,7489,,10,,17,,67,,108,,128,,,
DIST. OF COL.,2016,5,,-,0,,4,,,-,3,,74,,46,,137,,150,,69,,,-,0,,3,,4,,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,5,3,,4,,10,,21,,19,,109,,426,,646,,1039,,2060,,3,,6,,19,,43,,48,,,
W.S. CENTRAL,2016,5,4,,6,,15,,18,,24,,273,,1074,,1786,,5123,,5327,,7,,4,,11,,35,,26,,,
MOUNTAIN,2016,5,12,,18,,51,,42,,83,,127,,389,,531,,1069,,1919,,10,,8,,16,,49,,53,,,
PACIFIC,2016,5,19,,59,,160,,176,,233,,620,,1282,,1625,,5886,,6296,,3,,4,,11,,19,,25,,,
AMER. SAMOA,2016,5,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,5,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,5,,-,0,,0,,,-,,-,,-,0,,6,,,-,7,,,N,0,,0,,,N,,N,"VIRGIN ISL.
",
MARYLAND,2016,5,4,,5,,13,,22,,25,,,-,118,,189,,,-,416,,1,,1,,6,,19,,14,,"MARYLAND
(39.290443, -76.612333)",
KANSAS,2016,5,,-,2,,7,,4,,11,,12,,49,,63,,179,,222,,,-,1,,3,,2,,2,,"KANSAS
(38.345528, -98.201847)",
TENNESSEE,2016,5,,N,0,,0,,,N,,N,84,,143,,231,,683,,874,,3,,3,,10,,24,,21,,"TENNESSEE
(35.681402, -85.774444)",
MAINE,2016,5,5,,2,,9,,8,,4,,,-,8,,20,,,-,26,,,-,1,,3,,1,,5,,"MAINE
(45.252223, -68.986647)",
ALASKA,2016,5,1,,2,,6,,6,,7,,6,,17,,28,,62,,94,,,-,0,,3,,3,,1,,"ALASKA
(64.836661, -147.738891)",
RHODE ISLAND,2016,5,,-,0,,7,,2,,,-,1,,9,,29,,13,,62,,,-,0,,2,,,-,1,,"RHODE ISLAND
(41.707447, -71.522488)",
ALABAMA,2016,5,3,,4,,10,,21,,19,,,-,125,,250,,210,,699,,,-,1,,6,,10,,15,,"ALABAMA
(32.839182, -86.631125)",
GUAM,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NORTH DAKOTA,2016,5,,-,0,,3,,1,,3,,,-,12,,20,,49,,63,,,-,0,,2,,3,,1,,"NORTH DAKOTA
(47.475879, -100.121011)",
WYOMING,2016,5,,-,0,,4,,,-,1,,,-,2,,9,,3,,13,,,-,0,,2,,,-,,-,"WYOMING
(43.23558, -108.110518)",
NEW MEXICO,2016,5,,-,1,,4,,2,,10,,7,,44,,81,,155,,285,,1,,1,,5,,8,,8,,"NEW MEXICO
(34.520396, -106.244402)",
VERMONT,2016,5,,N,0,,0,,,N,,N,,-,3,,8,,11,,10,,,-,0,,1,,,-,3,,"VERMONT
(43.622479, -72.51927)",
NEVADA,2016,5,,-,1,,4,,1,,7,,,-,51,,75,,143,,312,,,-,0,,3,,,-,5,,"NEVADA
(39.491833, -117.070159)",
OREGON,2016,5,5,,6,,14,,23,,35,,,-,63,,98,,191,,313,,3,,2,,5,,9,,17,,"OREGON
(44.567912, -120.156945)",
COLORADO,2016,5,,-,5,,20,,,-,25,,93,,87,,172,,528,,367,,3,,1,,6,,10,,15,,"COLORADO
(38.841772, -106.132562)",
MISSOURI,2016,5,,-,0,,10,,,-,11,,,-,174,,229,,579,,847,,,-,0,,3,,,-,10,,"MISSOURI
(38.636168, -92.566292)",
UTAH,2016,5,,-,3,,13,,7,,16,,10,,26,,40,,125,,139,,,-,1,,4,,1,,4,,"UTAH
(39.359772, -111.584173)",
INDIANA,2016,5,1,,3,,11,,5,,12,,126,,147,,304,,870,,742,,,-,2,,8,,3,,9,,"INDIANA
(39.76845, -86.156212)",
HAWAII,2016,5,,-,1,,3,,2,,1,,2,,23,,38,,49,,139,,,-,0,,2,,3,,,-,"HAWAII
(21.30992, -157.858158)",
DELAWARE,2016,5,,-,0,,3,,,-,2,,38,,35,,66,,165,,160,,1,,0,,2,,3,,3,,"DELAWARE
(39.008676, -75.574561)",
CALIFORNIA,2016,5,10,,39,,69,,133,,185,,470,,1046,,1262,,4944,,5081,,,-,1,,5,,3,,7,,"CALIFORNIA
(37.640735, -121.002435)",
WISCONSIN,2016,5,2,,7,,34,,14,,25,,89,,104,,162,,633,,360,,,-,2,,5,,5,,10,,"WISCONSIN
(44.395526, -89.834513)",
VIRGINIA,2016,5,2,,5,,18,,17,,18,,221,,150,,336,,774,,663,,1,,2,,11,,11,,17,,"VIRGINIA
(37.542699, -78.45822)",
NEW JERSEY,2016,5,,-,0,,9,,,-,28,,71,,139,,169,,624,,725,,,-,2,,6,,8,,10,,"NEW JERSEY
(40.104655, -74.386686)",
SOUTH CAROLINA,2016,5,2,,2,,9,,11,,14,,197,,163,,271,,991,,719,,,-,2,,5,,9,,17,,"SOUTH CAROLINA
(34.009286, -81.037094)",
MINNESOTA,2016,5,,-,0,,1,,,-,,-,3,,77,,98,,268,,405,,,-,1,,8,,,-,26,,"MINNESOTA
(44.943719, -93.094281)",
WASHINGTON,2016,5,3,,7,,97,,12,,5,,142,,134,,240,,640,,669,,,-,0,,2,,1,,,-,"WASHINGTON
(47.517368, -120.467672)",
IDAHO,2016,5,2,,3,,9,,10,,8,,,-,8,,30,,5,,33,,1,,0,,2,,3,,1,,"IDAHO
(43.680635, -114.364237)",
OHIO,2016,5,11,,7,,15,,44,,40,,72,,318,,398,,1176,,1562,,3,,3,,8,,28,,25,,"OHIO
(40.056807, -82.405897)",
MASSACHUSETTS,2016,5,,-,13,,26,,8,,55,,,-,73,,109,,52,,335,,,-,2,,7,,2,,10,,"MASSACHUSETTS
(42.268546, -72.085064)",
PENNSYLVANIA,2016,5,3,,13,,22,,35,,57,,245,,249,,371,,1480,,1249,,3,,4,,10,,27,,24,,"PENNSYLVANIA
(40.789676, -77.858055)",
ARKANSAS,2016,5,4,,2,,9,,15,,5,,60,,94,,222,,291,,20,,,-,1,,4,,6,,6,,"ARKANSAS
(34.748745, -92.275105)",
NEBRASKA,2016,5,1,,2,,9,,9,,13,,17,,32,,63,,164,,174,,,-,0,,3,,1,,,-,"NEBRASKA
(41.640503, -99.367122)",
KENTUCKY,2016,5,,-,0,,2,,,-,,-,25,,75,,183,,146,,268,,,-,0,,4,,5,,7,,"KENTUCKY
(37.64591, -84.774043)",
MISSISSIPPI,2016,5,,N,0,,0,,,N,,N,,-,75,,238,,,-,219,,,-,1,,2,,4,,5,,"MISSISSIPPI
(32.738663, -89.537312)",
GEORGIA,2016,5,3,,6,,28,,3,,65,,120,,316,,363,,979,,1635,,,-,3,,14,,14,,22,,"GEORGIA
(32.836038, -83.631709)",
MICHIGAN,2016,5,,-,8,,20,,18,,37,,73,,202,,278,,890,,1012,,,-,2,,9,,13,,15,,"MICHIGAN
(44.66399, -84.711206)",
NEW HAMPSHIRE,2016,5,,-,2,,6,,8,,7,,,-,4,,13,,,-,21,,,-,0,,2,,,-,3,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
SOUTH DAKOTA,2016,5,,-,2,,8,,1,,6,,,-,12,,32,,19,,102,,,-,0,,1,,2,,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
FLORIDA,2016,5,18,,21,,34,,89,,80,,259,,462,,708,,1828,,1960,,7,,3,,58,,40,,26,,"FLORIDA
(28.915325, -81.922409)",
TEXAS,2016,5,,N,0,,0,,,N,,N,,-,749,,1417,,3304,,4243,,3,,0,,4,,12,,3,,"TEXAS
(31.827233, -99.423022)",
MONTANA,2016,5,3,,1,,6,,5,,4,,17,,17,,30,,110,,80,,,-,0,,2,,1,,,-,"MONTANA
(47.062617, -109.430168)",
IOWA,2016,5,,-,1,,10,,9,,5,,8,,42,,66,,168,,160,,,-,0,,1,,,-,,-,"IOWA
(42.46942, -93.815856)",
OKLAHOMA,2016,5,,N,0,,0,,,N,,N,21,,90,,114,,313,,515,,1,,2,,6,,6,,12,,"OKLAHOMA
(35.468494, -97.521264)",
ILLINOIS,2016,5,,N,0,,0,,,N,,N,12,,283,,363,,592,,1409,,,-,4,,8,,7,,17,,"ILLINOIS
(40.477092, -88.993221)",
LOUISIANA,2016,5,,-,4,,12,,3,,19,,192,,161,,764,,1215,,549,,3,,1,,5,,11,,5,,"LOUISIANA
(31.2931, -92.463284)",
ARIZONA,2016,5,7,,3,,8,,17,,12,,,-,148,,248,,,-,690,,5,,2,,10,,26,,20,,"ARIZONA
(34.869712, -111.760902)",
NEW YORK,2016,5,15,,15,,33,,69,,55,,150,,170,,314,,715,,647,,6,,3,,19,,17,,16,,"NEW YORK
(42.826892, -75.544286)",
CONNECTICUT,2016,5,,-,4,,10,,12,,16,,20,,40,,91,,144,,169,,,-,1,,3,,7,,6,,"CONNECTICUT
(41.544654, -72.651713)",
NORTH CAROLINA,2016,5,,N,0,,0,,,N,,N,,-,334,,1027,,339,,1765,,,-,3,,10,,8,,22,,"NORTH CAROLINA
(35.47995, -79.180571)",
WEST VIRGINIA,2016,5,,-,1,,5,,2,,4,,,-,13,,29,,39,,102,,,-,1,,3,,,-,7,,"WEST VIRGINIA
(38.668501, -80.709421)",
PUERTO RICO,2016,5,,-,0,,3,,,-,1,,,-,9,,39,,13,,45,,,-,0,,0,,,-,1,,"PUERTO RICO
(18.215692, -66.414655)",
UNITED STATES,2016,6,99,,233,,346,,962,,1260,,3714,,7177,,8526,,35856,,42541,,44,,73,,126,,462,,568,,,
NEW ENGLAND,2016,6,3,,20,,40,,44,,95,,39,,136,,204,,293,,739,,1,,4,,10,,11,,33,,,
MID. ATLANTIC,2016,6,24,,47,,74,,205,,259,,586,,892,,1042,,5281,,4978,,7,,11,,23,,77,,79,,,
