Reporting Area,MMWR Year,MMWR Week,"Cryptosporidiosis, Current week","Cryptosporidiosis, Current week, flag","Cryptosporidiosis, Previous 52 weeks Med","Cryptosporidiosis, Previous 52 weeks Med, flag","Cryptosporidiosis, Previous 52 weeks Max","Cryptosporidiosis, Previous 52 weeks Max, flag","Cryptosporidiosis, Cum 2015","Cryptosporidiosis, Cum 2015, flag","Cryptosporidiosis, Cum 2014","Cryptosporidiosis, Cum 2014, flag","Dengue Fever, Current week","Dengue§, Current week, flag","Dengue§, Previous 52 weeks Med","Dengue§, Previous 52 weeks Med, flag","Dengue§, Previous 52 weeks Max","Dengue§, Previous 52 weeks Max, flag","Dengue§, Cum 2015","Dengue§, Cum 2015, flag","Dengue§, Cum 2014","Dengue§, Cum 2014, flag","Dengue Hemorrhagic Fever, Current week","Dengue Severe, Current week, flag","Dengue Severe, Previous 52 weeks Med","Dengue Severe, Previous 52 weeks Med, flag","Dengue Severe, Previous 52 weeks Max","Dengue Severe, Previous 52 weeks Max, flag","Dengue Severe, Cum 2015","Dengue Severe, Cum 2015, flag","Dengue Severe, Cum 2014","Dengue Severe, Cum 2014, flag",Location 1,Location 2
ALABAMA,2015,41,3,,3,,41,,212,,106,,,-,0,,0,,,-,3,,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
CALIFORNIA,2015,41,1,,5,,15,,253,,300,,,-,0,,7,,1,,90,,,-,0,,0,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
MICHIGAN,2015,41,3,,3,,11,,160,,209,,,-,0,,2,,9,,2,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
OHIO,2015,41,11,,5,,26,,353,,267,,,-,0,,2,,3,,8,,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
GEORGIA,2015,41,12,,5,,16,,271,,196,,,-,0,,2,,2,,4,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
MARYLAND,2015,41,3,,1,,7,,68,,66,,,-,0,,1,,,-,6,,,-,0,,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
OKLAHOMA,2015,41,2,,1,,10,,59,,61,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
WEST VIRGINIA,2015,41,,-,0,,3,,10,,8,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
PENNSYLVANIA,2015,41,1,,6,,16,,253,,305,,,-,0,,0,,,-,6,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
WASHINGTON,2015,41,,-,0,,33,,66,,52,,,-,0,,2,,,-,7,,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
COLORADO,2015,41,,-,1,,7,,61,,66,,,-,0,,2,,,-,6,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
SOUTH DAKOTA,2015,41,1,,3,,18,,182,,122,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
MONTANA,2015,41,,-,1,,4,,30,,56,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
MISSISSIPPI,2015,41,,-,1,,6,,29,,50,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
MINNESOTA,2015,41,,-,0,,14,,,-,281,,,-,0,,0,,,-,3,,,-,0,,0,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
GUAM,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
UTAH,2015,41,,-,3,,6,,131,,41,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
ARIZONA,2015,41,2,,1,,5,,53,,37,,,-,0,,22,,1,,10,,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
MISSOURI,2015,41,,-,0,,6,,18,,134,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
SOUTH CAROLINA,2015,41,1,,1,,5,,56,,56,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
WYOMING,2015,41,,-,0,,4,,23,,25,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
ARKANSAS,2015,41,,-,1,,12,,53,,35,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
NEVADA,2015,41,1,,0,,2,,7,,12,,,-,0,,0,,,-,3,,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
IDAHO,2015,41,2,,1,,8,,80,,85,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
HAWAII,2015,41,,-,0,,3,,16,,2,,,-,0,,2,,,-,7,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
TEXAS,2015,41,20,,9,,32,,464,,296,,,-,0,,3,,17,,26,,,-,0,,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
MAINE,2015,41,,-,0,,4,,26,,46,,,-,0,,1,,2,,1,,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
NEW YORK,2015,41,9,,3,,21,,208,,193,,,-,0,,2,,,-,22,,,-,0,,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
PUERTO RICO,2015,41,,-,0,,0,,,-,,-,,-,0,,12,,5,,500,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
NEW HAMPSHIRE,2015,41,,-,0,,3,,28,,31,,,-,0,,0,,,-,5,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
IOWA,2015,41,,-,5,,20,,268,,234,,,-,0,,1,,3,,3,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
FLORIDA,2015,41,21,,15,,81,,735,,1486,,,-,0,,2,,,-,73,,,-,0,,0,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
NORTH CAROLINA,2015,41,21,,0,,62,,182,,122,,,-,0,,0,,,-,8,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
ALASKA,2015,41,1,,0,,1,,5,,3,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
NORTH DAKOTA,2015,41,,-,0,,9,,14,,118,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
VIRGINIA,2015,41,1,,3,,15,,137,,119,,,-,0,,3,,1,,8,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
INDIANA,2015,41,,-,4,,8,,120,,130,,,-,0,,2,,,-,2,,,-,0,,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
VERMONT,2015,41,,-,1,,3,,27,,21,,,-,0,,1,,,-,3,,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
NEBRASKA,2015,41,,-,2,,21,,169,,95,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
ILLINOIS,2015,41,,-,2,,6,,98,,139,,,-,0,,2,,17,,5,,,-,0,,0,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
LOUISIANA,2015,41,,-,2,,7,,99,,222,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
DELAWARE,2015,41,1,,0,,1,,10,,6,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
KANSAS,2015,41,,-,1,,16,,147,,59,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
NEW MEXICO,2015,41,,-,1,,4,,39,,76,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
MASSACHUSETTS,2015,41,2,,3,,11,,152,,116,,,-,0,,1,,2,,16,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
NEW JERSEY,2015,41,,-,1,,5,,32,,57,,,-,0,,5,,,-,66,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
OREGON,2015,41,2,,3,,9,,132,,88,,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
RHODE ISLAND,2015,41,,-,0,,3,,8,,15,,,-,0,,1,,1,,4,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
WISCONSIN,2015,41,6,,8,,29,,444,,473,,,-,0,,1,,3,,6,,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
KENTUCKY,2015,41,2,,2,,6,,77,,62,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
CONNECTICUT,2015,41,,-,1,,10,,56,,38,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
UNITED STATES,2015,42,109,,120,,370,,6685,,7194,,,-,2,,38,,81,,484,,,-,0,,0,,,-,,-,,
NEW ENGLAND,2015,42,1,,5,,20,,305,,272,,,-,0,,1,,6,,31,,,-,0,,0,,,-,,-,,
MID. ATLANTIC,2015,42,22,,11,,41,,623,,649,,,-,0,,7,,4,,133,,,-,0,,0,,,-,,-,,
NEW YORK CITY,2015,42,9,,2,,13,,117,,78,,,-,0,,2,,4,,37,,,-,0,,0,,,-,,-,"NEW YORK CITY
",
E.N. CENTRAL,2015,42,17,,24,,57,,1233,,1239,,,-,1,,4,,32,,27,,,-,0,,0,,,-,,-,,
W.N. CENTRAL,2015,42,,-,14,,55,,814,,1081,,,-,0,,1,,4,,10,,,-,0,,0,,,-,,-,,
S. ATLANTIC,2015,42,39,,31,,94,,1521,,2156,,,-,0,,3,,4,,107,,,-,0,,0,,,-,,-,,
DIST. OF COL.,2015,42,,-,0,,2,,2,,5,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,42,7,,10,,66,,555,,305,,,-,0,,3,,8,,8,,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2015,42,20,,13,,44,,721,,629,,,-,0,,2,,18,,34,,,-,0,,0,,,-,,-,,
MOUNTAIN,2015,42,1,,9,,25,,431,,408,,,-,0,,22,,2,,26,,,-,0,,0,,,-,,-,,
PACIFIC,2015,42,2,,10,,47,,482,,455,,,-,0,,7,,3,,108,,,-,0,,0,,,-,,-,,
VIRGIN ISL.,2015,42,,-,0,,0,,,-,,-,,-,0,,1,,,-,16,,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
WISCONSIN,2015,42,6,,8,,29,,463,,481,,,-,0,,1,,3,,6,,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
CONNECTICUT,2015,42,1,,1,,10,,60,,38,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
FLORIDA,2015,42,13,,15,,61,,748,,1567,,,-,0,,2,,,-,74,,,-,0,,0,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
CALIFORNIA,2015,42,,-,5,,15,,257,,306,,,-,0,,7,,1,,92,,,-,0,,0,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
ALASKA,2015,42,,-,0,,1,,5,,3,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
IDAHO,2015,42,1,,1,,8,,83,,88,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
NEW YORK,2015,42,9,,3,,21,,217,,198,,,-,0,,2,,,-,23,,,-,0,,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
NORTH DAKOTA,2015,42,,-,0,,6,,14,,127,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
GUAM,2015,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
VERMONT,2015,42,,-,0,,3,,27,,22,,,-,0,,1,,,-,3,,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
WYOMING,2015,42,,-,0,,4,,23,,26,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
GEORGIA,2015,42,,-,5,,16,,272,,202,,,-,0,,2,,2,,4,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
MARYLAND,2015,42,,-,1,,7,,70,,68,,,-,0,,1,,,-,7,,,-,0,,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
MISSISSIPPI,2015,42,1,,0,,5,,30,,56,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
TEXAS,2015,42,17,,9,,32,,507,,306,,,-,0,,2,,18,,29,,,-,0,,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
SOUTH DAKOTA,2015,42,,-,3,,18,,187,,130,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
PUERTO RICO,2015,42,,-,0,,0,,,-,,-,,-,0,,5,,5,,512,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
MASSACHUSETTS,2015,42,,-,3,,11,,156,,119,,,-,0,,1,,2,,16,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
LOUISIANA,2015,42,,-,2,,7,,99,,226,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
OKLAHOMA,2015,42,,-,1,,10,,59,,61,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
ARIZONA,2015,42,,-,1,,5,,54,,37,,,-,0,,22,,1,,12,,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
ILLINOIS,2015,42,,-,2,,7,,113,,141,,,-,0,,2,,17,,6,,,-,0,,0,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
TENNESSEE,2015,42,3,,3,,22,,230,,77,,,-,0,,3,,8,,2,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
MINNESOTA,2015,42,,-,0,,9,,,-,295,,,-,0,,0,,,-,3,,,-,0,,0,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
COLORADO,2015,42,,-,1,,7,,61,,67,,,-,0,,1,,,-,8,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
INDIANA,2015,42,,-,4,,8,,126,,134,,,-,0,,1,,,-,4,,,-,0,,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
DELAWARE,2015,42,,-,0,,1,,10,,6,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
OREGON,2015,42,2,,3,,9,,135,,92,,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
NEVADA,2015,42,,-,0,,2,,7,,12,,,-,0,,0,,,-,3,,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
OHIO,2015,42,11,,5,,26,,364,,272,,,-,0,,2,,3,,8,,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
UTAH,2015,42,,-,3,,7,,133,,45,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
WASHINGTON,2015,42,,-,0,,33,,66,,52,,,-,0,,2,,,-,7,,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
NEW MEXICO,2015,42,,-,1,,5,,40,,77,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
KANSAS,2015,42,,-,1,,16,,148,,62,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
VIRGINIA,2015,42,,-,3,,15,,138,,121,,,-,0,,3,,1,,9,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
ARKANSAS,2015,42,3,,1,,12,,56,,36,,,-,0,,1,,,-,3,,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
IOWA,2015,42,,-,5,,20,,278,,237,,,-,0,,1,,3,,4,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
PENNSYLVANIA,2015,42,4,,5,,16,,257,,315,,,-,0,,0,,,-,6,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
NORTH CAROLINA,2015,42,25,,0,,62,,207,,122,,,-,0,,0,,,-,8,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
MISSOURI,2015,42,,-,0,,6,,18,,135,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
MONTANA,2015,42,,-,1,,4,,30,,56,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
NEW JERSEY,2015,42,,-,1,,5,,32,,58,,,-,0,,5,,,-,67,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
RHODE ISLAND,2015,42,,-,0,,3,,8,,15,,,-,0,,1,,1,,4,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
MAINE,2015,42,,-,0,,4,,26,,47,,,-,0,,1,,3,,1,,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
WEST VIRGINIA,2015,42,,-,0,,3,,14,,8,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
ALABAMA,2015,42,2,,3,,41,,216,,108,,,-,0,,0,,,-,3,,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
KENTUCKY,2015,42,1,,2,,6,,79,,64,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
HAWAII,2015,42,,-,0,,3,,19,,2,,,-,0,,2,,,-,7,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
MICHIGAN,2015,42,,-,4,,11,,167,,211,,,-,0,,2,,9,,3,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
NEW HAMPSHIRE,2015,42,,-,0,,3,,28,,31,,,-,0,,0,,,-,5,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
NEBRASKA,2015,42,,-,2,,21,,169,,95,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
SOUTH CAROLINA,2015,42,1,,1,,5,,60,,57,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
UNITED STATES,2015,43,112,,120,,370,,6889,,7383,,,-,1,,38,,47,,501,,,-,0,,0,,,-,,-,,
NEW ENGLAND,2015,43,6,,5,,20,,320,,279,,,-,0,,1,,6,,32,,,-,0,,0,,,-,,-,,
MID. ATLANTIC,2015,43,16,,11,,41,,641,,668,,,-,0,,7,,4,,135,,,-,0,,0,,,-,,-,,
NEW YORK CITY,2015,43,1,,2,,13,,118,,82,,,-,0,,2,,4,,37,,,-,0,,0,,,-,,-,"NEW YORK CITY
",
E.N. CENTRAL,2015,43,8,,23,,57,,1252,,1267,,,-,0,,3,,27,,27,,,-,0,,0,,,-,,-,,
W.N. CENTRAL,2015,43,3,,14,,55,,836,,1107,,,-,0,,1,,1,,10,,,-,0,,0,,,-,,-,,
S. ATLANTIC,2015,43,29,,31,,95,,1553,,2223,,,-,0,,3,,4,,109,,,-,0,,0,,,-,,-,,
DIST. OF COL.,2015,43,,-,0,,2,,2,,5,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,43,7,,10,,66,,567,,314,,,-,0,,0,,,-,8,,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2015,43,11,,16,,44,,763,,639,,,-,0,,2,,,-,35,,,-,0,,0,,,-,,-,,
MOUNTAIN,2015,43,2,,9,,25,,441,,420,,,-,0,,22,,2,,30,,,-,0,,0,,,-,,-,,
PACIFIC,2015,43,30,,10,,46,,516,,466,,,-,0,,7,,3,,115,,,-,0,,0,,,-,,-,,
AMER. SAMOA,2015,43,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,43,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,43,,-,0,,0,,,-,,-,,-,0,,1,,,-,16,,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
MARYLAND,2015,43,2,,1,,7,,73,,68,,,-,0,,1,,,-,7,,,-,0,,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
HAWAII,2015,43,,-,0,,3,,18,,2,,,-,0,,2,,,-,8,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
CONNECTICUT,2015,43,,-,1,,10,,60,,41,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
NEW MEXICO,2015,43,,-,1,,5,,40,,79,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
IDAHO,2015,43,1,,1,,8,,84,,88,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
PUERTO RICO,2015,43,,-,0,,0,,,-,,-,,-,0,,3,,5,,517,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
COLORADO,2015,43,,-,1,,7,,61,,68,,,-,0,,1,,,-,8,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
MISSISSIPPI,2015,43,,-,0,,3,,30,,61,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
NEBRASKA,2015,43,,-,2,,21,,169,,99,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
NEW YORK,2015,43,10,,3,,21,,226,,205,,,-,0,,2,,,-,24,,,-,0,,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
TEXAS,2015,43,8,,10,,32,,546,,312,,,-,0,,2,,,-,30,,,-,0,,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
ILLINOIS,2015,43,,-,2,,7,,113,,142,,,-,0,,2,,17,,6,,,-,0,,0,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
VERMONT,2015,43,1,,0,,3,,28,,22,,,-,0,,1,,,-,3,,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
MONTANA,2015,43,1,,1,,4,,32,,58,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
NEW HAMPSHIRE,2015,43,,-,0,,3,,28,,32,,,-,0,,0,,,-,5,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
ALABAMA,2015,43,1,,4,,41,,221,,109,,,-,0,,0,,,-,3,,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
NORTH DAKOTA,2015,43,,-,0,,5,,16,,133,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
MAINE,2015,43,,-,0,,4,,27,,48,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
NORTH CAROLINA,2015,43,5,,0,,62,,212,,122,,,-,0,,0,,,-,8,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
VIRGINIA,2015,43,3,,3,,15,,142,,122,,,-,0,,3,,1,,9,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
PENNSYLVANIA,2015,43,5,,5,,16,,265,,322,,,-,0,,0,,,-,6,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
OHIO,2015,43,5,,5,,26,,369,,277,,,-,0,,1,,,-,8,,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
IOWA,2015,43,,-,5,,20,,287,,238,,,-,0,,0,,,-,4,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
CALIFORNIA,2015,43,25,,5,,15,,286,,309,,,-,0,,7,,1,,98,,,-,0,,0,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
NEW JERSEY,2015,43,,-,1,,5,,32,,59,,,-,0,,5,,,-,68,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
GEORGIA,2015,43,4,,5,,16,,276,,206,,,-,0,,2,,2,,4,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
GUAM,2015,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
DELAWARE,2015,43,,-,0,,1,,10,,6,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
OREGON,2015,43,5,,2,,9,,141,,96,,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
KANSAS,2015,43,2,,2,,16,,156,,62,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
MISSOURI,2015,43,,-,0,,6,,18,,138,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
ARIZONA,2015,43,,-,1,,5,,54,,39,,,-,0,,22,,1,,16,,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
RHODE ISLAND,2015,43,,-,0,,3,,8,,16,,,-,0,,0,,,-,5,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
LOUISIANA,2015,43,,-,2,,7,,99,,227,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
WEST VIRGINIA,2015,43,,-,0,,3,,14,,8,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
WASHINGTON,2015,43,,-,0,,33,,66,,56,,,-,0,,2,,,-,7,,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
INDIANA,2015,43,,-,4,,8,,126,,137,,,-,0,,1,,,-,4,,,-,0,,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
SOUTH DAKOTA,2015,43,1,,3,,18,,190,,133,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
UTAH,2015,43,,-,3,,7,,140,,47,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
ARKANSAS,2015,43,,-,1,,12,,56,,38,,,-,0,,1,,,-,3,,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
