Reporting Area,MMWR Year,MMWR Week,"Chlamydia trachomatis infection, Current week","Chlamydia trachomatis infection, Current week, flag","Chlamydia trachomatis infection, Previous 52 weeks Med","Chlamydia trachomatis infection, Previous 52 weeks Med, flag","Chlamydia trachomatis infection, Previous 52 weeks Max","Chlamydia trachomatis infection, Previous 52 weeks Max, flag","Chlamydia trachomatis infection, Cum 2014","Chlamydia trachomatis infection, Cum 2014, flag","Chlamydia trachomatis infection, Cum 2013","Chlamydia trachomatis infection, Cum 2013, flag","Coccidioidomycosis, Current week","Coccidioidomycosis, Current week, flag","Coccidioidomycosis, Previous 52 weeks Med","Coccidioidomycosis, Previous 52 weeks Med, flag","Coccidioidomycosis, Previous 52 weeks Max","Coccidioidomycosis, Previous 52 weeks Max, flag","Coccidioidomycosis, Cum 2014","Coccidioidomycosis, Cum 2014, flag","Coccidioidomycosis, Cum 2013","Coccidioidomycosis, Cum 2013, flag",Location 1,Location 2
DELAWARE,2014,45,43,,82,,220,,3721,,4393,,,-,0,,0,,,-,1,,"DELAWARE
(39.00883059000046, -75.57773943699965)",
CONNECTICUT,2014,45,,-,239,,394,,10792,,11176,,,N,0,,0,,,N,,N,"CONNECTICUT
(41.56266101800048, -72.64983753699966)",
WISCONSIN,2014,45,320,,446,,515,,19333,,20664,,,-,0,,1,,2,,5,,"WISCONSIN
(44.393191877000504, -89.81636715299965)",
WASHINGTON,2014,45,324,,368,,514,,15361,,21798,,,N,0,,0,,,N,,N,"WASHINGTON
(47.5222894470005, -120.47002746299972)",
TENNESSEE,2014,45,168,,590,,871,,25931,,26845,,,N,0,,0,,,N,,N,"TENNESSEE
(35.68094014000047, -85.77448642199965)",
NORTH DAKOTA,2014,45,,-,61,,83,,2731,,2546,,,-,0,,1,,7,,8,,"NORTH DAKOTA
(47.47531892900048, -100.11842599699969)",
SOUTH CAROLINA,2014,45,,-,520,,923,,22835,,22873,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(33.99882214300044, -81.04536765699964)",
NEW HAMPSHIRE,2014,45,,-,46,,76,,1805,,2746,,,-,0,,2,,3,,1,,"NEW HAMPSHIRE
(43.65595081000049, -71.50035726399966)",
OHIO,2014,45,310,,1048,,1242,,46072,,46607,,,-,0,,2,,15,,7,,"OHIO
(40.06021184000048, -82.40425685299965)",
NEBRASKA,2014,45,,-,136,,253,,5592,,6277,,,-,0,,1,,4,,1,,"NEBRASKA
(41.641041981000456, -99.36571864599966)",
TEXAS,2014,45,,-,2401,,2763,,105895,,115635,,,N,0,,0,,,N,,N,"TEXAS
(31.827240712000446, -99.4267664729997)",
CALIFORNIA,2014,45,1830,,3126,,3892,,138595,,146835,,21,,44,,93,,1903,,2694,,"CALIFORNIA
(37.63864203100047, -120.99999889499969)",
MICHIGAN,2014,45,379,,842,,1201,,37176,,39067,,,-,1,,3,,30,,13,,"MICHIGAN
(44.66132176400049, -84.71438724399968)",
COLORADO,2014,45,454,,390,,748,,18475,,17830,,,N,0,,0,,,N,,N,"COLORADO
(38.84384201300048, -106.13360888799969)",
PENNSYLVANIA,2014,45,912,,932,,1297,,42626,,45583,,,N,0,,0,,,N,,N,"PENNSYLVANIA
(40.79373260300048, -77.86069775999965)",
UNITED STATES,2014,46,13327,,26547,,28997,,1181893,,1242628,,37,,171,,293,,7261,,7953,,,
NEW ENGLAND,2014,46,271,,852,,1151,,37998,,43582,,,-,0,,2,,5,,1,,,
MID. ATLANTIC,2014,46,2668,,3412,,3910,,155118,,156467,,,-,0,,0,,,-,,-,,
E.N. CENTRAL,2014,46,1356,,3893,,4470,,170467,,191046,,,-,1,,3,,47,,25,,,
W.N. CENTRAL,2014,46,378,,1605,,1784,,70489,,73297,,,-,2,,6,,103,,81,,,
S. ATLANTIC,2014,46,3530,,5408,,6987,,243883,,244956,,,-,0,,2,,8,,6,,,
DIST. OF COL.,2014,46,,U,0,,153,,,U,,U,,-,0,,1,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2014,46,466,,1791,,2564,,84359,,84905,,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2014,46,2074,,3492,,4557,,156224,,172067,,,-,0,,1,,2,,4,,,
MOUNTAIN,2014,46,468,,1787,,2764,,82125,,80414,,18,,123,,209,,5101,,5046,,,
PACIFIC,2014,46,2116,,4017,,4873,,181230,,195894,,19,,46,,93,,1995,,2790,,,
AMER. SAMOA,2014,46,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2014,46,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2014,46,,-,13,,22,,294,,722,,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
RHODE ISLAND,2014,46,58,,85,,171,,3854,,3770,,,-,0,,1,,2,,,-,"RHODE ISLAND
(41.708284362000484, -71.52246918099962)",
WISCONSIN,2014,46,274,,446,,515,,19794,,21132,,,-,0,,1,,2,,5,,"WISCONSIN
(44.393191877000504, -89.81636715299965)",
NEW YORK,2014,46,874,,753,,1866,,33717,,32543,,,N,0,,0,,,N,,N,"NEW YORK
(42.82700178100049, -75.54396639699968)",
ILLINOIS,2014,46,,-,984,,1349,,40756,,56595,,,N,0,,0,,,N,,N,"ILLINOIS
(40.48501433000047, -88.99770813999965)",
GEORGIA,2014,46,317,,1004,,2050,,42890,,44525,,,N,0,,0,,,N,,N,"GEORGIA
(32.83968158500045, -83.62757601199968)",
IOWA,2014,46,21,,222,,257,,10043,,9807,,,N,0,,0,,,N,,N,"IOWA
(42.469401477000474, -93.81648936699969)",
CALIFORNIA,2014,46,1826,,3130,,3911,,142248,,150079,,19,,45,,93,,1991,,2785,,"CALIFORNIA
(37.63864203100047, -120.99999889499969)",
MARYLAND,2014,46,485,,482,,801,,22498,,23117,,,-,0,,2,,8,,5,,"MARYLAND
(39.29058224000045, -76.60925970899967)",
TENNESSEE,2014,46,187,,588,,871,,26118,,27338,,,N,0,,0,,,N,,N,"TENNESSEE
(35.68094014000047, -85.77448642199965)",
NEW HAMPSHIRE,2014,46,4,,45,,77,,1836,,2800,,,-,0,,2,,3,,1,,"NEW HAMPSHIRE
(43.65595081000049, -71.50035726399966)",
COLORADO,2014,46,303,,395,,748,,18789,,18150,,,N,0,,0,,,N,,N,"COLORADO
(38.84384201300048, -106.13360888799969)",
KANSAS,2014,46,18,,211,,259,,9351,,9832,,,N,0,,0,,,N,,N,"KANSAS
(38.3477418760005, -98.20077655499966)",
MASSACHUSETTS,2014,46,180,,393,,508,,16930,,20943,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.27687014100047, -72.08268985899963)",
ALABAMA,2014,46,,-,494,,734,,20789,,26454,,,N,0,,0,,,N,,N,"ALABAMA
(32.84057034900047, -86.63185803899967)",
INDIANA,2014,46,298,,544,,954,,24885,,25558,,,N,0,,0,,,N,,N,"INDIANA
(39.76691072200049, -86.14995579899966)",
PUERTO RICO,2014,46,,-,85,,317,,4162,,5309,,,N,0,,0,,,N,,N,"PUERTO RICO
(18.24828934900046, -66.49988980099965)",
MINNESOTA,2014,46,1,,356,,424,,14762,,16648,,,-,1,,6,,77,,56,,"MINNESOTA
(46.35564575300049, -94.79419697699967)",
ARIZONA,2014,46,,-,630,,1348,,26965,,24333,,18,,120,,208,,4981,,4906,,"ARIZONA
(34.865970167000455, -111.76380949799972)",
OREGON,2014,46,275,,300,,395,,13653,,12523,,,-,0,,1,,4,,5,,"OREGON
(44.56745218600048, -120.15502977999972)",
MONTANA,2014,46,42,,81,,126,,3598,,3375,,,-,0,,2,,8,,3,,"MONTANA
(47.06652759400049, -109.42441687999968)",
DELAWARE,2014,46,69,,79,,220,,3790,,4482,,,-,0,,0,,,-,1,,"DELAWARE
(39.00883059000046, -75.57773943699965)",
NORTH CAROLINA,2014,46,499,,882,,1840,,41777,,44234,,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.46622096200048, -79.15924924699965)",
WEST VIRGINIA,2014,46,51,,92,,140,,4218,,4581,,,N,0,,0,,,N,,N,"WEST VIRGINIA
(38.66551303900047, -80.71263935099967)",
NORTH DAKOTA,2014,46,,-,61,,83,,2731,,2606,,,-,0,,1,,7,,8,,"NORTH DAKOTA
(47.47531892900048, -100.11842599699969)",
KENTUCKY,2014,46,,-,333,,608,,15173,,15185,,,N,0,,0,,,N,,N,"KENTUCKY
(37.645970985000474, -84.77496612599964)",
NEVADA,2014,46,24,,199,,606,,10147,,10488,,,-,1,,5,,59,,75,,"NEVADA
(39.493242807000456, -117.07183978499972)",
NEW MEXICO,2014,46,52,,222,,353,,9822,,10781,,,-,0,,2,,21,,27,,"NEW MEXICO
(34.520884020000494, -106.24057768899968)",
ALASKA,2014,46,15,,107,,147,,4936,,5148,,,-,0,,0,,,-,,-,"ALASKA
(64.84507631500048, -147.72205669099972)",
NEW YORK CITY,2014,46,630,,1158,,1273,,51847,,52023,,,N,0,,0,,,N,,N,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
MAINE,2014,46,,-,70,,109,,3029,,3103,,,N,0,,0,,,N,,N,"MAINE
(45.2542257390005, -68.98502952999962)",
GUAM,2014,46,,-,11,,12,,,-,869,,,-,0,,0,,,-,1,,"GUAM
(13.480998894000436, 144.73149801400064)",
IDAHO,2014,46,19,,106,,135,,4668,,4808,,,N,0,,0,,,N,,N,"IDAHO
(43.68263160000049, -114.3637261449997)",
WASHINGTON,2014,46,,-,368,,514,,15361,,22178,,,N,0,,0,,,N,,N,"WASHINGTON
(47.5222894470005, -120.47002746299972)",
CONNECTICUT,2014,46,,-,239,,394,,10792,,11414,,,N,0,,0,,,N,,N,"CONNECTICUT
(41.56266101800048, -72.64983753699966)",
VIRGINIA,2014,46,601,,698,,1267,,31758,,29515,,,N,0,,0,,,N,,N,"VIRGINIA
(37.542682294000485, -78.45788924199968)",
OHIO,2014,46,277,,1045,,1247,,47006,,47686,,,-,0,,2,,15,,7,,"OHIO
(40.06021184000048, -82.40425685299965)",
NEBRASKA,2014,46,1,,136,,253,,5595,,6412,,,-,0,,1,,4,,1,,"NEBRASKA
(41.641041981000456, -99.36571864599966)",
PENNSYLVANIA,2014,46,947,,932,,1299,,43617,,46592,,,N,0,,0,,,N,,N,"PENNSYLVANIA
(40.79373260300048, -77.86069775999965)",
WYOMING,2014,46,,-,30,,56,,1306,,1799,,,-,0,,1,,2,,2,,"WYOMING
(43.235543013000495, -108.10982744299969)",
LOUISIANA,2014,46,,-,477,,1359,,19391,,23664,,,-,0,,1,,2,,4,,"LOUISIANA
(31.312664106000454, -92.44567554599968)",
TEXAS,2014,46,2032,,2409,,2801,,110877,,117980,,,N,0,,0,,,N,,N,"TEXAS
(31.827240712000446, -99.4267664729997)",
HAWAII,2014,46,,-,117,,148,,5032,,5966,,,N,0,,0,,,N,,N,"HAWAII
(21.304853205000427, -157.85774691599974)",
ARKANSAS,2014,46,,-,304,,424,,13393,,13944,,,N,0,,0,,,N,,N,"ARKANSAS
(34.74865329300047, -92.27448794899965)",
FLORIDA,2014,46,961,,1599,,1840,,73048,,71082,,,N,0,,0,,,N,,N,"FLORIDA
(28.93204444200046, -81.92895558499964)",
VERMONT,2014,46,29,,33,,98,,1557,,1552,,,N,0,,0,,,N,,N,"VERMONT
(43.62538000100045, -72.51763944499965)",
UTAH,2014,46,28,,156,,183,,6830,,6680,,,-,1,,4,,30,,33,,"UTAH
(39.36070082200047, -111.5871285339997)",
OKLAHOMA,2014,46,42,,288,,379,,12563,,16479,,,N,0,,0,,,N,,N,"OKLAHOMA
(35.472031425000466, -97.52106845499969)",
MICHIGAN,2014,46,507,,842,,1201,,38026,,40075,,,-,1,,3,,30,,13,,"MICHIGAN
(44.66132176400049, -84.71438724399968)",
MISSISSIPPI,2014,46,279,,427,,1238,,22279,,15928,,,N,0,,0,,,N,,N,"MISSISSIPPI
(32.745512774000474, -89.53802764499966)",
SOUTH DAKOTA,2014,46,23,,79,,99,,3569,,3541,,,N,0,,0,,,N,,N,"SOUTH DAKOTA
(44.35313049600046, -100.37352811899967)",
MISSOURI,2014,46,314,,540,,635,,24438,,24451,,,-,0,,1,,15,,16,,"MISSOURI
(38.63579079900046, -92.56629737199967)",
SOUTH CAROLINA,2014,46,547,,520,,923,,23904,,23420,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(33.99882214300044, -81.04536765699964)",
NEW JERSEY,2014,46,217,,579,,694,,25937,,25309,,,N,0,,0,,,N,,N,"NEW JERSEY
(40.13057159500045, -74.27368565099965)",
MID. ATLANTIC,2014,47,2508,,3436,,3945,,159196,,160196,,,-,0,,0,,,-,,-,"MID. ATLANTIC
",
E.N. CENTRAL,2014,47,1249,,3883,,4470,,174015,,195404,,1,,1,,3,,48,,26,,"E.N. CENTRAL
",
W.N. CENTRAL,2014,47,71,,1613,,1784,,71493,,75029,,,-,2,,6,,105,,83,,"W.N. CENTRAL
",
S. ATLANTIC,2014,47,3259,,5388,,6987,,248055,,250210,,,-,0,,2,,8,,6,,"S. ATLANTIC
",
DIST. OF COL.,2014,47,,U,0,,153,,,U,,U,,-,0,,1,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2014,47,926,,1791,,2562,,86232,,86671,,,-,0,,0,,,-,,-,"E.S. CENTRAL
",
W.S. CENTRAL,2014,47,432,,3476,,4557,,157145,,175915,,,-,0,,1,,2,,4,,"W.S. CENTRAL
",
AMER. SAMOA,2014,47,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2014,47,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2014,47,,-,13,,24,,519,,735,,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
NEW JERSEY,2014,47,195,,581,,694,,26489,,25909,,,N,0,,0,,,N,,N,"NEW JERSEY
(40.13057159500045, -74.27368565099965)",
KENTUCKY,2014,47,358,,332,,608,,15869,,15584,,,N,0,,0,,,N,,N,"KENTUCKY
(37.645970985000474, -84.77496612599964)",
NEW MEXICO,2014,47,146,,222,,353,,10113,,11134,,,-,0,,3,,24,,28,,"NEW MEXICO
(34.520884020000494, -106.24057768899968)",
MISSOURI,2014,47,,-,540,,635,,24438,,24990,,,-,0,,1,,15,,16,,"MISSOURI
(38.63579079900046, -92.56629737199967)",
OKLAHOMA,2014,47,50,,286,,379,,12827,,16858,,,N,0,,0,,,N,,N,"OKLAHOMA
(35.472031425000466, -97.52106845499969)",
WISCONSIN,2014,47,296,,445,,513,,20213,,21588,,,-,0,,1,,2,,5,,"WISCONSIN
(44.393191877000504, -89.81636715299965)",
MARYLAND,2014,47,,-,481,,801,,22498,,23741,,,-,0,,2,,8,,5,,"MARYLAND
(39.29058224000045, -76.60925970899967)",
SOUTH DAKOTA,2014,47,,-,79,,99,,3569,,3625,,,N,0,,0,,,N,,N,"SOUTH DAKOTA
(44.35313049600046, -100.37352811899967)",
WASHINGTON,2014,47,453,,368,,514,,16184,,22691,,,N,0,,0,,,N,,N,"WASHINGTON
(47.5222894470005, -120.47002746299972)",
MISSISSIPPI,2014,47,342,,427,,1238,,22684,,16124,,,N,0,,0,,,N,,N,"MISSISSIPPI
(32.745512774000474, -89.53802764499966)",
NEVADA,2014,47,,-,199,,606,,10147,,10812,,,-,1,,5,,59,,78,,"NEVADA
(39.493242807000456, -117.07183978499972)",
TENNESSEE,2014,47,226,,588,,871,,26344,,27922,,,N,0,,0,,,N,,N,"TENNESSEE
(35.68094014000047, -85.77448642199965)",
RHODE ISLAND,2014,47,47,,82,,171,,3905,,3831,,,-,0,,1,,2,,,-,"RHODE ISLAND
(41.708284362000484, -71.52246918099962)",
NORTH CAROLINA,2014,47,636,,866,,1840,,42434,,44983,,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.46622096200048, -79.15924924699965)",
MICHIGAN,2014,47,623,,836,,1201,,38999,,41072,,,-,1,,3,,30,,14,,"MICHIGAN
(44.66132176400049, -84.71438724399968)",
PACIFIC,2014,47,801,,4005,,4873,,182403,,200294,,,-,45,,93,,1995,,2883,,"PACIFIC
(38.48199730900046, -90.74151604899964)",
NEW YORK CITY,2014,47,590,,1161,,1274,,53045,,53193,,,N,0,,0,,,N,,N,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
ALABAMA,2014,47,,-,497,,734,,21335,,27041,,,N,0,,0,,,N,,N,"ALABAMA
(32.84057034900047, -86.63185803899967)",
UTAH,2014,47,50,,156,,183,,7007,,6855,,,-,0,,4,,30,,33,,"UTAH
(39.36070082200047, -111.5871285339997)",
WEST VIRGINIA,2014,47,,-,92,,140,,4218,,4661,,,N,0,,0,,,N,,N,"WEST VIRGINIA
(38.66551303900047, -80.71263935099967)",
COLORADO,2014,47,354,,404,,750,,19299,,18641,,,N,0,,0,,,N,,N,"COLORADO
(38.84384201300048, -106.13360888799969)",
VIRGINIA,2014,47,733,,696,,1267,,32491,,30252,,,N,0,,0,,,N,,N,"VIRGINIA
(37.542682294000485, -78.45788924199968)",
WYOMING,2014,47,,-,30,,56,,1306,,1832,,,-,0,,1,,2,,3,,"WYOMING
(43.235543013000495, -108.10982744299969)",
KANSAS,2014,47,48,,212,,259,,9653,,10065,,,N,0,,0,,,N,,N,"KANSAS
(38.3477418760005, -98.20077655499966)",
CONNECTICUT,2014,47,146,,239,,394,,11418,,11653,,,N,0,,0,,,N,,N,"CONNECTICUT
(41.56266101800048, -72.64983753699966)",
IOWA,2014,47,23,,223,,257,,10260,,10026,,,N,0,,0,,,N,,N,"IOWA
(42.469401477000474, -93.81648936699969)",
LOUISIANA,2014,47,24,,470,,1359,,19415,,24438,,,-,0,,1,,2,,4,,"LOUISIANA
(31.312664106000454, -92.44567554599968)",
NORTH DAKOTA,2014,47,,-,62,,83,,2731,,2677,,,-,0,,1,,7,,9,,"NORTH DAKOTA
(47.47531892900048, -100.11842599699969)",
MASSACHUSETTS,2014,47,234,,393,,508,,17640,,21341,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.27687014100047, -72.08268985899963)",
MOUNTAIN,2014,47,635,,1788,,2764,,83975,,82990,,71,,119,,209,,5278,,5241,,"MOUNTAIN
(47.00024835200048, -109.75101789499968)",
UNITED STATES,2014,47,10344,,26551,,28997,,1202010,,1271180,,72,,171,,293,,7441,,8244,,"UNITED STATES
(39.759995942000444, -98.49999896099968)",
NEW HAMPSHIRE,2014,47,5,,45,,77,,1894,,2862,,,-,0,,2,,3,,1,,"NEW HAMPSHIRE
(43.65595081000049, -71.50035726399966)",
GUAM,2014,47,,-,12,,12,,,-,880,,,-,0,,0,,,-,1,,"GUAM
(13.480998894000436, 144.73149801400064)",
ALASKA,2014,47,3,,107,,147,,4939,,5285,,,-,0,,0,,,-,,-,"ALASKA
(64.84507631500048, -147.72205669099972)",
MONTANA,2014,47,,-,80,,126,,3598,,3460,,,-,0,,2,,8,,3,,"MONTANA
(47.06652759400049, -109.42441687999968)",
SOUTH CAROLINA,2014,47,451,,520,,923,,24366,,23846,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(33.99882214300044, -81.04536765699964)",
GEORGIA,2014,47,371,,1004,,2050,,43523,,45424,,,N,0,,0,,,N,,N,"GEORGIA
(32.83968158500045, -83.62757601199968)",
HAWAII,2014,47,,-,117,,148,,5032,,6087,,,N,0,,0,,,N,,N,"HAWAII
(21.304853205000427, -157.85774691599974)",
MINNESOTA,2014,47,,-,352,,424,,15247,,17067,,,-,1,,6,,79,,57,,"MINNESOTA
(46.35564575300049, -94.79419697699967)",
OHIO,2014,47,276,,1042,,1249,,48160,,48721,,1,,0,,2,,16,,7,,"OHIO
(40.06021184000048, -82.40425685299965)",
NEW YORK,2014,47,763,,755,,1866,,34478,,33381,,,N,0,,0,,,N,,N,"NEW YORK
(42.82700178100049, -75.54396639699968)",
ARIZONA,2014,47,,-,630,,1348,,27680,,25342,,71,,118,,208,,5155,,5096,,"ARIZONA
(34.865970167000455, -111.76380949799972)",
NEW ENGLAND,2014,47,463,,850,,1163,,39496,,44471,,,-,0,,2,,5,,1,,"NEW ENGLAND
(53.0500595200005, -105.40101878999968)",
OREGON,2014,47,345,,300,,395,,14000,,12861,,,-,0,,1,,4,,5,,"OREGON
(44.56745218600048, -120.15502977999972)",
IDAHO,2014,47,85,,105,,135,,4825,,4914,,,N,0,,0,,,N,,N,"IDAHO
(43.68263160000049, -114.3637261449997)",
VERMONT,2014,47,31,,34,,98,,1610,,1613,,,N,0,,0,,,N,,N,"VERMONT
(43.62538000100045, -72.51763944499965)",
ILLINOIS,2014,47,54,,984,,1351,,41758,,57937,,,N,0,,0,,,N,,N,"ILLINOIS
(40.48501433000047, -88.99770813999965)",
NEBRASKA,2014,47,,-,136,,253,,5595,,6579,,,-,0,,1,,4,,1,,"NEBRASKA
(41.641041981000456, -99.36571864599966)",
PUERTO RICO,2014,47,25,,93,,317,,4617,,5406,,,N,0,,0,,,N,,N,"PUERTO RICO
(18.24828934900046, -66.49988980099965)",
CALIFORNIA,2014,47,,-,3125,,3911,,142248,,153370,,,-,45,,93,,1991,,2878,,"CALIFORNIA
(37.63864203100047, -120.99999889499969)",
INDIANA,2014,47,,-,540,,954,,24885,,26086,,,N,0,,0,,,N,,N,"INDIANA
(39.76691072200049, -86.14995579899966)",
FLORIDA,2014,47,970,,1603,,1840,,74637,,72736,,,N,0,,0,,,N,,N,"FLORIDA
(28.93204444200046, -81.92895558499964)",
DELAWARE,2014,47,98,,75,,220,,3888,,4567,,,-,0,,0,,,-,1,,"DELAWARE
(39.00883059000046, -75.57773943699965)",
TEXAS,2014,47,,-,2409,,2801,,110877,,120373,,,N,0,,0,,,N,,N,"TEXAS
(31.827240712000446, -99.4267664729997)",
PENNSYLVANIA,2014,47,960,,950,,1307,,45184,,47713,,,N,0,,0,,,N,,N,"PENNSYLVANIA
(40.79373260300048, -77.86069775999965)",
ARKANSAS,2014,47,358,,302,,424,,14026,,14246,,,N,0,,0,,,N,,N,"ARKANSAS
(34.74865329300047, -92.27448794899965)",
MAINE,2014,47,,-,70,,109,,3029,,3171,,,N,0,,0,,,N,,N,"MAINE
(45.2542257390005, -68.98502952999962)",
UNITED STATES,2014,48,8692,,26566,,28997,,1229017,,1290437,,71,,171,,293,,7536,,8456,,,
NEW ENGLAND,2014,48,455,,853,,1167,,40542,,45296,,,-,0,,2,,5,,1,,,
MID. ATLANTIC,2014,48,1813,,3414,,3948,,162291,,162661,,,-,0,,0,,,-,,-,,
E.N. CENTRAL,2014,48,897,,3888,,4470,,177747,,198307,,,-,1,,3,,49,,26,,,
W.N. CENTRAL,2014,48,228,,1606,,1784,,73244,,76192,,,-,2,,6,,107,,86,,,
S. ATLANTIC,2014,48,2689,,5376,,6987,,252777,,253945,,,-,0,,2,,8,,6,,,
DIST. OF COL.,2014,48,,U,0,,142,,,U,,U,,-,0,,1,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2014,48,298,,1787,,2562,,86530,,87873,,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2014,48,156,,3472,,4557,,160421,,178079,,,-,0,,1,,2,,4,,,
MOUNTAIN,2014,48,351,,1785,,2764,,85497,,84744,,44,,117,,209,,5290,,5374,,,
PACIFIC,2014,48,1805,,4024,,4894,,189968,,203340,,27,,44,,88,,2075,,2959,,,
AMER. SAMOA,2014,48,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2014,48,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2014,48,,-,13,,24,,519,,747,,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
MISSOURI,2014,48,170,,539,,635,,25333,,25348,,,-,0,,1,,17,,17,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
WEST VIRGINIA,2014,48,33,,92,,140,,4309,,4755,,,N,0,,0,,,N,,N,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
NORTH DAKOTA,2014,48,6,,63,,85,,3000,,2725,,,-,0,,1,,7,,9,,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
WASHINGTON,2014,48,185,,368,,514,,16369,,23159,,,N,0,,0,,,N,,N,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
ALABAMA,2014,48,,-,494,,734,,21335,,27401,,,N,0,,0,,,N,,N,"ALABAMA
(32.84057234800002, -86.63185738799996)",
LOUISIANA,2014,48,2,,462,,1359,,19417,,24720,,,-,0,,1,,2,,4,,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
VERMONT,2014,48,,-,33,,98,,1610,,1634,,,N,0,,0,,,N,,N,"VERMONT
(43.62538389600007, -72.51763667599994)",
WISCONSIN,2014,48,156,,443,,513,,20534,,21937,,,-,0,,1,,3,,5,,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
NEW MEXICO,2014,48,48,,222,,307,,10210,,11318,,,-,0,,3,,24,,28,,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
SOUTH DAKOTA,2014,48,31,,79,,99,,3745,,3674,,,N,0,,0,,,N,,N,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
VIRGINIA,2014,48,661,,696,,1267,,33152,,30735,,,N,0,,0,,,N,,N,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
PUERTO RICO,2014,48,13,,89,,317,,4670,,5462,,,N,0,,0,,,N,,N,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
NEW YORK,2014,48,555,,755,,1866,,35033,,33886,,,N,0,,0,,,N,,N,"NEW YORK
(42.82700376100007, -75.54396609999998)",
WYOMING,2014,48,,-,30,,56,,1327,,1857,,,-,0,,1,,2,,3,,"WYOMING
(43.23554100600006, -108.10982701399996)",
FLORIDA,2014,48,666,,1605,,1840,,75830,,73754,,,N,0,,0,,,N,,N,"FLORIDA
(28.932042722000062, -81.92895768899996)",
ALASKA,2014,48,20,,106,,147,,5047,,5376,,,-,0,,0,,,-,,-,"ALASKA
(64.84507799500005, -147.72205958799998)",
ILLINOIS,2014,48,13,,990,,1351,,42668,,58846,,,N,0,,0,,,N,,N,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
MASSACHUSETTS,2014,48,190,,391,,508,,18092,,21731,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
SOUTH CAROLINA,2014,48,422,,520,,923,,24795,,24081,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(33.99882214300044, -81.04536765699964)",
NEBRASKA,2014,48,,-,136,,253,,5595,,6691,,,-,0,,1,,4,,1,,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
NEW YORK CITY,2014,48,398,,1161,,1275,,54066,,53947,,,N,0,,0,,,N,,N,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
MAINE,2014,48,35,,72,,109,,3214,,3224,,,N,0,,0,,,N,,N,"MAINE
(45.25422910300006, -68.98502586699993)",
ARKANSAS,2014,48,133,,304,,424,,14165,,14433,,,N,0,,0,,,N,,N,"ARKANSAS
(34.74865329300047, -92.27448794899965)",
HAWAII,2014,48,,-,118,,148,,5464,,6190,,,N,0,,0,,,N,,N,"HAWAII
(21.304853205000427, -157.85774691599974)",
OREGON,2014,48,237,,300,,395,,14241,,13080,,,-,0,,1,,4,,5,,"OREGON
(44.56745049300008, -120.15502935599994)",
NORTH CAROLINA,2014,48,277,,866,,1840,,42745,,45537,,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
PENNSYLVANIA,2014,48,733,,950,,1311,,46002,,48502,,,N,0,,0,,,N,,N,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
