Reporting Area,MMWR Year,MMWR Week,"West Nile virus disease§, Neuroinvasive, Current week","West Nile virus disease§, Neuroinvasive, Current week, flag","West Nile virus disease§, Neuroinvasive, Previous 52 weeks Med","West Nile virus disease§, Neuroinvasive, Previous 52 weeks Med, flag","West Nile virus disease§, Neuroinvasive, Previous 52 weeks Max","West Nile virus disease§, Neuroinvasive, Previous 52 weeks Max, flag","West Nile virus disease§, Neuroinvasive, Cum 2016","West Nile virus disease§, Neuroinvasive, Cum 2016, flag","West Nile virus disease§, Neuroinvasive, Cum 2015","West Nile virus disease§, Neuroinvasive, Cum 2015, flag","West Nile virus disease§, Nonneuroinvasiveś, Current week","West Nile virus disease§, Nonneuroinvasiveś, Current week, flag","West Nile virus disease§, Nonneuroinvasiveś, Previous 52 weeks Med","West Nile virus disease§, Nonneuroinvasiveś, Previous 52 weeks Med, flag","West Nile virus disease§, Nonneuroinvasiveś, Previous 52 weeks Max","West Nile virus disease§, Nonneuroinvasiveś, Previous 52 weeks Max, flag","West Nile virus disease§, Nonneuroinvasiveś, Cum 2016","West Nile virus disease§, Nonneuroinvasiveś, Cum 2016, flag","West Nile virus disease§, Nonneuroinvasiveś, Cum 2015","West Nile virus disease§, Nonneuroinvasiveś, Cum 2015, flag",Location 1,Location 2
KENTUCKY,2016,30,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
OHIO,2016,30,,-,0,,5,,,-,6,,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
NEW JERSEY,2016,30,,-,0,,5,,1,,2,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
IOWA,2016,30,,-,0,,4,,,-,1,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
GUAM,2016,30,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NEBRASKA,2016,30,,-,0,,10,,5,,17,,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
MICHIGAN,2016,30,,-,0,,5,,1,,,-,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
UNITED STATES,2016,31,4,,5,,249,,147,,493,,,-,0,,0,,,-,,-,,
NEW ENGLAND,2016,31,,-,0,,4,,2,,,-,,-,0,,0,,,-,,-,,
MID. ATLANTIC,2016,31,,-,0,,18,,2,,14,,,-,0,,0,,,-,,-,,
NEW YORK CITY,2016,31,,-,0,,8,,,-,4,,,-,0,,0,,,-,,-,"NEW YORK CITY
",
E.N. CENTRAL,2016,31,,-,0,,30,,6,,24,,,-,0,,0,,,-,,-,,
W.N. CENTRAL,2016,31,1,,0,,32,,40,,54,,,-,0,,0,,,-,,-,,
S. ATLANTIC,2016,31,,-,0,,13,,,-,28,,,-,0,,0,,,-,,-,,
DIST. OF COL.,2016,31,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,31,,-,0,,7,,11,,22,,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2016,31,,-,1,,50,,41,,107,,,-,0,,0,,,-,,-,,
MOUNTAIN,2016,31,3,,1,,37,,42,,115,,,-,0,,0,,,-,,-,,
PACIFIC,2016,31,,-,0,,80,,3,,129,,,-,0,,0,,,-,,-,,
AMER. SAMOA,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,31,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
GUAM,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
ARIZONA,2016,31,,-,0,,13,,25,,62,,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
IOWA,2016,31,,-,0,,4,,,-,2,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
TEXAS,2016,31,,-,1,,35,,36,,61,,,-,0,,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
COLORADO,2016,31,3,,0,,20,,13,,34,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
MASSACHUSETTS,2016,31,,-,0,,4,,,-,,-,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
MAINE,2016,31,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
NORTH DAKOTA,2016,31,,-,0,,6,,1,,6,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
KANSAS,2016,31,,-,0,,8,,3,,9,,,-,0,,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
ILLINOIS,2016,31,,-,0,,17,,4,,4,,,-,0,,0,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
NORTH CAROLINA,2016,31,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
NEW MEXICO,2016,31,,-,0,,2,,1,,6,,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
ARKANSAS,2016,31,,-,0,,3,,1,,11,,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
NEW JERSEY,2016,31,,-,0,,5,,1,,4,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
NEW YORK,2016,31,,-,0,,4,,,-,1,,,-,0,,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
PUERTO RICO,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
IDAHO,2016,31,,-,0,,3,,1,,7,,,-,0,,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
ALASKA,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
FLORIDA,2016,31,,-,0,,2,,,-,7,,,-,0,,0,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
KENTUCKY,2016,31,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
CALIFORNIA,2016,31,,-,0,,79,,3,,112,,,-,0,,0,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
PENNSYLVANIA,2016,31,,-,0,,5,,1,,5,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
NEBRASKA,2016,31,,-,0,,10,,8,,20,,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
OKLAHOMA,2016,31,,-,0,,13,,4,,22,,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
LOUISIANA,2016,31,,-,0,,7,,,-,13,,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
MINNESOTA,2016,31,,-,0,,2,,2,,1,,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
OHIO,2016,31,,-,0,,5,,,-,11,,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
WASHINGTON,2016,31,,-,0,,4,,,-,17,,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
WEST VIRGINIA,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
UTAH,2016,31,,-,0,,3,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
OREGON,2016,31,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
CONNECTICUT,2016,31,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
MARYLAND,2016,31,,-,0,,10,,,-,5,,,-,0,,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
DELAWARE,2016,31,,-,0,,2,,,-,2,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
MONTANA,2016,31,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
ALABAMA,2016,31,,-,0,,2,,2,,5,,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
HAWAII,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
NEW HAMPSHIRE,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
GEORGIA,2016,31,,-,0,,4,,,-,7,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
MISSISSIPPI,2016,31,,-,0,,5,,8,,14,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
TENNESSEE,2016,31,,-,0,,2,,1,,3,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
WYOMING,2016,31,,-,0,,2,,1,,5,,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
WISCONSIN,2016,31,,-,0,,3,,,-,1,,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
SOUTH CAROLINA,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
RHODE ISLAND,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
SOUTH DAKOTA,2016,31,1,,0,,7,,26,,13,,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
VERMONT,2016,31,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
MISSOURI,2016,31,,-,0,,7,,,-,3,,,-,0,,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
NEVADA,2016,31,,-,0,,5,,1,,1,,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
INDIANA,2016,31,,-,0,,4,,1,,7,,,-,0,,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
MICHIGAN,2016,31,,-,0,,5,,1,,1,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
VIRGINIA,2016,31,,-,0,,5,,,-,4,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
UNITED STATES,2016,32,2,,4,,160,,232,,410,,,-,0,,89,,,-,272,,,
NEW ENGLAND,2016,32,,-,0,,3,,2,,2,,,-,0,,2,,,-,,-,,
MID. ATLANTIC,2016,32,,-,0,,14,,2,,17,,,-,0,,6,,,-,10,,,
NEW YORK CITY,2016,32,,-,0,,7,,,-,4,,,-,0,,2,,,-,2,,"NEW YORK CITY
",
E.N. CENTRAL,2016,32,,-,0,,23,,6,,25,,,-,0,,8,,,-,15,,,
W.N. CENTRAL,2016,32,2,,0,,16,,80,,25,,,-,0,,23,,,-,55,,,
S. ATLANTIC,2016,32,,-,0,,10,,1,,27,,,-,0,,8,,,-,14,,,
DIST. OF COL.,2016,32,,-,0,,1,,,-,1,,,-,0,,2,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,32,,-,0,,4,,17,,18,,,-,0,,3,,,-,9,,,
W.S. CENTRAL,2016,32,,-,1,,34,,52,,106,,,-,0,,18,,,-,51,,,
MOUNTAIN,2016,32,,-,0,,19,,48,,82,,,-,0,,17,,,-,46,,,
PACIFIC,2016,32,,-,0,,57,,24,,108,,,-,0,,23,,,-,72,,,
AMER. SAMOA,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,32,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
NEW HAMPSHIRE,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
WISCONSIN,2016,32,,-,0,,3,,1,,,-,,-,0,,2,,,-,1,,"WISCONSIN
(44.395526, -89.834513)",
OHIO,2016,32,,-,0,,4,,,-,10,,,-,0,,2,,,-,6,,"OHIO
(40.056807, -82.405897)",
MAINE,2016,32,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
NEW MEXICO,2016,32,,-,0,,2,,1,,6,,,-,0,,1,,,-,1,,"NEW MEXICO
(34.520396, -106.244402)",
INDIANA,2016,32,,-,0,,3,,1,,5,,,-,0,,1,,,-,4,,"INDIANA
(39.76845, -86.156212)",
IOWA,2016,32,,-,0,,1,,2,,1,,,-,0,,3,,,-,2,,"IOWA
(42.46942, -93.815856)",
PENNSYLVANIA,2016,32,,-,0,,3,,1,,6,,,-,0,,4,,,-,4,,"PENNSYLVANIA
(40.789676, -77.858055)",
RHODE ISLAND,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
OREGON,2016,32,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"OREGON
(44.567912, -120.156945)",
MICHIGAN,2016,32,,-,0,,4,,1,,2,,,-,0,,1,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
ARKANSAS,2016,32,,-,0,,2,,1,,10,,,-,0,,0,,,-,2,,"ARKANSAS
(34.748745, -92.275105)",
UTAH,2016,32,,-,0,,3,,,-,,-,,-,0,,2,,,-,,-,"UTAH
(39.359772, -111.584173)",
NORTH CAROLINA,2016,32,,-,0,,1,,,-,3,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
OKLAHOMA,2016,32,,-,0,,8,,4,,13,,,-,0,,7,,,-,20,,"OKLAHOMA
(35.468494, -97.521264)",
IDAHO,2016,32,,-,0,,1,,1,,4,,,-,0,,3,,,-,4,,"IDAHO
(43.680635, -114.364237)",
HAWAII,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
KANSAS,2016,32,,-,0,,3,,6,,4,,,-,0,,5,,,-,6,,"KANSAS
(38.345528, -98.201847)",
GUAM,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
ILLINOIS,2016,32,,-,0,,13,,3,,8,,,-,0,,6,,,-,4,,"ILLINOIS
(40.477092, -88.993221)",
LOUISIANA,2016,32,,-,0,,5,,,-,16,,,-,0,,2,,,-,2,,"LOUISIANA
(31.2931, -92.463284)",
ALASKA,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
VIRGINIA,2016,32,,-,0,,4,,1,,2,,,-,0,,2,,,-,4,,"VIRGINIA
(37.542699, -78.45822)",
MASSACHUSETTS,2016,32,,-,0,,2,,,-,1,,,-,0,,2,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
NEW JERSEY,2016,32,,-,0,,5,,1,,6,,,-,0,,2,,,-,2,,"NEW JERSEY
(40.104655, -74.386686)",
ARIZONA,2016,32,,-,0,,5,,26,,47,,,-,0,,4,,,-,18,,"ARIZONA
(34.869712, -111.760902)",
MONTANA,2016,32,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
KENTUCKY,2016,32,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
GEORGIA,2016,32,,-,0,,4,,,-,6,,,-,0,,1,,,-,1,,"GEORGIA
(32.836038, -83.631709)",
COLORADO,2016,32,,-,0,,11,,17,,21,,,-,0,,9,,,-,20,,"COLORADO
(38.841772, -106.132562)",
CALIFORNIA,2016,32,,-,0,,57,,22,,103,,,-,0,,23,,,-,60,,"CALIFORNIA
(37.640735, -121.002435)",
ALABAMA,2016,32,,-,0,,2,,3,,4,,,-,0,,2,,,-,2,,"ALABAMA
(32.839182, -86.631125)",
NEVADA,2016,32,,-,0,,3,,2,,1,,,-,0,,2,,,-,,-,"NEVADA
(39.491833, -117.070159)",
PUERTO RICO,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
SOUTH CAROLINA,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
FLORIDA,2016,32,,-,0,,2,,,-,7,,,-,0,,1,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
TEXAS,2016,32,,-,0,,23,,47,,67,,,-,0,,13,,,-,27,,"TEXAS
(31.827233, -99.423022)",
MINNESOTA,2016,32,,-,0,,1,,2,,,-,,-,0,,2,,,-,3,,"MINNESOTA
(46.357661, -94.793397)",
NORTH DAKOTA,2016,32,,-,0,,4,,11,,5,,,-,0,,2,,,-,7,,"NORTH DAKOTA
(47.475879, -100.121011)",
TENNESSEE,2016,32,,-,0,,2,,2,,2,,,-,0,,1,,,-,1,,"TENNESSEE
(35.681402, -85.774444)",
VERMONT,2016,32,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
MISSISSIPPI,2016,32,,-,0,,3,,12,,12,,,-,0,,3,,,-,6,,"MISSISSIPPI
(32.738663, -89.537312)",
WASHINGTON,2016,32,,-,0,,1,,2,,5,,,-,0,,2,,,-,12,,"WASHINGTON
(47.517368, -120.467672)",
WEST VIRGINIA,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
NEW YORK,2016,32,,-,0,,3,,,-,1,,,-,0,,1,,,-,2,,"NEW YORK
(42.826892, -75.544286)",
CONNECTICUT,2016,32,,-,0,,2,,,-,1,,,-,0,,1,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
WYOMING,2016,32,,-,0,,1,,1,,3,,,-,0,,2,,,-,3,,"WYOMING
(43.23558, -108.110518)",
MARYLAND,2016,32,,-,0,,9,,,-,8,,,-,0,,5,,,-,5,,"MARYLAND
(39.290443, -76.612333)",
MISSOURI,2016,32,,-,0,,6,,,-,5,,,-,0,,1,,,-,1,,"MISSOURI
(38.636168, -92.566292)",
SOUTH DAKOTA,2016,32,2,,0,,8,,43,,4,,,-,0,,7,,,-,12,,"SOUTH DAKOTA
(44.35371, -100.373709)",
NEBRASKA,2016,32,,-,0,,4,,16,,6,,,-,0,,7,,,-,24,,"NEBRASKA
(41.640503, -99.367122)",
DELAWARE,2016,32,,-,0,,0,,,-,,-,,-,0,,2,,,-,4,,"DELAWARE
(39.008676, -75.574561)",
UNITED STATES,2016,33,2,,4,,160,,311,,518,,,-,0,,89,,,-,353,,,
NEW ENGLAND,2016,33,,-,0,,3,,3,,3,,,-,0,,2,,,-,,-,,
MID. ATLANTIC,2016,33,,-,0,,14,,3,,24,,,-,0,,6,,,-,16,,,
NEW YORK CITY,2016,33,,-,0,,7,,,-,7,,,-,0,,2,,,-,4,,"NEW YORK CITY
",
E.N. CENTRAL,2016,33,,-,0,,23,,9,,37,,,-,0,,8,,,-,17,,,
W.N. CENTRAL,2016,33,1,,0,,25,,106,,34,,,-,0,,23,,,-,78,,,
OHIO,2016,33,,-,0,,4,,,-,11,,,-,0,,2,,,-,6,,"OHIO
(40.056807, -82.405897)",
S. ATLANTIC,2016,33,,-,0,,10,,3,,30,,,-,0,,8,,,-,22,,,
DIST. OF COL.,2016,33,,-,0,,1,,,-,1,,,-,0,,2,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,33,,-,0,,4,,19,,20,,,-,0,,3,,,-,10,,,
W.S. CENTRAL,2016,33,,-,1,,34,,74,,139,,,-,0,,18,,,-,68,,,
MOUNTAIN,2016,33,1,,0,,19,,70,,98,,,-,0,,17,,,-,59,,,
PACIFIC,2016,33,,-,0,,57,,24,,133,,,-,0,,23,,,-,83,,,
AMER. SAMOA,2016,33,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,33,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,33,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
SOUTH CAROLINA,2016,33,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
KENTUCKY,2016,33,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
NEBRASKA,2016,33,,-,0,,5,,20,,8,,,-,0,,5,,,-,29,,"NEBRASKA
(41.640503, -99.367122)",
GUAM,2016,33,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
DELAWARE,2016,33,,-,0,,0,,,-,,-,,-,0,,1,,,-,5,,"DELAWARE
(39.008676, -75.574561)",
WYOMING,2016,33,,-,0,,1,,1,,3,,,-,0,,2,,,-,3,,"WYOMING
(43.23558, -108.110518)",
MICHIGAN,2016,33,,-,0,,4,,1,,6,,,-,0,,1,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
NEVADA,2016,33,,-,0,,3,,3,,1,,,-,0,,2,,,-,1,,"NEVADA
(39.491833, -117.070159)",
MASSACHUSETTS,2016,33,,-,0,,2,,1,,1,,,-,0,,2,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
RHODE ISLAND,2016,33,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
UTAH,2016,33,,-,0,,3,,,-,,-,,-,0,,2,,,-,,-,"UTAH
(39.359772, -111.584173)",
NEW MEXICO,2016,33,,-,0,,2,,1,,7,,,-,0,,1,,,-,1,,"NEW MEXICO
(34.520396, -106.244402)",
OREGON,2016,33,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"OREGON
(44.567912, -120.156945)",
ARIZONA,2016,33,,-,0,,5,,32,,49,,,-,0,,4,,,-,21,,"ARIZONA
(34.869712, -111.760902)",
ALABAMA,2016,33,,-,0,,2,,5,,4,,,-,0,,2,,,-,2,,"ALABAMA
(32.839182, -86.631125)",
CALIFORNIA,2016,33,,-,0,,57,,22,,128,,,-,0,,23,,,-,70,,"CALIFORNIA
(37.640735, -121.002435)",
MISSOURI,2016,33,,-,0,,6,,,-,11,,,-,0,,1,,,-,2,,"MISSOURI
(38.636168, -92.566292)",
PUERTO RICO,2016,33,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
GEORGIA,2016,33,,-,0,,4,,,-,6,,,-,0,,1,,,-,2,,"GEORGIA
(32.836038, -83.631709)",
ALASKA,2016,33,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
MONTANA,2016,33,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
IDAHO,2016,33,,-,0,,1,,1,,5,,,-,0,,3,,,-,4,,"IDAHO
(43.680635, -114.364237)",
MISSISSIPPI,2016,33,,-,0,,3,,12,,14,,,-,0,,3,,,-,7,,"MISSISSIPPI
(32.738663, -89.537312)",
MINNESOTA,2016,33,,-,0,,1,,2,,,-,,-,0,,2,,,-,5,,"MINNESOTA
(46.357661, -94.793397)",
LOUISIANA,2016,33,,-,0,,5,,1,,20,,,-,0,,2,,,-,3,,"LOUISIANA
(31.2931, -92.463284)",
VIRGINIA,2016,33,,-,0,,4,,1,,3,,,-,0,,2,,,-,5,,"VIRGINIA
(37.542699, -78.45822)",
PENNSYLVANIA,2016,33,,-,0,,2,,2,,7,,,-,0,,4,,,-,8,,"PENNSYLVANIA
(40.789676, -77.858055)",
KANSAS,2016,33,,-,0,,3,,7,,4,,,-,0,,5,,,-,9,,"KANSAS
(38.345528, -98.201847)",
MAINE,2016,33,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
WISCONSIN,2016,33,,-,0,,3,,2,,,-,,-,0,,2,,,-,1,,"WISCONSIN
(44.395526, -89.834513)",
WEST VIRGINIA,2016,33,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
COLORADO,2016,33,1,,0,,11,,32,,32,,,-,0,,9,,,-,29,,"COLORADO
(38.841772, -106.132562)",
CONNECTICUT,2016,33,,-,0,,2,,,-,2,,,-,0,,1,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
VERMONT,2016,33,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
NORTH DAKOTA,2016,33,,-,0,,4,,11,,5,,,-,0,,2,,,-,9,,"NORTH DAKOTA
(47.475879, -100.121011)",
TENNESSEE,2016,33,,-,0,,2,,2,,2,,,-,0,,1,,,-,1,,"TENNESSEE
(35.681402, -85.774444)",
NEW YORK,2016,33,,-,0,,3,,,-,2,,,-,0,,1,,,-,2,,"NEW YORK
(42.826892, -75.544286)",
NORTH CAROLINA,2016,33,,-,0,,1,,,-,3,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
SOUTH DAKOTA,2016,33,1,,0,,13,,64,,4,,,-,0,,7,,,-,19,,"SOUTH DAKOTA
(44.35371, -100.373709)",
WASHINGTON,2016,33,,-,0,,1,,2,,5,,,-,0,,2,,,-,13,,"WASHINGTON
(47.517368, -120.467672)",
MARYLAND,2016,33,,-,0,,9,,,-,10,,,-,0,,5,,,-,10,,"MARYLAND
(39.290443, -76.612333)",
NEW JERSEY,2016,33,,-,0,,5,,1,,8,,,-,0,,1,,,-,2,,"NEW JERSEY
(40.104655, -74.386686)",
FLORIDA,2016,33,,-,0,,2,,2,,7,,,-,0,,1,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
NEW HAMPSHIRE,2016,33,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
OKLAHOMA,2016,33,,-,0,,8,,4,,19,,,-,0,,5,,,-,24,,"OKLAHOMA
(35.468494, -97.521264)",
ILLINOIS,2016,33,,-,0,,13,,5,,14,,,-,0,,6,,,-,6,,"ILLINOIS
(40.477092, -88.993221)",
TEXAS,2016,33,,-,1,,23,,68,,88,,,-,0,,13,,,-,39,,"TEXAS
(31.827233, -99.423022)",
HAWAII,2016,33,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
IOWA,2016,33,,-,0,,1,,2,,2,,,-,0,,3,,,-,5,,"IOWA
(42.46942, -93.815856)",
ARKANSAS,2016,33,,-,0,,2,,1,,12,,,-,0,,0,,,-,2,,"ARKANSAS
(34.748745, -92.275105)",
INDIANA,2016,33,,-,0,,3,,1,,6,,,-,0,,1,,,-,4,,"INDIANA
(39.76845, -86.156212)",
UNITED STATES,2016,34,,-,4,,160,,437,,669,,,-,0,,89,,,-,411,,,
NEW ENGLAND,2016,34,,-,0,,3,,3,,4,,,-,0,,2,,,-,1,,,
MID. ATLANTIC,2016,34,,-,0,,14,,6,,35,,,-,0,,5,,,-,19,,,
NEW YORK CITY,2016,34,,-,0,,7,,,-,12,,,-,0,,2,,,-,5,,"NEW YORK CITY
",
E.N. CENTRAL,2016,34,,-,0,,23,,19,,52,,,-,0,,8,,,-,23,,,
W.N. CENTRAL,2016,34,,-,0,,26,,137,,45,,,-,0,,14,,,-,88,,,
S. ATLANTIC,2016,34,,-,0,,10,,5,,39,,,-,0,,6,,,-,24,,,
