Reporting Area,MMWR Year,MMWR Week,"West Nile virus disease§, Neuroinvasive, Current week","West Nile virus disease§, Neuroinvasive, Current week, flag","West Nile virus disease§, Neuroinvasive, Previous 52 weeks Med","West Nile virus disease§, Neuroinvasive, Previous 52 weeks Med, flag","West Nile virus disease§, Neuroinvasive, Previous 52 weeks Max","West Nile virus disease§, Neuroinvasive, Previous 52 weeks Max, flag","West Nile virus disease§, Neuroinvasive, Cum 2015","West Nile virus disease§, Neuroinvasive, Cum 2015, flag","West Nile virus disease§, Neuroinvasive, Cum 2014","West Nile virus disease§, Neuroinvasive, Cum 2014, flag","West Nile virus disease§, Nonneuroinvasiveś, Current week","West Nile virus disease§, Nonneuroinvasiveś, Current week, flag","West Nile virus disease§, Nonneuroinvasiveś, Previous 52 weeks Med","West Nile virus disease§, Nonneuroinvasiveś, Previous 52 weeks Med, flag","West Nile virus disease§, Nonneuroinvasiveś, Previous 52 weeks Max","West Nile virus disease§, Nonneuroinvasiveś, Previous 52 weeks Max, flag","West Nile virus disease§, Nonneuroinvasiveś, Cum 2015","West Nile virus disease§, Nonneuroinvasiveś, Cum 2015, flag","West Nile virus disease§, Nonneuroinvasiveś, Cum 2014","West Nile virus disease§, Nonneuroinvasiveś, Cum 2014, flag",Location 1,Location 2
HAWAII,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"HAWAII
(21.30485232600006, -157.85774798099996)",
KANSAS,2015,3,,-,0,,3,,,-,,-,,-,0,,8,,,-,,-,"KANSAS
(38.347742794000055, -98.20077822999997)",
NORTH DAKOTA,2015,3,,-,0,,3,,,-,,-,,-,0,,3,,,-,,-,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
CALIFORNIA,2015,3,,-,0,,57,,,-,,-,,-,0,,27,,,-,,-,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
WYOMING,2015,3,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,"WYOMING
(43.23554100600006, -108.10982701399996)",
NEW YORK,2015,3,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,"NEW YORK
(42.82700376100007, -75.54396609999998)",
FLORIDA,2015,3,,-,0,,2,,,-,,-,,-,0,,2,,,-,,-,"FLORIDA
(28.932042722000062, -81.92895768899996)",
UTAH,2015,3,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"UTAH
(39.36070123200005, -111.58712831499997)",
GUAM,2015,3,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
COLORADO,2015,3,,-,0,,11,,,-,,-,,-,0,,17,,,-,,-,"COLORADO
(38.84384342200008, -106.13360911499996)",
TENNESSEE,2015,3,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
MARYLAND,2015,3,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"MARYLAND
(39.290582950000044, -76.60925984299996)",
UNITED STATES,2015,4,,-,1,,128,,,-,,-,,-,1,,99,,,-,,-,,
NEW ENGLAND,2015,4,,-,0,,2,,,-,,-,,-,0,,2,,,-,,-,,
CONNECTICUT,2015,4,,-,0,,2,,,-,,-,,-,0,,2,,,-,,-,"CONNECTICUT
",
MAINE,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MAINE
",
MASSACHUSETTS,2015,4,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"MASSACHUSETTS
",
NEW HAMPSHIRE,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
",
RHODE ISLAND,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"RHODE ISLAND
",
VERMONT,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VERMONT
",
MID. ATLANTIC,2015,4,,-,0,,7,,,-,,-,,-,0,,4,,,-,,-,,
NEW JERSEY,2015,4,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"NEW JERSEY
",
NEW YORK,2015,4,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,"NEW YORK
",
NEW YORK CITY,2015,4,,-,0,,3,,,-,,-,,-,0,,2,,,-,,-,"NEW YORK CITY
",
PENNSYLVANIA,2015,4,,-,0,,4,,,-,,-,,-,0,,1,,,-,,-,"PENNSYLVANIA
",
E.N. CENTRAL,2015,4,,-,0,,11,,,-,,-,,-,0,,4,,,-,,-,,
ILLINOIS,2015,4,,-,0,,10,,,-,,-,,-,0,,4,,,-,,-,"ILLINOIS
",
INDIANA,2015,4,,-,0,,3,,,-,,-,,-,0,,1,,,-,,-,"INDIANA
",
MICHIGAN,2015,4,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MICHIGAN
",
OHIO,2015,4,,-,0,,4,,,-,,-,,-,0,,1,,,-,,-,"OHIO
",
WISCONSIN,2015,4,,-,0,,2,,,-,,-,,-,0,,2,,,-,,-,"WISCONSIN
",
W.N. CENTRAL,2015,4,,-,0,,14,,,-,,-,,-,0,,32,,,-,,-,,
IOWA,2015,4,,-,0,,3,,,-,,-,,-,0,,2,,,-,,-,"IOWA
",
KANSAS,2015,4,,-,0,,3,,,-,,-,,-,0,,8,,,-,,-,"KANSAS
",
MINNESOTA,2015,4,,-,0,,2,,,-,,-,,-,0,,3,,,-,,-,"MINNESOTA
",
MISSOURI,2015,4,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,"MISSOURI
",
NEBRASKA,2015,4,,-,0,,9,,,-,,-,,-,0,,19,,,-,,-,"NEBRASKA
",
NORTH DAKOTA,2015,4,,-,0,,3,,,-,,-,,-,0,,3,,,-,,-,"NORTH DAKOTA
",
SOUTH DAKOTA,2015,4,,-,0,,3,,,-,,-,,-,0,,11,,,-,,-,"SOUTH DAKOTA
",
S. ATLANTIC,2015,4,,-,0,,6,,,-,,-,,-,0,,3,,,-,,-,,
DELAWARE,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DELAWARE
",
DIST. OF COL.,2015,4,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"DIST. OF COL.
",
FLORIDA,2015,4,,-,0,,2,,,-,,-,,-,0,,2,,,-,,-,"FLORIDA
",
GEORGIA,2015,4,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,"GEORGIA
",
MARYLAND,2015,4,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"MARYLAND
",
NORTH CAROLINA,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NORTH CAROLINA
",
SOUTH CAROLINA,2015,4,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"SOUTH CAROLINA
",
VIRGINIA,2015,4,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"VIRGINIA
",
WEST VIRGINIA,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
",
E.S. CENTRAL,2015,4,,-,0,,5,,,-,,-,,-,0,,3,,,-,,-,,
ALABAMA,2015,4,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"ALABAMA
",
KENTUCKY,2015,4,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"KENTUCKY
",
MISSISSIPPI,2015,4,,-,0,,5,,,-,,-,,-,0,,2,,,-,,-,"MISSISSIPPI
",
TENNESSEE,2015,4,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,"TENNESSEE
",
W.S. CENTRAL,2015,4,,-,0,,33,,,-,,-,,-,0,,30,,,-,,-,,
ARKANSAS,2015,4,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"ARKANSAS
",
LOUISIANA,2015,4,,-,0,,7,,,-,,-,,-,0,,11,,,-,,-,"LOUISIANA
",
OKLAHOMA,2015,4,,-,0,,2,,,-,,-,,-,0,,3,,,-,,-,"OKLAHOMA
",
TEXAS,2015,4,,-,0,,26,,,-,,-,,-,0,,19,,,-,,-,"TEXAS
",
MOUNTAIN,2015,4,,-,0,,22,,,-,,-,,-,0,,23,,,-,,-,,
ARIZONA,2015,4,,-,0,,8,,,-,,-,,-,0,,4,,,-,,-,"ARIZONA
",
COLORADO,2015,4,,-,0,,11,,,-,,-,,-,0,,17,,,-,,-,"COLORADO
",
IDAHO,2015,4,,-,0,,1,,,-,,-,,-,0,,4,,,-,,-,"IDAHO
",
MONTANA,2015,4,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,"MONTANA
",
NEVADA,2015,4,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
",
NEW MEXICO,2015,4,,-,0,,5,,,-,,-,,-,0,,4,,,-,,-,"NEW MEXICO
",
UTAH,2015,4,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"UTAH
",
WYOMING,2015,4,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,"WYOMING
",
PACIFIC,2015,4,,-,0,,57,,,-,,-,,-,0,,28,,,-,,-,,
ALASKA,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ALASKA
",
CALIFORNIA,2015,4,,-,0,,57,,,-,,-,,-,0,,27,,,-,,-,"CALIFORNIA
",
HAWAII,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"HAWAII
",
OREGON,2015,4,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"OREGON
",
WASHINGTON,2015,4,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,"WASHINGTON
",
AMER. SAMOA,2015,4,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,4,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
GUAM,2015,4,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
",
PUERTO RICO,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
",
VIRGIN ISL.,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
UNITED STATES,2015,5,,-,1,,130,,,-,,-,,-,1,,99,,,-,1,,,
NEW ENGLAND,2015,5,,-,0,,2,,,-,,-,,-,0,,2,,,-,,-,,
MID. ATLANTIC,2015,5,,-,0,,7,,,-,,-,,-,0,,2,,,-,,-,,
E.N. CENTRAL,2015,5,,-,0,,11,,,-,,-,,-,0,,4,,,-,,-,,
W.N. CENTRAL,2015,5,,-,0,,15,,,-,,-,,-,0,,32,,,-,1,,,
S. ATLANTIC,2015,5,,-,0,,6,,,-,,-,,-,0,,3,,,-,,-,,
DIST. OF COL.,2015,5,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,5,,-,0,,5,,,-,,-,,-,0,,3,,,-,,-,,
W.S. CENTRAL,2015,5,,-,0,,36,,,-,,-,,-,0,,30,,,-,,-,,
MOUNTAIN,2015,5,,-,0,,22,,,-,,-,,-,0,,23,,,-,,-,,
PACIFIC,2015,5,,-,0,,57,,,-,,-,,-,0,,28,,,-,,-,,
AMER. SAMOA,2015,5,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,5,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
IOWA,2015,5,,-,0,,3,,,-,,-,,-,0,,2,,,-,1,,"IOWA
(42.469401411000035, -93.81648725599996)",
MAINE,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MAINE
(45.25422910300006, -68.98502586699993)",
WEST VIRGINIA,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
FLORIDA,2015,5,,-,0,,2,,,-,,-,,-,0,,2,,,-,,-,"FLORIDA
(28.932042722000062, -81.92895768899996)",
WASHINGTON,2015,5,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
TENNESSEE,2015,5,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
NEW HAMPSHIRE,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
GEORGIA,2015,5,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,"GEORGIA
(32.839683200000024, -83.62757885599996)",
PUERTO RICO,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
ILLINOIS,2015,5,,-,0,,10,,,-,,-,,-,0,,4,,,-,,-,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
INDIANA,2015,5,,-,0,,3,,,-,,-,,-,0,,1,,,-,,-,"INDIANA
(39.766913353000064, -86.14995646699998)",
WYOMING,2015,5,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,"WYOMING
(43.23554100600006, -108.10982701399996)",
KANSAS,2015,5,,-,0,,3,,,-,,-,,-,0,,8,,,-,,-,"KANSAS
(38.347742794000055, -98.20077822999997)",
NORTH DAKOTA,2015,5,,-,0,,3,,,-,,-,,-,0,,3,,,-,,-,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
ALASKA,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ALASKA
(64.84507799500005, -147.72205958799998)",
SOUTH DAKOTA,2015,5,,-,0,,3,,,-,,-,,-,0,,11,,,-,,-,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
MISSISSIPPI,2015,5,,-,0,,5,,,-,,-,,-,0,,2,,,-,,-,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
COLORADO,2015,5,,-,0,,11,,,-,,-,,-,0,,17,,,-,,-,"COLORADO
(38.84384342200008, -106.13360911499996)",
ARIZONA,2015,5,,-,0,,8,,,-,,-,,-,0,,4,,,-,,-,"ARIZONA
(34.86597351900008, -111.76380664699997)",
CALIFORNIA,2015,5,,-,0,,57,,,-,,-,,-,0,,27,,,-,,-,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
IDAHO,2015,5,,-,0,,1,,,-,,-,,-,0,,4,,,-,,-,"IDAHO
(43.68263174800006, -114.36372693399994)",
OREGON,2015,5,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"OREGON
(44.56745049300008, -120.15502935599994)",
NEW JERSEY,2015,5,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
MISSOURI,2015,5,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,"MISSOURI
(38.63579147100006, -92.56629944499997)",
NEW YORK CITY,2015,5,,-,0,,3,,,-,,-,,-,0,,2,,,-,,-,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
VERMONT,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VERMONT
(43.62538389600007, -72.51763667599994)",
RHODE ISLAND,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
NEW MEXICO,2015,5,,-,0,,5,,,-,,-,,-,0,,4,,,-,,-,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
NEW YORK,2015,5,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,"NEW YORK
(42.82700376100007, -75.54396609999998)",
VIRGINIA,2015,5,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
GUAM,2015,5,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
HAWAII,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"HAWAII
(21.30485232600006, -157.85774798099996)",
MICHIGAN,2015,5,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
NORTH CAROLINA,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
MASSACHUSETTS,2015,5,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
NEVADA,2015,5,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.49324221300003, -117.07183885899997)",
DELAWARE,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.00883389200004, -75.57773597599999)",
PENNSYLVANIA,2015,5,,-,0,,4,,,-,,-,,-,0,,1,,,-,,-,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
MONTANA,2015,5,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,"MONTANA
(47.06652795700006, -109.42441587999997)",
LOUISIANA,2015,5,,-,0,,7,,,-,,-,,-,0,,11,,,-,,-,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
CONNECTICUT,2015,5,,-,0,,2,,,-,,-,,-,0,,2,,,-,,-,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
OKLAHOMA,2015,5,,-,0,,2,,,-,,-,,-,0,,3,,,-,,-,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
WISCONSIN,2015,5,,-,0,,2,,,-,,-,,-,0,,2,,,-,,-,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
NEBRASKA,2015,5,,-,0,,9,,,-,,-,,-,0,,19,,,-,,-,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
ARKANSAS,2015,5,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
OHIO,2015,5,,-,0,,4,,,-,,-,,-,0,,1,,,-,,-,"OHIO
(40.060212455000055, -82.40425667899996)",
UTAH,2015,5,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"UTAH
(39.36070123200005, -111.58712831499997)",
SOUTH CAROLINA,2015,5,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
TEXAS,2015,5,,-,0,,29,,,-,,-,,-,0,,19,,,-,,-,"TEXAS
(31.827240467000024, -99.42676785299994)",
MARYLAND,2015,5,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"MARYLAND
(39.290582950000044, -76.60925984299996)",
MINNESOTA,2015,5,,-,0,,2,,,-,,-,,-,0,,3,,,-,,-,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
KENTUCKY,2015,5,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
ALABAMA,2015,5,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"ALABAMA
(32.84057234800002, -86.63185738799996)",
UNITED STATES,2015,6,,-,1,,129,,,-,,-,,-,1,,99,,,-,1,,,
NEW ENGLAND,2015,6,,-,0,,2,,,-,,-,,-,0,,2,,,-,,-,,
MID. ATLANTIC,2015,6,,-,0,,7,,,-,,-,,-,0,,4,,,-,,-,,
E.N. CENTRAL,2015,6,,-,0,,11,,,-,,-,,-,0,,4,,,-,,-,,
W.N. CENTRAL,2015,6,,-,0,,15,,,-,,-,,-,0,,32,,,-,1,,,
S. ATLANTIC,2015,6,,-,0,,6,,,-,,-,,-,0,,3,,,-,,-,,
DIST. OF COL.,2015,6,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,6,,-,0,,5,,,-,,-,,-,0,,3,,,-,,-,,
W.S. CENTRAL,2015,6,,-,0,,36,,,-,,-,,-,0,,30,,,-,,-,,
MOUNTAIN,2015,6,,-,0,,22,,,-,,-,,-,0,,23,,,-,,-,,
PACIFIC,2015,6,,-,0,,57,,,-,,-,,-,0,,28,,,-,,-,,
AMER. SAMOA,2015,6,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,6,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
ARIZONA,2015,6,,-,0,,8,,,-,,-,,-,0,,4,,,-,,-,"ARIZONA
(34.86597351900008, -111.76380664699997)",
NEW JERSEY,2015,6,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
DELAWARE,2015,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.00883389200004, -75.57773597599999)",
ILLINOIS,2015,6,,-,0,,10,,,-,,-,,-,0,,4,,,-,,-,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
MONTANA,2015,6,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,"MONTANA
(47.06652795700006, -109.42441587999997)",
NEW YORK CITY,2015,6,,-,0,,3,,,-,,-,,-,0,,2,,,-,,-,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
LOUISIANA,2015,6,,-,0,,7,,,-,,-,,-,0,,11,,,-,,-,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
MISSOURI,2015,6,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,"MISSOURI
(38.63579147100006, -92.56629944499997)",
CONNECTICUT,2015,6,,-,0,,2,,,-,,-,,-,0,,2,,,-,,-,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
MISSISSIPPI,2015,6,,-,0,,5,,,-,,-,,-,0,,2,,,-,,-,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
NEW YORK,2015,6,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,"NEW YORK
(42.82700376100007, -75.54396609999998)",
UTAH,2015,6,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"UTAH
(39.36070123200005, -111.58712831499997)",
INDIANA,2015,6,,-,0,,3,,,-,,-,,-,0,,1,,,-,,-,"INDIANA
(39.766913353000064, -86.14995646699998)",
COLORADO,2015,6,,-,0,,11,,,-,,-,,-,0,,17,,,-,,-,"COLORADO
(38.84384342200008, -106.13360911499996)",
ALASKA,2015,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ALASKA
(64.84507799500005, -147.72205958799998)",
MAINE,2015,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MAINE
(45.25422910300006, -68.98502586699993)",
NORTH CAROLINA,2015,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
OHIO,2015,6,,-,0,,4,,,-,,-,,-,0,,1,,,-,,-,"OHIO
(40.060212455000055, -82.40425667899996)",
OKLAHOMA,2015,6,,-,0,,2,,,-,,-,,-,0,,3,,,-,,-,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
KENTUCKY,2015,6,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
NORTH DAKOTA,2015,6,,-,0,,3,,,-,,-,,-,0,,3,,,-,,-,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
OREGON,2015,6,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"OREGON
(44.56745049300008, -120.15502935599994)",
GEORGIA,2015,6,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,"GEORGIA
(32.839683200000024, -83.62757885599996)",
MICHIGAN,2015,6,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
IDAHO,2015,6,,-,0,,1,,,-,,-,,-,0,,4,,,-,,-,"IDAHO
(43.68263174800006, -114.36372693399994)",
IOWA,2015,6,,-,0,,3,,,-,,-,,-,0,,2,,,-,1,,"IOWA
(42.469401411000035, -93.81648725599996)",
PENNSYLVANIA,2015,6,,-,0,,4,,,-,,-,,-,0,,1,,,-,,-,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
RHODE ISLAND,2015,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
SOUTH DAKOTA,2015,6,,-,0,,3,,,-,,-,,-,0,,11,,,-,,-,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
NEVADA,2015,6,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.49324221300003, -117.07183885899997)",
NEBRASKA,2015,6,,-,0,,9,,,-,,-,,-,0,,19,,,-,,-,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
FLORIDA,2015,6,,-,0,,2,,,-,,-,,-,0,,2,,,-,,-,"FLORIDA
(28.932042722000062, -81.92895768899996)",
NEW MEXICO,2015,6,,-,0,,5,,,-,,-,,-,0,,4,,,-,,-,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
KANSAS,2015,6,,-,0,,3,,,-,,-,,-,0,,8,,,-,,-,"KANSAS
(38.347742794000055, -98.20077822999997)",
GUAM,2015,6,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
VERMONT,2015,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VERMONT
(43.62538389600007, -72.51763667599994)",
MARYLAND,2015,6,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"MARYLAND
(39.290582950000044, -76.60925984299996)",
WYOMING,2015,6,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,"WYOMING
(43.23554100600006, -108.10982701399996)",
WASHINGTON,2015,6,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
NEW HAMPSHIRE,2015,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
ALABAMA,2015,6,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"ALABAMA
(32.84057234800002, -86.63185738799996)",
VIRGINIA,2015,6,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
MASSACHUSETTS,2015,6,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
TENNESSEE,2015,6,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
MINNESOTA,2015,6,,-,0,,2,,,-,,-,,-,0,,3,,,-,,-,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
HAWAII,2015,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"HAWAII
(21.30485232600006, -157.85774798099996)",
SOUTH CAROLINA,2015,6,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
PUERTO RICO,2015,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
WISCONSIN,2015,6,,-,0,,2,,,-,,-,,-,0,,2,,,-,,-,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
CALIFORNIA,2015,6,,-,0,,57,,,-,,-,,-,0,,27,,,-,,-,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
WEST VIRGINIA,2015,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
TEXAS,2015,6,,-,0,,29,,,-,,-,,-,0,,19,,,-,,-,"TEXAS
(31.827240467000024, -99.42676785299994)",
