Reporting Area,MMWR Year,MMWR Week,"Babesiosis, Current week","Babesiosis, Current week, flag","Babesiosis, Previous 52 weeks Med","Babesiosis, Previous 52 weeks Med, flag","Babesiosis, Previous 52 weeks Max","Babesiosis, Previous 52 weeks Max, flag","Babesiosis, Cum 2016","Babesiosis, Cum 2016, flag","Babesiosis, Cum 2015","Babesiosis, Cum 2015, flag","Campylobacteriosis, Current week","Campylobacteriosis, Current week, flag","Campylobacteriosis, Previous 52 weeks Med","Campylobacteriosis, Previous 52 weeks Med, flag","Campylobacteriosis, Previous 52 weeks Max","Campylobacteriosis, Previous 52 weeks Max, flag","Campylobacteriosis, Cum 2016","Campylobacteriosis, Cum 2016, flag","Campylobacteriosis, Cum 2015","Campylobacteriosis, Cum 2015, flag",Location 1,Location 2
NEBRASKA,2016,32,,-,0,,1,,1,,,-,15,,8,,26,,366,,339,,"NEBRASKA
(41.640503, -99.367122)",
INDIANA,2016,32,,-,0,,0,,,-,,-,1,,15,,27,,422,,587,,"INDIANA
(39.76845, -86.156212)",
ILLINOIS,2016,32,,-,0,,1,,1,,3,,,-,20,,63,,986,,,-,"ILLINOIS
(40.477092, -88.993221)",
WASHINGTON,2016,32,,-,0,,2,,,-,,-,39,,11,,1841,,838,,,-,"WASHINGTON
(47.517368, -120.467672)",
MASSACHUSETTS,2016,32,,-,3,,29,,147,,344,,,-,27,,42,,777,,876,,"MASSACHUSETTS
(42.268546, -72.085064)",
SOUTH CAROLINA,2016,32,,-,0,,1,,1,,1,,3,,6,,16,,140,,203,,"SOUTH CAROLINA
(34.009286, -81.037094)",
TENNESSEE,2016,32,,-,0,,0,,,-,1,,13,,13,,28,,424,,475,,"TENNESSEE
(35.681402, -85.774444)",
HAWAII,2016,32,,N,0,,0,,,N,,N,1,,10,,25,,317,,367,,"HAWAII
(21.30992, -157.858158)",
KENTUCKY,2016,32,,-,0,,0,,,-,,-,13,,13,,35,,384,,480,,"KENTUCKY
(37.64591, -84.774043)",
MONTANA,2016,32,,-,0,,1,,1,,,-,,-,6,,14,,192,,216,,"MONTANA
(47.062617, -109.430168)",
WISCONSIN,2016,32,,-,0,,6,,20,,42,,10,,27,,51,,871,,863,,"WISCONSIN
(44.395526, -89.834513)",
UNITED STATES,2016,33,27,,16,,121,,645,,1453,,598,,978,,3038,,30153,,34015,,,
NEW ENGLAND,2016,33,7,,8,,47,,321,,826,,3,,53,,93,,1645,,2000,,,
MID. ATLANTIC,2016,33,20,,7,,109,,291,,517,,102,,141,,206,,4336,,5056,,,
NEW YORK CITY,2016,33,11,,0,,8,,35,,59,,43,,34,,54,,1064,,1082,,"NEW YORK CITY
",
VIRGINIA,2016,33,,N,0,,0,,,N,,N,15,,27,,81,,915,,966,,"VIRGINIA
(37.542699, -78.45822)",
E.N. CENTRAL,2016,33,,-,0,,4,,22,,52,,72,,122,,213,,4439,,3531,,,
W.N. CENTRAL,2016,33,,-,0,,5,,2,,41,,7,,73,,139,,1752,,3312,,,
S. ATLANTIC,2016,33,,-,0,,2,,5,,5,,95,,143,,285,,4208,,5838,,,
DIST. OF COL.,2016,33,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"DIST. OF COL.
",
E.S. CENTRAL,2016,33,,-,0,,0,,,-,3,,21,,43,,80,,1391,,1485,,,
W.S. CENTRAL,2016,33,,-,0,,1,,1,,2,,113,,106,,261,,3472,,3662,,,
MOUNTAIN,2016,33,,-,0,,1,,1,,,-,20,,69,,123,,1899,,2832,,,
PACIFIC,2016,33,,-,0,,2,,2,,7,,165,,197,,1992,,7011,,6299,,,
AMER. SAMOA,2016,33,,U,0,,0,,,U,,U,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,33,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,33,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
OREGON,2016,33,,-,0,,1,,1,,2,,25,,16,,32,,617,,605,,"OREGON
(44.567912, -120.156945)",
MONTANA,2016,33,,-,0,,1,,1,,,-,3,,5,,14,,195,,227,,"MONTANA
(47.062617, -109.430168)",
ARIZONA,2016,33,,-,0,,0,,,-,,-,7,,22,,47,,762,,969,,"ARIZONA
(34.869712, -111.760902)",
SOUTH CAROLINA,2016,33,,-,0,,1,,1,,2,,1,,6,,16,,145,,210,,"SOUTH CAROLINA
(34.009286, -81.037094)",
MINNESOTA,2016,33,,-,0,,5,,,-,39,,,-,0,,47,,1,,882,,"MINNESOTA
(46.357661, -94.793397)",
ILLINOIS,2016,33,,-,0,,1,,1,,3,,,-,23,,63,,1021,,,-,"ILLINOIS
(40.477092, -88.993221)",
RHODE ISLAND,2016,33,,-,1,,21,,59,,118,,,-,3,,18,,117,,146,,"RHODE ISLAND
(41.707447, -71.522488)",
HAWAII,2016,33,,N,0,,0,,,N,,N,,-,10,,25,,317,,377,,"HAWAII
(21.30992, -157.858158)",
OKLAHOMA,2016,33,,N,0,,0,,,N,,N,34,,17,,45,,654,,526,,"OKLAHOMA
(35.468494, -97.521264)",
MARYLAND,2016,33,,-,0,,1,,3,,2,,10,,14,,31,,508,,516,,"MARYLAND
(39.290443, -76.612333)",
MAINE,2016,33,7,,0,,10,,55,,28,,2,,5,,11,,147,,131,,"MAINE
(45.252223, -68.986647)",
LOUISIANA,2016,33,,-,0,,1,,1,,1,,1,,8,,21,,252,,343,,"LOUISIANA
(31.2931, -92.463284)",
VERMONT,2016,33,,-,0,,4,,4,,5,,1,,3,,11,,120,,103,,"VERMONT
(43.622479, -72.51927)",
DELAWARE,2016,33,,-,0,,1,,1,,1,,1,,2,,7,,76,,98,,"DELAWARE
(39.008676, -75.574561)",
CONNECTICUT,2016,33,,-,1,,17,,47,,276,,,-,11,,33,,362,,535,,"CONNECTICUT
(41.544654, -72.651713)",
COLORADO,2016,33,,N,0,,0,,,N,,N,,-,0,,40,,1,,586,,"COLORADO
(38.841772, -106.132562)",
KENTUCKY,2016,33,,-,0,,0,,,-,,-,8,,13,,35,,408,,501,,"KENTUCKY
(37.64591, -84.774043)",
PENNSYLVANIA,2016,33,,N,0,,0,,,N,,N,22,,39,,78,,1318,,1606,,"PENNSYLVANIA
(40.789676, -77.858055)",
MISSISSIPPI,2016,33,,N,0,,0,,,N,,N,,-,4,,13,,128,,120,,"MISSISSIPPI
(32.738663, -89.537312)",
UTAH,2016,33,,-,0,,0,,,-,,-,,-,9,,25,,275,,284,,"UTAH
(39.359772, -111.584173)",
NEBRASKA,2016,33,,-,0,,1,,1,,,-,7,,8,,26,,375,,351,,"NEBRASKA
(41.640503, -99.367122)",
ALASKA,2016,33,,N,0,,0,,,N,,N,3,,2,,5,,61,,47,,"ALASKA
(64.836661, -147.738891)",
NEW JERSEY,2016,33,,-,1,,13,,89,,262,,,-,34,,56,,967,,1192,,"NEW JERSEY
(40.104655, -74.386686)",
IDAHO,2016,33,,N,0,,0,,,N,,N,10,,8,,20,,284,,246,,"IDAHO
(43.680635, -114.364237)",
GEORGIA,2016,33,,N,0,,0,,,N,,N,10,,18,,32,,570,,728,,"GEORGIA
(32.836038, -83.631709)",
NEW HAMPSHIRE,2016,33,,-,0,,2,,9,,37,,,-,4,,12,,122,,173,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
NEVADA,2016,33,,N,0,,0,,,N,,N,,-,2,,8,,54,,115,,"NEVADA
(39.491833, -117.070159)",
OHIO,2016,33,,-,0,,0,,,-,2,,52,,34,,63,,1261,,1118,,"OHIO
(40.056807, -82.405897)",
NORTH DAKOTA,2016,33,,-,0,,1,,1,,2,,,-,2,,9,,79,,121,,"NORTH DAKOTA
(47.475879, -100.121011)",
IOWA,2016,33,,N,0,,0,,,N,,N,,-,16,,37,,630,,479,,"IOWA
(42.46942, -93.815856)",
WASHINGTON,2016,33,,-,0,,2,,,-,,-,44,,12,,1841,,882,,,-,"WASHINGTON
(47.517368, -120.467672)",
PUERTO RICO,2016,33,,N,0,,0,,,N,,N,,-,0,,3,,20,,19,,"PUERTO RICO
(18.215692, -66.414655)",
GUAM,2016,33,,-,0,,0,,,-,,-,,-,0,,1,,,-,2,,"GUAM
(13.3532, 144.653198)",
MISSOURI,2016,33,,N,0,,0,,,N,,N,,-,0,,32,,16,,802,,"MISSOURI
(38.636168, -92.566292)",
NEW YORK,2016,33,9,,4,,109,,167,,196,,37,,32,,89,,987,,1176,,"NEW YORK
(42.826892, -75.544286)",
NORTH CAROLINA,2016,33,,N,0,,0,,,N,,N,,-,24,,82,,570,,732,,"NORTH CAROLINA
(35.47995, -79.180571)",
CALIFORNIA,2016,33,,-,0,,1,,1,,5,,93,,161,,237,,5134,,5270,,"CALIFORNIA
(37.640735, -121.002435)",
NEW MEXICO,2016,33,,N,0,,0,,,N,,N,,-,8,,18,,235,,311,,"NEW MEXICO
(34.520396, -106.244402)",
ARKANSAS,2016,33,,-,0,,0,,,-,,-,13,,8,,29,,338,,286,,"ARKANSAS
(34.748745, -92.275105)",
WYOMING,2016,33,,-,0,,0,,,-,,-,,-,3,,8,,93,,94,,"WYOMING
(43.23558, -108.110518)",
MASSACHUSETTS,2016,33,,-,2,,29,,147,,362,,,-,27,,42,,777,,912,,"MASSACHUSETTS
(42.268546, -72.085064)",
KANSAS,2016,33,,N,0,,0,,,N,,N,,-,11,,25,,366,,451,,"KANSAS
(38.345528, -98.201847)",
INDIANA,2016,33,,-,0,,0,,,-,,-,,-,15,,27,,440,,614,,"INDIANA
(39.76845, -86.156212)",
FLORIDA,2016,33,,N,0,,0,,,N,,N,58,,48,,83,,1286,,2393,,"FLORIDA
(28.915325, -81.922409)",
TENNESSEE,2016,33,,-,0,,0,,,-,1,,11,,13,,28,,443,,493,,"TENNESSEE
(35.681402, -85.774444)",
ALABAMA,2016,33,,-,0,,0,,,-,2,,2,,13,,24,,412,,371,,"ALABAMA
(32.839182, -86.631125)",
WEST VIRGINIA,2016,33,,-,0,,0,,,-,,-,,-,5,,18,,138,,195,,"WEST VIRGINIA
(38.668501, -80.709421)",
SOUTH DAKOTA,2016,33,,-,0,,0,,,-,,-,,-,8,,24,,285,,226,,"SOUTH DAKOTA
(44.35371, -100.373709)",
TEXAS,2016,33,,-,0,,0,,,-,1,,65,,70,,202,,2228,,2507,,"TEXAS
(31.827233, -99.423022)",
MICHIGAN,2016,33,,-,0,,1,,,-,2,,16,,23,,42,,797,,886,,"MICHIGAN
(44.66399, -84.711206)",
WISCONSIN,2016,33,,-,0,,4,,21,,45,,4,,27,,51,,920,,913,,"WISCONSIN
(44.395526, -89.834513)",
UNITED STATES,2016,34,29,,16,,121,,701,,1536,,646,,978,,3038,,31403,,35222,,,
NEW ENGLAND,2016,34,4,,8,,47,,338,,873,,9,,52,,92,,1666,,2079,,,
MID. ATLANTIC,2016,34,25,,7,,109,,322,,550,,115,,141,,211,,4536,,5242,,,
NEW YORK CITY,2016,34,7,,0,,11,,42,,60,,44,,33,,54,,1101,,1119,,"NEW YORK CITY
",
E.N. CENTRAL,2016,34,,-,0,,5,,30,,55,,60,,121,,213,,4594,,3654,,,
W.N. CENTRAL,2016,34,,-,0,,3,,2,,41,,20,,70,,139,,1863,,3451,,,
S. ATLANTIC,2016,34,,-,0,,1,,5,,5,,78,,141,,285,,4341,,6058,,,
DIST. OF COL.,2016,34,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"DIST. OF COL.
",
E.S. CENTRAL,2016,34,,-,0,,0,,,-,3,,27,,43,,80,,1435,,1535,,,
W.S. CENTRAL,2016,34,,-,0,,1,,1,,2,,69,,106,,261,,3567,,3778,,,
MOUNTAIN,2016,34,,-,0,,1,,1,,,-,19,,67,,106,,1985,,2917,,,
PACIFIC,2016,34,,-,0,,2,,2,,7,,249,,200,,1992,,7416,,6508,,,
AMER. SAMOA,2016,34,,U,0,,0,,,U,,U,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,34,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,34,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
VIRGINIA,2016,34,,N,0,,0,,,N,,N,4,,27,,81,,932,,1001,,"VIRGINIA
(37.542699, -78.45822)",
COLORADO,2016,34,,N,0,,0,,,N,,N,,-,0,,31,,1,,617,,"COLORADO
(38.841772, -106.132562)",
ALASKA,2016,34,,N,0,,0,,,N,,N,4,,2,,5,,66,,52,,"ALASKA
(64.836661, -147.738891)",
WYOMING,2016,34,,-,0,,0,,,-,,-,,-,3,,8,,93,,102,,"WYOMING
(43.23558, -108.110518)",
WISCONSIN,2016,34,,-,0,,5,,29,,47,,11,,27,,57,,972,,953,,"WISCONSIN
(44.395526, -89.834513)",
GUAM,2016,34,,-,0,,0,,,-,,-,,-,0,,1,,,-,2,,"GUAM
(13.3532, 144.653198)",
IDAHO,2016,34,,N,0,,0,,,N,,N,8,,8,,20,,293,,253,,"IDAHO
(43.680635, -114.364237)",
MISSOURI,2016,34,,N,0,,0,,,N,,N,,-,0,,32,,16,,831,,"MISSOURI
(38.636168, -92.566292)",
WASHINGTON,2016,34,,-,0,,2,,,-,,-,107,,13,,1841,,989,,,-,"WASHINGTON
(47.517368, -120.467672)",
CALIFORNIA,2016,34,,-,0,,1,,1,,5,,108,,159,,237,,5351,,5441,,"CALIFORNIA
(37.640735, -121.002435)",
MICHIGAN,2016,34,,-,0,,1,,,-,3,,14,,23,,42,,841,,920,,"MICHIGAN
(44.66399, -84.711206)",
NORTH DAKOTA,2016,34,,-,0,,1,,1,,2,,,-,2,,9,,79,,126,,"NORTH DAKOTA
(47.475879, -100.121011)",
GEORGIA,2016,34,,N,0,,0,,,N,,N,6,,18,,32,,588,,750,,"GEORGIA
(32.836038, -83.631709)",
TENNESSEE,2016,34,,-,0,,0,,,-,1,,14,,13,,28,,466,,512,,"TENNESSEE
(35.681402, -85.774444)",
FLORIDA,2016,34,,N,0,,0,,,N,,N,54,,48,,83,,1341,,2460,,"FLORIDA
(28.915325, -81.922409)",
TEXAS,2016,34,,-,0,,0,,,-,1,,24,,70,,202,,2277,,2585,,"TEXAS
(31.827233, -99.423022)",
MAINE,2016,34,2,,0,,11,,62,,31,,8,,5,,11,,159,,137,,"MAINE
(45.252223, -68.986647)",
CONNECTICUT,2016,34,,-,1,,17,,47,,293,,,-,11,,33,,362,,555,,"CONNECTICUT
(41.544654, -72.651713)",
C.N.M.I.,2016,39,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
MARYLAND,2016,34,,-,0,,1,,3,,2,,11,,14,,32,,527,,540,,"MARYLAND
(39.290443, -76.612333)",
ILLINOIS,2016,34,,-,0,,1,,1,,3,,,-,24,,63,,1046,,,-,"ILLINOIS
(40.477092, -88.993221)",
IOWA,2016,34,,N,0,,0,,,N,,N,13,,17,,44,,694,,498,,"IOWA
(42.46942, -93.815856)",
OHIO,2016,34,,-,0,,0,,,-,2,,35,,34,,63,,1295,,1155,,"OHIO
(40.056807, -82.405897)",
NEW MEXICO,2016,34,,N,0,,0,,,N,,N,3,,8,,18,,254,,318,,"NEW MEXICO
(34.520396, -106.244402)",
OREGON,2016,34,,-,0,,1,,1,,2,,19,,16,,34,,650,,628,,"OREGON
(44.567912, -120.156945)",
DELAWARE,2016,34,,-,0,,1,,1,,1,,3,,2,,7,,81,,103,,"DELAWARE
(39.008676, -75.574561)",
OKLAHOMA,2016,34,,N,0,,0,,,N,,N,36,,18,,45,,690,,542,,"OKLAHOMA
(35.468494, -97.521264)",
MASSACHUSETTS,2016,34,,-,2,,29,,147,,374,,,-,26,,42,,777,,947,,"MASSACHUSETTS
(42.268546, -72.085064)",
NEW HAMPSHIRE,2016,34,,-,0,,2,,9,,38,,,-,4,,12,,125,,180,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
RHODE ISLAND,2016,34,,-,1,,21,,67,,131,,,-,3,,18,,117,,146,,"RHODE ISLAND
(41.707447, -71.522488)",
PUERTO RICO,2016,34,,N,0,,0,,,N,,N,,-,0,,3,,20,,19,,"PUERTO RICO
(18.215692, -66.414655)",
SOUTH CAROLINA,2016,34,,-,0,,1,,1,,2,,,-,6,,16,,145,,221,,"SOUTH CAROLINA
(34.009286, -81.037094)",
PENNSYLVANIA,2016,34,,N,0,,0,,,N,,N,24,,40,,79,,1389,,1666,,"PENNSYLVANIA
(40.789676, -77.858055)",
HAWAII,2016,34,,N,0,,0,,,N,,N,11,,10,,25,,360,,387,,"HAWAII
(21.30992, -157.858158)",
ARKANSAS,2016,34,,-,0,,0,,,-,,-,9,,9,,29,,348,,293,,"ARKANSAS
(34.748745, -92.275105)",
NEVADA,2016,34,,N,0,,0,,,N,,N,,-,2,,8,,59,,116,,"NEVADA
(39.491833, -117.070159)",
NORTH CAROLINA,2016,34,,N,0,,0,,,N,,N,,-,24,,82,,582,,770,,"NORTH CAROLINA
(35.47995, -79.180571)",
SOUTH DAKOTA,2016,34,,-,0,,0,,,-,,-,,-,7,,24,,285,,235,,"SOUTH DAKOTA
(44.35371, -100.373709)",
UTAH,2016,34,,-,0,,0,,,-,,-,1,,8,,25,,286,,295,,"UTAH
(39.359772, -111.584173)",
NEW YORK,2016,34,18,,4,,109,,191,,222,,47,,32,,89,,1040,,1231,,"NEW YORK
(42.826892, -75.544286)",
INDIANA,2016,34,,-,0,,0,,,-,,-,,-,15,,24,,440,,626,,"INDIANA
(39.76845, -86.156212)",
ALABAMA,2016,34,,-,0,,0,,,-,2,,,-,13,,25,,413,,384,,"ALABAMA
(32.839182, -86.631125)",
KENTUCKY,2016,34,,-,0,,0,,,-,,-,11,,13,,35,,424,,516,,"KENTUCKY
(37.64591, -84.774043)",
MISSISSIPPI,2016,34,,N,0,,0,,,N,,N,2,,4,,13,,132,,123,,"MISSISSIPPI
(32.738663, -89.537312)",
KANSAS,2016,34,,N,0,,0,,,N,,N,,-,11,,27,,405,,467,,"KANSAS
(38.345528, -98.201847)",
WEST VIRGINIA,2016,34,,-,0,,0,,,-,,-,,-,5,,18,,145,,213,,"WEST VIRGINIA
(38.668501, -80.709421)",
NEBRASKA,2016,34,,-,0,,1,,1,,,-,7,,8,,26,,383,,365,,"NEBRASKA
(41.640503, -99.367122)",
LOUISIANA,2016,34,,-,0,,1,,1,,1,,,-,8,,21,,252,,358,,"LOUISIANA
(31.2931, -92.463284)",
ARIZONA,2016,34,,-,0,,0,,,-,,-,5,,22,,48,,773,,985,,"ARIZONA
(34.869712, -111.760902)",
MINNESOTA,2016,34,,-,0,,3,,,-,39,,,-,0,,47,,1,,929,,"MINNESOTA
(46.357661, -94.793397)",
NEW JERSEY,2016,34,,-,1,,13,,89,,268,,,-,34,,56,,1006,,1226,,"NEW JERSEY
(40.104655, -74.386686)",
MONTANA,2016,34,,-,0,,1,,1,,,-,2,,6,,14,,226,,231,,"MONTANA
(47.062617, -109.430168)",
VERMONT,2016,34,2,,0,,4,,6,,6,,1,,3,,11,,126,,114,,"VERMONT
(43.622479, -72.51927)",
UNITED STATES,2016,35,6,,16,,121,,925,,1588,,473,,971,,3038,,32629,,36386,,,
NEW ENGLAND,2016,35,3,,8,,68,,548,,896,,34,,53,,91,,1848,,2143,,,
MID. ATLANTIC,2016,35,3,,7,,109,,335,,573,,51,,139,,213,,4627,,5412,,,
NEW YORK CITY,2016,35,3,,0,,11,,45,,62,,28,,33,,54,,1129,,1153,,"NEW YORK CITY
",
E.N. CENTRAL,2016,35,,-,0,,5,,31,,58,,74,,121,,215,,4835,,3791,,,
W.N. CENTRAL,2016,35,,-,0,,3,,2,,44,,21,,70,,131,,1908,,3565,,,
S. ATLANTIC,2016,35,,-,0,,1,,5,,5,,79,,146,,285,,4542,,6218,,,
DIST. OF COL.,2016,35,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"DIST. OF COL.
",
E.S. CENTRAL,2016,35,,-,0,,0,,,-,3,,10,,43,,80,,1451,,1615,,,
W.S. CENTRAL,2016,35,,-,0,,1,,1,,2,,67,,106,,261,,3691,,3934,,,
MOUNTAIN,2016,35,,-,0,,1,,1,,,-,17,,68,,106,,2086,,2992,,,
PACIFIC,2016,35,,-,0,,2,,2,,7,,120,,200,,1992,,7641,,6716,,,
AMER. SAMOA,2016,35,,U,0,,0,,,U,,U,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,35,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,35,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
NEW HAMPSHIRE,2016,35,,-,0,,2,,9,,40,,2,,4,,12,,128,,184,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
UTAH,2016,35,,-,0,,0,,,-,,-,,-,9,,25,,313,,305,,"UTAH
(39.359772, -111.584173)",
ARIZONA,2016,35,,-,0,,0,,,-,,-,6,,22,,49,,783,,1002,,"ARIZONA
(34.869712, -111.760902)",
PUERTO RICO,2016,35,,N,0,,0,,,N,,N,,-,0,,3,,20,,22,,"PUERTO RICO
(18.215692, -66.414655)",
TEXAS,2016,35,,-,0,,0,,,-,1,,29,,70,,202,,2363,,2701,,"TEXAS
(31.827233, -99.423022)",
FLORIDA,2016,35,,N,0,,0,,,N,,N,42,,48,,83,,1383,,2514,,"FLORIDA
(28.915325, -81.922409)",
NEW YORK,2016,35,,-,4,,109,,191,,240,,,-,32,,89,,1040,,1273,,"NEW YORK
(42.826892, -75.544286)",
MINNESOTA,2016,35,,-,0,,3,,,-,42,,,-,0,,37,,1,,963,,"MINNESOTA
(46.357661, -94.793397)",
WISCONSIN,2016,35,,-,0,,5,,30,,50,,9,,27,,58,,1019,,985,,"WISCONSIN
(44.395526, -89.834513)",
IDAHO,2016,35,,N,0,,0,,,N,,N,9,,8,,20,,306,,265,,"IDAHO
(43.680635, -114.364237)",
KENTUCKY,2016,35,,-,0,,0,,,-,,-,2,,13,,35,,427,,551,,"KENTUCKY
(37.64591, -84.774043)",
WYOMING,2016,35,,-,0,,0,,,-,,-,,-,3,,8,,106,,103,,"WYOMING
(43.23558, -108.110518)",
MAINE,2016,35,2,,0,,11,,65,,36,,4,,5,,11,,165,,142,,"MAINE
(45.252223, -68.986647)",
NEW MEXICO,2016,35,,N,0,,0,,,N,,N,,-,8,,18,,265,,326,,"NEW MEXICO
(34.520396, -106.244402)",
OHIO,2016,35,,-,0,,0,,,-,2,,50,,34,,63,,1345,,1204,,"OHIO
(40.056807, -82.405897)",
LOUISIANA,2016,35,,-,0,,1,,1,,1,,,-,7,,21,,252,,370,,"LOUISIANA
(31.2931, -92.463284)",
COLORADO,2016,35,,N,0,,0,,,N,,N,,-,0,,25,,1,,637,,"COLORADO
(38.841772, -106.132562)",
CONNECTICUT,2016,35,,-,1,,7,,47,,297,,,-,11,,33,,362,,561,,"CONNECTICUT
(41.544654, -72.651713)",
VIRGINIA,2016,35,,N,0,,0,,,N,,N,10,,26,,81,,973,,1044,,"VIRGINIA
(37.542699, -78.45822)",
IOWA,2016,35,,N,0,,0,,,N,,N,11,,17,,44,,725,,510,,"IOWA
(42.46942, -93.815856)",
GEORGIA,2016,35,,N,0,,0,,,N,,N,11,,18,,32,,611,,771,,"GEORGIA
(32.836038, -83.631709)",
NEBRASKA,2016,35,,-,0,,1,,1,,,-,10,,8,,26,,396,,373,,"NEBRASKA
(41.640503, -99.367122)",
VERMONT,2016,35,,-,0,,4,,6,,6,,1,,4,,9,,133,,120,,"VERMONT
(43.622479, -72.51927)",
NEW JERSEY,2016,35,,-,1,,14,,99,,271,,,-,33,,56,,1007,,1276,,"NEW JERSEY
(40.104655, -74.386686)",
NORTH CAROLINA,2016,35,,N,0,,0,,,N,,N,,-,24,,82,,624,,783,,"NORTH CAROLINA
(35.47995, -79.180571)",
CALIFORNIA,2016,35,,-,0,,1,,1,,5,,88,,159,,239,,5537,,5625,,"CALIFORNIA
(37.640735, -121.002435)",
TENNESSEE,2016,35,,-,0,,0,,,-,1,,8,,13,,28,,479,,537,,"TENNESSEE
(35.681402, -85.774444)",
ALABAMA,2016,35,,-,0,,0,,,-,2,,,-,13,,25,,413,,400,,"ALABAMA
(32.839182, -86.631125)",
NEVADA,2016,35,,N,0,,0,,,N,,N,,-,2,,8,,61,,118,,"NEVADA
(39.491833, -117.070159)",
OREGON,2016,35,,-,0,,1,,1,,2,,17,,16,,35,,673,,640,,"OREGON
(44.567912, -120.156945)",
ALASKA,2016,35,,N,0,,0,,,N,,N,6,,2,,5,,73,,54,,"ALASKA
(64.836661, -147.738891)",
HAWAII,2016,35,,N,0,,0,,,N,,N,,-,10,,25,,360,,397,,"HAWAII
(21.30992, -157.858158)",
WEST VIRGINIA,2016,35,,-,0,,0,,,-,,-,,-,5,,13,,149,,215,,"WEST VIRGINIA
(38.668501, -80.709421)",
SOUTH DAKOTA,2016,35,,-,0,,0,,,-,,-,,-,7,,24,,285,,242,,"SOUTH DAKOTA
(44.35371, -100.373709)",
ILLINOIS,2016,35,,-,0,,1,,1,,3,,1,,25,,63,,1125,,,-,"ILLINOIS
(40.477092, -88.993221)",
MASSACHUSETTS,2016,35,,-,3,,44,,349,,380,,27,,28,,44,,929,,977,,"MASSACHUSETTS
(42.268546, -72.085064)",
OKLAHOMA,2016,35,,N,0,,0,,,N,,N,26,,19,,45,,716,,568,,"OKLAHOMA
(35.468494, -97.521264)",
KANSAS,2016,35,,N,0,,0,,,N,,N,,-,11,,27,,406,,491,,"KANSAS
(38.345528, -98.201847)",
MARYLAND,2016,35,,-,0,,1,,3,,2,,15,,14,,32,,550,,563,,"MARYLAND
(39.290443, -76.612333)",
ARKANSAS,2016,35,,-,0,,0,,,-,,-,12,,9,,29,,360,,295,,"ARKANSAS
(34.748745, -92.275105)",
INDIANA,2016,35,,-,0,,0,,,-,,-,1,,15,,24,,461,,645,,"INDIANA
(39.76845, -86.156212)",
RHODE ISLAND,2016,35,1,,1,,21,,72,,137,,,-,4,,18,,131,,159,,"RHODE ISLAND
(41.707447, -71.522488)",
PENNSYLVANIA,2016,35,,N,0,,0,,,N,,N,23,,40,,81,,1451,,1710,,"PENNSYLVANIA
(40.789676, -77.858055)",
GUAM,2016,35,,-,0,,0,,,-,,-,,-,0,,1,,,-,2,,"GUAM
(13.3532, 144.653198)",
MISSOURI,2016,35,,N,0,,0,,,N,,N,,-,0,,32,,16,,857,,"MISSOURI
(38.636168, -92.566292)",
DELAWARE,2016,35,,-,0,,1,,1,,1,,,-,2,,7,,84,,104,,"DELAWARE
(39.008676, -75.574561)",
MONTANA,2016,35,,-,0,,1,,1,,,-,2,,6,,14,,251,,236,,"MONTANA
(47.062617, -109.430168)",
MISSISSIPPI,2016,35,,N,0,,0,,,N,,N,,-,4,,13,,132,,127,,"MISSISSIPPI
(32.738663, -89.537312)",
NORTH DAKOTA,2016,35,,-,0,,1,,1,,2,,,-,2,,9,,79,,129,,"NORTH DAKOTA
(47.475879, -100.121011)",
MICHIGAN,2016,35,,-,0,,0,,,-,3,,13,,23,,42,,885,,957,,"MICHIGAN
(44.66399, -84.711206)",
WASHINGTON,2016,35,,-,0,,2,,,-,,-,9,,14,,1841,,998,,,-,"WASHINGTON
(47.517368, -120.467672)",
SOUTH CAROLINA,2016,35,,-,0,,1,,1,,2,,1,,6,,16,,168,,224,,"SOUTH CAROLINA
(34.009286, -81.037094)",
UNITED STATES,2016,36,18,,16,,121,,998,,1620,,470,,978,,3038,,33709,,37503,,,
NEW ENGLAND,2016,36,4,,8,,71,,575,,915,,3,,52,,92,,1877,,2219,,,
MID. ATLANTIC,2016,36,14,,7,,109,,377,,585,,69,,141,,218,,4851,,5568,,,
