Reporting Area,MMWR Year,MMWR Week,"Lyme disease, Current week","Lyme disease, Current week, flag","Lyme disease, Previous 52 weeks Med","Lyme disease, Previous 52 weeks Med, flag","Lyme disease, Previous 52 weeks Max","Lyme disease, Previous 52 weeks Max, flag","Lyme disease, Cum 2015","Lyme disease, Cum 2015, flag","Lyme disease, Cum 2014","Lyme disease, Cum 2014, flag","Malaria, Current week","Malaria, Current week, flag","Malaria, Previous 52 weeks Med","Malaria, Previous 52 weeks Med, flag","Malaria, Previous 52 weeks Max","Malaria, Previous 52 weeks Max, flag","Malaria, Cum 2015","Malaria, Cum 2015, flag","Malaria, Cum 2014","Malaria, Cum 2014, flag","Meningococcal disease, invasive, All serogroups, Current week","Meningococcal disease, invasive§, All serogroups, Current week, flag","Meningococcal disease, invasive§, All serogroups, Previous 52 weeks Med","Meningococcal disease, invasive§, All serogroups, Previous 52 weeks Med, flag","Meningococcal disease, invasive§, All serogroups, Previous 52 weeks Max","Meningococcal disease, invasive§, All serogroups, Previous 52 weeks Max, flag","Meningococcal disease, invasive§, All serogroups, Cum 2015","Meningococcal disease, invasive§, All serogroups, Cum 2015, flag","Meningococcal disease, invasive§, All serogroups, Cum 2014","Meningococcal disease, invasive§, All serogroups, Cum 2014, flag",Location 1,Location 2
OHIO,2015,37,2,,2,,18,,122,,78,,,-,1,,3,,28,,30,,,-,0,,4,,12,,7,,"OHIO
(40.056807, -82.405897)",
FLORIDA,2015,37,5,,2,,15,,135,,96,,,-,1,,3,,29,,40,,,-,0,,3,,17,,31,,"FLORIDA
(28.915325, -81.922409)",
UTAH,2015,37,,-,0,,1,,4,,9,,,-,0,,1,,2,,3,,,-,0,,1,,1,,1,,"UTAH
(39.359772, -111.584173)",
PENNSYLVANIA,2015,37,56,,90,,802,,8039,,5982,,,-,0,,3,,17,,70,,,-,0,,2,,8,,11,,"PENNSYLVANIA
(40.789676, -77.858055)",
NORTH DAKOTA,2015,37,,-,0,,4,,22,,11,,,-,0,,1,,2,,7,,,-,0,,0,,,-,2,,"NORTH DAKOTA
(47.475879, -100.121011)",
NEW HAMPSHIRE,2015,37,,-,6,,64,,522,,680,,,-,0,,1,,3,,6,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
NEBRASKA,2015,37,,-,0,,1,,5,,7,,,-,0,,1,,3,,8,,,-,0,,1,,1,,,-,"NEBRASKA
(41.640503, -99.367122)",
LOUISIANA,2015,37,,-,0,,0,,,-,2,,,-,0,,2,,4,,13,,,-,0,,2,,4,,7,,"LOUISIANA
(31.31111, -92.445)",
KENTUCKY,2015,37,,-,0,,6,,37,,40,,,-,0,,1,,,-,10,,,-,0,,1,,,-,2,,"KENTUCKY
(37.64591, -84.774043)",
WISCONSIN,2015,37,,-,8,,99,,705,,1199,,,-,0,,2,,2,,5,,,-,0,,1,,4,,6,,"WISCONSIN
(44.395526, -89.834513)",
CALIFORNIA,2015,37,,-,0,,2,,21,,65,,,-,1,,4,,56,,68,,1,,0,,4,,32,,51,,"CALIFORNIA
(37.640735, -121.002435)",
UNITED STATES,2015,38,188,,407,,1892,,25002,,26974,,19,,23,,52,,819,,1272,,5,,6,,14,,246,,315,,,
NEW ENGLAND,2015,38,4,,102,,598,,5965,,9534,,,-,1,,6,,53,,93,,,-,0,,2,,14,,13,,,
MID. ATLANTIC,2015,38,147,,198,,1153,,14382,,11472,,7,,4,,22,,221,,346,,2,,1,,4,,27,,40,,,
NEW YORK CITY,2015,38,13,,5,,560,,798,,673,,6,,2,,17,,128,,164,,,-,0,,2,,7,,15,,"NEW YORK CITY
",
E.N. CENTRAL,2015,38,3,,12,,142,,1179,,1708,,,-,2,,6,,74,,107,,,-,1,,5,,32,,33,,,
W.N. CENTRAL,2015,38,,-,5,,36,,228,,1427,,,-,1,,3,,22,,98,,,-,0,,2,,16,,18,,,
S. ATLANTIC,2015,38,34,,61,,220,,3037,,2534,,8,,6,,14,,242,,333,,2,,1,,6,,49,,66,,,
DIST. OF COL.,2015,38,,-,1,,7,,56,,24,,,-,0,,2,,9,,10,,,-,0,,1,,3,,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,38,,-,1,,11,,76,,111,,,-,0,,3,,20,,38,,,-,0,,2,,6,,14,,,
W.S. CENTRAL,2015,38,,-,0,,7,,28,,25,,2,,2,,10,,72,,80,,1,,1,,3,,30,,31,,,
MOUNTAIN,2015,38,,-,1,,2,,29,,50,,1,,1,,3,,28,,61,,,-,0,,3,,11,,23,,,
PACIFIC,2015,38,,-,2,,6,,78,,113,,1,,3,,6,,87,,116,,,-,1,,8,,61,,77,,,
AMER. SAMOA,2015,38,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,38,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,38,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
LOUISIANA,2015,38,,-,0,,0,,,-,2,,,-,0,,2,,4,,15,,,-,0,,2,,4,,7,,"LOUISIANA
(31.31111, -92.445)",
NEW HAMPSHIRE,2015,38,,-,6,,64,,521,,683,,,-,0,,2,,4,,6,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
WEST VIRGINIA,2015,38,2,,2,,20,,194,,115,,,-,0,,1,,1,,2,,,-,0,,1,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
MAINE,2015,38,1,,14,,77,,874,,1144,,,-,0,,3,,5,,4,,,-,0,,2,,4,,1,,"MAINE
(45.252223, -68.986647)",
NORTH DAKOTA,2015,38,,-,0,,4,,22,,11,,,-,0,,1,,2,,7,,,-,0,,0,,,-,2,,"NORTH DAKOTA
(47.475879, -100.121011)",
NEBRASKA,2015,38,,-,0,,1,,5,,7,,,-,0,,1,,3,,8,,,-,0,,1,,1,,,-,"NEBRASKA
(41.640503, -99.367122)",
MARYLAND,2015,38,12,,21,,108,,1253,,997,,2,,1,,9,,91,,121,,,-,0,,1,,2,,4,,"MARYLAND
(39.290443, -76.612333)",
PUERTO RICO,2015,38,,N,0,,0,,,N,,N,,-,0,,4,,5,,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
RHODE ISLAND,2015,38,,-,11,,67,,488,,590,,,-,0,,3,,8,,12,,,-,0,,2,,3,,1,,"RHODE ISLAND
(41.707447, -71.522488)",
VIRGINIA,2015,38,13,,22,,149,,952,,845,,,-,1,,5,,46,,59,,,-,0,,2,,10,,6,,"VIRGINIA
(37.542699, -78.45822)",
WASHINGTON,2015,38,,-,0,,3,,10,,9,,1,,0,,3,,12,,28,,,-,0,,6,,8,,10,,"WASHINGTON
(47.517368, -120.467672)",
MISSISSIPPI,2015,38,,-,0,,1,,1,,2,,,-,0,,1,,1,,,-,,-,0,,0,,,-,1,,"MISSISSIPPI
(32.738663, -89.537312)",
ALABAMA,2015,38,,-,0,,3,,24,,51,,,-,0,,2,,10,,11,,,-,0,,1,,4,,5,,"ALABAMA
(32.839182, -86.631125)",
WYOMING,2015,38,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,"WYOMING
(43.23558, -108.110518)",
WISCONSIN,2015,38,,-,7,,106,,786,,1215,,,-,0,,2,,2,,5,,,-,0,,1,,5,,6,,"WISCONSIN
(44.395526, -89.834513)",
ARKANSAS,2015,38,,-,0,,0,,,-,,-,,-,0,,2,,5,,5,,,-,0,,1,,2,,1,,"ARKANSAS
(34.748745, -92.275105)",
OKLAHOMA,2015,38,,-,0,,0,,,-,,-,,-,0,,3,,5,,3,,,-,0,,1,,3,,6,,"OKLAHOMA
(35.468494, -97.521264)",
NEW JERSEY,2015,38,,-,40,,245,,2638,,2628,,,-,1,,5,,41,,61,,,-,0,,1,,4,,8,,"NEW JERSEY
(40.121601, -74.321404)",
SOUTH DAKOTA,2015,38,,-,0,,1,,4,,2,,,-,0,,1,,2,,3,,,-,0,,0,,,-,2,,"SOUTH DAKOTA
(44.35371, -100.373709)",
KANSAS,2015,38,,-,0,,2,,16,,17,,,-,0,,1,,4,,9,,,-,0,,1,,3,,1,,"KANSAS
(38.345528, -98.201847)",
C.N.M.I.,2015,51,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
MICHIGAN,2015,38,,-,1,,12,,94,,104,,,-,0,,2,,10,,13,,,-,0,,1,,6,,7,,"MICHIGAN
(44.66399, -84.711206)",
CONNECTICUT,2015,38,2,,22,,153,,1524,,1955,,,-,0,,1,,7,,14,,,-,0,,0,,,-,3,,"CONNECTICUT
(41.544654, -72.651713)",
TEXAS,2015,38,,-,0,,7,,28,,23,,2,,1,,8,,58,,57,,1,,0,,3,,21,,17,,"TEXAS
(31.827233, -99.423022)",
PENNSYLVANIA,2015,38,46,,90,,802,,8317,,6138,,,-,0,,3,,17,,72,,1,,0,,2,,9,,11,,"PENNSYLVANIA
(40.789676, -77.858055)",
TENNESSEE,2015,38,,-,0,,2,,13,,17,,,-,0,,1,,9,,17,,,-,0,,2,,2,,6,,"TENNESSEE
(35.681402, -85.774444)",
NORTH CAROLINA,2015,38,,-,0,,78,,91,,65,,5,,0,,8,,19,,25,,,-,0,,1,,4,,11,,"NORTH CAROLINA
(35.47995, -79.180571)",
IOWA,2015,38,,-,1,,24,,180,,169,,,-,0,,3,,9,,10,,,-,0,,1,,5,,1,,"IOWA
(42.46942, -93.815856)",
ARIZONA,2015,38,,-,0,,1,,7,,19,,,-,0,,2,,11,,19,,,-,0,,1,,4,,9,,"ARIZONA
(34.869712, -111.760902)",
SOUTH CAROLINA,2015,38,,-,1,,3,,30,,26,,,-,0,,1,,3,,4,,,-,0,,3,,2,,2,,"SOUTH CAROLINA
(34.009286, -81.037094)",
CALIFORNIA,2015,38,,-,0,,3,,27,,65,,,-,1,,4,,59,,70,,,-,0,,4,,32,,51,,"CALIFORNIA
(37.640735, -121.002435)",
MINNESOTA,2015,38,,-,0,,31,,1,,1213,,,-,0,,1,,,-,49,,,-,0,,2,,5,,5,,"MINNESOTA
(44.943719, -93.094281)",
VERMONT,2015,38,,-,5,,35,,321,,483,,,-,0,,0,,,-,4,,,-,0,,1,,1,,,-,"VERMONT
(43.622479, -72.51927)",
UTAH,2015,38,,-,0,,1,,4,,10,,,-,0,,1,,2,,4,,,-,0,,1,,1,,1,,"UTAH
(39.359772, -111.584173)",
GEORGIA,2015,38,,-,0,,1,,,-,3,,,-,1,,8,,42,,70,,,-,0,,3,,9,,10,,"GEORGIA
(32.836038, -83.631709)",
IDAHO,2015,38,,-,0,,2,,7,,7,,1,,0,,1,,3,,2,,,-,0,,1,,,-,2,,"IDAHO
(43.680635, -114.364237)",
HAWAII,2015,38,,N,0,,0,,,N,,N,,-,0,,1,,,-,3,,,-,0,,1,,3,,2,,"HAWAII
(21.30992, -157.858158)",
MASSACHUSETTS,2015,38,1,,31,,277,,2237,,4679,,,-,0,,3,,29,,53,,,-,0,,2,,6,,8,,"MASSACHUSETTS
(42.268546, -72.085064)",
OREGON,2015,38,,-,1,,3,,36,,32,,,-,0,,2,,13,,14,,,-,0,,3,,16,,14,,"OREGON
(44.567912, -120.156945)",
FLORIDA,2015,38,4,,2,,15,,139,,103,,1,,1,,3,,30,,40,,2,,0,,3,,19,,32,,"FLORIDA
(28.915325, -81.922409)",
MONTANA,2015,38,,-,0,,1,,4,,6,,,-,0,,1,,1,,2,,,-,0,,0,,,-,4,,"MONTANA
(47.062617, -109.430168)",
GUAM,2015,38,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NEW MEXICO,2015,38,,-,0,,0,,,-,,-,,-,0,,1,,2,,1,,,-,0,,1,,1,,2,,"NEW MEXICO
(34.520396, -106.244402)",
OHIO,2015,38,3,,2,,18,,125,,85,,,-,1,,3,,28,,30,,,-,0,,4,,12,,7,,"OHIO
(40.056807, -82.405897)",
INDIANA,2015,38,,-,0,,2,,7,,97,,,-,0,,1,,3,,18,,,-,0,,1,,3,,3,,"INDIANA
(39.76845, -86.156212)",
NEVADA,2015,38,,-,0,,1,,6,,6,,,-,0,,2,,3,,9,,,-,0,,1,,1,,2,,"NEVADA
(39.491833, -117.070159)",
MISSOURI,2015,38,,-,0,,1,,,-,8,,,-,0,,1,,2,,12,,,-,0,,1,,2,,7,,"MISSOURI
(38.636168, -92.566292)",
KENTUCKY,2015,38,,-,0,,6,,38,,41,,,-,0,,1,,,-,10,,,-,0,,1,,,-,2,,"KENTUCKY
(37.64591, -84.774043)",
DELAWARE,2015,38,3,,5,,30,,322,,356,,,-,0,,1,,1,,2,,,-,0,,0,,,-,1,,"DELAWARE
(39.008676, -75.574561)",
ALASKA,2015,38,,-,0,,1,,5,,7,,,-,0,,2,,3,,1,,,-,0,,1,,2,,,-,"ALASKA
(64.836661, -147.738891)",
ILLINOIS,2015,38,,-,1,,20,,167,,207,,,-,1,,3,,31,,41,,,-,0,,1,,6,,10,,"ILLINOIS
(40.477092, -88.993221)",
COLORADO,2015,38,,-,0,,0,,,-,,-,,-,0,,2,,6,,24,,,-,0,,2,,3,,3,,"COLORADO
(38.841772, -106.132562)",
NEW YORK,2015,38,88,,37,,231,,2629,,2033,,1,,1,,4,,35,,49,,1,,0,,1,,7,,6,,"NEW YORK
(42.826892, -75.544286)",
UNITED STATES,2015,39,249,,407,,1929,,25719,,27577,,12,,23,,53,,843,,1309,,3,,6,,14,,257,,326,,,
NEW ENGLAND,2015,39,3,,100,,606,,6049,,9689,,,-,1,,6,,53,,96,,,-,0,,2,,14,,13,,,
MID. ATLANTIC,2015,39,154,,196,,1164,,14766,,11745,,7,,4,,22,,229,,353,,,-,1,,4,,27,,41,,,
NEW YORK CITY,2015,39,15,,5,,560,,813,,695,,6,,2,,17,,134,,167,,,-,0,,2,,7,,15,,"NEW YORK CITY
",
E.N. CENTRAL,2015,39,4,,12,,141,,1267,,1745,,,-,2,,6,,77,,108,,1,,1,,5,,33,,35,,,
W.N. CENTRAL,2015,39,,-,4,,36,,231,,1460,,,-,0,,3,,22,,99,,,-,0,,2,,20,,19,,,
S. ATLANTIC,2015,39,84,,61,,220,,3188,,2633,,3,,6,,14,,245,,343,,1,,1,,6,,50,,70,,,
DIST. OF COL.,2015,39,,-,1,,7,,60,,25,,,-,0,,2,,9,,11,,,-,0,,1,,3,,1,,"DIST. OF COL.
",
E.S. CENTRAL,2015,39,,-,1,,11,,76,,113,,,-,0,,4,,22,,38,,,-,0,,2,,6,,14,,,
W.S. CENTRAL,2015,39,1,,0,,7,,30,,26,,1,,2,,10,,75,,89,,,-,1,,3,,30,,32,,,
MOUNTAIN,2015,39,,-,1,,2,,29,,50,,,-,1,,3,,29,,63,,,-,0,,3,,11,,23,,,
PACIFIC,2015,39,3,,2,,6,,83,,116,,1,,3,,6,,91,,120,,1,,1,,8,,66,,79,,,
AMER. SAMOA,2015,39,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,39,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
WASHINGTON,2015,39,3,,0,,3,,13,,11,,1,,0,,3,,13,,30,,,-,0,,6,,8,,10,,"WASHINGTON
(47.517368, -120.467672)",
ALABAMA,2015,39,,-,0,,3,,24,,53,,,-,0,,2,,10,,11,,,-,0,,1,,4,,5,,"ALABAMA
(32.839182, -86.631125)",
CALIFORNIA,2015,39,,-,0,,3,,27,,65,,,-,2,,4,,61,,71,,,-,0,,4,,36,,51,,"CALIFORNIA
(37.640735, -121.002435)",
CONNECTICUT,2015,39,2,,21,,162,,1592,,1983,,,-,0,,1,,7,,14,,,-,0,,0,,,-,3,,"CONNECTICUT
(41.544654, -72.651713)",
MONTANA,2015,39,,-,0,,1,,4,,6,,,-,0,,1,,1,,2,,,-,0,,0,,,-,4,,"MONTANA
(47.062617, -109.430168)",
PUERTO RICO,2015,39,,N,0,,0,,,N,,N,,-,0,,5,,6,,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
ARKANSAS,2015,39,,-,0,,0,,,-,,-,,-,0,,2,,7,,5,,,-,0,,1,,2,,1,,"ARKANSAS
(34.748745, -92.275105)",
NEW HAMPSHIRE,2015,39,,-,6,,64,,529,,686,,,-,0,,2,,4,,6,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
MISSISSIPPI,2015,39,,-,0,,1,,1,,2,,,-,0,,1,,1,,,-,,-,0,,0,,,-,1,,"MISSISSIPPI
(32.738663, -89.537312)",
KENTUCKY,2015,39,,-,0,,6,,38,,41,,,-,0,,1,,2,,10,,,-,0,,1,,,-,2,,"KENTUCKY
(37.64591, -84.774043)",
HAWAII,2015,39,,N,0,,0,,,N,,N,,-,0,,1,,,-,3,,,-,0,,1,,3,,2,,"HAWAII
(21.30992, -157.858158)",
GUAM,2015,39,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
MINNESOTA,2015,39,,-,0,,30,,1,,1244,,,-,0,,1,,,-,49,,,-,0,,2,,8,,5,,"MINNESOTA
(44.943719, -93.094281)",
NEBRASKA,2015,39,,-,0,,1,,5,,7,,,-,0,,1,,3,,8,,,-,0,,1,,1,,,-,"NEBRASKA
(41.640503, -99.367122)",
VIRGIN ISL.,2015,39,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
(18.060868, -64.840836)",
ILLINOIS,2015,39,,-,1,,24,,207,,209,,,-,1,,3,,33,,41,,,-,0,,1,,6,,11,,"ILLINOIS
(40.477092, -88.993221)",
NEW MEXICO,2015,39,,-,0,,0,,,-,,-,,-,0,,1,,2,,2,,,-,0,,1,,1,,2,,"NEW MEXICO
(34.520396, -106.244402)",
OREGON,2015,39,,-,1,,3,,38,,33,,,-,0,,2,,14,,14,,1,,0,,3,,17,,15,,"OREGON
(44.567912, -120.156945)",
NEVADA,2015,39,,-,0,,1,,6,,6,,,-,0,,2,,3,,9,,,-,0,,1,,1,,2,,"NEVADA
(39.491833, -117.070159)",
COLORADO,2015,39,,-,0,,0,,,-,,-,,-,0,,2,,6,,24,,,-,0,,2,,3,,3,,"COLORADO
(38.841772, -106.132562)",
INDIANA,2015,39,,-,0,,2,,7,,99,,,-,0,,1,,3,,19,,,-,0,,1,,3,,4,,"INDIANA
(39.76845, -86.156212)",
TENNESSEE,2015,39,,-,0,,2,,13,,17,,,-,0,,1,,9,,17,,,-,0,,2,,2,,6,,"TENNESSEE
(35.681402, -85.774444)",
IDAHO,2015,39,,-,0,,2,,7,,7,,,-,0,,1,,3,,2,,,-,0,,1,,,-,2,,"IDAHO
(43.680635, -114.364237)",
OKLAHOMA,2015,39,,-,0,,0,,,-,,-,,-,0,,3,,5,,3,,,-,0,,1,,3,,7,,"OKLAHOMA
(35.468494, -97.521264)",
MARYLAND,2015,39,10,,20,,108,,1279,,1036,,1,,1,,9,,93,,125,,,-,0,,1,,2,,5,,"MARYLAND
(39.290443, -76.612333)",
NORTH DAKOTA,2015,39,,-,0,,4,,24,,11,,,-,0,,1,,2,,8,,,-,0,,0,,,-,2,,"NORTH DAKOTA
(47.475879, -100.121011)",
IOWA,2015,39,,-,1,,24,,180,,171,,,-,0,,3,,9,,10,,,-,0,,1,,5,,2,,"IOWA
(42.46942, -93.815856)",
PENNSYLVANIA,2015,39,47,,90,,807,,8603,,6271,,,-,0,,3,,18,,74,,,-,0,,2,,9,,12,,"PENNSYLVANIA
(40.789676, -77.858055)",
OHIO,2015,39,4,,2,,18,,132,,89,,,-,1,,3,,29,,30,,1,,0,,4,,13,,7,,"OHIO
(40.056807, -82.405897)",
SOUTH DAKOTA,2015,39,,-,0,,1,,4,,2,,,-,0,,1,,2,,3,,,-,0,,0,,,-,2,,"SOUTH DAKOTA
(44.35371, -100.373709)",
NEW YORK,2015,39,92,,37,,231,,2690,,2115,,1,,1,,4,,36,,49,,,-,0,,1,,6,,6,,"NEW YORK
(42.826892, -75.544286)",
LOUISIANA,2015,39,,-,0,,0,,,-,2,,,-,0,,2,,4,,16,,,-,0,,2,,4,,7,,"LOUISIANA
(31.31111, -92.445)",
WISCONSIN,2015,39,,-,6,,101,,824,,1244,,,-,0,,2,,2,,5,,,-,0,,1,,5,,6,,"WISCONSIN
(44.395526, -89.834513)",
GEORGIA,2015,39,,-,0,,1,,,-,3,,,-,1,,8,,42,,70,,,-,0,,3,,9,,10,,"GEORGIA
(32.836038, -83.631709)",
KANSAS,2015,39,,-,0,,2,,17,,17,,,-,0,,1,,4,,9,,,-,0,,1,,4,,1,,"KANSAS
(38.345528, -98.201847)",
MICHIGAN,2015,39,,-,1,,12,,97,,104,,,-,0,,2,,10,,13,,,-,0,,1,,6,,7,,"MICHIGAN
(44.66399, -84.711206)",
WYOMING,2015,39,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,"WYOMING
(43.23558, -108.110518)",
TEXAS,2015,39,1,,0,,7,,30,,24,,1,,1,,8,,59,,65,,,-,0,,3,,21,,17,,"TEXAS
(31.827233, -99.423022)",
VERMONT,2015,39,1,,5,,39,,328,,496,,,-,0,,0,,,-,4,,,-,0,,1,,1,,,-,"VERMONT
(43.622479, -72.51927)",
NEW JERSEY,2015,39,,-,41,,246,,2660,,2664,,,-,1,,5,,41,,63,,,-,0,,1,,5,,8,,"NEW JERSEY
(40.121601, -74.321404)",
WEST VIRGINIA,2015,39,,-,2,,21,,209,,118,,,-,0,,1,,1,,2,,,-,0,,1,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
MASSACHUSETTS,2015,39,,-,30,,277,,2237,,4739,,,-,0,,3,,29,,54,,,-,0,,2,,6,,8,,"MASSACHUSETTS
(42.268546, -72.085064)",
VIRGINIA,2015,39,12,,22,,149,,969,,886,,1,,1,,5,,47,,62,,,-,0,,2,,10,,6,,"VIRGINIA
(37.542699, -78.45822)",
ALASKA,2015,39,,-,0,,1,,5,,7,,,-,0,,2,,3,,2,,,-,0,,1,,2,,1,,"ALASKA
(64.836661, -147.738891)",
MAINE,2015,39,,-,12,,77,,875,,1185,,,-,0,,3,,5,,4,,,-,0,,2,,4,,1,,"MAINE
(45.252223, -68.986647)",
RHODE ISLAND,2015,39,,-,11,,67,,488,,600,,,-,0,,3,,8,,14,,,-,0,,2,,3,,1,,"RHODE ISLAND
(41.707447, -71.522488)",
NORTH CAROLINA,2015,39,54,,0,,78,,163,,65,,,-,0,,8,,19,,25,,,-,0,,1,,4,,11,,"NORTH CAROLINA
(35.47995, -79.180571)",
MISSOURI,2015,39,,-,0,,1,,,-,8,,,-,0,,1,,2,,12,,,-,0,,1,,2,,7,,"MISSOURI
(38.636168, -92.566292)",
FLORIDA,2015,39,4,,2,,15,,145,,110,,1,,1,,3,,30,,41,,1,,0,,3,,20,,34,,"FLORIDA
(28.915325, -81.922409)",
DELAWARE,2015,39,4,,5,,30,,331,,362,,,-,0,,1,,1,,2,,,-,0,,0,,,-,1,,"DELAWARE
(39.008676, -75.574561)",
SOUTH CAROLINA,2015,39,,-,1,,3,,32,,28,,,-,0,,1,,3,,5,,,-,0,,3,,2,,2,,"SOUTH CAROLINA
(34.009286, -81.037094)",
UTAH,2015,39,,-,0,,1,,4,,10,,,-,0,,1,,2,,4,,,-,0,,1,,1,,1,,"UTAH
(39.359772, -111.584173)",
ARIZONA,2015,39,,-,0,,1,,7,,19,,,-,0,,2,,12,,20,,,-,0,,1,,4,,9,,"ARIZONA
(34.869712, -111.760902)",
UNITED STATES,2015,40,231,,407,,1950,,26525,,28198,,16,,23,,53,,875,,1342,,3,,6,,14,,269,,339,,,
NEW ENGLAND,2015,40,29,,99,,612,,6220,,9855,,,-,1,,6,,54,,96,,,-,0,,2,,15,,14,,,
MID. ATLANTIC,2015,40,173,,198,,1169,,15177,,12020,,8,,4,,22,,240,,364,,,-,1,,4,,27,,42,,,
NEW YORK CITY,2015,40,29,,5,,560,,841,,715,,6,,2,,17,,140,,170,,,-,0,,2,,7,,16,,"NEW YORK CITY
",
E.N. CENTRAL,2015,40,,-,12,,145,,1341,,1787,,3,,2,,6,,80,,110,,,-,1,,5,,36,,37,,,
W.N. CENTRAL,2015,40,,-,5,,36,,299,,1494,,,-,1,,3,,25,,101,,,-,0,,3,,24,,20,,,
S. ATLANTIC,2015,40,24,,61,,219,,3257,,2729,,2,,6,,15,,250,,348,,,-,1,,5,,50,,76,,,
DIST. OF COL.,2015,40,,-,1,,7,,60,,28,,,-,0,,1,,9,,13,,,-,0,,1,,3,,1,,"DIST. OF COL.
",
E.S. CENTRAL,2015,40,,-,1,,11,,76,,114,,,-,0,,4,,23,,38,,,-,0,,2,,7,,15,,,
W.S. CENTRAL,2015,40,1,,0,,7,,35,,28,,3,,2,,10,,81,,97,,2,,1,,3,,32,,32,,,
MOUNTAIN,2015,40,,-,1,,2,,30,,51,,,-,1,,3,,29,,64,,,-,0,,3,,11,,24,,,
PACIFIC,2015,40,4,,2,,6,,90,,120,,,-,2,,6,,93,,124,,1,,1,,8,,67,,79,,,
AMER. SAMOA,2015,40,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,40,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
MONTANA,2015,40,,-,0,,1,,4,,7,,,-,0,,1,,1,,2,,,-,0,,0,,,-,4,,"MONTANA
(47.062617, -109.430168)",
NORTH DAKOTA,2015,40,,-,0,,4,,24,,11,,,-,0,,1,,2,,8,,,-,0,,0,,,-,2,,"NORTH DAKOTA
(47.475879, -100.121011)",
VIRGINIA,2015,40,9,,20,,149,,992,,931,,,-,1,,5,,49,,64,,,-,0,,2,,10,,6,,"VIRGINIA
(37.542699, -78.45822)",
GEORGIA,2015,40,,-,0,,1,,,-,3,,,-,1,,8,,42,,70,,,-,0,,2,,9,,13,,"GEORGIA
(32.836038, -83.631709)",
NEW JERSEY,2015,40,,-,40,,246,,2663,,2728,,,-,1,,5,,42,,66,,,-,0,,1,,5,,8,,"NEW JERSEY
(40.121601, -74.321404)",
DELAWARE,2015,40,4,,5,,30,,335,,371,,1,,0,,1,,3,,2,,,-,0,,0,,,-,1,,"DELAWARE
(39.008676, -75.574561)",
LOUISIANA,2015,40,,-,0,,0,,,-,2,,,-,0,,2,,5,,18,,,-,0,,2,,4,,7,,"LOUISIANA
(31.31111, -92.445)",
OKLAHOMA,2015,40,,-,0,,0,,,-,,-,1,,0,,3,,6,,3,,,-,0,,1,,3,,7,,"OKLAHOMA
(35.468494, -97.521264)",
WISCONSIN,2015,40,,-,5,,102,,873,,1272,,,-,0,,2,,2,,6,,,-,0,,2,,8,,7,,"WISCONSIN
(44.395526, -89.834513)",
VIRGIN ISL.,2015,40,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
(18.060868, -64.840836)",
NEW MEXICO,2015,40,,-,0,,0,,,-,,-,,-,0,,1,,2,,2,,,-,0,,1,,1,,2,,"NEW MEXICO
(34.520396, -106.244402)",
MINNESOTA,2015,40,,-,0,,30,,1,,1274,,,-,0,,1,,,-,49,,,-,0,,3,,12,,5,,"MINNESOTA
(44.943719, -93.094281)",
