Reporting Area,MMWR Year,MMWR Week,"Spotted Fever Rickettsiosis (including RMSF), Confirmed, Current week","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Current week, flag","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Previous 52 weeks Med","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Previous 52 weeks Med, flag","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Previous 52 weeks Max","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Previous 52 weeks Max, flag","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Cum 2015","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Cum 2015, flag","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Cum 2014","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Cum 2014, flag","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Current week","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Current week, flag","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Previous 52 weeks Med","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Previous 52 weeks Med, flag","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Previous 52 weeks Max","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Previous 52 weeks Max, flag","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Cum 2015","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Cum 2015, flag","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Cum 2014","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Cum 2014, flag","Syphilis, primary and secondary, Current week","Syphilis, primary and secondary, Current week, flag","Syphilis, primary and secondary, Previous 52 weeks Med","Syphilis, primary and secondary, Previous 52 weeks Med, flag","Syphilis, primary and secondary, Previous 52 weeks Max","Syphilis, primary and secondary, Previous 52 weeks Max, flag","Syphilis, primary and secondary, Cum 2015","Syphilis, primary and secondary, Cum 2015, flag","Syphilis, primary and secondary, Cum 2014","Syphilis, primary and secondary, Cum 2014, flag",Location 1,Location 2
PUERTO RICO,2015,23,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,8,,31,,167,,168,,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
NEW JERSEY,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,4,,13,,3,,33,,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
MASSACHUSETTS,2015,1,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,5,,13,,,-,5,,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
IOWA,2015,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,5,,8,,11,,"IOWA
(42.469401411000035, -93.81648725599996)",
WYOMING,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"WYOMING
(43.23554100600006, -108.10982701399996)",
WISCONSIN,2015,2,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,5,,,-,4,,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
WISCONSIN,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,1,,5,,4,,6,,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
MISSOURI,2015,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,7,,12,,72,,79,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
ILLINOIS,2015,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,14,,29,,83,,169,,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
ALABAMA,2015,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,9,,83,,56,,"ALABAMA
(32.84057234800002, -86.63185738799996)",
MASSACHUSETTS,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,5,,11,,65,,100,,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
OKLAHOMA,2015,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,10,,20,,31,,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
NEVADA,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,4,,13,,57,,154,,"NEVADA
(39.49324221300003, -117.07183885899997)",
KANSAS,2015,21,,-,0,,0,,,-,,-,,-,1,,9,,21,,25,,,-,1,,3,,25,,23,,"KANSAS
(38.347742794000055, -98.20077822999997)",
IDAHO,2015,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,0,,2,,3,,2,,"IDAHO
(43.68263174800006, -114.36372693399994)",
HAWAII,2015,7,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,5,,3,,8,,"HAWAII
(21.30485232600006, -157.85774798099996)",
PUERTO RICO,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,8,,31,,,-,27,,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
PUERTO RICO,2015,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,8,,31,,159,,146,,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
OKLAHOMA,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,11,,22,,39,,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
SOUTH DAKOTA,2015,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,3,,13,,37,,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
DELAWARE,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,9,,,-,3,,"DELAWARE
(39.00883389200004, -75.57773597599999)",
MISSISSIPPI,2015,1,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,8,,,-,27,,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
OREGON,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,5,,12,,9,,20,,"OREGON
(44.56745049300008, -120.15502935599994)",
NEVADA,2015,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,4,,13,,81,,176,,"NEVADA
(39.49324221300003, -117.07183885899997)",
ARIZONA,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,10,,22,,2,,18,,"ARIZONA
(34.86597351900008, -111.76380664699997)",
NEW HAMPSHIRE,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,4,,,-,,-,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
MICHIGAN,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,7,,17,,,-,25,,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
TENNESSEE,2015,25,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,4,,12,,89,,104,,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
MARYLAND,2015,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,7,,15,,85,,160,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
MINNESOTA,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,5,,10,,,-,13,,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
NEW YORK,2015,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,11,,8,,21,,56,,53,,"NEW YORK
(42.82700376100007, -75.54396609999998)",
GUAM,2015,12,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
MAINE,2015,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,6,,11,,6,,"MAINE
(45.25422910300006, -68.98502586699993)",
WISCONSIN,2015,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,5,,12,,17,,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
DELAWARE,2015,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,0,,9,,16,,12,,"DELAWARE
(39.00883389200004, -75.57773597599999)",
MAINE,2015,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,2,,5,,"MAINE
(45.25422910300006, -68.98502586699993)",
NEW JERSEY,2015,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,4,,13,,36,,82,,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
NEW YORK CITY,2015,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,5,,24,,38,,267,,354,,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
KANSAS,2015,24,,-,0,,0,,,-,,-,,-,1,,9,,28,,47,,1,,1,,5,,36,,29,,"KANSAS
(38.347742794000055, -98.20077822999997)",
DELAWARE,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,9,,,-,5,,"DELAWARE
(39.00883389200004, -75.57773597599999)",
PENNSYLVANIA,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,7,,10,,19,,158,,135,,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
IDAHO,2015,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,5,,2,,"IDAHO
(43.68263174800006, -114.36372693399994)",
LOUISIANA,2015,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,9,,22,,40,,72,,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
MARYLAND,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,8,,16,,1,,28,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
GUAM,2015,7,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
OKLAHOMA,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,10,,3,,10,,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
NEW YORK CITY,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,25,,38,,328,,409,,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
TEXAS,2015,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,33,,50,,499,,441,,"TEXAS
(31.827240467000024, -99.42676785299994)",
NORTH CAROLINA,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,23,,14,,28,,58,,17,,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
INDIANA,2015,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,3,,9,,50,,49,,"INDIANA
(39.766913353000064, -86.14995646699998)",
NEW YORK,2015,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,8,,7,,21,,69,,71,,"NEW YORK
(42.82700376100007, -75.54396609999998)",
PUERTO RICO,2015,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,4,,9,,31,,103,,62,,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
MARYLAND,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,7,,15,,71,,134,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
TENNESSEE,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,4,,12,,49,,68,,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
MISSISSIPPI,2015,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,3,,8,,10,,50,,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
SOUTH CAROLINA,2015,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,7,,5,,11,,82,,61,,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
ALASKA,2015,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,7,,"ALASKA
(64.84507799500005, -147.72205958799998)",
DELAWARE,2015,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,9,,,-,5,,"DELAWARE
(39.00883389200004, -75.57773597599999)",
NEBRASKA,2015,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,3,,7,,17,,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
KANSAS,2015,4,,-,0,,0,,,-,,-,,-,1,,9,,,-,1,,,-,1,,4,,3,,4,,"KANSAS
(38.347742794000055, -98.20077822999997)",
NEW MEXICO,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,7,,,-,6,,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
SOUTH CAROLINA,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,5,,11,,85,,64,,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
SOUTH CAROLINA,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,4,,10,,10,,17,,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
MINNESOTA,2015,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,4,,11,,33,,56,,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
RHODE ISLAND,2015,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,1,,4,,11,,12,,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
MISSOURI,2015,24,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,-,6,,13,,131,,159,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
OKLAHOMA,2015,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,10,,3,,12,,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
MONTANA,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,"MONTANA
(47.06652795700006, -109.42441587999997)",
PENNSYLVANIA,2015,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,11,,19,,198,,185,,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
NORTH CAROLINA,2015,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,27,,16,,37,,218,,88,,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
OKLAHOMA,2015,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,10,,8,,21,,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
TENNESSEE,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,3,,10,,11,,24,,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
DELAWARE,2015,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,0,,9,,2,,7,,"DELAWARE
(39.00883389200004, -75.57773597599999)",
SOUTH DAKOTA,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,5,,5,,7,,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
LOUISIANA,2015,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,9,,26,,110,,141,,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
COLORADO,2015,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,9,,41,,36,,"COLORADO
(38.84384342200008, -106.13360911499996)",
IDAHO,2015,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,6,,3,,"IDAHO
(43.68263174800006, -114.36372693399994)",
TENNESSEE,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,10,,,-,11,,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
MARYLAND,2015,7,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,8,,16,,17,,66,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
ARKANSAS,2015,8,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,19,,9,,42,,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
HAWAII,2015,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,1,,4,,15,,24,,"HAWAII
(21.30485232600006, -157.85774798099996)",
WYOMING,2015,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,"WYOMING
(43.23554100600006, -108.10982701399996)",
NEW JERSEY,2015,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,5,,13,,63,,101,,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
ALASKA,2015,25,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,1,,,-,8,,"ALASKA
(64.84507799500005, -147.72205958799998)",
WISCONSIN,2015,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,6,,18,,22,,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
IOWA,2015,7,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,5,,2,,7,,"IOWA
(42.469401411000035, -93.81648725599996)",
UTAH,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,4,,2,,5,,"UTAH
(39.36070123200005, -111.58712831499997)",
CALIFORNIA,2015,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,7,,74,,94,,729,,971,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
VIRGINIA,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,5,,18,,2,,5,,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
MAINE,2015,1,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,4,,,-,,-,"MAINE
(45.25422910300006, -68.98502586699993)",
KENTUCKY,2015,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,3,,8,,56,,50,,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
MINNESOTA,2015,1,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,5,,10,,,-,4,,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
ALABAMA,2015,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,9,,57,,36,,"ALABAMA
(32.84057234800002, -86.63185738799996)",
MARYLAND,2015,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,8,,16,,32,,100,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
IDAHO,2015,2,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,"IDAHO
(43.68263174800006, -114.36372693399994)",
OKLAHOMA,2015,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,11,,44,,56,,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
SOUTH DAKOTA,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,3,,8,,31,,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
NEVADA,2015,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,4,,14,,8,,117,,"NEVADA
(39.49324221300003, -117.07183885899997)",
WYOMING,2015,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,1,,1,,"WYOMING
(43.23554100600006, -108.10982701399996)",
VIRGINIA,2015,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,5,,31,,122,,117,,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
MINNESOTA,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,4,,11,,45,,71,,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
UTAH,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,4,,2,,5,,"UTAH
(39.36070123200005, -111.58712831499997)",
KANSAS,2015,18,,-,0,,0,,,-,,-,,-,1,,9,,9,,10,,,-,1,,3,,22,,18,,"KANSAS
(38.347742794000055, -98.20077822999997)",
SOUTH CAROLINA,2015,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,5,,11,,134,,111,,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
VERMONT,2015,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,4,,,-,"VERMONT
(43.62538389600007, -72.51763667599994)",
TEXAS,2015,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,33,,50,,523,,466,,"TEXAS
(31.827240467000024, -99.42676785299994)",
RHODE ISLAND,2015,7,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,5,,3,,5,,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
GUAM,2015,16,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
ILLINOIS,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,12,,22,,27,,41,,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
MINNESOTA,2015,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,4,,11,,32,,54,,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
MASSACHUSETTS,2015,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,5,,12,,65,,88,,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
NORTH DAKOTA,2015,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,3,,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
MISSISSIPPI,2015,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,8,,53,,76,,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
HAWAII,2015,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,4,,3,,14,,"HAWAII
(21.30485232600006, -157.85774798099996)",
KENTUCKY,2015,25,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,8,,3,,7,,69,,60,,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
OHIO,2015,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,11,,21,,144,,119,,"OHIO
(40.060212455000055, -82.40425667899996)",
MARYLAND,2015,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,8,,16,,32,,87,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
IDAHO,2015,1,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,"IDAHO
(43.68263174800006, -114.36372693399994)",
UTAH,2015,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,4,,7,,11,,"UTAH
(39.36070123200005, -111.58712831499997)",
NEVADA,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,5,,20,,6,,69,,"NEVADA
(39.49324221300003, -117.07183885899997)",
KENTUCKY,2015,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,3,,8,,61,,52,,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
MAINE,2015,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,0,,1,,2,,5,,"MAINE
(45.25422910300006, -68.98502586699993)",
NEBRASKA,2015,1,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,3,,,-,1,,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
MICHIGAN,2015,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,6,,16,,14,,138,,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
CALIFORNIA,2015,25,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,12,,76,,97,,1780,,1733,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
ILLINOIS,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,12,,22,,23,,28,,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
ARKANSAS,2015,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,19,,9,,67,,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
VIRGINIA,2015,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,5,,5,,31,,108,,96,,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
LOUISIANA,2015,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,10,,22,,23,,45,,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
ARIZONA,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,10,,22,,62,,116,,"ARIZONA
(34.86597351900008, -111.76380664699997)",
WYOMING,2015,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,1,,1,,"WYOMING
(43.23554100600006, -108.10982701399996)",
PUERTO RICO,2015,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,8,,31,,50,,43,,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
MARYLAND,2015,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,7,,16,,32,,111,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
NEBRASKA,2015,7,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,3,,6,,10,,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
ARIZONA,2015,8,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,11,,22,,28,,47,,"ARIZONA
(34.86597351900008, -111.76380664699997)",
MISSISSIPPI,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,3,,9,,44,,124,,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
ALABAMA,2015,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,9,,83,,54,,"ALABAMA
(32.84057234800002, -86.63185738799996)",
MAINE,2015,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,6,,9,,6,,"MAINE
(45.25422910300006, -68.98502586699993)",
ILLINOIS,2015,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,14,,29,,77,,158,,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
ARKANSAS,2015,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,11,,10,,55,,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
NEW MEXICO,2015,25,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,7,,44,,63,,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
NEVADA,2015,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,5,,14,,105,,202,,"NEVADA
(39.49324221300003, -117.07183885899997)",
ARKANSAS,2015,25,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,11,,10,,55,,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
IOWA,2015,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,5,,11,,28,,"IOWA
(42.469401411000035, -93.81648725599996)",
IOWA,2015,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,5,,10,,22,,"IOWA
(42.469401411000035, -93.81648725599996)",
OKLAHOMA,2015,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,11,,23,,42,,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
MASSACHUSETTS,2015,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,5,,11,,102,,138,,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
LOUISIANA,2015,8,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,9,,22,,32,,66,,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
VIRGINIA,2015,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,5,,16,,49,,54,,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
