Reporting Area,MMWR Year,MMWR Week,"Chlamydia trachomatis infection, Current week","Chlamydia trachomatis infection, Current week, flag","Chlamydia trachomatis infection, Previous 52 weeks Med","Chlamydia trachomatis infection, Previous 52 weeks Med, flag","Chlamydia trachomatis infection, Previous 52 weeks Max","Chlamydia trachomatis infection, Previous 52 weeks Max, flag","Chlamydia trachomatis infection, Cum 2015","Chlamydia trachomatis infection, Cum 2015, flag","Chlamydia trachomatis infection, Cum 2014","Chlamydia trachomatis infection, Cum 2014, flag","Coccidioidomycosis, Current week","Coccidioidomycosis, Current week, flag","Coccidioidomycosis, Previous 52 weeks Med","Coccidioidomycosis, Previous 52 weeks Med, flag","Coccidioidomycosis, Previous 52 weeks Max","Coccidioidomycosis, Previous 52 weeks Max, flag","Coccidioidomycosis, Cum 2015","Coccidioidomycosis, Cum 2015, flag","Coccidioidomycosis, Cum 2014","Coccidioidomycosis, Cum 2014, flag",Location 1,Location 2
NEVADA,2015,43,,-,181,,424,,7673,,10357,,,-,2,,7,,78,,59,,"NEVADA
(39.491833, -117.070159)",
WEST VIRGINIA,2015,43,,-,71,,122,,2686,,3951,,,N,0,,0,,,N,,N,"WEST VIRGINIA
(38.668501, -80.709421)",
VERMONT,2015,43,,-,29,,55,,1170,,1860,,,N,0,,0,,,N,,N,"VERMONT
(43.622479, -72.51927)",
MARYLAND,2015,43,457,,531,,936,,21141,,20742,,,-,0,,1,,4,,8,,"MARYLAND
(39.290443, -76.612333)",
PENNSYLVANIA,2015,43,753,,1018,,1463,,43587,,40949,,,N,0,,0,,,N,,N,"PENNSYLVANIA
(40.789676, -77.858055)",
WISCONSIN,2015,43,255,,434,,551,,17419,,18895,,,-,0,,2,,5,,5,,"WISCONSIN
(44.395526, -89.834513)",
RHODE ISLAND,2015,43,100,,83,,243,,3743,,3708,,,-,0,,0,,,-,2,,"RHODE ISLAND
(41.707447, -71.522488)",
ALABAMA,2015,43,,-,485,,1191,,20866,,24064,,,N,0,,0,,,N,,N,"ALABAMA
(32.839182, -86.631125)",
MISSOURI,2015,43,162,,555,,693,,23029,,22907,,,-,0,,1,,1,,14,,"MISSOURI
(38.636168, -92.566292)",
MISSISSIPPI,2015,43,290,,175,,645,,7672,,15931,,,N,0,,0,,,N,,N,"MISSISSIPPI
(32.738663, -89.537312)",
SOUTH DAKOTA,2015,43,,-,67,,104,,2534,,3458,,,N,0,,0,,,N,,N,"SOUTH DAKOTA
(44.35371, -100.373709)",
UTAH,2015,43,71,,160,,202,,6792,,6771,,,-,0,,3,,24,,34,,"UTAH
(39.359772, -111.584173)",
IDAHO,2015,43,,-,100,,149,,4085,,4464,,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
MINNESOTA,2015,43,1,,371,,511,,14123,,16441,,,-,1,,7,,78,,78,,"MINNESOTA
(44.943719, -93.094281)",
MICHIGAN,2015,43,429,,898,,1140,,37162,,35884,,,-,0,,2,,17,,31,,"MICHIGAN
(44.66399, -84.711206)",
KANSAS,2015,43,53,,216,,353,,9372,,9237,,,N,0,,0,,,N,,N,"KANSAS
(38.345528, -98.201847)",
ALASKA,2015,43,27,,68,,124,,2866,,4803,,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
MASSACHUSETTS,2015,43,339,,471,,542,,19441,,16982,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
MONTANA,2015,43,,-,80,,105,,3321,,3419,,,-,0,,2,,9,,8,,"MONTANA
(47.062617, -109.430168)",
ARKANSAS,2015,43,452,,302,,693,,12243,,13050,,,-,0,,1,,4,,,-,"ARKANSAS
(34.748745, -92.275105)",
NORTH DAKOTA,2015,43,8,,58,,77,,2406,,2879,,,-,0,,2,,6,,4,,"NORTH DAKOTA
(47.475879, -100.121011)",
CALIFORNIA,2015,43,1426,,3558,,4014,,152608,,145703,,42,,51,,86,,2261,,1849,,"CALIFORNIA
(37.640735, -121.002435)",
KENTUCKY,2015,43,674,,296,,600,,12285,,13882,,,-,0,,0,,,-,,N,"KENTUCKY
(37.64591, -84.774043)",
WASHINGTON,2015,43,416,,423,,595,,17158,,21801,,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
OKLAHOMA,2015,43,49,,289,,430,,11825,,17217,,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
GEORGIA,2015,43,659,,1090,,1264,,46972,,43445,,,N,0,,0,,,N,,N,"GEORGIA
(32.836038, -83.631709)",
VIRGINIA,2015,43,565,,694,,1058,,30168,,29715,,,N,0,,0,,,N,,N,"VIRGINIA
(37.542699, -78.45822)",
COLORADO,2015,43,,-,444,,1013,,19855,,17780,,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
TEXAS,2015,43,2450,,2621,,3368,,113177,,108879,,,N,0,,0,,,N,,N,"TEXAS
(31.827233, -99.423022)",
NEBRASKA,2015,43,119,,142,,267,,6533,,6336,,,-,0,,1,,6,,4,,"NEBRASKA
(41.640503, -99.367122)",
WYOMING,2015,43,14,,34,,96,,1321,,1549,,,-,0,,3,,10,,2,,"WYOMING
(43.23558, -108.110518)",
NEW HAMPSHIRE,2015,43,107,,39,,338,,1907,,2939,,,-,0,,0,,,-,3,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
OREGON,2015,43,346,,315,,402,,13485,,12765,,,-,0,,1,,8,,3,,"OREGON
(44.567912, -120.156945)",
NEW JERSEY,2015,43,215,,598,,718,,25599,,24607,,,N,0,,0,,,N,,N,"NEW JERSEY
(40.104655, -74.386686)",
CONNECTICUT,2015,43,76,,249,,347,,10411,,10769,,,N,0,,0,,,N,,N,"CONNECTICUT
(41.544654, -72.651713)",
LOUISIANA,2015,43,555,,416,,3351,,21767,,22685,,,-,0,,1,,3,,2,,"LOUISIANA
(31.2931, -92.463284)",
UNITED STATES,2015,44,14740,,28190,,30790,,1209403,,1212572,,196,,181,,329,,8955,,7043,,,
NEW ENGLAND,2015,44,215,,897,,1425,,40160,,40158,,,-,0,,0,,,-,5,,,
MID. ATLANTIC,2015,44,2029,,3560,,4122,,153109,,149580,,,-,0,,0,,,-,,-,,
NEW YORK CITY,2015,44,62,,1204,,1353,,48255,,50464,,,N,0,,0,,,N,,N,"NEW YORK CITY
",
E.N. CENTRAL,2015,44,1416,,4082,,4557,,174005,,182922,,,-,1,,2,,31,,51,,,
W.N. CENTRAL,2015,44,226,,1650,,1931,,69105,,72686,,,-,2,,7,,94,,105,,,
S. ATLANTIC,2015,44,3227,,6026,,7647,,265057,,242891,,,-,0,,1,,4,,9,,,
DIST. OF COL.,2015,44,137,,128,,403,,6592,,4349,,,-,0,,0,,,-,1,,"DIST. OF COL.
",
E.S. CENTRAL,2015,44,728,,1539,,2600,,67438,,81940,,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2015,44,4715,,3723,,6543,,164448,,165533,,,-,0,,2,,7,,2,,,
MOUNTAIN,2015,44,789,,1851,,2514,,81003,,82303,,185,,127,,266,,6458,,4990,,,
PACIFIC,2015,44,1395,,4535,,4997,,195078,,194559,,11,,52,,87,,2361,,1881,,,
AMER. SAMOA,2015,44,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2015,44,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
UTAH,2015,44,79,,159,,202,,6940,,6952,,,-,0,,3,,24,,36,,"UTAH
(39.359772, -111.584173)",
WYOMING,2015,44,17,,33,,96,,1368,,1626,,1,,0,,3,,12,,2,,"WYOMING
(43.23558, -108.110518)",
VERMONT,2015,44,17,,29,,55,,1224,,1907,,,N,0,,0,,,N,,N,"VERMONT
(43.622479, -72.51927)",
COLORADO,2015,44,,-,444,,1013,,19855,,18140,,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
IDAHO,2015,44,66,,103,,153,,4616,,4552,,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
MASSACHUSETTS,2015,44,,-,469,,542,,19441,,17469,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
SOUTH CAROLINA,2015,44,447,,536,,734,,23458,,23712,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(34.009286, -81.037094)",
DELAWARE,2015,44,91,,128,,261,,6154,,3678,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
TEXAS,2015,44,4311,,2620,,3368,,117935,,111406,,,N,0,,0,,,N,,N,"TEXAS
(31.827233, -99.423022)",
MISSISSIPPI,2015,44,,-,175,,645,,7672,,16364,,,N,0,,0,,,N,,N,"MISSISSIPPI
(32.738663, -89.537312)",
OREGON,2015,44,307,,317,,402,,13791,,12992,,,-,0,,1,,8,,3,,"OREGON
(44.567912, -120.156945)",
NEBRASKA,2015,44,102,,142,,267,,6634,,6467,,,-,0,,1,,6,,4,,"NEBRASKA
(41.640503, -99.367122)",
INDIANA,2015,44,218,,543,,976,,23849,,24160,,,N,0,,0,,,N,,N,"INDIANA
(39.76845, -86.156212)",
ALABAMA,2015,44,,-,479,,1191,,20866,,24586,,,N,0,,0,,,N,,N,"ALABAMA
(32.839182, -86.631125)",
RHODE ISLAND,2015,44,46,,88,,243,,3790,,3756,,,-,0,,0,,,-,2,,"RHODE ISLAND
(41.707447, -71.522488)",
ALASKA,2015,44,39,,70,,124,,2965,,4897,,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
GUAM,2015,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NEW YORK,2015,44,902,,790,,1166,,33969,,31610,,,N,0,,0,,,N,,N,"NEW YORK
(42.826892, -75.544286)",
LOUISIANA,2015,44,,-,416,,3351,,21767,,23124,,,-,0,,1,,3,,2,,"LOUISIANA
(31.2931, -92.463284)",
NORTH DAKOTA,2015,44,1,,58,,77,,2460,,2933,,,-,0,,2,,6,,4,,"NORTH DAKOTA
(47.475879, -100.121011)",
NEVADA,2015,44,,-,181,,424,,7673,,10546,,,-,2,,7,,78,,60,,"NEVADA
(39.491833, -117.070159)",
WEST VIRGINIA,2015,44,,-,70,,122,,2686,,4039,,,N,0,,0,,,N,,N,"WEST VIRGINIA
(38.668501, -80.709421)",
NEW MEXICO,2015,44,99,,224,,377,,10138,,9727,,,-,0,,2,,18,,37,,"NEW MEXICO
(34.520396, -106.244402)",
KENTUCKY,2015,44,514,,296,,673,,12796,,14482,,,-,0,,0,,,-,,N,"KENTUCKY
(37.64591, -84.774043)",
HAWAII,2015,44,,-,134,,170,,5526,,5401,,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
TENNESSEE,2015,44,214,,587,,794,,26104,,26508,,,N,0,,0,,,N,,N,"TENNESSEE
(35.681402, -85.774444)",
PUERTO RICO,2015,44,,-,82,,297,,4498,,4473,,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
FLORIDA,2015,44,911,,1745,,2128,,74792,,70021,,,N,0,,0,,,N,,N,"FLORIDA
(28.915325, -81.922409)",
SOUTH DAKOTA,2015,44,,-,65,,104,,2534,,3540,,,N,0,,0,,,N,,N,"SOUTH DAKOTA
(44.35371, -100.373709)",
MINNESOTA,2015,44,5,,390,,511,,14948,,16844,,,-,1,,7,,81,,82,,"MINNESOTA
(44.943719, -93.094281)",
KANSAS,2015,44,49,,216,,353,,9624,,9435,,,N,0,,0,,,N,,N,"KANSAS
(38.345528, -98.201847)",
NEW HAMPSHIRE,2015,44,,-,39,,338,,1907,,3036,,,-,0,,0,,,-,3,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
GEORGIA,2015,44,561,,1094,,1264,,47996,,44491,,,N,0,,0,,,N,,N,"GEORGIA
(32.836038, -83.631709)",
PENNSYLVANIA,2015,44,828,,1015,,1463,,44720,,42302,,,N,0,,0,,,N,,N,"PENNSYLVANIA
(40.789676, -77.858055)",
MAINE,2015,44,70,,74,,123,,3115,,2948,,,N,0,,0,,,N,,N,"MAINE
(45.252223, -68.986647)",
VIRGINIA,2015,44,544,,694,,1058,,30712,,30336,,,N,0,,0,,,N,,N,"VIRGINIA
(37.542699, -78.45822)",
ARIZONA,2015,44,494,,616,,796,,26958,,27245,,184,,123,,264,,6317,,4847,,"ARIZONA
(34.869712, -111.760902)",
WASHINGTON,2015,44,,-,420,,595,,17158,,22264,,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
OKLAHOMA,2015,44,57,,289,,421,,12155,,17647,,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
WISCONSIN,2015,44,284,,432,,551,,17895,,19393,,,-,0,,2,,5,,5,,"WISCONSIN
(44.395526, -89.834513)",
MICHIGAN,2015,44,470,,895,,1140,,38146,,36827,,,-,0,,2,,17,,31,,"MICHIGAN
(44.66399, -84.711206)",
NORTH CAROLINA,2015,44,,-,1041,,2547,,50888,,40705,,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
MARYLAND,2015,44,536,,522,,936,,21779,,21560,,,-,0,,1,,4,,8,,"MARYLAND
(39.290443, -76.612333)",
MISSOURI,2015,44,,-,553,,693,,23029,,23481,,,-,0,,1,,1,,15,,"MISSOURI
(38.636168, -92.566292)",
CALIFORNIA,2015,44,1049,,3558,,4023,,155638,,149005,,11,,52,,87,,2353,,1878,,"CALIFORNIA
(37.640735, -121.002435)",
MONTANA,2015,44,34,,80,,105,,3455,,3515,,,-,0,,2,,9,,8,,"MONTANA
(47.062617, -109.430168)",
NEW JERSEY,2015,44,237,,599,,718,,26165,,25204,,,N,0,,0,,,N,,N,"NEW JERSEY
(40.104655, -74.386686)",
ARKANSAS,2015,44,347,,303,,683,,12591,,13356,,,-,0,,1,,4,,,-,"ARKANSAS
(34.748745, -92.275105)",
CONNECTICUT,2015,44,82,,248,,349,,10683,,11042,,,N,0,,0,,,N,,N,"CONNECTICUT
(41.544654, -72.651713)",
OHIO,2015,44,400,,1073,,1231,,46648,,46356,,,-,0,,2,,9,,15,,"OHIO
(40.056807, -82.405897)",
IOWA,2015,44,69,,227,,276,,9876,,9986,,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
ILLINOIS,2015,44,44,,1181,,1399,,47467,,56186,,,N,0,,0,,,N,,N,"ILLINOIS
(40.477092, -88.993221)",
UNITED STATES,2015,45,16571,,28213,,30790,,1240209,,1240523,,197,,186,,329,,9197,,7172,,,
NEW ENGLAND,2015,45,344,,892,,1425,,40811,,41205,,,-,0,,0,,,-,5,,,
MID. ATLANTIC,2015,45,1904,,3567,,4123,,155963,,153046,,,-,0,,0,,,-,,-,,
NEW YORK CITY,2015,45,54,,1205,,1353,,48661,,51627,,,N,0,,0,,,N,,N,"NEW YORK CITY
",
E.N. CENTRAL,2015,45,1582,,4089,,4557,,178225,,187118,,1,,0,,2,,32,,52,,,
W.N. CENTRAL,2015,45,329,,1636,,1931,,70814,,74371,,,-,2,,7,,99,,106,,,
S. ATLANTIC,2015,45,4264,,6053,,7647,,271822,,248581,,,-,0,,1,,4,,9,,,
DIST. OF COL.,2015,45,145,,128,,403,,6741,,4549,,,-,0,,0,,,-,1,,"DIST. OF COL.
",
E.S. CENTRAL,2015,45,452,,1530,,2600,,68714,,84076,,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2015,45,4416,,3732,,6543,,169785,,168963,,,-,0,,2,,7,,2,,,
MOUNTAIN,2015,45,1061,,1833,,2515,,83657,,84162,,190,,132,,266,,6628,,5066,,,
PACIFIC,2015,45,2219,,4551,,5004,,200418,,199001,,6,,54,,87,,2427,,1932,,,
AMER. SAMOA,2015,45,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2015,45,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,45,,-,15,,26,,497,,678,,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
FLORIDA,2015,45,808,,1750,,2128,,76407,,71702,,,N,0,,0,,,N,,N,"FLORIDA
(28.915325, -81.922409)",
DELAWARE,2015,45,105,,128,,261,,6258,,3721,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
ARKANSAS,2015,45,423,,303,,680,,12882,,13762,,,-,0,,1,,4,,,-,"ARKANSAS
(34.748745, -92.275105)",
CALIFORNIA,2015,45,1434,,3572,,4030,,159879,,152392,,6,,54,,87,,2419,,1929,,"CALIFORNIA
(37.640735, -121.002435)",
NEW MEXICO,2015,45,86,,226,,377,,10462,,10006,,,-,0,,2,,18,,37,,"NEW MEXICO
(34.520396, -106.244402)",
VERMONT,2015,45,,-,29,,55,,1224,,1933,,,N,0,,0,,,N,,N,"VERMONT
(43.622479, -72.51927)",
TEXAS,2015,45,3546,,2644,,4384,,121672,,113725,,,N,0,,0,,,N,,N,"TEXAS
(31.827233, -99.423022)",
NORTH DAKOTA,2015,45,1,,58,,77,,2504,,3004,,,-,0,,2,,6,,4,,"NORTH DAKOTA
(47.475879, -100.121011)",
WASHINGTON,2015,45,407,,417,,595,,17565,,22794,,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
LOUISIANA,2015,45,415,,479,,3351,,22856,,23413,,,-,0,,1,,3,,2,,"LOUISIANA
(31.2931, -92.463284)",
NEVADA,2015,45,,-,181,,424,,8238,,10718,,,-,2,,7,,78,,62,,"NEVADA
(39.491833, -117.070159)",
GUAM,2015,45,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
WEST VIRGINIA,2015,45,73,,70,,111,,2968,,4161,,,N,0,,0,,,N,,N,"WEST VIRGINIA
(38.668501, -80.709421)",
SOUTH CAROLINA,2015,45,589,,536,,734,,24211,,24211,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(34.009286, -81.037094)",
MISSISSIPPI,2015,45,284,,170,,647,,8010,,16802,,,N,0,,0,,,N,,N,"MISSISSIPPI
(32.738663, -89.537312)",
INDIANA,2015,45,407,,543,,1177,,24709,,24672,,,N,0,,0,,,N,,N,"INDIANA
(39.76845, -86.156212)",
MINNESOTA,2015,45,,-,390,,511,,15019,,17234,,,-,1,,7,,86,,82,,"MINNESOTA
(44.943719, -93.094281)",
NEW JERSEY,2015,45,260,,603,,718,,26776,,25712,,,N,0,,0,,,N,,N,"NEW JERSEY
(40.104655, -74.386686)",
ARIZONA,2015,45,438,,616,,796,,27446,,27765,,190,,126,,264,,6487,,4921,,"ARIZONA
(34.869712, -111.760902)",
ALABAMA,2015,45,,-,479,,1191,,21636,,25151,,,N,0,,0,,,N,,N,"ALABAMA
(32.839182, -86.631125)",
MICHIGAN,2015,45,445,,898,,1140,,39006,,37571,,,-,0,,2,,17,,31,,"MICHIGAN
(44.66399, -84.711206)",
ILLINOIS,2015,45,53,,1175,,1400,,48484,,57520,,,N,0,,0,,,N,,N,"ILLINOIS
(40.477092, -88.993221)",
IDAHO,2015,45,,-,102,,153,,4616,,4673,,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
TENNESSEE,2015,45,168,,584,,794,,26272,,27106,,,N,0,,0,,,N,,N,"TENNESSEE
(35.681402, -85.774444)",
NORTH CAROLINA,2015,45,849,,1041,,2547,,52519,,41704,,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
OKLAHOMA,2015,45,32,,289,,421,,12375,,18063,,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
VIRGINIA,2015,45,736,,693,,1058,,31446,,31038,,,N,0,,0,,,N,,N,"VIRGINIA
(37.542699, -78.45822)",
SOUTH DAKOTA,2015,45,,-,64,,104,,2537,,3625,,,N,0,,0,,,N,,N,"SOUTH DAKOTA
(44.35371, -100.373709)",
WISCONSIN,2015,45,256,,430,,551,,18347,,19897,,,-,0,,2,,5,,6,,"WISCONSIN
(44.395526, -89.834513)",
NEBRASKA,2015,45,114,,143,,267,,6840,,6609,,,-,0,,1,,6,,4,,"NEBRASKA
(41.640503, -99.367122)",
KENTUCKY,2015,45,,-,296,,673,,12796,,15017,,,-,0,,0,,,-,,N,"KENTUCKY
(37.64591, -84.774043)",
HAWAII,2015,45,,-,135,,171,,5763,,5505,,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
MONTANA,2015,45,63,,80,,105,,3557,,3607,,,-,0,,2,,9,,8,,"MONTANA
(47.062617, -109.430168)",
MAINE,2015,45,82,,74,,123,,3202,,3027,,,N,0,,0,,,N,,N,"MAINE
(45.252223, -68.986647)",
ALASKA,2015,45,27,,71,,124,,3068,,5001,,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
NEW HAMPSHIRE,2015,45,114,,39,,338,,2177,,3118,,,-,0,,0,,,-,3,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
UTAH,2015,45,67,,159,,202,,7104,,7107,,,-,0,,3,,24,,36,,"UTAH
(39.359772, -111.584173)",
NEW YORK,2015,45,729,,793,,1166,,34692,,32376,,,N,0,,0,,,N,,N,"NEW YORK
(42.826892, -75.544286)",
GEORGIA,2015,45,516,,1100,,1264,,49001,,45512,,,N,0,,0,,,N,,N,"GEORGIA
(32.836038, -83.631709)",
OREGON,2015,45,351,,315,,402,,14143,,13309,,,-,0,,1,,8,,3,,"OREGON
(44.567912, -120.156945)",
WYOMING,2015,45,9,,33,,96,,1397,,1671,,,-,0,,3,,12,,2,,"WYOMING
(43.23558, -108.110518)",
PUERTO RICO,2015,45,46,,82,,297,,4611,,4520,,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
CONNECTICUT,2015,45,82,,248,,349,,10910,,11324,,,N,0,,0,,,N,,N,"CONNECTICUT
(41.544654, -72.651713)",
IOWA,2015,45,32,,228,,276,,10091,,10213,,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
MISSOURI,2015,45,151,,550,,693,,23962,,24054,,,-,0,,1,,1,,16,,"MISSOURI
(38.636168, -92.566292)",
MARYLAND,2015,45,443,,531,,936,,22271,,21983,,,-,0,,1,,4,,8,,"MARYLAND
(39.290443, -76.612333)",
PENNSYLVANIA,2015,45,861,,1018,,1463,,45834,,43331,,,N,0,,0,,,N,,N,"PENNSYLVANIA
(40.789676, -77.858055)",
MASSACHUSETTS,2015,45,,-,467,,542,,19441,,17984,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
RHODE ISLAND,2015,45,66,,88,,243,,3857,,3819,,,-,0,,0,,,-,2,,"RHODE ISLAND
(41.707447, -71.522488)",
COLORADO,2015,45,398,,444,,1013,,20837,,18615,,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
KANSAS,2015,45,31,,217,,353,,9861,,9632,,,N,0,,0,,,N,,N,"KANSAS
(38.345528, -98.201847)",
OHIO,2015,45,421,,1073,,1232,,47679,,47458,,1,,0,,2,,10,,15,,"OHIO
(40.056807, -82.405897)",
UNITED STATES,2015,46,15040,,28249,,30792,,1268016,,1267639,,182,,194,,331,,9410,,7298,,,
NEW ENGLAND,2015,46,681,,905,,1430,,42883,,42099,,,-,0,,0,,,-,5,,,
MID. ATLANTIC,2015,46,1857,,3560,,4123,,158722,,156806,,,-,0,,0,,,-,,-,,
NEW YORK CITY,2015,46,64,,1201,,1353,,49051,,52845,,,N,0,,0,,,N,,N,"NEW YORK CITY
",
E.N. CENTRAL,2015,46,1647,,4112,,4557,,183025,,191528,,,-,1,,2,,32,,52,,,
W.N. CENTRAL,2015,46,72,,1638,,1931,,71979,,75864,,,-,2,,7,,99,,106,,,
S. ATLANTIC,2015,46,3773,,6053,,7647,,277294,,253536,,,-,0,,1,,4,,9,,,
DIST. OF COL.,2015,46,,-,132,,403,,6741,,4664,,,-,0,,0,,,-,1,,"DIST. OF COL.
",
E.S. CENTRAL,2015,46,935,,1519,,2600,,70539,,85803,,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2015,46,3805,,3744,,6546,,174271,,172699,,,-,0,,2,,7,,2,,,
MOUNTAIN,2015,46,620,,1834,,2515,,84670,,85870,,168,,137,,266,,6793,,5153,,,
PACIFIC,2015,46,1650,,4562,,5061,,204633,,203434,,14,,54,,87,,2475,,1971,,,
AMER. SAMOA,2015,46,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2015,46,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,46,,-,15,,26,,497,,697,,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
TENNESSEE,2015,46,204,,584,,794,,26476,,27629,,,N,0,,0,,,N,,N,"TENNESSEE
(35.681402, -85.774444)",
ARIZONA,2015,46,450,,613,,796,,28034,,28433,,168,,132,,264,,6652,,5006,,"ARIZONA
(34.869712, -111.760902)",
KANSAS,2015,46,50,,218,,353,,10114,,9817,,,N,0,,0,,,N,,N,"KANSAS
(38.345528, -98.201847)",
MARYLAND,2015,46,464,,531,,936,,22800,,22504,,,-,0,,1,,4,,8,,"MARYLAND
(39.290443, -76.612333)",
IDAHO,2015,46,,-,102,,153,,4616,,4758,,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
ALABAMA,2015,46,,-,479,,1191,,22069,,25626,,,N,0,,0,,,N,,N,"ALABAMA
(32.839182, -86.631125)",
ALASKA,2015,46,69,,85,,124,,3868,,5114,,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
KENTUCKY,2015,46,364,,296,,667,,13536,,15362,,,-,0,,0,,,-,,N,"KENTUCKY
(37.64591, -84.774043)",
SOUTH DAKOTA,2015,46,,-,62,,104,,2537,,3695,,,N,0,,0,,,N,,N,"SOUTH DAKOTA
(44.35371, -100.373709)",
WISCONSIN,2015,46,293,,432,,551,,18958,,20343,,,-,0,,2,,5,,6,,"WISCONSIN
(44.395526, -89.834513)",
MASSACHUSETTS,2015,46,315,,469,,547,,20907,,18427,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
VERMONT,2015,46,10,,29,,55,,1310,,1987,,,N,0,,0,,,N,,N,"VERMONT
(43.622479, -72.51927)",
MINNESOTA,2015,46,1,,394,,511,,15695,,17579,,,-,1,,7,,86,,82,,"MINNESOTA
(44.943719, -93.094281)",
OREGON,2015,46,342,,317,,402,,14485,,13585,,,-,0,,1,,8,,3,,"OREGON
(44.567912, -120.156945)",
UTAH,2015,46,82,,159,,202,,7298,,7271,,,-,0,,3,,24,,37,,"UTAH
(39.359772, -111.584173)",
ARKANSAS,2015,46,432,,316,,682,,13240,,13968,,,-,0,,1,,4,,,-,"ARKANSAS
(34.748745, -92.275105)",
NORTH DAKOTA,2015,46,,-,58,,77,,2504,,3060,,,-,0,,2,,6,,4,,"NORTH DAKOTA
(47.475879, -100.121011)",
WASHINGTON,2015,46,465,,416,,595,,18030,,23283,,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
MISSISSIPPI,2015,46,367,,170,,648,,8458,,17186,,,N,0,,0,,,N,,N,"MISSISSIPPI
(32.738663, -89.537312)",
OHIO,2015,46,396,,1073,,1235,,48814,,48558,,,-,0,,2,,10,,15,,"OHIO
(40.056807, -82.405897)",
NEW HAMPSHIRE,2015,46,108,,39,,338,,2285,,3176,,,-,0,,0,,,-,3,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
WYOMING,2015,46,,-,33,,96,,1397,,1680,,,-,0,,3,,12,,2,,"WYOMING
(43.23558, -108.110518)",
CONNECTICUT,2015,46,173,,248,,349,,11247,,11521,,,N,0,,0,,,N,,N,"CONNECTICUT
(41.544654, -72.651713)",
