Reporting Area,MMWR Year,MMWR Week,"Tetanus, Current week","Tetanus, Current week, flag","Tetanus, Previous 52 weeks Med","Tetanus, Previous 52 weeks Med, flag","Tetanus, Previous 52 weeks Max","Tetanus, Previous 52 weeks Max, flag","Tetanus, Cum 2015","Tetanus, Cum 2015, flag","Tetanus, Cum 2014","Tetanus, Cum 2014, flag","Varicella (chickenpox), Current week","Varicella (chickenpox), Current week, flag","Varicella (chickenpox), Previous 52 weeks Med","Varicella (chickenpox), Previous 52 weeks Med, flag","Varicella (chickenpox), Previous 52 weeks Max","Varicella (chickenpox), Previous 52 weeks Max, flag","Varicella (chickenpox), Cum 2015","Varicella (chickenpox), Cum 2015, flag","Varicella (chickenpox), Cum 2014","Varicella (chickenpox), Cum 2014, flag","Vibriosis§, Current week","Vibriosis§, Current week, flag","Vibriosis§, Previous 52 weeks Med","Vibriosis§, Previous 52 weeks Med, flag","Vibriosis§, Previous 52 weeks Max","Vibriosis§, Previous 52 weeks Max, flag","Vibriosis§, Cum 2015","Vibriosis§, Cum 2015, flag","Vibriosis§, Cum 2014","Vibriosis§, Cum 2014, flag",Location 1,Location 2
OKLAHOMA,2015,43,,-,0,,0,,,-,1,,,N,0,,0,,,N,,N,,-,0,,1,,4,,2,,"OKLAHOMA
(35.468494, -97.521264)",
WYOMING,2015,43,,-,0,,0,,,-,,-,,-,0,,2,,2,,7,,,-,0,,0,,,-,1,,"WYOMING
(43.23558, -108.110518)",
COLORADO,2015,43,,-,0,,1,,2,,,-,,-,0,,27,,95,,298,,,-,0,,1,,3,,12,,"COLORADO
(38.841772, -106.132562)",
ARKANSAS,2015,43,,-,0,,0,,,-,,-,2,,3,,22,,150,,214,,,-,0,,1,,2,,,N,"ARKANSAS
(34.748745, -92.275105)",
ALASKA,2015,43,,-,0,,0,,,-,1,,6,,1,,4,,58,,24,,,-,0,,2,,6,,5,,"ALASKA
(64.836661, -147.738891)",
RHODE ISLAND,2015,43,,-,0,,0,,,-,,-,,-,0,,8,,32,,39,,,-,0,,2,,3,,6,,"RHODE ISLAND
(41.707447, -71.522488)",
WISCONSIN,2015,43,,-,0,,0,,,-,1,,7,,6,,17,,252,,352,,,-,0,,2,,3,,12,,"WISCONSIN
(44.395526, -89.834513)",
MASSACHUSETTS,2015,43,,-,0,,0,,,-,,-,2,,6,,21,,275,,391,,,-,0,,8,,68,,48,,"MASSACHUSETTS
(42.268546, -72.085064)",
ILLINOIS,2015,43,,-,0,,1,,1,,,-,,-,7,,15,,318,,512,,,-,0,,2,,22,,22,,"ILLINOIS
(40.477092, -88.993221)",
FLORIDA,2015,43,,-,0,,1,,3,,2,,12,,13,,36,,634,,473,,4,,3,,10,,169,,139,,"FLORIDA
(28.915325, -81.922409)",
KENTUCKY,2015,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,N,,-,0,,2,,5,,7,,"KENTUCKY
(37.64591, -84.774043)",
NEBRASKA,2015,43,,-,0,,0,,,-,,-,,-,0,,3,,16,,16,,,-,0,,0,,,-,2,,"NEBRASKA
(41.640503, -99.367122)",
GUAM,2015,43,,-,0,,0,,,-,,-,,-,0,,4,,,-,28,,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
PUERTO RICO,2015,43,,-,0,,1,,1,,,-,1,,2,,5,,86,,210,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
IDAHO,2015,43,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
WEST VIRGINIA,2015,43,,-,0,,0,,,-,,-,,-,2,,9,,115,,136,,,-,0,,1,,1,,3,,"WEST VIRGINIA
(38.668501, -80.709421)",
TEXAS,2015,43,,-,0,,1,,1,,3,,32,,26,,78,,1172,,1312,,1,,1,,8,,71,,62,,"TEXAS
(31.827233, -99.423022)",
INDIANA,2015,43,,-,0,,0,,,-,1,,1,,3,,10,,126,,175,,,-,0,,1,,2,,5,,"INDIANA
(39.76845, -86.156212)",
NORTH CAROLINA,2015,43,,-,0,,1,,2,,,-,,N,0,,0,,,N,,N,,-,0,,5,,13,,14,,"NORTH CAROLINA
(35.47995, -79.180571)",
OREGON,2015,43,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,3,,25,,29,,"OREGON
(44.567912, -120.156945)",
MAINE,2015,43,,-,0,,0,,,-,,-,6,,4,,10,,188,,157,,,-,0,,3,,6,,8,,"MAINE
(45.252223, -68.986647)",
HAWAII,2015,43,,-,0,,0,,,-,,-,,-,1,,5,,49,,36,,2,,0,,5,,32,,32,,"HAWAII
(21.30992, -157.858158)",
CONNECTICUT,2015,43,,-,0,,0,,,-,,-,,-,3,,7,,129,,157,,,-,0,,7,,27,,12,,"CONNECTICUT
(41.544654, -72.651713)",
NEW HAMPSHIRE,2015,43,,-,0,,1,,2,,,-,,-,0,,5,,,-,94,,,-,0,,2,,4,,5,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
LOUISIANA,2015,43,,-,0,,1,,1,,1,,,-,1,,7,,66,,36,,,-,1,,6,,44,,43,,"LOUISIANA
(31.2931, -92.463284)",
PENNSYLVANIA,2015,43,,-,0,,1,,1,,2,,21,,13,,28,,553,,696,,1,,0,,2,,13,,19,,"PENNSYLVANIA
(40.789676, -77.858055)",
SOUTH DAKOTA,2015,43,,-,0,,1,,1,,,-,1,,0,,3,,21,,20,,,N,0,,0,,,N,,N,"SOUTH DAKOTA
(44.35371, -100.373709)",
ARIZONA,2015,43,,-,0,,1,,1,,,-,2,,4,,11,,214,,256,,1,,0,,6,,31,,30,,"ARIZONA
(34.869712, -111.760902)",
MISSISSIPPI,2015,43,,-,0,,0,,,-,1,,,-,0,,3,,14,,3,,1,,0,,2,,12,,11,,"MISSISSIPPI
(32.738663, -89.537312)",
OHIO,2015,43,,-,0,,1,,1,,1,,6,,8,,19,,346,,425,,,-,0,,2,,15,,12,,"OHIO
(40.056807, -82.405897)",
NEW JERSEY,2015,43,,-,0,,0,,,-,,-,,-,5,,17,,226,,265,,,-,0,,4,,27,,32,,"NEW JERSEY
(40.104655, -74.386686)",
UTAH,2015,43,,-,0,,0,,,-,,-,,-,2,,14,,124,,189,,,-,0,,3,,9,,1,,"UTAH
(39.359772, -111.584173)",
CALIFORNIA,2015,43,,-,0,,1,,1,,4,,,-,1,,2,,29,,38,,,-,4,,11,,168,,245,,"CALIFORNIA
(37.640735, -121.002435)",
GEORGIA,2015,43,,-,0,,0,,,-,,-,,-,0,,7,,46,,57,,,-,0,,3,,15,,14,,"GEORGIA
(32.836038, -83.631709)",
MISSOURI,2015,43,,-,0,,0,,,-,,-,,-,2,,12,,70,,168,,,-,0,,2,,,-,6,,"MISSOURI
(38.636168, -92.566292)",
VIRGINIA,2015,43,,-,0,,0,,,-,,-,1,,6,,14,,254,,266,,1,,1,,4,,34,,48,,"VIRGINIA
(37.542699, -78.45822)",
NEW YORK,2015,43,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NEW YORK
(42.826892, -75.544286)",
NEVADA,2015,43,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,1,,3,,2,,"NEVADA
(39.491833, -117.070159)",
MICHIGAN,2015,43,,-,0,,0,,,-,,-,8,,7,,26,,309,,593,,,-,0,,3,,9,,7,,"MICHIGAN
(44.66399, -84.711206)",
SOUTH CAROLINA,2015,43,,-,0,,1,,1,,,-,5,,3,,13,,173,,120,,,-,0,,2,,8,,17,,"SOUTH CAROLINA
(34.009286, -81.037094)",
UNITED STATES,2015,44,,-,0,,3,,22,,22,,84,,163,,232,,6822,,8551,,14,,15,,65,,1020,,1129,,,
NEW ENGLAND,2015,44,,-,0,,1,,2,,,-,8,,15,,28,,664,,970,,,-,1,,12,,111,,79,,,
MID. ATLANTIC,2015,44,,-,0,,1,,2,,2,,14,,17,,38,,794,,981,,1,,0,,6,,60,,68,,,
NEW YORK CITY,2015,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,3,,19,,16,,"NEW YORK CITY
",
E.N. CENTRAL,2015,44,,-,0,,1,,2,,3,,33,,34,,68,,1414,,2111,,,-,1,,5,,51,,59,,,
W.N. CENTRAL,2015,44,,-,0,,1,,1,,2,,,-,10,,27,,399,,688,,,-,0,,3,,6,,33,,,
S. ATLANTIC,2015,44,,-,0,,2,,6,,3,,2,,26,,50,,1256,,1085,,4,,6,,14,,286,,287,,,
DIST. OF COL.,2015,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,1,,"DIST. OF COL.
",
E.S. CENTRAL,2015,44,,-,0,,1,,1,,1,,,-,3,,11,,156,,96,,,-,0,,4,,37,,46,,,
W.S. CENTRAL,2015,44,,-,0,,2,,2,,5,,19,,31,,81,,1439,,1612,,1,,2,,8,,122,,108,,,
MOUNTAIN,2015,44,,-,0,,1,,4,,,-,8,,12,,33,,564,,909,,,-,1,,6,,46,,48,,,
PACIFIC,2015,44,,-,0,,2,,2,,6,,,-,3,,8,,136,,99,,8,,5,,28,,301,,401,,,
AMER. SAMOA,2015,44,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2015,44,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
IOWA,2015,44,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
KANSAS,2015,44,,-,0,,0,,,-,,-,,-,0,,10,,,-,244,,,-,0,,2,,4,,2,,"KANSAS
(38.345528, -98.201847)",
UTAH,2015,44,,-,0,,0,,,-,,-,,-,2,,14,,124,,190,,,-,0,,3,,9,,1,,"UTAH
(39.359772, -111.584173)",
NEW JERSEY,2015,44,,-,0,,0,,,-,,-,,-,5,,17,,226,,271,,,-,0,,4,,27,,33,,"NEW JERSEY
(40.104655, -74.386686)",
ARKANSAS,2015,44,,-,0,,0,,,-,,-,2,,3,,23,,179,,219,,,-,0,,1,,2,,,N,"ARKANSAS
(34.748745, -92.275105)",
MASSACHUSETTS,2015,44,,-,0,,0,,,-,,-,,-,6,,21,,275,,400,,,-,0,,8,,68,,48,,"MASSACHUSETTS
(42.268546, -72.085064)",
ALASKA,2015,44,,-,0,,0,,,-,1,,,-,1,,6,,58,,25,,,-,0,,2,,6,,5,,"ALASKA
(64.836661, -147.738891)",
NEBRASKA,2015,44,,-,0,,0,,,-,,-,,-,0,,3,,16,,17,,,-,0,,0,,,-,2,,"NEBRASKA
(41.640503, -99.367122)",
COLORADO,2015,44,,-,0,,1,,2,,,-,,-,0,,19,,95,,325,,,-,0,,1,,3,,12,,"COLORADO
(38.841772, -106.132562)",
VIRGINIA,2015,44,,-,0,,0,,,-,,-,,-,6,,14,,263,,272,,2,,1,,3,,36,,52,,"VIRGINIA
(37.542699, -78.45822)",
GUAM,2015,44,,-,0,,0,,,-,,-,,-,0,,4,,,-,28,,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
MISSOURI,2015,44,,-,0,,0,,,-,,-,,-,1,,12,,70,,170,,,-,0,,2,,,-,6,,"MISSOURI
(38.636168, -92.566292)",
WASHINGTON,2015,44,,-,0,,2,,,-,1,,,N,0,,0,,,N,,N,8,,0,,17,,60,,86,,"WASHINGTON
(47.517368, -120.467672)",
ALABAMA,2015,44,,-,0,,1,,1,,,-,,-,3,,11,,145,,93,,,-,0,,4,,15,,18,,"ALABAMA
(32.839182, -86.631125)",
MISSISSIPPI,2015,44,,-,0,,0,,,-,1,,,-,0,,3,,11,,3,,,-,0,,2,,12,,11,,"MISSISSIPPI
(32.738663, -89.537312)",
NORTH DAKOTA,2015,44,,-,0,,0,,,-,,-,,-,0,,4,,33,,14,,,-,0,,1,,2,,1,,"NORTH DAKOTA
(47.475879, -100.121011)",
NEW HAMPSHIRE,2015,44,,-,0,,1,,2,,,-,,-,0,,5,,,-,98,,,-,0,,2,,4,,5,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
GEORGIA,2015,44,,-,0,,0,,,-,,-,,-,0,,7,,46,,59,,,-,0,,3,,15,,14,,"GEORGIA
(32.836038, -83.631709)",
SOUTH CAROLINA,2015,44,,-,0,,1,,1,,,-,2,,3,,13,,178,,123,,,-,0,,2,,8,,17,,"SOUTH CAROLINA
(34.009286, -81.037094)",
KENTUCKY,2015,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,N,,-,0,,2,,5,,7,,"KENTUCKY
(37.64591, -84.774043)",
MINNESOTA,2015,44,,-,0,,0,,,-,2,,,-,6,,14,,259,,222,,,-,0,,1,,,-,22,,"MINNESOTA
(44.943719, -93.094281)",
DELAWARE,2015,44,,-,0,,0,,,-,,-,,-,0,,3,,15,,12,,,-,0,,2,,10,,4,,"DELAWARE
(39.008676, -75.574561)",
SOUTH DAKOTA,2015,44,,-,0,,1,,1,,,-,,-,0,,3,,21,,21,,,N,0,,0,,,N,,N,"SOUTH DAKOTA
(44.35371, -100.373709)",
OHIO,2015,44,,-,0,,1,,1,,1,,13,,8,,19,,359,,438,,,-,0,,2,,15,,12,,"OHIO
(40.056807, -82.405897)",
NEW YORK,2015,44,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NEW YORK
(42.826892, -75.544286)",
ILLINOIS,2015,44,,-,0,,1,,1,,,-,,-,8,,15,,334,,526,,,-,0,,2,,22,,22,,"ILLINOIS
(40.477092, -88.993221)",
OREGON,2015,44,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,,-,0,,3,,25,,29,,"OREGON
(44.567912, -120.156945)",
INDIANA,2015,44,,-,0,,0,,,-,1,,,-,3,,10,,126,,179,,,-,0,,1,,2,,6,,"INDIANA
(39.76845, -86.156212)",
TEXAS,2015,44,,-,0,,1,,1,,3,,17,,26,,78,,1194,,1357,,1,,1,,8,,72,,63,,"TEXAS
(31.827233, -99.423022)",
VERMONT,2015,44,,-,0,,0,,,-,,-,2,,1,,3,,32,,110,,,-,0,,1,,1,,,-,"VERMONT
(43.622479, -72.51927)",
MONTANA,2015,44,,-,0,,0,,,-,,-,,-,0,,16,,78,,64,,,-,0,,0,,,-,2,,"MONTANA
(47.062617, -109.430168)",
MARYLAND,2015,44,,-,0,,0,,,-,1,,,N,0,,0,,,N,,N,,-,0,,5,,32,,40,,"MARYLAND
(39.290443, -76.612333)",
WEST VIRGINIA,2015,44,,-,0,,0,,,-,,-,,-,2,,9,,120,,136,,,-,0,,1,,1,,3,,"WEST VIRGINIA
(38.668501, -80.709421)",
PUERTO RICO,2015,44,,-,0,,1,,1,,,-,,-,2,,5,,86,,213,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
CALIFORNIA,2015,44,,-,0,,1,,1,,4,,,-,1,,2,,29,,38,,,-,4,,11,,178,,249,,"CALIFORNIA
(37.640735, -121.002435)",
HAWAII,2015,44,,-,0,,0,,,-,,-,,-,1,,5,,49,,36,,,-,0,,5,,32,,32,,"HAWAII
(21.30992, -157.858158)",
TENNESSEE,2015,44,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,2,,5,,10,,"TENNESSEE
(35.681402, -85.774444)",
ARIZONA,2015,44,,-,0,,1,,1,,,-,7,,4,,11,,221,,259,,,-,0,,6,,31,,30,,"ARIZONA
(34.869712, -111.760902)",
LOUISIANA,2015,44,,-,0,,1,,1,,1,,,-,1,,7,,66,,36,,,-,1,,6,,44,,43,,"LOUISIANA
(31.2931, -92.463284)",
NEVADA,2015,44,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,1,,3,,2,,"NEVADA
(39.491833, -117.070159)",
IDAHO,2015,44,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
CONNECTICUT,2015,44,,-,0,,0,,,-,,-,,-,3,,7,,131,,161,,,-,0,,7,,29,,12,,"CONNECTICUT
(41.544654, -72.651713)",
MICHIGAN,2015,44,,-,0,,0,,,-,,-,13,,8,,26,,334,,607,,,-,0,,3,,9,,7,,"MICHIGAN
(44.66399, -84.711206)",
OKLAHOMA,2015,44,,-,0,,0,,,-,1,,,N,0,,0,,,N,,N,,-,0,,1,,4,,2,,"OKLAHOMA
(35.468494, -97.521264)",
WYOMING,2015,44,,-,0,,0,,,-,,-,1,,0,,3,,12,,7,,,-,0,,0,,,-,1,,"WYOMING
(43.23558, -108.110518)",
PENNSYLVANIA,2015,44,,-,0,,1,,1,,2,,14,,13,,28,,568,,710,,1,,0,,2,,14,,19,,"PENNSYLVANIA
(40.789676, -77.858055)",
NORTH CAROLINA,2015,44,,-,0,,1,,2,,,-,,N,0,,0,,,N,,N,,-,0,,5,,13,,14,,"NORTH CAROLINA
(35.47995, -79.180571)",
NEW MEXICO,2015,44,,-,0,,1,,1,,,-,,-,1,,4,,34,,64,,,-,0,,1,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
FLORIDA,2015,44,,-,0,,1,,3,,2,,,-,13,,36,,634,,483,,2,,3,,10,,171,,142,,"FLORIDA
(28.915325, -81.922409)",
WISCONSIN,2015,44,,-,0,,0,,,-,1,,7,,6,,17,,261,,361,,,-,0,,2,,3,,12,,"WISCONSIN
(44.395526, -89.834513)",
RHODE ISLAND,2015,44,,-,0,,0,,,-,,-,1,,0,,8,,33,,40,,,-,0,,2,,3,,6,,"RHODE ISLAND
(41.707447, -71.522488)",
MAINE,2015,44,,-,0,,0,,,-,,-,5,,5,,10,,193,,161,,,-,0,,3,,6,,8,,"MAINE
(45.252223, -68.986647)",
UNITED STATES,2015,45,,-,0,,3,,22,,22,,90,,164,,225,,6984,,8783,,6,,15,,65,,1036,,1149,,,
NEW ENGLAND,2015,45,,-,0,,1,,2,,,-,,-,15,,28,,664,,989,,,-,1,,12,,111,,82,,,
MID. ATLANTIC,2015,45,,-,0,,1,,2,,2,,15,,17,,38,,811,,1006,,,-,1,,6,,61,,68,,,
NEW YORK CITY,2015,45,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,3,,19,,16,,"NEW YORK CITY
",
E.N. CENTRAL,2015,45,,-,0,,1,,2,,3,,28,,34,,60,,1452,,2179,,,-,1,,5,,51,,59,,,
W.N. CENTRAL,2015,45,,-,0,,1,,1,,2,,5,,10,,23,,421,,715,,,-,0,,3,,6,,33,,,
S. ATLANTIC,2015,45,,-,0,,2,,6,,3,,14,,26,,50,,1282,,1112,,4,,6,,14,,290,,294,,,
DIST. OF COL.,2015,45,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,1,,"DIST. OF COL.
",
E.S. CENTRAL,2015,45,,-,0,,1,,1,,1,,2,,3,,11,,160,,98,,,-,0,,4,,38,,48,,,
IOWA,2015,45,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
W.S. CENTRAL,2015,45,,-,0,,2,,2,,5,,21,,31,,81,,1474,,1648,,2,,2,,8,,126,,111,,,
MOUNTAIN,2015,45,,-,0,,1,,4,,,-,4,,12,,33,,578,,931,,,-,1,,6,,46,,50,,,
PACIFIC,2015,45,,-,0,,2,,2,,6,,1,,3,,8,,142,,105,,,-,5,,28,,307,,404,,,
AMER. SAMOA,2015,45,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2015,45,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,45,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
RHODE ISLAND,2015,45,,-,0,,0,,,-,,-,,-,0,,8,,33,,40,,,-,0,,2,,3,,6,,"RHODE ISLAND
(41.707447, -71.522488)",
NEVADA,2015,45,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,1,,3,,2,,"NEVADA
(39.491833, -117.070159)",
MISSOURI,2015,45,,-,0,,0,,,-,,-,4,,2,,12,,82,,179,,,-,0,,2,,,-,6,,"MISSOURI
(38.636168, -92.566292)",
NORTH DAKOTA,2015,45,,-,0,,0,,,-,,-,,-,0,,4,,33,,14,,,-,0,,1,,2,,1,,"NORTH DAKOTA
(47.475879, -100.121011)",
WASHINGTON,2015,45,,-,0,,2,,,-,1,,,N,0,,0,,,N,,N,,-,0,,17,,60,,86,,"WASHINGTON
(47.517368, -120.467672)",
ILLINOIS,2015,45,,-,0,,1,,1,,,-,1,,7,,15,,338,,538,,,-,0,,2,,22,,22,,"ILLINOIS
(40.477092, -88.993221)",
WYOMING,2015,45,,-,0,,0,,,-,,-,,-,0,,3,,12,,7,,,-,0,,0,,,-,1,,"WYOMING
(43.23558, -108.110518)",
TENNESSEE,2015,45,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,2,,5,,11,,"TENNESSEE
(35.681402, -85.774444)",
SOUTH DAKOTA,2015,45,,-,0,,1,,1,,,-,1,,0,,3,,24,,22,,,N,0,,0,,,N,,N,"SOUTH DAKOTA
(44.35371, -100.373709)",
CALIFORNIA,2015,45,,-,0,,1,,1,,4,,,-,1,,2,,31,,38,,,-,4,,11,,180,,252,,"CALIFORNIA
(37.640735, -121.002435)",
MINNESOTA,2015,45,,-,0,,0,,,-,2,,,-,6,,14,,266,,232,,,-,0,,1,,,-,22,,"MINNESOTA
(44.943719, -93.094281)",
MICHIGAN,2015,45,,-,0,,0,,,-,,-,9,,8,,26,,347,,624,,,-,0,,3,,9,,7,,"MICHIGAN
(44.66399, -84.711206)",
LOUISIANA,2015,45,,-,0,,1,,1,,1,,,-,1,,8,,76,,36,,,-,1,,6,,46,,43,,"LOUISIANA
(31.2931, -92.463284)",
GUAM,2015,45,,-,0,,0,,,-,,-,,-,0,,4,,,-,28,,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
INDIANA,2015,45,,-,0,,0,,,-,1,,,-,3,,10,,127,,183,,,-,0,,1,,2,,6,,"INDIANA
(39.76845, -86.156212)",
NEW YORK,2015,45,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NEW YORK
(42.826892, -75.544286)",
OKLAHOMA,2015,45,,-,0,,0,,,-,1,,,N,0,,0,,,N,,N,1,,0,,1,,5,,2,,"OKLAHOMA
(35.468494, -97.521264)",
UTAH,2015,45,,-,0,,0,,,-,,-,,-,2,,14,,124,,194,,,-,0,,3,,9,,1,,"UTAH
(39.359772, -111.584173)",
FLORIDA,2015,45,,-,0,,1,,3,,2,,9,,13,,36,,647,,489,,4,,3,,10,,175,,145,,"FLORIDA
(28.915325, -81.922409)",
COLORADO,2015,45,,-,0,,1,,2,,,-,,-,0,,19,,95,,335,,,-,0,,1,,3,,12,,"COLORADO
(38.841772, -106.132562)",
MONTANA,2015,45,,-,0,,0,,,-,,-,,-,0,,16,,78,,64,,,-,0,,0,,,-,2,,"MONTANA
(47.062617, -109.430168)",
ARIZONA,2015,45,,-,0,,1,,1,,,-,4,,4,,17,,235,,265,,,-,0,,6,,31,,32,,"ARIZONA
(34.869712, -111.760902)",
OREGON,2015,45,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,,-,0,,3,,25,,29,,"OREGON
(44.567912, -120.156945)",
MAINE,2015,45,,-,0,,0,,,-,,-,,-,5,,10,,193,,168,,,-,0,,3,,6,,8,,"MAINE
(45.252223, -68.986647)",
NEW YORK CITY,2015,46,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,3,,19,,16,,"NEW YORK CITY
",
MASSACHUSETTS,2015,45,,-,0,,0,,,-,,-,,-,6,,21,,275,,407,,,-,0,,8,,68,,50,,"MASSACHUSETTS
(42.268546, -72.085064)",
KANSAS,2015,45,,-,0,,0,,,-,,-,,-,0,,10,,,-,251,,,-,0,,2,,4,,2,,"KANSAS
(38.345528, -98.201847)",
VIRGINIA,2015,45,,-,0,,0,,,-,,-,,-,6,,14,,263,,283,,,-,1,,3,,36,,55,,"VIRGINIA
(37.542699, -78.45822)",
NEBRASKA,2015,45,,-,0,,0,,,-,,-,,-,0,,3,,16,,17,,,-,0,,0,,,-,2,,"NEBRASKA
(41.640503, -99.367122)",
PUERTO RICO,2015,45,,-,0,,1,,1,,,-,,-,2,,5,,87,,217,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
CONNECTICUT,2015,45,,-,0,,0,,,-,,-,,-,3,,7,,131,,161,,,-,0,,7,,29,,13,,"CONNECTICUT
(41.544654, -72.651713)",
NEW MEXICO,2015,45,,-,0,,1,,1,,,-,,-,1,,4,,34,,66,,,-,0,,1,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
TEXAS,2015,45,,-,0,,1,,1,,3,,20,,26,,78,,1218,,1390,,1,,1,,8,,73,,66,,"TEXAS
(31.827233, -99.423022)",
OHIO,2015,45,,-,0,,1,,1,,1,,12,,8,,19,,371,,456,,,-,0,,2,,15,,12,,"OHIO
(40.056807, -82.405897)",
HAWAII,2015,45,,-,0,,0,,,-,,-,,-,1,,5,,51,,40,,,-,1,,5,,36,,32,,"HAWAII
(21.30992, -157.858158)",
WEST VIRGINIA,2015,45,,-,0,,0,,,-,,-,,-,2,,9,,127,,145,,,-,0,,1,,1,,3,,"WEST VIRGINIA
(38.668501, -80.709421)",
NEW HAMPSHIRE,2015,45,,-,0,,1,,2,,,-,,-,0,,5,,,-,101,,,-,0,,2,,4,,5,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
MARYLAND,2015,45,,-,0,,0,,,-,1,,,N,0,,0,,,N,,N,,-,0,,5,,32,,40,,"MARYLAND
(39.290443, -76.612333)",
WISCONSIN,2015,45,,-,0,,0,,,-,1,,6,,6,,14,,269,,378,,,-,0,,2,,3,,12,,"WISCONSIN
(44.395526, -89.834513)",
SOUTH CAROLINA,2015,45,,-,0,,1,,1,,,-,5,,3,,13,,184,,124,,,-,0,,2,,8,,17,,"SOUTH CAROLINA
(34.009286, -81.037094)",
KENTUCKY,2015,45,,-,0,,0,,,-,,-,,-,0,,0,,,-,,N,,-,0,,2,,5,,7,,"KENTUCKY
(37.64591, -84.774043)",
NEW JERSEY,2015,45,,-,0,,0,,,-,,-,,-,5,,17,,228,,279,,,-,0,,4,,27,,33,,"NEW JERSEY
(40.104655, -74.386686)",
DELAWARE,2015,45,,-,0,,0,,,-,,-,,-,0,,3,,15,,12,,,-,0,,2,,10,,4,,"DELAWARE
(39.008676, -75.574561)",
GEORGIA,2015,45,,-,0,,0,,,-,,-,,-,0,,7,,46,,59,,,-,0,,3,,15,,15,,"GEORGIA
(32.836038, -83.631709)",
ARKANSAS,2015,45,,-,0,,0,,,-,,-,1,,3,,23,,180,,222,,,-,0,,1,,2,,,N,"ARKANSAS
(34.748745, -92.275105)",
ALABAMA,2015,45,,-,0,,1,,1,,,-,2,,3,,11,,149,,94,,,-,0,,4,,16,,19,,"ALABAMA
(32.839182, -86.631125)",
ALASKA,2015,45,,-,0,,0,,,-,1,,1,,1,,4,,60,,27,,,-,0,,2,,6,,5,,"ALASKA
(64.836661, -147.738891)",
IDAHO,2015,45,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
