Reporting Area,MMWR Year,MMWR Week,"Babesiosis, Current week","Babesiosis, Current week, flag","Babesiosis, Previous 52 weeks Med","Babesiosis, Previous 52 weeks Med, flag","Babesiosis, Previous 52 weeks Max","Babesiosis, Previous 52 weeks Max, flag","Babesiosis, Cum 2015","Babesiosis, Cum 2015, flag","Babesiosis, Cum 2014","Babesiosis, Cum 2014, flag","Campylobacteriosis, Current week","Campylobacteriosis, Current week, flag","Campylobacteriosis, Previous 52 weeks Med","Campylobacteriosis, Previous 52 weeks Med, flag","Campylobacteriosis, Previous 52 weeks Max","Campylobacteriosis, Previous 52 weeks Max, flag","Campylobacteriosis, Cum 2015","Campylobacteriosis, Cum 2015, flag","Campylobacteriosis, Cum 2014","Campylobacteriosis, Cum 2014, flag",Location 1,Location 2
ALABAMA,2015,44,,-,0,,1,,3,,1,,3,,10,,31,,465,,,N,"ALABAMA
(32.839182, -86.631125)",
WISCONSIN,2015,44,,-,0,,5,,42,,40,,6,,24,,43,,1111,,,N,"WISCONSIN
(44.395526, -89.834513)",
MINNESOTA,2015,44,,-,0,,0,,,-,49,,,-,0,,1,,1,,,N,"MINNESOTA
(44.943719, -93.094281)",
GEORGIA,2015,44,,N,0,,0,,,N,,N,5,,13,,27,,607,,,N,"GEORGIA
(32.836038, -83.631709)",
OHIO,2015,44,,-,0,,1,,1,,,-,39,,34,,93,,1508,,,N,"OHIO
(40.056807, -82.405897)",
MISSOURI,2015,44,,N,0,,0,,,N,,N,,-,0,,17,,88,,,N,"MISSOURI
(38.636168, -92.566292)",
ILLINOIS,2015,44,,-,0,,1,,3,,1,,,U,0,,0,,,U,,U,"ILLINOIS
(40.477092, -88.993221)",
MONTANA,2015,44,,-,0,,0,,,-,,-,4,,6,,16,,285,,,N,"MONTANA
(47.062617, -109.430168)",
NEW MEXICO,2015,44,,N,0,,0,,,N,,N,,-,8,,18,,360,,,N,"NEW MEXICO
(34.520396, -106.244402)",
CALIFORNIA,2015,44,,-,0,,1,,5,,3,,35,,119,,162,,5168,,,N,"CALIFORNIA
(37.640735, -121.002435)",
WYOMING,2015,44,,-,0,,0,,,-,,-,,-,2,,8,,117,,,N,"WYOMING
(43.23558, -108.110518)",
ARKANSAS,2015,44,,-,0,,0,,,-,,-,8,,8,,21,,378,,,N,"ARKANSAS
(34.748745, -92.275105)",
MICHIGAN,2015,44,,-,0,,1,,3,,2,,1,,22,,50,,1057,,,N,"MICHIGAN
(44.66399, -84.711206)",
MISSISSIPPI,2015,44,,N,0,,0,,,N,,N,,-,3,,9,,150,,,N,"MISSISSIPPI
(32.738663, -89.537312)",
TENNESSEE,2015,44,1,,0,,1,,2,,,-,11,,15,,30,,639,,,N,"TENNESSEE
(35.681402, -85.774444)",
NEW YORK,2015,44,3,,3,,35,,361,,357,,33,,32,,65,,1575,,,N,"NEW YORK
(42.826892, -75.544286)",
VERMONT,2015,44,1,,0,,3,,7,,3,,2,,3,,10,,146,,,N,"VERMONT
(43.622479, -72.51927)",
WEST VIRGINIA,2015,44,,-,0,,0,,,-,,-,2,,5,,12,,222,,,N,"WEST VIRGINIA
(38.668501, -80.709421)",
ARIZONA,2015,44,,-,0,,0,,,-,,-,17,,28,,53,,1218,,,N,"ARIZONA
(34.869712, -111.760902)",
OKLAHOMA,2015,44,,N,0,,0,,,N,,N,10,,18,,59,,748,,,N,"OKLAHOMA
(35.468494, -97.521264)",
TEXAS,2015,44,,-,0,,1,,1,,1,,,-,19,,86,,1102,,,N,"TEXAS
(31.827233, -99.423022)",
NEVADA,2015,44,,N,0,,0,,,N,,N,,-,2,,6,,120,,,N,"NEVADA
(39.491833, -117.070159)",
VIRGINIA,2015,44,,N,0,,0,,,N,,N,21,,27,,53,,1260,,,N,"VIRGINIA
(37.542699, -78.45822)",
NORTH CAROLINA,2015,44,,N,0,,0,,,N,,N,31,,21,,71,,1060,,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
FLORIDA,2015,44,,N,0,,0,,,N,,N,59,,70,,106,,3097,,,N,"FLORIDA
(28.915325, -81.922409)",
MASSACHUSETTS,2015,44,,-,2,,47,,347,,521,,,-,27,,46,,1180,,,N,"MASSACHUSETTS
(42.268546, -72.085064)",
NEW HAMPSHIRE,2015,44,,-,0,,5,,35,,37,,,-,4,,12,,192,,,N,"NEW HAMPSHIRE
(43.657736, -71.500736)",
GUAM,2015,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,N,"GUAM
(13.3532, 144.653198)",
KANSAS,2015,44,,N,0,,0,,,N,,N,,-,6,,14,,258,,,N,"KANSAS
(38.345528, -98.201847)",
SOUTH CAROLINA,2015,44,,-,0,,1,,2,,3,,3,,6,,16,,297,,,N,"SOUTH CAROLINA
(34.009286, -81.037094)",
PENNSYLVANIA,2015,44,,N,0,,0,,,N,,N,22,,40,,95,,2007,,,N,"PENNSYLVANIA
(40.789676, -77.858055)",
KENTUCKY,2015,44,,N,0,,0,,,N,,N,6,,14,,33,,665,,,N,"KENTUCKY
(37.64591, -84.774043)",
INDIANA,2015,44,,-,0,,0,,,-,,-,,-,14,,38,,641,,,N,"INDIANA
(39.76845, -86.156212)",
MARYLAND,2015,44,,-,0,,1,,,-,1,,12,,13,,33,,680,,,N,"MARYLAND
(39.290443, -76.612333)",
OREGON,2015,44,,-,0,,1,,2,,1,,8,,17,,32,,768,,,N,"OREGON
(44.567912, -120.156945)",
WASHINGTON,2015,44,,-,0,,4,,,-,,-,26,,21,,143,,1323,,,N,"WASHINGTON
(47.517368, -120.467672)",
IOWA,2015,44,,N,0,,0,,,N,,N,6,,11,,46,,622,,,N,"IOWA
(42.46942, -93.815856)",
RHODE ISLAND,2015,44,1,,1,,23,,123,,145,,,-,1,,21,,148,,,N,"RHODE ISLAND
(41.707447, -71.522488)",
SOUTH DAKOTA,2015,44,,-,0,,0,,,-,1,,,-,6,,23,,284,,,N,"SOUTH DAKOTA
(44.35371, -100.373709)",
NEBRASKA,2015,44,,-,0,,0,,,-,,-,,-,8,,25,,384,,,N,"NEBRASKA
(41.640503, -99.367122)",
MAINE,2015,44,,-,0,,6,,45,,37,,1,,4,,8,,173,,,N,"MAINE
(45.252223, -68.986647)",
HAWAII,2015,44,,N,0,,0,,,N,,N,,-,10,,28,,484,,,N,"HAWAII
(21.30992, -157.858158)",
IDAHO,2015,44,,N,0,,0,,,N,,N,6,,7,,20,,338,,,N,"IDAHO
(43.680635, -114.364237)",
NORTH DAKOTA,2015,44,,-,0,,1,,2,,,-,,-,0,,0,,,-,,N,"NORTH DAKOTA
(47.475879, -100.121011)",
UNITED STATES,2015,45,5,,15,,148,,1567,,1631,,383,,830,,1331,,38450,,,N,,
NEW ENGLAND,2015,45,2,,5,,88,,823,,955,,2,,49,,111,,2492,,,N,,
MID. ATLANTIC,2015,45,3,,5,,59,,674,,572,,92,,128,,248,,6427,,,N,,
NEW YORK CITY,2015,45,1,,0,,11,,69,,49,,34,,31,,48,,1378,,,N,"NEW YORK CITY
",
E.N. CENTRAL,2015,45,,-,0,,6,,52,,43,,44,,87,,213,,4406,,,N,,
W.N. CENTRAL,2015,45,,-,0,,1,,2,,50,,,-,35,,91,,1666,,,N,,
S. ATLANTIC,2015,45,,-,0,,1,,3,,5,,95,,158,,263,,7464,,,N,,
DIST. OF COL.,2015,45,,N,0,,0,,,N,,N,,-,0,,2,,8,,,N,"DIST. OF COL.
",
E.S. CENTRAL,2015,45,,-,0,,1,,4,,1,,29,,44,,77,,1974,,,N,,
W.S. CENTRAL,2015,45,,-,0,,1,,2,,1,,24,,51,,177,,2679,,,N,,
MOUNTAIN,2015,45,,-,0,,0,,,-,,-,21,,70,,136,,3374,,,N,,
PACIFIC,2015,45,,-,0,,4,,7,,4,,76,,180,,269,,7968,,,N,,
AMER. SAMOA,2015,45,,U,,-,,-,,U,,U,,-,,-,,-,,-,,N,"AMER. SAMOA
",
C.N.M.I.,2015,45,,-,,-,,-,,-,,-,,-,,-,,-,,-,,N,"C.N.M.I.
",
VIRGIN ISL.,2015,45,,N,0,,0,,,N,,N,,-,0,,0,,,-,,N,"VIRGIN ISL.
",
NEVADA,2015,45,,N,0,,0,,,N,,N,,-,2,,6,,120,,,N,"NEVADA
(39.491833, -117.070159)",
OKLAHOMA,2015,45,,N,0,,0,,,N,,N,12,,17,,59,,760,,,N,"OKLAHOMA
(35.468494, -97.521264)",
UTAH,2015,45,,-,0,,0,,,-,,-,,-,6,,20,,293,,,N,"UTAH
(39.359772, -111.584173)",
COLORADO,2015,45,,N,0,,0,,,N,,N,,-,12,,40,,586,,,N,"COLORADO
(38.841772, -106.132562)",
KANSAS,2015,45,,N,0,,0,,,N,,N,,-,6,,14,,265,,,N,"KANSAS
(38.345528, -98.201847)",
INDIANA,2015,45,,-,0,,0,,,-,,-,,-,14,,38,,641,,,N,"INDIANA
(39.76845, -86.156212)",
GEORGIA,2015,45,,N,0,,0,,,N,,N,5,,13,,27,,626,,,N,"GEORGIA
(32.836038, -83.631709)",
FLORIDA,2015,45,,N,0,,0,,,N,,N,67,,70,,106,,3164,,,N,"FLORIDA
(28.915325, -81.922409)",
WYOMING,2015,45,,-,0,,0,,,-,,-,,-,2,,8,,118,,,N,"WYOMING
(43.23558, -108.110518)",
PENNSYLVANIA,2015,45,,N,0,,0,,,N,,N,19,,40,,95,,2039,,,N,"PENNSYLVANIA
(40.789676, -77.858055)",
WASHINGTON,2015,45,,-,0,,4,,,-,,-,21,,21,,143,,1343,,,N,"WASHINGTON
(47.517368, -120.467672)",
KENTUCKY,2015,45,,N,0,,0,,,N,,N,4,,15,,33,,676,,,N,"KENTUCKY
(37.64591, -84.774043)",
HAWAII,2015,45,,N,0,,0,,,N,,N,,-,10,,28,,495,,,N,"HAWAII
(21.30992, -157.858158)",
NEW HAMPSHIRE,2015,45,,-,0,,5,,35,,37,,,-,5,,12,,196,,,N,"NEW HAMPSHIRE
(43.657736, -71.500736)",
CONNECTICUT,2015,45,,-,1,,38,,263,,209,,,-,13,,34,,647,,,N,"CONNECTICUT
(41.544654, -72.651713)",
WEST VIRGINIA,2015,45,,-,0,,0,,,-,,-,1,,5,,12,,224,,,N,"WEST VIRGINIA
(38.668501, -80.709421)",
NEBRASKA,2015,45,,-,0,,0,,,-,,-,,-,8,,25,,384,,,N,"NEBRASKA
(41.640503, -99.367122)",
LOUISIANA,2015,45,,-,0,,1,,1,,,-,6,,10,,22,,433,,,N,"LOUISIANA
(31.2931, -92.463284)",
MARYLAND,2015,45,,-,0,,1,,,-,1,,5,,14,,33,,687,,,N,"MARYLAND
(39.290443, -76.612333)",
NORTH DAKOTA,2015,45,,-,0,,1,,2,,,-,,-,0,,0,,,-,,N,"NORTH DAKOTA
(47.475879, -100.121011)",
ILLINOIS,2015,45,,-,0,,1,,3,,1,,,U,0,,0,,,U,,U,"ILLINOIS
(40.477092, -88.993221)",
IOWA,2015,45,,N,0,,0,,,N,,N,,-,11,,46,,623,,,N,"IOWA
(42.46942, -93.815856)",
OHIO,2015,45,,-,0,,1,,1,,,-,32,,34,,93,,1540,,,N,"OHIO
(40.056807, -82.405897)",
ALASKA,2015,45,,N,0,,0,,,N,,N,1,,2,,5,,82,,,N,"ALASKA
(64.836661, -147.738891)",
NEW JERSEY,2015,45,,-,1,,29,,242,,161,,,-,32,,63,,1396,,,N,"NEW JERSEY
(40.104655, -74.386686)",
DELAWARE,2015,45,,-,0,,1,,1,,1,,2,,2,,5,,105,,,N,"DELAWARE
(39.008676, -75.574561)",
ARIZONA,2015,45,,-,0,,0,,,-,,-,16,,28,,53,,1239,,,N,"ARIZONA
(34.869712, -111.760902)",
TEXAS,2015,45,,-,0,,1,,1,,1,,,-,13,,86,,1102,,,N,"TEXAS
(31.827233, -99.423022)",
MISSOURI,2015,45,,N,0,,0,,,N,,N,,-,0,,17,,88,,,N,"MISSOURI
(38.636168, -92.566292)",
PUERTO RICO,2015,45,,N,0,,0,,,N,,N,,-,0,,2,,22,,,N,"PUERTO RICO
(18.215692, -66.414655)",
VERMONT,2015,45,1,,0,,3,,8,,3,,2,,3,,10,,148,,,N,"VERMONT
(43.622479, -72.51927)",
MAINE,2015,45,,-,0,,6,,45,,38,,,-,4,,8,,173,,,N,"MAINE
(45.252223, -68.986647)",
MONTANA,2015,45,,-,0,,0,,,-,,-,3,,6,,16,,291,,,N,"MONTANA
(47.062617, -109.430168)",
MINNESOTA,2015,45,,-,0,,0,,,-,49,,,-,0,,1,,1,,,N,"MINNESOTA
(44.943719, -93.094281)",
SOUTH CAROLINA,2015,45,,-,0,,1,,2,,3,,5,,6,,16,,302,,,N,"SOUTH CAROLINA
(34.009286, -81.037094)",
MICHIGAN,2015,45,,-,0,,1,,3,,2,,5,,22,,50,,1085,,,N,"MICHIGAN
(44.66399, -84.711206)",
OREGON,2015,45,,-,0,,1,,2,,1,,13,,17,,33,,783,,,N,"OREGON
(44.567912, -120.156945)",
ARKANSAS,2015,45,,-,0,,0,,,-,,-,6,,8,,21,,384,,,N,"ARKANSAS
(34.748745, -92.275105)",
CALIFORNIA,2015,45,,-,0,,1,,5,,3,,41,,119,,162,,5265,,,N,"CALIFORNIA
(37.640735, -121.002435)",
WISCONSIN,2015,45,,-,0,,6,,45,,40,,7,,24,,43,,1140,,,N,"WISCONSIN
(44.395526, -89.834513)",
GUAM,2015,45,,-,0,,0,,,-,,-,,-,0,,0,,,-,,N,"GUAM
(13.3532, 144.653198)",
IDAHO,2015,45,,N,0,,0,,,N,,N,2,,7,,20,,342,,,N,"IDAHO
(43.680635, -114.364237)",
NORTH CAROLINA,2015,45,,N,0,,0,,,N,,N,1,,22,,71,,1071,,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
RHODE ISLAND,2015,45,1,,1,,23,,125,,147,,,-,1,,21,,148,,,N,"RHODE ISLAND
(41.707447, -71.522488)",
MISSISSIPPI,2015,45,,N,0,,0,,,N,,N,2,,3,,9,,158,,,N,"MISSISSIPPI
(32.738663, -89.537312)",
SOUTH DAKOTA,2015,45,,-,0,,0,,,-,1,,,-,6,,23,,305,,,N,"SOUTH DAKOTA
(44.35371, -100.373709)",
MASSACHUSETTS,2015,45,,-,2,,47,,347,,521,,,-,27,,46,,1180,,,N,"MASSACHUSETTS
(42.268546, -72.085064)",
TENNESSEE,2015,45,,-,0,,1,,1,,,-,22,,15,,30,,663,,,N,"TENNESSEE
(35.681402, -85.774444)",
NEW MEXICO,2015,45,,N,0,,0,,,N,,N,,-,8,,18,,385,,,N,"NEW MEXICO
(34.520396, -106.244402)",
NEW YORK,2015,45,2,,3,,35,,363,,362,,39,,32,,65,,1614,,,N,"NEW YORK
(42.826892, -75.544286)",
VIRGINIA,2015,45,,N,0,,0,,,N,,N,9,,27,,53,,1277,,,N,"VIRGINIA
(37.542699, -78.45822)",
ALABAMA,2015,45,,-,0,,1,,3,,1,,1,,10,,31,,477,,,N,"ALABAMA
(32.839182, -86.631125)",
UNITED STATES,2015,46,2,,15,,151,,1611,,1646,,460,,818,,1331,,39296,,,N,,
NEW ENGLAND,2015,46,,-,7,,89,,859,,957,,16,,50,,112,,2578,,,N,,
MID. ATLANTIC,2015,46,2,,5,,59,,682,,584,,109,,127,,249,,6604,,,N,,
NEW YORK CITY,2015,46,1,,0,,11,,70,,49,,43,,31,,48,,1420,,,N,"NEW YORK CITY
",
E.N. CENTRAL,2015,46,,-,0,,6,,52,,44,,48,,87,,213,,4516,,,N,,
W.N. CENTRAL,2015,46,,-,0,,1,,2,,50,,5,,34,,91,,1702,,,N,,
S. ATLANTIC,2015,46,,-,0,,1,,3,,5,,114,,158,,263,,7603,,,N,,
DIST. OF COL.,2015,46,,N,0,,0,,,N,,N,,-,0,,2,,8,,,N,"DIST. OF COL.
",
E.S. CENTRAL,2015,46,,-,0,,1,,4,,1,,24,,44,,77,,2022,,,N,,
W.S. CENTRAL,2015,46,,-,0,,1,,2,,1,,30,,51,,177,,2710,,,N,,
MOUNTAIN,2015,46,,-,0,,0,,,-,,-,25,,70,,136,,3417,,,N,,
PACIFIC,2015,46,,-,0,,4,,7,,4,,89,,180,,269,,8144,,,N,,
AMER. SAMOA,2015,46,,U,,-,,-,,U,,U,,-,,-,,-,,-,,N,"AMER. SAMOA
",
C.N.M.I.,2015,46,,-,,-,,-,,-,,-,,-,,-,,-,,-,,N,"C.N.M.I.
",
VIRGIN ISL.,2015,46,,N,0,,0,,,N,,N,,-,0,,0,,,-,,N,"VIRGIN ISL.
",
OKLAHOMA,2015,46,,N,0,,0,,,N,,N,22,,16,,59,,782,,,N,"OKLAHOMA
(35.468494, -97.521264)",
NORTH CAROLINA,2015,46,,N,0,,0,,,N,,N,,-,21,,71,,1071,,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
PUERTO RICO,2015,46,,N,0,,0,,,N,,N,,-,0,,2,,22,,,N,"PUERTO RICO
(18.215692, -66.414655)",
ARKANSAS,2015,46,,-,0,,0,,,-,,-,8,,8,,21,,393,,,N,"ARKANSAS
(34.748745, -92.275105)",
KENTUCKY,2015,46,,N,0,,0,,,N,,N,10,,15,,34,,691,,,N,"KENTUCKY
(37.64591, -84.774043)",
CALIFORNIA,2015,46,,-,0,,1,,5,,3,,47,,118,,162,,5387,,,N,"CALIFORNIA
(37.640735, -121.002435)",
NEW YORK,2015,46,1,,2,,35,,366,,373,,45,,32,,65,,1659,,,N,"NEW YORK
(42.826892, -75.544286)",
HAWAII,2015,46,,N,0,,0,,,N,,N,1,,10,,28,,505,,,N,"HAWAII
(21.30992, -157.858158)",
RHODE ISLAND,2015,46,,-,1,,23,,127,,148,,6,,1,,21,,156,,,N,"RHODE ISLAND
(41.707447, -71.522488)",
TEXAS,2015,46,,-,0,,1,,1,,1,,,-,7,,86,,1102,,,N,"TEXAS
(31.827233, -99.423022)",
INDIANA,2015,46,,-,0,,0,,,-,,-,,-,13,,38,,645,,,N,"INDIANA
(39.76845, -86.156212)",
MISSISSIPPI,2015,46,,N,0,,0,,,N,,N,2,,3,,9,,162,,,N,"MISSISSIPPI
(32.738663, -89.537312)",
UTAH,2015,46,,-,0,,0,,,-,,-,,-,6,,20,,295,,,N,"UTAH
(39.359772, -111.584173)",
MINNESOTA,2015,46,,-,0,,0,,,-,49,,,-,0,,1,,1,,,N,"MINNESOTA
(44.943719, -93.094281)",
IDAHO,2015,46,,N,0,,0,,,N,,N,8,,7,,20,,350,,,N,"IDAHO
(43.680635, -114.364237)",
MASSACHUSETTS,2015,46,,-,2,,47,,381,,522,,9,,26,,47,,1254,,,N,"MASSACHUSETTS
(42.268546, -72.085064)",
VIRGINIA,2015,46,,N,0,,0,,,N,,N,23,,26,,53,,1311,,,N,"VIRGINIA
(37.542699, -78.45822)",
MISSOURI,2015,46,,N,0,,0,,,N,,N,,-,0,,17,,88,,,N,"MISSOURI
(38.636168, -92.566292)",
NEW HAMPSHIRE,2015,46,,-,0,,5,,35,,37,,,-,4,,12,,198,,,N,"NEW HAMPSHIRE
(43.657736, -71.500736)",
ALASKA,2015,46,,N,0,,0,,,N,,N,,-,2,,5,,83,,,N,"ALASKA
(64.836661, -147.738891)",
TENNESSEE,2015,46,,-,0,,1,,1,,,-,12,,15,,30,,676,,,N,"TENNESSEE
(35.681402, -85.774444)",
SOUTH CAROLINA,2015,46,,-,0,,1,,2,,3,,3,,6,,16,,310,,,N,"SOUTH CAROLINA
(34.009286, -81.037094)",
CONNECTICUT,2015,46,,-,1,,38,,263,,209,,,-,13,,34,,647,,,N,"CONNECTICUT
(41.544654, -72.651713)",
ALABAMA,2015,46,,-,0,,1,,3,,1,,,-,10,,31,,493,,,N,"ALABAMA
(32.839182, -86.631125)",
VERMONT,2015,46,,-,0,,3,,8,,3,,1,,3,,10,,150,,,N,"VERMONT
(43.622479, -72.51927)",
COLORADO,2015,46,,N,0,,0,,,N,,N,,-,11,,40,,586,,,N,"COLORADO
(38.841772, -106.132562)",
OREGON,2015,46,,-,0,,1,,2,,1,,6,,17,,33,,792,,,N,"OREGON
(44.567912, -120.156945)",
NORTH DAKOTA,2015,46,,-,0,,1,,2,,,-,,-,0,,0,,,-,,N,"NORTH DAKOTA
(47.475879, -100.121011)",
KANSAS,2015,46,,N,0,,0,,,N,,N,,-,6,,14,,269,,,N,"KANSAS
(38.345528, -98.201847)",
MONTANA,2015,46,,-,0,,0,,,-,,-,6,,6,,16,,300,,,N,"MONTANA
(47.062617, -109.430168)",
WEST VIRGINIA,2015,46,,-,0,,0,,,-,,-,,-,5,,12,,224,,,N,"WEST VIRGINIA
(38.668501, -80.709421)",
GEORGIA,2015,46,,N,0,,0,,,N,,N,16,,13,,27,,649,,,N,"GEORGIA
(32.836038, -83.631709)",
WISCONSIN,2015,46,,-,0,,6,,45,,41,,7,,25,,43,,1180,,,N,"WISCONSIN
(44.395526, -89.834513)",
OHIO,2015,46,,-,0,,1,,1,,,-,36,,34,,93,,1575,,,N,"OHIO
(40.056807, -82.405897)",
ARIZONA,2015,46,,-,0,,0,,,-,,-,11,,28,,53,,1255,,,N,"ARIZONA
(34.869712, -111.760902)",
MICHIGAN,2015,46,,-,0,,1,,3,,2,,5,,22,,51,,1116,,,N,"MICHIGAN
(44.66399, -84.711206)",
NEW JERSEY,2015,46,,-,1,,29,,246,,162,,,-,32,,63,,1452,,,N,"NEW JERSEY
(40.104655, -74.386686)",
MAINE,2015,46,,-,0,,6,,45,,38,,,-,4,,8,,173,,,N,"MAINE
(45.252223, -68.986647)",
PENNSYLVANIA,2015,46,,N,0,,0,,,N,,N,21,,40,,95,,2073,,,N,"PENNSYLVANIA
(40.789676, -77.858055)",
IOWA,2015,46,,N,0,,0,,,N,,N,5,,13,,46,,655,,,N,"IOWA
(42.46942, -93.815856)",
WYOMING,2015,46,,-,0,,0,,,-,,-,,-,2,,8,,118,,,N,"WYOMING
(43.23558, -108.110518)",
SOUTH DAKOTA,2015,46,,-,0,,0,,,-,1,,,-,6,,23,,305,,,N,"SOUTH DAKOTA
(44.35371, -100.373709)",
FLORIDA,2015,46,,N,0,,0,,,N,,N,65,,70,,106,,3230,,,N,"FLORIDA
(28.915325, -81.922409)",
NEBRASKA,2015,46,,-,0,,0,,,-,,-,,-,8,,25,,384,,,N,"NEBRASKA
(41.640503, -99.367122)",
WASHINGTON,2015,46,,-,0,,4,,,-,,-,35,,21,,143,,1377,,,N,"WASHINGTON
(47.517368, -120.467672)",
NEVADA,2015,46,,N,0,,0,,,N,,N,,-,2,,6,,122,,,N,"NEVADA
(39.491833, -117.070159)",
DELAWARE,2015,46,,-,0,,1,,1,,1,,,-,2,,5,,105,,,N,"DELAWARE
(39.008676, -75.574561)",
MARYLAND,2015,46,,-,0,,1,,,-,1,,7,,13,,33,,695,,,N,"MARYLAND
(39.290443, -76.612333)",
LOUISIANA,2015,46,,-,0,,1,,1,,,-,,-,10,,22,,433,,,N,"LOUISIANA
(31.2931, -92.463284)",
NEW MEXICO,2015,46,,N,0,,0,,,N,,N,,-,8,,18,,391,,,N,"NEW MEXICO
(34.520396, -106.244402)",
ILLINOIS,2015,46,,-,0,,1,,3,,1,,,U,0,,0,,,U,,U,"ILLINOIS
(40.477092, -88.993221)",
UNITED STATES,2015,47,1,,15,,152,,1627,,1655,,305,,818,,1331,,39955,,,N,,
NEW ENGLAND,2015,47,,-,7,,91,,870,,961,,12,,53,,112,,2685,,,N,,
MID. ATLANTIC,2015,47,1,,5,,59,,686,,589,,74,,127,,249,,6686,,,N,,
NEW YORK CITY,2015,47,,-,0,,11,,70,,49,,46,,31,,48,,1455,,,N,"NEW YORK CITY
",
E.N. CENTRAL,2015,47,,-,0,,6,,52,,44,,25,,87,,213,,4561,,,N,,
W.N. CENTRAL,2015,47,,-,0,,2,,3,,50,,1,,33,,91,,1720,,,N,,
S. ATLANTIC,2015,47,,-,0,,1,,3,,5,,81,,159,,263,,7776,,,N,,
DIST. OF COL.,2015,47,,N,0,,0,,,N,,N,,-,0,,2,,8,,,N,"DIST. OF COL.
",
E.S. CENTRAL,2015,47,,-,0,,1,,4,,1,,12,,44,,77,,2043,,,N,,
W.S. CENTRAL,2015,47,,-,0,,1,,2,,1,,15,,49,,177,,2735,,,N,,
MOUNTAIN,2015,47,,-,0,,0,,,-,,-,18,,69,,137,,3464,,,N,,
PACIFIC,2015,47,,-,0,,4,,7,,4,,67,,176,,269,,8285,,,N,,
AMER. SAMOA,2015,47,,U,,-,,-,,U,,U,,-,,-,,-,,-,,N,"AMER. SAMOA
",
C.N.M.I.,2015,47,,-,,-,,-,,-,,-,,-,,-,,-,,-,,N,"C.N.M.I.
",
VIRGIN ISL.,2015,47,,N,0,,0,,,N,,N,,-,0,,0,,,-,,N,"VIRGIN ISL.
",
VIRGINIA,2015,47,,N,0,,0,,,N,,N,15,,27,,53,,1335,,,N,"VIRGINIA
(37.542699, -78.45822)",
OKLAHOMA,2015,47,,N,0,,0,,,N,,N,5,,17,,59,,786,,,N,"OKLAHOMA
(35.468494, -97.521264)",
CONNECTICUT,2015,47,,-,1,,38,,267,,209,,2,,13,,34,,679,,,N,"CONNECTICUT
(41.544654, -72.651713)",
TEXAS,2015,47,,-,0,,1,,1,,1,,,-,4,,86,,1102,,,N,"TEXAS
(31.827233, -99.423022)",
MARYLAND,2015,47,,-,0,,1,,,-,1,,5,,14,,33,,705,,,N,"MARYLAND
(39.290443, -76.612333)",
VERMONT,2015,47,,-,0,,3,,8,,3,,1,,3,,10,,153,,,N,"VERMONT
(43.622479, -72.51927)",
DELAWARE,2015,47,,-,0,,1,,1,,1,,2,,2,,5,,107,,,N,"DELAWARE
(39.008676, -75.574561)",
MONTANA,2015,47,,-,0,,0,,,-,,-,,-,6,,16,,300,,,N,"MONTANA
(47.062617, -109.430168)",
COLORADO,2015,47,,N,0,,0,,,N,,N,1,,11,,40,,587,,,N,"COLORADO
(38.841772, -106.132562)",
NORTH CAROLINA,2015,47,,N,0,,0,,,N,,N,7,,22,,71,,1149,,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
HAWAII,2015,47,,N,0,,0,,,N,,N,8,,10,,28,,520,,,N,"HAWAII
(21.30992, -157.858158)",
NEW JERSEY,2015,47,,-,1,,29,,248,,164,,,-,31,,63,,1455,,,N,"NEW JERSEY
(40.104655, -74.386686)",
ALASKA,2015,47,,N,0,,0,,,N,,N,1,,2,,5,,85,,,N,"ALASKA
(64.836661, -147.738891)",
ARKANSAS,2015,47,,-,0,,0,,,-,,-,2,,9,,21,,396,,,N,"ARKANSAS
(34.748745, -92.275105)",
TENNESSEE,2015,47,,-,0,,1,,1,,,-,10,,15,,30,,689,,,N,"TENNESSEE
(35.681402, -85.774444)",
PENNSYLVANIA,2015,47,,N,0,,0,,,N,,N,8,,40,,96,,2096,,,N,"PENNSYLVANIA
(40.789676, -77.858055)",
NEW HAMPSHIRE,2015,47,,-,0,,5,,35,,37,,,-,4,,12,,200,,,N,"NEW HAMPSHIRE
(43.657736, -71.500736)",
WASHINGTON,2015,47,,-,0,,4,,,-,,-,20,,21,,143,,1397,,,N,"WASHINGTON
(47.517368, -120.467672)",
MICHIGAN,2015,47,,-,0,,1,,3,,2,,4,,22,,51,,1127,,,N,"MICHIGAN
(44.66399, -84.711206)",
SOUTH CAROLINA,2015,47,,-,0,,1,,2,,3,,2,,6,,16,,313,,,N,"SOUTH CAROLINA
(34.009286, -81.037094)",
UTAH,2015,47,,-,0,,0,,,-,,-,,-,6,,20,,296,,,N,"UTAH
(39.359772, -111.584173)",
SOUTH DAKOTA,2015,47,,-,0,,0,,,-,1,,,-,6,,23,,310,,,N,"SOUTH DAKOTA
(44.35371, -100.373709)",
GUAM,2015,47,,-,0,,0,,,-,,-,,-,0,,0,,,-,,N,"GUAM
(13.3532, 144.653198)",
