Reporting Area,MMWR Year,MMWR Week,"Lyme disease, Current week","Lyme disease, Current week, flag","Lyme disease, Previous 52 weeks Med","Lyme disease, Previous 52 weeks Med, flag","Lyme disease, Previous 52 weeks Max","Lyme disease, Previous 52 weeks Max, flag","Lyme disease, Cum 2016","Lyme disease, Cum 2016, flag","Lyme disease, Cum 2015","Lyme disease, Cum 2015, flag","Malaria, Current week","Malaria, Current week, flag","Malaria, Previous 52 weeks Med","Malaria, Previous 52 weeks Med, flag","Malaria, Previous 52 weeks Max","Malaria, Previous 52 weeks Max, flag","Malaria, Cum 2016","Malaria, Cum 2016, flag","Malaria, Cum 2015","Malaria, Cum 2015, flag","Meningococcal disease, invasive, All serogroups, Current week","Meningococcal disease, invasive§, All serogroups, Current week, flag","Meningococcal disease, invasive§, All serogroups, Previous 52 weeks Med","Meningococcal disease, invasive§, All serogroups, Previous 52 weeks Med, flag","Meningococcal disease, invasive§, All serogroups, Previous 52 weeks Max","Meningococcal disease, invasive§, All serogroups, Previous 52 weeks Max, flag","Meningococcal disease, invasive§, All serogroups, Cum 2016","Meningococcal disease, invasive§, All serogroups, Cum 2016, flag","Meningococcal disease, invasive§, All serogroups, Cum 2015","Meningococcal disease, invasive§, All serogroups, Cum 2015, flag",Location 1,Location 2
PUERTO RICO,2016,31,,N,0,,0,,,N,,N,,-,0,,1,,1,,5,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
MICHIGAN,2016,31,,-,2,,12,,82,,82,,,-,0,,3,,12,,9,,,-,0,,1,,3,,7,,"MICHIGAN
(44.66399, -84.711206)",
OREGON,2016,31,,-,1,,5,,38,,23,,,-,0,,3,,11,,11,,,-,0,,3,,10,,17,,"OREGON
(44.567912, -120.156945)",
FLORIDA,2016,31,,-,3,,12,,78,,73,,,-,1,,4,,33,,23,,,-,0,,2,,10,,16,,"FLORIDA
(28.915325, -81.922409)",
IOWA,2016,31,,-,3,,17,,138,,248,,,-,0,,2,,8,,7,,,-,0,,1,,2,,5,,"IOWA
(42.46942, -93.815856)",
KANSAS,2016,31,,-,0,,3,,21,,15,,,-,0,,1,,3,,5,,,-,0,,1,,2,,4,,"KANSAS
(38.345528, -98.201847)",
ILLINOIS,2016,31,,-,2,,12,,60,,222,,,-,1,,3,,25,,30,,,-,0,,2,,9,,13,,"ILLINOIS
(40.477092, -88.993221)",
LOUISIANA,2016,31,,-,0,,0,,,-,3,,,-,0,,2,,7,,6,,,-,0,,1,,3,,5,,"LOUISIANA
(31.2931, -92.463284)",
MISSOURI,2016,31,,-,0,,2,,,-,1,,,-,0,,2,,,-,14,,,-,0,,1,,,-,6,,"MISSOURI
(38.636168, -92.566292)",
ALASKA,2016,31,,-,0,,2,,9,,4,,,-,0,,1,,2,,3,,,-,0,,2,,4,,2,,"ALASKA
(64.836661, -147.738891)",
NEW YORK,2016,31,132,,44,,226,,1568,,1608,,2,,1,,7,,30,,26,,1,,0,,1,,6,,5,,"NEW YORK
(42.826892, -75.544286)",
WASHINGTON,2016,31,2,,0,,24,,3,,,-,3,,0,,21,,22,,,-,,-,0,,10,,8,,,-,"WASHINGTON
(47.517368, -120.467672)",
SOUTH DAKOTA,2016,31,,-,0,,1,,3,,4,,,-,0,,1,,3,,3,,,-,0,,1,,1,,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
SOUTH CAROLINA,2016,31,,-,0,,3,,17,,28,,,-,0,,1,,2,,2,,,-,0,,1,,4,,2,,"SOUTH CAROLINA
(34.009286, -81.037094)",
RHODE ISLAND,2016,31,,-,11,,77,,230,,433,,,-,0,,3,,2,,5,,,-,0,,1,,,-,3,,"RHODE ISLAND
(41.707447, -71.522488)",
WYOMING,2016,31,,-,0,,0,,,-,1,,,-,0,,1,,1,,,-,,-,0,,0,,,-,1,,"WYOMING
(43.23558, -108.110518)",
VERMONT,2016,31,,-,5,,55,,144,,362,,,-,0,,2,,3,,,-,,-,0,,0,,,-,1,,"VERMONT
(43.622479, -72.51927)",
NORTH CAROLINA,2016,31,,-,3,,56,,113,,96,,,-,0,,6,,17,,14,,,-,0,,1,,2,,4,,"NORTH CAROLINA
(35.47995, -79.180571)",
ARIZONA,2016,31,1,,0,,2,,6,,7,,1,,0,,4,,20,,8,,1,,0,,1,,2,,3,,"ARIZONA
(34.869712, -111.760902)",
VIRGINIA,2016,31,17,,23,,120,,503,,733,,1,,1,,4,,34,,34,,,-,0,,2,,8,,7,,"VIRGINIA
(37.542699, -78.45822)",
PENNSYLVANIA,2016,31,112,,131,,639,,6400,,5407,,1,,0,,4,,24,,22,,,-,0,,2,,6,,6,,"PENNSYLVANIA
(40.789676, -77.858055)",
DELAWARE,2016,31,6,,8,,22,,270,,266,,,-,0,,2,,11,,1,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
MISSISSIPPI,2016,31,,-,0,,1,,,-,2,,,-,0,,1,,4,,1,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
MARYLAND,2016,31,16,,27,,80,,925,,1020,,3,,3,,9,,104,,59,,,-,0,,1,,1,,1,,"MARYLAND
(39.290443, -76.612333)",
WISCONSIN,2016,31,,-,20,,111,,906,,1440,,,-,0,,2,,8,,2,,,-,0,,1,,3,,7,,"WISCONSIN
(44.395526, -89.834513)",
WEST VIRGINIA,2016,31,,-,4,,18,,145,,186,,,-,0,,1,,1,,,-,,-,0,,2,,2,,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
NEW MEXICO,2016,31,,-,0,,1,,1,,,-,,-,0,,1,,2,,2,,,-,0,,1,,1,,1,,"NEW MEXICO
(34.520396, -106.244402)",
OHIO,2016,31,9,,2,,13,,92,,100,,,-,1,,4,,23,,23,,,-,0,,2,,4,,12,,"OHIO
(40.056807, -82.405897)",
MINNESOTA,2016,31,,-,0,,69,,,-,1309,,,-,0,,4,,,-,25,,,-,0,,1,,1,,5,,"MINNESOTA
(46.357661, -94.793397)",
NORTH DAKOTA,2016,31,,-,0,,3,,9,,24,,,-,0,,1,,3,,1,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
NEW HAMPSHIRE,2016,31,1,,4,,23,,242,,515,,,-,0,,2,,7,,4,,,-,0,,1,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
MAINE,2016,31,,-,11,,71,,284,,650,,,-,0,,1,,8,,5,,,-,0,,2,,1,,2,,"MAINE
(45.252223, -68.986647)",
CONNECTICUT,2016,31,3,,26,,104,,660,,1759,,,-,0,,1,,1,,7,,1,,0,,1,,2,,4,,"CONNECTICUT
(41.544654, -72.651713)",
UNITED STATES,2016,32,410,,502,,1688,,17196,,25854,,29,,26,,53,,784,,751,,4,,6,,20,,232,,245,,,
NEW ENGLAND,2016,32,7,,70,,413,,1940,,7427,,,-,2,,4,,54,,53,,,-,0,,2,,9,,17,,,
MID. ATLANTIC,2016,32,331,,268,,983,,11309,,11945,,12,,7,,16,,188,,197,,1,,0,,4,,24,,21,,,
NEW YORK CITY,2016,32,7,,4,,563,,652,,568,,9,,3,,12,,100,,97,,1,,0,,2,,7,,6,,"NEW YORK CITY
",
E.N. CENTRAL,2016,32,3,,28,,151,,1329,,2022,,,-,2,,9,,80,,73,,1,,1,,3,,25,,42,,,
W.N. CENTRAL,2016,32,,-,9,,76,,199,,1681,,,-,1,,5,,21,,62,,,-,0,,2,,8,,21,,,
S. ATLANTIC,2016,32,67,,71,,162,,2238,,2554,,14,,7,,15,,252,,179,,,-,1,,4,,38,,44,,,
DIST. OF COL.,2016,32,,N,0,,0,,,N,,N,,-,0,,2,,5,,8,,,-,0,,0,,,-,3,,"DIST. OF COL.
",
E.S. CENTRAL,2016,32,1,,2,,6,,60,,70,,,-,0,,4,,20,,20,,1,,0,,2,,13,,7,,,
W.S. CENTRAL,2016,32,1,,1,,6,,19,,23,,2,,2,,13,,56,,55,,,-,0,,3,,25,,29,,,
MOUNTAIN,2016,32,,-,1,,4,,27,,30,,1,,1,,4,,29,,35,,,-,0,,2,,10,,10,,,
PACIFIC,2016,32,,-,2,,24,,75,,102,,,-,2,,22,,84,,77,,1,,2,,11,,80,,54,,,
AMER. SAMOA,2016,32,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,32,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
KENTUCKY,2016,32,,-,0,,4,,18,,34,,,-,0,,1,,4,,4,,,-,0,,1,,1,,1,,"KENTUCKY
(37.64591, -84.774043)",
TEXAS,2016,32,1,,1,,6,,19,,20,,2,,2,,8,,47,,43,,,-,0,,3,,17,,19,,"TEXAS
(31.827233, -99.423022)",
MASSACHUSETTS,2016,32,,-,5,,129,,96,,3424,,,-,1,,4,,32,,31,,,-,0,,2,,7,,7,,"MASSACHUSETTS
(42.268546, -72.085064)",
NEBRASKA,2016,32,,-,0,,3,,10,,4,,,-,0,,1,,3,,3,,,-,0,,1,,2,,1,,"NEBRASKA
(41.640503, -99.367122)",
MARYLAND,2016,32,37,,27,,86,,1033,,1076,,7,,3,,9,,111,,63,,,-,0,,1,,1,,1,,"MARYLAND
(39.290443, -76.612333)",
OHIO,2016,32,1,,2,,14,,95,,103,,,-,0,,4,,23,,23,,1,,0,,2,,5,,12,,"OHIO
(40.056807, -82.405897)",
DELAWARE,2016,32,8,,8,,22,,281,,280,,,-,0,,2,,11,,1,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
SOUTH DAKOTA,2016,32,,-,0,,1,,3,,4,,,-,0,,1,,3,,3,,,-,0,,1,,1,,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
WEST VIRGINIA,2016,32,1,,4,,23,,166,,202,,,-,0,,1,,1,,,-,,-,0,,2,,2,,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
ILLINOIS,2016,32,,-,2,,22,,101,,227,,,-,1,,4,,31,,31,,,-,0,,2,,9,,13,,"ILLINOIS
(40.477092, -88.993221)",
MISSISSIPPI,2016,32,,-,0,,1,,,-,2,,,-,0,,1,,4,,1,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
NEW JERSEY,2016,32,,-,55,,164,,1889,,3584,,,-,1,,4,,31,,48,,,-,0,,2,,5,,4,,"NEW JERSEY
(40.104655, -74.386686)",
MISSOURI,2016,32,,-,0,,2,,,-,1,,,-,0,,2,,,-,14,,,-,0,,1,,,-,6,,"MISSOURI
(38.636168, -92.566292)",
KANSAS,2016,32,,-,0,,3,,21,,16,,,-,0,,1,,3,,5,,,-,0,,1,,2,,4,,"KANSAS
(38.345528, -98.201847)",
PENNSYLVANIA,2016,32,109,,131,,684,,6972,,6006,,,-,0,,4,,24,,24,,,-,0,,2,,6,,6,,"PENNSYLVANIA
(40.789676, -77.858055)",
ALASKA,2016,32,,-,0,,2,,9,,4,,,-,0,,1,,2,,3,,,-,0,,2,,4,,2,,"ALASKA
(64.836661, -147.738891)",
TENNESSEE,2016,32,,-,0,,4,,17,,15,,,-,0,,2,,8,,7,,1,,0,,1,,7,,2,,"TENNESSEE
(35.681402, -85.774444)",
MAINE,2016,32,,-,12,,71,,327,,716,,,-,0,,1,,8,,5,,,-,0,,2,,1,,2,,"MAINE
(45.252223, -68.986647)",
NEW YORK,2016,32,215,,44,,233,,1796,,1787,,3,,1,,7,,33,,28,,,-,0,,1,,6,,5,,"NEW YORK
(42.826892, -75.544286)",
IDAHO,2016,32,,-,0,,3,,12,,6,,,-,0,,2,,,-,1,,,-,0,,1,,1,,,-,"IDAHO
(43.680635, -114.364237)",
INDIANA,2016,32,,-,1,,12,,74,,121,,,-,0,,2,,6,,7,,,-,0,,2,,5,,3,,"INDIANA
(39.76845, -86.156212)",
WASHINGTON,2016,32,,-,0,,24,,3,,,-,,-,0,,21,,22,,,-,,-,0,,10,,8,,,-,"WASHINGTON
(47.517368, -120.467672)",
PUERTO RICO,2016,32,,N,0,,0,,,N,,N,,-,0,,1,,1,,5,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
COLORADO,2016,32,,-,0,,0,,,-,,-,,-,0,,2,,,-,16,,,-,0,,1,,3,,3,,"COLORADO
(38.841772, -106.132562)",
OREGON,2016,32,,-,1,,5,,40,,25,,,-,0,,3,,11,,11,,1,,0,,3,,11,,17,,"OREGON
(44.567912, -120.156945)",
MONTANA,2016,32,,-,0,,1,,5,,3,,,-,0,,1,,3,,1,,,-,0,,1,,1,,,-,"MONTANA
(47.062617, -109.430168)",
MINNESOTA,2016,32,,-,0,,65,,,-,1374,,,-,0,,3,,,-,27,,,-,0,,1,,1,,5,,"MINNESOTA
(46.357661, -94.793397)",
LOUISIANA,2016,32,,-,0,,0,,,-,3,,,-,0,,2,,7,,6,,,-,0,,1,,3,,5,,"LOUISIANA
(31.2931, -92.463284)",
ALABAMA,2016,32,1,,0,,3,,25,,19,,,-,0,,2,,4,,8,,,-,0,,1,,5,,4,,"ALABAMA
(32.839182, -86.631125)",
ARIZONA,2016,32,,-,0,,2,,6,,7,,1,,0,,4,,22,,8,,,-,0,,1,,2,,3,,"ARIZONA
(34.869712, -111.760902)",
SOUTH CAROLINA,2016,32,,-,0,,3,,17,,28,,,-,0,,1,,2,,2,,,-,0,,1,,4,,2,,"SOUTH CAROLINA
(34.009286, -81.037094)",
NEVADA,2016,32,,-,0,,1,,2,,7,,,-,0,,2,,,-,3,,,-,0,,0,,,-,1,,"NEVADA
(39.491833, -117.070159)",
NORTH DAKOTA,2016,32,,-,0,,4,,16,,25,,,-,0,,1,,4,,1,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
MICHIGAN,2016,32,1,,2,,13,,91,,88,,,-,0,,3,,12,,10,,,-,0,,1,,3,,7,,"MICHIGAN
(44.66399, -84.711206)",
VIRGINIA,2016,32,10,,23,,120,,524,,787,,3,,1,,4,,39,,34,,,-,0,,2,,8,,7,,"VIRGINIA
(37.542699, -78.45822)",
ARKANSAS,2016,32,,-,0,,0,,,-,,-,,-,0,,2,,1,,2,,,-,0,,1,,1,,2,,"ARKANSAS
(34.748745, -92.275105)",
RHODE ISLAND,2016,32,4,,11,,77,,350,,499,,,-,0,,3,,3,,5,,,-,0,,1,,,-,3,,"RHODE ISLAND
(41.707447, -71.522488)",
OKLAHOMA,2016,32,,-,0,,0,,,-,,-,,-,0,,5,,1,,4,,,-,0,,1,,4,,3,,"OKLAHOMA
(35.468494, -97.521264)",
NEW HAMPSHIRE,2016,32,2,,4,,29,,334,,521,,,-,0,,2,,7,,5,,,-,0,,1,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
VERMONT,2016,32,1,,5,,55,,145,,412,,,-,0,,2,,3,,,-,,-,0,,0,,,-,1,,"VERMONT
(43.622479, -72.51927)",
FLORIDA,2016,32,11,,3,,14,,104,,79,,4,,1,,4,,39,,23,,,-,0,,2,,10,,16,,"FLORIDA
(28.915325, -81.922409)",
NORTH CAROLINA,2016,32,,-,3,,56,,113,,96,,,-,0,,6,,17,,14,,,-,0,,1,,2,,4,,"NORTH CAROLINA
(35.47995, -79.180571)",
UTAH,2016,32,,-,0,,1,,1,,6,,,-,0,,2,,1,,3,,,-,0,,1,,2,,1,,"UTAH
(39.359772, -111.584173)",
CALIFORNIA,2016,32,,-,1,,4,,23,,73,,,-,2,,4,,48,,63,,,-,1,,6,,56,,33,,"CALIFORNIA
(37.640735, -121.002435)",
WISCONSIN,2016,32,1,,20,,113,,968,,1483,,,-,0,,2,,8,,2,,,-,0,,1,,3,,7,,"WISCONSIN
(44.395526, -89.834513)",
CONNECTICUT,2016,32,,-,25,,96,,688,,1855,,,-,0,,1,,1,,7,,,-,0,,1,,1,,4,,"CONNECTICUT
(41.544654, -72.651713)",
GEORGIA,2016,32,,-,0,,1,,,-,6,,,-,1,,4,,27,,34,,,-,0,,3,,11,,11,,"GEORGIA
(32.836038, -83.631709)",
GUAM,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
WYOMING,2016,32,,-,0,,0,,,-,1,,,-,0,,1,,1,,1,,,-,0,,0,,,-,1,,"WYOMING
(43.23558, -108.110518)",
NEW MEXICO,2016,32,,-,0,,1,,1,,,-,,-,0,,1,,2,,2,,,-,0,,1,,1,,1,,"NEW MEXICO
(34.520396, -106.244402)",
IOWA,2016,32,,-,3,,19,,149,,257,,,-,0,,2,,8,,9,,,-,0,,1,,2,,5,,"IOWA
(42.46942, -93.815856)",
HAWAII,2016,32,,N,0,,0,,,N,,N,,-,0,,1,,1,,,-,,-,0,,2,,1,,2,,"HAWAII
(21.30992, -157.858158)",
UNITED STATES,2016,33,273,,503,,1402,,18473,,27085,,20,,27,,53,,824,,793,,2,,6,,20,,236,,247,,,
NEW ENGLAND,2016,33,2,,72,,286,,2223,,7712,,1,,2,,4,,55,,57,,,-,0,,2,,9,,17,,,
MID. ATLANTIC,2016,33,203,,268,,978,,11945,,12615,,11,,7,,16,,203,,206,,1,,0,,4,,25,,22,,,
NEW YORK CITY,2016,33,12,,4,,563,,664,,607,,10,,3,,12,,110,,103,,1,,0,,2,,8,,6,,"NEW YORK CITY
",
E.N. CENTRAL,2016,33,6,,28,,164,,1545,,2076,,2,,2,,10,,89,,78,,,-,1,,3,,25,,42,,,
W.N. CENTRAL,2016,33,1,,8,,70,,206,,1751,,,-,1,,5,,22,,65,,1,,0,,2,,9,,21,,,
S. ATLANTIC,2016,33,60,,71,,164,,2359,,2695,,1,,7,,15,,255,,191,,,-,1,,4,,38,,45,,,
DIST. OF COL.,2016,33,,N,0,,0,,,N,,N,,-,0,,2,,6,,10,,,-,0,,0,,,-,3,,"DIST. OF COL.
",
E.S. CENTRAL,2016,33,,-,2,,6,,66,,73,,,-,0,,2,,21,,22,,,-,0,,2,,13,,7,,,
W.S. CENTRAL,2016,33,,-,1,,6,,20,,25,,,-,2,,13,,56,,58,,,-,0,,3,,25,,29,,,
MOUNTAIN,2016,33,,-,1,,4,,27,,31,,1,,1,,4,,30,,37,,,-,0,,2,,10,,10,,,
PACIFIC,2016,33,1,,2,,24,,82,,107,,4,,2,,22,,93,,79,,,-,2,,11,,82,,54,,,
AMER. SAMOA,2016,33,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,33,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,33,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
ARKANSAS,2016,33,,-,0,,0,,,-,,-,,-,0,,2,,1,,4,,,-,0,,1,,1,,2,,"ARKANSAS
(34.748745, -92.275105)",
MARYLAND,2016,33,19,,27,,91,,1100,,1136,,,-,3,,9,,112,,68,,,-,0,,1,,1,,1,,"MARYLAND
(39.290443, -76.612333)",
GUAM,2016,33,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
TEXAS,2016,33,,-,1,,6,,20,,22,,,-,2,,8,,47,,44,,,-,0,,3,,17,,19,,"TEXAS
(31.827233, -99.423022)",
MISSISSIPPI,2016,33,,-,0,,1,,,-,2,,,-,0,,1,,4,,1,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
SOUTH CAROLINA,2016,33,,-,0,,3,,18,,31,,,-,0,,1,,2,,2,,,-,0,,1,,4,,2,,"SOUTH CAROLINA
(34.009286, -81.037094)",
LOUISIANA,2016,33,,-,0,,0,,,-,3,,,-,0,,2,,7,,6,,,-,0,,1,,3,,5,,"LOUISIANA
(31.2931, -92.463284)",
ILLINOIS,2016,33,,-,2,,22,,114,,233,,,-,1,,4,,32,,33,,,-,0,,2,,9,,13,,"ILLINOIS
(40.477092, -88.993221)",
OHIO,2016,33,4,,2,,16,,102,,105,,2,,0,,4,,25,,24,,,-,0,,2,,5,,12,,"OHIO
(40.056807, -82.405897)",
MINNESOTA,2016,33,,-,0,,61,,,-,1435,,,-,0,,3,,,-,28,,,-,0,,1,,1,,5,,"MINNESOTA
(46.357661, -94.793397)",
WYOMING,2016,33,,-,0,,0,,,-,1,,,-,0,,1,,1,,1,,,-,0,,0,,,-,1,,"WYOMING
(43.23558, -108.110518)",
NORTH CAROLINA,2016,33,,-,3,,56,,113,,96,,,-,0,,6,,17,,14,,,-,0,,1,,2,,4,,"NORTH CAROLINA
(35.47995, -79.180571)",
VIRGINIA,2016,33,20,,22,,120,,551,,829,,,-,1,,4,,39,,37,,,-,0,,2,,8,,8,,"VIRGINIA
(37.542699, -78.45822)",
PUERTO RICO,2016,33,,N,0,,0,,,N,,N,,-,0,,1,,1,,5,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
HAWAII,2016,33,,N,0,,0,,,N,,N,,-,0,,1,,1,,,-,,-,0,,2,,1,,2,,"HAWAII
(21.30992, -157.858158)",
MASSACHUSETTS,2016,33,,-,5,,105,,96,,3529,,,-,1,,4,,32,,34,,,-,0,,2,,7,,7,,"MASSACHUSETTS
(42.268546, -72.085064)",
VERMONT,2016,33,,-,5,,55,,145,,435,,1,,0,,2,,4,,,-,,-,0,,0,,,-,1,,"VERMONT
(43.622479, -72.51927)",
NORTH DAKOTA,2016,33,,-,0,,4,,16,,26,,,-,0,,1,,4,,1,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
UTAH,2016,33,,-,0,,1,,1,,7,,,-,0,,2,,1,,3,,,-,0,,1,,2,,1,,"UTAH
(39.359772, -111.584173)",
WASHINGTON,2016,33,,-,0,,24,,3,,,-,4,,0,,21,,26,,,-,,-,0,,10,,8,,,-,"WASHINGTON
(47.517368, -120.467672)",
PENNSYLVANIA,2016,33,90,,131,,724,,7474,,6348,,1,,0,,4,,27,,26,,,-,0,,2,,6,,6,,"PENNSYLVANIA
(40.789676, -77.858055)",
KENTUCKY,2016,33,,-,0,,4,,18,,37,,,-,0,,1,,4,,4,,,-,0,,1,,1,,1,,"KENTUCKY
(37.64591, -84.774043)",
NEW YORK,2016,33,101,,44,,235,,1899,,1988,,,-,1,,7,,33,,28,,,-,0,,1,,6,,6,,"NEW YORK
(42.826892, -75.544286)",
KANSAS,2016,33,,-,0,,3,,21,,16,,,-,0,,1,,3,,5,,,-,0,,1,,2,,4,,"KANSAS
(38.345528, -98.201847)",
NEW MEXICO,2016,33,,-,0,,1,,1,,,-,,-,0,,1,,2,,2,,,-,0,,1,,1,,1,,"NEW MEXICO
(34.520396, -106.244402)",
NEVADA,2016,33,,-,0,,1,,2,,7,,,-,0,,2,,,-,3,,,-,0,,0,,,-,1,,"NEVADA
(39.491833, -117.070159)",
CALIFORNIA,2016,33,,-,1,,4,,25,,77,,,-,2,,4,,52,,64,,,-,1,,6,,58,,33,,"CALIFORNIA
(37.640735, -121.002435)",
ALABAMA,2016,33,,-,1,,3,,32,,19,,,-,0,,1,,5,,9,,,-,0,,1,,5,,4,,"ALABAMA
(32.839182, -86.631125)",
NEW HAMPSHIRE,2016,33,1,,5,,31,,382,,521,,,-,0,,2,,7,,5,,,-,0,,1,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
ALASKA,2016,33,1,,0,,2,,11,,4,,,-,0,,1,,2,,3,,,-,0,,2,,4,,2,,"ALASKA
(64.836661, -147.738891)",
OREGON,2016,33,,-,1,,5,,43,,26,,,-,0,,3,,12,,12,,,-,0,,3,,11,,17,,"OREGON
(44.567912, -120.156945)",
OKLAHOMA,2016,33,,-,0,,0,,,-,,-,,-,0,,5,,1,,4,,,-,0,,1,,4,,3,,"OKLAHOMA
(35.468494, -97.521264)",
MONTANA,2016,33,,-,0,,1,,5,,3,,,-,0,,1,,3,,1,,,-,0,,1,,1,,,-,"MONTANA
(47.062617, -109.430168)",
DELAWARE,2016,33,14,,8,,22,,298,,298,,,-,0,,2,,11,,1,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
SOUTH DAKOTA,2016,33,,-,0,,2,,9,,4,,,-,0,,1,,4,,3,,,-,0,,1,,1,,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
FLORIDA,2016,33,7,,3,,14,,111,,88,,1,,1,,4,,40,,23,,,-,0,,2,,10,,16,,"FLORIDA
(28.915325, -81.922409)",
CONNECTICUT,2016,33,,-,25,,86,,688,,1917,,,-,0,,1,,1,,8,,,-,0,,1,,1,,4,,"CONNECTICUT
(41.544654, -72.651713)",
WEST VIRGINIA,2016,33,,-,3,,24,,168,,211,,,-,0,,1,,1,,1,,,-,0,,2,,2,,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
MICHIGAN,2016,33,2,,2,,14,,104,,93,,,-,0,,3,,17,,10,,,-,0,,1,,3,,7,,"MICHIGAN
(44.66399, -84.711206)",
TENNESSEE,2016,33,,-,0,,4,,16,,15,,,-,0,,2,,8,,8,,,-,0,,1,,7,,2,,"TENNESSEE
(35.681402, -85.774444)",
WISCONSIN,2016,33,,-,20,,122,,1143,,1523,,,-,0,,2,,9,,3,,,-,0,,1,,3,,7,,"WISCONSIN
(44.395526, -89.834513)",
NEW JERSEY,2016,33,,-,52,,149,,1908,,3672,,,-,1,,4,,33,,49,,,-,0,,2,,5,,4,,"NEW JERSEY
(40.104655, -74.386686)",
COLORADO,2016,33,,-,0,,0,,,-,,-,,-,0,,2,,,-,17,,,-,0,,1,,3,,3,,"COLORADO
(38.841772, -106.132562)",
GEORGIA,2016,33,,-,0,,1,,,-,6,,,-,1,,4,,27,,35,,,-,0,,3,,11,,11,,"GEORGIA
(32.836038, -83.631709)",
NEBRASKA,2016,33,1,,0,,3,,11,,6,,,-,0,,1,,3,,3,,1,,0,,1,,3,,1,,"NEBRASKA
(41.640503, -99.367122)",
INDIANA,2016,33,,-,1,,12,,82,,122,,,-,0,,2,,6,,8,,,-,0,,2,,5,,3,,"INDIANA
(39.76845, -86.156212)",
MAINE,2016,33,1,,14,,71,,479,,787,,,-,0,,1,,8,,5,,,-,0,,2,,1,,2,,"MAINE
(45.252223, -68.986647)",
MISSOURI,2016,33,,-,0,,2,,,-,1,,,-,0,,2,,,-,15,,,-,0,,1,,,-,6,,"MISSOURI
(38.636168, -92.566292)",
IDAHO,2016,33,,-,0,,3,,12,,6,,,-,0,,2,,,-,1,,,-,0,,1,,1,,,-,"IDAHO
(43.680635, -114.364237)",
IOWA,2016,33,,-,2,,19,,149,,263,,,-,0,,2,,8,,10,,,-,0,,1,,2,,5,,"IOWA
(42.46942, -93.815856)",
RHODE ISLAND,2016,33,,-,13,,77,,433,,523,,,-,0,,3,,3,,5,,,-,0,,1,,,-,3,,"RHODE ISLAND
(41.707447, -71.522488)",
ARIZONA,2016,33,,-,0,,2,,6,,7,,1,,0,,4,,23,,9,,,-,0,,1,,2,,3,,"ARIZONA
(34.869712, -111.760902)",
UNITED STATES,2016,34,316,,479,,1468,,19541,,28138,,43,,26,,53,,897,,832,,2,,6,,20,,243,,253,,,
NEW ENGLAND,2016,34,5,,72,,286,,2440,,7998,,,-,2,,4,,55,,59,,,-,0,,2,,9,,19,,,
MID. ATLANTIC,2016,34,267,,268,,1000,,12581,,13130,,14,,7,,16,,218,,213,,,-,0,,4,,25,,22,,,
