Reporting Area,MMWR Year,MMWR Week,"Rubella, Current week","Rubella, Current week, flag","Rubella, Previous 52 weeks Med","Rubella, Previous 52 weeks Med, flag","Rubella, Previous 52 weeks Max","Rubella, Previous 52 weeks Max, flag","Rubella, Cum 2015","Rubella, Cum 2015, flag","Rubella, Cum 2014","Rubella, Cum 2014, flag","Rubella, congenital syndrome, Current week","Rubella, congenital syndrome, Current week, flag","Rubella, congenital syndrome, Previous 52 weeks Med","Rubella, congenital syndrome, Previous 52 weeks Med, flag","Rubella, congenital syndrome, Previous 52 weeks Max","Rubella, congenital syndrome, Previous 52 weeks Max, flag","Rubella, congenital syndrome, Cum 2015","Rubella, congenital syndrome, Cum 2015, flag","Rubella, congenital syndrome, Cum 2014","Rubella, congenital syndrome, Cum 2014, flag","Salmonellosis, Current week","Salmonellosis, Current week, flag","Salmonellosis, Previous 52 weeks Med","Salmonellosis, Previous 52 weeks Med, flag","Salmonellosis, Previous 52 weeks Max","Salmonellosis, Previous 52 weeks Max, flag","Salmonellosis, Cum 2015","Salmonellosis, Cum 2015, flag","Salmonellosis, Cum 2014","Salmonellosis, Cum 2014, flag",Location 1,Location 2
LOUISIANA,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,12,,15,,50,,32,,35,,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
MICHIGAN,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,17,,56,,14,,29,,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
UTAH,2015,3,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,1,,6,,17,,9,,16,,"UTAH
(39.36070123200005, -111.58712831499997)",
WASHINGTON,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,10,,14,,43,,11,,,-,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
MARYLAND,2015,3,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,10,,14,,51,,36,,39,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
WISCONSIN,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,14,,27,,,-,17,,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
IOWA,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,10,,24,,14,,16,,"IOWA
(42.469401411000035, -93.81648725599996)",
OHIO,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,20,,23,,46,,61,,37,,"OHIO
(40.060212455000055, -82.40425667899996)",
HAWAII,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,5,,15,,5,,24,,"HAWAII
(21.30485232600006, -157.85774798099996)",
COLORADO,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,12,,26,,,-,16,,"COLORADO
(38.84384342200008, -106.13360911499996)",
GUAM,2015,3,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
NEW YORK CITY,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,7,,17,,35,,39,,45,,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
WYOMING,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,4,,,-,,-,"WYOMING
(43.23554100600006, -108.10982701399996)",
MINNESOTA,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
ALASKA,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,1,,6,,4,,3,,"ALASKA
(64.84507799500005, -147.72205958799998)",
KANSAS,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,8,,21,,10,,11,,"KANSAS
(38.347742794000055, -98.20077822999997)",
KENTUCKY,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,10,,27,,11,,18,,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
TENNESSEE,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,5,,16,,62,,17,,28,,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
TEXAS,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,32,,90,,171,,86,,31,,"TEXAS
(31.827240467000024, -99.42676785299994)",
NEW YORK,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,8,,23,,57,,23,,23,,"NEW YORK
(42.82700376100007, -75.54396609999998)",
INDIANA,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,12,,40,,3,,15,,"INDIANA
(39.766913353000064, -86.14995646699998)",
RHODE ISLAND,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,12,,,-,,-,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
ALABAMA,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,18,,54,,4,,24,,"ALABAMA
(32.84057234800002, -86.63185738799996)",
IDAHO,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,9,,3,,7,,"IDAHO
(43.68263174800006, -114.36372693399994)",
PUERTO RICO,2015,3,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,10,,22,,2,,41,,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
SOUTH CAROLINA,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,10,,21,,79,,46,,43,,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
OKLAHOMA,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,8,,14,,53,,11,,13,,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
ARIZONA,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,4,,17,,40,,14,,26,,"ARIZONA
(34.86597351900008, -111.76380664699997)",
MONTANA,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,3,,8,,3,,5,,"MONTANA
(47.06652795700006, -109.42441587999997)",
GEORGIA,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,34,,97,,35,,58,,"GEORGIA
(32.839683200000024, -83.62757885599996)",
NORTH CAROLINA,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,19,,29,,190,,78,,123,,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
NEBRASKA,2015,3,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,1,,4,,13,,4,,7,,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
CONNECTICUT,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,8,,23,,1,,18,,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
NEW HAMPSHIRE,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,8,,,-,3,,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
NEVADA,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,8,,3,,3,,"NEVADA
(39.49324221300003, -117.07183885899997)",
PENNSYLVANIA,2015,3,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,6,,21,,69,,28,,48,,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
DELAWARE,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,14,,4,,9,,"DELAWARE
(39.00883389200004, -75.57773597599999)",
SOUTH DAKOTA,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,12,,1,,4,,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
NEW MEXICO,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,6,,16,,4,,12,,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
NORTH DAKOTA,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,2,,8,,3,,2,,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
CALIFORNIA,2015,3,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,16,,100,,211,,92,,120,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
MISSISSIPPI,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,12,,59,,2,,31,,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
VERMONT,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,7,,1,,6,,"VERMONT
(43.62538389600007, -72.51763667599994)",
NEW JERSEY,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,16,,50,,,-,39,,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
WEST VIRGINIA,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,3,,11,,6,,7,,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
UNITED STATES,2015,4,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,294,,846,,1612,,1485,,1752,,,
NEW ENGLAND,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,39,,86,,10,,93,,,
MID. ATLANTIC,2015,4,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,27,,71,,187,,122,,205,,,
E.N. CENTRAL,2015,4,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,18,,97,,205,,124,,220,,,
W.N. CENTRAL,2015,4,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,11,,40,,79,,90,,86,,,
S. ATLANTIC,2015,4,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,95,,233,,572,,565,,668,,,
DIST. OF COL.,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,5,,,-,3,,"DIST. OF COL.
",
E.S. CENTRAL,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,5,,57,,157,,66,,125,,,
W.S. CENTRAL,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,72,,149,,252,,235,,131,,,
MOUNTAIN,2015,4,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,7,,58,,91,,59,,117,,,
PACIFIC,2015,4,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,56,,128,,245,,214,,107,,,
AMER. SAMOA,2015,4,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,4,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
MISSOURI,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,6,,16,,36,,39,,30,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
NEW MEXICO,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,6,,16,,4,,18,,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
INDIANA,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,12,,40,,6,,21,,"INDIANA
(39.766913353000064, -86.14995646699998)",
GUAM,2015,4,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
VIRGINIA,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,18,,58,,20,,23,,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
RHODE ISLAND,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,12,,,-,,-,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
TEXAS,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,48,,90,,172,,153,,56,,"TEXAS
(31.827240467000024, -99.42676785299994)",
OHIO,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,15,,23,,46,,76,,58,,"OHIO
(40.060212455000055, -82.40425667899996)",
NEW YORK,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,15,,23,,57,,38,,33,,"NEW YORK
(42.82700376100007, -75.54396609999998)",
WEST VIRGINIA,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,3,,11,,7,,9,,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
UTAH,2015,4,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,2,,6,,17,,18,,18,,"UTAH
(39.36070123200005, -111.58712831499997)",
ILLINOIS,2015,4,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,30,,65,,14,,77,,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
ALABAMA,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,18,,54,,5,,31,,"ALABAMA
(32.84057234800002, -86.63185738799996)",
IDAHO,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,3,,9,,5,,8,,"IDAHO
(43.68263174800006, -114.36372693399994)",
KENTUCKY,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,10,,27,,20,,22,,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
MONTANA,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,8,,3,,5,,"MONTANA
(47.06652795700006, -109.42441587999997)",
PUERTO RICO,2015,4,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,10,,22,,5,,45,,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
WISCONSIN,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,14,,27,,1,,26,,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
OREGON,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,8,,17,,9,,15,,"OREGON
(44.56745049300008, -120.15502935599994)",
KANSAS,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,8,,21,,15,,14,,"KANSAS
(38.347742794000055, -98.20077822999997)",
SOUTH DAKOTA,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,12,,1,,6,,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
ARIZONA,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,18,,40,,25,,40,,"ARIZONA
(34.86597351900008, -111.76380664699997)",
MINNESOTA,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
COLORADO,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,12,,26,,,-,22,,"COLORADO
(38.84384342200008, -106.13360911499996)",
CALIFORNIA,2015,4,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,54,,100,,211,,180,,57,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
SOUTH CAROLINA,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,7,,21,,79,,55,,50,,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
NEW HAMPSHIRE,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,8,,,-,10,,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
FLORIDA,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,57,,104,,226,,280,,309,,"FLORIDA
(28.932042722000062, -81.92895768899996)",
IOWA,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,4,,10,,24,,25,,23,,"IOWA
(42.469401411000035, -93.81648725599996)",
CONNECTICUT,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,8,,23,,1,,22,,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
HAWAII,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,5,,15,,9,,29,,"HAWAII
(21.30485232600006, -157.85774798099996)",
NEBRASKA,2015,4,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,1,,4,,13,,7,,10,,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
GEORGIA,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,6,,35,,99,,60,,78,,"GEORGIA
(32.839683200000024, -83.62757885599996)",
VERMONT,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,1,,7,,3,,12,,"VERMONT
(43.62538389600007, -72.51763667599994)",
NEW JERSEY,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,16,,50,,,-,54,,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
MAINE,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,2,,6,,6,,2,,"MAINE
(45.25422910300006, -68.98502586699993)",
MARYLAND,2015,4,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,7,,14,,51,,45,,50,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
WYOMING,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,4,,,-,1,,"WYOMING
(43.23554100600006, -108.10982701399996)",
ALASKA,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,1,,6,,5,,3,,"ALASKA
(64.84507799500005, -147.72205958799998)",
NORTH CAROLINA,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,16,,29,,190,,94,,134,,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
NEVADA,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,8,,4,,5,,"NEVADA
(39.49324221300003, -117.07183885899997)",
MICHIGAN,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,17,,56,,27,,38,,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
LOUISIANA,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,11,,15,,50,,46,,45,,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
OKLAHOMA,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,8,,14,,53,,19,,20,,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
NEW YORK CITY,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,9,,17,,35,,48,,59,,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
WASHINGTON,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,14,,43,,11,,3,,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
MASSACHUSETTS,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,22,,52,,,-,47,,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
MISSISSIPPI,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,12,,59,,15,,39,,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
ARKANSAS,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,5,,11,,29,,17,,10,,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
PENNSYLVANIA,2015,4,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,3,,23,,69,,36,,59,,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
NORTH DAKOTA,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,8,,3,,3,,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
DELAWARE,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,14,,4,,12,,"DELAWARE
(39.00883389200004, -75.57773597599999)",
TENNESSEE,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,16,,64,,26,,33,,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
UNITED STATES,2015,5,,-,0,,2,,1,,,-,,-,0,,0,,,-,,-,291,,849,,1613,,1977,,2275,,,
NEW ENGLAND,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,39,,86,,31,,111,,,
MID. ATLANTIC,2015,5,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,18,,71,,187,,149,,271,,,
E.N. CENTRAL,2015,5,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,24,,97,,205,,166,,278,,,
W.N. CENTRAL,2015,5,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,16,,40,,79,,119,,106,,,
S. ATLANTIC,2015,5,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,126,,235,,572,,739,,841,,,
DIST. OF COL.,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,5,,,-,3,,"DIST. OF COL.
",
E.S. CENTRAL,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,10,,57,,157,,96,,163,,,
W.S. CENTRAL,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,64,,151,,253,,308,,190,,,
MOUNTAIN,2015,5,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,5,,58,,92,,83,,158,,,
PACIFIC,2015,5,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,26,,128,,246,,286,,157,,,
AMER. SAMOA,2015,5,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,5,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
ALABAMA,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,18,,54,,5,,44,,"ALABAMA
(32.84057234800002, -86.63185738799996)",
NEW MEXICO,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,6,,16,,10,,22,,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
MISSISSIPPI,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,12,,59,,29,,44,,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
NEW YORK,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,14,,21,,57,,55,,60,,"NEW YORK
(42.82700376100007, -75.54396609999998)",
ARKANSAS,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,6,,12,,29,,19,,14,,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
MONTANA,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,3,,8,,4,,7,,"MONTANA
(47.06652795700006, -109.42441587999997)",
OREGON,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,8,,17,,13,,18,,"OREGON
(44.56745049300008, -120.15502935599994)",
MARYLAND,2015,5,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,12,,14,,51,,58,,62,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
INDIANA,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,13,,40,,8,,28,,"INDIANA
(39.766913353000064, -86.14995646699998)",
CONNECTICUT,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,8,,23,,19,,23,,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
GUAM,2015,5,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
MICHIGAN,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,17,,56,,36,,49,,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
MINNESOTA,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
AMER. SAMOA,2015,11,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
CALIFORNIA,2015,5,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,18,,100,,212,,233,,91,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
WASHINGTON,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,8,,14,,43,,26,,5,,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
NEW YORK CITY,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,17,,35,,48,,69,,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
KENTUCKY,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,10,,27,,26,,31,,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
MISSOURI,2015,5,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,13,,16,,36,,54,,33,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
OKLAHOMA,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,6,,14,,53,,24,,31,,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
WEST VIRGINIA,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,12,,11,,11,,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
SOUTH DAKOTA,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,12,,3,,9,,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
TENNESSEE,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,7,,16,,64,,36,,44,,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
MAINE,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,6,,6,,4,,"MAINE
(45.25422910300006, -68.98502586699993)",
NEBRASKA,2015,5,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,2,,4,,13,,9,,10,,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
NEW HAMPSHIRE,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,8,,1,,14,,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
LOUISIANA,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,10,,16,,50,,59,,53,,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
IDAHO,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,3,,9,,7,,11,,"IDAHO
(43.68263174800006, -114.36372693399994)",
SOUTH CAROLINA,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,4,,21,,79,,60,,61,,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
PENNSYLVANIA,2015,5,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,4,,25,,69,,46,,76,,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
NEW JERSEY,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,16,,50,,,-,66,,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
FLORIDA,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,76,,104,,226,,356,,383,,"FLORIDA
(28.932042722000062, -81.92895768899996)",
UTAH,2015,5,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,6,,17,,24,,23,,"UTAH
(39.36070123200005, -111.58712831499997)",
NORTH DAKOTA,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,8,,4,,5,,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
RHODE ISLAND,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,2,,12,,2,,,-,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
