Reporting Area,MMWR Year,MMWR Week,"Spotted Fever Rickettsiosis (including RMSF)†, Confirmed, Current week","Spotted Fever Rickettsiosis (including RMSF)†, Confirmed, Current week, flag","Spotted Fever Rickettsiosis (including RMSF)†, Confirmed, Previous 52 weeks Med","Spotted Fever Rickettsiosis (including RMSF)†, Confirmed, Previous 52 weeks Med, flag","Spotted Fever Rickettsiosis (including RMSF)†, Confirmed, Previous 52 weeks Max","Spotted Fever Rickettsiosis (including RMSF)†, Confirmed, Previous 52 weeks Max, flag","Spotted Fever Rickettsiosis (including RMSF)†, Confirmed, Cum 2014","Spotted Fever Rickettsiosis (including RMSF)†, Confirmed, Cum 2014, flag","Spotted Fever Rickettsiosis (including RMSF)†, Confirmed, Cum 2013","Spotted Fever Rickettsiosis (including RMSF)†, Confirmed, Cum 2013, flag","Spotted Fever Rickettsiosis (including RMSF)†, Probable, Current week","Spotted Fever Rickettsiosis (including RMSF)†, Probable, Current week, flag","Spotted Fever Rickettsiosis (including RMSF)†, Probable, Previous 52 weeks Med","Spotted Fever Rickettsiosis (including RMSF)†, Probable, Previous 52 weeks Med, flag","Spotted Fever Rickettsiosis (including RMSF)†, Probable, Previous 52 weeks Max","Spotted Fever Rickettsiosis (including RMSF)†, Probable, Previous 52 weeks Max, flag","Spotted Fever Rickettsiosis (including RMSF)†, Probable, Cum 2014","Spotted Fever Rickettsiosis (including RMSF)†, Probable, Cum 2014, flag","Spotted Fever Rickettsiosis (including RMSF)†, Probable, Cum 2013","Spotted Fever Rickettsiosis (including RMSF)†, Probable, Cum 2013, flag","Syphilis, primary and secondary, Current week","Syphilis, primary and secondary, Current week, flag","Syphilis, primary and secondary, Previous 52 weeks Med","Syphilis, primary and secondary, Previous 52 weeks Med, flag","Syphilis, primary and secondary, Previous 52 weeks Max","Syphilis, primary and secondary, Previous 52 weeks Max, flag","Syphilis, primary and secondary, Cum 2014","Syphilis, primary and secondary, Cum 2014, flag","Syphilis, primary and secondary, Cum 2013","Syphilis, primary and secondary, Cum 2013, flag",Location 1,Location 2
GEORGIA,2014,28,1,,1,,7,,20,,54,,,-,0,,0,,,-,,-,25,,22,,151,,618,,356,,"GEORGIA
(32.83968158500045, -83.62757601199968)",
MINNESOTA,2014,28,,-,0,,1,,,-,,-,,-,0,,3,,,-,5,,,-,4,,10,,115,,85,,"MINNESOTA
(46.35564575300049, -94.79419697699967)",
WEST VIRGINIA,2014,28,,-,0,,0,,,-,1,,,-,0,,2,,3,,,-,,-,0,,2,,14,,8,,"WEST VIRGINIA
(38.66551303900047, -80.71263935099967)",
NEVADA,2014,28,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,,-,5,,20,,196,,90,,"NEVADA
(39.493242807000456, -117.07183978499972)",
TEXAS,2014,28,,-,0,,0,,,-,1,,2,,2,,16,,51,,27,,,-,28,,48,,751,,820,,"TEXAS
(31.827240712000446, -99.4267664729997)",
ARIZONA,2014,28,,-,0,,1,,,-,5,,,-,0,,3,,5,,30,,1,,7,,11,,193,,137,,"ARIZONA
(34.865970167000455, -111.76380949799972)",
VERMONT,2014,28,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,1,,1,,"VERMONT
(43.62538000100045, -72.51763944499965)",
MICHIGAN,2014,28,,-,0,,0,,,-,,-,,-,0,,1,,1,,1,,,-,8,,17,,116,,238,,"MICHIGAN
(44.66132176400049, -84.71438724399968)",
TENNESSEE,2014,28,2,,0,,2,,7,,3,,3,,7,,40,,246,,251,,,-,4,,9,,89,,117,,"TENNESSEE
(35.68094014000047, -85.77448642199965)",
HAWAII,2014,28,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,1,,5,,29,,22,,"HAWAII
(21.304853205000427, -157.85774691599974)",
INDIANA,2014,28,,-,0,,2,,2,,,-,,-,0,,3,,2,,11,,,-,3,,8,,86,,130,,"INDIANA
(39.76691072200049, -86.14995579899966)",
MISSOURI,2014,28,1,,0,,1,,4,,,-,8,,3,,15,,104,,118,,2,,6,,11,,166,,133,,"MISSOURI
(38.63579079900046, -92.56629737199967)",
MISSISSIPPI,2014,28,,-,0,,1,,2,,1,,,-,0,,4,,2,,20,,,-,1,,26,,68,,46,,"MISSISSIPPI
(32.745512774000474, -89.53802764499966)",
OHIO,2014,28,,-,0,,1,,,-,,-,,-,0,,2,,8,,13,,,-,8,,17,,228,,222,,"OHIO
(40.06021184000048, -82.40425685299965)",
NEW YORK,2014,28,,-,0,,1,,1,,,-,,-,0,,6,,6,,4,,11,,5,,48,,199,,135,,"NEW YORK
(42.82700178100049, -75.54396639699968)",
CONNECTICUT,2014,28,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,5,,44,,32,,"CONNECTICUT
(41.56266101800048, -72.64983753699966)",
NEW JERSEY,2014,28,,-,0,,1,,,-,1,,,-,1,,3,,20,,23,,,-,4,,9,,99,,128,,"NEW JERSEY
(40.13057159500045, -74.27368565099965)",
KANSAS,2014,28,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,4,,25,,21,,"KANSAS
(38.3477418760005, -98.20077655499966)",
NORTH CAROLINA,2014,28,,-,0,,2,,1,,2,,1,,6,,47,,146,,75,,,-,11,,29,,298,,126,,"NORTH CAROLINA
(35.46622096200048, -79.15924924699965)",
MAINE,2014,28,,-,0,,0,,,-,,-,1,,0,,1,,2,,1,,,-,0,,4,,6,,5,,"MAINE
(45.2542257390005, -68.98502952999962)",
VIRGINIA,2014,28,,-,0,,2,,3,,1,,7,,4,,22,,122,,140,,6,,6,,18,,159,,165,,"VIRGINIA
(37.542682294000485, -78.45788924199968)",
MARYLAND,2014,28,,-,0,,0,,,-,,-,2,,0,,2,,8,,4,,3,,9,,16,,226,,213,,"MARYLAND
(39.29058224000045, -76.60925970899967)",
IOWA,2014,28,,-,0,,0,,,-,,-,,-,0,,2,,2,,4,,,-,1,,7,,22,,45,,"IOWA
(42.469401477000474, -93.81648936699969)",
COLORADO,2014,28,,-,0,,0,,,-,,-,,-,0,,1,,,-,4,,,-,3,,9,,62,,88,,"COLORADO
(38.84384201300048, -106.13360888799969)",
RHODE ISLAND,2014,28,,-,0,,0,,,-,,-,,-,0,,0,,,-,2,,,-,1,,5,,31,,18,,"RHODE ISLAND
(41.708284362000484, -71.52246918099962)",
ALABAMA,2014,28,,-,0,,1,,2,,,-,7,,4,,19,,87,,86,,,-,3,,8,,52,,93,,"ALABAMA
(32.84057034900047, -86.63185803899967)",
WISCONSIN,2014,28,,-,0,,0,,,-,1,,,-,0,,1,,1,,5,,,-,1,,5,,31,,49,,"WISCONSIN
(44.393191877000504, -89.81636715299965)",
NEW HAMPSHIRE,2014,28,,-,0,,1,,,-,,-,,-,0,,1,,1,,3,,1,,0,,2,,12,,16,,"NEW HAMPSHIRE
(43.65595081000049, -71.50035726399966)",
MASSACHUSETTS,2014,28,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,,-,6,,14,,152,,180,,"MASSACHUSETTS
(42.27687014100047, -72.08268985899963)",
OKLAHOMA,2014,28,1,,0,,4,,2,,,-,,-,0,,87,,64,,21,,,-,2,,7,,59,,64,,"OKLAHOMA
(35.472031425000466, -97.52106845499969)",
ALASKA,2014,28,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,3,,8,,14,,"ALASKA
(64.84507631500048, -147.72205669099972)",
GUAM,2014,28,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,"GUAM
(13.480998894000436, 144.73149801400064)",
LOUISIANA,2014,28,,-,0,,0,,,-,,-,,-,0,,1,,3,,1,,,-,9,,22,,181,,175,,"LOUISIANA
(31.312664106000454, -92.44567554599968)",
SOUTH CAROLINA,2014,28,,-,0,,1,,,-,,-,,-,1,,5,,14,,23,,4,,4,,13,,126,,156,,"SOUTH CAROLINA
(33.99882214300044, -81.04536765699964)",
UTAH,2014,28,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,,-,1,,3,,12,,49,,"UTAH
(39.36070082200047, -111.5871285339997)",
IDAHO,2014,28,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,,-,0,,2,,3,,7,,"IDAHO
(43.68263160000049, -114.3637261449997)",
UNITED STATES,2014,29,2,,2,,10,,49,,89,,53,,57,,210,,1365,,1330,,109,,338,,478,,8998,,9174,,,
NEW ENGLAND,2014,29,,-,0,,1,,,-,,-,,-,0,,1,,4,,6,,2,,10,,19,,259,,264,,,
MID. ATLANTIC,2014,29,,-,0,,1,,2,,1,,,-,1,,7,,33,,41,,7,,43,,73,,1219,,1171,,,
E.N. CENTRAL,2014,29,,-,0,,2,,3,,3,,,-,1,,11,,46,,86,,1,,32,,58,,741,,1142,,,
W.N. CENTRAL,2014,29,1,,0,,2,,3,,3,,5,,3,,18,,119,,154,,,-,15,,30,,382,,344,,,
S. ATLANTIC,2014,29,1,,1,,9,,27,,67,,21,,13,,70,,368,,326,,62,,88,,215,,2413,,1950,,,
DIST. OF COL.,2014,29,,-,0,,1,,,-,2,,,-,0,,0,,,-,1,,,-,0,,8,,,-,99,,"DIST. OF COL.
",
E.S. CENTRAL,2014,29,,-,0,,3,,11,,7,,11,,13,,52,,393,,441,,5,,11,,29,,283,,328,,,
W.S. CENTRAL,2014,29,,-,0,,4,,2,,2,,16,,13,,123,,387,,232,,6,,41,,69,,1112,,1194,,,
MOUNTAIN,2014,29,,-,0,,1,,,-,6,,,-,1,,4,,8,,37,,3,,18,,31,,540,,443,,,
PACIFIC,2014,29,,-,0,,1,,1,,,-,,-,0,,2,,7,,7,,23,,79,,99,,2049,,2338,,,
AMER. SAMOA,2014,29,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2014,29,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2014,29,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,0,,,-,1,,"VIRGIN ISL.
",
NEVADA,2014,29,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,,-,5,,20,,196,,94,,"NEVADA
(39.493242807000456, -117.07183978499972)",
IOWA,2014,29,,-,0,,0,,,-,,-,,-,0,,2,,4,,4,,,-,0,,7,,,-,46,,"IOWA
(42.469401477000474, -93.81648936699969)",
GEORGIA,2014,29,,-,1,,4,,20,,56,,,-,0,,0,,,-,,-,30,,22,,151,,649,,386,,"GEORGIA
(32.83968158500045, -83.62757601199968)",
NEW JERSEY,2014,29,,-,0,,1,,,-,1,,,-,1,,3,,21,,24,,,-,4,,9,,110,,134,,"NEW JERSEY
(40.13057159500045, -74.27368565099965)",
PENNSYLVANIA,2014,29,,-,0,,1,,1,,,-,,-,0,,1,,4,,11,,,-,9,,19,,242,,250,,"PENNSYLVANIA
(40.79373260300048, -77.86069775999965)",
UTAH,2014,29,,-,0,,0,,,-,,-,,-,0,,1,,,-,2,,,-,0,,3,,12,,51,,"UTAH
(39.36070082200047, -111.5871285339997)",
OKLAHOMA,2014,29,,-,0,,4,,2,,,-,3,,0,,87,,67,,21,,,-,2,,7,,63,,67,,"OKLAHOMA
(35.472031425000466, -97.52106845499969)",
NEW YORK,2014,29,,-,0,,1,,1,,,-,,-,0,,6,,6,,4,,6,,5,,48,,204,,141,,"NEW YORK
(42.82700178100049, -75.54396639699968)",
OHIO,2014,29,,-,0,,1,,,-,,-,,-,0,,2,,8,,13,,,-,8,,17,,228,,230,,"OHIO
(40.06021184000048, -82.40425685299965)",
TEXAS,2014,29,,-,0,,0,,,-,1,,2,,2,,16,,56,,27,,,-,28,,47,,806,,846,,"TEXAS
(31.827240712000446, -99.4267664729997)",
MARYLAND,2014,29,,-,0,,0,,,-,,-,,-,0,,2,,9,,4,,,-,9,,16,,226,,225,,"MARYLAND
(39.29058224000045, -76.60925970899967)",
MONTANA,2014,29,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,,-,0,,2,,5,,4,,"MONTANA
(47.06652759400049, -109.42441687999968)",
GUAM,2014,29,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,"GUAM
(13.480998894000436, 144.73149801400064)",
WYOMING,2014,29,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,1,,"WYOMING
(43.235543013000495, -108.10982744299969)",
WASHINGTON,2014,29,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,3,,4,,11,,79,,143,,"WASHINGTON
(47.5222894470005, -120.47002746299972)",
NEW MEXICO,2014,29,,-,0,,1,,,-,,-,,-,0,,1,,1,,1,,,-,1,,5,,55,,49,,"NEW MEXICO
(34.520884020000494, -106.24057768899968)",
MASSACHUSETTS,2014,29,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,2,,7,,14,,165,,189,,"MASSACHUSETTS
(42.27687014100047, -72.08268985899963)",
CALIFORNIA,2014,29,,-,0,,1,,1,,,-,,-,0,,1,,4,,7,,18,,67,,88,,1811,,2000,,"CALIFORNIA
(37.63864203100047, -120.99999889499969)",
INDIANA,2014,29,,-,0,,2,,2,,,-,,-,0,,2,,2,,11,,,-,3,,8,,85,,138,,"INDIANA
(39.76691072200049, -86.14995579899966)",
FLORIDA,2014,29,,-,0,,2,,,-,1,,,-,0,,3,,18,,6,,9,,31,,45,,877,,751,,"FLORIDA
(28.93204444200046, -81.92895558499964)",
NEBRASKA,2014,29,,-,0,,1,,,-,3,,,-,0,,1,,,-,5,,,-,1,,3,,29,,26,,"NEBRASKA
(41.641041981000456, -99.36571864599966)",
ARIZONA,2014,29,,-,0,,1,,,-,5,,,-,0,,3,,5,,30,,2,,7,,12,,205,,145,,"ARIZONA
(34.865970167000455, -111.76380949799972)",
MAINE,2014,29,,-,0,,0,,,-,,-,,-,0,,1,,2,,1,,,-,0,,4,,6,,5,,"MAINE
(45.2542257390005, -68.98502952999962)",
NORTH CAROLINA,2014,29,,-,0,,2,,3,,4,,14,,6,,47,,173,,122,,15,,12,,29,,335,,134,,"NORTH CAROLINA
(35.46622096200048, -79.15924924699965)",
RHODE ISLAND,2014,29,,-,0,,0,,,-,,-,,-,0,,0,,,-,2,,,-,1,,5,,31,,18,,"RHODE ISLAND
(41.708284362000484, -71.52246918099962)",
OREGON,2014,29,,-,0,,1,,,-,,-,,-,0,,1,,3,,,-,2,,5,,11,,122,,156,,"OREGON
(44.56745218600048, -120.15502977999972)",
SOUTH DAKOTA,2014,29,,-,0,,1,,,-,,-,,-,0,,1,,,-,2,,,-,1,,6,,25,,13,,"SOUTH DAKOTA
(44.35313049600046, -100.37352811899967)",
COLORADO,2014,29,,-,0,,0,,,-,,-,,-,0,,1,,,-,4,,1,,3,,9,,64,,91,,"COLORADO
(38.84384201300048, -106.13360888799969)",
NEW HAMPSHIRE,2014,29,,-,0,,1,,,-,,-,,-,0,,1,,1,,3,,,-,0,,2,,12,,17,,"NEW HAMPSHIRE
(43.65595081000049, -71.50035726399966)",
WISCONSIN,2014,29,,-,0,,0,,,-,1,,,-,0,,1,,1,,5,,1,,1,,5,,36,,50,,"WISCONSIN
(44.393191877000504, -89.81636715299965)",
KENTUCKY,2014,29,,-,0,,1,,,-,1,,,-,1,,5,,22,,35,,5,,2,,8,,74,,65,,"KENTUCKY
(37.645970985000474, -84.77496612599964)",
ALABAMA,2014,29,,-,0,,1,,3,,1,,,-,4,,19,,96,,98,,,-,3,,8,,52,,95,,"ALABAMA
(32.84057034900047, -86.63185803899967)",
PUERTO RICO,2014,29,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,6,,28,,228,,227,,"PUERTO RICO
(18.24828934900046, -66.49988980099965)",
MINNESOTA,2014,29,,-,0,,1,,,-,,-,,-,0,,3,,,-,8,,,-,4,,10,,122,,89,,"MINNESOTA
(46.35564575300049, -94.79419697699967)",
MISSISSIPPI,2014,29,,-,0,,1,,2,,1,,,-,0,,4,,2,,24,,,-,1,,26,,68,,48,,"MISSISSIPPI
(32.745512774000474, -89.53802764499966)",
ILLINOIS,2014,29,,-,0,,1,,1,,2,,,-,1,,7,,34,,56,,,-,11,,27,,241,,472,,"ILLINOIS
(40.48501433000047, -88.99770813999965)",
LOUISIANA,2014,29,,-,0,,0,,,-,,-,,-,0,,1,,3,,2,,,-,9,,22,,181,,182,,"LOUISIANA
(31.312664106000454, -92.44567554599968)",
VIRGINIA,2014,29,1,,0,,2,,4,,3,,5,,4,,22,,139,,157,,4,,6,,18,,163,,166,,"VIRGINIA
(37.542682294000485, -78.45788924199968)",
IDAHO,2014,29,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,-,0,,2,,3,,8,,"IDAHO
(43.68263160000049, -114.3637261449997)",
WEST VIRGINIA,2014,29,,-,0,,0,,,-,1,,,-,0,,2,,3,,1,,,-,0,,2,,14,,8,,"WEST VIRGINIA
(38.66551303900047, -80.71263935099967)",
VERMONT,2014,29,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,1,,1,,"VERMONT
(43.62538000100045, -72.51763944499965)",
HAWAII,2014,29,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,1,,5,,29,,24,,"HAWAII
(21.304853205000427, -157.85774691599974)",
TENNESSEE,2014,29,,-,0,,2,,6,,4,,11,,7,,40,,273,,284,,,-,4,,9,,89,,120,,"TENNESSEE
(35.68094014000047, -85.77448642199965)",
MICHIGAN,2014,29,,-,0,,0,,,-,,-,,-,0,,1,,1,,1,,,-,8,,17,,151,,252,,"MICHIGAN
(44.66132176400049, -84.71438724399968)",
MISSOURI,2014,29,1,,0,,1,,3,,,-,5,,3,,15,,115,,133,,,-,6,,11,,169,,139,,"MISSOURI
(38.63579079900046, -92.56629737199967)",
DELAWARE,2014,29,,-,0,,0,,,-,,-,2,,0,,2,,12,,9,,1,,0,,6,,20,,20,,"DELAWARE
(39.00883059000046, -75.57773943699965)",
NORTH DAKOTA,2014,29,,-,0,,0,,,-,,-,,-,0,,0,,,-,2,,,-,0,,2,,7,,6,,"NORTH DAKOTA
(47.47531892900048, -100.11842599699969)",
ARKANSAS,2014,29,,-,0,,2,,,-,1,,11,,9,,42,,261,,182,,6,,3,,9,,62,,99,,"ARKANSAS
(34.74865329300047, -92.27448794899965)",
KANSAS,2014,29,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,4,,30,,25,,"KANSAS
(38.3477418760005, -98.20077655499966)",
SOUTH CAROLINA,2014,29,,-,0,,1,,,-,,-,,-,1,,5,,14,,26,,3,,4,,13,,129,,161,,"SOUTH CAROLINA
(33.99882214300044, -81.04536765699964)",
CONNECTICUT,2014,29,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,5,,44,,34,,"CONNECTICUT
(41.56266101800048, -72.64983753699966)",
NEW YORK CITY,2014,29,,-,0,,1,,,-,,-,,-,0,,1,,2,,2,,1,,23,,37,,663,,646,,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
ALASKA,2014,29,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,3,,8,,15,,"ALASKA
(64.84507631500048, -147.72205669099972)",
UNITED STATES,2014,30,1,,2,,10,,53,,96,,64,,57,,210,,1530,,1458,,97,,337,,478,,9270,,9497,,,
NEW ENGLAND,2014,30,,-,0,,1,,,-,1,,,-,0,,1,,4,,7,,2,,10,,19,,274,,276,,,
MID. ATLANTIC,2014,30,,-,0,,1,,2,,1,,2,,1,,7,,39,,41,,8,,44,,73,,1244,,1207,,,
E.N. CENTRAL,2014,30,,-,0,,2,,3,,3,,1,,1,,11,,50,,90,,,-,32,,58,,762,,1186,,,
W.N. CENTRAL,2014,30,,-,0,,2,,5,,4,,11,,3,,16,,146,,169,,1,,15,,30,,417,,351,,,
S. ATLANTIC,2014,30,1,,1,,9,,29,,69,,9,,13,,57,,382,,374,,52,,88,,215,,2493,,2022,,,
DIST. OF COL.,2014,30,,-,0,,1,,,-,2,,,-,0,,0,,,-,1,,,-,0,,8,,,-,101,,"DIST. OF COL.
",
E.S. CENTRAL,2014,30,,-,0,,3,,11,,8,,20,,13,,50,,453,,482,,3,,11,,29,,286,,337,,,
W.S. CENTRAL,2014,30,,-,0,,4,,2,,4,,21,,13,,123,,441,,247,,26,,41,,69,,1182,,1242,,,
MOUNTAIN,2014,30,,-,0,,1,,,-,6,,,-,1,,4,,8,,41,,1,,17,,31,,548,,461,,,
PACIFIC,2014,30,,-,0,,1,,1,,,-,,-,0,,2,,7,,7,,4,,78,,99,,2064,,2415,,,
AMER. SAMOA,2014,30,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2014,30,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2014,30,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,0,,,-,1,,"VIRGIN ISL.
",
MICHIGAN,2014,30,,-,0,,0,,,-,,-,,-,0,,1,,1,,1,,,-,8,,17,,151,,259,,"MICHIGAN
(44.66132176400049, -84.71438724399968)",
DELAWARE,2014,30,,-,0,,0,,,-,,-,1,,0,,2,,13,,11,,2,,1,,6,,22,,20,,"DELAWARE
(39.00883059000046, -75.57773943699965)",
HAWAII,2014,30,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,1,,5,,29,,25,,"HAWAII
(21.304853205000427, -157.85774691599974)",
OHIO,2014,30,,-,0,,1,,,-,,-,1,,0,,2,,9,,13,,,-,8,,17,,230,,239,,"OHIO
(40.06021184000048, -82.40425685299965)",
NEW MEXICO,2014,30,,-,0,,1,,,-,,-,,-,0,,1,,1,,1,,,-,2,,5,,57,,53,,"NEW MEXICO
(34.520884020000494, -106.24057768899968)",
WEST VIRGINIA,2014,30,,-,0,,0,,,-,1,,,-,0,,2,,3,,1,,,-,0,,2,,14,,8,,"WEST VIRGINIA
(38.66551303900047, -80.71263935099967)",
INDIANA,2014,30,,-,0,,2,,2,,,-,,-,0,,2,,2,,13,,,-,3,,8,,90,,141,,"INDIANA
(39.76691072200049, -86.14995579899966)",
NORTH DAKOTA,2014,30,,-,0,,1,,1,,,-,,-,0,,0,,,-,2,,,-,0,,2,,7,,6,,"NORTH DAKOTA
(47.47531892900048, -100.11842599699969)",
MINNESOTA,2014,30,,-,0,,1,,,-,,-,,-,0,,1,,,-,9,,,-,4,,10,,127,,91,,"MINNESOTA
(46.35564575300049, -94.79419697699967)",
IDAHO,2014,30,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,-,0,,2,,3,,8,,"IDAHO
(43.68263160000049, -114.3637261449997)",
SOUTH CAROLINA,2014,30,,-,0,,1,,,-,,-,,-,1,,5,,16,,29,,,-,4,,13,,129,,164,,"SOUTH CAROLINA
(33.99882214300044, -81.04536765699964)",
WYOMING,2014,30,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,1,,"WYOMING
(43.235543013000495, -108.10982744299969)",
KENTUCKY,2014,30,,-,0,,1,,,-,1,,1,,1,,5,,26,,36,,2,,2,,8,,76,,67,,"KENTUCKY
(37.645970985000474, -84.77496612599964)",
LOUISIANA,2014,30,,-,0,,0,,,-,,-,,-,0,,1,,3,,2,,,-,9,,22,,181,,191,,"LOUISIANA
(31.312664106000454, -92.44567554599968)",
ALASKA,2014,30,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,1,,0,,3,,12,,15,,"ALASKA
(64.84507631500048, -147.72205669099972)",
UTAH,2014,30,,-,0,,0,,,-,,-,,-,0,,1,,,-,2,,,-,0,,3,,12,,52,,"UTAH
(39.36070082200047, -111.5871285339997)",
KANSAS,2014,30,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,3,,31,,25,,"KANSAS
(38.3477418760005, -98.20077655499966)",
COLORADO,2014,30,,-,0,,0,,,-,,-,,-,0,,1,,,-,5,,1,,3,,9,,70,,94,,"COLORADO
(38.84384201300048, -106.13360888799969)",
ARIZONA,2014,30,,-,0,,1,,,-,5,,,-,0,,3,,4,,31,,,-,7,,12,,205,,150,,"ARIZONA
(34.865970167000455, -111.76380949799972)",
OKLAHOMA,2014,30,,-,0,,4,,2,,,-,14,,0,,87,,81,,21,,3,,2,,7,,68,,68,,"OKLAHOMA
(35.472031425000466, -97.52106845499969)",
CONNECTICUT,2014,30,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,5,,44,,34,,"CONNECTICUT
(41.56266101800048, -72.64983753699966)",
TEXAS,2014,30,,-,0,,0,,,-,1,,2,,2,,16,,58,,28,,23,,28,,47,,871,,879,,"TEXAS
(31.827240712000446, -99.4267664729997)",
CALIFORNIA,2014,30,,-,0,,1,,1,,,-,,-,0,,1,,4,,7,,,-,66,,88,,1811,,2065,,"CALIFORNIA
(37.63864203100047, -120.99999889499969)",
GEORGIA,2014,30,,-,1,,4,,20,,57,,,-,0,,0,,,-,,-,17,,22,,151,,667,,400,,"GEORGIA
(32.83968158500045, -83.62757601199968)",
MISSOURI,2014,30,,-,0,,1,,4,,1,,11,,3,,16,,142,,146,,,-,5,,11,,175,,143,,"MISSOURI
(38.63579079900046, -92.56629737199967)",
GUAM,2014,30,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,"GUAM
(13.480998894000436, 144.73149801400064)",
RHODE ISLAND,2014,30,,-,0,,0,,,-,,-,,-,0,,0,,,-,2,,,-,1,,5,,37,,18,,"RHODE ISLAND
(41.708284362000484, -71.52246918099962)",
ARKANSAS,2014,30,,-,0,,2,,,-,3,,5,,10,,42,,299,,196,,,-,3,,9,,62,,104,,"ARKANSAS
(34.74865329300047, -92.27448794899965)",
MAINE,2014,30,,-,0,,0,,,-,,-,,-,0,,1,,2,,1,,,-,0,,4,,6,,8,,"MAINE
(45.2542257390005, -68.98502952999962)",
WISCONSIN,2014,30,,-,0,,0,,,-,1,,,-,0,,1,,2,,5,,,-,1,,5,,39,,51,,"WISCONSIN
(44.393191877000504, -89.81636715299965)",
FLORIDA,2014,30,1,,0,,2,,1,,1,,1,,0,,3,,19,,7,,2,,31,,45,,907,,788,,"FLORIDA
(28.93204444200046, -81.92895558499964)",
NEW HAMPSHIRE,2014,30,,-,0,,1,,,-,1,,,-,0,,1,,1,,3,,,-,0,,2,,12,,17,,"NEW HAMPSHIRE
(43.65595081000049, -71.50035726399966)",
NEW YORK,2014,30,,-,0,,1,,1,,,-,,-,0,,6,,6,,4,,6,,5,,48,,210,,146,,"NEW YORK
(42.82700178100049, -75.54396639699968)",
OREGON,2014,30,,-,0,,1,,,-,,-,,-,0,,1,,3,,,-,2,,5,,11,,132,,161,,"OREGON
(44.56745218600048, -120.15502977999972)",
PUERTO RICO,2014,30,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,7,,29,,257,,233,,"PUERTO RICO
(18.24828934900046, -66.49988980099965)",
SOUTH DAKOTA,2014,30,,-,0,,1,,,-,,-,,-,0,,1,,,-,2,,,-,1,,6,,26,,14,,"SOUTH DAKOTA
(44.35313049600046, -100.37352811899967)",
PENNSYLVANIA,2014,30,,-,0,,1,,1,,,-,,-,0,,1,,4,,11,,2,,8,,20,,256,,257,,"PENNSYLVANIA
(40.79373260300048, -77.86069775999965)",
NEVADA,2014,30,,-,0,,0,,,-,,-,,-,0,,1,,1,,1,,,-,5,,20,,196,,99,,"NEVADA
(39.493242807000456, -117.07183978499972)",
ILLINOIS,2014,30,,-,0,,1,,1,,2,,,-,1,,7,,36,,58,,,-,11,,27,,252,,496,,"ILLINOIS
(40.48501433000047, -88.99770813999965)",
