Reporting Area,MMWR Year,MMWR Week,"Rubella, Current week","Rubella, Current week, flag","Rubella, Previous 52 weeks Med","Rubella, Previous 52 weeks Med, flag","Rubella, Previous 52 weeks Max","Rubella, Previous 52 weeks Max, flag","Rubella, Cum 2016","Rubella, Cum 2016, flag","Rubella, Cum 2015","Rubella, Cum 2015, flag","Rubella, congenital syndrome, Current week","Rubella, congenital syndrome, Current week, flag","Rubella, congenital syndrome, Previous 52 weeks Med","Rubella, congenital syndrome, Previous 52 weeks Med, flag","Rubella, congenital syndrome, Previous 52 weeks Max","Rubella, congenital syndrome, Previous 52 weeks Max, flag","Rubella, congenital syndrome, Cum 2016","Rubella, congenital syndrome, Cum 2016, flag","Rubella, congenital syndrome, Cum 2015","Rubella, congenital syndrome, Cum 2015, flag","Salmonellosis, Current week","Salmonellosis, Current week, flag","Salmonellosis, Previous 52 weeks Med","Salmonellosis, Previous 52 weeks Med, flag","Salmonellosis, Previous 52 weeks Max","Salmonellosis, Previous 52 weeks Max, flag","Salmonellosis, Cum 2016","Salmonellosis, Cum 2016, flag","Salmonellosis, Cum 2015","Salmonellosis, Cum 2015, flag",Location 1,Location 2
NEW JERSEY,2016,30,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,12,,43,,253,,670,,"NEW JERSEY
(40.104655, -74.386686)",
IOWA,2016,30,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,4,,11,,38,,406,,377,,"IOWA
(42.46942, -93.815856)",
NORTH DAKOTA,2016,30,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,8,,61,,76,,"NORTH DAKOTA
(47.475879, -100.121011)",
DELAWARE,2016,30,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,2,,11,,45,,78,,"DELAWARE
(39.008676, -75.574561)",
ALASKA,2016,30,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,2,,7,,46,,32,,"ALASKA
(64.836661, -147.738891)",
CALIFORNIA,2016,30,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,9,,80,,190,,2066,,2837,,"CALIFORNIA
(37.640735, -121.002435)",
CONNECTICUT,2016,30,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,8,,22,,222,,252,,"CONNECTICUT
(41.544654, -72.651713)",
NORTH CAROLINA,2016,30,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,28,,162,,511,,938,,"NORTH CAROLINA
(35.47995, -79.180571)",
KANSAS,2016,30,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,8,,25,,213,,266,,"KANSAS
(38.345528, -98.201847)",
MARYLAND,2016,30,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,20,,15,,37,,411,,490,,"MARYLAND
(39.290443, -76.612333)",
WEST VIRGINIA,2016,30,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,12,,98,,122,,"WEST VIRGINIA
(38.668501, -80.709421)",
TENNESSEE,2016,30,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,11,,15,,33,,437,,475,,"TENNESSEE
(35.681402, -85.774444)",
ARKANSAS,2016,30,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,23,,15,,34,,325,,337,,"ARKANSAS
(34.748745, -92.275105)",
ILLINOIS,2016,30,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,29,,66,,657,,1025,,"ILLINOIS
(40.477092, -88.993221)",
COLORADO,2016,30,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,30,,,-,284,,"COLORADO
(38.841772, -106.132562)",
RHODE ISLAND,2016,30,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,44,,45,,49,,"RHODE ISLAND
(41.707447, -71.522488)",
OHIO,2016,30,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,44,,27,,49,,842,,767,,"OHIO
(40.056807, -82.405897)",
UNITED STATES,2016,31,,-,0,,2,,2,,2,,,-,0,,0,,,-,1,,453,,872,,2254,,21816,,27711,,,
NEW ENGLAND,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,23,,36,,87,,1117,,1187,,,
MID. ATLANTIC,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,1,,80,,83,,166,,2193,,2787,,,
NEW YORK CITY,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,1,,24,,18,,33,,500,,505,,"NEW YORK CITY
",
E.N. CENTRAL,2016,31,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,53,,92,,185,,2553,,3408,,,
W.N. CENTRAL,2016,31,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,6,,41,,138,,1063,,2122,,,
S. ATLANTIC,2016,31,,-,0,,2,,2,,,-,,-,0,,0,,,-,,-,63,,224,,491,,5479,,7055,,,
DIST. OF COL.,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,27,,1,,44,,"DIST. OF COL.
",
E.S. CENTRAL,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,44,,64,,120,,1789,,1967,,,
W.S. CENTRAL,2016,31,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,133,,162,,476,,3592,,3659,,,
MOUNTAIN,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,15,,44,,143,,1023,,2041,,,
PACIFIC,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,36,,108,,1110,,3007,,3485,,,
AMER. SAMOA,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"AMER. SAMOA
",
VIRGIN ISL.,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
OREGON,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,4,,8,,23,,246,,293,,"OREGON
(44.567912, -120.156945)",
SOUTH CAROLINA,2016,31,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,17,,68,,302,,714,,"SOUTH CAROLINA
(34.009286, -81.037094)",
MONTANA,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,9,,86,,117,,"MONTANA
(47.062617, -109.430168)",
MARYLAND,2016,31,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,25,,15,,37,,443,,520,,"MARYLAND
(39.290443, -76.612333)",
GEORGIA,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,33,,36,,85,,996,,1099,,"GEORGIA
(32.836038, -83.631709)",
IDAHO,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,4,,13,,101,,444,,"IDAHO
(43.680635, -114.364237)",
OHIO,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,49,,27,,49,,888,,801,,"OHIO
(40.056807, -82.405897)",
NEW HAMPSHIRE,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,12,,71,,103,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
DELAWARE,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,11,,45,,88,,"DELAWARE
(39.008676, -75.574561)",
CONNECTICUT,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,8,,22,,241,,262,,"CONNECTICUT
(41.544654, -72.651713)",
PENNSYLVANIA,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,24,,25,,56,,708,,892,,"PENNSYLVANIA
(40.789676, -77.858055)",
ALASKA,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,2,,7,,46,,36,,"ALASKA
(64.836661, -147.738891)",
NEBRASKA,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,6,,5,,13,,152,,176,,"NEBRASKA
(41.640503, -99.367122)",
MINNESOTA,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,67,,,-,512,,"MINNESOTA
(46.357661, -94.793397)",
ARIZONA,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,12,,16,,49,,431,,524,,"ARIZONA
(34.869712, -111.760902)",
LOUISIANA,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,29,,20,,60,,510,,666,,"LOUISIANA
(31.2931, -92.463284)",
RHODE ISLAND,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,2,,44,,46,,51,,"RHODE ISLAND
(41.707447, -71.522488)",
FLORIDA,2016,31,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,-,111,,189,,2532,,2873,,"FLORIDA
(28.915325, -81.922409)",
NEW JERSEY,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,12,,43,,258,,698,,"NEW JERSEY
(40.104655, -74.386686)",
ALABAMA,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,19,,47,,507,,580,,"ALABAMA
(32.839182, -86.631125)",
ILLINOIS,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,32,,66,,798,,1071,,"ILLINOIS
(40.477092, -88.993221)",
OKLAHOMA,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,14,,61,,373,,299,,"OKLAHOMA
(35.468494, -97.521264)",
WYOMING,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,7,,43,,48,,"WYOMING
(43.23558, -108.110518)",
INDIANA,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,12,,22,,314,,397,,"INDIANA
(39.76845, -86.156212)",
NORTH CAROLINA,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,28,,162,,533,,1030,,"NORTH CAROLINA
(35.47995, -79.180571)",
TEXAS,2016,31,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,89,,106,,387,,2365,,2328,,"TEXAS
(31.827233, -99.423022)",
NORTH DAKOTA,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,8,,72,,82,,"NORTH DAKOTA
(47.475879, -100.121011)",
SOUTH DAKOTA,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,57,,141,,145,,"SOUTH DAKOTA
(44.35371, -100.373709)",
HAWAII,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,5,,12,,128,,156,,"HAWAII
(21.30992, -157.858158)",
COLORADO,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,30,,,-,298,,"COLORADO
(38.841772, -106.132562)",
PUERTO RICO,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,11,,27,,236,,350,,"PUERTO RICO
(18.215692, -66.414655)",
MAINE,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,2,,8,,70,,81,,"MAINE
(45.252223, -68.986647)",
VERMONT,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,1,,10,,78,,52,,"VERMONT
(43.622479, -72.51927)",
MISSOURI,2016,31,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,42,,28,,538,,"MISSOURI
(38.636168, -92.566292)",
MICHIGAN,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,4,,17,,35,,453,,545,,"MICHIGAN
(44.66399, -84.711206)",
IOWA,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,11,,55,,439,,392,,"IOWA
(42.46942, -93.815856)",
WASHINGTON,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,16,,6,,1035,,379,,,-,"WASHINGTON
(47.517368, -120.467672)",
MISSISSIPPI,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,8,,17,,38,,437,,571,,"MISSISSIPPI
(32.738663, -89.537312)",
CALIFORNIA,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,15,,81,,190,,2208,,3000,,"CALIFORNIA
(37.640735, -121.002435)",
GUAM,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,5,,,-,9,,"GUAM
(13.3532, 144.653198)",
WISCONSIN,2016,31,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,-,6,,45,,100,,594,,"WISCONSIN
(44.395526, -89.834513)",
TENNESSEE,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,29,,15,,33,,487,,504,,"TENNESSEE
(35.681402, -85.774444)",
KENTUCKY,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,7,,9,,77,,358,,312,,"KENTUCKY
(37.64591, -84.774043)",
ARKANSAS,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,15,,15,,34,,344,,366,,"ARKANSAS
(34.748745, -92.275105)",
WEST VIRGINIA,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,8,,98,,124,,"WEST VIRGINIA
(38.668501, -80.709421)",
KANSAS,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,8,,25,,231,,277,,"KANSAS
(38.345528, -98.201847)",
MASSACHUSETTS,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,17,,19,,50,,611,,638,,"MASSACHUSETTS
(42.268546, -72.085064)",
UTAH,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,7,,30,,193,,248,,"UTAH
(39.359772, -111.584173)",
NEVADA,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,14,,26,,148,,"NEVADA
(39.491833, -117.070159)",
NEW YORK,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,32,,25,,48,,727,,692,,"NEW YORK
(42.826892, -75.544286)",
VIRGINIA,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,5,,21,,55,,529,,563,,"VIRGINIA
(37.542699, -78.45822)",
NEW MEXICO,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,6,,26,,143,,214,,"NEW MEXICO
(34.520396, -106.244402)",
UNITED STATES,2016,32,1,,0,,2,,3,,2,,,-,0,,0,,,-,1,,731,,891,,2254,,23492,,29217,,,
NEW ENGLAND,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,8,,35,,87,,1151,,1246,,,
MID. ATLANTIC,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,1,,107,,83,,166,,2336,,2921,,,
NEW YORK CITY,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,1,,21,,18,,33,,521,,529,,"NEW YORK CITY
",
E.N. CENTRAL,2016,32,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,65,,93,,185,,2779,,3574,,,
W.N. CENTRAL,2016,32,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,10,,41,,157,,1173,,2248,,,
S. ATLANTIC,2016,32,1,,0,,2,,3,,,-,,-,0,,0,,,-,,-,263,,224,,481,,5990,,7419,,,
DIST. OF COL.,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,27,,1,,45,,"DIST. OF COL.
",
E.S. CENTRAL,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,37,,64,,111,,1934,,2073,,,
W.S. CENTRAL,2016,32,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,182,,164,,476,,3882,,3857,,,
MOUNTAIN,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,23,,44,,143,,1075,,2170,,,
PACIFIC,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,36,,108,,1110,,3172,,3709,,,
AMER. SAMOA,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,32,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
MASSACHUSETTS,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,19,,50,,611,,668,,"MASSACHUSETTS
(42.268546, -72.085064)",
ARKANSAS,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,34,,15,,34,,384,,400,,"ARKANSAS
(34.748745, -92.275105)",
DELAWARE,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,2,,11,,54,,96,,"DELAWARE
(39.008676, -75.574561)",
NEW YORK,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,65,,25,,48,,796,,726,,"NEW YORK
(42.826892, -75.544286)",
TENNESSEE,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,18,,15,,33,,513,,534,,"TENNESSEE
(35.681402, -85.774444)",
FLORIDA,2016,32,1,,0,,1,,2,,,-,,-,0,,0,,,-,,-,165,,111,,189,,2812,,3006,,"FLORIDA
(28.915325, -81.922409)",
HAWAII,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,5,,12,,148,,164,,"HAWAII
(21.30992, -157.858158)",
NEW JERSEY,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,12,,43,,259,,737,,"NEW JERSEY
(40.104655, -74.386686)",
IOWA,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,11,,57,,466,,412,,"IOWA
(42.46942, -93.815856)",
MISSOURI,2016,32,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,42,,28,,573,,"MISSOURI
(38.636168, -92.566292)",
MICHIGAN,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,9,,17,,36,,482,,570,,"MICHIGAN
(44.66399, -84.711206)",
CALIFORNIA,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,12,,83,,190,,2324,,3190,,"CALIFORNIA
(37.640735, -121.002435)",
WEST VIRGINIA,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,8,,102,,132,,"WEST VIRGINIA
(38.668501, -80.709421)",
MARYLAND,2016,32,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,32,,15,,37,,481,,548,,"MARYLAND
(39.290443, -76.612333)",
NORTH DAKOTA,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,8,,77,,88,,"NORTH DAKOTA
(47.475879, -100.121011)",
SOUTH CAROLINA,2016,32,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,10,,17,,68,,362,,766,,"SOUTH CAROLINA
(34.009286, -81.037094)",
OKLAHOMA,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,52,,14,,61,,456,,300,,"OKLAHOMA
(35.468494, -97.521264)",
COLORADO,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,30,,,-,314,,"COLORADO
(38.841772, -106.132562)",
RHODE ISLAND,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,44,,56,,59,,"RHODE ISLAND
(41.707447, -71.522488)",
MINNESOTA,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,67,,,-,544,,"MINNESOTA
(46.357661, -94.793397)",
WASHINGTON,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,22,,6,,1035,,400,,,-,"WASHINGTON
(47.517368, -120.467672)",
KENTUCKY,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,15,,9,,77,,385,,323,,"KENTUCKY
(37.64591, -84.774043)",
PENNSYLVANIA,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,21,,25,,56,,760,,929,,"PENNSYLVANIA
(40.789676, -77.858055)",
WYOMING,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,7,,43,,52,,"WYOMING
(43.23558, -108.110518)",
LOUISIANA,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,27,,20,,60,,562,,713,,"LOUISIANA
(31.2931, -92.463284)",
IDAHO,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,4,,13,,105,,451,,"IDAHO
(43.680635, -114.364237)",
INDIANA,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,12,,22,,330,,419,,"INDIANA
(39.76845, -86.156212)",
SOUTH DAKOTA,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,103,,194,,152,,"SOUTH DAKOTA
(44.35371, -100.373709)",
OHIO,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,56,,27,,49,,944,,844,,"OHIO
(40.056807, -82.405897)",
ALASKA,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,2,,7,,50,,42,,"ALASKA
(64.836661, -147.738891)",
NORTH CAROLINA,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,26,,162,,545,,1055,,"NORTH CAROLINA
(35.47995, -79.180571)",
WISCONSIN,2016,32,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,-,9,,45,,218,,620,,"WISCONSIN
(44.395526, -89.834513)",
PUERTO RICO,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,10,,27,,236,,362,,"PUERTO RICO
(18.215692, -66.414655)",
KANSAS,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,8,,25,,246,,292,,"KANSAS
(38.345528, -98.201847)",
ARIZONA,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,17,,16,,49,,452,,565,,"ARIZONA
(34.869712, -111.760902)",
OREGON,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,8,,23,,250,,313,,"OREGON
(44.567912, -120.156945)",
MISSISSIPPI,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,4,,17,,48,,519,,595,,"MISSISSIPPI
(32.738663, -89.537312)",
MAINE,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,5,,2,,7,,76,,82,,"MAINE
(45.252223, -68.986647)",
NEVADA,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,14,,28,,154,,"NEVADA
(39.491833, -117.070159)",
UTAH,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,7,,27,,207,,270,,"UTAH
(39.359772, -111.584173)",
NEW HAMPSHIRE,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,3,,9,,73,,109,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
VIRGINIA,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,15,,20,,55,,566,,587,,"VIRGINIA
(37.542699, -78.45822)",
NEW MEXICO,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,6,,24,,151,,238,,"NEW MEXICO
(34.520396, -106.244402)",
NEBRASKA,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,7,,5,,11,,162,,187,,"NEBRASKA
(41.640503, -99.367122)",
ALABAMA,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,19,,47,,517,,621,,"ALABAMA
(32.839182, -86.631125)",
GEORGIA,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,40,,36,,85,,1067,,1184,,"GEORGIA
(32.836038, -83.631709)",
CONNECTICUT,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,8,,22,,256,,274,,"CONNECTICUT
(41.544654, -72.651713)",
MONTANA,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,3,,9,,89,,126,,"MONTANA
(47.062617, -109.430168)",
ILLINOIS,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,31,,66,,805,,1121,,"ILLINOIS
(40.477092, -88.993221)",
VERMONT,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,1,,10,,79,,54,,"VERMONT
(43.622479, -72.51927)",
TEXAS,2016,32,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,69,,107,,387,,2480,,2444,,"TEXAS
(31.827233, -99.423022)",
GUAM,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,5,,,-,11,,"GUAM
(13.3532, 144.653198)",
UNITED STATES,2016,33,,-,0,,2,,3,,2,,,-,0,,0,,,-,1,,669,,919,,2254,,24879,,30803,,,
NEW ENGLAND,2016,33,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,4,,35,,87,,1170,,1326,,,
MID. ATLANTIC,2016,33,,-,0,,0,,,-,,-,,-,0,,0,,,-,1,,92,,83,,166,,2444,,3053,,,
NEW YORK CITY,2016,33,,-,0,,0,,,-,,-,,-,0,,0,,,-,1,,30,,18,,33,,551,,551,,"NEW YORK CITY
",
E.N. CENTRAL,2016,33,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,60,,93,,185,,3041,,3719,,,
W.N. CENTRAL,2016,33,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,1,,40,,158,,1182,,2375,,,
S. ATLANTIC,2016,33,,-,0,,2,,3,,,-,,-,0,,0,,,-,,-,249,,236,,481,,6401,,7824,,,
DIST. OF COL.,2016,33,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,27,,1,,47,,"DIST. OF COL.
",
E.S. CENTRAL,2016,33,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,36,,64,,111,,2032,,2177,,,
W.S. CENTRAL,2016,33,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,182,,167,,476,,4142,,4125,,,
MOUNTAIN,2016,33,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,22,,43,,143,,1127,,2293,,,
PACIFIC,2016,33,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,23,,108,,1110,,3340,,3911,,,
AMER. SAMOA,2016,33,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,33,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,33,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
TEXAS,2016,33,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,118,,110,,387,,2670,,2610,,"TEXAS
(31.827233, -99.423022)",
WASHINGTON,2016,33,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,14,,7,,1035,,412,,,-,"WASHINGTON
(47.517368, -120.467672)",
VIRGINIA,2016,33,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,15,,22,,55,,609,,632,,"VIRGINIA
(37.542699, -78.45822)",
GUAM,2016,33,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,5,,,-,11,,"GUAM
(13.3532, 144.653198)",
OHIO,2016,33,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,44,,27,,55,,987,,884,,"OHIO
(40.056807, -82.405897)",
IDAHO,2016,33,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,4,,13,,108,,463,,"IDAHO
(43.680635, -114.364237)",
NEW JERSEY,2016,33,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,12,,43,,261,,765,,"NEW JERSEY
(40.104655, -74.386686)",
CALIFORNIA,2016,33,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,5,,83,,190,,2468,,3359,,"CALIFORNIA
(37.640735, -121.002435)",
