Reporting Area,MMWR Year,MMWR Week,"Invasive Pneumococcal disease, All ages, Current week","Invasive Pneumococcal disease§, All ages, Current week, flag","Invasive Pneumococcal disease§, All ages, Previous 52 weeks Med","Invasive Pneumococcal disease§, All ages, Previous 52 weeks Med, flag","Invasive Pneumococcal disease§, All ages, Previous 52 weeks Max","Invasive Pneumococcal disease§, All ages, Previous 52 weeks Max, flag","Invasive Pneumococcal disease§, All ages, Cum 2015","Invasive Pneumococcal disease§, All ages, Cum 2015, flag","Invasive Pneumococcal disease§, All ages, Cum 2014","Invasive Pneumococcal disease§, All ages, Cum 2014, flag","Invasive Pneumococcal disease§, Age LT 5, Current week","Invasive Pneumococcal disease§, Age LT 5, Current week, flag","Invasive Pneumococcal disease§, Age LT 5, Previous 52 weeks Med","Invasive Pneumococcal disease§, Age LT 5, Previous 52 weeks Med, flag","Invasive Pneumococcal disease§, Age LT 5, Previous 52 weeks Max","Invasive Pneumococcal disease§, Age LT 5, Previous 52 weeks Max, flag","Invasive Pneumococcal disease§, Age LT 5, Cum 2015","Invasive Pneumococcal disease§, Age LT 5, Cum 2015, flag","Invasive Pneumococcal disease§, Age LT 5, Cum 2014","Invasive Pneumococcal disease§, Age LT 5, Cum 2014, flag","Legionellosis, Current week","Legionellosis, Current week, flag","Legionellosis, Previous 52 weeks Med","Legionellosis, Previous 52 weeks Med, flag","Legionellosis, Previous 52 weeks Max","Legionellosis, Previous 52 weeks Max, flag","Legionellosis, Cum 2015","Legionellosis, Cum 2015, flag","Legionellosis, Cum 2014","Legionellosis, Cum 2014, flag",Location 1,Location 2
SOUTH DAKOTA,2015,3,2,,1,,5,,5,,9,,,-,0,,0,,,-,,-,,-,0,,2,,,-,1,,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
SOUTH CAROLINA,2015,3,14,,7,,31,,57,,55,,,-,0,,2,,1,,1,,,-,1,,3,,1,,2,,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
MONTANA,2015,3,,-,1,,4,,3,,4,,,N,0,,1,,,N,,N,,-,0,,1,,,-,1,,"MONTANA
(47.06652795700006, -109.42441587999997)",
COLORADO,2015,3,,-,7,,23,,,-,50,,,-,0,,4,,,-,,-,,-,0,,7,,,-,,-,"COLORADO
(38.84384342200008, -106.13360911499996)",
DELAWARE,2015,3,,-,1,,5,,8,,1,,,-,0,,1,,,-,,-,,-,0,,2,,1,,,-,"DELAWARE
(39.00883389200004, -75.57773597599999)",
PUERTO RICO,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
RHODE ISLAND,2015,3,,-,1,,6,,,-,2,,,-,0,,2,,,-,,-,,-,0,,4,,,-,1,,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
VERMONT,2015,3,,-,1,,4,,2,,3,,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,"VERMONT
(43.62538389600007, -72.51763667599994)",
KENTUCKY,2015,3,,-,3,,10,,11,,20,,,-,0,,2,,,-,1,,,-,1,,8,,,-,1,,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
NORTH DAKOTA,2015,3,1,,1,,5,,8,,6,,,-,0,,1,,,-,1,,,-,0,,1,,,-,1,,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
NEW YORK,2015,3,15,,15,,47,,65,,43,,,-,1,,7,,2,,1,,6,,6,,22,,11,,8,,"NEW YORK
(42.82700376100007, -75.54396609999998)",
OREGON,2015,3,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,3,,,-,2,,"OREGON
(44.56745049300008, -120.15502935599994)",
PENNSYLVANIA,2015,3,,N,,-,,-,,N,,N,,N,0,,0,,,N,,N,3,,5,,15,,9,,13,,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
ILLINOIS,2015,3,,N,0,,0,,,N,,N,,-,0,,3,,,-,4,,,-,3,,16,,2,,4,,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
INDIANA,2015,3,,-,9,,22,,8,,35,,,-,0,,3,,,-,,-,5,,2,,13,,8,,,-,"INDIANA
(39.766913353000064, -86.14995646699998)",
NORTH CAROLINA,2015,3,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,3,,2,,21,,10,,2,,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
WASHINGTON,2015,3,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,9,,,-,,-,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
GEORGIA,2015,3,,-,14,,29,,31,,75,,,-,1,,4,,2,,2,,,-,1,,5,,,-,2,,"GEORGIA
(32.839683200000024, -83.62757885599996)",
NEW YORK CITY,2015,3,19,,11,,27,,62,,56,,,-,0,,2,,,-,2,,1,,3,,15,,19,,7,,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
UTAH,2015,3,,-,0,,5,,,-,19,,,-,0,,1,,,-,2,,,-,0,,2,,,-,3,,"UTAH
(39.36070123200005, -111.58712831499997)",
KANSAS,2015,3,,-,2,,8,,4,,16,,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,"KANSAS
(38.347742794000055, -98.20077822999997)",
NEW JERSEY,2015,3,,-,0,,4,,,-,14,,,-,0,,1,,,-,1,,,-,2,,6,,,-,7,,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
MISSOURI,2015,3,,N,0,,0,,,N,,N,1,,0,,3,,2,,,-,,-,1,,12,,,-,4,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
MISSISSIPPI,2015,3,,-,3,,13,,5,,27,,,-,0,,2,,,-,3,,,-,0,,2,,,-,1,,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
CONNECTICUT,2015,3,,-,4,,10,,,-,24,,,-,0,,1,,,-,2,,,-,1,,3,,,-,4,,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
MICHIGAN,2015,3,4,,9,,25,,40,,54,,,-,0,,2,,,-,4,,,-,3,,13,,5,,3,,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
OKLAHOMA,2015,3,,N,0,,0,,,N,,N,2,,0,,2,,2,,,-,,-,0,,10,,,-,,-,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
NEBRASKA,2015,3,5,,3,,8,,11,,11,,,-,0,,4,,,-,1,,1,,0,,3,,4,,1,,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
WYOMING,2015,3,,-,0,,3,,,-,2,,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"WYOMING
(43.23554100600006, -108.10982701399996)",
IDAHO,2015,3,,N,0,,0,,,N,,N,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,"IDAHO
(43.68263174800006, -114.36372693399994)",
LOUISIANA,2015,3,13,,5,,21,,31,,55,,1,,0,,3,,3,,4,,,-,1,,4,,,-,2,,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
MAINE,2015,3,5,,2,,8,,12,,10,,,-,0,,1,,,-,,-,,-,0,,4,,,-,1,,"MAINE
(45.25422910300006, -68.98502586699993)",
IOWA,2015,3,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,3,,,-,,-,"IOWA
(42.469401411000035, -93.81648725599996)",
WISCONSIN,2015,3,,-,6,,16,,19,,37,,,-,0,,3,,1,,,-,,-,0,,7,,,-,3,,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
ARKANSAS,2015,3,1,,4,,24,,10,,7,,,-,0,,2,,,-,,-,1,,0,,5,,2,,,-,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
OHIO,2015,3,19,,18,,54,,106,,86,,,-,1,,4,,3,,2,,5,,7,,25,,22,,23,,"OHIO
(40.060212455000055, -82.40425667899996)",
NEVADA,2015,3,,-,2,,8,,10,,13,,,-,0,,2,,1,,,-,,-,0,,3,,1,,,-,"NEVADA
(39.49324221300003, -117.07183885899997)",
MINNESOTA,2015,3,,-,0,,11,,,-,40,,,-,0,,1,,,-,4,,,-,1,,7,,,-,5,,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
NEW MEXICO,2015,3,6,,4,,16,,18,,26,,1,,0,,3,,2,,,-,,-,0,,1,,,-,,-,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
NEW HAMPSHIRE,2015,3,,-,1,,6,,,-,3,,,-,0,,1,,,-,,-,,-,0,,2,,,-,1,,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
VIRGINIA,2015,3,,N,0,,3,,,N,,N,,-,0,,3,,,-,2,,,-,2,,7,,1,,4,,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
FLORIDA,2015,3,8,,11,,45,,37,,98,,2,,1,,6,,6,,4,,4,,5,,11,,13,,14,,"FLORIDA
(28.932042722000062, -81.92895768899996)",
MARYLAND,2015,3,9,,7,,21,,48,,42,,,-,0,,4,,1,,3,,1,,2,,11,,11,,6,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
HAWAII,2015,3,,-,1,,6,,4,,7,,,-,0,,2,,,-,,-,,-,0,,1,,1,,,-,"HAWAII
(21.30485232600006, -157.85774798099996)",
MASSACHUSETTS,2015,3,,-,10,,24,,,-,35,,,-,0,,2,,,-,,-,,-,2,,8,,,-,10,,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
TEXAS,2015,3,13,,24,,114,,63,,79,,1,,2,,9,,4,,6,,2,,4,,12,,3,,3,,"TEXAS
(31.827240467000024, -99.42676785299994)",
ALABAMA,2015,3,,-,4,,10,,16,,25,,,-,0,,2,,,-,1,,,-,1,,5,,2,,,-,"ALABAMA
(32.84057234800002, -86.63185738799996)",
GUAM,2015,3,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
CALIFORNIA,2015,3,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,5,,11,,,-,9,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
UNITED STATES,2015,4,194,,238,,493,,1135,,1625,,15,,18,,34,,59,,80,,30,,81,,179,,171,,177,,,
NEW ENGLAND,2015,4,3,,18,,37,,19,,100,,,-,1,,3,,1,,4,,,-,4,,14,,,-,19,,,
MID. ATLANTIC,2015,4,21,,27,,64,,148,,148,,,-,1,,9,,2,,4,,10,,18,,52,,50,,43,,,
E.N. CENTRAL,2015,4,31,,45,,105,,222,,271,,2,,3,,8,,6,,11,,1,,16,,48,,39,,42,,,
W.N. CENTRAL,2015,4,5,,9,,24,,36,,104,,1,,1,,4,,3,,8,,,-,3,,20,,5,,13,,,
S. ATLANTIC,2015,4,30,,44,,107,,247,,343,,3,,4,,9,,17,,17,,17,,17,,36,,57,,36,,,
DIST. OF COL.,2015,4,2,,1,,6,,6,,3,,,-,0,,2,,2,,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,4,34,,23,,68,,166,,184,,1,,1,,6,,7,,12,,1,,5,,19,,5,,6,,,
W.S. CENTRAL,2015,4,62,,35,,167,,176,,192,,7,,3,,11,,17,,14,,1,,6,,20,,6,,7,,,
MOUNTAIN,2015,4,4,,27,,69,,107,,265,,1,,2,,7,,6,,9,,,-,3,,12,,5,,7,,,
PACIFIC,2015,4,4,,3,,8,,14,,18,,,-,0,,2,,,-,1,,,-,7,,15,,4,,4,,,
AMER. SAMOA,2015,4,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2015,4,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
PUERTO RICO,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
NEW HAMPSHIRE,2015,4,,-,1,,6,,,-,7,,,-,0,,1,,,-,,-,,-,0,,2,,,-,1,,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
NEW JERSEY,2015,4,,-,0,,4,,,-,16,,,-,0,,1,,,-,1,,,-,2,,6,,,-,8,,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
WISCONSIN,2015,4,5,,6,,15,,26,,45,,1,,0,,3,,2,,,-,,-,0,,7,,,-,5,,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
SOUTH DAKOTA,2015,4,1,,2,,5,,6,,10,,,-,0,,0,,,-,,-,,-,0,,2,,,-,1,,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
NORTH DAKOTA,2015,4,1,,1,,5,,9,,9,,,-,0,,1,,,-,1,,,-,0,,1,,,-,1,,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
WASHINGTON,2015,4,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,9,,,-,,-,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
IDAHO,2015,4,,N,0,,0,,,N,,N,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,"IDAHO
(43.68263174800006, -114.36372693399994)",
MONTANA,2015,4,,-,1,,4,,5,,6,,,N,0,,1,,,N,,N,,-,0,,1,,,-,2,,"MONTANA
(47.06652795700006, -109.42441587999997)",
GUAM,2015,4,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
OKLAHOMA,2015,4,,N,0,,0,,,N,,N,1,,0,,2,,3,,1,,,-,0,,10,,,-,,-,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
NORTH CAROLINA,2015,4,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,7,,3,,21,,17,,2,,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
MISSISSIPPI,2015,4,4,,3,,13,,17,,34,,1,,0,,2,,1,,5,,,-,0,,2,,,-,1,,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
ALASKA,2015,4,4,,1,,5,,9,,9,,,-,0,,1,,,-,,-,,-,0,,0,,,-,2,,"ALASKA
(64.84507799500005, -147.72205958799998)",
COLORADO,2015,4,,-,7,,23,,,-,58,,,-,0,,4,,,-,,-,,-,0,,7,,,-,,-,"COLORADO
(38.84384342200008, -106.13360911499996)",
CONNECTICUT,2015,4,,-,4,,10,,,-,30,,,-,0,,1,,,-,2,,,-,1,,3,,,-,5,,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
DELAWARE,2015,4,,-,1,,5,,10,,1,,,-,0,,1,,,-,,-,,-,0,,2,,1,,,-,"DELAWARE
(39.00883389200004, -75.57773597599999)",
SOUTH CAROLINA,2015,4,7,,7,,32,,66,,65,,1,,0,,2,,3,,2,,2,,1,,3,,3,,2,,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
NEW YORK CITY,2015,4,11,,11,,27,,73,,70,,,-,0,,2,,,-,2,,6,,3,,15,,25,,9,,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
KANSAS,2015,4,1,,2,,8,,8,,21,,,-,0,,0,,,-,,-,,-,0,,2,,,-,1,,"KANSAS
(38.347742794000055, -98.20077822999997)",
KENTUCKY,2015,4,,-,3,,9,,11,,30,,,-,0,,2,,,-,1,,1,,1,,8,,1,,3,,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
INDIANA,2015,4,,-,10,,22,,8,,47,,,-,0,,3,,,-,,-,1,,2,,13,,10,,,-,"INDIANA
(39.766913353000064, -86.14995646699998)",
NEVADA,2015,4,,-,2,,8,,14,,16,,,-,0,,2,,1,,,-,,-,0,,3,,2,,,-,"NEVADA
(39.49324221300003, -117.07183885899997)",
HAWAII,2015,4,,-,1,,6,,5,,9,,,-,0,,2,,,-,1,,,-,0,,1,,1,,,-,"HAWAII
(21.30485232600006, -157.85774798099996)",
PENNSYLVANIA,2015,4,,N,,-,,-,,N,,N,,N,0,,0,,,N,,N,1,,5,,15,,11,,16,,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
WEST VIRGINIA,2015,4,,-,4,,16,,14,,21,,,-,0,,1,,1,,1,,,-,0,,4,,1,,1,,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
VERMONT,2015,4,1,,1,,4,,5,,3,,,-,0,,1,,1,,,-,,-,0,,2,,,-,,-,"VERMONT
(43.62538389600007, -72.51763667599994)",
MAINE,2015,4,2,,2,,8,,14,,11,,,-,0,,1,,,-,,-,,-,0,,4,,,-,1,,"MAINE
(45.25422910300006, -68.98502586699993)",
MARYLAND,2015,4,5,,7,,24,,56,,51,,,-,0,,4,,1,,3,,3,,2,,11,,14,,7,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
WYOMING,2015,4,,-,0,,3,,,-,3,,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"WYOMING
(43.23554100600006, -108.10982701399996)",
NEBRASKA,2015,4,2,,3,,7,,13,,19,,1,,0,,4,,1,,1,,,-,0,,3,,4,,1,,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
NEW MEXICO,2015,4,,-,4,,16,,22,,30,,,-,0,,3,,2,,,-,,-,0,,1,,,-,,-,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
TENNESSEE,2015,4,24,,12,,46,,115,,90,,,-,1,,4,,6,,5,,,-,2,,12,,1,,2,,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
MASSACHUSETTS,2015,4,,-,9,,24,,,-,45,,,-,0,,2,,,-,2,,,-,2,,8,,,-,11,,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
OHIO,2015,4,23,,18,,54,,129,,113,,,-,1,,4,,3,,2,,,-,7,,25,,22,,26,,"OHIO
(40.060212455000055, -82.40425667899996)",
LOUISIANA,2015,4,16,,5,,18,,47,,76,,2,,0,,3,,5,,5,,,-,1,,4,,,-,2,,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
CALIFORNIA,2015,4,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,6,,11,,3,,,-,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
MISSOURI,2015,4,,N,0,,0,,,N,,N,,-,0,,3,,2,,1,,,-,1,,12,,,-,4,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
NEW YORK,2015,4,10,,15,,47,,75,,62,,,-,1,,7,,2,,1,,3,,6,,22,,14,,10,,"NEW YORK
(42.82700376100007, -75.54396609999998)",
ARIZONA,2015,4,4,,10,,41,,66,,132,,1,,1,,3,,3,,7,,,-,1,,4,,3,,2,,"ARIZONA
(34.86597351900008, -111.76380664699997)",
ALABAMA,2015,4,6,,3,,10,,23,,30,,,-,0,,2,,,-,1,,,-,1,,5,,3,,,-,"ALABAMA
(32.84057234800002, -86.63185738799996)",
FLORIDA,2015,4,11,,11,,45,,48,,108,,2,,1,,6,,8,,4,,5,,5,,11,,18,,16,,"FLORIDA
(28.932042722000062, -81.92895768899996)",
AMER. SAMOA,2015,24,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,"AMER. SAMOA
",
ARKANSAS,2015,4,2,,5,,28,,17,,11,,,-,0,,2,,1,,,-,,-,0,,5,,2,,,-,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
RHODE ISLAND,2015,4,,-,1,,6,,,-,4,,,-,0,,2,,,-,,-,,-,0,,4,,,-,1,,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
UTAH,2015,4,,-,0,,5,,,-,20,,,-,0,,1,,,-,2,,,-,0,,2,,,-,3,,"UTAH
(39.36070123200005, -111.58712831499997)",
GEORGIA,2015,4,5,,13,,30,,47,,94,,,-,1,,4,,2,,5,,,-,1,,5,,1,,2,,"GEORGIA
(32.839683200000024, -83.62757885599996)",
VIRGINIA,2015,4,,N,0,,3,,,N,,N,,-,0,,3,,,-,2,,,-,2,,7,,2,,6,,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
IOWA,2015,4,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,3,,1,,,-,"IOWA
(42.469401411000035, -93.81648725599996)",
MICHIGAN,2015,4,3,,9,,31,,59,,66,,1,,0,,2,,1,,5,,,-,3,,13,,5,,5,,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
TEXAS,2015,4,44,,22,,130,,112,,105,,4,,2,,9,,8,,8,,1,,4,,15,,4,,5,,"TEXAS
(31.827240467000024, -99.42676785299994)",
ILLINOIS,2015,4,,N,0,,0,,,N,,N,,-,1,,3,,,-,4,,,-,3,,16,,2,,6,,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
OREGON,2015,4,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,3,,,-,2,,"OREGON
(44.56745049300008, -120.15502935599994)",
MINNESOTA,2015,4,,-,0,,11,,,-,45,,,-,0,,1,,,-,5,,,-,1,,7,,,-,5,,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
UNITED STATES,2015,5,168,,242,,524,,1430,,2005,,11,,18,,34,,78,,98,,40,,83,,179,,233,,229,,,
NEW ENGLAND,2015,5,5,,18,,37,,27,,128,,,-,1,,3,,1,,5,,,-,4,,14,,1,,21,,,
MID. ATLANTIC,2015,5,22,,26,,64,,172,,175,,,-,1,,9,,2,,5,,7,,19,,52,,58,,56,,,
E.N. CENTRAL,2015,5,25,,46,,112,,276,,314,,2,,3,,8,,10,,12,,11,,16,,48,,57,,55,,,
W.N. CENTRAL,2015,5,7,,9,,24,,49,,123,,1,,1,,4,,4,,8,,,-,3,,20,,7,,15,,,
S. ATLANTIC,2015,5,31,,44,,113,,324,,445,,4,,5,,9,,22,,21,,15,,18,,36,,77,,47,,,
DIST. OF COL.,2015,5,2,,1,,4,,8,,9,,,-,0,,2,,2,,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,5,19,,23,,70,,195,,210,,1,,1,,6,,10,,15,,3,,5,,19,,10,,11,,,
W.S. CENTRAL,2015,5,36,,35,,176,,219,,257,,2,,3,,12,,19,,19,,3,,6,,20,,10,,12,,,
MOUNTAIN,2015,5,22,,26,,57,,153,,334,,1,,2,,7,,10,,12,,,-,3,,12,,5,,8,,,
PACIFIC,2015,5,1,,3,,8,,15,,19,,,-,0,,2,,,-,1,,1,,7,,16,,8,,4,,,
AMER. SAMOA,2015,5,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2015,5,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
ALASKA,2015,5,1,,1,,5,,10,,9,,,-,0,,1,,,-,,-,,-,0,,0,,,-,2,,"ALASKA
(64.84507799500005, -147.72205958799998)",
WYOMING,2015,5,,-,0,,3,,,-,3,,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"WYOMING
(43.23554100600006, -108.10982701399996)",
ILLINOIS,2015,5,,N,0,,0,,,N,,N,,-,1,,3,,,-,4,,,-,3,,16,,2,,7,,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
VIRGINIA,2015,5,,N,0,,3,,,N,,N,,-,0,,3,,1,,2,,3,,2,,7,,8,,8,,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
DELAWARE,2015,5,,-,1,,5,,12,,2,,,-,0,,1,,,-,,-,,-,0,,2,,2,,,-,"DELAWARE
(39.00883389200004, -75.57773597599999)",
SOUTH DAKOTA,2015,5,2,,2,,5,,10,,11,,,-,0,,0,,,-,,-,,-,0,,2,,,-,1,,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
OREGON,2015,5,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,1,,0,,3,,1,,2,,"OREGON
(44.56745049300008, -120.15502935599994)",
ARIZONA,2015,5,17,,10,,38,,96,,173,,,-,1,,3,,5,,8,,,-,1,,4,,3,,2,,"ARIZONA
(34.86597351900008, -111.76380664699997)",
NEW MEXICO,2015,5,2,,4,,16,,30,,36,,,-,0,,3,,3,,1,,,-,0,,1,,,-,,-,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
WEST VIRGINIA,2015,5,3,,4,,17,,30,,32,,,-,0,,1,,1,,1,,,-,0,,4,,1,,1,,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
MICHIGAN,2015,5,1,,9,,34,,73,,78,,,-,0,,2,,1,,6,,1,,4,,13,,12,,5,,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
NEW HAMPSHIRE,2015,5,,-,1,,6,,,-,9,,,-,0,,1,,,-,,-,,-,0,,2,,,-,1,,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
VERMONT,2015,5,1,,1,,4,,7,,6,,,-,0,,1,,1,,,-,,-,0,,2,,,-,1,,"VERMONT
(43.62538389600007, -72.51763667599994)",
GEORGIA,2015,5,5,,14,,34,,81,,123,,1,,1,,4,,3,,6,,,-,1,,6,,1,,2,,"GEORGIA
(32.839683200000024, -83.62757885599996)",
NORTH CAROLINA,2015,5,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,3,,3,,21,,20,,4,,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
SOUTH CAROLINA,2015,5,10,,7,,32,,77,,84,,,-,0,,2,,3,,3,,,-,1,,3,,4,,3,,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
KANSAS,2015,5,2,,2,,8,,13,,26,,,-,0,,0,,,-,,-,,-,0,,2,,,-,1,,"KANSAS
(38.347742794000055, -98.20077822999997)",
LOUISIANA,2015,5,10,,5,,18,,58,,83,,1,,0,,3,,6,,5,,1,,1,,4,,1,,2,,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
OHIO,2015,5,19,,18,,54,,148,,127,,2,,1,,4,,5,,2,,10,,7,,25,,32,,32,,"OHIO
(40.060212455000055, -82.40425667899996)",
ARKANSAS,2015,5,1,,5,,28,,21,,20,,,-,0,,2,,1,,,-,,-,0,,5,,2,,1,,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
INDIANA,2015,5,,-,10,,27,,22,,54,,,-,0,,3,,2,,,-,,-,2,,13,,11,,4,,"INDIANA
(39.766913353000064, -86.14995646699998)",
IDAHO,2015,5,,N,0,,0,,,N,,N,1,,0,,1,,1,,,-,,-,0,,2,,,-,1,,"IDAHO
(43.68263174800006, -114.36372693399994)",
MINNESOTA,2015,5,,-,0,,11,,,-,55,,,-,0,,1,,,-,5,,,-,1,,7,,,-,6,,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
ALABAMA,2015,5,5,,4,,11,,32,,32,,,-,0,,2,,1,,2,,2,,1,,5,,5,,,-,"ALABAMA
(32.84057234800002, -86.63185738799996)",
MAINE,2015,5,3,,2,,8,,17,,15,,,-,0,,1,,,-,,-,,-,0,,4,,,-,1,,"MAINE
(45.25422910300006, -68.98502586699993)",
MISSOURI,2015,5,,N,0,,0,,,N,,N,,-,0,,3,,2,,1,,,-,1,,12,,1,,4,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
COLORADO,2015,5,,-,7,,23,,,-,75,,,-,0,,4,,,-,1,,,-,0,,7,,,-,,-,"COLORADO
(38.84384342200008, -106.13360911499996)",
OKLAHOMA,2015,5,,N,0,,0,,,N,,N,,-,0,,2,,3,,2,,,-,0,,10,,,-,,-,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
