Reporting Area,MMWR Year,MMWR Week,"Hepatitis (viral, acute), type A, Current week","Hepatitis (viral, acute), type A, Current week, flag ","Hepatitis (viral, acute), type A, Previous 52 weeks Med","Hepatitis (viral, acute), type A, Previous 52 weeks Med, flag","Hepatitis (viral, acute), type A, Previous 52 weeks Max","Hepatitis (viral, acute), type A, Previous 52 weeks Max, flag","Hepatitis (viral, acute), type A, Cum 2014","Hepatitis (viral, acute), type A, Cum 2014, flag","Hepatitis (viral, acute), type A, Cum 2013","Hepatitis (viral, acute), type A, Cum 2013, flag","Hepatitis (viral, acute), type B, Current week","Hepatitis (viral, acute), type B, Current week, flag","Hepatitis (viral, acute), type B, Previous 52 weeks Med","Hepatitis (viral, acute), type B, Previous 52 weeks Med, flag","Hepatitis (viral, acute), type B, Previous 52 weeks Max","Hepatitis (viral, acute), type B, Previous 52 weeks Max, flag","Hepatitis (viral, acute), type B, Cum 2014","Hepatitis (viral, acute), type B, Cum 2014, flag","Hepatitis (viral, acute), type B, Cum 2013","Hepatitis (viral, acute), type B, Cum 2013, flag","Hepatitis (viral, acute), type C, Current week","Hepatitis (viral, acute), type C, Current week, flag","Hepatitis (viral, acute), type C, Previous 52 weeks Med","Hepatitis (viral, acute), type C, Previous 52 weeks Med, flag","Hepatitis (viral, acute), type C, Previous 52 weeks Max","Hepatitis (viral, acute), type C, Previous 52 weeks Max, flag","Hepatitis (viral, acute), type C, Cum 2014","Hepatitis (viral, acute), type C, Cum 2014, flag","Hepatitis (viral, acute), type C, Cum 2013","Hepatitis (viral, acute), type C, Cum 2013, flag",Location 1,Location 2
NORTH DAKOTA,2014,46,,-,0,,1,,7,,8,,,-,0,,0,,,-,,-,,-,0,,1,,1,,4,,"NORTH DAKOTA
(47.47531892900048, -100.11842599699969)",
RHODE ISLAND,2014,46,,-,0,,1,,5,,4,,,U,0,,0,,,U,,U,,U,0,,0,,,U,,U,"RHODE ISLAND
(41.708284362000484, -71.52246918099962)",
IDAHO,2014,46,,-,0,,1,,6,,6,,,-,0,,2,,6,,13,,,-,0,,3,,7,,11,,"IDAHO
(43.68263160000049, -114.3637261449997)",
MISSOURI,2014,46,1,,0,,2,,18,,7,,,-,1,,3,,35,,49,,,-,0,,2,,6,,3,,"MISSOURI
(38.63579079900046, -92.56629737199967)",
LOUISIANA,2014,46,,-,0,,3,,7,,9,,,-,1,,6,,62,,67,,,-,0,,3,,21,,16,,"LOUISIANA
(31.312664106000454, -92.44567554599968)",
SOUTH CAROLINA,2014,46,,-,0,,1,,5,,11,,,-,1,,4,,32,,51,,,-,0,,1,,4,,,-,"SOUTH CAROLINA
(33.99882214300044, -81.04536765699964)",
NEW HAMPSHIRE,2014,46,,-,0,,1,,3,,9,,,-,0,,1,,2,,2,,,N,0,,0,,,N,,N,"NEW HAMPSHIRE
(43.65595081000049, -71.50035726399966)",
DELAWARE,2014,46,,-,0,,1,,1,,3,,,-,0,,1,,5,,12,,,U,0,,0,,,U,,U,"DELAWARE
(39.00883059000046, -75.57773943699965)",
FLORIDA,2014,46,1,,2,,5,,79,,102,,3,,7,,13,,284,,282,,,-,1,,6,,75,,118,,"FLORIDA
(28.93204444200046, -81.92895558499964)",
COLORADO,2014,46,,-,0,,2,,9,,48,,,-,0,,2,,1,,22,,,-,0,,1,,5,,20,,"COLORADO
(38.84384201300048, -106.13360888799969)",
GEORGIA,2014,46,,-,1,,3,,41,,33,,,-,2,,6,,94,,99,,,-,0,,3,,22,,45,,"GEORGIA
(32.83968158500045, -83.62757601199968)",
MASSACHUSETTS,2014,46,,-,0,,2,,29,,42,,,-,0,,3,,23,,67,,,-,3,,10,,128,,167,,"MASSACHUSETTS
(42.27687014100047, -72.08268985899963)",
VIRGINIA,2014,46,,-,0,,3,,21,,29,,1,,1,,5,,51,,61,,,-,1,,5,,44,,30,,"VIRGINIA
(37.542682294000485, -78.45788924199968)",
UTAH,2014,46,,-,0,,1,,4,,12,,,-,0,,1,,5,,4,,,-,0,,2,,25,,9,,"UTAH
(39.36070082200047, -111.5871285339997)",
WYOMING,2014,46,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.235543013000495, -108.10982744299969)",
KENTUCKY,2014,46,,-,0,,2,,11,,22,,1,,3,,8,,136,,181,,,-,2,,8,,118,,203,,"KENTUCKY
(37.645970985000474, -84.77496612599964)",
MISSISSIPPI,2014,46,,-,0,,1,,4,,4,,,-,0,,4,,36,,51,,,U,0,,0,,,U,,U,"MISSISSIPPI
(32.745512774000474, -89.53802764499966)",
OHIO,2014,46,1,,0,,3,,27,,56,,3,,3,,12,,161,,191,,1,,2,,17,,89,,65,,"OHIO
(40.06021184000048, -82.40425685299965)",
GUAM,2014,46,,-,0,,4,,,-,27,,,-,0,,7,,,-,63,,,-,0,,7,,,-,68,,"GUAM
(13.480998894000436, 144.73149801400064)",
ARIZONA,2014,46,,-,0,,3,,22,,62,,,-,0,,1,,11,,25,,,U,0,,0,,,U,,U,"ARIZONA
(34.865970167000455, -111.76380949799972)",
VERMONT,2014,46,,-,0,,1,,2,,7,,,-,0,,2,,4,,2,,,-,0,,1,,2,,3,,"VERMONT
(43.62538000100045, -72.51763944499965)",
TEXAS,2014,46,4,,2,,8,,105,,85,,2,,2,,10,,89,,122,,,-,0,,4,,31,,23,,"TEXAS
(31.827240712000446, -99.4267664729997)",
WASHINGTON,2014,46,,-,0,,3,,16,,39,,2,,0,,7,,24,,18,,,-,1,,9,,60,,46,,"WASHINGTON
(47.5222894470005, -120.47002746299972)",
ALASKA,2014,46,,-,0,,1,,1,,1,,,-,0,,1,,3,,1,,,-,0,,0,,,-,,-,"ALASKA
(64.84507631500048, -147.72205669099972)",
INDIANA,2014,46,,-,0,,3,,15,,30,,,-,1,,7,,70,,90,,,-,1,,8,,59,,150,,"INDIANA
(39.76691072200049, -86.14995579899966)",
NEW YORK CITY,2014,46,,-,1,,4,,38,,79,,1,,1,,6,,47,,65,,,-,0,,4,,15,,14,,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
NEVADA,2014,46,,-,0,,1,,6,,18,,,-,0,,3,,17,,25,,,-,0,,1,,4,,8,,"NEVADA
(39.493242807000456, -117.07183978499972)",
SOUTH DAKOTA,2014,46,,-,0,,0,,,-,4,,,-,0,,1,,1,,5,,,-,0,,1,,,-,,-,"SOUTH DAKOTA
(44.35313049600046, -100.37352811899967)",
NEW MEXICO,2014,46,,-,0,,2,,9,,18,,,-,0,,1,,1,,3,,,-,0,,2,,12,,7,,"NEW MEXICO
(34.520884020000494, -106.24057768899968)",
ALABAMA,2014,46,,-,0,,2,,12,,9,,1,,2,,5,,95,,84,,,-,0,,2,,27,,28,,"ALABAMA
(32.84057034900047, -86.63185803899967)",
MONTANA,2014,46,,-,0,,1,,5,,6,,,-,0,,1,,,-,3,,,-,0,,2,,11,,15,,"MONTANA
(47.06652759400049, -109.42441687999968)",
IOWA,2014,46,,-,0,,2,,7,,14,,,-,0,,2,,8,,9,,,-,0,,0,,,-,,-,"IOWA
(42.469401477000474, -93.81648936699969)",
PENNSYLVANIA,2014,46,,-,1,,4,,43,,48,,1,,1,,4,,59,,34,,,-,1,,5,,71,,73,,"PENNSYLVANIA
(40.79373260300048, -77.86069775999965)",
NEW YORK,2014,46,1,,0,,4,,34,,69,,1,,1,,3,,36,,42,,2,,2,,11,,85,,86,,"NEW YORK
(42.82700178100049, -75.54396639699968)",
MID. ATLANTIC,2014,47,1,,3,,8,,132,,264,,2,,3,,8,,164,,204,,1,,4,,15,,197,,271,,"MID. ATLANTIC
",
E.N. CENTRAL,2014,47,1,,3,,9,,157,,272,,2,,8,,61,,491,,427,,1,,6,,25,,280,,360,,"E.N. CENTRAL
",
W.N. CENTRAL,2014,47,,-,1,,5,,59,,92,,,-,1,,5,,64,,101,,,-,1,,4,,33,,68,,"W.N. CENTRAL
",
S. ATLANTIC,2014,47,9,,5,,9,,212,,259,,3,,16,,29,,741,,793,,3,,6,,18,,301,,360,,"S. ATLANTIC
",
DIST. OF COL.,2014,47,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2014,47,,-,1,,3,,38,,55,,4,,10,,17,,468,,558,,6,,5,,11,,250,,328,,"E.S. CENTRAL
",
W.S. CENTRAL,2014,47,1,,3,,12,,130,,116,,1,,5,,18,,201,,271,,1,,2,,9,,74,,99,,"W.S. CENTRAL
",
AMER. SAMOA,2014,47,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2014,47,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2014,47,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
KANSAS,2014,47,,-,0,,1,,5,,11,,,-,0,,2,,8,,10,,,-,0,,3,,22,,13,,"KANSAS
(38.3477418760005, -98.20077655499966)",
WEST VIRGINIA,2014,47,,-,0,,1,,8,,3,,,-,3,,9,,141,,174,,,-,1,,6,,52,,50,,"WEST VIRGINIA
(38.66551303900047, -80.71263935099967)",
MICHIGAN,2014,47,,-,1,,4,,41,,81,,,-,1,,4,,44,,46,,,-,1,,8,,84,,70,,"MICHIGAN
(44.66132176400049, -84.71438724399968)",
RHODE ISLAND,2014,47,,-,0,,1,,5,,4,,,U,0,,0,,,U,,U,,U,0,,0,,,U,,U,"RHODE ISLAND
(41.708284362000484, -71.52246918099962)",
SOUTH DAKOTA,2014,47,,-,0,,0,,,-,4,,,-,0,,1,,1,,5,,,-,0,,1,,,-,,-,"SOUTH DAKOTA
(44.35313049600046, -100.37352811899967)",
OREGON,2014,47,,-,0,,2,,11,,28,,,-,0,,3,,26,,29,,,-,0,,2,,15,,12,,"OREGON
(44.56745218600048, -120.15502977999972)",
HAWAII,2014,47,,-,0,,2,,5,,16,,,-,0,,1,,4,,4,,,-,0,,0,,,-,,-,"HAWAII
(21.304853205000427, -157.85774691599974)",
ARKANSAS,2014,47,,-,0,,1,,1,,9,,,-,0,,4,,16,,43,,,-,0,,2,,8,,25,,"ARKANSAS
(34.74865329300047, -92.27448794899965)",
KENTUCKY,2014,47,,-,0,,2,,12,,22,,,-,3,,8,,140,,187,,,-,2,,8,,118,,209,,"KENTUCKY
(37.645970985000474, -84.77496612599964)",
INDIANA,2014,47,,-,0,,3,,15,,31,,,-,1,,7,,71,,90,,,-,1,,8,,63,,152,,"INDIANA
(39.76691072200049, -86.14995579899966)",
PENNSYLVANIA,2014,47,1,,1,,4,,44,,49,,1,,1,,4,,62,,35,,,-,1,,5,,71,,74,,"PENNSYLVANIA
(40.79373260300048, -77.86069775999965)",
TENNESSEE,2014,47,,-,0,,1,,9,,20,,2,,4,,10,,195,,236,,6,,2,,5,,105,,90,,"TENNESSEE
(35.68094014000047, -85.77448642199965)",
MOUNTAIN,2014,47,,-,1,,4,,64,,173,,,-,1,,4,,41,,99,,,-,1,,5,,65,,72,,"MOUNTAIN
(47.00024835200048, -109.75101789499968)",
NEVADA,2014,47,,-,0,,1,,6,,18,,,-,0,,3,,17,,26,,,-,0,,1,,4,,8,,"NEVADA
(39.493242807000456, -117.07183978499972)",
OKLAHOMA,2014,47,,-,0,,4,,16,,9,,,-,0,,10,,32,,33,,,-,0,,3,,12,,35,,"OKLAHOMA
(35.472031425000466, -97.52106845499969)",
GEORGIA,2014,47,2,,1,,3,,43,,34,,,-,2,,6,,95,,99,,,-,0,,3,,24,,45,,"GEORGIA
(32.83968158500045, -83.62757601199968)",
PACIFIC,2014,47,1,,3,,9,,147,,324,,4,,3,,13,,133,,170,,2,,2,,10,,137,,130,,"PACIFIC
(38.48199730900046, -90.74151604899964)",
NEBRASKA,2014,47,,-,0,,2,,9,,13,,,-,0,,1,,7,,9,,,-,0,,1,,2,,2,,"NEBRASKA
(41.641041981000456, -99.36571864599966)",
NEW HAMPSHIRE,2014,47,,-,0,,2,,5,,9,,,-,0,,1,,2,,2,,,N,0,,0,,,N,,N,"NEW HAMPSHIRE
(43.65595081000049, -71.50035726399966)",
MAINE,2014,47,,-,0,,2,,8,,7,,,-,0,,1,,10,,11,,,-,0,,2,,26,,6,,"MAINE
(45.2542257390005, -68.98502952999962)",
NEW YORK CITY,2014,47,,-,1,,4,,38,,81,,,-,1,,6,,47,,65,,,-,0,,4,,15,,14,,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
CONNECTICUT,2014,47,,-,0,,3,,19,,16,,,-,0,,2,,6,,8,,,-,0,,1,,4,,,-,"CONNECTICUT
(41.56266101800048, -72.64983753699966)",
ALASKA,2014,47,,-,0,,1,,1,,1,,,-,0,,1,,3,,1,,,-,0,,0,,,-,,-,"ALASKA
(64.84507631500048, -147.72205669099972)",
WISCONSIN,2014,47,,-,0,,1,,6,,35,,,-,0,,57,,170,,9,,,-,0,,2,,19,,36,,"WISCONSIN
(44.393191877000504, -89.81636715299965)",
ALABAMA,2014,47,,-,0,,2,,13,,9,,2,,2,,5,,97,,84,,,-,0,,2,,27,,29,,"ALABAMA
(32.84057034900047, -86.63185803899967)",
MISSOURI,2014,47,,-,0,,2,,18,,7,,,-,1,,3,,35,,51,,,-,0,,2,,6,,3,,"MISSOURI
(38.63579079900046, -92.56629737199967)",
UNITED STATES,2014,47,13,,21,,41,,1007,,1640,,16,,51,,116,,2348,,2713,,14,,36,,67,,1498,,1864,,"UNITED STATES
(39.759995942000444, -98.49999896099968)",
MARYLAND,2014,47,2,,0,,2,,26,,29,,,-,1,,3,,35,,39,,1,,1,,3,,35,,45,,"MARYLAND
(39.29058224000045, -76.60925970899967)",
NEW ENGLAND,2014,47,,-,1,,6,,68,,85,,,-,1,,3,,45,,90,,,-,3,,11,,161,,176,,"NEW ENGLAND
(53.0500595200005, -105.40101878999968)",
VERMONT,2014,47,,-,0,,1,,2,,7,,,-,0,,2,,4,,2,,,-,0,,1,,3,,3,,"VERMONT
(43.62538000100045, -72.51763944499965)",
SOUTH CAROLINA,2014,47,,-,0,,1,,5,,11,,,-,0,,4,,32,,52,,,-,0,,1,,4,,,-,"SOUTH CAROLINA
(33.99882214300044, -81.04536765699964)",
DELAWARE,2014,47,,-,0,,1,,1,,3,,,-,0,,1,,5,,12,,,U,0,,0,,,U,,U,"DELAWARE
(39.00883059000046, -75.57773943699965)",
OHIO,2014,47,1,,0,,3,,28,,56,,2,,3,,12,,163,,199,,1,,2,,17,,91,,67,,"OHIO
(40.06021184000048, -82.40425685299965)",
LOUISIANA,2014,47,,-,0,,3,,7,,9,,,-,1,,5,,62,,68,,,-,0,,3,,21,,16,,"LOUISIANA
(31.312664106000454, -92.44567554599968)",
WASHINGTON,2014,47,1,,0,,3,,17,,40,,4,,0,,7,,28,,21,,2,,1,,9,,61,,49,,"WASHINGTON
(47.5222894470005, -120.47002746299972)",
GUAM,2014,47,,-,0,,4,,,-,27,,,-,0,,7,,,-,68,,,-,0,,3,,,-,68,,"GUAM
(13.480998894000436, 144.73149801400064)",
WYOMING,2014,47,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.235543013000495, -108.10982744299969)",
NEW YORK,2014,47,,-,0,,4,,34,,69,,1,,1,,3,,37,,44,,1,,2,,11,,86,,89,,"NEW YORK
(42.82700178100049, -75.54396639699968)",
IDAHO,2014,47,,-,0,,1,,6,,7,,,-,0,,1,,6,,13,,,-,0,,3,,7,,11,,"IDAHO
(43.68263160000049, -114.3637261449997)",
TEXAS,2014,47,1,,2,,8,,106,,89,,1,,2,,10,,91,,127,,1,,0,,4,,33,,23,,"TEXAS
(31.827240712000446, -99.4267664729997)",
ARIZONA,2014,47,,-,0,,3,,24,,63,,,-,0,,1,,11,,26,,,U,0,,0,,,U,,U,"ARIZONA
(34.865970167000455, -111.76380949799972)",
IOWA,2014,47,,-,0,,2,,7,,16,,,-,0,,2,,8,,9,,,-,0,,0,,,-,,-,"IOWA
(42.469401477000474, -93.81648936699969)",
MASSACHUSETTS,2014,47,,-,0,,2,,29,,42,,,-,0,,3,,23,,67,,,-,3,,10,,128,,167,,"MASSACHUSETTS
(42.27687014100047, -72.08268985899963)",
PUERTO RICO,2014,47,,-,0,,1,,3,,10,,,-,0,,2,,12,,34,,,N,0,,0,,,N,,N,"PUERTO RICO
(18.24828934900046, -66.49988980099965)",
CALIFORNIA,2014,47,,-,2,,7,,113,,239,,,-,2,,7,,72,,115,,,-,1,,4,,61,,69,,"CALIFORNIA
(37.63864203100047, -120.99999889499969)",
NORTH DAKOTA,2014,47,,-,0,,1,,7,,9,,,-,0,,0,,,-,,-,,-,0,,1,,1,,4,,"NORTH DAKOTA
(47.47531892900048, -100.11842599699969)",
UTAH,2014,47,,-,0,,1,,4,,12,,,-,0,,1,,5,,4,,,-,0,,2,,25,,9,,"UTAH
(39.36070082200047, -111.5871285339997)",
MONTANA,2014,47,,-,0,,1,,5,,6,,,-,0,,1,,,-,3,,,-,0,,2,,12,,15,,"MONTANA
(47.06652759400049, -109.42441687999968)",
MISSISSIPPI,2014,47,,-,0,,1,,4,,4,,,-,0,,4,,36,,51,,,U,0,,0,,,U,,U,"MISSISSIPPI
(32.745512774000474, -89.53802764499966)",
NEW MEXICO,2014,47,,-,0,,2,,9,,18,,,-,0,,1,,1,,3,,,-,0,,2,,12,,8,,"NEW MEXICO
(34.520884020000494, -106.24057768899968)",
COLORADO,2014,47,,-,0,,2,,9,,49,,,-,0,,2,,1,,24,,,-,0,,1,,5,,21,,"COLORADO
(38.84384201300048, -106.13360888799969)",
NEW JERSEY,2014,47,,-,0,,2,,16,,65,,,-,0,,3,,18,,60,,,-,0,,4,,25,,94,,"NEW JERSEY
(40.13057159500045, -74.27368565099965)",
MINNESOTA,2014,47,,-,0,,2,,13,,32,,,-,0,,1,,5,,17,,,-,0,,1,,2,,46,,"MINNESOTA
(46.35564575300049, -94.79419697699967)",
NORTH CAROLINA,2014,47,4,,0,,2,,28,,43,,,-,1,,16,,87,,67,,,-,1,,9,,64,,69,,"NORTH CAROLINA
(35.46622096200048, -79.15924924699965)",
VIRGINIA,2014,47,,-,0,,3,,21,,31,,,-,1,,5,,52,,63,,,-,1,,5,,45,,32,,"VIRGINIA
(37.542682294000485, -78.45788924199968)",
FLORIDA,2014,47,1,,2,,5,,80,,105,,3,,7,,13,,294,,287,,2,,2,,6,,77,,119,,"FLORIDA
(28.93204444200046, -81.92895558499964)",
ILLINOIS,2014,47,,-,1,,9,,67,,69,,,-,1,,5,,43,,83,,,-,0,,2,,23,,35,,"ILLINOIS
(40.48501433000047, -88.99770813999965)",
UNITED STATES,2014,48,5,,21,,41,,1029,,1666,,28,,51,,116,,2395,,2774,,29,,36,,67,,1551,,1923,,,
NEW ENGLAND,2014,48,,-,1,,7,,76,,86,,,-,1,,3,,47,,93,,,-,3,,11,,169,,177,,,
MID. ATLANTIC,2014,48,2,,3,,8,,134,,268,,3,,3,,8,,167,,209,,4,,4,,15,,202,,276,,,
E.N. CENTRAL,2014,48,,-,3,,9,,158,,275,,2,,7,,61,,494,,435,,,-,6,,25,,283,,385,,,
W.N. CENTRAL,2014,48,,-,1,,5,,61,,93,,,-,1,,5,,65,,106,,,-,1,,4,,33,,72,,,
S. ATLANTIC,2014,48,1,,5,,9,,213,,268,,12,,16,,29,,756,,814,,20,,6,,19,,328,,374,,,
DIST. OF COL.,2014,48,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2014,48,1,,1,,3,,42,,55,,6,,10,,17,,481,,567,,3,,5,,11,,255,,333,,,
W.S. CENTRAL,2014,48,1,,3,,12,,131,,120,,2,,5,,18,,204,,273,,,-,2,,9,,75,,102,,,
MOUNTAIN,2014,48,,-,1,,4,,64,,174,,,-,1,,4,,44,,103,,,-,1,,5,,68,,73,,,
PACIFIC,2014,48,,-,3,,9,,150,,327,,3,,3,,13,,137,,174,,2,,2,,10,,138,,131,,,
AMER. SAMOA,2014,48,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2014,48,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2014,48,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
MARYLAND,2014,48,,-,0,,2,,26,,29,,1,,1,,3,,36,,40,,,-,1,,3,,35,,46,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
KENTUCKY,2014,48,1,,0,,2,,14,,22,,,-,3,,8,,140,,193,,,-,2,,8,,118,,213,,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
OKLAHOMA,2014,48,,-,0,,4,,16,,9,,,-,0,,10,,32,,33,,,-,0,,3,,12,,35,,"OKLAHOMA
(35.472031425000466, -97.52106845499969)",
WEST VIRGINIA,2014,48,,-,0,,1,,8,,3,,,-,3,,9,,141,,179,,,-,1,,6,,52,,52,,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
VIRGINIA,2014,48,,-,0,,3,,21,,32,,,-,1,,5,,52,,63,,,-,1,,5,,45,,33,,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
NEBRASKA,2014,48,,-,0,,2,,9,,13,,,-,0,,1,,7,,9,,,-,0,,1,,2,,2,,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
FLORIDA,2014,48,1,,1,,5,,81,,108,,5,,7,,13,,302,,295,,,-,2,,7,,78,,125,,"FLORIDA
(28.932042722000062, -81.92895768899996)",
KANSAS,2014,48,,-,0,,1,,5,,11,,,-,0,,2,,8,,10,,,-,0,,3,,22,,16,,"KANSAS
(38.347742794000055, -98.20077822999997)",
MONTANA,2014,48,,-,0,,1,,5,,6,,,-,0,,1,,,-,4,,,-,0,,2,,12,,15,,"MONTANA
(47.06652795700006, -109.42441587999997)",
CALIFORNIA,2014,48,,-,2,,7,,116,,241,,,-,2,,7,,73,,118,,,-,1,,4,,61,,70,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
SOUTH DAKOTA,2014,48,,-,0,,1,,2,,4,,,-,0,,1,,1,,5,,,-,0,,1,,,-,,-,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
MAINE,2014,48,,-,0,,2,,8,,7,,,-,0,,1,,11,,11,,,-,0,,2,,27,,6,,"MAINE
(45.25422910300006, -68.98502586699993)",
NEW YORK CITY,2014,48,2,,1,,4,,40,,83,,2,,1,,6,,49,,67,,,-,0,,4,,15,,14,,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
DELAWARE,2014,48,,-,0,,1,,1,,3,,,-,0,,1,,5,,12,,,U,0,,0,,,U,,U,"DELAWARE
(39.00883389200004, -75.57773597599999)",
OHIO,2014,48,,-,0,,3,,28,,56,,2,,3,,12,,165,,203,,,-,2,,17,,91,,84,,"OHIO
(40.060212455000055, -82.40425667899996)",
MISSOURI,2014,48,,-,0,,2,,18,,7,,,-,1,,3,,35,,54,,,-,0,,2,,6,,4,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
GEORGIA,2014,48,,-,1,,3,,43,,36,,,-,2,,6,,95,,100,,,-,0,,3,,24,,47,,"GEORGIA
(32.839683200000024, -83.62757885599996)",
NEW HAMPSHIRE,2014,48,,-,0,,2,,5,,9,,,-,0,,1,,3,,2,,,N,0,,0,,,N,,N,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
IOWA,2014,48,,-,0,,2,,7,,17,,,-,0,,2,,9,,10,,,-,0,,0,,,-,,-,"IOWA
(42.469401411000035, -93.81648725599996)",
RHODE ISLAND,2014,48,,-,0,,1,,5,,4,,,U,0,,0,,,U,,U,,U,0,,0,,,U,,U,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
WASHINGTON,2014,48,,-,0,,3,,17,,40,,2,,0,,7,,30,,22,,1,,1,,9,,62,,49,,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
MICHIGAN,2014,48,,-,1,,4,,42,,81,,,-,1,,4,,45,,47,,,-,1,,8,,87,,70,,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
ILLINOIS,2014,48,,-,1,,9,,67,,72,,,-,1,,5,,42,,84,,,-,0,,2,,23,,35,,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
WYOMING,2014,48,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23554100600006, -108.10982701399996)",
OREGON,2014,48,,-,0,,2,,11,,29,,,-,0,,3,,27,,29,,1,,0,,2,,15,,12,,"OREGON
(44.56745049300008, -120.15502935599994)",
INDIANA,2014,48,,-,0,,3,,15,,31,,,-,1,,7,,71,,92,,,-,1,,8,,63,,159,,"INDIANA
(39.76691072200049, -86.14995579899966)",
NORTH DAKOTA,2014,48,,-,0,,1,,7,,9,,,-,0,,0,,,-,,-,,-,0,,1,,1,,4,,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
ALABAMA,2014,48,,-,0,,2,,13,,9,,3,,2,,5,,100,,85,,,-,0,,2,,27,,29,,"ALABAMA
(32.84057234800002, -86.63185738799996)",
COLORADO,2014,48,,-,0,,2,,9,,49,,,-,0,,1,,1,,24,,,-,0,,1,,5,,21,,"COLORADO
(38.84384342200008, -106.13360911499996)",
LOUISIANA,2014,48,,-,0,,3,,7,,9,,,-,1,,5,,62,,70,,,-,0,,3,,21,,17,,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
IDAHO,2014,48,,-,0,,1,,6,,7,,,-,0,,1,,6,,13,,,-,0,,3,,7,,12,,"IDAHO
(43.68263174800006, -114.36372693399994)",
UTAH,2014,48,,-,0,,1,,4,,12,,,-,0,,1,,6,,4,,,-,1,,2,,28,,9,,"UTAH
(39.36070123200005, -111.58712831499997)",
MINNESOTA,2014,48,,-,0,,2,,13,,32,,,-,0,,1,,5,,18,,,-,0,,1,,2,,46,,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
TENNESSEE,2014,48,,-,0,,2,,11,,20,,3,,4,,9,,198,,238,,3,,2,,7,,110,,91,,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
PUERTO RICO,2014,48,,-,0,,1,,3,,10,,,-,0,,2,,12,,34,,,N,0,,0,,,N,,N,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
MASSACHUSETTS,2014,48,,-,1,,3,,34,,42,,,-,0,,3,,23,,70,,,-,3,,10,,132,,168,,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
WISCONSIN,2014,48,,-,0,,1,,6,,35,,,-,0,,57,,171,,9,,,-,0,,2,,19,,37,,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
ARIZONA,2014,48,,-,0,,3,,24,,64,,,-,0,,1,,12,,27,,,U,0,,0,,,U,,U,"ARIZONA
(34.86597351900008, -111.76380664699997)",
GUAM,2014,48,,-,0,,4,,,-,27,,,-,0,,7,,,-,68,,,-,0,,3,,,-,68,,"GUAM
(13.480998894000038, 144.73149801400007)",
NEW MEXICO,2014,48,,-,0,,2,,9,,18,,,-,0,,1,,1,,3,,,-,0,,2,,12,,8,,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
NEW JERSEY,2014,48,,-,0,,2,,15,,66,,,-,0,,3,,18,,61,,,-,0,,4,,25,,95,,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
NEW YORK,2014,48,,-,0,,4,,34,,69,,,-,1,,3,,37,,45,,3,,2,,11,,90,,92,,"NEW YORK
(42.82700376100007, -75.54396609999998)",
