Reporting Area,MMWR Year,MMWR Week,"Hepatitis (viral, acute), type A, Current week","Hepatitis (viral, acute), type A, Current week, flag ","Hepatitis (viral, acute), type A, Previous 52 weeks Med","Hepatitis (viral, acute), type A, Previous 52 weeks Med, flag","Hepatitis (viral, acute), type A, Previous 52 weeks Max","Hepatitis (viral, acute), type A, Previous 52 weeks Max, flag","Hepatitis (viral, acute), type A, Cum 2016","Hepatitis (viral, acute), type A, Cum 2016, flag","Hepatitis (viral, acute), type A, Cum 2015","Hepatitis (viral, acute), type A, Cum 2015, flag","Hepatitis (viral, acute), type B, Current week","Hepatitis (viral, acute), type B, Current week, flag","Hepatitis (viral, acute), type B, Previous 52 weeks Med","Hepatitis (viral, acute), type B, Previous 52 weeks Med, flag","Hepatitis (viral, acute), type B, Previous 52 weeks Max","Hepatitis (viral, acute), type B, Previous 52 weeks Max, flag","Hepatitis (viral, acute), type B, Cum 2016","Hepatitis (viral, acute), type B, Cum 2016, flag","Hepatitis (viral, acute), type B, Cum 2015","Hepatitis (viral, acute), type B, Cum 2015, flag","Hepatitis (viral, acute), type C, Current week","Hepatitis (viral, acute), type C, Current week, flag","Hepatitis (viral, acute), type C, Previous 52 weeks Med","Hepatitis (viral, acute), type C, Previous 52 weeks Med, flag","Hepatitis (viral, acute), type C, Previous 52 weeks Max","Hepatitis (viral, acute), type C, Previous 52 weeks Max, flag","Hepatitis (viral, acute), type C, Cum 2016","Hepatitis (viral, acute), type C, Cum 2016, flag","Hepatitis (viral, acute), type C, Cum 2015","Hepatitis (viral, acute), type C, Cum 2015, flag",Location 1,Location 2
RHODE ISLAND,2016,32,,-,0,,2,,3,,4,,,U,0,,0,,,U,,U,,U,0,,0,,,U,,U,"RHODE ISLAND
(41.707447, -71.522488)",
HAWAII,2016,32,4,,0,,32,,137,,5,,,-,0,,1,,1,,8,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
ALASKA,2016,32,,-,0,,1,,,-,3,,,-,0,,1,,3,,1,,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
PENNSYLVANIA,2016,32,1,,1,,4,,29,,28,,1,,1,,4,,26,,33,,2,,2,,8,,83,,90,,"PENNSYLVANIA
(40.789676, -77.858055)",
CALIFORNIA,2016,32,,-,3,,9,,99,,108,,,-,2,,8,,55,,100,,,-,1,,3,,25,,33,,"CALIFORNIA
(37.640735, -121.002435)",
NORTH DAKOTA,2016,32,,-,0,,1,,2,,3,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
MAINE,2016,32,,-,0,,1,,4,,4,,1,,0,,3,,26,,1,,,-,0,,2,,11,,19,,"MAINE
(45.252223, -68.986647)",
OKLAHOMA,2016,32,,-,0,,3,,5,,5,,,-,0,,10,,5,,17,,1,,0,,25,,14,,5,,"OKLAHOMA
(35.468494, -97.521264)",
PUERTO RICO,2016,32,,-,0,,1,,2,,2,,,-,0,,2,,9,,20,,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
INDIANA,2016,32,,-,0,,3,,15,,11,,,-,1,,5,,38,,95,,,-,2,,7,,57,,78,,"INDIANA
(39.76845, -86.156212)",
NEVADA,2016,32,,-,0,,1,,2,,8,,,-,0,,2,,1,,14,,,-,0,,1,,1,,9,,"NEVADA
(39.491833, -117.070159)",
VIRGINIA,2016,32,3,,2,,6,,60,,20,,,-,1,,11,,31,,36,,,-,1,,4,,26,,27,,"VIRGINIA
(37.542699, -78.45822)",
KENTUCKY,2016,32,,-,0,,2,,4,,9,,,-,2,,9,,43,,99,,,-,1,,5,,27,,71,,"KENTUCKY
(37.64591, -84.774043)",
FLORIDA,2016,32,1,,2,,7,,67,,62,,5,,10,,16,,285,,257,,10,,4,,9,,151,,61,,"FLORIDA
(28.915325, -81.922409)",
WISCONSIN,2016,32,,-,0,,1,,,-,7,,,-,0,,1,,5,,4,,,-,1,,3,,24,,48,,"WISCONSIN
(44.395526, -89.834513)",
SOUTH DAKOTA,2016,32,,-,0,,1,,,-,1,,,-,0,,1,,2,,2,,,-,0,,2,,9,,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
TEXAS,2016,32,,-,3,,11,,79,,78,,1,,3,,12,,62,,82,,,-,1,,3,,23,,26,,"TEXAS
(31.827233, -99.423022)",
TENNESSEE,2016,32,,-,0,,2,,1,,8,,2,,4,,8,,109,,152,,,-,3,,7,,79,,112,,"TENNESSEE
(35.681402, -85.774444)",
NEW HAMPSHIRE,2016,32,,-,0,,1,,3,,,-,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,"NEW HAMPSHIRE
(43.657736, -71.500736)",
NEW JERSEY,2016,32,,-,1,,3,,40,,39,,,-,1,,4,,14,,59,,,-,1,,4,,16,,89,,"NEW JERSEY
(40.104655, -74.386686)",
ALABAMA,2016,32,1,,0,,2,,12,,14,,,-,2,,5,,37,,67,,,-,1,,4,,24,,49,,"ALABAMA
(32.839182, -86.631125)",
LOUISIANA,2016,32,,-,0,,1,,9,,2,,,-,1,,7,,27,,54,,,-,0,,2,,5,,19,,"LOUISIANA
(31.2931, -92.463284)",
MISSISSIPPI,2016,32,,-,0,,1,,2,,,-,,-,0,,3,,14,,33,,,U,0,,0,,,U,,U,"MISSISSIPPI
(32.738663, -89.537312)",
UNITED STATES,2016,33,24,,26,,72,,951,,853,,25,,52,,128,,1539,,2109,,14,,44,,140,,1253,,1497,,,
NEW ENGLAND,2016,33,,-,1,,3,,45,,39,,,-,1,,4,,45,,25,,,-,5,,11,,120,,194,,,
MID. ATLANTIC,2016,33,3,,4,,11,,129,,148,,3,,4,,8,,109,,143,,1,,7,,13,,202,,250,,,
NEW YORK CITY,2016,33,1,,1,,3,,28,,53,,2,,1,,3,,42,,29,,,-,0,,1,,4,,6,,"NEW YORK CITY
",
E.N. CENTRAL,2016,33,1,,3,,8,,89,,110,,2,,10,,17,,297,,454,,,-,9,,18,,281,,277,,,
W.N. CENTRAL,2016,33,,-,1,,3,,23,,44,,,-,1,,5,,27,,59,,,-,1,,4,,27,,45,,,
S. ATLANTIC,2016,33,11,,7,,15,,230,,160,,13,,21,,33,,616,,709,,7,,10,,20,,327,,319,,,
DIST. OF COL.,2016,33,,U,0,,0,,,U,,U,,U,0,,0,,,U,,U,,U,0,,0,,,U,,U,"DIST. OF COL.
",
E.S. CENTRAL,2016,33,2,,1,,4,,22,,33,,2,,8,,21,,209,,356,,,-,5,,10,,132,,240,,,
W.S. CENTRAL,2016,33,2,,3,,13,,104,,96,,2,,4,,25,,121,,176,,,-,1,,27,,43,,52,,,
MOUNTAIN,2016,33,2,,1,,6,,43,,82,,1,,1,,8,,18,,63,,,-,2,,9,,51,,80,,,
PACIFIC,2016,33,3,,4,,34,,266,,141,,2,,3,,37,,97,,124,,6,,2,,64,,70,,40,,,
AMER. SAMOA,2016,33,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,33,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,33,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
PENNSYLVANIA,2016,33,1,,1,,4,,30,,28,,,-,1,,4,,27,,34,,,-,2,,8,,83,,91,,"PENNSYLVANIA
(40.789676, -77.858055)",
GUAM,2016,33,,-,0,,2,,,-,44,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NEVADA,2016,33,,-,0,,1,,2,,8,,,-,0,,2,,1,,16,,,-,0,,1,,1,,9,,"NEVADA
(39.491833, -117.070159)",
FLORIDA,2016,33,5,,2,,7,,72,,65,,9,,10,,16,,299,,262,,5,,4,,11,,157,,63,,"FLORIDA
(28.915325, -81.922409)",
WYOMING,2016,33,,-,0,,0,,,-,3,,,U,0,,0,,,U,,U,,U,0,,0,,,U,,U,"WYOMING
(43.23558, -108.110518)",
DELAWARE,2016,33,,-,0,,0,,,-,2,,1,,0,,1,,2,,7,,,U,0,,0,,,U,,U,"DELAWARE
(39.008676, -75.574561)",
PUERTO RICO,2016,33,,-,0,,1,,2,,2,,,-,0,,2,,9,,21,,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
NEW JERSEY,2016,33,,-,1,,3,,40,,41,,,-,1,,4,,15,,62,,,-,1,,4,,16,,89,,"NEW JERSEY
(40.104655, -74.386686)",
ALASKA,2016,33,1,,0,,1,,1,,4,,,-,0,,1,,3,,1,,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
SOUTH CAROLINA,2016,33,,-,0,,3,,9,,7,,1,,0,,2,,20,,18,,,-,0,,2,,7,,2,,"SOUTH CAROLINA
(34.009286, -81.037094)",
ILLINOIS,2016,33,,-,1,,5,,33,,38,,,-,0,,2,,21,,45,,,-,0,,3,,17,,18,,"ILLINOIS
(40.477092, -88.993221)",
KANSAS,2016,33,,-,0,,1,,3,,4,,,-,0,,2,,10,,6,,,-,0,,2,,5,,16,,"KANSAS
(38.345528, -98.201847)",
CONNECTICUT,2016,33,,-,0,,2,,6,,6,,,-,0,,1,,2,,5,,,-,0,,2,,13,,10,,"CONNECTICUT
(41.544654, -72.651713)",
UTAH,2016,33,,-,0,,1,,7,,5,,,-,0,,1,,1,,8,,,-,1,,4,,21,,16,,"UTAH
(39.359772, -111.584173)",
KENTUCKY,2016,33,,-,0,,2,,4,,9,,,-,1,,9,,43,,100,,,-,1,,5,,29,,76,,"KENTUCKY
(37.64591, -84.774043)",
WISCONSIN,2016,33,,-,0,,1,,,-,7,,,-,0,,1,,5,,4,,,-,1,,3,,25,,48,,"WISCONSIN
(44.395526, -89.834513)",
WASHINGTON,2016,33,,-,0,,26,,12,,,-,2,,0,,34,,24,,,-,6,,0,,63,,37,,,-,"WASHINGTON
(47.517368, -120.467672)",
OKLAHOMA,2016,33,,-,0,,3,,5,,5,,,-,0,,10,,5,,17,,,-,0,,25,,14,,5,,"OKLAHOMA
(35.468494, -97.521264)",
ARIZONA,2016,33,1,,1,,4,,20,,31,,,-,0,,3,,9,,12,,,U,0,,0,,,U,,U,"ARIZONA
(34.869712, -111.760902)",
SOUTH DAKOTA,2016,33,,-,0,,1,,,-,1,,,-,0,,1,,2,,2,,,-,0,,2,,9,,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
NORTH DAKOTA,2016,33,,-,0,,1,,2,,3,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
MONTANA,2016,33,,-,0,,1,,1,,1,,,-,0,,1,,1,,2,,,-,0,,2,,13,,8,,"MONTANA
(47.062617, -109.430168)",
ALABAMA,2016,33,,-,0,,2,,13,,14,,,-,1,,5,,40,,70,,,-,1,,4,,24,,49,,"ALABAMA
(32.839182, -86.631125)",
INDIANA,2016,33,,-,0,,3,,11,,11,,,-,1,,5,,47,,97,,,-,2,,7,,57,,81,,"INDIANA
(39.76845, -86.156212)",
MISSISSIPPI,2016,33,,-,0,,1,,2,,,-,,-,0,,3,,14,,33,,,U,0,,0,,,U,,U,"MISSISSIPPI
(32.738663, -89.537312)",
RHODE ISLAND,2016,33,,-,0,,2,,3,,4,,,U,0,,0,,,U,,U,,U,0,,0,,,U,,U,"RHODE ISLAND
(41.707447, -71.522488)",
TENNESSEE,2016,33,2,,0,,2,,3,,10,,2,,4,,8,,112,,153,,,-,3,,8,,79,,115,,"TENNESSEE
(35.681402, -85.774444)",
WEST VIRGINIA,2016,33,,-,0,,2,,3,,3,,,-,5,,12,,147,,167,,,-,1,,4,,38,,46,,"WEST VIRGINIA
(38.668501, -80.709421)",
NEW YORK,2016,33,1,,1,,6,,31,,26,,1,,1,,4,,25,,18,,1,,3,,8,,99,,64,,"NEW YORK
(42.826892, -75.544286)",
IDAHO,2016,33,,-,0,,1,,3,,7,,1,,0,,1,,6,,7,,,-,0,,1,,4,,2,,"IDAHO
(43.680635, -114.364237)",
COLORADO,2016,33,1,,0,,1,,9,,21,,,-,0,,4,,,-,16,,,-,0,,3,,5,,27,,"COLORADO
(38.841772, -106.132562)",
MASSACHUSETTS,2016,33,,-,1,,3,,26,,23,,,-,0,,3,,14,,18,,,-,4,,9,,91,,165,,"MASSACHUSETTS
(42.268546, -72.085064)",
MAINE,2016,33,,-,0,,1,,4,,4,,,-,1,,3,,27,,1,,,-,0,,2,,11,,19,,"MAINE
(45.252223, -68.986647)",
MINNESOTA,2016,33,,-,0,,1,,1,,16,,,-,0,,2,,4,,12,,,-,0,,3,,11,,20,,"MINNESOTA
(46.357661, -94.793397)",
TEXAS,2016,33,2,,3,,11,,82,,84,,2,,3,,12,,64,,86,,,-,1,,4,,24,,27,,"TEXAS
(31.827233, -99.423022)",
NORTH CAROLINA,2016,33,,-,1,,4,,32,,31,,,-,2,,9,,46,,114,,,-,2,,7,,46,,95,,"NORTH CAROLINA
(35.47995, -79.180571)",
ARKANSAS,2016,33,,-,0,,3,,8,,5,,,-,1,,4,,25,,18,,,-,0,,1,,,-,1,,"ARKANSAS
(34.748745, -92.275105)",
OHIO,2016,33,1,,0,,3,,19,,24,,2,,6,,12,,190,,276,,,-,2,,10,,97,,78,,"OHIO
(40.056807, -82.405897)",
NEW HAMPSHIRE,2016,33,,-,0,,1,,3,,,-,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,"NEW HAMPSHIRE
(43.657736, -71.500736)",
LOUISIANA,2016,33,,-,0,,1,,9,,2,,,-,1,,7,,27,,55,,,-,0,,2,,5,,19,,"LOUISIANA
(31.2931, -92.463284)",
GEORGIA,2016,33,2,,1,,3,,39,,18,,1,,1,,6,,54,,81,,,-,1,,4,,26,,61,,"GEORGIA
(32.836038, -83.631709)",
NEBRASKA,2016,33,,-,0,,2,,10,,4,,,-,0,,2,,5,,,-,,-,0,,1,,2,,4,,"NEBRASKA
(41.640503, -99.367122)",
MISSOURI,2016,33,,-,0,,2,,,-,6,,,-,0,,3,,,-,26,,,-,0,,1,,,-,5,,"MISSOURI
(38.636168, -92.566292)",
HAWAII,2016,33,,-,0,,32,,137,,5,,,-,0,,1,,1,,8,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
CALIFORNIA,2016,33,2,,3,,10,,109,,113,,,-,2,,8,,61,,102,,,-,1,,3,,24,,33,,"CALIFORNIA
(37.640735, -121.002435)",
VIRGINIA,2016,33,2,,2,,6,,62,,22,,,-,1,,11,,31,,37,,2,,1,,4,,28,,28,,"VIRGINIA
(37.542699, -78.45822)",
MICHIGAN,2016,33,,-,1,,3,,26,,30,,,-,1,,4,,34,,32,,,-,2,,8,,85,,52,,"MICHIGAN
(44.66399, -84.711206)",
IOWA,2016,33,,-,0,,2,,7,,10,,,-,0,,2,,5,,13,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
OREGON,2016,33,,-,0,,3,,7,,19,,,-,0,,2,,8,,13,,,-,0,,1,,9,,7,,"OREGON
(44.567912, -120.156945)",
MARYLAND,2016,33,2,,0,,3,,13,,12,,1,,0,,4,,17,,23,,,-,1,,4,,25,,24,,"MARYLAND
(39.290443, -76.612333)",
VERMONT,2016,33,,-,0,,1,,3,,2,,,-,0,,1,,2,,1,,,-,0,,1,,5,,,-,"VERMONT
(43.622479, -72.51927)",
NEW MEXICO,2016,33,,-,0,,1,,1,,6,,,-,0,,0,,,-,2,,,-,0,,4,,7,,18,,"NEW MEXICO
(34.520396, -106.244402)",
UNITED STATES,2016,34,44,,27,,72,,1062,,887,,27,,53,,128,,1601,,2172,,9,,44,,140,,1271,,1542,,,
NEW ENGLAND,2016,34,,-,1,,3,,45,,41,,,-,1,,4,,45,,26,,,-,5,,11,,121,,201,,,
MID. ATLANTIC,2016,34,5,,4,,11,,136,,152,,1,,4,,8,,115,,148,,3,,7,,13,,212,,257,,,
NEW YORK CITY,2016,34,1,,1,,3,,29,,56,,,-,1,,3,,42,,30,,,-,0,,1,,4,,6,,"NEW YORK CITY
",
E.N. CENTRAL,2016,34,,-,3,,8,,90,,115,,2,,9,,17,,298,,467,,1,,8,,18,,264,,286,,,
W.N. CENTRAL,2016,34,,-,1,,3,,26,,46,,,-,1,,5,,31,,59,,,-,1,,4,,32,,45,,,
S. ATLANTIC,2016,34,28,,7,,15,,262,,168,,15,,21,,34,,644,,732,,1,,10,,20,,332,,328,,,
DIST. OF COL.,2016,34,,U,0,,0,,,U,,U,,U,0,,0,,,U,,U,,U,0,,0,,,U,,U,"DIST. OF COL.
",
E.S. CENTRAL,2016,34,,-,1,,4,,22,,35,,5,,8,,21,,222,,370,,,-,5,,10,,138,,247,,,
W.S. CENTRAL,2016,34,2,,3,,13,,107,,103,,3,,5,,25,,129,,180,,,-,1,,27,,43,,54,,,
MOUNTAIN,2016,34,3,,1,,6,,47,,82,,,-,1,,8,,17,,63,,2,,2,,9,,56,,83,,,
PACIFIC,2016,34,6,,5,,34,,327,,145,,1,,4,,37,,100,,127,,2,,2,,64,,73,,41,,,
AMER. SAMOA,2016,34,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,34,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,34,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
ALASKA,2016,34,,-,0,,1,,1,,4,,,-,0,,1,,3,,1,,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
NEW YORK,2016,34,2,,1,,6,,33,,26,,,-,1,,4,,25,,19,,3,,3,,8,,104,,67,,"NEW YORK
(42.826892, -75.544286)",
PUERTO RICO,2016,34,,-,0,,1,,2,,2,,,-,0,,2,,9,,21,,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
MASSACHUSETTS,2016,34,,-,1,,3,,26,,24,,,-,0,,3,,14,,19,,,-,4,,9,,91,,169,,"MASSACHUSETTS
(42.268546, -72.085064)",
DELAWARE,2016,34,,-,0,,0,,,-,2,,,-,0,,1,,1,,7,,,U,0,,0,,,U,,U,"DELAWARE
(39.008676, -75.574561)",
OHIO,2016,34,,-,0,,3,,19,,25,,2,,6,,12,,192,,284,,,-,2,,10,,97,,80,,"OHIO
(40.056807, -82.405897)",
MISSISSIPPI,2016,34,,-,0,,1,,2,,,-,,-,0,,3,,14,,33,,,U,0,,0,,,U,,U,"MISSISSIPPI
(32.738663, -89.537312)",
MONTANA,2016,34,,-,0,,1,,1,,1,,,-,0,,1,,1,,2,,,-,0,,2,,13,,10,,"MONTANA
(47.062617, -109.430168)",
WYOMING,2016,34,,-,0,,0,,,-,3,,,U,0,,0,,,U,,U,,U,0,,0,,,U,,U,"WYOMING
(43.23558, -108.110518)",
ILLINOIS,2016,34,,-,1,,5,,33,,41,,,-,0,,2,,21,,46,,,-,0,,3,,17,,18,,"ILLINOIS
(40.477092, -88.993221)",
NEVADA,2016,34,,-,0,,1,,2,,8,,,-,0,,2,,1,,16,,,-,0,,1,,1,,9,,"NEVADA
(39.491833, -117.070159)",
MAINE,2016,34,,-,0,,1,,4,,4,,,-,1,,3,,27,,1,,,-,0,,2,,12,,21,,"MAINE
(45.252223, -68.986647)",
RHODE ISLAND,2016,34,,-,0,,2,,3,,4,,,U,0,,0,,,U,,U,,U,0,,0,,,U,,U,"RHODE ISLAND
(41.707447, -71.522488)",
SOUTH DAKOTA,2016,34,,-,0,,1,,,-,1,,,-,0,,1,,2,,2,,,-,0,,2,,10,,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
LOUISIANA,2016,34,,-,0,,1,,9,,2,,,-,1,,7,,27,,56,,,-,0,,2,,5,,20,,"LOUISIANA
(31.2931, -92.463284)",
OKLAHOMA,2016,34,,-,0,,3,,5,,6,,,-,0,,10,,5,,17,,,-,0,,25,,14,,5,,"OKLAHOMA
(35.468494, -97.521264)",
NEW MEXICO,2016,34,,-,0,,1,,1,,6,,,-,0,,0,,,-,2,,,-,0,,4,,7,,18,,"NEW MEXICO
(34.520396, -106.244402)",
ARKANSAS,2016,34,1,,0,,3,,9,,6,,1,,1,,4,,30,,18,,,-,0,,1,,,-,1,,"ARKANSAS
(34.748745, -92.275105)",
OREGON,2016,34,,-,0,,3,,8,,19,,,-,0,,2,,8,,14,,,-,0,,1,,9,,7,,"OREGON
(44.567912, -120.156945)",
NEBRASKA,2016,34,,-,0,,2,,12,,5,,,-,0,,2,,5,,,-,,-,0,,1,,3,,4,,"NEBRASKA
(41.640503, -99.367122)",
INDIANA,2016,34,,-,0,,3,,11,,11,,,-,1,,5,,47,,99,,,-,2,,7,,57,,83,,"INDIANA
(39.76845, -86.156212)",
CALIFORNIA,2016,34,1,,3,,10,,119,,117,,,-,3,,8,,64,,103,,,-,1,,3,,26,,34,,"CALIFORNIA
(37.640735, -121.002435)",
MARYLAND,2016,34,2,,0,,3,,15,,12,,1,,0,,4,,19,,24,,1,,1,,4,,26,,24,,"MARYLAND
(39.290443, -76.612333)",
NORTH DAKOTA,2016,34,,-,0,,1,,2,,3,,,-,0,,1,,1,,,-,,-,0,,1,,1,,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
WISCONSIN,2016,34,,-,0,,1,,,-,8,,,-,0,,1,,5,,4,,,-,1,,3,,26,,49,,"WISCONSIN
(44.395526, -89.834513)",
MISSOURI,2016,34,,-,0,,2,,,-,6,,,-,0,,3,,,-,26,,,-,0,,1,,,-,5,,"MISSOURI
(38.636168, -92.566292)",
KANSAS,2016,34,,-,0,,1,,3,,4,,,-,0,,2,,12,,6,,,-,0,,2,,7,,16,,"KANSAS
(38.345528, -98.201847)",
MINNESOTA,2016,34,,-,0,,1,,1,,17,,,-,0,,2,,4,,12,,,-,0,,3,,11,,20,,"MINNESOTA
(46.357661, -94.793397)",
KENTUCKY,2016,34,,-,0,,2,,4,,11,,2,,2,,9,,50,,105,,,-,1,,5,,32,,79,,"KENTUCKY
(37.64591, -84.774043)",
VIRGINIA,2016,34,21,,2,,6,,86,,23,,,-,1,,11,,31,,39,,,-,1,,4,,28,,29,,"VIRGINIA
(37.542699, -78.45822)",
CONNECTICUT,2016,34,,-,0,,2,,6,,7,,,-,0,,1,,2,,5,,,-,0,,2,,13,,11,,"CONNECTICUT
(41.544654, -72.651713)",
IOWA,2016,34,,-,0,,2,,8,,10,,,-,0,,2,,7,,13,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
TENNESSEE,2016,34,,-,0,,2,,3,,10,,3,,4,,8,,118,,160,,,-,3,,8,,82,,117,,"TENNESSEE
(35.681402, -85.774444)",
COLORADO,2016,34,2,,0,,1,,11,,21,,,-,0,,4,,,-,16,,,-,0,,3,,5,,27,,"COLORADO
(38.841772, -106.132562)",
NEW JERSEY,2016,34,,-,1,,3,,42,,41,,,-,1,,4,,19,,64,,,-,1,,4,,22,,91,,"NEW JERSEY
(40.104655, -74.386686)",
FLORIDA,2016,34,4,,2,,7,,76,,69,,14,,10,,17,,319,,272,,,-,4,,11,,158,,66,,"FLORIDA
(28.915325, -81.922409)",
WEST VIRGINIA,2016,34,,-,0,,2,,3,,5,,,-,5,,12,,147,,171,,,-,1,,4,,38,,48,,"WEST VIRGINIA
(38.668501, -80.709421)",
UTAH,2016,34,,-,0,,1,,7,,5,,,-,0,,1,,1,,8,,2,,1,,4,,26,,17,,"UTAH
(39.359772, -111.584173)",
WASHINGTON,2016,34,,-,0,,26,,12,,,-,1,,0,,34,,24,,,-,2,,0,,63,,38,,,-,"WASHINGTON
(47.517368, -120.467672)",
VERMONT,2016,34,,-,0,,1,,3,,2,,,-,0,,1,,2,,1,,,-,0,,1,,5,,,-,"VERMONT
(43.622479, -72.51927)",
PENNSYLVANIA,2016,34,2,,1,,4,,32,,29,,1,,1,,4,,29,,35,,,-,2,,8,,82,,93,,"PENNSYLVANIA
(40.789676, -77.858055)",
ARIZONA,2016,34,1,,1,,4,,22,,31,,,-,0,,3,,8,,12,,,U,0,,0,,,U,,U,"ARIZONA
(34.869712, -111.760902)",
NORTH CAROLINA,2016,34,,-,1,,4,,32,,31,,,-,2,,9,,48,,117,,,-,2,,7,,46,,98,,"NORTH CAROLINA
(35.47995, -79.180571)",
MICHIGAN,2016,34,,-,1,,3,,27,,30,,,-,1,,4,,33,,34,,1,,2,,5,,67,,56,,"MICHIGAN
(44.66399, -84.711206)",
GEORGIA,2016,34,1,,1,,3,,41,,19,,,-,2,,6,,59,,84,,,-,1,,4,,29,,61,,"GEORGIA
(32.836038, -83.631709)",
TEXAS,2016,34,1,,3,,11,,84,,89,,2,,2,,12,,67,,89,,,-,1,,4,,24,,28,,"TEXAS
(31.827233, -99.423022)",
GUAM,2016,34,,-,0,,2,,,-,44,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
SOUTH CAROLINA,2016,34,,-,0,,3,,9,,7,,,-,0,,2,,20,,18,,,-,0,,2,,7,,2,,"SOUTH CAROLINA
(34.009286, -81.037094)",
HAWAII,2016,34,5,,0,,32,,187,,5,,,-,0,,1,,1,,9,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
ALABAMA,2016,34,,-,0,,2,,13,,14,,,-,1,,5,,40,,72,,,-,1,,4,,24,,51,,"ALABAMA
(32.839182, -86.631125)",
IDAHO,2016,34,,-,0,,1,,3,,7,,,-,0,,1,,6,,7,,,-,0,,1,,4,,2,,"IDAHO
(43.680635, -114.364237)",
NEW HAMPSHIRE,2016,34,,-,0,,1,,3,,,-,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,"NEW HAMPSHIRE
(43.657736, -71.500736)",
UNITED STATES,2016,35,52,,27,,72,,1142,,910,,21,,53,,128,,1662,,2236,,18,,44,,140,,1353,,1577,,,
NEW ENGLAND,2016,35,1,,1,,4,,55,,42,,,-,1,,4,,46,,27,,1,,5,,11,,153,,209,,,
MID. ATLANTIC,2016,35,6,,4,,11,,145,,156,,3,,4,,8,,119,,156,,7,,7,,13,,230,,262,,,
NEW YORK CITY,2016,35,1,,1,,3,,30,,57,,2,,1,,3,,44,,32,,,-,0,,1,,4,,6,,"NEW YORK CITY
",
E.N. CENTRAL,2016,35,1,,3,,8,,96,,117,,1,,9,,17,,313,,474,,2,,8,,18,,283,,292,,,
W.N. CENTRAL,2016,35,1,,1,,3,,27,,48,,,-,1,,5,,31,,61,,,-,1,,4,,32,,45,,,
S. ATLANTIC,2016,35,36,,7,,33,,306,,171,,12,,20,,34,,664,,758,,2,,10,,20,,341,,338,,,
DIST. OF COL.,2016,35,,U,0,,0,,,U,,U,,U,0,,0,,,U,,U,,U,0,,0,,,U,,U,"DIST. OF COL.
",
E.S. CENTRAL,2016,35,,-,1,,4,,22,,37,,2,,8,,21,,231,,379,,,-,5,,10,,139,,249,,,
W.S. CENTRAL,2016,35,4,,3,,13,,111,,109,,2,,5,,25,,135,,186,,3,,1,,27,,46,,54,,,
MOUNTAIN,2016,35,1,,1,,6,,48,,83,,,-,1,,8,,17,,64,,2,,2,,9,,57,,84,,,
PACIFIC,2016,35,2,,5,,34,,332,,147,,1,,3,,37,,106,,131,,1,,2,,64,,72,,44,,,
AMER. SAMOA,2016,35,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,35,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
