Reporting Area,MMWR Year,MMWR Week,"Mumps, Current week","Mumps, Current week, flag","Mumps, Previous 52 weeks Med","Mumps, Previous 52 weeks Med, flag","Mumps, Previous 52 weeks Max","Mumps, Previous 52 weeks Max, flag","Mumps, Cum 2016","Mumps, Cum 2016, flag","Mumps, Cum 2015","Mumps, Cum 2015, flag","Pertussis, Current week","Pertussis, Current week, flag","Pertussis, Previous 52 weeks Med","Pertussis, Previous 52 weeks Med, flag","Pertussis, Previous 52 weeks Max","Pertussis, Previous 52 weeks Max, flag","Pertussis, Cum 2016","Pertussis, Cum 2016, flag","Pertussis, Cum 2015","Pertussis, Cum 2015, flag","Rabies, animal, Current week","Rabies, animal, Current week, flag","Rabies, animal, Previous 52 weeks Med","Rabies, animal, Previous 52 weeks Med, flag","Rabies, animal, Previous 52 weeks Max","Rabies, animal, Previous 52 weeks Max, flag","Rabies, animal, Cum 2016","Rabies, animal, Cum 2016, flag","Rabies, animal, Cum 2015","Rabies, animal, Cum 2015, flag",Location 1,Location 2
RHODE ISLAND,2016,31,,-,0,,1,,,-,1,,,-,0,,16,,59,,12,,1,,0,,2,,12,,8,,"RHODE ISLAND
(41.707447, -71.522488)",
MASSACHUSETTS,2016,31,,-,1,,28,,204,,4,,,-,4,,10,,76,,138,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
PENNSYLVANIA,2016,31,,-,0,,2,,3,,6,,13,,21,,37,,789,,549,,,-,0,,15,,,-,191,,"PENNSYLVANIA
(40.789676, -77.858055)",
CONNECTICUT,2016,31,,-,0,,12,,34,,1,,,-,1,,6,,59,,50,,,-,3,,12,,66,,89,,"CONNECTICUT
(41.544654, -72.651713)",
NEVADA,2016,31,,-,0,,1,,1,,,-,,-,0,,7,,1,,86,,,-,0,,1,,2,,5,,"NEVADA
(39.491833, -117.070159)",
CALIFORNIA,2016,31,,-,1,,3,,24,,24,,1,,25,,65,,604,,2857,,,-,3,,14,,94,,118,,"CALIFORNIA
(37.640735, -121.002435)",
ILLINOIS,2016,31,,-,11,,33,,282,,116,,,-,16,,31,,469,,359,,2,,1,,18,,34,,31,,"ILLINOIS
(40.477092, -88.993221)",
MARYLAND,2016,31,,-,0,,5,,2,,7,,3,,2,,7,,56,,79,,,-,4,,20,,88,,207,,"MARYLAND
(39.290443, -76.612333)",
IDAHO,2016,31,,-,0,,1,,1,,8,,7,,1,,8,,68,,168,,,-,0,,3,,7,,4,,"IDAHO
(43.680635, -114.364237)",
ARKANSAS,2016,31,,-,0,,1,,,-,3,,,-,1,,7,,25,,30,,,-,0,,4,,13,,49,,"ARKANSAS
(34.748745, -92.275105)",
MISSOURI,2016,31,,-,0,,7,,,-,20,,,-,0,,13,,2,,174,,,-,0,,4,,4,,17,,"MISSOURI
(38.636168, -92.566292)",
NORTH DAKOTA,2016,31,,-,0,,3,,12,,,-,,-,1,,4,,21,,17,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
MAINE,2016,31,,-,0,,1,,4,,,-,3,,4,,12,,139,,199,,,-,1,,6,,40,,16,,"MAINE
(45.252223, -68.986647)",
ALABAMA,2016,31,,-,0,,1,,1,,1,,,-,3,,7,,113,,101,,4,,1,,4,,49,,59,,"ALABAMA
(32.839182, -86.631125)",
NEW MEXICO,2016,31,,-,0,,1,,2,,1,,,-,4,,13,,79,,109,,,-,0,,1,,2,,7,,"NEW MEXICO
(34.520396, -106.244402)",
FLORIDA,2016,31,,-,0,,2,,10,,7,,,-,7,,15,,203,,202,,,-,0,,18,,43,,83,,"FLORIDA
(28.915325, -81.922409)",
COLORADO,2016,31,,-,0,,3,,10,,5,,,-,15,,26,,427,,567,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
ARIZONA,2016,31,,-,0,,1,,4,,,-,1,,7,,30,,212,,410,,,N,0,,0,,,N,,N,"ARIZONA
(34.869712, -111.760902)",
OHIO,2016,31,1,,0,,20,,56,,16,,16,,18,,40,,586,,458,,,-,0,,5,,13,,23,,"OHIO
(40.056807, -82.405897)",
PUERTO RICO,2016,31,,-,0,,1,,1,,3,,,-,0,,3,,8,,9,,,-,0,,1,,,-,10,,"PUERTO RICO
(18.215692, -66.414655)",
KANSAS,2016,31,,-,0,,2,,6,,,-,,-,3,,11,,51,,317,,1,,1,,8,,42,,78,,"KANSAS
(38.345528, -98.201847)",
IOWA,2016,31,,-,16,,47,,523,,17,,,-,3,,11,,69,,90,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
GEORGIA,2016,31,,-,0,,1,,1,,,-,,-,3,,15,,75,,146,,,-,0,,9,,,-,161,,"GEORGIA
(32.836038, -83.631709)",
HAWAII,2016,31,,-,0,,1,,2,,,-,,-,1,,5,,44,,27,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
WEST VIRGINIA,2016,31,,-,0,,0,,,-,1,,,-,0,,7,,14,,37,,1,,0,,4,,21,,23,,"WEST VIRGINIA
(38.668501, -80.709421)",
WYOMING,2016,31,,-,0,,0,,,-,,-,,-,0,,4,,14,,11,,,-,0,,2,,,-,6,,"WYOMING
(43.23558, -108.110518)",
GUAM,2016,31,,-,0,,0,,,-,5,,,-,0,,7,,,-,44,,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NEBRASKA,2016,31,1,,0,,10,,45,,1,,,-,3,,13,,104,,411,,,-,0,,2,,9,,22,,"NEBRASKA
(41.640503, -99.367122)",
WASHINGTON,2016,31,,-,0,,7,,3,,,-,16,,3,,1382,,281,,,-,,-,0,,10,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
TENNESSEE,2016,31,,-,0,,1,,3,,3,,4,,3,,7,,85,,133,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
DELAWARE,2016,31,,-,0,,0,,,-,2,,,-,0,,3,,10,,5,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
SOUTH CAROLINA,2016,31,,-,0,,1,,4,,,-,,-,2,,17,,71,,93,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(34.009286, -81.037094)",
KENTUCKY,2016,31,,-,0,,14,,73,,4,,3,,8,,27,,358,,66,,,-,0,,5,,12,,8,,"KENTUCKY
(37.64591, -84.774043)",
SOUTH DAKOTA,2016,31,,-,0,,0,,,-,,-,,-,0,,2,,6,,4,,,-,0,,2,,13,,23,,"SOUTH DAKOTA
(44.35371, -100.373709)",
VIRGINIA,2016,31,,-,0,,2,,7,,29,,1,,4,,35,,100,,198,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
UNITED STATES,2016,32,13,,50,,130,,1786,,402,,93,,306,,1924,,8765,,12536,,41,,55,,128,,1523,,2444,,,
NEW ENGLAND,2016,32,,-,1,,39,,249,,9,,1,,12,,30,,441,,445,,7,,5,,13,,169,,146,,,
MID. ATLANTIC,2016,32,5,,2,,12,,89,,84,,25,,53,,92,,1674,,1356,,16,,10,,33,,326,,411,,,
NEW YORK CITY,2016,32,,-,1,,10,,28,,42,,,-,8,,22,,174,,199,,,-,0,,1,,,-,5,,"NEW YORK CITY
",
E.N. CENTRAL,2016,32,8,,17,,54,,598,,150,,10,,61,,96,,1908,,1670,,1,,1,,19,,61,,82,,,
W.N. CENTRAL,2016,32,,-,19,,48,,620,,42,,3,,24,,64,,515,,1313,,2,,2,,8,,71,,144,,,
S. ATLANTIC,2016,32,,-,1,,8,,51,,49,,11,,25,,77,,739,,1036,,5,,13,,36,,320,,707,,,
DIST. OF COL.,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,32,,-,0,,14,,77,,8,,3,,14,,34,,565,,323,,2,,2,,6,,64,,70,,,
W.S. CENTRAL,2016,32,,-,1,,3,,28,,18,,21,,27,,163,,817,,946,,7,,14,,55,,392,,719,,,
MOUNTAIN,2016,32,,-,0,,6,,39,,14,,12,,35,,72,,926,,1968,,1,,0,,6,,12,,32,,,
PACIFIC,2016,32,,-,1,,7,,35,,28,,7,,40,,1410,,1180,,3479,,,-,4,,17,,108,,133,,,
AMER. SAMOA,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,U,0,,0,,,U,,U,"AMER. SAMOA
",
C.N.M.I.,2016,32,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
NEW JERSEY,2016,32,,-,0,,3,,15,,19,,,-,10,,23,,264,,255,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
OKLAHOMA,2016,32,,-,0,,1,,1,,1,,,-,0,,54,,68,,27,,,-,0,,3,,20,,70,,"OKLAHOMA
(35.468494, -97.521264)",
VERMONT,2016,32,,-,0,,0,,,-,1,,,-,2,,8,,78,,8,,2,,1,,3,,32,,11,,"VERMONT
(43.622479, -72.51927)",
NEW HAMPSHIRE,2016,32,,-,0,,5,,7,,2,,,-,1,,3,,26,,21,,,-,0,,2,,13,,14,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
LOUISIANA,2016,32,,-,0,,1,,,-,1,,,-,1,,5,,35,,40,,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
CONNECTICUT,2016,32,,-,0,,12,,34,,1,,,-,1,,6,,62,,53,,,-,3,,12,,67,,96,,"CONNECTICUT
(41.544654, -72.651713)",
VIRGINIA,2016,32,,-,0,,2,,7,,29,,,-,4,,35,,100,,209,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
IDAHO,2016,32,,-,0,,1,,1,,8,,,-,1,,8,,68,,169,,1,,0,,3,,8,,4,,"IDAHO
(43.680635, -114.364237)",
CALIFORNIA,2016,32,,-,0,,3,,24,,25,,,-,25,,63,,640,,2914,,,-,2,,14,,94,,121,,"CALIFORNIA
(37.640735, -121.002435)",
NORTH DAKOTA,2016,32,,-,0,,3,,12,,,-,,-,1,,4,,21,,19,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
OHIO,2016,32,8,,0,,20,,64,,16,,9,,18,,40,,595,,465,,,-,0,,5,,13,,26,,"OHIO
(40.056807, -82.405897)",
SOUTH CAROLINA,2016,32,,-,0,,1,,4,,,-,,-,2,,17,,81,,94,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(34.009286, -81.037094)",
KENTUCKY,2016,32,,-,0,,14,,73,,4,,1,,8,,27,,362,,74,,,-,0,,5,,12,,8,,"KENTUCKY
(37.64591, -84.774043)",
MISSISSIPPI,2016,32,,-,0,,0,,,-,,-,,-,0,,1,,1,,9,,,-,0,,2,,1,,,-,"MISSISSIPPI
(32.738663, -89.537312)",
FLORIDA,2016,32,,-,0,,2,,10,,7,,10,,7,,15,,219,,213,,,-,0,,18,,49,,83,,"FLORIDA
(28.915325, -81.922409)",
TENNESSEE,2016,32,,-,0,,1,,3,,3,,2,,3,,7,,87,,136,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
PENNSYLVANIA,2016,32,,-,0,,2,,3,,7,,10,,21,,39,,805,,578,,,-,0,,15,,,-,197,,"PENNSYLVANIA
(40.789676, -77.858055)",
INDIANA,2016,32,,-,1,,23,,224,,2,,,-,3,,9,,95,,140,,,-,0,,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
MARYLAND,2016,32,,-,0,,5,,2,,7,,,-,2,,7,,58,,79,,,-,4,,20,,88,,219,,"MARYLAND
(39.290443, -76.612333)",
HAWAII,2016,32,,-,0,,1,,2,,,-,,-,1,,5,,44,,31,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
PUERTO RICO,2016,32,,-,0,,1,,1,,3,,,-,0,,3,,8,,9,,,-,0,,1,,,-,10,,"PUERTO RICO
(18.215692, -66.414655)",
NEW MEXICO,2016,32,,-,0,,1,,2,,1,,,-,4,,13,,81,,114,,,-,0,,1,,2,,7,,"NEW MEXICO
(34.520396, -106.244402)",
MISSOURI,2016,32,,-,0,,2,,,-,20,,,-,0,,13,,2,,174,,,-,0,,4,,4,,19,,"MISSOURI
(38.636168, -92.566292)",
MINNESOTA,2016,32,,-,0,,4,,21,,4,,,-,12,,27,,256,,285,,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
GUAM,2016,32,,-,0,,0,,,-,5,,,-,0,,7,,,-,45,,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
ALASKA,2016,32,,-,0,,2,,2,,,-,2,,1,,7,,77,,84,,,-,0,,3,,9,,3,,"ALASKA
(64.836661, -147.738891)",
MONTANA,2016,32,,-,0,,6,,20,,,-,,-,0,,8,,13,,205,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
UTAH,2016,32,,-,0,,1,,1,,,-,,-,4,,15,,98,,378,,,-,0,,4,,,-,9,,"UTAH
(39.359772, -111.584173)",
WEST VIRGINIA,2016,32,,-,0,,0,,,-,1,,,-,0,,7,,14,,43,,,-,0,,4,,21,,23,,"WEST VIRGINIA
(38.668501, -80.709421)",
TEXAS,2016,32,,-,0,,3,,27,,12,,21,,25,,119,,687,,849,,7,,12,,51,,357,,596,,"TEXAS
(31.827233, -99.423022)",
COLORADO,2016,32,,-,0,,3,,10,,5,,12,,15,,26,,439,,590,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
MASSACHUSETTS,2016,32,,-,1,,28,,204,,4,,,-,4,,10,,76,,148,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
NEW YORK,2016,32,5,,0,,9,,43,,16,,15,,13,,50,,431,,324,,16,,8,,33,,326,,209,,"NEW YORK
(42.826892, -75.544286)",
ILLINOIS,2016,32,,-,11,,33,,283,,124,,,-,16,,31,,493,,370,,1,,1,,18,,35,,37,,"ILLINOIS
(40.477092, -88.993221)",
MICHIGAN,2016,32,,-,0,,2,,7,,2,,1,,6,,19,,168,,301,,,-,0,,4,,13,,19,,"MICHIGAN
(44.66399, -84.711206)",
RHODE ISLAND,2016,32,,-,0,,1,,,-,1,,,-,0,,16,,59,,12,,2,,0,,2,,14,,8,,"RHODE ISLAND
(41.707447, -71.522488)",
SOUTH DAKOTA,2016,32,,-,0,,0,,,-,,-,,-,0,,2,,6,,4,,,-,0,,2,,14,,23,,"SOUTH DAKOTA
(44.35371, -100.373709)",
MAINE,2016,32,,-,0,,1,,4,,,-,1,,4,,12,,140,,203,,3,,1,,6,,43,,17,,"MAINE
(45.252223, -68.986647)",
ARIZONA,2016,32,,-,0,,1,,4,,,-,,-,6,,21,,212,,413,,,N,0,,0,,,N,,N,"ARIZONA
(34.869712, -111.760902)",
NEVADA,2016,32,,-,0,,1,,1,,,-,,-,0,,7,,1,,87,,,-,0,,1,,2,,5,,"NEVADA
(39.491833, -117.070159)",
WASHINGTON,2016,32,,-,0,,7,,3,,,-,5,,5,,1382,,286,,,-,,-,0,,10,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
KANSAS,2016,32,,-,0,,2,,6,,,-,,-,2,,11,,52,,327,,1,,1,,8,,43,,79,,"KANSAS
(38.345528, -98.201847)",
GEORGIA,2016,32,,-,0,,1,,1,,,-,,-,3,,15,,85,,149,,,-,0,,9,,,-,166,,"GEORGIA
(32.836038, -83.631709)",
WISCONSIN,2016,32,,-,0,,17,,20,,6,,,-,19,,34,,557,,394,,,N,0,,0,,,N,,N,"WISCONSIN
(44.395526, -89.834513)",
NORTH CAROLINA,2016,32,,-,0,,8,,27,,3,,,-,7,,31,,171,,244,,5,,5,,12,,162,,216,,"NORTH CAROLINA
(35.47995, -79.180571)",
WYOMING,2016,32,,-,0,,0,,,-,,-,,-,0,,4,,14,,12,,,-,0,,2,,,-,7,,"WYOMING
(43.23558, -108.110518)",
NEBRASKA,2016,32,,-,0,,10,,45,,1,,3,,3,,13,,107,,411,,1,,0,,2,,10,,23,,"NEBRASKA
(41.640503, -99.367122)",
ARKANSAS,2016,32,,-,0,,1,,,-,4,,,-,1,,7,,27,,30,,,-,0,,4,,15,,53,,"ARKANSAS
(34.748745, -92.275105)",
DELAWARE,2016,32,,-,0,,0,,,-,2,,1,,0,,3,,11,,5,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
OREGON,2016,32,,-,0,,1,,4,,3,,,-,5,,15,,133,,450,,,-,0,,3,,5,,9,,"OREGON
(44.567912, -120.156945)",
IOWA,2016,32,,-,16,,47,,536,,17,,,-,3,,11,,71,,93,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
ALABAMA,2016,32,,-,0,,1,,1,,1,,,-,3,,7,,115,,104,,2,,1,,4,,51,,62,,"ALABAMA
(32.839182, -86.631125)",
UNITED STATES,2016,33,9,,50,,130,,1812,,430,,123,,307,,1924,,9174,,12894,,20,,58,,128,,1671,,2572,,,
NEW ENGLAND,2016,33,,-,1,,39,,250,,9,,4,,12,,30,,457,,457,,2,,5,,13,,171,,157,,,
MID. ATLANTIC,2016,33,5,,2,,13,,97,,88,,22,,53,,92,,1722,,1412,,,-,10,,33,,326,,435,,,
NEW YORK CITY,2016,33,,-,1,,10,,30,,45,,,-,7,,22,,178,,214,,,-,0,,1,,,-,5,,"NEW YORK CITY
",
E.N. CENTRAL,2016,33,,-,17,,54,,607,,164,,23,,63,,137,,2095,,1714,,3,,1,,19,,71,,93,,,
W.N. CENTRAL,2016,33,,-,19,,48,,622,,47,,,-,24,,64,,523,,1343,,1,,2,,8,,72,,147,,,
S. ATLANTIC,2016,33,4,,1,,8,,55,,50,,11,,25,,77,,778,,1083,,,-,15,,36,,441,,743,,,
DIST. OF COL.,2016,33,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,33,,-,0,,14,,77,,8,,5,,14,,34,,574,,334,,7,,2,,6,,71,,73,,,
W.S. CENTRAL,2016,33,,-,1,,3,,29,,19,,26,,27,,163,,854,,986,,6,,14,,55,,398,,742,,,
MOUNTAIN,2016,33,,-,0,,6,,39,,15,,16,,34,,72,,943,,2005,,,-,0,,6,,12,,38,,,
PACIFIC,2016,33,,-,1,,7,,36,,30,,16,,40,,1410,,1228,,3560,,1,,4,,17,,109,,144,,,
AMER. SAMOA,2016,33,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,U,0,,0,,,U,,U,"AMER. SAMOA
",
C.N.M.I.,2016,33,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,33,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
WYOMING,2016,33,,-,0,,0,,,-,,-,,-,0,,4,,14,,12,,,-,0,,2,,,-,7,,"WYOMING
(43.23558, -108.110518)",
FLORIDA,2016,33,1,,0,,2,,11,,8,,5,,7,,15,,224,,222,,,-,0,,18,,53,,83,,"FLORIDA
(28.915325, -81.922409)",
ARIZONA,2016,33,,-,0,,1,,4,,1,,,-,6,,21,,212,,423,,,N,0,,0,,,N,,N,"ARIZONA
(34.869712, -111.760902)",
WISCONSIN,2016,33,,-,0,,17,,20,,7,,1,,20,,90,,675,,404,,,N,0,,0,,,N,,N,"WISCONSIN
(44.395526, -89.834513)",
NEW HAMPSHIRE,2016,33,,-,0,,5,,7,,2,,,-,1,,3,,27,,22,,,-,0,,2,,13,,14,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
COLORADO,2016,33,,-,0,,3,,10,,5,,15,,14,,26,,454,,599,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
MASSACHUSETTS,2016,33,,-,1,,28,,204,,4,,,-,3,,10,,76,,157,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
VERMONT,2016,33,,-,0,,0,,,-,1,,,-,2,,8,,80,,8,,1,,1,,3,,33,,13,,"VERMONT
(43.622479, -72.51927)",
CALIFORNIA,2016,33,,-,0,,3,,25,,26,,,-,25,,63,,671,,2977,,,-,2,,14,,94,,131,,"CALIFORNIA
(37.640735, -121.002435)",
OREGON,2016,33,,-,0,,1,,4,,3,,,-,5,,15,,135,,465,,1,,0,,3,,6,,10,,"OREGON
(44.567912, -120.156945)",
IDAHO,2016,33,,-,0,,1,,1,,8,,1,,1,,8,,69,,170,,,-,0,,3,,8,,5,,"IDAHO
(43.680635, -114.364237)",
NEW YORK,2016,33,5,,0,,9,,48,,16,,13,,13,,50,,442,,338,,,-,8,,33,,326,,223,,"NEW YORK
(42.826892, -75.544286)",
KENTUCKY,2016,33,,-,0,,14,,73,,4,,1,,7,,27,,365,,79,,,-,0,,5,,12,,8,,"KENTUCKY
(37.64591, -84.774043)",
RHODE ISLAND,2016,33,,-,0,,1,,1,,1,,,-,0,,16,,59,,14,,,-,0,,2,,14,,10,,"RHODE ISLAND
(41.707447, -71.522488)",
GEORGIA,2016,33,,-,0,,1,,1,,,-,1,,4,,16,,106,,153,,,-,0,,9,,,-,170,,"GEORGIA
(32.836038, -83.631709)",
NEVADA,2016,33,,-,0,,1,,1,,,-,,-,0,,7,,1,,87,,,-,0,,1,,2,,5,,"NEVADA
(39.491833, -117.070159)",
ILLINOIS,2016,33,,-,11,,33,,288,,137,,,-,16,,31,,525,,385,,3,,1,,18,,41,,44,,"ILLINOIS
(40.477092, -88.993221)",
TENNESSEE,2016,33,,-,0,,1,,3,,3,,4,,3,,7,,91,,139,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
ARKANSAS,2016,33,,-,0,,1,,1,,4,,,-,1,,7,,27,,33,,,-,0,,4,,15,,53,,"ARKANSAS
(34.748745, -92.275105)",
MICHIGAN,2016,33,,-,0,,2,,8,,2,,4,,6,,19,,187,,311,,,-,0,,4,,17,,23,,"MICHIGAN
(44.66399, -84.711206)",
INDIANA,2016,33,,-,1,,23,,227,,2,,,-,3,,9,,96,,142,,,-,0,,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
MAINE,2016,33,,-,0,,1,,4,,,-,4,,4,,12,,153,,203,,1,,1,,6,,44,,18,,"MAINE
(45.252223, -68.986647)",
GUAM,2016,33,,-,0,,0,,,-,5,,,-,0,,7,,,-,45,,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
OHIO,2016,33,,-,0,,20,,64,,16,,18,,18,,40,,612,,472,,,-,0,,5,,13,,26,,"OHIO
(40.056807, -82.405897)",
IOWA,2016,33,,-,16,,47,,536,,21,,,-,3,,11,,71,,97,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
LOUISIANA,2016,33,,-,0,,1,,,-,1,,,-,1,,5,,35,,40,,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
NEW MEXICO,2016,33,,-,0,,1,,2,,1,,,-,3,,13,,81,,116,,,-,0,,1,,2,,8,,"NEW MEXICO
(34.520396, -106.244402)",
WEST VIRGINIA,2016,33,,-,0,,0,,,-,1,,,-,0,,7,,14,,44,,,-,0,,4,,21,,27,,"WEST VIRGINIA
(38.668501, -80.709421)",
WASHINGTON,2016,33,,-,0,,7,,3,,,-,15,,5,,1382,,299,,,-,,-,0,,10,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
NORTH DAKOTA,2016,33,,-,0,,3,,12,,,-,,-,1,,4,,21,,20,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
NORTH CAROLINA,2016,33,,-,0,,8,,27,,3,,,-,7,,31,,177,,250,,,-,5,,10,,162,,224,,"NORTH CAROLINA
(35.47995, -79.180571)",
OKLAHOMA,2016,33,,-,0,,1,,1,,1,,6,,0,,54,,74,,27,,,-,0,,3,,20,,71,,"OKLAHOMA
(35.468494, -97.521264)",
UTAH,2016,33,,-,0,,1,,1,,,-,,-,4,,15,,99,,385,,,-,0,,4,,,-,13,,"UTAH
(39.359772, -111.584173)",
SOUTH DAKOTA,2016,33,,-,0,,2,,2,,,-,,-,0,,2,,6,,4,,,-,0,,2,,14,,23,,"SOUTH DAKOTA
(44.35371, -100.373709)",
NEBRASKA,2016,33,,-,0,,10,,45,,1,,,-,3,,13,,107,,415,,1,,0,,2,,11,,23,,"NEBRASKA
(41.640503, -99.367122)",
MONTANA,2016,33,,-,0,,6,,20,,,-,,-,0,,8,,13,,213,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
SOUTH CAROLINA,2016,33,,-,0,,1,,4,,,-,2,,2,,17,,84,,111,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(34.009286, -81.037094)",
NEW JERSEY,2016,33,,-,0,,3,,16,,19,,,-,10,,23,,277,,261,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
KANSAS,2016,33,,-,0,,2,,6,,,-,,-,2,,11,,52,,336,,,-,1,,8,,43,,81,,"KANSAS
(38.345528, -98.201847)",
PENNSYLVANIA,2016,33,,-,0,,2,,3,,8,,9,,21,,40,,825,,599,,,-,0,,15,,,-,207,,"PENNSYLVANIA
(40.789676, -77.858055)",
MINNESOTA,2016,33,,-,0,,4,,21,,4,,,-,11,,27,,264,,293,,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
DELAWARE,2016,33,,-,0,,0,,,-,2,,,-,0,,3,,11,,6,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
CONNECTICUT,2016,33,,-,0,,12,,34,,1,,,-,1,,6,,62,,53,,,-,3,,12,,67,,102,,"CONNECTICUT
(41.544654, -72.651713)",
VIRGINIA,2016,33,,-,0,,2,,7,,29,,,-,4,,35,,100,,215,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
PUERTO RICO,2016,33,,-,0,,1,,1,,3,,,-,0,,3,,8,,10,,,-,0,,1,,,-,11,,"PUERTO RICO
(18.215692, -66.414655)",
ALABAMA,2016,33,,-,0,,1,,1,,1,,,-,3,,7,,117,,107,,7,,1,,4,,58,,64,,"ALABAMA
(32.839182, -86.631125)",
TEXAS,2016,33,,-,0,,3,,27,,13,,20,,25,,119,,718,,886,,6,,12,,51,,363,,618,,"TEXAS
(31.827233, -99.423022)",
HAWAII,2016,33,,-,0,,1,,2,,1,,,-,1,,5,,44,,32,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
MISSISSIPPI,2016,33,,-,0,,0,,,-,,-,,-,0,,1,,1,,9,,,-,0,,2,,1,,1,,"MISSISSIPPI
(32.738663, -89.537312)",
ALASKA,2016,33,,-,0,,2,,2,,,-,1,,2,,6,,79,,86,,,-,0,,3,,9,,3,,"ALASKA
(64.836661, -147.738891)",
MISSOURI,2016,33,,-,0,,2,,,-,21,,,-,0,,13,,2,,178,,,-,0,,4,,4,,20,,"MISSOURI
(38.636168, -92.566292)",
MARYLAND,2016,33,3,,0,,5,,5,,7,,3,,2,,7,,62,,82,,,-,5,,20,,205,,239,,"MARYLAND
(39.290443, -76.612333)",
UNITED STATES,2016,34,10,,50,,130,,1839,,472,,125,,305,,1924,,9543,,13249,,18,,58,,105,,1718,,2677,,,
NEW ENGLAND,2016,34,,-,1,,39,,250,,9,,1,,12,,30,,461,,471,,2,,5,,13,,174,,170,,,
MID. ATLANTIC,2016,34,9,,2,,13,,106,,94,,19,,53,,92,,1762,,1465,,,-,10,,33,,326,,457,,,
NEW YORK CITY,2016,34,,-,1,,10,,30,,50,,,-,7,,22,,182,,227,,,-,0,,1,,,-,5,,"NEW YORK CITY
",
