Reporting Area,MMWR Year,MMWR Week,"Babesiosis, Current week","Babesiosis, Current week, flag","Babesiosis, Previous 52 weeks Med","Babesiosis, Previous 52 weeks Med, flag","Babesiosis, Previous 52 weeks Max","Babesiosis, Previous 52 weeks Max, flag","Babesiosis, Cum 2014","Babesiosis, Cum 2014, flag","Babesiosis, Cum 2013","Babesiosis, Cum 2013, flag","Coccidioidomycosis, Cum 2013, flag",Location 1,Location 2
OREGON,2014,43,,-,0,,1,,1,,,-,,"OREGON
(44.56745218600048, -120.15502977999972)",
TENNESSEE,2014,43,,-,0,,0,,,-,,-,N,"TENNESSEE
(35.68094014000047, -85.77448642199965)",
MARYLAND,2014,43,,-,0,,1,,2,,6,,,"MARYLAND
(39.29058224000045, -76.60925970899967)",
MINNESOTA,2014,43,,-,0,,1,,,-,61,,,"MINNESOTA
(46.35564575300049, -94.79419697699967)",
DELAWARE,2014,43,,-,0,,1,,1,,2,,,"DELAWARE
(39.00883059000046, -75.57773943699965)",
NEBRASKA,2014,43,,-,0,,0,,,-,1,,,"NEBRASKA
(41.641041981000456, -99.36571864599966)",
IDAHO,2014,43,,N,0,,0,,,N,,N,N,"IDAHO
(43.68263160000049, -114.3637261449997)",
ILLINOIS,2014,43,,-,0,,1,,1,,2,,N,"ILLINOIS
(40.48501433000047, -88.99770813999965)",
PENNSYLVANIA,2014,43,,N,0,,0,,,N,,N,N,"PENNSYLVANIA
(40.79373260300048, -77.86069775999965)",
NEW HAMPSHIRE,2014,43,,-,0,,5,,26,,22,,,"NEW HAMPSHIRE
(43.65595081000049, -71.50035726399966)",
MAINE,2014,43,,-,0,,5,,34,,32,,N,"MAINE
(45.2542257390005, -68.98502952999962)",
OHIO,2014,43,,-,0,,0,,,-,,-,,"OHIO
(40.06021184000048, -82.40425685299965)",
VIRGINIA,2014,43,,N,0,,0,,,N,,N,N,"VIRGINIA
(37.542682294000485, -78.45788924199968)",
SOUTH CAROLINA,2014,43,,-,0,,2,,2,,1,,N,"SOUTH CAROLINA
(33.99882214300044, -81.04536765699964)",
WEST VIRGINIA,2014,43,,-,0,,0,,,-,,-,N,"WEST VIRGINIA
(38.66551303900047, -80.71263935099967)",
FLORIDA,2014,43,,N,0,,0,,,N,,N,N,"FLORIDA
(28.93204444200046, -81.92895558499964)",
WASHINGTON,2014,43,,-,0,,1,,,-,,-,N,"WASHINGTON
(47.5222894470005, -120.47002746299972)",
CONNECTICUT,2014,43,,-,1,,23,,124,,278,,N,"CONNECTICUT
(41.56266101800048, -72.64983753699966)",
MASSACHUSETTS,2014,43,1,,2,,43,,366,,411,,-,"MASSACHUSETTS
(42.27687014100047, -72.08268985899963)",
UNITED STATES,2014,44,7,,12,,134,,1279,,1612,,,,
NEW ENGLAND,2014,44,6,,4,,75,,686,,883,,,,
MID. ATLANTIC,2014,44,1,,6,,66,,555,,566,,-,,
E.N. CENTRAL,2014,44,,-,0,,4,,27,,83,,,,
W.N. CENTRAL,2014,44,,-,0,,1,,1,,65,,,,
S. ATLANTIC,2014,44,,-,0,,2,,5,,9,,,,
DIST. OF COL.,2014,44,,N,0,,0,,,N,,N,-,"DIST. OF COL.
",
E.S. CENTRAL,2014,44,,-,0,,0,,,-,,-,-,,
W.S. CENTRAL,2014,44,,-,0,,1,,1,,3,,,,
MOUNTAIN,2014,44,,-,0,,0,,,-,,-,,,
PACIFIC,2014,44,,-,0,,1,,4,,3,,,,
AMER. SAMOA,2014,44,,N,,-,,-,,N,,N,N,"AMER. SAMOA
",
C.N.M.I.,2014,44,,-,,-,,-,,-,,-,-,"C.N.M.I.
",
VIRGIN ISL.,2014,44,,N,0,,0,,,N,,N,-,"VIRGIN ISL.
",
KANSAS,2014,44,,N,0,,0,,,N,,N,N,"KANSAS
(38.3477418760005, -98.20077655499966)",
ALASKA,2014,44,,N,0,,0,,,N,,N,-,"ALASKA
(64.84507631500048, -147.72205669099972)",
OREGON,2014,44,,-,0,,1,,1,,,-,,"OREGON
(44.56745218600048, -120.15502977999972)",
CALIFORNIA,2014,44,,-,0,,1,,3,,3,,,"CALIFORNIA
(37.63864203100047, -120.99999889499969)",
ILLINOIS,2014,44,,-,0,,1,,1,,3,,N,"ILLINOIS
(40.48501433000047, -88.99770813999965)",
VIRGINIA,2014,44,,N,0,,0,,,N,,N,N,"VIRGINIA
(37.542682294000485, -78.45788924199968)",
MISSOURI,2014,44,,N,0,,0,,,N,,N,,"MISSOURI
(38.63579079900046, -92.56629737199967)",
FLORIDA,2014,44,,N,0,,0,,,N,,N,N,"FLORIDA
(28.93204444200046, -81.92895558499964)",
HAWAII,2014,44,,N,0,,0,,,N,,N,N,"HAWAII
(21.304853205000427, -157.85774691599974)",
PENNSYLVANIA,2014,44,,N,0,,0,,,N,,N,N,"PENNSYLVANIA
(40.79373260300048, -77.86069775999965)",
OHIO,2014,44,,-,0,,0,,,-,,-,,"OHIO
(40.06021184000048, -82.40425685299965)",
CONNECTICUT,2014,44,,-,1,,23,,124,,282,,N,"CONNECTICUT
(41.56266101800048, -72.64983753699966)",
KENTUCKY,2014,44,,N,0,,0,,,N,,N,N,"KENTUCKY
(37.645970985000474, -84.77496612599964)",
SOUTH CAROLINA,2014,44,,-,0,,2,,2,,1,,N,"SOUTH CAROLINA
(33.99882214300044, -81.04536765699964)",
GEORGIA,2014,44,,N,0,,0,,,N,,N,N,"GEORGIA
(32.83968158500045, -83.62757601199968)",
NEW YORK CITY,2014,44,,-,0,,9,,58,,73,,N,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
MAINE,2014,44,,-,0,,5,,34,,32,,N,"MAINE
(45.2542257390005, -68.98502952999962)",
NEW JERSEY,2014,44,,-,1,,24,,137,,161,,N,"NEW JERSEY
(40.13057159500045, -74.27368565099965)",
IDAHO,2014,44,,N,0,,0,,,N,,N,N,"IDAHO
(43.68263160000049, -114.3637261449997)",
NEW YORK,2014,44,1,,3,,53,,360,,332,,N,"NEW YORK
(42.82700178100049, -75.54396639699968)",
PUERTO RICO,2014,44,,N,0,,0,,,N,,N,N,"PUERTO RICO
(18.24828934900046, -66.49988980099965)",
GUAM,2014,44,,-,0,,0,,,-,,-,,"GUAM
(13.480998894000436, 144.73149801400064)",
WEST VIRGINIA,2014,44,,-,0,,0,,,-,,-,N,"WEST VIRGINIA
(38.66551303900047, -80.71263935099967)",
OKLAHOMA,2014,44,,N,0,,0,,,N,,N,N,"OKLAHOMA
(35.472031425000466, -97.52106845499969)",
DELAWARE,2014,44,,-,0,,1,,1,,2,,,"DELAWARE
(39.00883059000046, -75.57773943699965)",
NORTH CAROLINA,2014,44,,N,0,,0,,,N,,N,N,"NORTH CAROLINA
(35.46622096200048, -79.15924924699965)",
NEBRASKA,2014,44,,-,0,,0,,,-,1,,,"NEBRASKA
(41.641041981000456, -99.36571864599966)",
COLORADO,2014,44,,N,0,,0,,,N,,N,N,"COLORADO
(38.84384201300048, -106.13360888799969)",
WISCONSIN,2014,44,,-,0,,4,,24,,77,,,"WISCONSIN
(44.393191877000504, -89.81636715299965)",
IOWA,2014,44,,N,0,,0,,,N,,N,N,"IOWA
(42.469401477000474, -93.81648936699969)",
VERMONT,2014,44,,-,0,,1,,3,,6,,N,"VERMONT
(43.62538000100045, -72.51763944499965)",
TEXAS,2014,44,,-,0,,1,,1,,1,,N,"TEXAS
(31.827240712000446, -99.4267664729997)",
MONTANA,2014,44,,-,0,,0,,,-,,-,,"MONTANA
(47.06652759400049, -109.42441687999968)",
WYOMING,2014,44,,-,0,,0,,,-,,-,,"WYOMING
(43.235543013000495, -108.10982744299969)",
INDIANA,2014,44,,-,0,,0,,,-,1,,N,"INDIANA
(39.76691072200049, -86.14995579899966)",
RHODE ISLAND,2014,44,6,,1,,18,,133,,126,,-,"RHODE ISLAND
(41.708284362000484, -71.52246918099962)",
TENNESSEE,2014,44,,-,0,,0,,,-,,-,N,"TENNESSEE
(35.68094014000047, -85.77448642199965)",
UTAH,2014,44,,-,0,,0,,,-,,-,,"UTAH
(39.36070082200047, -111.5871285339997)",
ALABAMA,2014,44,,-,0,,0,,,-,,-,N,"ALABAMA
(32.84057034900047, -86.63185803899967)",
NORTH DAKOTA,2014,44,,-,0,,0,,,-,1,,,"NORTH DAKOTA
(47.47531892900048, -100.11842599699969)",
NEW MEXICO,2014,44,,N,0,,0,,,N,,N,,"NEW MEXICO
(34.520884020000494, -106.24057768899968)",
LOUISIANA,2014,44,,-,0,,1,,,-,2,,,"LOUISIANA
(31.312664106000454, -92.44567554599968)",
MARYLAND,2014,44,,-,0,,1,,2,,6,,,"MARYLAND
(39.29058224000045, -76.60925970899967)",
MINNESOTA,2014,44,,-,0,,1,,,-,62,,,"MINNESOTA
(46.35564575300049, -94.79419697699967)",
MISSISSIPPI,2014,44,,N,0,,0,,,N,,N,N,"MISSISSIPPI
(32.745512774000474, -89.53802764499966)",
MICHIGAN,2014,44,,-,0,,1,,2,,2,,,"MICHIGAN
(44.66132176400049, -84.71438724399968)",
MASSACHUSETTS,2014,44,,-,2,,43,,366,,415,,-,"MASSACHUSETTS
(42.27687014100047, -72.08268985899963)",
ARIZONA,2014,44,,N,0,,0,,,N,,N,,"ARIZONA
(34.865970167000455, -111.76380949799972)",
NEW HAMPSHIRE,2014,44,,-,0,,5,,26,,22,,,"NEW HAMPSHIRE
(43.65595081000049, -71.50035726399966)",
WASHINGTON,2014,44,,-,0,,1,,,-,,-,N,"WASHINGTON
(47.5222894470005, -120.47002746299972)",
ARKANSAS,2014,44,,N,0,,0,,,N,,N,N,"ARKANSAS
(34.74865329300047, -92.27448794899965)",
NEVADA,2014,44,,N,0,,0,,,N,,N,,"NEVADA
(39.493242807000456, -117.07183978499972)",
SOUTH DAKOTA,2014,44,,-,0,,1,,1,,1,,N,"SOUTH DAKOTA
(44.35313049600046, -100.37352811899967)",
UNITED STATES,2014,45,7,,11,,143,,1380,,1640,,,,
NEW ENGLAND,2014,45,1,,5,,87,,779,,892,,,,
MID. ATLANTIC,2014,45,6,,6,,67,,564,,584,,-,,
E.N. CENTRAL,2014,45,,-,0,,4,,27,,84,,,,
W.N. CENTRAL,2014,45,,-,0,,1,,1,,65,,,,
S. ATLANTIC,2014,45,,-,0,,2,,5,,9,,,,
DIST. OF COL.,2014,45,,N,0,,0,,,N,,N,-,"DIST. OF COL.
",
E.S. CENTRAL,2014,45,,-,0,,0,,,-,,-,-,,
W.S. CENTRAL,2014,45,,-,0,,1,,1,,3,,,,
MOUNTAIN,2014,45,,-,0,,0,,,-,,-,,,
PACIFIC,2014,45,,-,0,,1,,3,,3,,,,
AMER. SAMOA,2014,45,,N,,-,,-,,N,,N,N,"AMER. SAMOA
",
C.N.M.I.,2014,45,,-,,-,,-,,-,,-,-,"C.N.M.I.
",
VIRGIN ISL.,2014,45,,N,0,,0,,,N,,N,-,"VIRGIN ISL.
",
NEW JERSEY,2014,45,,-,1,,24,,140,,164,,N,"NEW JERSEY
(40.13057159500045, -74.27368565099965)",
OKLAHOMA,2014,45,,N,0,,0,,,N,,N,N,"OKLAHOMA
(35.472031425000466, -97.52106845499969)",
ILLINOIS,2014,45,,-,0,,1,,1,,4,,N,"ILLINOIS
(40.48501433000047, -88.99770813999965)",
SOUTH DAKOTA,2014,45,,-,0,,1,,1,,1,,N,"SOUTH DAKOTA
(44.35313049600046, -100.37352811899967)",
RHODE ISLAND,2014,45,,-,1,,18,,133,,128,,-,"RHODE ISLAND
(41.708284362000484, -71.52246918099962)",
GUAM,2014,45,,-,0,,0,,,-,,-,,"GUAM
(13.480998894000436, 144.73149801400064)",
MAINE,2014,45,1,,0,,5,,35,,34,,N,"MAINE
(45.2542257390005, -68.98502952999962)",
OREGON,2014,45,,-,0,,1,,1,,,-,,"OREGON
(44.56745218600048, -120.15502977999972)",
PUERTO RICO,2014,45,,N,0,,0,,,N,,N,N,"PUERTO RICO
(18.24828934900046, -66.49988980099965)",
FLORIDA,2014,45,,N,0,,0,,,N,,N,N,"FLORIDA
(28.93204444200046, -81.92895558499964)",
KANSAS,2014,45,,N,0,,0,,,N,,N,N,"KANSAS
(38.3477418760005, -98.20077655499966)",
ALABAMA,2014,45,,-,0,,0,,,-,,-,N,"ALABAMA
(32.84057034900047, -86.63185803899967)",
WYOMING,2014,45,,-,0,,0,,,-,,-,,"WYOMING
(43.235543013000495, -108.10982744299969)",
MISSISSIPPI,2014,45,,N,0,,0,,,N,,N,N,"MISSISSIPPI
(32.745512774000474, -89.53802764499966)",
INDIANA,2014,45,,-,0,,0,,,-,1,,N,"INDIANA
(39.76691072200049, -86.14995579899966)",
UTAH,2014,45,,-,0,,0,,,-,,-,,"UTAH
(39.36070082200047, -111.5871285339997)",
LOUISIANA,2014,45,,-,0,,0,,,-,2,,,"LOUISIANA
(31.312664106000454, -92.44567554599968)",
ALASKA,2014,45,,N,0,,0,,,N,,N,-,"ALASKA
(64.84507631500048, -147.72205669099972)",
MARYLAND,2014,45,,-,0,,1,,2,,6,,,"MARYLAND
(39.29058224000045, -76.60925970899967)",
WEST VIRGINIA,2014,45,,-,0,,0,,,-,,-,N,"WEST VIRGINIA
(38.66551303900047, -80.71263935099967)",
IDAHO,2014,45,,N,0,,0,,,N,,N,N,"IDAHO
(43.68263160000049, -114.3637261449997)",
GEORGIA,2014,45,,N,0,,0,,,N,,N,N,"GEORGIA
(32.83968158500045, -83.62757601199968)",
MISSOURI,2014,45,,N,0,,0,,,N,,N,,"MISSOURI
(38.63579079900046, -92.56629737199967)",
VIRGINIA,2014,45,,N,0,,0,,,N,,N,N,"VIRGINIA
(37.542682294000485, -78.45788924199968)",
NEW YORK,2014,45,6,,3,,53,,366,,347,,N,"NEW YORK
(42.82700178100049, -75.54396639699968)",
MONTANA,2014,45,,-,0,,0,,,-,,-,,"MONTANA
(47.06652759400049, -109.42441687999968)",
MASSACHUSETTS,2014,45,,-,2,,55,,458,,418,,-,"MASSACHUSETTS
(42.27687014100047, -72.08268985899963)",
MINNESOTA,2014,45,,-,0,,1,,,-,62,,,"MINNESOTA
(46.35564575300049, -94.79419697699967)",
HAWAII,2014,45,,N,0,,0,,,N,,N,N,"HAWAII
(21.304853205000427, -157.85774691599974)",
VERMONT,2014,45,,-,0,,1,,3,,6,,N,"VERMONT
(43.62538000100045, -72.51763944499965)",
NORTH CAROLINA,2014,45,,N,0,,0,,,N,,N,N,"NORTH CAROLINA
(35.46622096200048, -79.15924924699965)",
NEVADA,2014,45,,N,0,,0,,,N,,N,,"NEVADA
(39.493242807000456, -117.07183978499972)",
ARKANSAS,2014,45,,N,0,,0,,,N,,N,N,"ARKANSAS
(34.74865329300047, -92.27448794899965)",
IOWA,2014,45,,N,0,,0,,,N,,N,N,"IOWA
(42.469401477000474, -93.81648936699969)",
NEW YORK CITY,2014,45,,-,0,,9,,58,,73,,N,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
NEW MEXICO,2014,45,,N,0,,0,,,N,,N,,"NEW MEXICO
(34.520884020000494, -106.24057768899968)",
ARIZONA,2014,45,,N,0,,0,,,N,,N,,"ARIZONA
(34.865970167000455, -111.76380949799972)",
KENTUCKY,2014,45,,N,0,,0,,,N,,N,N,"KENTUCKY
(37.645970985000474, -84.77496612599964)",
DELAWARE,2014,45,,-,0,,1,,1,,2,,,"DELAWARE
(39.00883059000046, -75.57773943699965)",
CONNECTICUT,2014,45,,-,1,,23,,124,,284,,N,"CONNECTICUT
(41.56266101800048, -72.64983753699966)",
WISCONSIN,2014,45,,-,0,,4,,24,,77,,,"WISCONSIN
(44.393191877000504, -89.81636715299965)",
WASHINGTON,2014,45,,-,0,,1,,,-,,-,N,"WASHINGTON
(47.5222894470005, -120.47002746299972)",
TENNESSEE,2014,45,,-,0,,0,,,-,,-,N,"TENNESSEE
(35.68094014000047, -85.77448642199965)",
NORTH DAKOTA,2014,45,,-,0,,0,,,-,1,,,"NORTH DAKOTA
(47.47531892900048, -100.11842599699969)",
SOUTH CAROLINA,2014,45,,-,0,,2,,2,,1,,N,"SOUTH CAROLINA
(33.99882214300044, -81.04536765699964)",
NEW HAMPSHIRE,2014,45,,-,0,,5,,26,,22,,,"NEW HAMPSHIRE
(43.65595081000049, -71.50035726399966)",
OHIO,2014,45,,-,0,,0,,,-,,-,,"OHIO
(40.06021184000048, -82.40425685299965)",
NEBRASKA,2014,45,,-,0,,0,,,-,1,,,"NEBRASKA
(41.641041981000456, -99.36571864599966)",
TEXAS,2014,45,,-,0,,1,,1,,1,,N,"TEXAS
(31.827240712000446, -99.4267664729997)",
CALIFORNIA,2014,45,,-,0,,1,,2,,3,,,"CALIFORNIA
(37.63864203100047, -120.99999889499969)",
MICHIGAN,2014,45,,-,0,,1,,2,,2,,,"MICHIGAN
(44.66132176400049, -84.71438724399968)",
COLORADO,2014,45,,N,0,,0,,,N,,N,N,"COLORADO
(38.84384201300048, -106.13360888799969)",
PENNSYLVANIA,2014,45,,N,0,,0,,,N,,N,N,"PENNSYLVANIA
(40.79373260300048, -77.86069775999965)",
UNITED STATES,2014,46,12,,10,,144,,1397,,1655,,,,
NEW ENGLAND,2014,46,,-,4,,88,,785,,898,,,,
MID. ATLANTIC,2014,46,12,,6,,67,,576,,593,,-,,
E.N. CENTRAL,2014,46,,-,0,,4,,26,,84,,,,
W.N. CENTRAL,2014,46,,-,0,,1,,1,,65,,,,
S. ATLANTIC,2014,46,,-,0,,2,,5,,9,,,,
DIST. OF COL.,2014,46,,N,0,,0,,,N,,N,-,"DIST. OF COL.
",
E.S. CENTRAL,2014,46,,-,0,,0,,,-,,-,-,,
W.S. CENTRAL,2014,46,,-,0,,1,,1,,3,,,,
MOUNTAIN,2014,46,,-,0,,0,,,-,,-,,,
PACIFIC,2014,46,,-,0,,1,,3,,3,,,,
AMER. SAMOA,2014,46,,N,,-,,-,,N,,N,N,"AMER. SAMOA
",
C.N.M.I.,2014,46,,-,,-,,-,,-,,-,-,"C.N.M.I.
",
VIRGIN ISL.,2014,46,,N,0,,0,,,N,,N,-,"VIRGIN ISL.
",
RHODE ISLAND,2014,46,,-,1,,18,,133,,130,,-,"RHODE ISLAND
(41.708284362000484, -71.52246918099962)",
WISCONSIN,2014,46,,-,0,,4,,23,,77,,,"WISCONSIN
(44.393191877000504, -89.81636715299965)",
NEW YORK,2014,46,12,,3,,53,,378,,351,,N,"NEW YORK
(42.82700178100049, -75.54396639699968)",
ILLINOIS,2014,46,,-,0,,1,,1,,4,,N,"ILLINOIS
(40.48501433000047, -88.99770813999965)",
GEORGIA,2014,46,,N,0,,0,,,N,,N,N,"GEORGIA
(32.83968158500045, -83.62757601199968)",
IOWA,2014,46,,N,0,,0,,,N,,N,N,"IOWA
(42.469401477000474, -93.81648936699969)",
CALIFORNIA,2014,46,,-,0,,1,,2,,3,,,"CALIFORNIA
(37.63864203100047, -120.99999889499969)",
MARYLAND,2014,46,,-,0,,1,,2,,6,,,"MARYLAND
(39.29058224000045, -76.60925970899967)",
TENNESSEE,2014,46,,-,0,,0,,,-,,-,N,"TENNESSEE
(35.68094014000047, -85.77448642199965)",
NEW HAMPSHIRE,2014,46,,-,0,,5,,26,,22,,,"NEW HAMPSHIRE
(43.65595081000049, -71.50035726399966)",
COLORADO,2014,46,,N,0,,0,,,N,,N,N,"COLORADO
(38.84384201300048, -106.13360888799969)",
KANSAS,2014,46,,N,0,,0,,,N,,N,N,"KANSAS
(38.3477418760005, -98.20077655499966)",
MASSACHUSETTS,2014,46,,-,2,,56,,463,,420,,-,"MASSACHUSETTS
(42.27687014100047, -72.08268985899963)",
ALABAMA,2014,46,,-,0,,0,,,-,,-,N,"ALABAMA
(32.84057034900047, -86.63185803899967)",
INDIANA,2014,46,,-,0,,0,,,-,1,,N,"INDIANA
(39.76691072200049, -86.14995579899966)",
PUERTO RICO,2014,46,,N,0,,0,,,N,,N,N,"PUERTO RICO
(18.24828934900046, -66.49988980099965)",
MINNESOTA,2014,46,,-,0,,1,,,-,62,,,"MINNESOTA
(46.35564575300049, -94.79419697699967)",
ARIZONA,2014,46,,N,0,,0,,,N,,N,,"ARIZONA
(34.865970167000455, -111.76380949799972)",
OREGON,2014,46,,-,0,,1,,1,,,-,,"OREGON
(44.56745218600048, -120.15502977999972)",
MONTANA,2014,46,,-,0,,0,,,-,,-,,"MONTANA
(47.06652759400049, -109.42441687999968)",
DELAWARE,2014,46,,-,0,,1,,1,,2,,,"DELAWARE
(39.00883059000046, -75.57773943699965)",
NORTH CAROLINA,2014,46,,N,0,,0,,,N,,N,N,"NORTH CAROLINA
(35.46622096200048, -79.15924924699965)",
WEST VIRGINIA,2014,46,,-,0,,0,,,-,,-,N,"WEST VIRGINIA
(38.66551303900047, -80.71263935099967)",
NORTH DAKOTA,2014,46,,-,0,,0,,,-,1,,,"NORTH DAKOTA
(47.47531892900048, -100.11842599699969)",
KENTUCKY,2014,46,,N,0,,0,,,N,,N,N,"KENTUCKY
(37.645970985000474, -84.77496612599964)",
NEVADA,2014,46,,N,0,,0,,,N,,N,,"NEVADA
(39.493242807000456, -117.07183978499972)",
NEW MEXICO,2014,46,,N,0,,0,,,N,,N,,"NEW MEXICO
(34.520884020000494, -106.24057768899968)",
ALASKA,2014,46,,N,0,,0,,,N,,N,-,"ALASKA
(64.84507631500048, -147.72205669099972)",
NEW YORK CITY,2014,46,,-,0,,9,,58,,75,,N,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
MAINE,2014,46,,-,0,,5,,36,,35,,N,"MAINE
(45.2542257390005, -68.98502952999962)",
GUAM,2014,46,,-,0,,0,,,-,,-,,"GUAM
(13.480998894000436, 144.73149801400064)",
IDAHO,2014,46,,N,0,,0,,,N,,N,N,"IDAHO
(43.68263160000049, -114.3637261449997)",
WASHINGTON,2014,46,,-,0,,1,,,-,,-,N,"WASHINGTON
(47.5222894470005, -120.47002746299972)",
CONNECTICUT,2014,46,,-,1,,23,,124,,285,,N,"CONNECTICUT
(41.56266101800048, -72.64983753699966)",
VIRGINIA,2014,46,,N,0,,0,,,N,,N,N,"VIRGINIA
(37.542682294000485, -78.45788924199968)",
OHIO,2014,46,,-,0,,0,,,-,,-,,"OHIO
(40.06021184000048, -82.40425685299965)",
NEBRASKA,2014,46,,-,0,,0,,,-,1,,,"NEBRASKA
(41.641041981000456, -99.36571864599966)",
PENNSYLVANIA,2014,46,,N,0,,0,,,N,,N,N,"PENNSYLVANIA
(40.79373260300048, -77.86069775999965)",
WYOMING,2014,46,,-,0,,0,,,-,,-,,"WYOMING
(43.235543013000495, -108.10982744299969)",
LOUISIANA,2014,46,,-,0,,0,,,-,2,,,"LOUISIANA
(31.312664106000454, -92.44567554599968)",
TEXAS,2014,46,,-,0,,1,,1,,1,,N,"TEXAS
(31.827240712000446, -99.4267664729997)",
HAWAII,2014,46,,N,0,,0,,,N,,N,N,"HAWAII
(21.304853205000427, -157.85774691599974)",
ARKANSAS,2014,46,,N,0,,0,,,N,,N,N,"ARKANSAS
(34.74865329300047, -92.27448794899965)",
FLORIDA,2014,46,,N,0,,0,,,N,,N,N,"FLORIDA
(28.93204444200046, -81.92895558499964)",
VERMONT,2014,46,,-,0,,1,,3,,6,,N,"VERMONT
(43.62538000100045, -72.51763944499965)",
UTAH,2014,46,,-,0,,0,,,-,,-,,"UTAH
(39.36070082200047, -111.5871285339997)",
OKLAHOMA,2014,46,,N,0,,0,,,N,,N,N,"OKLAHOMA
(35.472031425000466, -97.52106845499969)",
MICHIGAN,2014,46,,-,0,,1,,2,,2,,,"MICHIGAN
(44.66132176400049, -84.71438724399968)",
MISSISSIPPI,2014,46,,N,0,,0,,,N,,N,N,"MISSISSIPPI
(32.745512774000474, -89.53802764499966)",
SOUTH DAKOTA,2014,46,,-,0,,1,,1,,1,,N,"SOUTH DAKOTA
(44.35313049600046, -100.37352811899967)",
MISSOURI,2014,46,,N,0,,0,,,N,,N,,"MISSOURI
(38.63579079900046, -92.56629737199967)",
SOUTH CAROLINA,2014,46,,-,0,,2,,2,,1,,N,"SOUTH CAROLINA
(33.99882214300044, -81.04536765699964)",
NEW JERSEY,2014,46,,-,1,,24,,140,,167,,N,"NEW JERSEY
(40.13057159500045, -74.27368565099965)",
MID. ATLANTIC,2014,47,4,,6,,67,,578,,596,,-,"MID. ATLANTIC
",
E.N. CENTRAL,2014,47,,-,0,,4,,26,,84,,,"E.N. CENTRAL
",
W.N. CENTRAL,2014,47,,-,0,,1,,1,,66,,,"W.N. CENTRAL
",
S. ATLANTIC,2014,47,,-,0,,2,,5,,10,,,"S. ATLANTIC
",
DIST. OF COL.,2014,47,,N,0,,0,,,N,,N,-,"DIST. OF COL.
",
E.S. CENTRAL,2014,47,,-,0,,1,,1,,,-,-,"E.S. CENTRAL
",
W.S. CENTRAL,2014,47,,-,0,,1,,1,,3,,,"W.S. CENTRAL
",
AMER. SAMOA,2014,47,,N,,-,,-,,N,,N,N,"AMER. SAMOA
",
C.N.M.I.,2014,47,,-,,-,,-,,-,,-,-,"C.N.M.I.
",
VIRGIN ISL.,2014,47,,N,0,,0,,,N,,N,-,"VIRGIN ISL.
",
NEW JERSEY,2014,47,,-,1,,24,,140,,167,,N,"NEW JERSEY
(40.13057159500045, -74.27368565099965)",
KENTUCKY,2014,47,,N,0,,0,,,N,,N,N,"KENTUCKY
(37.645970985000474, -84.77496612599964)",
NEW MEXICO,2014,47,,N,0,,0,,,N,,N,,"NEW MEXICO
(34.520884020000494, -106.24057768899968)",
MISSOURI,2014,47,,N,0,,0,,,N,,N,,"MISSOURI
(38.63579079900046, -92.56629737199967)",
OKLAHOMA,2014,47,,N,0,,0,,,N,,N,N,"OKLAHOMA
(35.472031425000466, -97.52106845499969)",
WISCONSIN,2014,47,,-,0,,4,,23,,77,,,"WISCONSIN
(44.393191877000504, -89.81636715299965)",
MARYLAND,2014,47,,-,0,,1,,2,,7,,,"MARYLAND
(39.29058224000045, -76.60925970899967)",
SOUTH DAKOTA,2014,47,,-,0,,1,,1,,1,,N,"SOUTH DAKOTA
(44.35313049600046, -100.37352811899967)",
WASHINGTON,2014,47,,-,0,,1,,,-,,-,N,"WASHINGTON
(47.5222894470005, -120.47002746299972)",
MISSISSIPPI,2014,47,,N,0,,0,,,N,,N,N,"MISSISSIPPI
(32.745512774000474, -89.53802764499966)",
NEVADA,2014,47,,N,0,,0,,,N,,N,,"NEVADA
(39.493242807000456, -117.07183978499972)",
TENNESSEE,2014,47,,-,0,,0,,,-,,-,N,"TENNESSEE
(35.68094014000047, -85.77448642199965)",
RHODE ISLAND,2014,47,,-,1,,18,,133,,131,,-,"RHODE ISLAND
(41.708284362000484, -71.52246918099962)",
NORTH CAROLINA,2014,47,,N,0,,0,,,N,,N,N,"NORTH CAROLINA
(35.46622096200048, -79.15924924699965)",
MICHIGAN,2014,47,,-,0,,1,,2,,2,,,"MICHIGAN
(44.66132176400049, -84.71438724399968)",
PACIFIC,2014,47,,-,0,,1,,3,,3,,,"PACIFIC
(38.48199730900046, -90.74151604899964)",
NEW YORK CITY,2014,47,,-,0,,9,,58,,75,,N,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
ALABAMA,2014,47,,-,0,,1,,1,,,-,N,"ALABAMA
(32.84057034900047, -86.63185803899967)",
UTAH,2014,47,,-,0,,0,,,-,,-,,"UTAH
(39.36070082200047, -111.5871285339997)",
WEST VIRGINIA,2014,47,,-,0,,0,,,-,,-,N,"WEST VIRGINIA
(38.66551303900047, -80.71263935099967)",
COLORADO,2014,47,,N,0,,0,,,N,,N,N,"COLORADO
(38.84384201300048, -106.13360888799969)",
VIRGINIA,2014,47,,N,0,,0,,,N,,N,N,"VIRGINIA
(37.542682294000485, -78.45788924199968)",
WYOMING,2014,47,,-,0,,0,,,-,,-,,"WYOMING
(43.235543013000495, -108.10982744299969)",
