Reporting Area,MMWR Year,MMWR Week,"Mumps, Current week","Mumps, Current week, flag","Mumps, Previous 52 weeks Med","Mumps, Previous 52 weeks Med, flag","Mumps, Previous 52 weeks Max","Mumps, Previous 52 weeks Max, flag","Mumps, Cum 2014","Mumps, Cum 2014, flag","Mumps, Cum 2013","Mumps, Cum 2013, flag","Pertussis, Current week","Pertussis, Current week, flag","Pertussis, Previous 52 weeks Med","Pertussis, Previous 52 weeks Med, flag","Pertussis, Previous 52 weeks Max","Pertussis, Previous 52 weeks Max, flag","Pertussis, Cum 2014","Pertussis, Cum 2014, flag","Pertussis, Cum 2013","Pertussis, Cum 2013, flag","Rabies, animal, Current week","Rabies, animal, Current week, flag","Rabies, animal, Previous 52 weeks Med","Rabies, animal, Previous 52 weeks Med, flag","Rabies, animal, Previous 52 weeks Max","Rabies, animal, Previous 52 weeks Max, flag","Rabies, animal, Cum 2014","Rabies, animal, Cum 2014, flag","Rabies, animal, Cum 2013","Rabies, animal, Cum 2013, flag",Location 1,Location 2
UTAH,2014,3,,-,0,,1,,,-,1,,,-,21,,41,,3,,43,,,-,0,,4,,,-,,-,"UTAH
(39.36070374600047, -111.5871285339997)",
MICHIGAN,2014,3,,-,0,,1,,,-,1,,9,,18,,33,,34,,30,,,-,0,,5,,,-,1,,"MICHIGAN
(44.66131575600048, -84.71438724399968)",
FLORIDA,2014,3,,-,0,,1,,,-,,-,26,,13,,63,,53,,11,,1,,0,,27,,8,,64,,"FLORIDA
(28.932042899000464, -81.92895558499964)",
OREGON,2014,3,,-,0,,1,,,-,,-,,-,8,,26,,1,,28,,,-,0,,2,,,-,,-,"OREGON
(44.567446178000466, -120.15502977999972)",
COLORADO,2014,3,,-,0,,1,,,-,,-,,-,20,,45,,45,,73,,,-,0,,0,,,-,,-,"COLORADO
(38.84384047000049, -106.13360888799969)",
MARYLAND,2014,3,,-,0,,26,,,-,,-,1,,3,,10,,6,,13,,,-,7,,17,,5,,12,,"MARYLAND
(39.2905806980005, -76.60925970899967)",
NEBRASKA,2014,3,,-,0,,0,,,-,,-,3,,4,,13,,17,,14,,,-,0,,0,,,-,,-,"NEBRASKA
(41.64104043900045, -99.36571864599966)",
NEW MEXICO,2014,3,,-,0,,1,,,-,,-,,-,10,,22,,,-,50,,,-,0,,1,,,-,,-,"NEW MEXICO
(34.52088247800049, -106.24057768899968)",
TENNESSEE,2014,3,,-,0,,3,,,-,,-,2,,4,,10,,12,,14,,,-,0,,0,,,-,,-,"TENNESSEE
(35.680943063000484, -85.77448642199965)",
WEST VIRGINIA,2014,3,,-,0,,0,,,-,,-,,-,0,,2,,,-,2,,,-,1,,6,,1,,3,,"WEST VIRGINIA
(38.665511497000466, -80.71263935099967)",
ARIZONA,2014,3,,-,0,,1,,,-,,-,7,,22,,69,,12,,67,,,N,0,,0,,,N,,N,"ARIZONA
(34.865973091000455, -111.76380949799972)",
SOUTH DAKOTA,2014,3,,-,0,,0,,,-,,-,,-,1,,8,,1,,2,,,-,0,,4,,,-,,-,"SOUTH DAKOTA
(44.35313342000046, -100.37352811899967)",
LOUISIANA,2014,3,,-,0,,1,,,-,1,,,-,3,,11,,,-,3,,,-,0,,0,,,-,,-,"LOUISIANA
(31.312662564000448, -92.44567554599968)",
KANSAS,2014,3,,-,0,,0,,,-,,-,,-,6,,20,,,-,13,,,-,1,,5,,1,,4,,"KANSAS
(38.34774033400049, -98.20077655499966)",
NEW YORK CITY,2014,3,,-,0,,4,,1,,2,,,-,2,,10,,1,,8,,,-,0,,0,,,-,,-,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
MINNESOTA,2014,3,,-,0,,1,,,-,,-,,-,11,,36,,,-,55,,,-,0,,0,,,-,,-,"MINNESOTA
(46.35564867700049, -94.79419697699967)",
ILLINOIS,2014,3,,-,0,,4,,,-,2,,,-,13,,32,,5,,53,,,-,1,,6,,,-,2,,"ILLINOIS
(40.48501278700047, -88.99770813999965)",
IDAHO,2014,3,,-,0,,0,,,-,,-,3,,4,,10,,8,,9,,,-,0,,4,,,-,,-,"IDAHO
(43.682630058000484, -114.3637261449997)",
AMER. SAMOA,2014,3,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,"AMER. SAMOA
(39.52368635500045, -99.11415045099966)",
C.N.M.I.,2014,3,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
(39.52368635500045, -99.11415045099966)",
VIRGIN ISL.,2014,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
(39.52368635500045, -99.11415045099966)",
WISCONSIN,2014,3,,-,0,,1,,,-,,-,,-,20,,52,,3,,134,,,N,0,,0,,,N,,N,"WISCONSIN
(44.3931903350005, -89.81636715299965)",
ARKANSAS,2014,3,,-,0,,1,,,-,,-,,-,8,,16,,1,,3,,,-,0,,34,,,-,,-,"ARKANSAS
(34.748651751000466, -92.27448794899965)",
VERMONT,2014,3,,-,0,,1,,,-,,-,,-,1,,8,,,-,31,,1,,1,,4,,2,,3,,"VERMONT
(43.62538292400046, -72.51763944499965)",
MASSACHUSETTS,2014,3,,-,0,,24,,,-,,-,,-,6,,24,,,-,14,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.27687306500047, -72.08268985899963)",
WYOMING,2014,3,,-,0,,0,,,-,,-,,-,1,,12,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23554147100049, -108.10982744299969)",
ALASKA,2014,3,,-,0,,1,,,-,,-,,-,5,,18,,3,,43,,,-,0,,2,,,-,1,,"ALASKA
(64.84507923900048, -147.72205669099972)",
NEW JERSEY,2014,3,,-,0,,19,,,-,,-,,-,5,,13,,,-,50,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.1305700530005, -74.27368565099965)",
NEW HAMPSHIRE,2014,3,,-,0,,0,,,-,,-,,-,1,,9,,,-,10,,,-,0,,3,,,-,1,,"NEW HAMPSHIRE
(43.6559537330005, -71.50035726399966)",
RHODE ISLAND,2014,3,,-,0,,1,,,-,,-,,-,1,,16,,,-,14,,,-,0,,4,,,-,,-,"RHODE ISLAND
(41.70828281900049, -71.52246918099962)",
TEXAS,2014,3,,-,0,,3,,,-,,-,,-,68,,184,,1,,9,,4,,15,,38,,8,,9,,"TEXAS
(31.827243635000457, -99.4267664729997)",
INDIANA,2014,3,,-,0,,1,,,-,,-,,-,9,,28,,,-,27,,,-,0,,1,,,-,,-,"INDIANA
(39.76691364600049, -86.14995579899966)",
MISSISSIPPI,2014,3,,-,0,,0,,,-,,-,,-,1,,4,,1,,5,,,-,0,,2,,,-,,-,"MISSISSIPPI
(32.74551123200047, -89.53802764499966)",
NORTH DAKOTA,2014,3,,-,0,,1,,,-,,-,,-,1,,7,,1,,2,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.47531738700047, -100.11842599699969)",
HAWAII,2014,3,,-,0,,1,,,-,,-,,-,1,,4,,,-,1,,,-,0,,0,,,-,,-,"HAWAII
(21.30485166200043, -157.85774691599974)",
NEW YORK,2014,3,,-,0,,2,,,-,,-,10,,13,,35,,17,,47,,10,,6,,19,,15,,17,,"NEW YORK
(42.82700023900048, -75.54396639699968)",
WASHINGTON,2014,3,,-,0,,1,,,-,,-,,-,13,,38,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.522287905000496, -120.47002746299972)",
KENTUCKY,2014,3,,-,0,,0,,,-,1,,,-,7,,26,,12,,27,,,-,0,,3,,1,,,-,"KENTUCKY
(37.645973909000475, -84.77496612599964)",
ALABAMA,2014,3,,-,0,,1,,,-,1,,,-,3,,8,,4,,11,,,-,0,,6,,1,,2,,"ALABAMA
(32.84057327200048, -86.63185803899967)",
NORTH CAROLINA,2014,3,,-,0,,1,,,-,,-,8,,11,,29,,36,,6,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.46622388600048, -79.15924924699965)",
MAINE,2014,3,,-,0,,1,,,-,,-,,-,5,,12,,7,,28,,,-,1,,4,,1,,2,,"MAINE
(45.254228663000504, -68.98502952999962)",
GEORGIA,2014,3,,-,0,,3,,,-,,-,2,,5,,11,,14,,18,,,-,0,,0,,,-,,-,"GEORGIA
(32.83968004200045, -83.62757601199968)",
MONTANA,2014,3,,-,0,,0,,,-,,-,1,,12,,29,,6,,24,,,N,0,,0,,,N,,N,"MONTANA
(47.066526051000494, -109.42441687999968)",
DELAWARE,2014,3,,-,0,,0,,,-,,-,,-,0,,3,,1,,3,,,-,0,,0,,,-,,-,"DELAWARE
(39.00883351400046, -75.57773943699965)",
GUAM,2014,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.355173397000442, 144.70297250000056)",
PENNSYLVANIA,2014,3,,-,0,,5,,,-,2,,8,,12,,23,,33,,58,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.79373106100047, -77.86069775999965)",
UNITED STATES,2014,4,3,,6,,45,,9,,18,,165,,491,,636,,916,,1628,,5,,62,,132,,65,,197,,,
NEW ENGLAND,2014,4,,-,0,,24,,,-,1,,2,,18,,40,,20,,125,,1,,6,,12,,9,,17,,,
MID. ATLANTIC,2014,4,,-,1,,20,,2,,5,,21,,32,,46,,76,,208,,4,,6,,19,,19,,21,,,
E.N. CENTRAL,2014,4,2,,1,,6,,4,,4,,67,,87,,176,,327,,353,,,-,2,,24,,,-,3,,,
W.N. CENTRAL,2014,4,,-,0,,2,,,-,,-,6,,41,,87,,68,,186,,,-,2,,9,,2,,7,,,
S. ATLANTIC,2014,4,,-,0,,26,,1,,,-,32,,42,,92,,151,,101,,,-,17,,31,,14,,129,,,
E.S. CENTRAL,2014,4,,-,0,,3,,1,,3,,4,,15,,35,,48,,75,,,-,1,,7,,4,,2,,,
W.S. CENTRAL,2014,4,1,,0,,3,,1,,1,,17,,83,,246,,22,,30,,,-,17,,77,,17,,14,,,
MOUNTAIN,2014,4,,-,0,,2,,,-,1,,13,,93,,174,,172,,374,,,-,0,,9,,,-,,-,,
PACIFIC,2014,4,,-,0,,4,,,-,3,,3,,58,,110,,32,,176,,,-,3,,12,,,-,4,,,
GUAM,2014,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.355173397000442, 144.70297250000056)",
MAINE,2014,4,,-,0,,1,,,-,,-,2,,5,,12,,19,,40,,,-,1,,4,,2,,2,,"MAINE
(45.254228663000504, -68.98502952999962)",
NEW JERSEY,2014,4,,-,0,,19,,,-,,-,,-,5,,13,,,-,62,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.1305700530005, -74.27368565099965)",
SOUTH DAKOTA,2014,4,,-,0,,0,,,-,,-,,-,1,,8,,4,,4,,,-,0,,4,,,-,,-,"SOUTH DAKOTA
(44.35313342000046, -100.37352811899967)",
WYOMING,2014,4,,-,0,,0,,,-,,-,,-,1,,12,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23554147100049, -108.10982744299969)",
VERMONT,2014,4,,-,0,,1,,,-,,-,,-,1,,8,,1,,34,,,-,1,,4,,3,,4,,"VERMONT
(43.62538292400046, -72.51763944499965)",
MISSISSIPPI,2014,4,,-,0,,0,,,-,,-,,-,1,,4,,1,,6,,,-,0,,2,,,-,,-,"MISSISSIPPI
(32.74551123200047, -89.53802764499966)",
CALIFORNIA,2014,4,,-,0,,4,,,-,3,,2,,30,,53,,22,,77,,,-,3,,11,,,-,3,,"CALIFORNIA
(37.638640488000476, -120.99999889499969)",
IOWA,2014,4,,-,0,,1,,,-,,-,,-,4,,12,,4,,40,,,-,0,,0,,,-,,-,"IOWA
(42.469404401000475, -93.81648936699969)",
INDIANA,2014,4,,-,0,,1,,,-,,-,,-,9,,28,,1,,35,,,-,0,,1,,,-,,-,"INDIANA
(39.76691364600049, -86.14995579899966)",
OHIO,2014,4,2,,0,,2,,4,,,-,63,,24,,104,,247,,62,,,-,0,,19,,,-,,-,"OHIO
(40.06021029700048, -82.40425685299965)",
KENTUCKY,2014,4,,-,0,,0,,,-,1,,,-,6,,27,,14,,34,,,-,0,,3,,1,,,-,"KENTUCKY
(37.645973909000475, -84.77496612599964)",
HAWAII,2014,4,,-,0,,1,,,-,,-,,-,1,,4,,,-,1,,,-,0,,0,,,-,,-,"HAWAII
(21.30485166200043, -157.85774691599974)",
TENNESSEE,2014,4,,-,0,,3,,1,,1,,3,,5,,10,,21,,20,,,-,0,,0,,,-,,-,"TENNESSEE
(35.680943063000484, -85.77448642199965)",
ARKANSAS,2014,4,,-,0,,1,,,-,,-,1,,8,,17,,2,,5,,,-,1,,34,,5,,,-,"ARKANSAS
(34.748651751000466, -92.27448794899965)",
NEW MEXICO,2014,4,,-,0,,1,,,-,,-,,-,10,,22,,,-,63,,,-,0,,1,,,-,,-,"NEW MEXICO
(34.52088247800049, -106.24057768899968)",
C.N.M.I.,2014,4,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
(39.52368635500045, -99.11415045099966)",
ALASKA,2014,4,,-,0,,1,,,-,,-,,-,5,,18,,3,,60,,,-,0,,2,,,-,1,,"ALASKA
(64.84507923900048, -147.72205669099972)",
NORTH CAROLINA,2014,4,,-,0,,1,,,-,,-,12,,11,,29,,48,,6,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.46622388600048, -79.15924924699965)",
FLORIDA,2014,4,,-,0,,1,,,-,,-,13,,14,,63,,66,,20,,,-,0,,21,,8,,85,,"FLORIDA
(28.932042899000464, -81.92895558499964)",
NORTH DAKOTA,2014,4,,-,0,,1,,,-,,-,,-,1,,7,,1,,2,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.47531738700047, -100.11842599699969)",
CONNECTICUT,2014,4,,-,0,,2,,,-,1,,,-,1,,6,,,-,4,,,-,3,,12,,3,,7,,"CONNECTICUT
(41.56266394200048, -72.64983753699966)",
SOUTH CAROLINA,2014,4,,-,0,,1,,,-,,-,,-,4,,8,,2,,20,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(33.99882060100049, -81.04536765699964)",
NEW HAMPSHIRE,2014,4,,-,0,,0,,,-,,-,,-,1,,9,,,-,14,,,-,0,,3,,,-,2,,"NEW HAMPSHIRE
(43.6559537330005, -71.50035726399966)",
OKLAHOMA,2014,4,,-,0,,1,,,-,,-,1,,0,,36,,1,,1,,,-,0,,31,,2,,,-,"OKLAHOMA
(35.472034350000456, -97.52106845499969)",
MISSOURI,2014,4,,-,0,,2,,,-,,-,2,,10,,33,,31,,36,,,-,1,,3,,1,,3,,"MISSOURI
(38.63579372300046, -92.56629737199967)",
OREGON,2014,4,,-,0,,1,,,-,,-,1,,8,,26,,7,,36,,,-,0,,2,,,-,,-,"OREGON
(44.567446178000466, -120.15502977999972)",
MINNESOTA,2014,4,,-,0,,1,,,-,,-,,-,12,,37,,,-,68,,,-,0,,0,,,-,,-,"MINNESOTA
(46.35564867700049, -94.79419697699967)",
UTAH,2014,4,,-,0,,1,,,-,1,,,-,22,,41,,11,,66,,,-,0,,4,,,-,,-,"UTAH
(39.36070374600047, -111.5871285339997)",
NEW YORK CITY,2014,4,,-,0,,4,,2,,2,,,-,2,,10,,1,,11,,,-,0,,0,,,-,,-,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
DIST. OF COL.,2014,4,,-,0,,1,,,-,,-,,-,1,,4,,1,,3,,,-,0,,0,,,-,,-,"DIST. OF COL.
(39.52368635500045, -99.11415045099966)",
ALABAMA,2014,4,,-,0,,1,,,-,1,,1,,3,,8,,12,,15,,,-,0,,6,,3,,2,,"ALABAMA
(32.84057327200048, -86.63185803899967)",
MARYLAND,2014,4,,-,0,,26,,,-,,-,,-,3,,10,,7,,19,,,-,7,,17,,5,,15,,"MARYLAND
(39.2905806980005, -76.60925970899967)",
COLORADO,2014,4,,-,0,,1,,,-,,-,,-,20,,46,,110,,93,,,-,0,,0,,,-,,-,"COLORADO
(38.84384047000049, -106.13360888799969)",
WISCONSIN,2014,4,,-,0,,1,,,-,,-,,-,20,,53,,14,,153,,,N,0,,0,,,N,,N,"WISCONSIN
(44.3931903350005, -89.81636715299965)",
ILLINOIS,2014,4,,-,0,,4,,,-,3,,,-,13,,32,,15,,62,,,-,1,,6,,,-,2,,"ILLINOIS
(40.48501278700047, -88.99770813999965)",
LOUISIANA,2014,4,,-,0,,1,,,-,1,,,-,3,,11,,,-,3,,,-,0,,0,,,-,,-,"LOUISIANA
(31.312662564000448, -92.44567554599968)",
TEXAS,2014,4,1,,0,,3,,1,,,-,15,,68,,229,,19,,21,,,-,16,,40,,10,,14,,"TEXAS
(31.827243635000457, -99.4267664729997)",
MASSACHUSETTS,2014,4,,-,0,,24,,,-,,-,,-,6,,24,,,-,19,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.27687306500047, -72.08268985899963)",
DELAWARE,2014,4,,-,0,,0,,,-,,-,,-,0,,3,,1,,6,,,-,0,,0,,,-,,-,"DELAWARE
(39.00883351400046, -75.57773943699965)",
KANSAS,2014,4,,-,0,,0,,,-,,-,,-,6,,20,,5,,21,,,-,1,,5,,1,,4,,"KANSAS
(38.34774033400049, -98.20077655499966)",
MICHIGAN,2014,4,,-,0,,1,,,-,1,,4,,18,,33,,50,,41,,,-,0,,5,,,-,1,,"MICHIGAN
(44.66131575600048, -84.71438724399968)",
RHODE ISLAND,2014,4,,-,0,,1,,,-,,-,,-,1,,16,,,-,14,,1,,0,,4,,1,,2,,"RHODE ISLAND
(41.70828281900049, -71.52246918099962)",
PUERTO RICO,2014,4,,-,0,,1,,,-,,-,,-,0,,6,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(26.649497232000442, -98.34556876399967)",
WASHINGTON,2014,4,,-,0,,1,,,-,,-,,-,12,,42,,,-,2,,,-,0,,0,,,-,,-,"WASHINGTON
(47.522287905000496, -120.47002746299972)",
WEST VIRGINIA,2014,4,,-,0,,0,,,-,,-,,-,0,,2,,,-,2,,,-,1,,6,,1,,4,,"WEST VIRGINIA
(38.665511497000466, -80.71263935099967)",
AMER. SAMOA,2014,4,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,"AMER. SAMOA
(39.52368635500045, -99.11415045099966)",
PENNSYLVANIA,2014,4,,-,0,,5,,,-,3,,7,,12,,18,,42,,67,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.79373106100047, -77.86069775999965)",
IDAHO,2014,4,,-,0,,0,,,-,,-,6,,4,,10,,16,,10,,,-,0,,4,,,-,,-,"IDAHO
(43.682630058000484, -114.3637261449997)",
NEVADA,2014,4,,-,0,,2,,,-,,-,,-,2,,12,,2,,6,,,-,0,,3,,,-,,-,"NEVADA
(39.49324126500045, -117.07183978499972)",
VIRGINIA,2014,4,,-,0,,2,,,-,,-,3,,1,,19,,7,,,-,,-,8,,15,,,-,25,,"VIRGINIA
(37.54268075100049, -78.45788924199968)",
VIRGIN ISL.,2014,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
(39.52368635500045, -99.11415045099966)",
GEORGIA,2014,4,,-,0,,3,,1,,,-,4,,5,,11,,19,,25,,,-,0,,0,,,-,,-,"GEORGIA
(32.83968004200045, -83.62757601199968)",
NEBRASKA,2014,4,,-,0,,0,,,-,,-,4,,4,,13,,23,,15,,,-,0,,0,,,-,,-,"NEBRASKA
(41.64104043900045, -99.36571864599966)",
ARIZONA,2014,4,,-,0,,1,,,-,,-,,-,21,,69,,16,,99,,,N,0,,0,,,N,,N,"ARIZONA
(34.865973091000455, -111.76380949799972)",
NEW YORK,2014,4,,-,0,,2,,,-,,-,14,,12,,35,,33,,68,,4,,6,,19,,19,,21,,"NEW YORK
(42.82700023900048, -75.54396639699968)",
MONTANA,2014,4,,-,0,,0,,,-,,-,7,,12,,29,,17,,37,,,N,0,,0,,,N,,N,"MONTANA
(47.066526051000494, -109.42441687999968)",
UNITED STATES,2014,5,4,,6,,45,,22,,23,,174,,499,,639,,1242,,2025,,11,,62,,132,,88,,240,,,
NEW ENGLAND,2014,5,,-,0,,24,,,-,1,,,-,18,,40,,21,,147,,1,,5,,12,,11,,21,,,
MID. ATLANTIC,2014,5,1,,1,,20,,3,,5,,23,,31,,46,,104,,243,,2,,6,,19,,21,,23,,,
E.N. CENTRAL,2014,5,2,,1,,6,,11,,5,,64,,89,,179,,431,,418,,,-,2,,24,,,-,3,,,
W.N. CENTRAL,2014,5,,-,0,,2,,1,,,-,7,,41,,87,,87,,223,,1,,2,,9,,4,,7,,,
S. ATLANTIC,2014,5,1,,0,,26,,5,,,-,36,,43,,92,,198,,129,,4,,17,,31,,28,,153,,,
E.S. CENTRAL,2014,5,,-,0,,3,,1,,3,,1,,15,,35,,66,,86,,,-,1,,7,,4,,2,,,
W.S. CENTRAL,2014,5,,-,0,,3,,1,,2,,29,,83,,298,,69,,56,,3,,17,,77,,20,,27,,,
MOUNTAIN,2014,5,,-,0,,2,,,-,2,,5,,91,,175,,204,,501,,,-,0,,9,,,-,,-,,
PACIFIC,2014,5,,-,0,,4,,,-,5,,9,,59,,110,,62,,222,,,-,3,,12,,,-,4,,,
IDAHO,2014,5,,-,0,,0,,,-,,-,1,,4,,10,,17,,14,,,-,0,,4,,,-,,-,"IDAHO
(43.682630058000484, -114.3637261449997)",
OREGON,2014,5,,-,0,,1,,,-,,-,3,,8,,26,,14,,42,,,-,0,,2,,,-,,-,"OREGON
(44.567446178000466, -120.15502977999972)",
VIRGINIA,2014,5,,-,0,,2,,,-,,-,,-,1,,20,,8,,,-,,-,8,,15,,,-,37,,"VIRGINIA
(37.54268075100049, -78.45788924199968)",
PENNSYLVANIA,2014,5,,-,0,,5,,,-,3,,7,,12,,19,,54,,76,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.79373106100047, -77.86069775999965)",
TEXAS,2014,5,,-,0,,3,,1,,1,,27,,68,,276,,54,,36,,2,,16,,40,,12,,17,,"TEXAS
(31.827243635000457, -99.4267664729997)",
COLORADO,2014,5,,-,0,,1,,,-,1,,,-,20,,46,,130,,123,,,-,0,,0,,,-,,-,"COLORADO
(38.84384047000049, -106.13360888799969)",
VERMONT,2014,5,,-,0,,1,,,-,,-,,-,1,,8,,1,,42,,,-,1,,4,,3,,5,,"VERMONT
(43.62538292400046, -72.51763944499965)",
WYOMING,2014,5,,-,0,,0,,,-,,-,,-,1,,12,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23554147100049, -108.10982744299969)",
AMER. SAMOA,2014,5,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,"AMER. SAMOA
(39.52368635500045, -99.11415045099966)",
LOUISIANA,2014,5,,-,0,,1,,,-,1,,,-,3,,11,,4,,4,,,-,0,,0,,,-,,-,"LOUISIANA
(31.312662564000448, -92.44567554599968)",
OKLAHOMA,2014,5,,-,0,,1,,,-,,-,,-,0,,36,,1,,1,,1,,0,,31,,3,,,-,"OKLAHOMA
(35.472034350000456, -97.52106845499969)",
UTAH,2014,5,,-,0,,1,,,-,1,,,-,22,,41,,15,,84,,,-,0,,4,,,-,,-,"UTAH
(39.36070374600047, -111.5871285339997)",
ARIZONA,2014,5,,-,0,,1,,,-,,-,1,,21,,70,,18,,127,,,N,0,,0,,,N,,N,"ARIZONA
(34.865973091000455, -111.76380949799972)",
MISSISSIPPI,2014,5,,-,0,,0,,,-,,-,,-,1,,4,,1,,6,,,-,0,,2,,,-,,-,"MISSISSIPPI
(32.74551123200047, -89.53802764499966)",
TENNESSEE,2014,5,,-,0,,3,,1,,1,,,-,5,,10,,23,,24,,,-,0,,0,,,-,,-,"TENNESSEE
(35.680943063000484, -85.77448642199965)",
C.N.M.I.,2014,5,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
(39.52368635500045, -99.11415045099966)",
VIRGIN ISL.,2014,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
(39.52368635500045, -99.11415045099966)",
MAINE,2014,5,,-,0,,1,,,-,,-,,-,5,,12,,19,,46,,,-,1,,4,,2,,3,,"MAINE
(45.254228663000504, -68.98502952999962)",
SOUTH DAKOTA,2014,5,,-,0,,0,,,-,,-,,-,1,,8,,5,,4,,1,,0,,4,,1,,,-,"SOUTH DAKOTA
(44.35313342000046, -100.37352811899967)",
MICHIGAN,2014,5,,-,0,,1,,1,,1,,3,,18,,33,,59,,45,,,-,0,,5,,,-,1,,"MICHIGAN
(44.66131575600048, -84.71438724399968)",
SOUTH CAROLINA,2014,5,,-,0,,1,,,-,,-,,-,4,,8,,3,,20,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(33.99882060100049, -81.04536765699964)",
FLORIDA,2014,5,1,,0,,1,,1,,,-,19,,14,,63,,85,,26,,,-,0,,9,,8,,94,,"FLORIDA
(28.932042899000464, -81.92895558499964)",
GUAM,2014,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.355173397000442, 144.70297250000056)",
INDIANA,2014,5,,-,0,,1,,1,,,-,,-,10,,29,,2,,37,,,-,0,,1,,,-,,-,"INDIANA
(39.76691364600049, -86.14995579899966)",
WISCONSIN,2014,5,,-,0,,1,,,-,,-,,-,21,,53,,39,,175,,,N,0,,0,,,N,,N,"WISCONSIN
(44.3931903350005, -89.81636715299965)",
NEW MEXICO,2014,5,,-,0,,1,,,-,,-,,-,9,,22,,,-,80,,,-,0,,1,,,-,,-,"NEW MEXICO
(34.52088247800049, -106.24057768899968)",
WEST VIRGINIA,2014,5,,-,0,,0,,,-,,-,,-,0,,3,,4,,2,,,-,1,,6,,1,,4,,"WEST VIRGINIA
(38.665511497000466, -80.71263935099967)",
MARYLAND,2014,5,,-,0,,26,,,-,,-,2,,3,,10,,11,,25,,4,,7,,17,,19,,18,,"MARYLAND
(39.2905806980005, -76.60925970899967)",
MASSACHUSETTS,2014,5,,-,0,,24,,,-,,-,,-,6,,24,,,-,21,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.27687306500047, -72.08268985899963)",
NEW HAMPSHIRE,2014,5,,-,0,,0,,,-,,-,,-,1,,9,,1,,17,,1,,0,,3,,1,,2,,"NEW HAMPSHIRE
(43.6559537330005, -71.50035726399966)",
OHIO,2014,5,2,,0,,2,,6,,1,,61,,24,,104,,308,,85,,,-,0,,19,,,-,,-,"OHIO
(40.06021029700048, -82.40425685299965)",
MINNESOTA,2014,5,,-,0,,1,,,-,,-,,-,12,,37,,,-,86,,,-,0,,0,,,-,,-,"MINNESOTA
(46.35564867700049, -94.79419697699967)",
ALABAMA,2014,5,,-,0,,1,,,-,1,,1,,3,,8,,16,,19,,,-,0,,6,,3,,2,,"ALABAMA
(32.84057327200048, -86.63185803899967)",
HAWAII,2014,5,,-,0,,1,,,-,,-,,-,1,,4,,,-,1,,,-,0,,0,,,-,,-,"HAWAII
(21.30485166200043, -157.85774691599974)",
ARKANSAS,2014,5,,-,0,,1,,,-,,-,2,,8,,22,,10,,15,,,-,1,,34,,5,,10,,"ARKANSAS
(34.748651751000466, -92.27448794899965)",
DIST. OF COL.,2014,5,,-,0,,1,,,-,,-,,-,0,,4,,1,,4,,,-,0,,0,,,-,,-,"DIST. OF COL.
(39.52368635500045, -99.11415045099966)",
RHODE ISLAND,2014,5,,-,0,,1,,,-,,-,,-,1,,16,,,-,17,,,-,0,,4,,1,,2,,"RHODE ISLAND
(41.70828281900049, -71.52246918099962)",
