Reporting Area,MMWR Year,MMWR Week,"Shiga toxin-producing E. coli (STEC)§, Current week","Shiga toxin-producing E. coli (STEC)§, Current week, flag","Shiga toxin-producing E. coli (STEC)§, Previous 52 weeks Med","Shiga toxin-producing E. coli (STEC)§, Previous 52 weeks Med, flag","Shiga toxin-producing E. coli (STEC)§, Previous 52 weeks Max","Shiga toxin-producing E. coli (STEC)§, Previous 52 weeks Max, flag","Shiga toxin-producing E. coli (STEC)§, Cum 2015","Shiga toxin-producing E. coli (STEC)§, Cum 2015, flag","Shiga toxin-producing E. coli (STEC)§, Cum 2014","Shiga toxin-producing E. coli (STEC)§, Cum 2014, flag","Shigellosis, Current week","Shigellosis, Current week, flag","Shigellosis, Previous 52 weeks Med","Shigellosis, Previous 52 weeks Med, flag","Shigellosis, Previous 52 weeks Max","Shigellosis, Previous 52 weeks Max, flag","Shigellosis, Cum 2015","Shigellosis, Cum 2015, flag","Shigellosis, Cum 2014","Shigellosis, Cum 2014, flag",Location 1,Location 2
ALABAMA,2015,44,,-,0,,5,,31,,39,,2,,13,,30,,518,,346,,"ALABAMA
(32.839182, -86.631125)",
WASHINGTON,2015,44,18,,1,,50,,284,,196,,3,,2,,18,,110,,126,,"WASHINGTON
(47.517368, -120.467672)",
OHIO,2015,44,3,,4,,19,,223,,176,,17,,9,,37,,467,,507,,"OHIO
(40.056807, -82.405897)",
NORTH CAROLINA,2015,44,5,,1,,5,,61,,31,,4,,5,,28,,251,,473,,"NORTH CAROLINA
(35.47995, -79.180571)",
WEST VIRGINIA,2015,44,,-,0,,3,,10,,16,,,-,0,,4,,12,,11,,"WEST VIRGINIA
(38.668501, -80.709421)",
KANSAS,2015,44,,-,2,,5,,99,,80,,,-,2,,12,,96,,46,,"KANSAS
(38.345528, -98.201847)",
WISCONSIN,2015,44,,-,1,,7,,56,,205,,1,,3,,16,,139,,289,,"WISCONSIN
(44.395526, -89.834513)",
LOUISIANA,2015,44,,-,0,,12,,36,,16,,,-,3,,11,,164,,129,,"LOUISIANA
(31.2931, -92.463284)",
KENTUCKY,2015,44,1,,1,,6,,63,,87,,12,,8,,30,,376,,210,,"KENTUCKY
(37.64591, -84.774043)",
GEORGIA,2015,44,,-,2,,7,,95,,90,,15,,22,,46,,1050,,811,,"GEORGIA
(32.836038, -83.631709)",
MAINE,2015,44,,-,0,,3,,27,,32,,,-,0,,1,,3,,25,,"MAINE
(45.252223, -68.986647)",
FLORIDA,2015,44,2,,2,,8,,109,,104,,25,,35,,86,,1574,,2046,,"FLORIDA
(28.915325, -81.922409)",
MISSOURI,2015,44,,-,0,,6,,19,,165,,,-,0,,58,,172,,1068,,"MISSOURI
(38.636168, -92.566292)",
WYOMING,2015,44,,-,0,,3,,4,,26,,,-,0,,3,,5,,92,,"WYOMING
(43.23558, -108.110518)",
PENNSYLVANIA,2015,44,3,,3,,11,,183,,151,,7,,6,,21,,307,,155,,"PENNSYLVANIA
(40.789676, -77.858055)",
ALASKA,2015,44,,-,0,,4,,11,,3,,,-,0,,1,,2,,4,,"ALASKA
(64.836661, -147.738891)",
MICHIGAN,2015,44,1,,2,,8,,112,,118,,4,,8,,23,,378,,254,,"MICHIGAN
(44.66399, -84.711206)",
CALIFORNIA,2015,44,1,,14,,31,,604,,569,,8,,39,,104,,1724,,1243,,"CALIFORNIA
(37.640735, -121.002435)",
INDIANA,2015,44,,-,1,,8,,94,,110,,,-,5,,37,,207,,1186,,"INDIANA
(39.76845, -86.156212)",
NEW MEXICO,2015,44,,-,0,,3,,30,,43,,,-,1,,5,,60,,46,,"NEW MEXICO
(34.520396, -106.244402)",
OREGON,2015,44,4,,4,,11,,209,,158,,1,,1,,5,,58,,47,,"OREGON
(44.567912, -120.156945)",
MINNESOTA,2015,44,,-,0,,7,,,-,304,,,-,0,,4,,,-,79,,"MINNESOTA
(44.943719, -93.094281)",
NEVADA,2015,44,,-,0,,4,,34,,31,,,-,0,,6,,35,,29,,"NEVADA
(39.491833, -117.070159)",
NEW JERSEY,2015,44,,-,0,,5,,34,,113,,,-,6,,17,,272,,204,,"NEW JERSEY
(40.104655, -74.386686)",
TEXAS,2015,44,5,,10,,70,,434,,463,,96,,89,,171,,3824,,1912,,"TEXAS
(31.827233, -99.423022)",
DELAWARE,2015,44,,-,0,,1,,3,,13,,,-,0,,3,,16,,61,,"DELAWARE
(39.008676, -75.574561)",
IOWA,2015,44,,-,2,,10,,137,,213,,6,,6,,41,,510,,191,,"IOWA
(42.46942, -93.815856)",
PUERTO RICO,2015,44,,-,0,,1,,2,,4,,,-,0,,7,,16,,22,,"PUERTO RICO
(18.215692, -66.414655)",
MARYLAND,2015,44,1,,1,,7,,78,,64,,1,,4,,13,,196,,209,,"MARYLAND
(39.290443, -76.612333)",
RHODE ISLAND,2015,44,,-,0,,3,,9,,4,,,-,0,,6,,23,,25,,"RHODE ISLAND
(41.707447, -71.522488)",
UTAH,2015,44,,-,1,,8,,76,,76,,,-,0,,8,,29,,30,,"UTAH
(39.359772, -111.584173)",
OKLAHOMA,2015,44,4,,1,,32,,116,,99,,22,,9,,165,,780,,70,,"OKLAHOMA
(35.468494, -97.521264)",
VIRGINIA,2015,44,1,,1,,6,,86,,101,,1,,5,,18,,254,,175,,"VIRGINIA
(37.542699, -78.45822)",
SOUTH CAROLINA,2015,44,,-,0,,7,,32,,13,,1,,3,,35,,170,,111,,"SOUTH CAROLINA
(34.009286, -81.037094)",
CONNECTICUT,2015,44,,-,2,,8,,73,,48,,,-,1,,5,,51,,48,,"CONNECTICUT
(41.544654, -72.651713)",
UNITED STATES,2015,45,49,,105,,190,,4973,,5374,,313,,393,,593,,17219,,17023,,,
NEW ENGLAND,2015,45,,-,4,,16,,207,,194,,,-,5,,17,,230,,275,,,
MID. ATLANTIC,2015,45,7,,12,,23,,518,,497,,19,,32,,82,,1570,,841,,,
NEW YORK CITY,2015,45,2,,2,,8,,109,,64,,9,,14,,51,,682,,304,,"NEW YORK CITY
",
E.N. CENTRAL,2015,45,7,,11,,28,,628,,798,,29,,40,,79,,1785,,3034,,,
W.N. CENTRAL,2015,45,2,,8,,22,,444,,953,,3,,24,,69,,1132,,2237,,,
S. ATLANTIC,2015,45,7,,10,,21,,487,,451,,46,,76,,153,,3623,,4114,,,
DIST. OF COL.,2015,45,,-,0,,1,,1,,5,,,-,0,,4,,16,,108,,"DIST. OF COL.
",
MINNESOTA,2015,45,,-,0,,7,,,-,309,,,-,0,,4,,,-,82,,"MINNESOTA
(44.943719, -93.094281)",
E.S. CENTRAL,2015,45,,-,5,,14,,259,,292,,7,,28,,63,,1196,,1486,,,
INDIANA,2015,45,,-,1,,8,,94,,113,,,-,5,,25,,207,,1223,,"INDIANA
(39.76845, -86.156212)",
W.S. CENTRAL,2015,45,14,,14,,81,,663,,664,,176,,106,,268,,5039,,2947,,,
MOUNTAIN,2015,45,8,,10,,38,,596,,556,,20,,14,,27,,617,,609,,,
PACIFIC,2015,45,4,,22,,70,,1171,,969,,13,,41,,121,,2027,,1480,,,
AMER. SAMOA,2015,45,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,45,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,45,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
MONTANA,2015,45,2,,1,,6,,75,,36,,,-,0,,7,,12,,16,,"MONTANA
(47.062617, -109.430168)",
ALASKA,2015,45,,-,0,,4,,11,,3,,,-,0,,1,,4,,4,,"ALASKA
(64.836661, -147.738891)",
WYOMING,2015,45,,-,0,,3,,4,,26,,1,,0,,3,,6,,92,,"WYOMING
(43.23558, -108.110518)",
ARIZONA,2015,45,1,,2,,10,,109,,83,,19,,8,,20,,405,,308,,"ARIZONA
(34.869712, -111.760902)",
TENNESSEE,2015,45,,-,2,,11,,141,,134,,2,,5,,24,,200,,722,,"TENNESSEE
(35.681402, -85.774444)",
ARKANSAS,2015,45,,-,1,,5,,61,,75,,3,,2,,6,,80,,746,,"ARKANSAS
(34.748745, -92.275105)",
ALABAMA,2015,45,,-,0,,5,,32,,40,,5,,13,,30,,535,,361,,"ALABAMA
(32.839182, -86.631125)",
NEW HAMPSHIRE,2015,45,,-,0,,3,,23,,13,,,-,0,,2,,3,,13,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
TEXAS,2015,45,13,,10,,70,,449,,472,,138,,90,,171,,3974,,1996,,"TEXAS
(31.827233, -99.423022)",
RHODE ISLAND,2015,45,,-,0,,3,,9,,4,,,-,0,,6,,23,,25,,"RHODE ISLAND
(41.707447, -71.522488)",
WEST VIRGINIA,2015,45,,-,0,,3,,10,,16,,,-,0,,4,,12,,11,,"WEST VIRGINIA
(38.668501, -80.709421)",
CONNECTICUT,2015,45,,-,1,,8,,73,,50,,,-,1,,5,,52,,50,,"CONNECTICUT
(41.544654, -72.651713)",
MISSISSIPPI,2015,45,,-,0,,3,,23,,30,,,-,2,,7,,85,,184,,"MISSISSIPPI
(32.738663, -89.537312)",
HAWAII,2015,45,,-,1,,5,,38,,11,,,-,1,,6,,72,,15,,"HAWAII
(21.30992, -157.858158)",
LOUISIANA,2015,45,,-,0,,12,,36,,16,,5,,3,,11,,176,,131,,"LOUISIANA
(31.2931, -92.463284)",
PENNSYLVANIA,2015,45,,-,3,,11,,187,,156,,6,,6,,21,,315,,159,,"PENNSYLVANIA
(40.789676, -77.858055)",
CALIFORNIA,2015,45,1,,14,,31,,626,,590,,12,,39,,110,,1773,,1287,,"CALIFORNIA
(37.640735, -121.002435)",
OREGON,2015,45,1,,4,,11,,211,,160,,,-,1,,6,,67,,48,,"OREGON
(44.567912, -120.156945)",
NEBRASKA,2015,45,,-,1,,6,,88,,102,,,-,1,,5,,51,,201,,"NEBRASKA
(41.640503, -99.367122)",
MISSOURI,2015,45,,-,0,,6,,19,,169,,,-,0,,58,,172,,1102,,"MISSOURI
(38.636168, -92.566292)",
NEW JERSEY,2015,45,,-,0,,5,,34,,115,,,-,6,,17,,272,,210,,"NEW JERSEY
(40.104655, -74.386686)",
OKLAHOMA,2015,45,1,,1,,32,,117,,101,,30,,10,,165,,809,,74,,"OKLAHOMA
(35.468494, -97.521264)",
NEW MEXICO,2015,45,,-,0,,3,,31,,44,,,-,1,,5,,61,,48,,"NEW MEXICO
(34.520396, -106.244402)",
NORTH DAKOTA,2015,45,,-,0,,6,,39,,38,,,-,0,,2,,19,,19,,"NORTH DAKOTA
(47.475879, -100.121011)",
VIRGINIA,2015,45,1,,1,,6,,89,,105,,1,,4,,18,,255,,180,,"VIRGINIA
(37.542699, -78.45822)",
UTAH,2015,45,,-,1,,8,,85,,76,,,-,0,,8,,29,,31,,"UTAH
(39.359772, -111.584173)",
MASSACHUSETTS,2015,45,,-,1,,6,,51,,82,,,-,3,,12,,144,,160,,"MASSACHUSETTS
(42.268546, -72.085064)",
WASHINGTON,2015,45,2,,1,,50,,285,,205,,1,,2,,18,,111,,126,,"WASHINGTON
(47.517368, -120.467672)",
MAINE,2015,45,,-,0,,3,,27,,32,,,-,0,,1,,3,,26,,"MAINE
(45.252223, -68.986647)",
VERMONT,2015,45,,-,0,,4,,24,,13,,,-,0,,2,,5,,1,,"VERMONT
(43.622479, -72.51927)",
NEW YORK,2015,45,5,,4,,14,,188,,162,,4,,5,,26,,301,,168,,"NEW YORK
(42.826892, -75.544286)",
NEVADA,2015,45,,-,0,,4,,37,,32,,,-,0,,6,,35,,29,,"NEVADA
(39.491833, -117.070159)",
GUAM,2015,45,,-,0,,0,,,-,,-,,-,0,,1,,,-,3,,"GUAM
(13.3532, 144.653198)",
SOUTH DAKOTA,2015,45,,-,1,,4,,52,,39,,,-,4,,20,,265,,591,,"SOUTH DAKOTA
(44.35371, -100.373709)",
SOUTH CAROLINA,2015,45,1,,0,,7,,33,,14,,1,,3,,35,,171,,124,,"SOUTH CAROLINA
(34.009286, -81.037094)",
WISCONSIN,2015,45,,-,1,,7,,57,,208,,,-,3,,12,,144,,305,,"WISCONSIN
(44.395526, -89.834513)",
COLORADO,2015,45,,-,2,,16,,125,,158,,,-,1,,4,,46,,74,,"COLORADO
(38.841772, -106.132562)",
NORTH CAROLINA,2015,45,,-,1,,6,,62,,36,,,-,5,,28,,251,,476,,"NORTH CAROLINA
(35.47995, -79.180571)",
GEORGIA,2015,45,,-,1,,7,,96,,93,,13,,24,,46,,1100,,830,,"GEORGIA
(32.836038, -83.631709)",
KANSAS,2015,45,,-,2,,5,,103,,81,,1,,2,,12,,100,,47,,"KANSAS
(38.345528, -98.201847)",
DELAWARE,2015,45,,-,0,,1,,3,,13,,,-,0,,3,,16,,62,,"DELAWARE
(39.008676, -75.574561)",
IDAHO,2015,45,5,,2,,9,,130,,101,,,-,0,,5,,23,,11,,"IDAHO
(43.680635, -114.364237)",
ILLINOIS,2015,45,,-,3,,8,,132,,179,,1,,14,,30,,553,,729,,"ILLINOIS
(40.477092, -88.993221)",
IOWA,2015,45,2,,2,,10,,143,,215,,2,,7,,41,,525,,195,,"IOWA
(42.46942, -93.815856)",
FLORIDA,2015,45,3,,2,,8,,114,,104,,24,,34,,86,,1599,,2108,,"FLORIDA
(28.915325, -81.922409)",
PUERTO RICO,2015,45,,-,0,,1,,2,,4,,,-,0,,7,,16,,23,,"PUERTO RICO
(18.215692, -66.414655)",
KENTUCKY,2015,45,,-,1,,6,,63,,88,,,-,8,,30,,376,,219,,"KENTUCKY
(37.64591, -84.774043)",
MARYLAND,2015,45,2,,1,,7,,79,,65,,7,,4,,13,,203,,215,,"MARYLAND
(39.290443, -76.612333)",
MICHIGAN,2015,45,1,,2,,8,,116,,120,,1,,8,,23,,387,,258,,"MICHIGAN
(44.66399, -84.711206)",
OHIO,2015,45,6,,4,,19,,229,,178,,27,,9,,37,,494,,519,,"OHIO
(40.056807, -82.405897)",
UNITED STATES,2015,46,25,,109,,191,,5058,,5504,,340,,395,,594,,17772,,17491,,,
NEW ENGLAND,2015,46,,-,3,,16,,215,,200,,,-,5,,17,,238,,280,,,
MID. ATLANTIC,2015,46,7,,12,,23,,528,,505,,15,,31,,82,,1588,,876,,,
NEW YORK CITY,2015,46,1,,2,,8,,110,,65,,6,,13,,51,,688,,318,,"NEW YORK CITY
",
E.N. CENTRAL,2015,46,4,,11,,28,,636,,814,,35,,40,,79,,1854,,3097,,,
W.N. CENTRAL,2015,46,,-,8,,22,,450,,967,,5,,25,,69,,1169,,2296,,,
S. ATLANTIC,2015,46,3,,10,,21,,494,,466,,65,,75,,153,,3707,,4225,,,
DIST. OF COL.,2015,46,,-,0,,1,,1,,5,,,-,0,,4,,16,,110,,"DIST. OF COL.
",
E.S. CENTRAL,2015,46,,-,5,,14,,260,,298,,6,,29,,63,,1233,,1548,,,
W.S. CENTRAL,2015,46,,-,14,,81,,667,,670,,169,,108,,268,,5250,,3014,,,
MOUNTAIN,2015,46,8,,11,,38,,618,,573,,11,,14,,27,,633,,632,,,
PACIFIC,2015,46,3,,22,,70,,1190,,1011,,34,,40,,130,,2100,,1523,,,
AMER. SAMOA,2015,46,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,46,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,46,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
UTAH,2015,46,,-,1,,8,,87,,83,,,-,0,,8,,31,,33,,"UTAH
(39.359772, -111.584173)",
IDAHO,2015,46,,-,2,,9,,130,,103,,1,,0,,5,,24,,11,,"IDAHO
(43.680635, -114.364237)",
GUAM,2015,46,,-,0,,0,,,-,,-,,-,0,,1,,,-,3,,"GUAM
(13.3532, 144.653198)",
WYOMING,2015,46,,-,0,,3,,4,,27,,,-,0,,3,,6,,93,,"WYOMING
(43.23558, -108.110518)",
NEW JERSEY,2015,46,,-,0,,5,,34,,116,,,-,6,,17,,275,,217,,"NEW JERSEY
(40.104655, -74.386686)",
TENNESSEE,2015,46,,-,2,,11,,141,,138,,2,,5,,24,,203,,742,,"TENNESSEE
(35.681402, -85.774444)",
NEW YORK,2015,46,4,,4,,14,,192,,166,,6,,5,,26,,306,,173,,"NEW YORK
(42.826892, -75.544286)",
ALABAMA,2015,46,,-,0,,5,,33,,40,,2,,13,,30,,555,,381,,"ALABAMA
(32.839182, -86.631125)",
MINNESOTA,2015,46,,-,0,,5,,,-,316,,,-,0,,4,,,-,84,,"MINNESOTA
(44.943719, -93.094281)",
NEBRASKA,2015,46,,-,1,,6,,88,,103,,,-,1,,5,,51,,204,,"NEBRASKA
(41.640503, -99.367122)",
DELAWARE,2015,46,,-,0,,1,,3,,13,,,-,0,,3,,16,,63,,"DELAWARE
(39.008676, -75.574561)",
KANSAS,2015,46,,-,2,,5,,104,,83,,1,,2,,12,,106,,47,,"KANSAS
(38.345528, -98.201847)",
WASHINGTON,2015,46,2,,1,,50,,285,,216,,3,,2,,18,,114,,130,,"WASHINGTON
(47.517368, -120.467672)",
TEXAS,2015,46,,-,10,,70,,449,,476,,142,,91,,171,,4159,,2056,,"TEXAS
(31.827233, -99.423022)",
SOUTH DAKOTA,2015,46,,-,1,,4,,52,,39,,,-,4,,20,,265,,595,,"SOUTH DAKOTA
(44.35371, -100.373709)",
INDIANA,2015,46,,-,1,,8,,94,,114,,,-,5,,25,,207,,1245,,"INDIANA
(39.76845, -86.156212)",
FLORIDA,2015,46,2,,2,,8,,117,,105,,35,,34,,86,,1634,,2152,,"FLORIDA
(28.915325, -81.922409)",
MAINE,2015,46,,-,0,,3,,27,,32,,,-,0,,1,,3,,27,,"MAINE
(45.252223, -68.986647)",
ARIZONA,2015,46,2,,2,,10,,113,,88,,10,,8,,22,,418,,315,,"ARIZONA
(34.869712, -111.760902)",
MARYLAND,2015,46,1,,1,,7,,79,,69,,1,,4,,13,,204,,222,,"MARYLAND
(39.290443, -76.612333)",
VERMONT,2015,46,,-,0,,4,,24,,13,,,-,0,,2,,6,,1,,"VERMONT
(43.622479, -72.51927)",
IOWA,2015,46,,-,2,,10,,148,,219,,4,,7,,41,,556,,197,,"IOWA
(42.46942, -93.815856)",
WEST VIRGINIA,2015,46,,-,0,,3,,10,,17,,,-,0,,4,,12,,12,,"WEST VIRGINIA
(38.668501, -80.709421)",
COLORADO,2015,46,,-,2,,16,,125,,159,,,-,1,,4,,46,,76,,"COLORADO
(38.841772, -106.132562)",
SOUTH CAROLINA,2015,46,,-,0,,7,,33,,14,,2,,3,,35,,175,,136,,"SOUTH CAROLINA
(34.009286, -81.037094)",
MISSISSIPPI,2015,46,,-,0,,3,,23,,30,,,-,2,,7,,87,,190,,"MISSISSIPPI
(32.738663, -89.537312)",
VIRGINIA,2015,46,,-,1,,6,,91,,110,,8,,4,,18,,265,,185,,"VIRGINIA
(37.542699, -78.45822)",
PENNSYLVANIA,2015,46,2,,3,,11,,192,,158,,3,,6,,21,,319,,168,,"PENNSYLVANIA
(40.789676, -77.858055)",
NORTH CAROLINA,2015,46,,-,1,,6,,62,,39,,,-,5,,28,,251,,478,,"NORTH CAROLINA
(35.47995, -79.180571)",
ALASKA,2015,46,1,,0,,4,,12,,3,,,-,0,,1,,4,,4,,"ALASKA
(64.836661, -147.738891)",
PUERTO RICO,2015,46,,-,0,,1,,2,,4,,,-,0,,7,,16,,23,,"PUERTO RICO
(18.215692, -66.414655)",
HAWAII,2015,46,,-,1,,5,,38,,12,,,-,1,,6,,72,,15,,"HAWAII
(21.30992, -157.858158)",
OREGON,2015,46,,-,4,,11,,212,,163,,1,,1,,6,,70,,48,,"OREGON
(44.567912, -120.156945)",
ARKANSAS,2015,46,,-,1,,5,,65,,76,,8,,2,,6,,88,,752,,"ARKANSAS
(34.748745, -92.275105)",
MONTANA,2015,46,1,,1,,6,,76,,36,,,-,0,,7,,12,,18,,"MONTANA
(47.062617, -109.430168)",
MISSOURI,2015,46,,-,0,,6,,19,,169,,,-,0,,58,,172,,1149,,"MISSOURI
(38.636168, -92.566292)",
CONNECTICUT,2015,46,,-,1,,8,,73,,51,,,-,1,,5,,52,,51,,"CONNECTICUT
(41.544654, -72.651713)",
NORTH DAKOTA,2015,46,,-,0,,6,,39,,38,,,-,0,,2,,19,,20,,"NORTH DAKOTA
(47.475879, -100.121011)",
NEW HAMPSHIRE,2015,46,,-,0,,3,,23,,14,,,-,0,,2,,3,,13,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
MICHIGAN,2015,46,,-,2,,8,,120,,121,,2,,8,,23,,397,,265,,"MICHIGAN
(44.66399, -84.711206)",
MASSACHUSETTS,2015,46,,-,1,,6,,59,,86,,,-,3,,12,,151,,163,,"MASSACHUSETTS
(42.268546, -72.085064)",
CALIFORNIA,2015,46,,-,14,,31,,643,,617,,30,,38,,119,,1840,,1326,,"CALIFORNIA
(37.640735, -121.002435)",
ILLINOIS,2015,46,,-,3,,8,,132,,183,,,-,14,,30,,571,,745,,"ILLINOIS
(40.477092, -88.993221)",
RHODE ISLAND,2015,46,,-,0,,3,,9,,4,,,-,0,,6,,23,,25,,"RHODE ISLAND
(41.707447, -71.522488)",
WISCONSIN,2015,46,,-,1,,7,,57,,209,,1,,3,,12,,154,,309,,"WISCONSIN
(44.395526, -89.834513)",
NEVADA,2015,46,5,,0,,6,,52,,33,,,-,0,,6,,35,,33,,"NEVADA
(39.491833, -117.070159)",
GEORGIA,2015,46,,-,2,,7,,98,,94,,19,,24,,46,,1134,,867,,"GEORGIA
(32.836038, -83.631709)",
OHIO,2015,46,4,,4,,19,,233,,187,,32,,9,,36,,525,,533,,"OHIO
(40.056807, -82.405897)",
KENTUCKY,2015,46,,-,1,,6,,63,,90,,2,,8,,30,,388,,235,,"KENTUCKY
(37.64591, -84.774043)",
OKLAHOMA,2015,46,,-,1,,32,,117,,102,,19,,10,,165,,827,,75,,"OKLAHOMA
(35.468494, -97.521264)",
NEW MEXICO,2015,46,,-,0,,3,,31,,44,,,-,1,,5,,61,,53,,"NEW MEXICO
(34.520396, -106.244402)",
LOUISIANA,2015,46,,-,0,,12,,36,,16,,,-,3,,11,,176,,131,,"LOUISIANA
(31.2931, -92.463284)",
UNITED STATES,2015,47,27,,111,,192,,5150,,5594,,227,,395,,595,,18163,,17951,,,
NEW ENGLAND,2015,47,,-,4,,17,,223,,203,,1,,5,,17,,247,,286,,,
MID. ATLANTIC,2015,47,7,,12,,23,,538,,522,,16,,30,,82,,1614,,917,,,
NEW YORK CITY,2015,47,1,,2,,8,,111,,66,,8,,13,,51,,696,,333,,"NEW YORK CITY
",
E.N. CENTRAL,2015,47,5,,12,,29,,654,,824,,29,,40,,79,,1899,,3159,,,
W.N. CENTRAL,2015,47,,-,8,,22,,460,,973,,4,,25,,64,,1203,,2365,,,
S. ATLANTIC,2015,47,3,,10,,21,,498,,471,,29,,73,,153,,3754,,4307,,,
DIST. OF COL.,2015,47,,-,0,,1,,1,,5,,,-,0,,4,,16,,110,,"DIST. OF COL.
",
E.S. CENTRAL,2015,47,,-,5,,14,,262,,303,,2,,29,,58,,1251,,1611,,,
W.S. CENTRAL,2015,47,1,,14,,81,,673,,690,,118,,112,,268,,5391,,3096,,,
MOUNTAIN,2015,47,9,,10,,38,,634,,584,,15,,14,,28,,659,,648,,,
PACIFIC,2015,47,2,,22,,70,,1208,,1024,,13,,41,,132,,2145,,1562,,,
AMER. SAMOA,2015,47,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,47,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,47,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
ARIZONA,2015,47,3,,2,,10,,117,,89,,15,,8,,21,,440,,326,,"ARIZONA
(34.869712, -111.760902)",
WISCONSIN,2015,47,,-,1,,7,,62,,210,,2,,3,,12,,161,,316,,"WISCONSIN
(44.395526, -89.834513)",
PUERTO RICO,2015,47,,-,0,,1,,2,,4,,,-,0,,7,,16,,23,,"PUERTO RICO
(18.215692, -66.414655)",
ILLINOIS,2015,47,,-,3,,8,,139,,187,,,-,13,,30,,576,,760,,"ILLINOIS
(40.477092, -88.993221)",
NEVADA,2015,47,1,,1,,6,,54,,34,,,-,0,,6,,35,,33,,"NEVADA
(39.491833, -117.070159)",
GUAM,2015,47,,-,0,,0,,,-,,-,,-,0,,0,,,-,4,,"GUAM
(13.3532, 144.653198)",
KENTUCKY,2015,47,,-,1,,6,,63,,93,,1,,8,,30,,391,,258,,"KENTUCKY
(37.64591, -84.774043)",
MAINE,2015,47,,-,0,,3,,27,,32,,,-,0,,1,,3,,28,,"MAINE
(45.252223, -68.986647)",
ALABAMA,2015,47,,-,0,,5,,33,,40,,,-,12,,30,,566,,405,,"ALABAMA
(32.839182, -86.631125)",
IDAHO,2015,47,2,,2,,9,,135,,104,,,-,0,,5,,24,,12,,"IDAHO
(43.680635, -114.364237)",
WYOMING,2015,47,,-,0,,3,,4,,28,,,-,0,,3,,6,,95,,"WYOMING
(43.23558, -108.110518)",
TENNESSEE,2015,47,,-,2,,11,,143,,140,,1,,5,,24,,207,,756,,"TENNESSEE
(35.681402, -85.774444)",
MICHIGAN,2015,47,,-,2,,8,,121,,123,,1,,8,,23,,404,,269,,"MICHIGAN
(44.66399, -84.711206)",
CONNECTICUT,2015,47,,-,2,,8,,78,,51,,1,,1,,5,,54,,56,,"CONNECTICUT
(41.544654, -72.651713)",
COLORADO,2015,47,,-,2,,16,,125,,161,,,-,1,,4,,46,,76,,"COLORADO
(38.841772, -106.132562)",
UTAH,2015,47,1,,1,,8,,89,,88,,,-,0,,8,,31,,33,,"UTAH
(39.359772, -111.584173)",
GEORGIA,2015,47,,-,2,,7,,101,,94,,6,,24,,46,,1155,,888,,"GEORGIA
(32.836038, -83.631709)",
MARYLAND,2015,47,1,,1,,7,,80,,69,,6,,4,,13,,211,,224,,"MARYLAND
(39.290443, -76.612333)",
MASSACHUSETTS,2015,47,,-,1,,6,,60,,88,,,-,3,,12,,152,,163,,"MASSACHUSETTS
(42.268546, -72.085064)",
NEBRASKA,2015,47,,-,1,,6,,88,,103,,,-,1,,5,,51,,208,,"NEBRASKA
(41.640503, -99.367122)",
SOUTH DAKOTA,2015,47,,-,1,,4,,55,,39,,,-,4,,20,,279,,599,,"SOUTH DAKOTA
(44.35371, -100.373709)",
RHODE ISLAND,2015,47,,-,0,,3,,9,,4,,,-,0,,6,,28,,25,,"RHODE ISLAND
(41.707447, -71.522488)",
ALASKA,2015,47,,-,0,,4,,12,,3,,,-,0,,1,,4,,4,,"ALASKA
(64.836661, -147.738891)",
VERMONT,2015,47,,-,0,,4,,24,,14,,,-,0,,2,,6,,1,,"VERMONT
(43.622479, -72.51927)",
NORTH DAKOTA,2015,47,,-,0,,6,,40,,38,,,-,0,,2,,20,,20,,"NORTH DAKOTA
(47.475879, -100.121011)",
DELAWARE,2015,47,,-,0,,1,,3,,13,,,-,0,,3,,17,,66,,"DELAWARE
(39.008676, -75.574561)",
MISSOURI,2015,47,,-,0,,6,,19,,172,,,-,0,,51,,172,,1207,,"MISSOURI
(38.636168, -92.566292)",
PENNSYLVANIA,2015,47,,-,3,,11,,195,,164,,4,,6,,21,,323,,170,,"PENNSYLVANIA
(40.789676, -77.858055)",
NORTH CAROLINA,2015,47,,-,1,,6,,62,,39,,,-,5,,28,,251,,484,,"NORTH CAROLINA
(35.47995, -79.180571)",
MINNESOTA,2015,47,,-,0,,5,,,-,317,,,-,0,,4,,,-,85,,"MINNESOTA
(44.943719, -93.094281)",
